source,last_time,delay_minutes,value
86060010,2026-09-21T08:00:00-03:00,720.0,13.8
86099000,2026-09-21T19:00:00-03:00,60.0,7.3
86102000,2026-09-21T10:00:00-03:00,600.0,7.51
86117000,2026-09-21T19:00:00-03:00,60.0,2.56
86125000,2026-09-21T11:59:00-03:00,481.0,0.8412999999999999
86125050,2026-09-21T19:00:00-03:00,60.0,1.34
86160000,2026-09-21T19:45:00-03:00,15.0,5.01
86163000,2026-09-21T19:00:00-03:00,60.0,1.23
86200900,2026-09-21T12:00:00-03:00,480.0,667.03
86280500,2026-09-21T19:00:00-03:00,60.0,4.975
86298000,2026-09-21T17:00:00-03:00,180.0,12.34
86403000,2026-09-21T19:00:00-03:00,60.0,8.13
86410800,2026-09-21T19:00:00-03:00,60.0,0.05
86447000,2026-09-21T19:00:00-03:00,60.0,4.82
86448000,2026-09-21T18:00:00-03:00,120.0,152.76
86450000,2026-09-21T17:30:00-03:00,150.0,16.64
86471000,2026-09-21T19:30:00-03:00,30.0,4.0
86472000,2026-09-21T19:30:00-03:00,30.0,16.69
86472600,2026-09-21T19:45:00-03:00,15.0,13.56
86479000,2026-09-21T19:00:00-03:00,60.0,0.57
86488000,2026-09-21T19:00:00-03:00,60.0,2.12
86493000,2026-09-21T19:00:00-03:00,60.0,371.98
86495500,2026-09-21T19:00:00-03:00,60.0,330.58
86500000,2026-09-21T19:30:00-03:00,30.0,5.007
86504900,2026-09-21T19:00:00-03:00,60.0,6.37
86505500,2026-09-21T19:00:00-03:00,60.0,1.15
86510000,2026-09-21T19:45:00-03:00,15.0,15.1
julho,2026-09-21T19:00:00-03:00,60.0,8224.86
monte,2026-09-21T19:00:00-03:00,60.0,10527.12
castro,2026-09-21T19:00:00-03:00,60.0,9313.96
