window,origin,anchor,selected,raw_qc,base,usable
2018-09-30,2018-10-01T02:00:00-03:00,2018-10-01T01:00:00-03:00,2018-10-01T01:00:00-03:00,Dado aprovado,3.05,True
2018-09-30,2018-10-01T03:00:00-03:00,2018-10-01T02:00:00-03:00,2018-10-01T02:00:00-03:00,Dado aprovado,3.06,True
2018-09-30,2018-10-01T04:00:00-03:00,2018-10-01T03:00:00-03:00,2018-10-01T03:00:00-03:00,Dado aprovado,3.06,True
2018-09-30,2018-10-01T05:00:00-03:00,2018-10-01T04:00:00-03:00,2018-10-01T04:00:00-03:00,Dado aprovado,3.05,True
2018-09-30,2018-10-01T06:00:00-03:00,2018-10-01T05:00:00-03:00,2018-10-01T05:00:00-03:00,Dado aprovado,3.02,True
2018-09-30,2018-10-01T07:00:00-03:00,2018-10-01T06:00:00-03:00,2018-10-01T06:00:00-03:00,Dado aprovado,2.98,True
2018-09-30,2018-10-01T08:00:00-03:00,2018-10-01T07:00:00-03:00,2018-10-01T07:00:00-03:00,Dado aprovado,2.93,True
2018-09-30,2018-10-01T09:00:00-03:00,2018-10-01T08:00:00-03:00,2018-10-01T08:00:00-03:00,Dado aprovado,2.89,True
2018-09-30,2018-10-01T10:00:00-03:00,2018-10-01T09:00:00-03:00,2018-10-01T09:00:00-03:00,Dado aprovado,2.87,True
2018-09-30,2018-10-01T11:00:00-03:00,2018-10-01T10:00:00-03:00,2018-10-01T10:00:00-03:00,Dado aprovado,2.83,True
2018-09-30,2018-10-01T12:00:00-03:00,2018-10-01T11:00:00-03:00,2018-10-01T11:00:00-03:00,Dado aprovado,2.8,True
2018-09-30,2018-10-01T13:00:00-03:00,2018-10-01T12:00:00-03:00,2018-10-01T12:00:00-03:00,Dado aprovado,2.76,True
2018-09-30,2018-10-01T14:00:00-03:00,2018-10-01T13:00:00-03:00,2018-10-01T13:00:00-03:00,Dado aprovado,2.74,True
2018-09-30,2018-10-01T15:00:00-03:00,2018-10-01T14:00:00-03:00,2018-10-01T14:00:00-03:00,Dado aprovado,2.68,True
2018-09-30,2018-10-01T16:00:00-03:00,2018-10-01T15:00:00-03:00,2018-10-01T15:00:00-03:00,Dado aprovado,2.66,True
2018-09-30,2018-10-01T17:00:00-03:00,2018-10-01T16:00:00-03:00,2018-10-01T16:00:00-03:00,Dado aprovado,2.68,True
2018-09-30,2018-10-01T18:00:00-03:00,2018-10-01T17:00:00-03:00,2018-10-01T17:00:00-03:00,Dado aprovado,2.71,True
2018-09-30,2018-10-01T19:00:00-03:00,2018-10-01T18:00:00-03:00,2018-10-01T18:00:00-03:00,Dado aprovado,2.81,True
2018-09-30,2018-10-01T20:00:00-03:00,2018-10-01T19:00:00-03:00,2018-10-01T19:00:00-03:00,Dado aprovado,2.92,True
2018-09-30,2018-10-01T21:00:00-03:00,2018-10-01T20:00:00-03:00,2018-10-01T20:00:00-03:00,Dado aprovado,3.01,True
2018-09-30,2018-10-01T22:00:00-03:00,2018-10-01T21:00:00-03:00,2018-10-01T21:00:00-03:00,Dado aprovado,3.08,True
2018-09-30,2018-10-01T23:00:00-03:00,2018-10-01T22:00:00-03:00,2018-10-01T22:00:00-03:00,Dado aprovado,3.11,True
2018-09-30,2018-10-02T00:00:00-03:00,2018-10-01T23:00:00-03:00,2018-10-01T23:00:00-03:00,Dado aprovado,3.16,True
2018-09-30,2018-10-02T01:00:00-03:00,2018-10-02T00:00:00-03:00,2018-10-02T00:00:00-03:00,Dado aprovado,3.18,True
2018-09-30,2018-10-02T02:00:00-03:00,2018-10-02T01:00:00-03:00,2018-10-02T01:00:00-03:00,Dado aprovado,3.2,True
2018-09-30,2018-10-02T03:00:00-03:00,2018-10-02T02:00:00-03:00,2018-10-02T02:00:00-03:00,Dado aprovado,3.2,True
2018-09-30,2018-10-02T04:00:00-03:00,2018-10-02T03:00:00-03:00,2018-10-02T03:00:00-03:00,Dado aprovado,3.21,True
2018-09-30,2018-10-02T05:00:00-03:00,2018-10-02T04:00:00-03:00,2018-10-02T04:00:00-03:00,Dado aprovado,3.2,True
2018-09-30,2018-10-02T06:00:00-03:00,2018-10-02T05:00:00-03:00,2018-10-02T05:00:00-03:00,Dado aprovado,3.2,True
2018-09-30,2018-10-02T07:00:00-03:00,2018-10-02T06:00:00-03:00,2018-10-02T06:00:00-03:00,Dado aprovado,3.23,True
2018-09-30,2018-10-02T08:00:00-03:00,2018-10-02T07:00:00-03:00,2018-10-02T07:00:00-03:00,Dado aprovado,3.24,True
2018-09-30,2018-10-02T09:00:00-03:00,2018-10-02T08:00:00-03:00,2018-10-02T08:00:00-03:00,Dado aprovado,3.25,True
2018-09-30,2018-10-02T10:00:00-03:00,2018-10-02T09:00:00-03:00,2018-10-02T09:00:00-03:00,Dado aprovado,3.28,True
2018-09-30,2018-10-02T11:00:00-03:00,2018-10-02T10:00:00-03:00,2018-10-02T10:00:00-03:00,Dado aprovado,3.28,True
2018-09-30,2018-10-02T12:00:00-03:00,2018-10-02T11:00:00-03:00,2018-10-02T11:00:00-03:00,Dado aprovado,3.31,True
2018-09-30,2018-10-02T13:00:00-03:00,2018-10-02T12:00:00-03:00,2018-10-02T12:00:00-03:00,Dado aprovado,3.3,True
2018-09-30,2018-10-02T14:00:00-03:00,2018-10-02T13:00:00-03:00,2018-10-02T13:00:00-03:00,Dado aprovado,3.33,True
2018-09-30,2018-10-02T15:00:00-03:00,2018-10-02T14:00:00-03:00,2018-10-02T14:00:00-03:00,Dado aprovado,3.35,True
2018-09-30,2018-10-02T16:00:00-03:00,2018-10-02T15:00:00-03:00,2018-10-02T15:00:00-03:00,Dado aprovado,3.34,True
2018-09-30,2018-10-02T17:00:00-03:00,2018-10-02T16:00:00-03:00,2018-10-02T16:00:00-03:00,Dado aprovado,3.4,True
2018-09-30,2018-10-02T18:00:00-03:00,2018-10-02T17:00:00-03:00,2018-10-02T17:00:00-03:00,Dado aprovado,3.49,True
2018-09-30,2018-10-02T19:00:00-03:00,2018-10-02T18:00:00-03:00,2018-10-02T18:00:00-03:00,Dado aprovado,3.81,True
2018-09-30,2018-10-02T20:00:00-03:00,2018-10-02T19:00:00-03:00,2018-10-02T19:00:00-03:00,Dado suspeito,,False
2018-09-30,2018-10-02T21:00:00-03:00,2018-10-02T20:00:00-03:00,2018-10-02T20:00:00-03:00,Dado aprovado,4.83,True
2018-09-30,2018-10-02T22:00:00-03:00,2018-10-02T21:00:00-03:00,2018-10-02T21:00:00-03:00,Dado aprovado,4.93,True
2018-09-30,2018-10-02T23:00:00-03:00,2018-10-02T22:00:00-03:00,2018-10-02T22:00:00-03:00,Dado aprovado,5.04,True
2018-09-30,2018-10-03T00:00:00-03:00,2018-10-02T23:00:00-03:00,2018-10-02T23:00:00-03:00,Dado aprovado,5.22,True
2018-09-30,2018-10-03T01:00:00-03:00,2018-10-03T00:00:00-03:00,2018-10-03T00:00:00-03:00,Dado aprovado,5.42,True
2018-09-30,2018-10-03T02:00:00-03:00,2018-10-03T01:00:00-03:00,2018-10-03T01:00:00-03:00,Dado aprovado,5.55,True
2018-09-30,2018-10-03T03:00:00-03:00,2018-10-03T02:00:00-03:00,2018-10-03T02:00:00-03:00,Dado aprovado,5.71,True
2018-09-30,2018-10-03T04:00:00-03:00,2018-10-03T03:00:00-03:00,2018-10-03T03:00:00-03:00,Dado aprovado,5.9,True
2018-09-30,2018-10-03T05:00:00-03:00,2018-10-03T04:00:00-03:00,2018-10-03T04:00:00-03:00,Dado aprovado,6.08,True
2018-09-30,2018-10-03T06:00:00-03:00,2018-10-03T05:00:00-03:00,2018-10-03T05:00:00-03:00,Dado aprovado,6.28,True
2018-09-30,2018-10-03T07:00:00-03:00,2018-10-03T06:00:00-03:00,2018-10-03T06:00:00-03:00,Dado aprovado,6.53,True
2018-09-30,2018-10-03T08:00:00-03:00,2018-10-03T07:00:00-03:00,2018-10-03T07:00:00-03:00,Dado aprovado,6.79,True
2018-09-30,2018-10-03T09:00:00-03:00,2018-10-03T08:00:00-03:00,2018-10-03T08:00:00-03:00,Dado aprovado,7.09,True
2018-09-30,2018-10-03T10:00:00-03:00,2018-10-03T09:00:00-03:00,2018-10-03T09:00:00-03:00,Dado aprovado,7.33,True
2018-09-30,2018-10-03T11:00:00-03:00,2018-10-03T10:00:00-03:00,2018-10-03T10:00:00-03:00,Dado aprovado,7.64,True
2018-09-30,2018-10-03T12:00:00-03:00,2018-10-03T11:00:00-03:00,2018-10-03T11:00:00-03:00,Dado aprovado,8.02,True
2018-09-30,2018-10-03T13:00:00-03:00,2018-10-03T12:00:00-03:00,2018-10-03T12:00:00-03:00,Dado aprovado,8.47,True
2018-09-30,2018-10-03T14:00:00-03:00,2018-10-03T13:00:00-03:00,2018-10-03T13:00:00-03:00,Dado suspeito,,False
2018-09-30,2018-10-03T15:00:00-03:00,2018-10-03T14:00:00-03:00,2018-10-03T14:00:00-03:00,Dado aprovado,9.39,True
2018-09-30,2018-10-03T16:00:00-03:00,2018-10-03T15:00:00-03:00,2018-10-03T15:00:00-03:00,Dado aprovado,9.68,True
2018-09-30,2018-10-03T17:00:00-03:00,2018-10-03T16:00:00-03:00,2018-10-03T16:00:00-03:00,Dado aprovado,9.87,True
2018-09-30,2018-10-03T18:00:00-03:00,2018-10-03T17:00:00-03:00,2018-10-03T17:00:00-03:00,Dado aprovado,10.1,True
2018-09-30,2018-10-03T19:00:00-03:00,2018-10-03T18:00:00-03:00,2018-10-03T18:00:00-03:00,Dado aprovado,10.34,True
2018-09-30,2018-10-03T20:00:00-03:00,2018-10-03T19:00:00-03:00,2018-10-03T19:00:00-03:00,Dado aprovado,10.59,True
2018-09-30,2018-10-03T21:00:00-03:00,2018-10-03T20:00:00-03:00,2018-10-03T20:00:00-03:00,Dado aprovado,10.83,True
2018-09-30,2018-10-03T22:00:00-03:00,2018-10-03T21:00:00-03:00,2018-10-03T21:00:00-03:00,Dado aprovado,11.03,True
2018-09-30,2018-10-03T23:00:00-03:00,2018-10-03T22:00:00-03:00,2018-10-03T22:00:00-03:00,Dado aprovado,11.26,True
2018-09-30,2018-10-04T00:00:00-03:00,2018-10-03T23:00:00-03:00,2018-10-03T23:00:00-03:00,Dado aprovado,11.41,True
2018-09-30,2018-10-04T01:00:00-03:00,2018-10-04T00:00:00-03:00,2018-10-04T00:00:00-03:00,Dado aprovado,11.59,True
2018-09-30,2018-10-04T02:00:00-03:00,2018-10-04T01:00:00-03:00,2018-10-04T01:00:00-03:00,Dado aprovado,11.65,True
2018-09-30,2018-10-04T03:00:00-03:00,2018-10-04T02:00:00-03:00,2018-10-04T02:00:00-03:00,Dado aprovado,11.66,True
2018-09-30,2018-10-04T04:00:00-03:00,2018-10-04T03:00:00-03:00,2018-10-04T03:00:00-03:00,Dado aprovado,11.66,True
2018-09-30,2018-10-04T05:00:00-03:00,2018-10-04T04:00:00-03:00,2018-10-04T04:00:00-03:00,Dado aprovado,11.55,True
2018-09-30,2018-10-04T06:00:00-03:00,2018-10-04T05:00:00-03:00,2018-10-04T05:00:00-03:00,Dado aprovado,11.44,True
2018-09-30,2018-10-04T07:00:00-03:00,2018-10-04T06:00:00-03:00,2018-10-04T06:00:00-03:00,Dado aprovado,11.29,True
2018-09-30,2018-10-04T08:00:00-03:00,2018-10-04T07:00:00-03:00,2018-10-04T07:00:00-03:00,Dado aprovado,11.04,True
2018-09-30,2018-10-04T09:00:00-03:00,2018-10-04T08:00:00-03:00,2018-10-04T08:00:00-03:00,Dado aprovado,10.83,True
2018-09-30,2018-10-04T10:00:00-03:00,2018-10-04T09:00:00-03:00,2018-10-04T09:00:00-03:00,Dado aprovado,10.57,True
2018-09-30,2018-10-04T11:00:00-03:00,2018-10-04T10:00:00-03:00,2018-10-04T10:00:00-03:00,Dado aprovado,10.37,True
2018-09-30,2018-10-04T12:00:00-03:00,2018-10-04T11:00:00-03:00,2018-10-04T11:00:00-03:00,Dado aprovado,10.14,True
2018-09-30,2018-10-04T13:00:00-03:00,2018-10-04T12:00:00-03:00,2018-10-04T12:00:00-03:00,Dado aprovado,9.88,True
2018-09-30,2018-10-04T14:00:00-03:00,2018-10-04T13:00:00-03:00,2018-10-04T13:00:00-03:00,Dado aprovado,9.65,True
2018-09-30,2018-10-04T15:00:00-03:00,2018-10-04T14:00:00-03:00,2018-10-04T14:00:00-03:00,Dado aprovado,9.4,True
2018-09-30,2018-10-04T16:00:00-03:00,2018-10-04T15:00:00-03:00,2018-10-04T15:00:00-03:00,Dado aprovado,9.07,True
2018-09-30,2018-10-04T17:00:00-03:00,2018-10-04T16:00:00-03:00,2018-10-04T16:00:00-03:00,Dado aprovado,8.6,True
2018-09-30,2018-10-04T18:00:00-03:00,2018-10-04T17:00:00-03:00,2018-10-04T17:00:00-03:00,Dado aprovado,8.22,True
2018-09-30,2018-10-04T19:00:00-03:00,2018-10-04T18:00:00-03:00,2018-10-04T18:00:00-03:00,Dado aprovado,7.91,True
2018-09-30,2018-10-04T20:00:00-03:00,2018-10-04T19:00:00-03:00,2018-10-04T19:00:00-03:00,Dado aprovado,7.76,True
2018-09-30,2018-10-04T21:00:00-03:00,2018-10-04T20:00:00-03:00,2018-10-04T20:00:00-03:00,Dado aprovado,7.61,True
2018-09-30,2018-10-04T22:00:00-03:00,2018-10-04T21:00:00-03:00,2018-10-04T21:00:00-03:00,Dado aprovado,7.54,True
2018-09-30,2018-10-04T23:00:00-03:00,2018-10-04T22:00:00-03:00,2018-10-04T22:00:00-03:00,Dado aprovado,7.45,True
2018-09-30,2018-10-05T00:00:00-03:00,2018-10-04T23:00:00-03:00,2018-10-04T23:00:00-03:00,Dado aprovado,7.28,True
2018-09-30,2018-10-05T01:00:00-03:00,2018-10-05T00:00:00-03:00,2018-10-05T00:00:00-03:00,Dado aprovado,7.15,True
2018-09-30,2018-10-05T02:00:00-03:00,2018-10-05T01:00:00-03:00,2018-10-05T01:00:00-03:00,Dado aprovado,7.03,True
2018-09-30,2018-10-05T03:00:00-03:00,2018-10-05T02:00:00-03:00,2018-10-05T02:00:00-03:00,Dado aprovado,6.88,True
2018-09-30,2018-10-05T04:00:00-03:00,2018-10-05T03:00:00-03:00,2018-10-05T03:00:00-03:00,Dado aprovado,6.78,True
2018-09-30,2018-10-05T05:00:00-03:00,2018-10-05T04:00:00-03:00,2018-10-05T04:00:00-03:00,Dado aprovado,6.66,True
2018-09-30,2018-10-05T06:00:00-03:00,2018-10-05T05:00:00-03:00,2018-10-05T05:00:00-03:00,Dado aprovado,6.56,True
2018-09-30,2018-10-05T07:00:00-03:00,2018-10-05T06:00:00-03:00,2018-10-05T06:00:00-03:00,Dado aprovado,6.45,True
2018-09-30,2018-10-05T08:00:00-03:00,2018-10-05T07:00:00-03:00,2018-10-05T07:00:00-03:00,Dado aprovado,6.34,True
2018-09-30,2018-10-05T09:00:00-03:00,2018-10-05T08:00:00-03:00,2018-10-05T08:00:00-03:00,Dado aprovado,6.26,True
2018-09-30,2018-10-05T10:00:00-03:00,2018-10-05T09:00:00-03:00,2018-10-05T09:00:00-03:00,Dado aprovado,6.17,True
2018-09-30,2018-10-05T11:00:00-03:00,2018-10-05T10:00:00-03:00,2018-10-05T10:00:00-03:00,Dado aprovado,6.07,True
2018-09-30,2018-10-05T12:00:00-03:00,2018-10-05T11:00:00-03:00,2018-10-05T11:00:00-03:00,Dado aprovado,6.0,True
2018-09-30,2018-10-05T13:00:00-03:00,2018-10-05T12:00:00-03:00,2018-10-05T12:00:00-03:00,Dado aprovado,5.91,True
2018-09-30,2018-10-05T14:00:00-03:00,2018-10-05T13:00:00-03:00,2018-10-05T13:00:00-03:00,Dado aprovado,5.84,True
2018-09-30,2018-10-05T15:00:00-03:00,2018-10-05T14:00:00-03:00,2018-10-05T14:00:00-03:00,Dado aprovado,5.74,True
2018-09-30,2018-10-05T16:00:00-03:00,2018-10-05T15:00:00-03:00,2018-10-05T15:00:00-03:00,Dado aprovado,5.67,True
2018-09-30,2018-10-05T17:00:00-03:00,2018-10-05T16:00:00-03:00,2018-10-05T16:00:00-03:00,Dado aprovado,5.6,True
2018-09-30,2018-10-05T18:00:00-03:00,2018-10-05T17:00:00-03:00,2018-10-05T17:00:00-03:00,Dado aprovado,5.52,True
2018-09-30,2018-10-05T19:00:00-03:00,2018-10-05T18:00:00-03:00,2018-10-05T18:00:00-03:00,Dado aprovado,5.43,True
2018-09-30,2018-10-05T20:00:00-03:00,2018-10-05T19:00:00-03:00,2018-10-05T19:00:00-03:00,Dado aprovado,5.35,True
2018-09-30,2018-10-05T21:00:00-03:00,2018-10-05T20:00:00-03:00,2018-10-05T20:00:00-03:00,Dado aprovado,5.26,True
2018-09-30,2018-10-05T22:00:00-03:00,2018-10-05T21:00:00-03:00,2018-10-05T21:00:00-03:00,Dado aprovado,5.18,True
2018-09-30,2018-10-05T23:00:00-03:00,2018-10-05T22:00:00-03:00,2018-10-05T22:00:00-03:00,Dado aprovado,5.11,True
2018-09-30,2018-10-06T00:00:00-03:00,2018-10-05T23:00:00-03:00,2018-10-05T23:00:00-03:00,Dado aprovado,5.06,True
2018-09-30,2018-10-06T01:00:00-03:00,2018-10-06T00:00:00-03:00,2018-10-06T00:00:00-03:00,Dado aprovado,5.0,True
2018-09-30,2018-10-06T02:00:00-03:00,2018-10-06T01:00:00-03:00,2018-10-06T01:00:00-03:00,Dado aprovado,4.94,True
2018-09-30,2018-10-06T03:00:00-03:00,2018-10-06T02:00:00-03:00,2018-10-06T02:00:00-03:00,Dado aprovado,4.87,True
2018-09-30,2018-10-06T04:00:00-03:00,2018-10-06T03:00:00-03:00,2018-10-06T03:00:00-03:00,Dado aprovado,4.84,True
2018-09-30,2018-10-06T05:00:00-03:00,2018-10-06T04:00:00-03:00,2018-10-06T04:00:00-03:00,Dado aprovado,4.79,True
2018-09-30,2018-10-06T06:00:00-03:00,2018-10-06T05:00:00-03:00,2018-10-06T05:00:00-03:00,Dado aprovado,4.74,True
2018-09-30,2018-10-06T07:00:00-03:00,2018-10-06T06:00:00-03:00,2018-10-06T06:00:00-03:00,Dado aprovado,4.71,True
2018-09-30,2018-10-06T08:00:00-03:00,2018-10-06T07:00:00-03:00,2018-10-06T07:00:00-03:00,Dado aprovado,4.64,True
2018-09-30,2018-10-06T09:00:00-03:00,2018-10-06T08:00:00-03:00,2018-10-06T08:00:00-03:00,Dado aprovado,4.61,True
2018-09-30,2018-10-06T10:00:00-03:00,2018-10-06T09:00:00-03:00,2018-10-06T09:00:00-03:00,Dado aprovado,4.56,True
2018-09-30,2018-10-06T11:00:00-03:00,2018-10-06T10:00:00-03:00,2018-10-06T10:00:00-03:00,Dado aprovado,4.53,True
2018-09-30,2018-10-06T12:00:00-03:00,2018-10-06T11:00:00-03:00,2018-10-06T11:00:00-03:00,Dado aprovado,4.49,True
2018-09-30,2018-10-06T13:00:00-03:00,2018-10-06T12:00:00-03:00,2018-10-06T12:00:00-03:00,Dado aprovado,4.44,True
2018-09-30,2018-10-06T14:00:00-03:00,2018-10-06T13:00:00-03:00,2018-10-06T13:00:00-03:00,Dado aprovado,4.4,True
2018-09-30,2018-10-06T15:00:00-03:00,2018-10-06T14:00:00-03:00,2018-10-06T14:00:00-03:00,Dado aprovado,4.36,True
2018-09-30,2018-10-06T16:00:00-03:00,2018-10-06T15:00:00-03:00,2018-10-06T15:00:00-03:00,Dado aprovado,4.33,True
2018-09-30,2018-10-06T17:00:00-03:00,2018-10-06T16:00:00-03:00,2018-10-06T16:00:00-03:00,Dado aprovado,4.29,True
2018-09-30,2018-10-06T18:00:00-03:00,2018-10-06T17:00:00-03:00,2018-10-06T17:00:00-03:00,Dado aprovado,4.27,True
2018-09-30,2018-10-06T19:00:00-03:00,2018-10-06T18:00:00-03:00,2018-10-06T18:00:00-03:00,Dado aprovado,4.23,True
2018-09-30,2018-10-06T20:00:00-03:00,2018-10-06T19:00:00-03:00,2018-10-06T19:00:00-03:00,Dado aprovado,4.16,True
2018-09-30,2018-10-06T21:00:00-03:00,2018-10-06T20:00:00-03:00,2018-10-06T20:00:00-03:00,Dado aprovado,4.06,True
2018-09-30,2018-10-06T22:00:00-03:00,2018-10-06T21:00:00-03:00,2018-10-06T21:00:00-03:00,Dado aprovado,3.99,True
2018-09-30,2018-10-06T23:00:00-03:00,2018-10-06T22:00:00-03:00,2018-10-06T22:00:00-03:00,Dado aprovado,4.01,True
