id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_sha256,source_record_index,source_csv_line
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 01:00:00,103.27,69.66,27.0,183.0,71.0,43.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40092,40093
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 02:00:00,103.29,69.36,29.0,60.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40093,40094
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 03:00:00,103.29,69.24,29.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40094,40095
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 04:00:00,103.29,69.16,29.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40095,40096
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 05:00:00,103.3,69.13,30.0,44.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40096,40097
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 06:00:00,103.32,69.13,32.0,60.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40097,40098
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 07:00:00,103.33,69.13,33.0,44.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40098,40099
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 08:00:00,103.33,69.46,33.0,56.0,56.0,28.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40099,40100
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 09:00:00,103.33,69.77,33.0,99.0,99.0,71.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40100,40101
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2022-05-01 10:00:00,103.35,70.22,35.0,198.0,166.0,138.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2022-05.csv,d91040ad8a1f4a61aa1918a54fba1202a01f91c53cdb85d201cefdc355b548a6,40101,40102
