id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_sha256,source_record_index,source_csv_line
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 01:00:00,103.37,69.86,37.0,188.0,124.0,96.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38832,38833
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 02:00:00,103.38,69.46,38.0,44.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38833,38834
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 03:00:00,103.39,69.24,39.0,44.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38834,38835
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 04:00:00,103.39,69.13,39.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38835,38836
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 05:00:00,103.38,69.08,38.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38836,38837
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 06:00:00,103.37,69.08,37.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38837,38838
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 07:00:00,103.37,69.07,37.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38838,38839
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 08:00:00,103.37,69.07,37.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38839,38840
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 09:00:00,103.36,69.07,36.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38840,38841
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 10:00:00,103.35,69.07,35.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38841,38842
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 11:00:00,103.35,69.07,35.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38842,38843
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 12:00:00,103.34,69.07,34.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38843,38844
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 13:00:00,103.33,69.07,33.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38844,38845
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 14:00:00,103.32,69.07,32.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38845,38846
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 15:00:00,103.32,69.07,32.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38846,38847
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2021-04-01 16:00:00,103.32,69.07,32.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/ons-reserva-2021-2022-20260922/raw/ons-2021-04.csv,2561160a5763a50dd48981de176cc0a89f61cc0f03e376a795605f74420577a2,38847,38848
