CodEstacao,timestamp_source_naive,timestamp_utc_assuming_minus03,timezone_status,datum_status,NivelFinal,level_m,CQ_NivelFinal,duplicate_conflict,source_file
86510000,2020-06-07T02:45:00,2020-06-07T05:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-06-01--2020-06-30.xml
86510000,2020-06-18T10:00:00,2020-06-18T13:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-06-01--2020-06-30.xml
86510000,2020-06-18T10:15:00,2020-06-18T13:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-06-01--2020-06-30.xml
86510000,2020-06-18T10:30:00,2020-06-18T13:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-06-01--2020-06-30.xml
86510000,2020-06-27T04:00:00,2020-06-27T07:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-06-01--2020-06-30.xml
86510000,2020-06-27T04:15:00,2020-06-27T07:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-06-01--2020-06-30.xml
86510000,2020-06-27T04:30:00,2020-06-27T07:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-06-01--2020-06-30.xml
86510000,2020-06-27T04:45:00,2020-06-27T07:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-06-01--2020-06-30.xml
86510000,2020-07-04T09:45:00,2020-07-04T12:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-04T22:00:00,2020-07-05T01:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-04T22:15:00,2020-07-05T01:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-04T22:30:00,2020-07-05T01:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-04T22:45:00,2020-07-05T01:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T04:15:00,2020-07-08T07:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T05:00:00,2020-07-08T08:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T04:30:00,2020-07-09T07:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T04:45:00,2020-07-09T07:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T05:30:00,2020-07-09T08:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-09T06:30:00,2020-07-09T09:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-19T20:00:00,2020-07-19T23:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-19T20:15:00,2020-07-19T23:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-20T09:30:00,2020-07-20T12:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-20T09:45:00,2020-07-20T12:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,,,,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
