CodEstacao,timestamp_source_naive,timestamp_utc_assuming_minus03,timezone_status,datum_status,NivelFinal,level_m,CQ_NivelFinal,duplicate_conflict,source_file
86510000,2020-07-08T15:30:00,2020-07-08T18:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2188.00,21.88,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T15:45:00,2020-07-08T18:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2180.00,21.8,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T16:00:00,2020-07-08T19:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2182.00,21.82,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T16:15:00,2020-07-08T19:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2185.00,21.85,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T16:30:00,2020-07-08T19:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2184.00,21.84,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T16:45:00,2020-07-08T19:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2188.00,21.88,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T17:00:00,2020-07-08T20:00:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2180.00,21.8,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T17:15:00,2020-07-08T20:15:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2170.00,21.7,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T17:30:00,2020-07-08T20:30:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2181.00,21.81,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
86510000,2020-07-08T17:45:00,2020-07-08T20:45:00+00:00,ASSUMED_UTC_MINUS03_NOT_VERIFIED,UNVERIFIED,2181.00,21.81,Dado suspeito,False,raw/ana-86510000-2020-07-01--2020-07-20.xml
