phase,horizon_h,subset,population,family,scheduled_rows,observed_targets,n,failures,hits,hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
validation,1,level_ge_7m,full_schedule,native_control,6551,28,28,0,28,1.0,1.0,0.06698666063501091,0.015273744863943792,0.2007889154842796,0.24399202585988178
validation,1,level_ge_7m,full_schedule,observed_only,6551,28,28,0,28,1.0,1.0,0.0666807029630848,0.020062143129802985,0.21438872115969643,0.25365721478517145
validation,2,level_ge_7m,full_schedule,native_control,6550,28,28,0,28,1.0,1.0,0.12240288156070624,0.026278219494529274,0.3679627683861562,0.37016967736383677
validation,2,level_ge_7m,full_schedule,observed_only,6550,28,28,0,28,1.0,1.0,0.11897886238198042,0.02382246183854456,0.3544459802504053,0.36191043129735867
validation,3,level_ge_7m,full_schedule,native_control,6549,28,28,0,26,0.9285714285714286,0.9285714285714286,0.1734154418580713,0.014856316343757106,0.6033490443035531,0.6382705101223252
validation,3,level_ge_7m,full_schedule,observed_only,6549,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16960676474370254,0.0480847892416398,0.5556545652840782,0.6140799441250824
validation,4,level_ge_7m,full_schedule,native_control,6548,28,28,0,26,0.9285714285714286,0.9285714285714286,0.18438993269042986,0.047852400868139765,0.5942175732943231,0.6155785945577197
validation,4,level_ge_7m,full_schedule,observed_only,6548,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16646123882897323,0.001845246880732779,0.532564298850716,0.560207741268413
validation,5,level_ge_7m,full_schedule,native_control,6547,28,28,0,25,0.8928571428571429,0.8928571428571429,0.20294487861821744,0.027669456764489286,0.5895638434576532,0.600808195785274
validation,5,level_ge_7m,full_schedule,observed_only,6547,28,28,0,25,0.8928571428571429,0.8928571428571429,0.2291228510791504,0.009423592718073819,0.7287224414582616,0.7553061347974745
validation,6,level_ge_7m,full_schedule,native_control,6546,28,28,0,24,0.8571428571428571,0.8571428571428571,0.25942692878071005,0.057479568882625225,0.9662620106866655,1.3088111913836835
validation,6,level_ge_7m,full_schedule,observed_only,6546,28,28,0,24,0.8571428571428571,0.8571428571428571,0.2587119452642057,-0.04575799295960744,0.894448299163738,1.0962896884715265
validation,7,level_ge_7m,full_schedule,native_control,6545,28,28,0,17,0.6071428571428571,0.6071428571428571,0.4222488851267305,0.3405724900696739,1.6575839169769178,2.5233079725154104
validation,7,level_ge_7m,full_schedule,observed_only,6545,28,28,0,18,0.6428571428571429,0.6428571428571429,0.4275016599210431,0.3297182360213466,1.6964790563889107,2.6556568259868305
