window,station,origin_assumed_brt,query_assumed_brt,source_assumed_brt,age_seconds,usable,value_m
2018-08-30,86472000,2018-08-31T00:00:00-03:00,2018-08-30T23:30:00-03:00,2018-08-30T23:30:00-03:00,0.0,True,4.28
2018-08-30,86472000,2018-08-31T01:00:00-03:00,2018-08-31T00:30:00-03:00,2018-08-31T00:30:00-03:00,0.0,True,4.27
2018-08-30,86472000,2018-08-31T02:00:00-03:00,2018-08-31T01:30:00-03:00,2018-08-31T01:30:00-03:00,0.0,True,4.24
2018-08-30,86472000,2018-08-31T03:00:00-03:00,2018-08-31T02:30:00-03:00,2018-08-31T02:30:00-03:00,0.0,True,3.86
2018-08-30,86472000,2018-08-31T04:00:00-03:00,2018-08-31T03:30:00-03:00,2018-08-31T03:30:00-03:00,0.0,True,3.5
2018-08-30,86472000,2018-08-31T05:00:00-03:00,2018-08-31T04:30:00-03:00,2018-08-31T04:30:00-03:00,0.0,True,3.36
2018-08-30,86472000,2018-08-31T06:00:00-03:00,2018-08-31T05:30:00-03:00,2018-08-31T05:30:00-03:00,0.0,True,3.35
2018-08-30,86472000,2018-08-31T07:00:00-03:00,2018-08-31T06:30:00-03:00,2018-08-31T06:30:00-03:00,0.0,True,3.35
2018-08-30,86472000,2018-08-31T08:00:00-03:00,2018-08-31T07:30:00-03:00,2018-08-31T07:30:00-03:00,0.0,True,3.35
2018-08-30,86472000,2018-08-31T09:00:00-03:00,2018-08-31T08:30:00-03:00,2018-08-31T08:30:00-03:00,0.0,True,3.34
2018-08-30,86472000,2018-08-31T10:00:00-03:00,2018-08-31T09:30:00-03:00,2018-08-31T09:30:00-03:00,0.0,True,3.33
2018-08-30,86472000,2018-08-31T11:00:00-03:00,2018-08-31T10:30:00-03:00,2018-08-31T10:30:00-03:00,0.0,True,3.46
2018-08-30,86472000,2018-08-31T12:00:00-03:00,2018-08-31T11:30:00-03:00,2018-08-31T11:30:00-03:00,0.0,True,3.61
2018-08-30,86472000,2018-08-31T13:00:00-03:00,2018-08-31T12:30:00-03:00,2018-08-31T12:30:00-03:00,0.0,True,3.66
2018-08-30,86472000,2018-08-31T14:00:00-03:00,2018-08-31T13:30:00-03:00,2018-08-31T13:30:00-03:00,0.0,True,3.67
2018-08-30,86472000,2018-08-31T15:00:00-03:00,2018-08-31T14:30:00-03:00,2018-08-31T14:30:00-03:00,0.0,True,3.71
2018-08-30,86472000,2018-08-31T16:00:00-03:00,2018-08-31T15:30:00-03:00,2018-08-31T15:30:00-03:00,0.0,True,3.96
2018-08-30,86472000,2018-08-31T17:00:00-03:00,2018-08-31T16:30:00-03:00,2018-08-31T16:30:00-03:00,0.0,True,4.09
2018-08-30,86472000,2018-08-31T18:00:00-03:00,2018-08-31T17:30:00-03:00,2018-08-31T17:30:00-03:00,0.0,True,4.13
2018-08-30,86472000,2018-08-31T19:00:00-03:00,2018-08-31T18:30:00-03:00,2018-08-31T18:30:00-03:00,0.0,True,4.16
2018-08-30,86472000,2018-08-31T20:00:00-03:00,2018-08-31T19:30:00-03:00,2018-08-31T19:30:00-03:00,0.0,True,4.17
2018-08-30,86472000,2018-08-31T21:00:00-03:00,2018-08-31T20:30:00-03:00,2018-08-31T20:30:00-03:00,0.0,True,4.18
2018-08-30,86472000,2018-08-31T22:00:00-03:00,2018-08-31T21:30:00-03:00,2018-08-31T21:30:00-03:00,0.0,True,4.2
2018-08-30,86472000,2018-08-31T23:00:00-03:00,2018-08-31T22:30:00-03:00,2018-08-31T22:30:00-03:00,0.0,True,4.25
2018-08-30,86472000,2018-09-01T00:00:00-03:00,2018-08-31T23:30:00-03:00,2018-08-31T23:30:00-03:00,0.0,True,4.32
2018-08-30,86472000,2018-09-01T01:00:00-03:00,2018-09-01T00:30:00-03:00,2018-09-01T00:30:00-03:00,0.0,True,4.38
2018-08-30,86472000,2018-09-01T02:00:00-03:00,2018-09-01T01:30:00-03:00,2018-09-01T01:30:00-03:00,0.0,True,4.43
2018-08-30,86472000,2018-09-01T03:00:00-03:00,2018-09-01T02:30:00-03:00,2018-09-01T02:30:00-03:00,0.0,True,4.48
2018-08-30,86472000,2018-09-01T04:00:00-03:00,2018-09-01T03:30:00-03:00,2018-09-01T03:30:00-03:00,0.0,True,4.5
2018-08-30,86472000,2018-09-01T05:00:00-03:00,2018-09-01T04:30:00-03:00,2018-09-01T04:30:00-03:00,0.0,True,4.51
2018-08-30,86472000,2018-09-01T06:00:00-03:00,2018-09-01T05:30:00-03:00,2018-09-01T05:30:00-03:00,0.0,True,4.5
2018-08-30,86472000,2018-09-01T07:00:00-03:00,2018-09-01T06:30:00-03:00,2018-09-01T06:30:00-03:00,0.0,True,4.49
2018-08-30,86472000,2018-09-01T08:00:00-03:00,2018-09-01T07:30:00-03:00,2018-09-01T07:30:00-03:00,0.0,True,4.49
2018-08-30,86472000,2018-09-01T09:00:00-03:00,2018-09-01T08:30:00-03:00,2018-09-01T08:30:00-03:00,0.0,True,4.48
2018-08-30,86472000,2018-09-01T10:00:00-03:00,2018-09-01T09:30:00-03:00,2018-09-01T09:30:00-03:00,0.0,True,4.49
2018-08-30,86472000,2018-09-01T11:00:00-03:00,2018-09-01T10:30:00-03:00,2018-09-01T10:30:00-03:00,0.0,True,4.54
2018-08-30,86472000,2018-09-01T12:00:00-03:00,2018-09-01T11:30:00-03:00,2018-09-01T11:30:00-03:00,0.0,True,4.58
2018-08-30,86472000,2018-09-01T13:00:00-03:00,2018-09-01T12:30:00-03:00,2018-09-01T12:30:00-03:00,0.0,True,4.61
2018-08-30,86472000,2018-09-01T14:00:00-03:00,2018-09-01T13:30:00-03:00,2018-09-01T13:30:00-03:00,0.0,True,4.63
2018-08-30,86472000,2018-09-01T15:00:00-03:00,2018-09-01T14:30:00-03:00,2018-09-01T14:30:00-03:00,0.0,True,4.64
2018-08-30,86472000,2018-09-01T16:00:00-03:00,2018-09-01T15:30:00-03:00,2018-09-01T15:30:00-03:00,0.0,True,4.65
2018-08-30,86472000,2018-09-01T17:00:00-03:00,2018-09-01T16:30:00-03:00,2018-09-01T16:30:00-03:00,0.0,True,4.65
2018-08-30,86472000,2018-09-01T18:00:00-03:00,2018-09-01T17:30:00-03:00,2018-09-01T17:30:00-03:00,0.0,True,4.67
2018-08-30,86472000,2018-09-01T19:00:00-03:00,2018-09-01T18:30:00-03:00,2018-09-01T18:30:00-03:00,0.0,True,4.71
2018-08-30,86472000,2018-09-01T20:00:00-03:00,2018-09-01T19:30:00-03:00,2018-09-01T19:30:00-03:00,0.0,True,4.75
2018-08-30,86472000,2018-09-01T21:00:00-03:00,2018-09-01T20:30:00-03:00,2018-09-01T20:30:00-03:00,0.0,True,4.78
2018-08-30,86472000,2018-09-01T22:00:00-03:00,2018-09-01T21:30:00-03:00,2018-09-01T21:30:00-03:00,0.0,True,4.87
2018-08-30,86472000,2018-09-01T23:00:00-03:00,2018-09-01T22:30:00-03:00,2018-09-01T22:30:00-03:00,0.0,True,5.09
2018-08-30,86472000,2018-09-02T00:00:00-03:00,2018-09-01T23:30:00-03:00,2018-09-01T23:30:00-03:00,0.0,True,5.62
2018-08-30,86472000,2018-09-02T01:00:00-03:00,2018-09-02T00:30:00-03:00,2018-09-02T00:30:00-03:00,0.0,True,6.22
2018-08-30,86472000,2018-09-02T02:00:00-03:00,2018-09-02T01:30:00-03:00,2018-09-02T01:30:00-03:00,0.0,True,6.72
2018-08-30,86472000,2018-09-02T03:00:00-03:00,2018-09-02T02:30:00-03:00,2018-09-02T02:30:00-03:00,0.0,True,7.15
2018-08-30,86472000,2018-09-02T04:00:00-03:00,2018-09-02T03:30:00-03:00,2018-09-02T03:30:00-03:00,0.0,True,7.53
2018-08-30,86472000,2018-09-02T05:00:00-03:00,2018-09-02T04:30:00-03:00,2018-09-02T04:30:00-03:00,0.0,True,7.79
2018-08-30,86472000,2018-09-02T06:00:00-03:00,2018-09-02T05:30:00-03:00,2018-09-02T05:30:00-03:00,0.0,True,8.09
2018-08-30,86472000,2018-09-02T07:00:00-03:00,2018-09-02T06:30:00-03:00,2018-09-02T06:30:00-03:00,0.0,True,8.4
2018-08-30,86472000,2018-09-02T08:00:00-03:00,2018-09-02T07:30:00-03:00,2018-09-02T07:30:00-03:00,0.0,True,8.63
2018-08-30,86472000,2018-09-02T09:00:00-03:00,2018-09-02T08:30:00-03:00,2018-09-02T08:30:00-03:00,0.0,True,8.78
2018-08-30,86472000,2018-09-02T10:00:00-03:00,2018-09-02T09:30:00-03:00,2018-09-02T09:30:00-03:00,0.0,True,8.83
2018-08-30,86472000,2018-09-02T11:00:00-03:00,2018-09-02T10:30:00-03:00,2018-09-02T10:30:00-03:00,0.0,True,8.87
2018-08-30,86472000,2018-09-02T12:00:00-03:00,2018-09-02T11:30:00-03:00,2018-09-02T11:30:00-03:00,0.0,True,8.83
2018-08-30,86472000,2018-09-02T13:00:00-03:00,2018-09-02T12:30:00-03:00,2018-09-02T12:30:00-03:00,0.0,True,8.76
2018-08-30,86472000,2018-09-02T14:00:00-03:00,2018-09-02T13:30:00-03:00,2018-09-02T13:30:00-03:00,0.0,True,8.68
2018-08-30,86472000,2018-09-02T15:00:00-03:00,2018-09-02T14:30:00-03:00,2018-09-02T14:30:00-03:00,0.0,True,8.85
2018-08-30,86472000,2018-09-02T16:00:00-03:00,2018-09-02T15:30:00-03:00,2018-09-02T15:30:00-03:00,0.0,True,9.13
2018-08-30,86472000,2018-09-02T17:00:00-03:00,2018-09-02T16:30:00-03:00,2018-09-02T16:30:00-03:00,0.0,True,9.26
2018-08-30,86472000,2018-09-02T18:00:00-03:00,2018-09-02T17:30:00-03:00,2018-09-02T17:30:00-03:00,0.0,True,9.3
2018-08-30,86472000,2018-09-02T19:00:00-03:00,2018-09-02T18:30:00-03:00,2018-09-02T18:30:00-03:00,0.0,True,9.33
2018-08-30,86472000,2018-09-02T20:00:00-03:00,2018-09-02T19:30:00-03:00,2018-09-02T19:30:00-03:00,0.0,True,9.33
2018-08-30,86472000,2018-09-02T21:00:00-03:00,2018-09-02T20:30:00-03:00,2018-09-02T20:30:00-03:00,0.0,True,9.32
2018-08-30,86472000,2018-09-02T22:00:00-03:00,2018-09-02T21:30:00-03:00,2018-09-02T21:30:00-03:00,0.0,True,9.32
2018-08-30,86472000,2018-09-02T23:00:00-03:00,2018-09-02T22:30:00-03:00,2018-09-02T22:30:00-03:00,0.0,True,9.31
2018-08-30,86472000,2018-09-03T00:00:00-03:00,2018-09-02T23:30:00-03:00,2018-09-02T23:30:00-03:00,0.0,True,9.38
2018-08-30,86472000,2018-09-03T01:00:00-03:00,2018-09-03T00:30:00-03:00,2018-09-03T00:30:00-03:00,0.0,True,9.63
2018-08-30,86472000,2018-09-03T02:00:00-03:00,2018-09-03T01:30:00-03:00,2018-09-03T01:30:00-03:00,0.0,True,9.69
2018-08-30,86472000,2018-09-03T03:00:00-03:00,2018-09-03T02:30:00-03:00,2018-09-03T02:30:00-03:00,0.0,True,9.52
2018-08-30,86472000,2018-09-03T04:00:00-03:00,2018-09-03T03:30:00-03:00,2018-09-03T03:30:00-03:00,0.0,True,9.67
2018-08-30,86472000,2018-09-03T05:00:00-03:00,2018-09-03T04:30:00-03:00,2018-09-03T04:30:00-03:00,0.0,True,9.95
2018-08-30,86472000,2018-09-03T06:00:00-03:00,2018-09-03T05:30:00-03:00,2018-09-03T05:30:00-03:00,0.0,True,9.88
2018-08-30,86472000,2018-09-03T07:00:00-03:00,2018-09-03T06:30:00-03:00,2018-09-03T06:30:00-03:00,0.0,True,9.69
2018-08-30,86472000,2018-09-03T08:00:00-03:00,2018-09-03T07:30:00-03:00,2018-09-03T07:30:00-03:00,0.0,True,9.55
2018-08-30,86472000,2018-09-03T09:00:00-03:00,2018-09-03T08:30:00-03:00,2018-09-03T08:30:00-03:00,0.0,True,9.32
2018-08-30,86472000,2018-09-03T10:00:00-03:00,2018-09-03T09:30:00-03:00,2018-09-03T09:30:00-03:00,0.0,True,9.2
2018-08-30,86472000,2018-09-03T11:00:00-03:00,2018-09-03T10:30:00-03:00,2018-09-03T10:30:00-03:00,0.0,True,9.18
2018-08-30,86472000,2018-09-03T12:00:00-03:00,2018-09-03T11:30:00-03:00,2018-09-03T11:30:00-03:00,0.0,True,9.12
2018-08-30,86472000,2018-09-03T13:00:00-03:00,2018-09-03T12:30:00-03:00,2018-09-03T12:30:00-03:00,0.0,True,9.07
2018-08-30,86472000,2018-09-03T14:00:00-03:00,2018-09-03T13:30:00-03:00,2018-09-03T13:30:00-03:00,0.0,True,8.97
2018-08-30,86472000,2018-09-03T15:00:00-03:00,2018-09-03T14:30:00-03:00,2018-09-03T14:30:00-03:00,0.0,True,8.95
2018-08-30,86472000,2018-09-03T16:00:00-03:00,2018-09-03T15:30:00-03:00,2018-09-03T15:30:00-03:00,0.0,True,8.89
2018-08-30,86472000,2018-09-03T17:00:00-03:00,2018-09-03T16:30:00-03:00,2018-09-03T16:30:00-03:00,0.0,True,8.68
2018-08-30,86472000,2018-09-03T18:00:00-03:00,2018-09-03T17:30:00-03:00,2018-09-03T17:30:00-03:00,0.0,True,8.51
2018-08-30,86472000,2018-09-03T19:00:00-03:00,2018-09-03T18:30:00-03:00,2018-09-03T18:30:00-03:00,0.0,True,8.6
2018-08-30,86472000,2018-09-03T20:00:00-03:00,2018-09-03T19:30:00-03:00,2018-09-03T19:30:00-03:00,0.0,True,8.69
2018-08-30,86472000,2018-09-03T21:00:00-03:00,2018-09-03T20:30:00-03:00,2018-09-03T20:30:00-03:00,0.0,True,8.71
2018-08-30,86472000,2018-09-03T22:00:00-03:00,2018-09-03T21:30:00-03:00,2018-09-03T21:30:00-03:00,0.0,True,8.62
2018-08-30,86472000,2018-09-03T23:00:00-03:00,2018-09-03T22:30:00-03:00,2018-09-03T22:30:00-03:00,0.0,True,8.56
2018-08-30,86472000,2018-09-04T00:00:00-03:00,2018-09-03T23:30:00-03:00,2018-09-03T23:30:00-03:00,0.0,True,8.31
2018-08-30,86472000,2018-09-04T01:00:00-03:00,2018-09-04T00:30:00-03:00,2018-09-04T00:30:00-03:00,0.0,True,8.0
2018-08-30,86472000,2018-09-04T02:00:00-03:00,2018-09-04T01:30:00-03:00,2018-09-04T01:30:00-03:00,0.0,True,8.05
2018-08-30,86472000,2018-09-04T03:00:00-03:00,2018-09-04T02:30:00-03:00,2018-09-04T02:30:00-03:00,0.0,True,8.14
2018-08-30,86472000,2018-09-04T04:00:00-03:00,2018-09-04T03:30:00-03:00,2018-09-04T03:30:00-03:00,0.0,True,8.16
2018-08-30,86472000,2018-09-04T05:00:00-03:00,2018-09-04T04:30:00-03:00,2018-09-04T04:30:00-03:00,0.0,True,8.19
2018-08-30,86472000,2018-09-04T06:00:00-03:00,2018-09-04T05:30:00-03:00,2018-09-04T05:30:00-03:00,0.0,True,8.18
2018-08-30,86472000,2018-09-04T07:00:00-03:00,2018-09-04T06:30:00-03:00,2018-09-04T06:30:00-03:00,0.0,True,8.11
2018-08-30,86472000,2018-09-04T08:00:00-03:00,2018-09-04T07:30:00-03:00,2018-09-04T07:30:00-03:00,0.0,True,8.04
2018-08-30,86472000,2018-09-04T09:00:00-03:00,2018-09-04T08:30:00-03:00,2018-09-04T08:30:00-03:00,0.0,True,8.02
2018-08-30,86472000,2018-09-04T10:00:00-03:00,2018-09-04T09:30:00-03:00,2018-09-04T09:30:00-03:00,0.0,True,8.0
2018-08-30,86472000,2018-09-04T11:00:00-03:00,2018-09-04T10:30:00-03:00,2018-09-04T10:30:00-03:00,0.0,True,8.0
2018-08-30,86472000,2018-09-04T12:00:00-03:00,2018-09-04T11:30:00-03:00,2018-09-04T11:30:00-03:00,0.0,True,7.97
2018-08-30,86472000,2018-09-04T13:00:00-03:00,2018-09-04T12:30:00-03:00,2018-09-04T12:30:00-03:00,0.0,True,7.92
2018-08-30,86472000,2018-09-04T14:00:00-03:00,2018-09-04T13:30:00-03:00,2018-09-04T13:30:00-03:00,0.0,True,7.9
2018-08-30,86472000,2018-09-04T15:00:00-03:00,2018-09-04T14:30:00-03:00,2018-09-04T14:30:00-03:00,0.0,True,7.85
2018-08-30,86472000,2018-09-04T16:00:00-03:00,2018-09-04T15:30:00-03:00,2018-09-04T15:30:00-03:00,0.0,True,7.78
2018-08-30,86472000,2018-09-04T17:00:00-03:00,2018-09-04T16:30:00-03:00,2018-09-04T16:30:00-03:00,0.0,True,7.74
2018-08-30,86472000,2018-09-04T18:00:00-03:00,2018-09-04T17:30:00-03:00,2018-09-04T17:30:00-03:00,0.0,True,7.71
2018-08-30,86472000,2018-09-04T19:00:00-03:00,2018-09-04T18:30:00-03:00,2018-09-04T18:30:00-03:00,0.0,True,7.64
2018-08-30,86472000,2018-09-04T20:00:00-03:00,2018-09-04T19:30:00-03:00,2018-09-04T19:30:00-03:00,0.0,True,7.62
2018-08-30,86472000,2018-09-04T21:00:00-03:00,2018-09-04T20:30:00-03:00,2018-09-04T20:30:00-03:00,0.0,True,7.58
2018-08-30,86472000,2018-09-04T22:00:00-03:00,2018-09-04T21:30:00-03:00,2018-09-04T21:30:00-03:00,0.0,True,7.52
2018-08-30,86472000,2018-09-04T23:00:00-03:00,2018-09-04T22:30:00-03:00,2018-09-04T22:30:00-03:00,0.0,True,7.48
2018-08-30,86472000,2018-09-05T00:00:00-03:00,2018-09-04T23:30:00-03:00,2018-09-04T23:30:00-03:00,0.0,True,7.43
2018-08-30,86472000,2018-09-05T01:00:00-03:00,2018-09-05T00:30:00-03:00,2018-09-05T00:30:00-03:00,0.0,True,7.4
2018-08-30,86472000,2018-09-05T02:00:00-03:00,2018-09-05T01:30:00-03:00,2018-09-05T01:30:00-03:00,0.0,True,7.36
2018-08-30,86472000,2018-09-05T03:00:00-03:00,2018-09-05T02:30:00-03:00,2018-09-05T02:30:00-03:00,0.0,True,7.33
2018-08-30,86472000,2018-09-05T04:00:00-03:00,2018-09-05T03:30:00-03:00,2018-09-05T03:30:00-03:00,0.0,True,7.3
2018-08-30,86472000,2018-09-05T05:00:00-03:00,2018-09-05T04:30:00-03:00,2018-09-05T04:30:00-03:00,0.0,True,7.27
2018-08-30,86472000,2018-09-05T06:00:00-03:00,2018-09-05T05:30:00-03:00,2018-09-05T05:30:00-03:00,0.0,True,7.25
2018-08-30,86472000,2018-09-05T07:00:00-03:00,2018-09-05T06:30:00-03:00,2018-09-05T06:30:00-03:00,0.0,True,7.19
2018-08-30,86472000,2018-09-05T08:00:00-03:00,2018-09-05T07:30:00-03:00,2018-09-05T07:30:00-03:00,0.0,True,7.15
2018-08-30,86472000,2018-09-05T09:00:00-03:00,2018-09-05T08:30:00-03:00,2018-09-05T08:30:00-03:00,0.0,True,7.13
2018-08-30,86472000,2018-09-05T10:00:00-03:00,2018-09-05T09:30:00-03:00,2018-09-05T09:30:00-03:00,0.0,True,7.09
2018-08-30,86472000,2018-09-05T11:00:00-03:00,2018-09-05T10:30:00-03:00,2018-09-05T10:30:00-03:00,0.0,True,7.05
2018-08-30,86472000,2018-09-05T12:00:00-03:00,2018-09-05T11:30:00-03:00,2018-09-05T11:30:00-03:00,0.0,True,7.02
2018-08-30,86472000,2018-09-05T13:00:00-03:00,2018-09-05T12:30:00-03:00,2018-09-05T12:30:00-03:00,0.0,True,6.94
2018-08-30,86472000,2018-09-05T14:00:00-03:00,2018-09-05T13:30:00-03:00,2018-09-05T13:30:00-03:00,0.0,True,6.86
2018-08-30,86472000,2018-09-05T15:00:00-03:00,2018-09-05T14:30:00-03:00,2018-09-05T14:30:00-03:00,0.0,True,6.8
2018-08-30,86472000,2018-09-05T16:00:00-03:00,2018-09-05T15:30:00-03:00,2018-09-05T15:30:00-03:00,0.0,True,6.75
2018-08-30,86472000,2018-09-05T17:00:00-03:00,2018-09-05T16:30:00-03:00,2018-09-05T15:30:00-03:00,3600.0,False,
2018-08-30,86472000,2018-09-05T18:00:00-03:00,2018-09-05T17:30:00-03:00,2018-09-05T17:30:00-03:00,0.0,True,6.68
2018-08-30,86472000,2018-09-05T19:00:00-03:00,2018-09-05T18:30:00-03:00,2018-09-05T18:30:00-03:00,0.0,True,6.62
2018-08-30,86472000,2018-09-05T20:00:00-03:00,2018-09-05T19:30:00-03:00,2018-09-05T19:30:00-03:00,0.0,True,6.58
2018-08-30,86472000,2018-09-05T21:00:00-03:00,2018-09-05T20:30:00-03:00,2018-09-05T20:30:00-03:00,0.0,True,6.53
2018-08-30,86472000,2018-09-05T22:00:00-03:00,2018-09-05T21:30:00-03:00,2018-09-05T21:30:00-03:00,0.0,True,6.48
2018-08-30,86472000,2018-09-05T23:00:00-03:00,2018-09-05T22:30:00-03:00,2018-09-05T22:30:00-03:00,0.0,True,6.44
2018-08-30,86472600,2018-08-30T00:00:00-03:00,2018-08-29T23:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T01:00:00-03:00,2018-08-30T00:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T02:00:00-03:00,2018-08-30T01:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T03:00:00-03:00,2018-08-30T02:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T04:00:00-03:00,2018-08-30T03:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T05:00:00-03:00,2018-08-30T04:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T06:00:00-03:00,2018-08-30T05:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T07:00:00-03:00,2018-08-30T06:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T08:00:00-03:00,2018-08-30T07:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T09:00:00-03:00,2018-08-30T08:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T10:00:00-03:00,2018-08-30T09:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T11:00:00-03:00,2018-08-30T10:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T12:00:00-03:00,2018-08-30T11:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T13:00:00-03:00,2018-08-30T12:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T14:00:00-03:00,2018-08-30T13:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T15:00:00-03:00,2018-08-30T14:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T16:00:00-03:00,2018-08-30T15:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T17:00:00-03:00,2018-08-30T16:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T18:00:00-03:00,2018-08-30T17:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T19:00:00-03:00,2018-08-30T18:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T20:00:00-03:00,2018-08-30T19:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T21:00:00-03:00,2018-08-30T20:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T22:00:00-03:00,2018-08-30T21:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-30T23:00:00-03:00,2018-08-30T22:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T00:00:00-03:00,2018-08-30T23:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T01:00:00-03:00,2018-08-31T00:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T02:00:00-03:00,2018-08-31T01:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T03:00:00-03:00,2018-08-31T02:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T04:00:00-03:00,2018-08-31T03:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T05:00:00-03:00,2018-08-31T04:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T06:00:00-03:00,2018-08-31T05:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T07:00:00-03:00,2018-08-31T06:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T08:00:00-03:00,2018-08-31T07:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T09:00:00-03:00,2018-08-31T08:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T10:00:00-03:00,2018-08-31T09:45:00-03:00,,,False,
2018-08-30,86472600,2018-08-31T11:00:00-03:00,2018-08-31T10:45:00-03:00,,,False,
