plant,timestamp_original,variable,ceran_m,ons_m,difference_m,ons_file,ons_line,ceran_file
JIUHMC,20/09/2026 23:00:00,val_niveljusante,106.57,106.57,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1462,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 22:00:00,val_nivelmontante,148.71,148.71,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1461,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 22:00:00,val_niveljusante,106.63,106.63,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1461,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 21:00:00,val_nivelmontante,148.69,148.69,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1460,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 21:00:00,val_niveljusante,106.63,106.63,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1460,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 20:00:00,val_nivelmontante,148.68,148.68,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1459,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 20:00:00,val_niveljusante,106.72,106.72,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1459,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 19:00:00,val_nivelmontante,148.68,148.68,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1458,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 19:00:00,val_niveljusante,106.97,106.97,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1458,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 18:00:00,val_nivelmontante,148.75,148.75,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1457,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 18:00:00,val_niveljusante,106.98,106.98,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1457,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 17:00:00,val_nivelmontante,148.96,148.96,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1456,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 17:00:00,val_niveljusante,106.59,106.59,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1456,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 16:00:00,val_nivelmontante,148.98,148.98,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1455,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 16:00:00,val_niveljusante,106.6,106.6,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1455,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 15:00:00,val_nivelmontante,149.0,149.0,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1454,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 15:00:00,val_niveljusante,106.62,106.62,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1454,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 14:00:00,val_nivelmontante,149.04,149.04,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1453,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 14:00:00,val_niveljusante,106.56,106.56,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1453,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 13:00:00,val_nivelmontante,149.06,149.06,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1452,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 13:00:00,val_niveljusante,106.44,106.44,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1452,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 12:00:00,val_nivelmontante,149.03,149.03,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1451,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 12:00:00,val_niveljusante,106.3,106.3,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1451,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 11:00:00,val_nivelmontante,148.96,148.96,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1450,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 11:00:00,val_niveljusante,105.07,105.07,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1450,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 10:00:00,val_nivelmontante,148.92,148.92,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1449,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 10:00:00,val_niveljusante,105.93,105.93,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1449,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 09:00:00,val_nivelmontante,148.78,148.78,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1448,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 09:00:00,val_niveljusante,106.09,106.09,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1448,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 08:00:00,val_nivelmontante,148.65,148.65,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1447,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 08:00:00,val_niveljusante,106.52,106.52,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1447,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 07:00:00,val_nivelmontante,148.66,148.66,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1446,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 07:00:00,val_niveljusante,106.41,106.41,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1446,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 06:00:00,val_nivelmontante,148.54,148.54,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1445,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 06:00:00,val_niveljusante,106.36,106.36,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1445,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 05:00:00,val_nivelmontante,148.56,148.56,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1444,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 05:00:00,val_niveljusante,106.33,106.33,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1444,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 04:00:00,val_nivelmontante,148.48,148.48,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1443,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 04:00:00,val_niveljusante,106.32,106.32,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1443,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 03:00:00,val_nivelmontante,148.46,148.46,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1442,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 03:00:00,val_niveljusante,106.32,106.32,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1442,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 02:00:00,val_nivelmontante,148.43,148.43,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1441,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 02:00:00,val_niveljusante,106.32,106.32,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1441,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 01:00:00,val_nivelmontante,148.41,148.41,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1440,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,20/09/2026 01:00:00,val_niveljusante,106.33,106.33,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1440,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 23:00:00,val_nivelmontante,148.44,148.44,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1438,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 23:00:00,val_niveljusante,106.38,106.38,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1438,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 22:00:00,val_nivelmontante,148.49,148.49,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1437,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 22:00:00,val_niveljusante,106.48,106.48,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1437,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 21:00:00,val_nivelmontante,148.52,148.52,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1436,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 21:00:00,val_niveljusante,106.57,106.57,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1436,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 20:00:00,val_nivelmontante,148.57,148.57,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1435,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 20:00:00,val_niveljusante,106.71,106.71,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1435,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 19:00:00,val_nivelmontante,148.65,148.65,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1434,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 19:00:00,val_niveljusante,106.86,106.86,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1434,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 18:00:00,val_nivelmontante,148.74,148.74,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1433,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHMC,19/09/2026 18:00:00,val_niveljusante,106.77,106.77,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,1433,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-monte-fresh.html
JIUHQJ,21/09/2026 11:00:00,val_nivelmontante,105.39,105.39,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,492,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 11:00:00,val_niveljusante,72.75,72.75,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,492,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 10:00:00,val_nivelmontante,104.87,104.87,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,491,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 10:00:00,val_niveljusante,71.74,71.74,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,491,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 09:00:00,val_nivelmontante,104.41,104.41,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,490,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 09:00:00,val_niveljusante,72.08,72.08,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,490,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 08:00:00,val_nivelmontante,104.25,104.25,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,489,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 08:00:00,val_niveljusante,71.1,71.1,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,489,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 07:00:00,val_nivelmontante,104.22,104.22,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,488,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 07:00:00,val_niveljusante,71.05,71.05,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,488,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 06:00:00,val_nivelmontante,104.22,104.22,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,487,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 06:00:00,val_niveljusante,71.08,71.08,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,487,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 05:00:00,val_nivelmontante,104.22,104.22,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,486,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 05:00:00,val_niveljusante,71.08,71.08,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,486,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 04:00:00,val_nivelmontante,104.25,104.25,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,485,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 04:00:00,val_niveljusante,71.1,71.1,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,485,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 03:00:00,val_nivelmontante,104.27,104.27,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,484,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 03:00:00,val_niveljusante,71.1,71.1,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,484,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 02:00:00,val_nivelmontante,104.28,104.28,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,483,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 02:00:00,val_niveljusante,71.15,71.15,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,483,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 01:00:00,val_nivelmontante,104.3,104.3,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,482,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,21/09/2026 01:00:00,val_niveljusante,71.16,71.16,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,482,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 23:00:00,val_nivelmontante,104.38,104.38,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,480,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 23:00:00,val_niveljusante,71.3,71.3,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,480,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 22:00:00,val_nivelmontante,104.42,104.42,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,479,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 22:00:00,val_niveljusante,71.34,71.34,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,479,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 21:00:00,val_nivelmontante,104.51,104.51,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,478,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 21:00:00,val_niveljusante,71.39,71.39,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,478,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 20:00:00,val_nivelmontante,104.55,104.55,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,477,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 20:00:00,val_niveljusante,71.45,71.45,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,477,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 19:00:00,val_nivelmontante,104.6,104.6,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,476,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 19:00:00,val_niveljusante,71.52,71.52,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,476,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 18:00:00,val_nivelmontante,104.66,104.66,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,475,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 18:00:00,val_niveljusante,71.53,71.53,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,475,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 17:00:00,val_nivelmontante,104.77,104.77,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,474,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 17:00:00,val_niveljusante,70.5,70.5,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,474,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 16:00:00,val_nivelmontante,104.76,104.76,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,473,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 16:00:00,val_niveljusante,70.12,70.12,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,473,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 15:00:00,val_nivelmontante,104.69,104.69,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,472,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 15:00:00,val_niveljusante,69.86,69.86,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,472,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 14:00:00,val_nivelmontante,104.61,104.61,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,471,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 14:00:00,val_niveljusante,69.63,69.63,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,471,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 13:00:00,val_nivelmontante,104.53,104.53,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,470,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 13:00:00,val_niveljusante,69.36,69.36,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,470,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
JIUHQJ,20/09/2026 12:00:00,val_nivelmontante,104.35,104.35,0.0,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2026_09-ceran.csv,469,outputs/mucum-hourly-20260921T180020-0300/raw/ceran-julho-fresh.html
