plant,din_instante,source_file,source_line,variable,raw_value,finite,zero,negative,other_level_raw,I_raw,Q_raw
JIUHQJ,2025-05-30 01:00:00,outputs/mucum-propagacao-2026-09-21/raw/DADOS_HIDROLOGICOS_HO_2025_05-ceran.csv,698,val_nivelmontante,,False,False,False,71.68,438.0,470.0
