observed_cluster_id,independence_certified,nominal_lead_h,subset,family,observed_targets,forecast_failures_with_truth,coverage,n,hits,accuracy_percent,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m,unique_target_times,observed_flood_clusters,confidence_interval,uncertainty_status
594b4ac32b57fab12c848086,False,1,level_ge_7m,julho_levels,35,0,1.0,35,35,100.0,0.08231966045375351,0.00412515934859662,0.1661119410623595,0.20236416866662635,0.21741130743566117,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,7,level_ge_7m,past_error_median,35,0,1.0,35,24,68.57142857142857,0.3880722788481159,0.10537541086764417,0.5657748304512726,0.6903122881022588,0.7361478603817986,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,8,level_ge_7m,julho_levels,35,0,1.0,35,28,80.0,0.2703020917931666,-0.052210817044937914,0.5373241864945371,0.5813757921638173,0.5874964667146774,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,8,level_ge_7m,past_error_median,35,0,1.0,35,20,57.142857142857146,0.4320595490563184,0.04287522710543813,0.6687386977949271,0.7266858943496022,0.7288026483600039,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,9,level_ge_7m,julho_levels,35,0,1.0,35,28,80.0,0.2995405523482409,-0.07900915432048168,0.5875388640276192,0.7305156188739994,0.9638171092146628,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,9,level_ge_7m,past_error_median,35,0,1.0,35,18,51.42857142857143,0.49746226607437916,0.0006797921926732643,0.7661341964099505,0.9558913052565154,1.180436545746704,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,10,level_ge_7m,julho_levels,35,0,1.0,35,28,80.0,0.3210172979095919,-0.11701890941132242,0.6147216516658629,1.0221449335655555,1.1084769121311764,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,10,level_ge_7m,past_error_median,35,0,1.0,35,17,48.57142857142857,0.5490717578463897,-0.029658517741642194,0.8657097554716943,1.2861821079510116,1.30771317801414,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,11,level_ge_7m,julho_levels,35,0,1.0,35,28,80.0,0.3380301573431745,-0.15670239767686622,0.5993193089720356,1.027395576171132,1.1423160980789797,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,11,level_ge_7m,past_error_median,35,0,1.0,35,16,45.714285714285715,0.5757250395116925,-0.06195629151875863,0.8508360600767797,1.2757900519003076,1.3829812916488047,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,12,level_ge_7m,julho_levels,35,0,1.0,35,26,74.28571428571429,0.3508081641839518,-0.200981446821867,0.8144738127473008,1.0452234089143335,1.1401360555014595,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
594b4ac32b57fab12c848086,False,12,level_ge_7m,past_error_median,35,0,1.0,35,15,42.857142857142854,0.5991865705917376,-0.08578924205366946,1.0633932250300777,1.3420695331875108,1.4365611559275155,35,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,1,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,114,85.71428571428571,0.27640751222065574,0.13269424083701958,0.5340892061489956,0.983545251402182,1.3363363795546643,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,1,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,122,91.72932330827068,0.23742181701480433,-0.054469462701975425,0.440334013246099,1.0939039511340136,1.4961098906529378,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,2,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,78,58.64661654135338,0.4499521043736282,0.21735259519330793,0.877966716246674,1.3913547055200923,2.1256756873033744,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,2,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,89,66.9172932330827,0.4144632231745285,-0.08087393927765227,0.847963622043112,1.5218826221034414,2.440442858057425,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,3,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,65,48.87218045112782,0.6110070502687599,0.28288053357347454,1.1656065169806908,1.9282595527184252,2.769956886268055,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,3,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,68,51.12781954887218,0.5759417147463358,-0.09855109478781415,1.1361841904130703,2.185317544839287,3.028223731356407,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,4,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,60,45.11278195488722,0.7599454684402441,0.3276684795356005,1.4755775001406735,2.3033474753920298,3.146640556692857,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,4,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,57,42.857142857142854,0.7294669645142062,-0.10833038208152336,1.4923627298027984,2.586107485281227,3.487260516190142,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,5,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,54,40.6015037593985,0.9076834128487955,0.3483306426290324,1.7282429935075194,2.839838902201719,3.210054029360098,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,5,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,51,38.34586466165413,0.917407830169805,-0.10484652310758279,1.9552249501019878,2.9080865744410116,3.5964367306857046,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,6,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,42,31.57894736842105,1.052569386021842,0.40617654297273,1.944201542289564,3.305735699655333,4.190778631942209,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,6,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,42,31.57894736842105,1.1207877101857897,-0.07866105743509459,2.392264656802681,3.64231798324099,4.244779299639831,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,7,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,34,25.56390977443609,1.1794072730123557,0.4235494987678946,2.39465130331973,3.480019267121343,4.913469515100857,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,7,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,38,28.571428571428573,1.3150707355760605,-0.03040737009364794,2.7758273695468376,3.8630167700084974,5.018049097582992,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,8,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,30,22.55639097744361,1.3087753484034879,0.42025276354977525,2.55067512299946,4.196621987193001,5.290344913970436,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,8,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,27,20.30075187969925,1.5350489582314615,-0.004600374253504141,3.230372612632452,4.712174883470801,6.083204437701696,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,9,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,27,20.30075187969925,1.486942525468573,0.3452851243379892,2.9288425706357946,5.306803991178308,6.286673602768847,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,9,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,22,16.541353383458645,1.8552695671257902,0.03779240461556656,3.921983875086172,5.999895300069502,7.183482263186175,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,10,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,23,17.293233082706767,1.6375025381959551,0.2989748634093246,3.02064977353354,6.153828647062534,7.189303791286582,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,10,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,17,12.781954887218046,2.1206012698310457,0.07259257218626947,4.305537849723864,6.910514641561388,8.144449611648685,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,11,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,23,17.293233082706767,1.8073078813268966,0.23859155659585837,3.6283388630157405,6.723852673585958,8.086268435347241,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,11,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,10,7.518796992481203,2.4273502055788763,0.0915127179686243,4.720815901943958,7.999953298422063,9.163558482163545,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,12,level_ge_7m,julho_levels,135,2,0.9851851851851852,133,18,13.533834586466165,2.005603881190738,0.1610418631696973,3.9518961161946304,7.398892983368636,9.038315647130192,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
a801ac814e2dfee4fc14bea5,False,12,level_ge_7m,past_error_median,135,2,0.9851851851851852,133,8,6.015037593984962,2.751972668399116,0.09993465230757755,5.197454082203985,9.062135517921602,10.10005046909945,133,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,1,level_ge_7m,julho_levels,18,0,1.0,18,18,100.0,0.11421083431874246,-0.06902986767242231,0.23985084361025005,0.33183191857792815,0.37056986709367745,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,1,level_ge_7m,past_error_median,18,0,1.0,18,18,100.0,0.0993167468168133,-0.008246826181947399,0.17906187812474006,0.25876847312652845,0.2828057022315642,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,2,level_ge_7m,julho_levels,18,0,1.0,18,16,88.88888888888889,0.1792915710293156,-0.11759689768263984,0.41061802161906646,0.5066623127302133,0.5069708505103057,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,2,level_ge_7m,past_error_median,18,0,1.0,18,18,100.0,0.18235139780505227,-0.0015556295807110192,0.3124033890467444,0.3707188581202431,0.37547291778390424,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,3,level_ge_7m,julho_levels,18,0,1.0,18,17,94.44444444444444,0.2414350569342577,-0.13856196400885587,0.4537775772502658,0.5603642749656468,0.5943698399470323,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,3,level_ge_7m,past_error_median,18,0,1.0,18,18,100.0,0.23092134148974738,0.015374414077564284,0.35570275198152995,0.4113751916844502,0.4135123433301109,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,4,level_ge_7m,julho_levels,18,0,1.0,18,16,88.88888888888889,0.27684600592007025,-0.15327844342057434,0.5004487083161532,0.5413229388464115,0.5460260571935551,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,4,level_ge_7m,past_error_median,18,0,1.0,18,18,100.0,0.22979790411129486,0.05593787469476198,0.456759065724202,0.47982780796007507,0.48990794661589376,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,5,level_ge_7m,julho_levels,18,0,1.0,18,17,94.44444444444444,0.28573241122133375,-0.146051435377561,0.46292667581460684,0.5527999864848061,0.5877977702668735,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,5,level_ge_7m,past_error_median,18,0,1.0,18,15,83.33333333333333,0.267577788498263,0.15298420344929772,0.5807352562112247,0.6654198832017807,0.6969862053961737,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,6,level_ge_7m,julho_levels,18,0,1.0,18,15,83.33333333333333,0.29456301827653103,-0.13338409738742207,0.528237026717914,0.6265853775071659,0.6692817774562148,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,6,level_ge_7m,past_error_median,18,0,1.0,18,14,77.77777777777777,0.3196756533558119,0.1487551551428048,0.593100577284017,0.7174508932407477,0.7599707392351682,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,7,level_ge_7m,julho_levels,18,0,1.0,18,16,88.88888888888889,0.28236881472079106,-0.10656852192811522,0.5148939918425512,0.7245842144571432,0.7663716466815753,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,7,level_ge_7m,past_error_median,18,0,1.0,18,14,77.77777777777777,0.3738341477547243,0.08553507356100172,0.7182074168624355,0.796202934315823,0.8002356442051175,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,8,level_ge_7m,julho_levels,18,0,1.0,18,15,83.33333333333333,0.29249487019600806,-0.08174358783478278,0.7031000270960859,0.7854151744342293,0.8188976901754446,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,8,level_ge_7m,past_error_median,18,0,1.0,18,15,83.33333333333333,0.3707517887330235,-0.050045030657335086,0.7920287795779174,0.8773228275985687,0.910805343339784,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,9,level_ge_7m,julho_levels,18,0,1.0,18,14,77.77777777777777,0.33789070857304543,-0.0529511989537438,0.7213584394953573,0.907954561543123,0.913769535525228,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,9,level_ge_7m,past_error_median,18,0,1.0,18,14,77.77777777777777,0.42106107047217306,-0.03602256210427132,0.881793073398541,1.068389195446306,1.0742041694284108,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,10,level_ge_7m,julho_levels,18,0,1.0,18,14,77.77777777777777,0.3968894855324162,-0.05111150506796536,0.9053805418743971,1.09260138831839,1.1361928278073368,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,10,level_ge_7m,past_error_median,18,0,1.0,18,11,61.111111111111114,0.5079879555235274,0.023951455483080322,0.9278712821598395,1.3600990411075107,1.4644667259247006,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,11,level_ge_7m,julho_levels,18,0,1.0,18,13,72.22222222222223,0.4807098280623625,-0.07240885156132043,1.0678539513030936,1.346343943696474,1.3749060223549057,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,11,level_ge_7m,past_error_median,18,0,1.0,18,9,50.0,0.6441679533234302,-0.03191935211921907,1.305559708645306,1.6537040909777039,1.6998051267160639,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,12,level_ge_7m,julho_levels,18,0,1.0,18,10,55.55555555555556,0.5620423033631003,-0.10083192870689055,1.319767663618488,1.495724505287371,1.5652579314131003,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
dcbe85f6ad3172a997c77a58,False,12,level_ge_7m,past_error_median,18,0,1.0,18,10,55.55555555555556,0.6719339959164201,-0.12414680986833544,1.5554451693351106,1.7544688920604425,1.7994136467129351,18,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,1,level_ge_7m,julho_levels,49,0,1.0,49,49,100.0,0.1532500240540722,0.09956574353843106,0.28971603210358066,0.3456941836783126,0.3996595539689354,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,1,level_ge_7m,past_error_median,49,0,1.0,49,49,100.0,0.1301739709561535,-0.054460765109659276,0.22706508163534986,0.4260359276939504,0.4801809149584013,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,2,level_ge_7m,julho_levels,49,0,1.0,49,45,91.83673469387755,0.2534019862317924,0.16594201684066226,0.4785558076048151,0.5487871879245384,0.6364265648470795,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,2,level_ge_7m,past_error_median,49,0,1.0,49,47,95.91836734693878,0.21826575226021006,-0.0916696199592023,0.3745738493734265,0.620677846365981,0.7590238578853539,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,3,level_ge_7m,julho_levels,49,0,1.0,49,39,79.59183673469387,0.3343063186821788,0.22662015543823724,0.6031379913926272,0.6738408678439319,0.7547322603823936,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,3,level_ge_7m,past_error_median,49,0,1.0,49,41,83.6734693877551,0.3025872233542037,-0.10419927252690221,0.5329336958686105,0.7385058721754314,0.9227546188224496,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,4,level_ge_7m,julho_levels,49,0,1.0,49,27,55.10204081632653,0.40663835341508225,0.28085450633262565,0.7014686311142373,0.7922395372757985,0.8087228902134624,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,4,level_ge_7m,past_error_median,49,0,1.0,49,36,73.46938775510205,0.3623289829970788,-0.10907748577628017,0.6745424034303629,0.8216532159821557,1.0243643519587629,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,5,level_ge_7m,julho_levels,49,0,1.0,49,25,51.02040816326531,0.46246009615390754,0.3300773314403214,0.7826981960027299,0.8834662980265298,0.9173765210466271,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,5,level_ge_7m,past_error_median,49,0,1.0,49,34,69.38775510204081,0.4133459719447195,-0.1164856869251059,0.7289080597927242,0.9047633894259327,1.0558833145624558,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,6,level_ge_7m,julho_levels,49,0,1.0,49,23,46.93877551020408,0.5041258728510407,0.3730583369470898,0.8635838413709539,0.9671096159784646,1.000946493904964,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,6,level_ge_7m,past_error_median,49,0,1.0,49,24,48.97959183673469,0.4968036293309124,-0.020207172731919375,0.8107173735980787,0.8858145852104968,1.0169247636929022,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,7,level_ge_7m,julho_levels,49,0,1.0,49,24,48.97959183673469,0.5431159788876699,0.40942561698886376,0.9329870797374689,1.0325948355977166,1.0461711073311548,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,7,level_ge_7m,past_error_median,49,0,1.0,49,20,40.816326530612244,0.5507617494470368,0.051952436560669155,0.868878869507533,0.9793312248476365,1.0064524302876219,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,8,level_ge_7m,julho_levels,49,0,1.0,49,22,44.89795918367347,0.5680355707118414,0.43674441553251697,1.0112171332786246,1.0960473418043115,1.125597690206492,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,8,level_ge_7m,past_error_median,49,0,1.0,49,21,42.857142857142854,0.5856130721202122,0.11601942234164651,0.9842336339773614,1.1155130220275173,1.1355227634110872,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,9,level_ge_7m,julho_levels,49,0,1.0,49,23,46.93877551020408,0.579105205840495,0.4433929224595092,1.0038198608048294,1.1592464183138842,1.1864113121110567,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,9,level_ge_7m,past_error_median,49,0,1.0,49,21,42.857142857142854,0.5850739269035259,0.15165122916158305,1.0645271683887163,1.1816034771293367,1.1970536646917918,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,10,level_ge_7m,julho_levels,49,0,1.0,49,23,46.93877551020408,0.6128578393547426,0.4368664568087372,1.0160308292794626,1.2102729590383259,1.249529864987574,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,10,level_ge_7m,past_error_median,49,0,1.0,49,22,44.89795918367347,0.597622432238049,0.15939514868672222,1.0754391656645987,1.295205899611757,1.3344628055610066,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,11,level_ge_7m,julho_levels,49,0,1.0,49,21,42.857142857142854,0.6482328869683882,0.4171069243799844,1.0625226145430957,1.2343014764917881,1.274134929974153,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,11,level_ge_7m,past_error_median,49,0,1.0,49,20,40.816326530612244,0.622837653691215,0.12758022639976277,1.1717293865106873,1.3394114965094057,1.3792449499917687,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,12,level_ge_7m,julho_levels,49,0,1.0,49,17,34.69387755102041,0.6944774035043071,0.38845745830720807,1.1190775279117147,1.2265595117303125,1.243202839580574,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
f803fdacd0779dfe9e87b834,False,12,level_ge_7m,past_error_median,49,0,1.0,49,20,40.816326530612244,0.6833878243197086,0.057291005218561494,1.2444022958258683,1.3805707422741946,1.3946792256791936,49,0,,Independent-event validation unavailable; hourly pairs are dependent.
