period,horizon_h,population,subset,family,scheduled_rows,missing_truth,observed_targets,pairs,failures,hits,paired_hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
validation,1,complete24,all,normalized_original,5912,21,5891,5891,0,5890,0.9998302495331862,0.9998302495331862,0.01850925918692893,0.0010706768061918815,0.09500859502592271,0.5943960587357431
validation,1,complete24,all,normalized_plus2020,5912,21,5891,5891,0,5891,1.0,1.0,0.019778857418683828,-0.0010826117368939081,0.0955944256509765,0.4359619156036265
validation,1,complete24,level_ge_7m,raw_original,5912,21,28,28,0,28,1.0,1.0,0.0666807029630848,0.020062143129802985,0.21438872115969643,0.25365721478517145
validation,1,complete24,level_ge_7m,raw_plus2020,5912,21,28,28,0,28,1.0,1.0,0.06333335504352917,0.007879169068211749,0.19488989712253313,0.24943821848564696
validation,1,complete24,level_ge_7m,normalized_original,5912,21,28,28,0,28,1.0,1.0,0.0666807029630848,0.020062143129802985,0.21438872115969643,0.25365721478517145
validation,1,complete24,level_ge_7m,normalized_plus2020,5912,21,28,28,0,28,1.0,1.0,0.06333335504352917,0.007879169068211749,0.19488989712253313,0.24943821848564696
validation,1,missing24,all,raw_original,639,13,626,588,38,588,1.0,0.939297124600639,0.057123101717984216,0.036455232988953847,0.18038087655427343,0.40240299407220514
validation,1,missing24,all,raw_plus2020,639,13,626,588,38,587,0.9982993197278912,0.9376996805111821,0.03681875714385063,-0.008561860666068543,0.20735871842959178,0.5597202429980985
validation,1,missing24,all,normalized_original,639,13,626,588,38,588,1.0,0.939297124600639,0.057123101717984216,0.036455232988953847,0.18038087655427343,0.40240299407220514
validation,1,missing24,all,normalized_plus2020,639,13,626,588,38,587,0.9982993197278912,0.9376996805111821,0.03681875714385063,-0.008561860666068543,0.20735871842959178,0.5597202429980985
validation,1,missing24,level_ge_7m,raw_original,639,13,0,0,0,0,,,,,,
validation,1,missing24,level_ge_7m,raw_plus2020,639,13,0,0,0,0,,,,,,
validation,1,missing24,level_ge_7m,normalized_original,639,13,0,0,0,0,,,,,,
validation,1,missing24,level_ge_7m,normalized_plus2020,639,13,0,0,0,0,,,,,,
validation,2,full_schedule,all,raw_original,6550,34,6516,6477,39,6466,0.9983016828778756,0.9923265807243707,0.03193842446827068,0.003102399367981166,0.16324216087463073,1.3024086910998092
validation,2,full_schedule,all,raw_plus2020,6550,34,6516,6477,39,6467,0.9984560753435232,0.9924800491098834,0.034535605108054784,-0.002041915449936154,0.17078087006476364,1.2825089321551792
validation,2,full_schedule,all,normalized_original,6550,34,6516,6477,39,6468,0.998610467809171,0.992633517495396,0.03191872676139778,0.0036232900454707625,0.16503089019902725,1.292327796985405
validation,2,full_schedule,all,normalized_plus2020,6550,34,6516,6477,39,6466,0.9983016828778756,0.9923265807243707,0.034206823936585584,-0.0020509120447853822,0.17203929494531914,1.2903949832562718
validation,2,full_schedule,level_ge_7m,raw_original,6550,34,28,28,0,28,1.0,1.0,0.11897886238198042,0.02382246183854456,0.3544459802504053,0.36191043129735867
validation,2,full_schedule,level_ge_7m,raw_plus2020,6550,34,28,28,0,28,1.0,1.0,0.11696550238526024,0.0012352105638357028,0.3594508607550828,0.3728587788332991
validation,2,full_schedule,level_ge_7m,normalized_original,6550,34,28,28,0,28,1.0,1.0,0.11874979650671791,0.025686494933103994,0.3572941692548376,0.3662419889911206
validation,2,full_schedule,level_ge_7m,normalized_plus2020,6550,34,28,28,0,28,1.0,1.0,0.11586171481890194,0.004254800067946667,0.3546644857667219,0.37013404300181296
validation,2,complete24,all,raw_original,5912,27,5885,5885,0,5878,0.9988105352591334,0.9988105352591334,0.0297706209205942,0.002997507842193795,0.14641257146592979,1.3024086910998092
validation,2,complete24,all,raw_plus2020,5912,27,5885,5885,0,5881,0.999320305862362,0.999320305862362,0.031023679524707307,-0.00023419724859867776,0.14844840373455798,1.1583319428999328
validation,2,complete24,all,normalized_original,5912,27,5885,5885,0,5878,0.9988105352591334,0.9988105352591334,0.02977685695747634,0.0033117087766044535,0.14342027519566514,1.292327796985405
validation,2,complete24,all,normalized_plus2020,5912,27,5885,5885,0,5880,0.9991503823279524,0.9991503823279524,0.03068683555376738,-0.00014796778251145788,0.1481814457580338,1.1479719499803664
validation,2,complete24,level_ge_7m,raw_original,5912,27,28,28,0,28,1.0,1.0,0.11897886238198042,0.02382246183854456,0.3544459802504053,0.36191043129735867
validation,2,complete24,level_ge_7m,raw_plus2020,5912,27,28,28,0,28,1.0,1.0,0.11696550238526024,0.0012352105638357028,0.3594508607550828,0.3728587788332991
validation,2,complete24,level_ge_7m,normalized_original,5912,27,28,28,0,28,1.0,1.0,0.11874979650671791,0.025686494933103994,0.3572941692548376,0.3662419889911206
validation,2,complete24,level_ge_7m,normalized_plus2020,5912,27,28,28,0,28,1.0,1.0,0.11586171481890194,0.004254800067946667,0.3546644857667219,0.37013404300181296
validation,2,missing24,all,raw_original,638,7,631,592,39,588,0.9932432432432432,0.9318541996830428,0.05348829588393969,0.004145113268755961,0.3307599152699826,0.6502628363690341
validation,2,missing24,all,raw_plus2020,638,7,631,592,39,586,0.9898648648648649,0.9286846275752774,0.06944723020602755,-0.02001222223181292,0.3253258566783537,1.2825089321551792
validation,2,missing24,all,normalized_original,638,7,631,592,39,590,0.9966216216216216,0.9350237717908082,0.053210793984501924,0.006720681544251557,0.33229069163497743,0.6293176106514173
validation,2,missing24,all,normalized_plus2020,638,7,631,592,39,586,0.9898648648648649,0.9286846275752774,0.06919860034348617,-0.02096784951688343,0.3342924802684018,1.2903949832562718
validation,2,missing24,level_ge_7m,raw_original,638,7,0,0,0,0,,,,,,
validation,2,missing24,level_ge_7m,raw_plus2020,638,7,0,0,0,0,,,,,,
validation,2,missing24,level_ge_7m,normalized_original,638,7,0,0,0,0,,,,,,
validation,2,missing24,level_ge_7m,normalized_plus2020,638,7,0,0,0,0,,,,,,
validation,3,full_schedule,all,raw_original,6549,34,6515,6476,39,6444,0.9950586781964176,0.9891020721412126,0.04525957105840351,0.007695788363354644,0.2640266271323174,1.537354044244438
validation,3,full_schedule,all,raw_plus2020,6549,34,6515,6476,39,6435,0.99366893143916,0.9877206446661551,0.052479042402043756,0.0005374707838122023,0.26964836105171885,1.5437613425998904
validation,3,full_schedule,all,normalized_original,6549,34,6515,6476,39,6441,0.9945954292773317,0.9886415963161934,0.04548444641053118,0.006589432937947058,0.26936418537984497,1.576166597600027
validation,3,full_schedule,all,normalized_plus2020,6549,34,6515,6476,39,6435,0.99366893143916,0.9877206446661551,0.052976333739717316,0.001707623622931398,0.27224056531453,1.4097378439307717
validation,3,full_schedule,level_ge_7m,raw_original,6549,34,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16960676474370254,0.0480847892416398,0.5556545652840782,0.6140799441250824
validation,3,full_schedule,level_ge_7m,raw_plus2020,6549,34,28,28,0,26,0.9285714285714286,0.9285714285714286,0.1502673038111546,0.09533394613663794,0.5406408494591053,0.5506832464500686
validation,3,full_schedule,level_ge_7m,normalized_original,6549,34,28,28,0,26,0.9285714285714286,0.9285714285714286,0.17053312448485594,0.05278913967713853,0.5718399857851914,0.6316653597274993
validation,3,full_schedule,level_ge_7m,normalized_plus2020,6549,34,28,28,0,26,0.9285714285714286,0.9285714285714286,0.14103129977389464,0.09994658952576055,0.5621810374712696,0.6137224301475488
validation,3,complete24,all,raw_original,5912,26,5886,5886,0,5861,0.9957526333673122,0.9957526333673122,0.03993262475489892,0.004508093784665101,0.22687183754540666,1.537354044244438
validation,3,complete24,all,raw_plus2020,5912,26,5886,5886,0,5869,0.9971117906897723,0.9971117906897723,0.04592558613209309,0.0012754001617391814,0.23183086066858477,1.3431559959292265
validation,3,complete24,all,normalized_original,5912,26,5886,5886,0,5860,0.9955827387020048,0.9955827387020048,0.040485920397918186,0.003856530024163189,0.22965318576254048,1.576166597600027
validation,3,complete24,all,normalized_plus2020,5912,26,5886,5886,0,5869,0.9971117906897723,0.9971117906897723,0.04633252565770313,0.0020499906151820717,0.222597904676751,1.3696499190390323
validation,3,complete24,level_ge_7m,raw_original,5912,26,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16960676474370254,0.0480847892416398,0.5556545652840782,0.6140799441250824
validation,3,complete24,level_ge_7m,raw_plus2020,5912,26,28,28,0,26,0.9285714285714286,0.9285714285714286,0.1502673038111546,0.09533394613663794,0.5406408494591053,0.5506832464500686
validation,3,complete24,level_ge_7m,normalized_original,5912,26,28,28,0,26,0.9285714285714286,0.9285714285714286,0.17053312448485594,0.05278913967713853,0.5718399857851914,0.6316653597274993
validation,3,complete24,level_ge_7m,normalized_plus2020,5912,26,28,28,0,26,0.9285714285714286,0.9285714285714286,0.14103129977389464,0.09994658952576055,0.5621810374712696,0.6137224301475488
validation,3,missing24,all,raw_original,637,8,629,590,39,583,0.988135593220339,0.9268680445151033,0.09840263197777305,0.03949709393990832,0.4597995446900129,0.9561634130213972
validation,3,missing24,all,raw_plus2020,637,8,629,590,39,566,0.9593220338983051,0.8998410174880763,0.11785809935955158,-0.006824312806828807,0.6359195125056528,1.5437613425998904
validation,3,missing24,all,normalized_original,637,8,629,590,39,581,0.9847457627118644,0.9236883942766295,0.0953510974448364,0.03385361353206883,0.452103797747238,0.9661699313222332
validation,3,missing24,all,normalized_plus2020,637,8,629,590,39,566,0.9593220338983051,0.8998410174880763,0.11925676487655719,-0.001707922337047366,0.6232805355994051,1.4097378439307717
validation,3,missing24,level_ge_7m,raw_original,637,8,0,0,0,0,,,,,,
validation,3,missing24,level_ge_7m,raw_plus2020,637,8,0,0,0,0,,,,,,
validation,3,missing24,level_ge_7m,normalized_original,637,8,0,0,0,0,,,,,,
validation,3,missing24,level_ge_7m,normalized_plus2020,637,8,0,0,0,0,,,,,,
validation,4,full_schedule,all,raw_original,6548,34,6514,6474,40,6431,0.9933580475749151,0.987258213079521,0.06104765754702062,0.014452144778230811,0.34029778549374,1.8219056508267162
validation,4,full_schedule,all,raw_plus2020,6548,34,6514,6474,40,6398,0.9882607352486871,0.9821922014123426,0.0691378063439237,0.0006965687631171053,0.3526391332466202,1.7827902731617415
validation,4,full_schedule,all,normalized_original,6548,34,6514,6474,40,6432,0.9935125115848007,0.987411728584587,0.06123232267757822,0.013718337307140342,0.34295527429018813,1.8541260734088905
validation,4,full_schedule,all,normalized_plus2020,6548,34,6514,6474,40,6405,0.9893419833178869,0.9832668099478047,0.06874768131543231,-0.00017920262012547088,0.3395334266768579,1.700231612007255
validation,4,full_schedule,level_ge_7m,raw_original,6548,34,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16646123882897323,0.001845246880732779,0.532564298850716,0.560207741268413
validation,4,full_schedule,level_ge_7m,raw_plus2020,6548,34,28,28,0,23,0.8214285714285714,0.8214285714285714,0.2921228861579999,0.1828676187884579,0.6708210096405526,0.7093898649565311
validation,4,full_schedule,level_ge_7m,normalized_original,6548,34,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16618220345897536,0.01827153500635673,0.5354375461168059,0.5385516740909324
validation,4,full_schedule,level_ge_7m,normalized_plus2020,6548,34,28,28,0,25,0.8928571428571429,0.8928571428571429,0.25929759495195964,0.14359885934496192,0.6240748519122304,0.6594312584086452
validation,4,complete24,all,raw_original,5912,32,5880,5880,0,5859,0.9964285714285714,0.9964285714285714,0.051990217427198344,0.007082108235585423,0.26578377883297893,1.8219056508267162
validation,4,complete24,all,raw_plus2020,5912,32,5880,5880,0,5846,0.9942176870748299,0.9942176870748299,0.06029086401861897,0.006447970303975127,0.2898970845121462,1.6104539350157747
validation,4,complete24,all,normalized_original,5912,32,5880,5880,0,5859,0.9964285714285714,0.9964285714285714,0.05211670900648635,0.006206972519927409,0.26907598983171893,1.8541260734088905
validation,4,complete24,all,normalized_plus2020,5912,32,5880,5880,0,5850,0.9948979591836735,0.9948979591836735,0.06012916987896258,0.00484072012105308,0.2842156098351102,1.5809491707457948
validation,4,complete24,level_ge_7m,raw_original,5912,32,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16646123882897323,0.001845246880732779,0.532564298850716,0.560207741268413
validation,4,complete24,level_ge_7m,raw_plus2020,5912,32,28,28,0,23,0.8214285714285714,0.8214285714285714,0.2921228861579999,0.1828676187884579,0.6708210096405526,0.7093898649565311
validation,4,complete24,level_ge_7m,normalized_original,5912,32,28,28,0,26,0.9285714285714286,0.9285714285714286,0.16618220345897536,0.01827153500635673,0.5354375461168059,0.5385516740909324
validation,4,complete24,level_ge_7m,normalized_plus2020,5912,32,28,28,0,25,0.8928571428571429,0.8928571428571429,0.25929759495195964,0.14359885934496192,0.6240748519122304,0.6594312584086452
validation,4,missing24,all,raw_original,636,2,634,594,40,572,0.9629629629629629,0.9022082018927445,0.15070716580384713,0.08740806206906392,0.5385478587692857,0.7748820108780885
validation,4,missing24,all,raw_plus2020,636,2,634,594,40,552,0.9292929292929293,0.8706624605678234,0.1567135990590616,-0.056236496994871384,1.0036638627144159,1.7827902731617415
validation,4,missing24,all,normalized_original,636,2,634,594,40,573,0.9646464646464646,0.9037854889589906,0.15146769033081098,0.08807326146338959,0.544796721496038,0.7324959047751571
validation,4,missing24,all,normalized_plus2020,636,2,634,594,40,555,0.9343434343434344,0.8753943217665615,0.15406223896937496,-0.04987136712876163,1.0055051553164855,1.700231612007255
validation,4,missing24,level_ge_7m,raw_original,636,2,0,0,0,0,,,,,,
validation,4,missing24,level_ge_7m,raw_plus2020,636,2,0,0,0,0,,,,,,
validation,4,missing24,level_ge_7m,normalized_original,636,2,0,0,0,0,,,,,,
validation,4,missing24,level_ge_7m,normalized_plus2020,636,2,0,0,0,0,,,,,,
validation,5,full_schedule,all,raw_original,6547,34,6513,6473,40,6382,0.9859416035841186,0.9798863810839858,0.07820434668385372,0.014678548804149129,0.4203568296547843,1.9219038154095536
validation,5,full_schedule,all,raw_plus2020,6547,34,6513,6473,40,6356,0.9819249188938668,0.975894365115922,0.08870217529689338,-0.0019505467255046917,0.4694981454824089,2.135641354700273
validation,5,full_schedule,all,normalized_original,6547,34,6513,6473,40,6382,0.9859416035841186,0.9798863810839858,0.07752281677272503,0.013184238123249325,0.4185237410829687,1.959106180173876
validation,5,full_schedule,all,normalized_plus2020,6547,34,6513,6473,40,6349,0.9808435037849529,0.9748195915860587,0.08884842593746428,0.0016736753179163741,0.4950835041220115,2.1155263286953767
validation,5,full_schedule,level_ge_7m,raw_original,6547,34,28,28,0,25,0.8928571428571429,0.8928571428571429,0.2291228510791504,0.009423592718073819,0.7287224414582616,0.7553061347974745
validation,5,full_schedule,level_ge_7m,raw_plus2020,6547,34,28,28,0,25,0.8928571428571429,0.8928571428571429,0.2355024601811717,0.11675886546164316,0.7730412775641098,0.8954256355647745
validation,5,full_schedule,level_ge_7m,normalized_original,6547,34,28,28,0,25,0.8928571428571429,0.8928571428571429,0.22278906449722471,0.02131096291073664,0.6937225000239702,0.7475557409284077
validation,5,full_schedule,level_ge_7m,normalized_plus2020,6547,34,28,28,0,24,0.8571428571428571,0.8571428571428571,0.29526451403200404,0.15335227536572008,0.6814175045179602,0.7302356207783385
validation,5,complete24,all,raw_original,5912,29,5883,5883,0,5837,0.9921808601053884,0.9921808601053884,0.06794901057723474,0.0077014233809033755,0.3476726057691846,1.9219038154095536
validation,5,complete24,all,raw_plus2020,5912,29,5883,5883,0,5816,0.9886112527621962,0.9886112527621962,0.07609698992660811,0.005653367954541869,0.3840650487164163,1.9107186321302958
validation,5,complete24,all,normalized_original,5912,29,5883,5883,0,5836,0.9920108788033316,0.9920108788033316,0.06758584494001721,0.0068170944907133746,0.3415713520899117,1.959106180173876
validation,5,complete24,all,normalized_plus2020,5912,29,5883,5883,0,5812,0.9879313275539691,0.9879313275539691,0.07565128868048455,0.01050855575575759,0.3851308529857579,1.7234116789280183
validation,5,complete24,level_ge_7m,raw_original,5912,29,28,28,0,25,0.8928571428571429,0.8928571428571429,0.2291228510791504,0.009423592718073819,0.7287224414582616,0.7553061347974745
validation,5,complete24,level_ge_7m,raw_plus2020,5912,29,28,28,0,25,0.8928571428571429,0.8928571428571429,0.2355024601811717,0.11675886546164316,0.7730412775641098,0.8954256355647745
validation,5,complete24,level_ge_7m,normalized_original,5912,29,28,28,0,25,0.8928571428571429,0.8928571428571429,0.22278906449722471,0.02131096291073664,0.6937225000239702,0.7475557409284077
validation,5,complete24,level_ge_7m,normalized_plus2020,5912,29,28,28,0,24,0.8571428571428571,0.8571428571428571,0.29526451403200404,0.15335227536572008,0.6814175045179602,0.7302356207783385
validation,5,missing24,all,raw_original,635,5,630,590,40,545,0.923728813559322,0.8650793650793651,0.180462215014768,0.08424876721932674,0.7453921331758218,1.2266591094999009
validation,5,missing24,all,raw_plus2020,635,5,630,590,40,540,0.9152542372881356,0.8571428571428571,0.2143908287433139,-0.07777059767925709,1.368476413791877,2.135641354700273
validation,5,missing24,all,normalized_original,635,5,630,590,40,546,0.9254237288135593,0.8666666666666667,0.1766062155724201,0.07667221437784083,0.7519901564211099,1.2552903644876805
validation,5,missing24,all,normalized_plus2020,635,5,630,590,40,537,0.9101694915254237,0.8523809523809524,0.22043954201002658,-0.08642056470889697,1.4030954962881532,2.1155263286953767
validation,5,missing24,level_ge_7m,raw_original,635,5,0,0,0,0,,,,,,
validation,5,missing24,level_ge_7m,raw_plus2020,635,5,0,0,0,0,,,,,,
validation,5,missing24,level_ge_7m,normalized_original,635,5,0,0,0,0,,,,,,
validation,5,missing24,level_ge_7m,normalized_plus2020,635,5,0,0,0,0,,,,,,
validation,6,full_schedule,all,raw_original,6546,34,6512,6472,40,6322,0.9768232385661311,0.9708230958230958,0.09959606968428815,0.015818056626594208,0.521216742955346,2.0157117770796145
validation,6,full_schedule,all,raw_plus2020,6546,34,6512,6472,40,6269,0.9686341161928307,0.9626842751842751,0.10491230785389716,0.008202123752471452,0.5896514711595945,2.261363637376
validation,6,full_schedule,all,normalized_original,6546,34,6512,6472,40,6330,0.9780593325092707,0.972051597051597,0.09958388259262083,0.018186731312838964,0.5205508570803553,1.9510723701301718
validation,6,full_schedule,all,normalized_plus2020,6546,34,6512,6472,40,6281,0.9704882571075402,0.964527027027027,0.10470686928458256,0.003955848276123118,0.5803110326730042,2.1742000294398567
validation,6,full_schedule,level_ge_7m,raw_original,6546,34,28,28,0,24,0.8571428571428571,0.8571428571428571,0.2587119452642057,-0.04575799295960744,0.894448299163738,1.0962896884715265
validation,6,full_schedule,level_ge_7m,raw_plus2020,6546,34,28,28,0,21,0.75,0.75,0.3550741139148806,0.2457170568496924,1.047826571049586,1.386024455608342
validation,6,full_schedule,level_ge_7m,normalized_original,6546,34,28,28,0,23,0.8214285714285714,0.8214285714285714,0.2542991455371077,-0.014499424240466765,0.8742432895145562,1.086237371195586
validation,6,full_schedule,level_ge_7m,normalized_plus2020,6546,34,28,28,0,21,0.75,0.75,0.30378716463972805,0.19096572062241543,0.9899184283990676,1.2622987610809622
validation,6,complete24,all,raw_original,5912,31,5881,5881,0,5788,0.9841863628634586,0.9841863628634586,0.08955848593583714,0.011826010651543673,0.43268006928695163,2.0157117770796145
validation,6,complete24,all,raw_plus2020,5912,31,5881,5881,0,5769,0.9809556197925523,0.9809556197925523,0.08913795445105448,0.01867431738227167,0.4842370879562182,2.261363637376
validation,6,complete24,all,normalized_original,5912,31,5881,5881,0,5798,0.9858867539534093,0.9858867539534093,0.0894186606696782,0.013564610598145092,0.43303882784681097,1.9510723701301718
validation,6,complete24,all,normalized_plus2020,5912,31,5881,5881,0,5777,0.9823159326645129,0.9823159326645129,0.08896859168579778,0.01434437356728856,0.46791199042208764,2.150377557572414
validation,6,complete24,level_ge_7m,raw_original,5912,31,28,28,0,24,0.8571428571428571,0.8571428571428571,0.2587119452642057,-0.04575799295960744,0.894448299163738,1.0962896884715265
validation,6,complete24,level_ge_7m,raw_plus2020,5912,31,28,28,0,21,0.75,0.75,0.3550741139148806,0.2457170568496924,1.047826571049586,1.386024455608342
validation,6,complete24,level_ge_7m,normalized_original,5912,31,28,28,0,23,0.8214285714285714,0.8214285714285714,0.2542991455371077,-0.014499424240466765,0.8742432895145562,1.086237371195586
validation,6,complete24,level_ge_7m,normalized_plus2020,5912,31,28,28,0,21,0.75,0.75,0.30378716463972805,0.19096572062241543,0.9899184283990676,1.2622987610809622
validation,6,missing24,all,raw_original,634,3,631,591,40,534,0.9035532994923858,0.8462757527733756,0.19947936921836668,0.05554262918035423,0.9151751725811162,1.2704077599448484
validation,6,missing24,all,raw_plus2020,634,3,631,591,40,500,0.8460236886632826,0.7923930269413629,0.2618818042364992,-0.09600594856031208,1.6331128350187782,2.1561778840227177
validation,6,missing24,all,normalized_original,634,3,631,591,40,532,0.9001692047377327,0.8431061806656102,0.20073730074630214,0.06418113389002117,0.8988163003720885,1.262268413257421
validation,6,missing24,all,normalized_plus2020,634,3,631,591,40,504,0.8527918781725888,0.7987321711568938,0.26131737784372505,-0.09941964620330827,1.6558820504545502,2.1742000294398567
validation,6,missing24,level_ge_7m,raw_original,634,3,0,0,0,0,,,,,,
validation,6,missing24,level_ge_7m,raw_plus2020,634,3,0,0,0,0,,,,,,
validation,6,missing24,level_ge_7m,normalized_original,634,3,0,0,0,0,,,,,,
validation,6,missing24,level_ge_7m,normalized_plus2020,634,3,0,0,0,0,,,,,,
validation,7,full_schedule,all,raw_original,6545,34,6511,6471,40,6159,0.951784886416319,0.9459376439870988,0.13672023312714657,0.05841799343365365,0.6608837932413701,2.794810940153507
validation,7,full_schedule,all,raw_plus2020,6545,34,6511,6471,40,6196,0.957502704373358,0.9516203348180003,0.1366269888266911,0.0434972837493189,0.7304435345361106,2.808859380844501
validation,7,full_schedule,all,normalized_original,6545,34,6511,6471,40,6167,0.9530211713800031,0.9471663338964829,0.13569978282411607,0.05592969881248113,0.6530519302547255,2.7603854994577866
validation,7,full_schedule,all,normalized_plus2020,6545,34,6511,6471,40,6193,0.9570390975119765,0.9511595761019812,0.13642140543589937,0.04246687733891106,0.7196577693953801,2.9570158059859573
validation,7,full_schedule,level_ge_7m,raw_original,6545,34,28,28,0,18,0.6428571428571429,0.6428571428571429,0.4275016599210431,0.3297182360213466,1.6964790563889107,2.6556568259868305
validation,7,full_schedule,level_ge_7m,raw_plus2020,6545,34,28,28,0,22,0.7857142857142857,0.7857142857142857,0.36599592967606104,0.25358335707278684,1.3091012889627618,1.6104075559087958
validation,7,full_schedule,level_ge_7m,normalized_original,6545,34,28,28,0,18,0.6428571428571429,0.6428571428571429,0.4299736227075268,0.3303078318202794,1.672602345406892,2.604009097325245
validation,7,full_schedule,level_ge_7m,normalized_plus2020,6545,34,28,28,0,21,0.75,0.75,0.3881963676912018,0.2961891240252173,1.360039988735543,1.6027113082585442
validation,7,complete24,all,raw_original,5912,28,5884,5884,0,5660,0.9619306594153637,0.9619306594153637,0.12632267706871253,0.05400033590109299,0.5943925194522182,2.794810940153507
validation,7,complete24,all,raw_plus2020,5912,28,5884,5884,0,5693,0.9675390890550646,0.9675390890550646,0.12353747765661952,0.04855958046045547,0.6098035130276916,2.808859380844501
validation,7,complete24,all,normalized_original,5912,28,5884,5884,0,5665,0.9627804214819851,0.9627804214819851,0.12540713419508065,0.05173726432231731,0.597827091928677,2.7603854994577866
validation,7,complete24,all,normalized_plus2020,5912,28,5884,5884,0,5688,0.9666893269884432,0.9666893269884432,0.1234671146672953,0.04659823472976188,0.6158869922096056,2.9570158059859573
validation,7,complete24,level_ge_7m,raw_original,5912,28,28,28,0,18,0.6428571428571429,0.6428571428571429,0.4275016599210431,0.3297182360213466,1.6964790563889107,2.6556568259868305
validation,7,complete24,level_ge_7m,raw_plus2020,5912,28,28,28,0,22,0.7857142857142857,0.7857142857142857,0.36599592967606104,0.25358335707278684,1.3091012889627618,1.6104075559087958
validation,7,complete24,level_ge_7m,normalized_original,5912,28,28,28,0,18,0.6428571428571429,0.6428571428571429,0.4299736227075268,0.3303078318202794,1.672602345406892,2.604009097325245
validation,7,complete24,level_ge_7m,normalized_plus2020,5912,28,28,28,0,21,0.75,0.75,0.3881963676912018,0.2961891240252173,1.360039988735543,1.6027113082585442
validation,7,missing24,all,raw_original,633,6,627,587,40,499,0.8500851788756388,0.79585326953748,0.24094377630913266,0.10269993026770294,1.0498734597155641,1.61686335511456
validation,7,missing24,all,raw_plus2020,633,6,627,587,40,503,0.8568994889267462,0.8022328548644339,0.26783428648376295,-0.007246419569808257,1.4060305787951102,1.9099303063501614
validation,7,missing24,all,normalized_original,633,6,627,587,40,502,0.8551959114139693,0.8006379585326954,0.23887174966098904,0.09795403363381662,1.0469901804987725,1.5994599485309728
validation,7,missing24,all,normalized_plus2020,633,6,627,587,40,505,0.8603066439522998,0.8054226475279107,0.26627327406020296,0.001054770204726724,1.4810349860824081,1.9503543281725464
validation,7,missing24,level_ge_7m,raw_original,633,6,0,0,0,0,,,,,,
validation,7,missing24,level_ge_7m,raw_plus2020,633,6,0,0,0,0,,,,,,
validation,7,missing24,level_ge_7m,normalized_original,633,6,0,0,0,0,,,,,,
validation,7,missing24,level_ge_7m,normalized_plus2020,633,6,0,0,0,0,,,,,,
validation,8,full_schedule,all,raw_original,6544,34,6510,6470,40,5980,0.9242658423493045,0.9185867895545314,0.1737857161039854,0.07021685907380332,0.8389279903809922,2.692538070308298
validation,8,full_schedule,all,raw_plus2020,6544,34,6510,6470,40,6063,0.9370942812982999,0.9313364055299539,0.17592569270916875,0.05787056114404351,0.8317181234267347,3.2392303266477276
validation,8,full_schedule,all,normalized_original,6544,34,6510,6470,40,5997,0.9268933539412674,0.9211981566820276,0.17358653716331143,0.07167686497578893,0.8415473511213604,2.690148971436266
validation,8,full_schedule,all,normalized_plus2020,6544,34,6510,6470,40,6072,0.9384853168469861,0.9327188940092166,0.17542182507909007,0.05677571987300818,0.819676262240829,3.2373584988666737
