at,epoch,scope,classification,level_approved_m,raw_level_cm,raw_level_qc,raw_flow,raw_flow_qc,source_path,record_start_line,approved_q_in_other_preserved_xml
2026-01-03T13:15:00-03:00,1767456900.0,other,no_exact_record,,,,,,,,0
2026-01-03T13:30:00-03:00,1767457800.0,other,no_exact_record,,,,,,,,0
2026-01-03T13:45:00-03:00,1767458700.0,other,no_exact_record,,,,,,,,0
2026-01-03T14:00:00-03:00,1767459600.0,other,no_exact_record,,,,,,,,0
2026-01-03T14:15:00-03:00,1767460500.0,other,no_exact_record,,,,,,,,0
2026-01-03T14:30:00-03:00,1767461400.0,other,no_exact_record,,,,,,,,0
2026-01-03T14:45:00-03:00,1767462300.0,other,no_exact_record,,,,,,,,0
2026-01-03T15:00:00-03:00,1767463200.0,other,no_exact_record,,,,,,,,0
2026-01-03T15:15:00-03:00,1767464100.0,other,no_exact_record,,,,,,,,0
2026-01-03T15:30:00-03:00,1767465000.0,other,no_exact_record,,,,,,,,0
2026-01-03T15:45:00-03:00,1767465900.0,other,no_exact_record,,,,,,,,0
2026-01-03T16:00:00-03:00,1767466800.0,other,no_exact_record,,,,,,,,0
2026-01-03T16:15:00-03:00,1767467700.0,other,no_exact_record,,,,,,,,0
2026-01-03T16:30:00-03:00,1767468600.0,other,no_exact_record,,,,,,,,0
2026-01-03T16:45:00-03:00,1767469500.0,other,no_exact_record,,,,,,,,0
2026-01-03T17:15:00-03:00,1767471300.0,other,no_exact_record,,,,,,,,0
2026-01-03T17:30:00-03:00,1767472200.0,other,no_exact_record,,,,,,,,0
2026-01-03T17:45:00-03:00,1767473100.0,other,no_exact_record,,,,,,,,0
2026-01-03T18:00:00-03:00,1767474000.0,other,no_exact_record,,,,,,,,0
2026-01-03T18:15:00-03:00,1767474900.0,other,no_exact_record,,,,,,,,0
2026-01-03T18:30:00-03:00,1767475800.0,other,no_exact_record,,,,,,,,0
2026-01-03T18:45:00-03:00,1767476700.0,other,no_exact_record,,,,,,,,0
2026-01-03T19:00:00-03:00,1767477600.0,other,no_exact_record,,,,,,,,0
2026-01-03T19:15:00-03:00,1767478500.0,other,no_exact_record,,,,,,,,0
2026-01-03T19:30:00-03:00,1767479400.0,other,no_exact_record,,,,,,,,0
2026-01-03T19:45:00-03:00,1767480300.0,other,no_exact_record,,,,,,,,0
2026-01-03T20:00:00-03:00,1767481200.0,other,no_exact_record,,,,,,,,0
2026-01-03T20:15:00-03:00,1767482100.0,other,no_exact_record,,,,,,,,0
2026-01-03T20:30:00-03:00,1767483000.0,other,no_exact_record,,,,,,,,0
2026-01-03T20:45:00-03:00,1767483900.0,other,no_exact_record,,,,,,,,0
2026-01-03T21:00:00-03:00,1767484800.0,other,no_exact_record,,,,,,,,0
2026-01-03T21:15:00-03:00,1767485700.0,other,no_exact_record,,,,,,,,0
2026-01-03T21:30:00-03:00,1767486600.0,other,no_exact_record,,,,,,,,0
2026-01-03T21:45:00-03:00,1767487500.0,other,no_exact_record,,,,,,,,0
2026-01-03T22:00:00-03:00,1767488400.0,other,no_exact_record,,,,,,,,0
2026-01-03T22:15:00-03:00,1767489300.0,other,no_exact_record,,,,,,,,0
2026-01-03T22:30:00-03:00,1767490200.0,other,no_exact_record,,,,,,,,0
2026-01-03T22:45:00-03:00,1767491100.0,other,no_exact_record,,,,,,,,0
2026-01-03T23:00:00-03:00,1767492000.0,other,no_exact_record,,,,,,,,0
2026-01-03T23:15:00-03:00,1767492900.0,other,no_exact_record,,,,,,,,0
2026-01-03T23:30:00-03:00,1767493800.0,other,no_exact_record,,,,,,,,0
2026-01-03T23:45:00-03:00,1767494700.0,other,no_exact_record,,,,,,,,0
2026-01-04T00:00:00-03:00,1767495600.0,other,no_exact_record,,,,,,,,0
2026-01-04T00:15:00-03:00,1767496500.0,other,no_exact_record,,,,,,,,0
2026-01-04T00:30:00-03:00,1767497400.0,other,no_exact_record,,,,,,,,0
2026-01-04T00:45:00-03:00,1767498300.0,other,no_exact_record,,,,,,,,0
2026-01-04T01:00:00-03:00,1767499200.0,other,no_exact_record,,,,,,,,0
2026-01-04T01:15:00-03:00,1767500100.0,other,no_exact_record,,,,,,,,0
2026-01-04T01:30:00-03:00,1767501000.0,other,no_exact_record,,,,,,,,0
2026-01-04T01:45:00-03:00,1767501900.0,other,no_exact_record,,,,,,,,0
2026-01-04T02:00:00-03:00,1767502800.0,other,no_exact_record,,,,,,,,0
2026-01-04T02:15:00-03:00,1767503700.0,other,no_exact_record,,,,,,,,0
2026-01-04T02:30:00-03:00,1767504600.0,other,no_exact_record,,,,,,,,0
2026-01-04T02:45:00-03:00,1767505500.0,other,no_exact_record,,,,,,,,0
2026-01-04T03:00:00-03:00,1767506400.0,other,no_exact_record,,,,,,,,0
2026-01-04T03:15:00-03:00,1767507300.0,other,no_exact_record,,,,,,,,0
2026-01-04T03:30:00-03:00,1767508200.0,other,no_exact_record,,,,,,,,0
2026-01-04T03:45:00-03:00,1767509100.0,other,no_exact_record,,,,,,,,0
2026-01-04T04:00:00-03:00,1767510000.0,other,no_exact_record,,,,,,,,0
2026-01-04T04:15:00-03:00,1767510900.0,other,no_exact_record,,,,,,,,0
2026-01-04T04:30:00-03:00,1767511800.0,other,no_exact_record,,,,,,,,0
2026-01-04T04:45:00-03:00,1767512700.0,other,no_exact_record,,,,,,,,0
2026-01-04T05:00:00-03:00,1767513600.0,other,no_exact_record,,,,,,,,0
2026-01-04T05:15:00-03:00,1767514500.0,other,no_exact_record,,,,,,,,0
2026-01-04T05:30:00-03:00,1767515400.0,other,no_exact_record,,,,,,,,0
2026-01-04T05:45:00-03:00,1767516300.0,other,no_exact_record,,,,,,,,0
2026-01-04T06:00:00-03:00,1767517200.0,other,no_exact_record,,,,,,,,0
2026-01-04T06:15:00-03:00,1767518100.0,other,no_exact_record,,,,,,,,0
2026-01-04T06:30:00-03:00,1767519000.0,other,no_exact_record,,,,,,,,0
2026-01-04T06:45:00-03:00,1767519900.0,other,no_exact_record,,,,,,,,0
2026-01-04T07:15:00-03:00,1767521700.0,other,no_exact_record,,,,,,,,0
2026-01-04T07:30:00-03:00,1767522600.0,other,no_exact_record,,,,,,,,0
2026-01-04T07:45:00-03:00,1767523500.0,other,no_exact_record,,,,,,,,0
2026-01-04T08:00:00-03:00,1767524400.0,other,no_exact_record,,,,,,,,0
2026-01-04T08:15:00-03:00,1767525300.0,other,no_exact_record,,,,,,,,0
2026-01-04T08:30:00-03:00,1767526200.0,other,no_exact_record,,,,,,,,0
2026-01-04T08:45:00-03:00,1767527100.0,other,no_exact_record,,,,,,,,0
2026-01-04T09:00:00-03:00,1767528000.0,other,no_exact_record,,,,,,,,0
2026-01-04T09:15:00-03:00,1767528900.0,other,no_exact_record,,,,,,,,0
2026-01-04T09:30:00-03:00,1767529800.0,other,no_exact_record,,,,,,,,0
2026-01-04T09:45:00-03:00,1767530700.0,other,no_exact_record,,,,,,,,0
2026-01-04T10:00:00-03:00,1767531600.0,other,no_exact_record,,,,,,,,0
2026-01-04T10:15:00-03:00,1767532500.0,other,no_exact_record,,,,,,,,0
2026-01-04T10:30:00-03:00,1767533400.0,other,no_exact_record,,,,,,,,0
2026-01-04T10:45:00-03:00,1767534300.0,other,no_exact_record,,,,,,,,0
2026-01-04T11:00:00-03:00,1767535200.0,other,no_exact_record,,,,,,,,0
2026-01-04T11:15:00-03:00,1767536100.0,other,no_exact_record,,,,,,,,0
2026-01-04T11:30:00-03:00,1767537000.0,other,no_exact_record,,,,,,,,0
2026-01-04T11:45:00-03:00,1767537900.0,other,no_exact_record,,,,,,,,0
2026-01-04T12:00:00-03:00,1767538800.0,other,no_exact_record,,,,,,,,0
2026-01-04T12:15:00-03:00,1767539700.0,other,no_exact_record,,,,,,,,0
2026-01-04T12:30:00-03:00,1767540600.0,other,no_exact_record,,,,,,,,0
2026-01-04T12:45:00-03:00,1767541500.0,other,no_exact_record,,,,,,,,0
2026-01-04T13:00:00-03:00,1767542400.0,other,no_exact_record,,,,,,,,0
2026-01-04T13:15:00-03:00,1767543300.0,other,no_exact_record,,,,,,,,0
2026-01-04T13:30:00-03:00,1767544200.0,other,no_exact_record,,,,,,,,0
2026-01-04T13:45:00-03:00,1767545100.0,other,no_exact_record,,,,,,,,0
2026-01-04T14:00:00-03:00,1767546000.0,other,no_exact_record,,,,,,,,0
2026-01-04T14:15:00-03:00,1767546900.0,other,no_exact_record,,,,,,,,0
2026-01-04T14:30:00-03:00,1767547800.0,other,no_exact_record,,,,,,,,0
2026-01-04T14:45:00-03:00,1767548700.0,other,no_exact_record,,,,,,,,0
2026-01-04T15:00:00-03:00,1767549600.0,other,no_exact_record,,,,,,,,0
2026-01-04T15:15:00-03:00,1767550500.0,other,no_exact_record,,,,,,,,0
2026-01-04T15:30:00-03:00,1767551400.0,other,no_exact_record,,,,,,,,0
2026-01-04T15:45:00-03:00,1767552300.0,other,no_exact_record,,,,,,,,0
2026-01-04T16:00:00-03:00,1767553200.0,other,no_exact_record,,,,,,,,0
2026-01-04T16:15:00-03:00,1767554100.0,other,no_exact_record,,,,,,,,0
2026-01-04T16:30:00-03:00,1767555000.0,other,no_exact_record,,,,,,,,0
2026-01-04T16:45:00-03:00,1767555900.0,other,no_exact_record,,,,,,,,0
2026-01-04T17:15:00-03:00,1767557700.0,other,no_exact_record,,,,,,,,0
2026-01-04T17:30:00-03:00,1767558600.0,other,no_exact_record,,,,,,,,0
2026-01-04T17:45:00-03:00,1767559500.0,other,no_exact_record,,,,,,,,0
2026-01-04T18:00:00-03:00,1767560400.0,other,no_exact_record,,,,,,,,0
2026-01-04T18:15:00-03:00,1767561300.0,other,no_exact_record,,,,,,,,0
2026-01-04T18:30:00-03:00,1767562200.0,other,no_exact_record,,,,,,,,0
2026-01-04T18:45:00-03:00,1767563100.0,other,no_exact_record,,,,,,,,0
2026-01-04T19:00:00-03:00,1767564000.0,other,no_exact_record,,,,,,,,0
2026-01-04T19:15:00-03:00,1767564900.0,other,no_exact_record,,,,,,,,0
2026-01-04T19:30:00-03:00,1767565800.0,other,no_exact_record,,,,,,,,0
2026-01-04T19:45:00-03:00,1767566700.0,other,no_exact_record,,,,,,,,0
2026-01-04T20:00:00-03:00,1767567600.0,other,no_exact_record,,,,,,,,0
2026-01-04T20:15:00-03:00,1767568500.0,other,no_exact_record,,,,,,,,0
2026-01-04T20:30:00-03:00,1767569400.0,other,no_exact_record,,,,,,,,0
2026-01-04T20:45:00-03:00,1767570300.0,other,no_exact_record,,,,,,,,0
2026-01-04T21:00:00-03:00,1767571200.0,other,no_exact_record,,,,,,,,0
2026-01-04T21:15:00-03:00,1767572100.0,other,no_exact_record,,,,,,,,0
2026-01-04T21:30:00-03:00,1767573000.0,other,no_exact_record,,,,,,,,0
2026-01-04T21:45:00-03:00,1767573900.0,other,no_exact_record,,,,,,,,0
2026-01-04T22:00:00-03:00,1767574800.0,other,no_exact_record,,,,,,,,0
2026-01-04T22:15:00-03:00,1767575700.0,other,no_exact_record,,,,,,,,0
2026-01-04T22:30:00-03:00,1767576600.0,other,no_exact_record,,,,,,,,0
2026-01-04T22:45:00-03:00,1767577500.0,other,no_exact_record,,,,,,,,0
2026-01-04T23:00:00-03:00,1767578400.0,other,no_exact_record,,,,,,,,0
2026-01-04T23:15:00-03:00,1767579300.0,other,no_exact_record,,,,,,,,0
2026-01-04T23:30:00-03:00,1767580200.0,other,no_exact_record,,,,,,,,0
2026-01-04T23:45:00-03:00,1767581100.0,other,no_exact_record,,,,,,,,0
2026-01-05T00:00:00-03:00,1767582000.0,other,no_exact_record,,,,,,,,0
2026-01-05T00:15:00-03:00,1767582900.0,other,no_exact_record,,,,,,,,0
2026-01-05T00:30:00-03:00,1767583800.0,other,no_exact_record,,,,,,,,0
2026-01-05T00:45:00-03:00,1767584700.0,other,no_exact_record,,,,,,,,0
2026-01-05T01:00:00-03:00,1767585600.0,other,no_exact_record,,,,,,,,0
2026-01-05T01:15:00-03:00,1767586500.0,other,no_exact_record,,,,,,,,0
2026-01-05T01:30:00-03:00,1767587400.0,other,no_exact_record,,,,,,,,0
2026-01-05T01:45:00-03:00,1767588300.0,other,no_exact_record,,,,,,,,0
2026-01-05T02:00:00-03:00,1767589200.0,other,no_exact_record,,,,,,,,0
2026-01-05T02:15:00-03:00,1767590100.0,other,no_exact_record,,,,,,,,0
2026-01-05T02:30:00-03:00,1767591000.0,other,no_exact_record,,,,,,,,0
2026-01-05T02:45:00-03:00,1767591900.0,other,no_exact_record,,,,,,,,0
2026-01-05T03:00:00-03:00,1767592800.0,other,no_exact_record,,,,,,,,0
2026-01-05T03:15:00-03:00,1767593700.0,other,no_exact_record,,,,,,,,0
2026-01-05T03:30:00-03:00,1767594600.0,other,no_exact_record,,,,,,,,0
2026-01-05T03:45:00-03:00,1767595500.0,other,no_exact_record,,,,,,,,0
2026-01-05T04:00:00-03:00,1767596400.0,other,no_exact_record,,,,,,,,0
2026-01-05T04:15:00-03:00,1767597300.0,other,no_exact_record,,,,,,,,0
2026-01-05T04:30:00-03:00,1767598200.0,other,no_exact_record,,,,,,,,0
2026-01-05T04:45:00-03:00,1767599100.0,other,no_exact_record,,,,,,,,0
2026-01-05T05:00:00-03:00,1767600000.0,other,no_exact_record,,,,,,,,0
2026-01-05T05:15:00-03:00,1767600900.0,other,no_exact_record,,,,,,,,0
2026-01-05T05:30:00-03:00,1767601800.0,other,no_exact_record,,,,,,,,0
2026-01-05T05:45:00-03:00,1767602700.0,other,no_exact_record,,,,,,,,0
2026-01-05T06:00:00-03:00,1767603600.0,other,no_exact_record,,,,,,,,0
2026-01-05T06:15:00-03:00,1767604500.0,other,no_exact_record,,,,,,,,0
2026-01-05T06:30:00-03:00,1767605400.0,other,no_exact_record,,,,,,,,0
2026-01-05T06:45:00-03:00,1767606300.0,other,no_exact_record,,,,,,,,0
2026-01-05T07:15:00-03:00,1767608100.0,other,no_exact_record,,,,,,,,0
2026-01-05T07:30:00-03:00,1767609000.0,other,no_exact_record,,,,,,,,0
2026-01-05T07:45:00-03:00,1767609900.0,other,no_exact_record,,,,,,,,0
2026-01-05T08:00:00-03:00,1767610800.0,other,no_exact_record,,,,,,,,0
2026-01-05T08:15:00-03:00,1767611700.0,other,no_exact_record,,,,,,,,0
2026-01-05T08:30:00-03:00,1767612600.0,other,no_exact_record,,,,,,,,0
2026-01-05T08:45:00-03:00,1767613500.0,other,no_exact_record,,,,,,,,0
2026-01-05T09:00:00-03:00,1767614400.0,other,no_exact_record,,,,,,,,0
2026-01-05T09:15:00-03:00,1767615300.0,other,no_exact_record,,,,,,,,0
2026-01-05T09:30:00-03:00,1767616200.0,other,no_exact_record,,,,,,,,0
2026-01-05T09:45:00-03:00,1767617100.0,other,no_exact_record,,,,,,,,0
2026-01-05T10:00:00-03:00,1767618000.0,other,no_exact_record,,,,,,,,0
2026-01-05T10:15:00-03:00,1767618900.0,other,no_exact_record,,,,,,,,0
2026-01-05T10:30:00-03:00,1767619800.0,other,no_exact_record,,,,,,,,0
2026-01-05T10:45:00-03:00,1767620700.0,other,no_exact_record,,,,,,,,0
2026-01-05T11:00:00-03:00,1767621600.0,other,no_exact_record,,,,,,,,0
2026-01-05T11:15:00-03:00,1767622500.0,other,no_exact_record,,,,,,,,0
2026-01-05T11:30:00-03:00,1767623400.0,other,no_exact_record,,,,,,,,0
2026-01-05T11:45:00-03:00,1767624300.0,other,no_exact_record,,,,,,,,0
2026-01-05T12:00:00-03:00,1767625200.0,other,no_exact_record,,,,,,,,0
2026-01-05T12:15:00-03:00,1767626100.0,other,no_exact_record,,,,,,,,0
2026-01-05T12:30:00-03:00,1767627000.0,other,no_exact_record,,,,,,,,0
2026-01-05T12:45:00-03:00,1767627900.0,other,no_exact_record,,,,,,,,0
2026-01-05T13:00:00-03:00,1767628800.0,other,no_exact_record,,,,,,,,0
2026-01-05T13:15:00-03:00,1767629700.0,other,no_exact_record,,,,,,,,0
2026-01-05T13:30:00-03:00,1767630600.0,other,no_exact_record,,,,,,,,0
2026-01-05T13:45:00-03:00,1767631500.0,other,no_exact_record,,,,,,,,0
2026-01-05T14:00:00-03:00,1767632400.0,other,no_exact_record,,,,,,,,0
2026-01-05T14:15:00-03:00,1767633300.0,other,no_exact_record,,,,,,,,0
2026-01-05T14:30:00-03:00,1767634200.0,other,no_exact_record,,,,,,,,0
2026-01-05T14:45:00-03:00,1767635100.0,other,no_exact_record,,,,,,,,0
2026-01-05T15:00:00-03:00,1767636000.0,other,no_exact_record,,,,,,,,0
2026-01-05T15:15:00-03:00,1767636900.0,other,no_exact_record,,,,,,,,0
2026-01-05T15:30:00-03:00,1767637800.0,other,no_exact_record,,,,,,,,0
2026-01-05T15:45:00-03:00,1767638700.0,other,no_exact_record,,,,,,,,0
2026-01-05T16:00:00-03:00,1767639600.0,other,no_exact_record,,,,,,,,0
2026-01-05T16:15:00-03:00,1767640500.0,other,no_exact_record,,,,,,,,0
2026-01-05T16:30:00-03:00,1767641400.0,other,no_exact_record,,,,,,,,0
2026-01-05T16:45:00-03:00,1767642300.0,other,no_exact_record,,,,,,,,0
2026-01-05T17:15:00-03:00,1767644100.0,other,no_exact_record,,,,,,,,0
2026-01-05T17:30:00-03:00,1767645000.0,other,no_exact_record,,,,,,,,0
2026-01-05T17:45:00-03:00,1767645900.0,other,no_exact_record,,,,,,,,0
2026-01-05T18:00:00-03:00,1767646800.0,other,no_exact_record,,,,,,,,0
2026-01-05T18:15:00-03:00,1767647700.0,other,no_exact_record,,,,,,,,0
2026-01-05T18:30:00-03:00,1767648600.0,other,no_exact_record,,,,,,,,0
2026-01-05T18:45:00-03:00,1767649500.0,other,no_exact_record,,,,,,,,0
2026-01-05T19:00:00-03:00,1767650400.0,other,no_exact_record,,,,,,,,0
2026-01-05T19:15:00-03:00,1767651300.0,other,no_exact_record,,,,,,,,0
2026-01-05T19:30:00-03:00,1767652200.0,other,no_exact_record,,,,,,,,0
2026-01-05T19:45:00-03:00,1767653100.0,other,no_exact_record,,,,,,,,0
2026-01-05T20:00:00-03:00,1767654000.0,other,no_exact_record,,,,,,,,0
2026-01-05T20:15:00-03:00,1767654900.0,other,no_exact_record,,,,,,,,0
2026-01-05T20:30:00-03:00,1767655800.0,other,no_exact_record,,,,,,,,0
2026-01-05T20:45:00-03:00,1767656700.0,other,no_exact_record,,,,,,,,0
2026-01-05T21:00:00-03:00,1767657600.0,other,no_exact_record,,,,,,,,0
2026-01-05T21:15:00-03:00,1767658500.0,other,no_exact_record,,,,,,,,0
2026-01-05T21:30:00-03:00,1767659400.0,other,no_exact_record,,,,,,,,0
2026-01-05T21:45:00-03:00,1767660300.0,other,no_exact_record,,,,,,,,0
2026-01-05T22:00:00-03:00,1767661200.0,other,no_exact_record,,,,,,,,0
2026-01-05T22:15:00-03:00,1767662100.0,other,no_exact_record,,,,,,,,0
2026-01-05T22:30:00-03:00,1767663000.0,other,no_exact_record,,,,,,,,0
2026-01-05T22:45:00-03:00,1767663900.0,other,no_exact_record,,,,,,,,0
2026-01-05T23:00:00-03:00,1767664800.0,other,no_exact_record,,,,,,,,0
2026-01-05T23:15:00-03:00,1767665700.0,other,no_exact_record,,,,,,,,0
2026-01-05T23:30:00-03:00,1767666600.0,other,no_exact_record,,,,,,,,0
2026-01-05T23:45:00-03:00,1767667500.0,other,no_exact_record,,,,,,,,0
2026-01-06T00:00:00-03:00,1767668400.0,other,no_exact_record,,,,,,,,0
2026-01-06T00:15:00-03:00,1767669300.0,other,no_exact_record,,,,,,,,0
2026-01-06T00:30:00-03:00,1767670200.0,other,no_exact_record,,,,,,,,0
2026-01-06T00:45:00-03:00,1767671100.0,other,no_exact_record,,,,,,,,0
2026-01-06T01:00:00-03:00,1767672000.0,other,no_exact_record,,,,,,,,0
2026-01-06T01:15:00-03:00,1767672900.0,other,no_exact_record,,,,,,,,0
2026-01-06T01:30:00-03:00,1767673800.0,other,no_exact_record,,,,,,,,0
2026-01-06T01:45:00-03:00,1767674700.0,other,no_exact_record,,,,,,,,0
2026-01-06T02:00:00-03:00,1767675600.0,other,no_exact_record,,,,,,,,0
2026-01-06T02:15:00-03:00,1767676500.0,other,no_exact_record,,,,,,,,0
2026-01-06T02:30:00-03:00,1767677400.0,other,no_exact_record,,,,,,,,0
2026-01-06T02:45:00-03:00,1767678300.0,other,no_exact_record,,,,,,,,0
2026-01-06T03:00:00-03:00,1767679200.0,other,no_exact_record,,,,,,,,0
2026-01-06T03:15:00-03:00,1767680100.0,other,no_exact_record,,,,,,,,0
2026-01-06T03:30:00-03:00,1767681000.0,other,no_exact_record,,,,,,,,0
2026-01-06T03:45:00-03:00,1767681900.0,other,no_exact_record,,,,,,,,0
2026-01-06T04:00:00-03:00,1767682800.0,other,no_exact_record,,,,,,,,0
2026-01-06T04:15:00-03:00,1767683700.0,other,no_exact_record,,,,,,,,0
2026-01-06T04:30:00-03:00,1767684600.0,other,no_exact_record,,,,,,,,0
2026-01-06T04:45:00-03:00,1767685500.0,other,no_exact_record,,,,,,,,0
2026-01-06T05:00:00-03:00,1767686400.0,other,no_exact_record,,,,,,,,0
2026-01-06T05:15:00-03:00,1767687300.0,other,no_exact_record,,,,,,,,0
2026-01-06T05:30:00-03:00,1767688200.0,other,no_exact_record,,,,,,,,0
2026-01-06T05:45:00-03:00,1767689100.0,other,no_exact_record,,,,,,,,0
2026-01-06T06:00:00-03:00,1767690000.0,other,no_exact_record,,,,,,,,0
2026-01-06T06:15:00-03:00,1767690900.0,other,no_exact_record,,,,,,,,0
2026-01-06T06:30:00-03:00,1767691800.0,other,no_exact_record,,,,,,,,0
2026-01-06T06:45:00-03:00,1767692700.0,other,no_exact_record,,,,,,,,0
2026-01-06T07:15:00-03:00,1767694500.0,other,no_exact_record,,,,,,,,0
2026-01-06T07:30:00-03:00,1767695400.0,other,no_exact_record,,,,,,,,0
2026-01-06T07:45:00-03:00,1767696300.0,other,no_exact_record,,,,,,,,0
2026-01-06T08:00:00-03:00,1767697200.0,other,no_exact_record,,,,,,,,0
2026-01-06T08:15:00-03:00,1767698100.0,other,no_exact_record,,,,,,,,0
2026-01-06T08:30:00-03:00,1767699000.0,other,no_exact_record,,,,,,,,0
2026-01-06T08:45:00-03:00,1767699900.0,other,no_exact_record,,,,,,,,0
2026-01-06T09:00:00-03:00,1767700800.0,other,no_exact_record,,,,,,,,0
2026-01-06T09:15:00-03:00,1767701700.0,other,no_exact_record,,,,,,,,0
2026-01-06T09:30:00-03:00,1767702600.0,other,no_exact_record,,,,,,,,0
2026-01-06T09:45:00-03:00,1767703500.0,other,no_exact_record,,,,,,,,0
2026-01-06T10:00:00-03:00,1767704400.0,other,no_exact_record,,,,,,,,0
2026-01-06T10:15:00-03:00,1767705300.0,other,no_exact_record,,,,,,,,0
2026-01-06T10:30:00-03:00,1767706200.0,other,no_exact_record,,,,,,,,0
2026-01-06T10:45:00-03:00,1767707100.0,other,no_exact_record,,,,,,,,0
2026-01-06T11:00:00-03:00,1767708000.0,other,no_exact_record,,,,,,,,0
2026-01-06T11:15:00-03:00,1767708900.0,other,no_exact_record,,,,,,,,0
2026-01-06T11:30:00-03:00,1767709800.0,other,no_exact_record,,,,,,,,0
2026-01-06T11:45:00-03:00,1767710700.0,other,no_exact_record,,,,,,,,0
2026-01-06T12:00:00-03:00,1767711600.0,other,no_exact_record,,,,,,,,0
2026-01-06T12:15:00-03:00,1767712500.0,other,no_exact_record,,,,,,,,0
2026-01-06T12:30:00-03:00,1767713400.0,other,no_exact_record,,,,,,,,0
2026-01-06T12:45:00-03:00,1767714300.0,other,no_exact_record,,,,,,,,0
2026-01-06T13:00:00-03:00,1767715200.0,other,no_exact_record,,,,,,,,0
2026-01-06T13:15:00-03:00,1767716100.0,other,no_exact_record,,,,,,,,0
2026-01-06T13:30:00-03:00,1767717000.0,other,no_exact_record,,,,,,,,0
2026-01-06T13:45:00-03:00,1767717900.0,other,no_exact_record,,,,,,,,0
2026-01-06T14:00:00-03:00,1767718800.0,other,no_exact_record,,,,,,,,0
2026-01-06T14:15:00-03:00,1767719700.0,other,no_exact_record,,,,,,,,0
2026-01-06T14:30:00-03:00,1767720600.0,other,no_exact_record,,,,,,,,0
2026-01-06T14:45:00-03:00,1767721500.0,other,no_exact_record,,,,,,,,0
2026-01-06T15:00:00-03:00,1767722400.0,other,no_exact_record,,,,,,,,0
2026-01-06T15:15:00-03:00,1767723300.0,other,no_exact_record,,,,,,,,0
2026-01-06T15:30:00-03:00,1767724200.0,other,no_exact_record,,,,,,,,0
2026-01-06T15:45:00-03:00,1767725100.0,other,no_exact_record,,,,,,,,0
2026-01-06T16:00:00-03:00,1767726000.0,other,no_exact_record,,,,,,,,0
2026-01-06T16:15:00-03:00,1767726900.0,other,no_exact_record,,,,,,,,0
2026-01-06T16:30:00-03:00,1767727800.0,other,no_exact_record,,,,,,,,0
2026-01-06T16:45:00-03:00,1767728700.0,other,no_exact_record,,,,,,,,0
2026-01-06T17:15:00-03:00,1767730500.0,other,no_exact_record,,,,,,,,0
2026-01-06T17:30:00-03:00,1767731400.0,other,no_exact_record,,,,,,,,0
2026-01-06T17:45:00-03:00,1767732300.0,other,no_exact_record,,,,,,,,0
2026-01-06T18:00:00-03:00,1767733200.0,other,no_exact_record,,,,,,,,0
2026-01-06T18:15:00-03:00,1767734100.0,other,no_exact_record,,,,,,,,0
2026-01-06T18:30:00-03:00,1767735000.0,other,no_exact_record,,,,,,,,0
2026-01-06T18:45:00-03:00,1767735900.0,other,no_exact_record,,,,,,,,0
2026-01-06T19:00:00-03:00,1767736800.0,other,no_exact_record,,,,,,,,0
2026-01-06T19:15:00-03:00,1767737700.0,other,no_exact_record,,,,,,,,0
2026-01-06T19:30:00-03:00,1767738600.0,other,no_exact_record,,,,,,,,0
2026-01-06T19:45:00-03:00,1767739500.0,other,no_exact_record,,,,,,,,0
2026-01-06T20:00:00-03:00,1767740400.0,other,no_exact_record,,,,,,,,0
2026-01-06T20:15:00-03:00,1767741300.0,other,no_exact_record,,,,,,,,0
2026-01-06T20:30:00-03:00,1767742200.0,other,no_exact_record,,,,,,,,0
2026-01-06T20:45:00-03:00,1767743100.0,other,no_exact_record,,,,,,,,0
2026-01-06T21:00:00-03:00,1767744000.0,other,no_exact_record,,,,,,,,0
2026-01-06T21:15:00-03:00,1767744900.0,other,no_exact_record,,,,,,,,0
2026-01-06T21:30:00-03:00,1767745800.0,other,no_exact_record,,,,,,,,0
2026-01-06T21:45:00-03:00,1767746700.0,other,no_exact_record,,,,,,,,0
2026-01-06T22:00:00-03:00,1767747600.0,other,no_exact_record,,,,,,,,0
2026-01-06T22:15:00-03:00,1767748500.0,other,no_exact_record,,,,,,,,0
2026-01-06T22:30:00-03:00,1767749400.0,other,no_exact_record,,,,,,,,0
2026-01-06T22:45:00-03:00,1767750300.0,other,no_exact_record,,,,,,,,0
2026-01-06T23:00:00-03:00,1767751200.0,other,no_exact_record,,,,,,,,0
2026-01-06T23:15:00-03:00,1767752100.0,other,no_exact_record,,,,,,,,0
2026-01-06T23:30:00-03:00,1767753000.0,other,no_exact_record,,,,,,,,0
2026-01-06T23:45:00-03:00,1767753900.0,other,no_exact_record,,,,,,,,0
2026-01-07T00:00:00-03:00,1767754800.0,other,no_exact_record,,,,,,,,0
2026-01-07T00:15:00-03:00,1767755700.0,other,no_exact_record,,,,,,,,0
2026-01-07T00:30:00-03:00,1767756600.0,other,no_exact_record,,,,,,,,0
2026-01-07T00:45:00-03:00,1767757500.0,other,no_exact_record,,,,,,,,0
2026-01-07T01:00:00-03:00,1767758400.0,other,no_exact_record,,,,,,,,0
2026-01-07T01:15:00-03:00,1767759300.0,other,no_exact_record,,,,,,,,0
2026-01-07T01:30:00-03:00,1767760200.0,other,no_exact_record,,,,,,,,0
