source_at,affected_target_pairs,affected_origins,reasons,classification,level_approved_m,source_path,record_start_line
2026-07-07T08:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T09:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T09:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T10:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T10:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T11:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T11:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T12:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T12:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T13:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T13:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T14:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T14:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T15:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T15:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T16:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T16:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T17:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T18:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T18:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T19:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T19:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T20:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T20:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T21:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T21:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T22:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T22:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-07T23:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-07T23:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T00:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T00:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T01:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T01:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T02:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T02:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T03:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T03:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T04:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T04:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T05:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T05:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T06:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T06:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T07:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T08:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T08:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T09:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T09:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T10:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T10:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T11:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T11:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T12:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T12:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T13:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T13:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T14:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T14:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T15:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T15:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T16:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T16:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T17:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T18:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T18:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T19:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T19:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T20:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T20:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T21:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T21:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T22:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T22:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-08T23:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-08T23:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T00:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-09T00:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T01:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-09T01:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T02:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-09T02:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T03:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-09T03:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T04:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-09T04:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T05:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-09T05:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T06:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-09T06:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T07:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T08:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-09T08:30:00-03:00,9,1,known_base_missing,no_exact_record,,,
2026-07-09T09:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-09T09:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126935
2026-07-09T10:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126899
2026-07-09T10:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126863
2026-07-09T11:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126827
2026-07-09T11:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126791
2026-07-09T12:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126755
2026-07-09T12:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126719
2026-07-09T13:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126683
2026-07-09T13:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126647
2026-07-09T14:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126611
2026-07-09T14:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126575
2026-07-09T15:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126539
2026-07-09T15:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126503
2026-07-09T16:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126467
2026-07-09T16:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126431
2026-07-09T17:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126359
2026-07-09T18:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126323
2026-07-09T18:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126287
2026-07-09T19:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126251
2026-07-09T19:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126215
2026-07-09T20:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126179
2026-07-09T20:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126143
2026-07-09T21:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126107
2026-07-09T21:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126071
2026-07-09T22:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,126035
2026-07-09T22:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125999
2026-07-09T23:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125963
2026-07-09T23:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125927
2026-07-10T00:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125891
2026-07-10T00:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125855
2026-07-10T01:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125819
2026-07-10T01:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125783
2026-07-10T02:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125747
2026-07-10T02:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125711
2026-07-10T03:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125675
2026-07-10T03:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125639
2026-07-10T04:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125603
2026-07-10T04:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125567
2026-07-10T05:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125531
2026-07-10T05:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125495
2026-07-10T06:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125459
2026-07-10T06:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125423
2026-07-10T07:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125351
2026-07-10T08:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125315
2026-07-10T08:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125279
2026-07-10T09:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125243
2026-07-10T09:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125207
2026-07-10T10:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125171
2026-07-10T10:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125135
2026-07-10T11:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125099
2026-07-10T11:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125063
2026-07-10T12:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,125027
2026-07-10T12:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,124991
2026-07-10T13:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,124955
2026-07-10T13:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,124919
2026-07-10T14:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,124883
2026-07-10T14:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,124847
2026-07-10T15:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,124811
2026-07-10T15:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,124775
2026-07-10T16:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,124739
2026-07-10T16:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,124703
2026-07-15T18:00:00-03:00,100,9,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-15T19:00:00-03:00,112,10,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-15T20:00:00-03:00,124,11,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-15T21:00:00-03:00,136,12,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-15T22:00:00-03:00,148,13,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-15T23:00:00-03:00,160,14,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-16T00:00:00-03:00,168,15,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-16T01:00:00-03:00,175,16,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-16T02:00:00-03:00,187,17,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-16T03:00:00-03:00,199,18,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-16T04:00:00-03:00,211,19,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-16T05:00:00-03:00,223,20,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-16T06:00:00-03:00,235,21,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-16T08:00:00-03:00,255,23,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-16T09:00:00-03:00,262,24,anchor_history_missing|forecast_history_missing,no_exact_record,,,
2026-07-23T11:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,5.156000000000001,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103823
2026-07-23T11:30:00-03:00,9,1,known_base_missing,q_empty,5.124,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103787
2026-07-23T12:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,5.087,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103751
2026-07-23T12:30:00-03:00,9,1,known_base_missing,q_empty,5.045,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103715
2026-07-23T13:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,5.007,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103679
2026-07-23T13:30:00-03:00,9,1,known_base_missing,q_empty,4.985,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103643
2026-07-23T14:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,4.962,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103607
2026-07-23T14:30:00-03:00,9,1,known_base_missing,q_empty,4.939,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103571
2026-07-23T15:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,4.918,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103535
2026-07-23T15:30:00-03:00,9,1,known_base_missing,q_empty,4.893,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103499
2026-07-23T16:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,4.845,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103463
2026-07-23T16:30:00-03:00,9,1,known_base_missing,q_empty,4.805,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103427
2026-07-23T17:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,4.773,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103391
2026-07-23T17:30:00-03:00,9,1,known_base_missing,q_empty,4.732,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103355
2026-07-23T18:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,4.7010000000000005,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103319
2026-07-23T18:30:00-03:00,9,1,known_base_missing,q_empty,4.6739999999999995,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103283
2026-07-23T19:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,4.648,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,103247
2026-08-14T13:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,65663
2026-08-14T13:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,65627
2026-08-14T14:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,65591
2026-08-14T14:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,65555
2026-08-14T15:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,65519
2026-08-14T15:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,65483
2026-08-14T16:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,65447
2026-08-14T16:30:00-03:00,9,1,known_base_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,65411
2026-08-14T17:00:00-03:00,269,25,anchor_history_missing|forecast_history_missing,q_empty,,outputs/mucum-propagacao-2026-09-21/raw/ana-86500000.xml,65375
