tau_hours,family,horizon_h,group_kind,group,subset,scheduled_rows,observed_n,paired_n,failures,hits,hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
6,julho_levels,2,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,0.7795538301379388,0.7795538301379388,0.7795538301379388,0.7795538301379388
6,julho_levels,3,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,34,0.9714285714285714,0.15437150160885668,2.583488430342332e-05,0.35848097870128887,0.5074117616746747
6,julho_levels,3,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,65,0.48872180451127817,0.6110070502687598,0.28288053357347454,1.9282595527184252,2.769956886268055
6,julho_levels,3,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,39,0.7959183673469388,0.33430631868217875,0.22662015543823727,0.6738408678439319,0.7547322603823936
6,julho_levels,3,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,17,0.9444444444444444,0.2414350569342577,-0.13856196400885587,0.5603642749656468,0.5943698399470323
6,julho_levels,3,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,3,trend,falling,all,850,843,842,1,690,0.8194774346793349,0.2811485465578328,0.13966078924686115,0.953508646167266,1.219249604539435
6,julho_levels,3,trend,falling,level_ge_7m,106,106,105,1,70,0.6666666666666666,0.3928434030446272,0.3568674321416293,0.9986268527808089,1.1349892961388157
6,julho_levels,3,trend,rising,all,456,455,455,0,369,0.810989010989011,0.30947318974429505,-0.14945969177572732,1.23670543088252,2.769956886268055
6,julho_levels,3,trend,rising,level_ge_7m,96,96,96,0,57,0.59375,0.5712835514014724,-0.004753967728538995,2.159968978118686,2.769956886268055
6,julho_levels,3,trend,stable,all,627,626,626,0,571,0.9121405750798722,0.20084216124760024,-0.03598110365236728,0.946643956890076,1.3012497749131193
6,julho_levels,3,trend,stable,level_ge_7m,33,33,33,0,28,0.8484848484848485,0.32168986831645463,0.25858639405992084,1.0883748610931305,1.0924822476350684
6,julho_levels,3,trend,unknown,all,32,18,9,9,6,0.6666666666666666,0.4332930658211136,0.19651165439883214,0.8060872257001065,0.8289158451423695
6,julho_levels,3,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,0.6862369736282261,0.6862369736282261,0.6862369736282261,0.6862369736282261
6,julho_levels,4,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,35,1.0,0.18446425750077422,-0.0023125048037938864,0.4591505757337843,0.4686447484964482
6,julho_levels,4,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,60,0.45112781954887216,0.7599454684402441,0.3276684795356005,2.3033474753920298,3.146640556692857
6,julho_levels,4,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,27,0.5510204081632653,0.40663835341508214,0.28085450633262565,0.7922395372757985,0.8087228902134624
6,julho_levels,4,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,16,0.8888888888888888,0.27684600592007025,-0.15327844342057434,0.5413229388464115,0.5460260571935551
6,julho_levels,4,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,4,trend,falling,all,849,840,839,1,653,0.7783075089392133,0.3180881108651819,0.12607560443215257,1.10812059296958,1.4096883827579556
6,julho_levels,4,trend,falling,level_ge_7m,103,103,102,1,65,0.6372549019607843,0.4727766080884317,0.42993468226103604,1.2221448679931397,1.3740426100788525
6,julho_levels,4,trend,rising,all,456,455,455,0,360,0.7912087912087912,0.3392851499771833,-0.14116113595937005,1.5460143655638874,3.146640556692857
6,julho_levels,4,trend,rising,level_ge_7m,99,99,99,0,49,0.494949494949495,0.6992050697822098,-7.752602189009696e-05,2.6373010096971665,3.146640556692857
6,julho_levels,4,trend,stable,all,627,627,627,0,551,0.8787878787878788,0.24519797567591686,-0.007676125751304457,1.1428941711068785,1.620245806102604
6,julho_levels,4,trend,stable,level_ge_7m,33,33,33,0,24,0.7272727272727273,0.43443286041588863,0.30301403068409394,1.4419269934432883,1.620245806102604
6,julho_levels,4,trend,unknown,all,32,19,9,10,5,0.5555555555555556,0.35387560173081645,0.12676608876555545,0.8277722493267479,0.8603567898086539
6,julho_levels,4,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,0.656703411796741,0.656703411796741,0.656703411796741,0.656703411796741
6,julho_levels,5,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,35,1.0,0.21052192023124985,-0.00913131991315641,0.45299642339376917,0.4797322979840146
6,julho_levels,5,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,54,0.40601503759398494,0.9076834128487955,0.34833064262903246,2.839838902201719,3.210054029360098
6,julho_levels,5,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,25,0.5102040816326531,0.46246009615390754,0.3300773314403214,0.8834662980265298,0.9173765210466271
6,julho_levels,5,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,17,0.9444444444444444,0.28573241122133375,-0.146051435377561,0.5527999864848061,0.5877977702668735
6,julho_levels,5,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,5,trend,falling,all,848,839,838,1,624,0.7446300715990454,0.3450878420879977,0.09983758991095332,1.2774824184233535,1.5994191166879679
6,julho_levels,5,trend,falling,level_ge_7m,101,101,100,1,57,0.57,0.5543973349816185,0.4669677734514601,1.4480408486475096,1.5994191166879679
6,julho_levels,5,trend,rising,all,456,455,455,0,367,0.8065934065934066,0.36422505795160914,-0.1291517234563337,1.8602701868056017,3.210054029360098
6,julho_levels,5,trend,rising,level_ge_7m,102,102,102,0,52,0.5098039215686274,0.806652094900324,0.004644961084813957,2.8475548125881422,3.210054029360098
6,julho_levels,5,trend,stable,all,627,626,626,0,522,0.8338658146964856,0.29082770672624025,0.034742086831289175,1.314043313381779,2.4751480097585237
6,julho_levels,5,trend,stable,level_ge_7m,32,32,32,0,22,0.6875,0.5454491058273172,0.3644190198326088,1.8841817015851072,2.4751480097585237
6,julho_levels,5,trend,unknown,all,32,20,9,11,6,0.6666666666666666,0.3856928832478898,-0.003426342588710687,0.6931425714225943,0.7212706660399704
6,julho_levels,5,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,0.7212706660399704,0.7212706660399704,0.7212706660399704,0.7212706660399704
6,julho_levels,6,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,35,1.0,0.23141226499480091,-0.018379641500752164,0.4495258192607796,0.44963100957772184
6,julho_levels,6,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,42,0.3157894736842105,1.0525693860218417,0.4061765429727299,3.305735699655333,4.190778631942209
6,julho_levels,6,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,23,0.46938775510204084,0.5041258728510406,0.3730583369470898,0.9671096159784646,1.000946493904964
6,julho_levels,6,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,15,0.8333333333333334,0.29456301827653103,-0.13338409738742207,0.6265853775071659,0.6692817774562148
6,julho_levels,6,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,6,trend,falling,all,847,838,837,1,602,0.7192353643966547,0.3740884529102087,0.07050012614729236,1.3973612929330443,2.5864945747013266
6,julho_levels,6,trend,falling,level_ge_7m,98,98,97,1,50,0.5154639175257731,0.6433980493869029,0.486127433547483,1.6917030084864007,2.5864945747013266
6,julho_levels,6,trend,rising,all,456,455,455,0,368,0.8087912087912088,0.38888169119574906,-0.10221162103658472,2.160025940725111,4.190778631942209
6,julho_levels,6,trend,rising,level_ge_7m,105,105,105,0,44,0.41904761904761906,0.9040838389008845,0.07170926009139007,3.523126873334459,4.190778631942209
6,julho_levels,6,trend,stable,all,627,625,625,0,482,0.7712,0.3326025328464447,0.08307473836798461,1.3729711278439867,2.9373530427956407
6,julho_levels,6,trend,stable,level_ge_7m,32,32,32,0,21,0.65625,0.6205691429025607,0.42732721531817464,2.174303479568192,2.9373530427956407
6,julho_levels,6,trend,unknown,all,32,21,9,12,6,0.6666666666666666,0.3658059546164498,-0.09994656403178048,0.8669446125926626,0.8988332663971725
6,julho_levels,6,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,0.8988332663971725,0.8988332663971725,0.8988332663971725,0.8988332663971725
6,julho_levels,7,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,34,0.9714285714285714,0.24743995841162847,-0.032861965641909054,0.49354834927937236,0.5062743907755074
6,julho_levels,7,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,34,0.2556390977443609,1.1794072730123555,0.4235494987678945,3.480019267121343,4.913469515100857
6,julho_levels,7,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,24,0.4897959183673469,0.54311597888767,0.40942561698886376,1.0325948355977166,1.0461711073311548
6,julho_levels,7,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,16,0.8888888888888888,0.28236881472079106,-0.10656852192811522,0.7245842144571432,0.7663716466815753
6,julho_levels,7,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,7,trend,falling,all,846,838,837,1,581,0.6941457586618877,0.40653914084684545,0.04505396867922721,1.3417481263021065,3.480506097726897
6,julho_levels,7,trend,falling,level_ge_7m,94,94,93,1,45,0.4838709677419355,0.7274820491503983,0.5092821842920123,2.839852605918164,3.480506097726897
6,julho_levels,7,trend,rising,all,456,455,455,0,357,0.7846153846153846,0.4146352928580963,-0.08301368475938638,2.428339495290345,4.913469515100857
6,julho_levels,7,trend,rising,level_ge_7m,109,109,109,0,43,0.3944954128440367,0.9678686202562385,0.09592958593797737,3.4395896553685206,4.913469515100857
6,julho_levels,7,trend,stable,all,627,623,623,0,459,0.7367576243980738,0.37398260137661615,0.12855157051077928,1.5020824410830438,3.084142211654555
6,julho_levels,7,trend,stable,level_ge_7m,32,32,32,0,20,0.625,0.7169937187274764,0.44957468945908285,2.309054518846492,3.084142211654555
6,julho_levels,7,trend,unknown,all,32,22,9,13,6,0.6666666666666666,0.48695783379202773,-0.11827469345564016,1.056520394758503,1.1195783073240726
6,julho_levels,7,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,1.1195783073240726,1.1195783073240726,1.1195783073240726,1.1195783073240726
6,julho_levels,8,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,28,0.8,0.2703020917931666,-0.052210817044937914,0.5813757921638173,0.5874964667146774
6,julho_levels,8,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,30,0.22556390977443608,1.3087753484034879,0.42025276354977514,4.196621987193001,5.290344913970436
6,julho_levels,8,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,22,0.4489795918367347,0.5680355707118414,0.43674441553251697,1.0960473418043115,1.125597690206492
6,julho_levels,8,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,15,0.8333333333333334,0.29249487019600806,-0.08174358783478278,0.7854151744342293,0.8188976901754446
6,julho_levels,8,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,8,trend,falling,all,845,837,836,1,534,0.638755980861244,0.4399753011326757,0.02716983491412849,1.3507206571611723,4.128088884426527
6,julho_levels,8,trend,falling,level_ge_7m,89,89,88,1,38,0.4318181818181818,0.8112403947478721,0.5423507314929978,3.571146719053715,4.128088884426527
6,julho_levels,8,trend,rising,all,456,455,455,0,349,0.7670329670329671,0.4440285622294326,-0.0636991562122604,2.4601083405129103,5.290344913970436
6,julho_levels,8,trend,rising,level_ge_7m,112,112,112,0,40,0.35714285714285715,1.0426088141751353,0.10707084117147314,4.232255405638046,5.290344913970436
6,julho_levels,8,trend,stable,all,627,622,622,0,437,0.702572347266881,0.4112354741256223,0.16261761339917039,1.6905478888689185,3.076252751572131
6,julho_levels,8,trend,stable,level_ge_7m,34,34,34,0,17,0.5,0.8003806091871644,0.3830726356465926,2.743760458826556,3.076252751572131
6,julho_levels,8,trend,unknown,all,32,23,9,14,4,0.4444444444444444,0.5564587150671875,-0.08153310521419004,1.167993397592686,1.2520625410415747
6,julho_levels,8,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,1.2520625410415747,1.2520625410415747,1.2520625410415747,1.2520625410415747
6,julho_levels,9,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,28,0.8,0.299540552348241,-0.07900915432048168,0.7305156188739994,0.9638171092146628
6,julho_levels,9,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,27,0.20300751879699247,1.4869425254685733,0.34528512433798914,5.306803991178308,6.286673602768847
6,julho_levels,9,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,23,0.46938775510204084,0.5791052058404951,0.4433929224595092,1.1592464183138842,1.1864113121110567
6,julho_levels,9,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,14,0.7777777777777778,0.33789070857304543,-0.0529511989537438,0.907954561543123,0.913769535525228
6,julho_levels,9,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,9,trend,falling,all,844,836,835,1,509,0.6095808383233533,0.4744959724033345,0.01679743620118022,1.4966032481447626,4.609121552424511
6,julho_levels,9,trend,falling,level_ge_7m,85,85,84,1,33,0.39285714285714285,0.8829826240323003,0.576888326758907,3.9316076334532895,4.609121552424511
6,julho_levels,9,trend,rising,all,456,454,454,0,343,0.7555066079295154,0.49032988274421163,-0.057885385526911505,2.7999044725363245,6.286673602768847
6,julho_levels,9,trend,rising,level_ge_7m,115,115,115,0,42,0.3652173913043478,1.1654310743633345,0.041528489233599225,5.642370528265717,6.286673602768847
6,julho_levels,9,trend,stable,all,627,622,622,0,425,0.6832797427652733,0.44320153433928505,0.18149567424015092,1.7264675280709707,3.6917755331820246
6,julho_levels,9,trend,stable,level_ge_7m,35,35,35,0,17,0.4857142857142857,0.9446089453235081,0.2642086012081128,3.252985268820772,3.6917755331820246
6,julho_levels,9,trend,unknown,all,32,24,9,15,4,0.4444444444444444,0.6069984480893214,-0.014115363587807591,1.3593018132475336,1.4490360031882155
6,julho_levels,9,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,1.4490360031882155,1.4490360031882155,1.4490360031882155,1.4490360031882155
6,julho_levels,10,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,28,0.8,0.32101729790959194,-0.11701890941132242,1.0221449335655555,1.1084769121311764
6,julho_levels,10,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,23,0.17293233082706766,1.6375025381959551,0.29897486340932455,6.153828647062534,7.189303791286582
6,julho_levels,10,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,23,0.46938775510204084,0.6128578393547427,0.43686645680873726,1.2102729590383259,1.249529864987574
6,julho_levels,10,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,14,0.7777777777777778,0.3968894855324162,-0.05111150506796536,1.09260138831839,1.1361928278073368
6,julho_levels,10,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,10,trend,falling,all,843,835,834,1,482,0.5779376498800959,0.5077398617456812,0.014055041490289402,1.6286547008927483,5.106731355608688
6,julho_levels,10,trend,falling,level_ge_7m,83,83,82,1,30,0.36585365853658536,0.940886063517353,0.5835049232122298,4.141789123131776,5.106731355608688
6,julho_levels,10,trend,rising,all,456,453,453,0,332,0.7328918322295805,0.5284942626192548,-0.03339227789518781,2.931470762728497,7.189303791286582
6,julho_levels,10,trend,rising,level_ge_7m,117,117,117,0,44,0.37606837606837606,1.2560431359416033,0.03105518594110331,6.639418119535203,7.189303791286582
6,julho_levels,10,trend,stable,all,627,622,622,0,423,0.680064308681672,0.4688903871175974,0.18093624727368476,1.7591229901070358,4.473982040224118
6,julho_levels,10,trend,stable,level_ge_7m,35,35,35,0,14,0.4,1.1553551557522441,0.08637801508549028,4.066521353625828,4.473982040224118
6,julho_levels,10,trend,unknown,all,32,25,9,16,4,0.4444444444444444,0.6638165255165587,0.06833790444642994,1.5623403994344085,1.6503533099445367
6,julho_levels,10,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,1.6503533099445367,1.6503533099445367,1.6503533099445367,1.6503533099445367
6,julho_levels,11,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,28,0.8,0.3380301573431745,-0.15670239767686622,1.027395576171132,1.1423160980789797
6,julho_levels,11,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,23,0.17293233082706766,1.8073078813268963,0.23859155659585843,6.723852673585958,8.086268435347241
6,julho_levels,11,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,21,0.42857142857142855,0.6482328869683882,0.4171069243799844,1.2343014764917881,1.274134929974153
6,julho_levels,11,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,13,0.7222222222222222,0.4807098280623625,-0.07240885156132043,1.346343943696474,1.3749060223549057
6,julho_levels,11,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,11,trend,falling,all,843,834,833,1,475,0.5702280912364946,0.5321075966968956,0.013927543447561381,1.882895510454571,5.451894885317248
6,julho_levels,11,trend,falling,level_ge_7m,82,82,81,1,27,0.3333333333333333,1.0236305696979617,0.5511468723716236,4.330941382512551,5.451894885317248
6,julho_levels,11,trend,rising,all,456,452,452,0,322,0.7123893805309734,0.575629022804639,0.0035404112170073603,3.101641734339142,8.086268435347241
6,julho_levels,11,trend,rising,level_ge_7m,118,118,118,0,47,0.3983050847457627,1.3505598068935056,0.034259490816427915,7.2294582663831095,8.086268435347241
6,julho_levels,11,trend,stable,all,626,622,622,0,414,0.6655948553054662,0.4935694337320298,0.16443527816340375,1.9966760425268013,5.011100002572546
6,julho_levels,11,trend,stable,level_ge_7m,35,35,35,0,11,0.3142857142857143,1.3869673426664304,-0.1456498640323992,4.802989244127397,5.011100002572546
6,julho_levels,11,trend,unknown,all,32,26,9,17,3,0.3333333333333333,0.7218674803995525,0.1433246861587789,1.7137484261648919,1.7952017377682807
6,julho_levels,11,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,1.7952017377682807,1.7952017377682807,1.7952017377682807,1.7952017377682807
6,julho_levels,12,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,26,0.7428571428571429,0.3508081641839517,-0.200981446821867,1.0452234089143335,1.1401360555014595
6,julho_levels,12,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,18,0.13533834586466165,2.005603881190738,0.1610418631696972,7.398892983368636,9.038315647130192
6,julho_levels,12,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,17,0.3469387755102041,0.6944774035043071,0.3884574583072082,1.2265595117303125,1.243202839580574
6,julho_levels,12,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,10,0.5555555555555556,0.5620423033631003,-0.10083192870689055,1.495724505287371,1.5652579314131003
6,julho_levels,12,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
6,julho_levels,12,trend,falling,all,843,834,833,1,459,0.5510204081632653,0.5467395153739514,0.01105913195100683,1.8976291581505758,5.744059452108404
6,julho_levels,12,trend,falling,level_ge_7m,83,83,82,1,23,0.2804878048780488,1.1251913257414659,0.4705329538772144,4.506514493923486,5.744059452108404
6,julho_levels,12,trend,rising,all,456,451,451,0,303,0.6718403547671841,0.632987469535058,0.05845578051430158,3.2954224534490777,9.038315647130192
6,julho_levels,12,trend,rising,level_ge_7m,119,119,119,0,40,0.33613445378151263,1.4596691892637603,0.04450369738643119,7.860571847334439,9.038315647130192
6,julho_levels,12,trend,stable,all,625,621,621,0,394,0.6344605475040258,0.515819837023147,0.1374808287725611,2.2113346123408255,5.397027819743766
6,julho_levels,12,trend,stable,level_ge_7m,33,33,33,0,8,0.24242424242424243,1.6898713279930333,-0.41556558860238874,5.329452440924284,5.397027819743766
6,julho_levels,12,trend,unknown,all,32,27,9,18,3,0.3333333333333333,0.723717031748627,0.15158993996683165,1.4349783853979063,1.4376801200954965
6,julho_levels,12,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,1.4376801200954965,1.4376801200954965,1.4376801200954965,1.4376801200954965
2,reference,1,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,35,1.0,0.12249707337037774,-0.02281711328765993,0.32967354152388095,0.37597805036048815
2,reference,1,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,72,0.5413533834586466,0.533260991883742,0.37529325956741927,1.1608457439532613,1.4315772979691417
2,reference,1,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,38,0.7755102040816326,0.3077756355200343,0.26339515474063213,0.577398413304809,0.6012455411410027
2,reference,1,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,18,1.0,0.19806983590589702,-0.1933393855124957,0.4680521350565845,0.48916956806402023
2,reference,1,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
2,reference,1,trend,falling,all,850,846,845,1,762,0.901775147928994,0.21845281444024048,0.11049276349092528,1.0049992479944063,1.4366862682698178
2,reference,1,trend,falling,level_ge_7m,114,114,113,1,72,0.6371681415929203,0.4148462943794455,0.40736520561138406,1.0857679397208657,1.1227629075487666
2,reference,1,trend,rising,all,458,457,457,0,426,0.9321663019693655,0.2444817593910029,-0.12573300234846047,0.9248425705697688,1.4315772979691417
2,reference,1,trend,rising,level_ge_7m,87,87,87,0,64,0.735632183908046,0.3997931557189096,0.02696821309621087,1.1692791057656389,1.4315772979691417
2,reference,1,trend,stable,all,627,627,627,0,605,0.9649122807017544,0.17621900605309826,-0.0669114360676556,0.6802626837160417,1.1583144563783119
2,reference,1,trend,stable,level_ge_7m,34,34,34,0,27,0.7941176470588235,0.33031078149281495,0.2704701510263948,1.1545453339484255,1.1583144563783119
2,reference,1,trend,unknown,all,32,14,9,5,8,0.8888888888888888,0.35280457422270095,0.10552498256660615,0.8743828599243477,0.9671702921105414
2,reference,1,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,0.9671702921105414,0.9671702921105414,0.9671702921105414,0.9671702921105414
2,reference,2,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,35,1.0,0.18348518226045715,-0.04675562130433222,0.44798623478455174,0.4876040182941823
2,reference,2,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,50,0.37593984962406013,0.796918536368608,0.5359184116877114,1.6798811788730945,2.070312570131458
2,reference,2,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,29,0.5918367346938775,0.4494306983592353,0.3833917167826241,0.8077115549310174,0.8632355843372377
2,reference,2,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,15,0.8333333333333334,0.2813359623266443,-0.27639382413800606,0.6310145995252933,0.6551717538014827
2,reference,2,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
2,reference,2,trend,falling,all,850,844,843,1,701,0.8315539739027283,0.298876512171095,0.14180432611625945,1.478160897727694,1.673094370832513
2,reference,2,trend,falling,level_ge_7m,110,110,109,1,56,0.5137614678899083,0.6201321291803615,0.6049913835669692,1.5637778274588643,1.580823110195123
2,reference,2,trend,rising,all,457,456,456,0,373,0.8179824561403509,0.33673989545605626,-0.16637539194496517,1.3334521950586051,2.070312570131458
2,reference,2,trend,rising,level_ge_7m,92,92,92,0,48,0.5217391304347826,0.6011182729349978,0.030457900445752563,1.7242282446972126,2.070312570131458
2,reference,2,trend,stable,all,627,627,627,0,578,0.9218500797448166,0.2428234152497137,-0.09739633103711522,0.8946036673382866,1.6809112415486194
2,reference,2,trend,stable,level_ge_7m,33,33,33,0,25,0.7575757575757576,0.47205174869082633,0.4146155238400938,1.6679725028081893,1.6809112415486194
2,reference,2,trend,unknown,all,32,16,9,7,5,0.5555555555555556,0.47616146794863734,0.12603372436920812,0.9552496330472675,1.0233073601465037
2,reference,2,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,1.0233073601465037,1.0233073601465037,1.0233073601465037,1.0233073601465037
2,reference,3,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,34,0.9714285714285714,0.22421115489206292,-0.0698174530511838,0.495379599600587,0.5767485174657514
2,reference,3,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,40,0.3007518796992481,0.9812050554205722,0.619952992193978,2.2209606919072344,2.4235230764366538
2,reference,3,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,23,0.46938775510204084,0.542038854279063,0.459969040068716,0.9818117418024125,1.0201967056862404
2,reference,3,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,15,0.8333333333333334,0.30482978194625876,-0.3000004327519659,0.6628843487426097,0.6715325520085154
2,reference,3,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
2,reference,3,trend,falling,all,850,843,842,1,680,0.8076009501187649,0.33538483771108,0.13339810244974956,1.5700002593573197,1.8932515900062974
2,reference,3,trend,falling,level_ge_7m,106,106,105,1,44,0.41904761904761906,0.7516734439479389,0.7290567310283914,1.8701315985849145,1.8932515900062974
2,reference,3,trend,rising,all,456,455,455,0,349,0.7670329670329671,0.38534178444578177,-0.16980232128429082,1.7064660774000024,2.4235230764366538
2,reference,3,trend,rising,level_ge_7m,96,96,96,0,43,0.4479166666666667,0.7559307736371658,0.029316126761868223,2.26280865639088,2.4235230764366538
2,reference,3,trend,stable,all,627,626,626,0,562,0.8977635782747604,0.27099469020948763,-0.10207505051564633,0.9384345917411534,1.9900266703765919
2,reference,3,trend,stable,level_ge_7m,33,33,33,0,25,0.7575757575757576,0.5445090791051446,0.510686973303791,1.9890283960778208,1.9900266703765919
2,reference,3,trend,unknown,all,32,18,9,9,4,0.4444444444444444,0.5116112611524741,0.11245050721823192,0.9061459829957207,0.9306372326937868
2,reference,3,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,0.9306372326937868,0.9306372326937868,0.9306372326937868,0.9306372326937868
2,reference,4,event,594b4ac32b57fab12c848086,level_ge_7m,35,35,35,0,34,0.9714285714285714,0.2440555881074556,-0.08825948558796605,0.48603278388330656,0.5318706143606704
2,reference,4,event,a801ac814e2dfee4fc14bea5,level_ge_7m,135,135,133,2,36,0.2706766917293233,1.124298503049534,0.6535007310874682,2.566612753358455,2.886599746376149
2,reference,4,event,f803fdacd0779dfe9e87b834,level_ge_7m,49,49,49,0,22,0.4489795918367347,0.5991223076004114,0.5076417474799512,1.1092532454161395,1.2065501897273894
2,reference,4,event,dcbe85f6ad3172a997c77a58,level_ge_7m,18,18,18,0,13,0.7222222222222222,0.32860362874834154,-0.3133115731505389,0.6562196358436035,0.677206972055056
2,reference,4,event,unassigned,level_ge_7m,0,0,0,0,0,,,,,
2,reference,4,trend,falling,all,849,840,839,1,675,0.8045292014302742,0.34986291420789617,0.10013823770991089,1.6287591655383529,2.137161795819102
2,reference,4,trend,falling,level_ge_7m,103,103,102,1,39,0.38235294117647056,0.8303631950695022,0.8016949613322331,2.1013719560829833,2.137161795819102
2,reference,4,trend,rising,all,456,455,455,0,349,0.7670329670329671,0.41088221623029747,-0.15703769490249553,2.117328089404046,2.886599746376149
2,reference,4,trend,rising,level_ge_7m,99,99,99,0,44,0.4444444444444444,0.8761222304566426,0.025192581056937658,2.6056037961107394,2.886599746376149
2,reference,4,trend,stable,all,627,627,627,0,552,0.8803827751196173,0.2842818825608345,-0.08356496861418994,1.1348629565624466,2.217487923622299
2,reference,4,trend,stable,level_ge_7m,33,33,33,0,22,0.6666666666666666,0.6375401618428639,0.5430566103699954,2.1964753784152014,2.217487923622299
2,reference,4,trend,unknown,all,32,19,9,10,5,0.5555555555555556,0.4256951380427341,0.016199656428851447,0.8610354095891902,0.8735328261279136
2,reference,4,trend,unknown,level_ge_7m,2,2,1,1,0,0.0,0.8735328261279136,0.8735328261279136,0.8735328261279136,0.8735328261279136
