id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_sha256
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 08:00:00,147.62,105.53,60.64,156.0,151.0,0.0,151.0,0.0,0.0,151.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 09:00:00,147.64,105.55,62.67,161.0,153.0,0.0,153.0,0.0,0.0,152.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 10:00:00,147.65,105.55,63.69,157.0,153.0,0.0,153.0,0.0,0.0,152.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 11:00:00,147.65,105.56,63.69,153.0,153.0,0.0,153.0,0.0,0.0,152.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 12:00:00,147.67,105.56,65.73,163.0,154.0,0.0,154.0,0.0,0.0,154.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 13:00:00,147.68,105.58,66.75,160.0,156.0,0.0,156.0,0.0,0.0,155.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 14:00:00,147.68,105.6,66.75,156.0,156.0,0.0,156.0,0.0,0.0,155.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 15:00:00,147.69,105.6,67.77,160.0,156.0,0.0,156.0,0.0,0.0,155.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 16:00:00,147.69,105.59,67.77,156.0,156.0,0.0,156.0,0.0,0.0,155.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 17:00:00,147.71,105.6,69.82,165.0,157.0,0.0,157.0,0.0,0.0,157.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 18:00:00,147.76,105.93,74.95,235.0,214.0,54.0,160.0,0.0,0.0,159.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 19:00:00,147.77,105.99,75.98,239.0,235.0,73.0,161.0,0.0,0.0,161.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 20:00:00,147.72,105.05,70.84,229.0,250.0,91.0,158.0,0.0,0.0,158.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 21:00:00,147.68,105.06,66.75,223.0,240.0,84.0,156.0,0.0,0.0,155.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 22:00:00,147.63,106.06,61.66,226.0,247.0,94.0,153.0,0.0,0.0,152.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 23:00:00,147.6,106.07,58.62,231.0,244.0,94.0,150.0,0.0,0.0,150.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-09 23:59:00,147.57,105.94,55.59,211.0,224.0,75.0,149.0,0.0,0.0,148.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 01:00:00,147.56,105.92,54.58,211.0,215.0,68.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 02:00:00,147.52,105.93,50.56,197.0,214.0,68.0,146.0,0.0,0.0,145.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 03:00:00,147.52,105.9,50.56,214.0,214.0,68.0,146.0,0.0,0.0,145.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 04:00:00,147.55,105.91,53.57,228.0,215.0,68.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 05:00:00,147.56,105.91,54.58,220.0,215.0,68.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 06:00:00,147.56,105.91,54.58,215.0,215.0,68.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 07:00:00,147.56,105.9,54.58,215.0,215.0,68.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 08:00:00,147.56,105.91,54.58,215.0,215.0,68.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 09:00:00,147.55,105.91,53.57,211.0,215.0,68.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 10:00:00,147.53,105.92,51.56,206.0,214.0,68.0,146.0,0.0,0.0,145.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 11:00:00,147.52,105.92,50.56,210.0,214.0,68.0,146.0,0.0,0.0,145.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 12:00:00,147.53,105.92,51.56,218.0,214.0,68.0,146.0,0.0,0.0,145.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 13:00:00,147.58,105.91,56.6,238.0,217.0,68.0,149.0,0.0,0.0,148.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 14:00:00,147.64,105.88,62.67,246.0,221.0,68.0,153.0,0.0,0.0,152.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 15:00:00,147.65,105.88,63.69,226.0,222.0,68.0,154.0,0.0,0.0,154.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 16:00:00,147.64,105.92,62.67,217.0,221.0,68.0,153.0,0.0,0.0,152.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 17:00:00,147.62,105.92,60.64,211.0,219.0,68.0,151.0,0.0,0.0,151.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 18:00:00,147.59,105.91,57.61,205.0,218.0,68.0,150.0,0.0,0.0,149.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 19:00:00,147.56,105.91,54.58,202.0,215.0,68.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 20:00:00,147.53,105.92,51.56,195.0,208.0,62.0,146.0,0.0,0.0,145.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 21:00:00,147.46,106.01,44.57,198.0,227.0,85.0,142.0,0.0,0.0,141.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 22:00:00,147.39,106.0,37.62,194.0,223.0,86.0,137.0,0.0,0.0,137.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 23:00:00,147.34,106.0,32.7,199.0,220.0,86.0,135.0,0.0,0.0,134.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-10 23:59:00,147.31,105.9,29.76,194.0,207.0,73.0,133.0,0.0,0.0,133.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 01:00:00,147.24,105.86,22.94,170.0,199.0,70.0,129.0,0.0,0.0,128.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 02:00:00,147.16,105.83,15.22,160.0,193.0,70.0,123.0,0.0,0.0,123.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 03:00:00,147.11,105.84,10.43,170.0,191.0,70.0,121.0,0.0,0.0,120.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 04:00:00,147.04,105.83,3.78,158.0,187.0,70.0,117.0,0.0,0.0,116.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 05:00:00,147.01,105.78,0.94,173.0,185.0,70.0,115.0,0.0,0.0,115.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 06:00:00,146.97,105.79,-2.83,162.0,179.0,67.0,112.0,0.0,0.0,112.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 07:00:00,147.06,105.43,5.67,155.0,118.0,0.0,118.0,0.0,0.0,117.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 08:00:00,147.12,105.34,11.39,146.0,121.0,0.0,121.0,0.0,0.0,120.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 09:00:00,147.17,105.33,16.18,144.0,124.0,0.0,124.0,0.0,0.0,123.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 10:00:00,147.23,105.35,21.97,153.0,128.0,0.0,128.0,0.0,0.0,127.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 11:00:00,147.27,105.37,25.86,147.0,130.0,0.0,130.0,0.0,0.0,130.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 12:00:00,147.32,105.38,30.74,154.0,133.0,0.0,133.0,0.0,0.0,133.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 13:00:00,147.35,105.41,33.68,147.0,135.0,0.0,135.0,0.0,0.0,134.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 14:00:00,147.38,105.41,36.64,150.0,137.0,0.0,137.0,0.0,0.0,137.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 15:00:00,147.41,105.44,39.6,151.0,139.0,0.0,139.0,0.0,0.0,138.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 16:00:00,147.41,105.46,39.6,139.0,139.0,0.0,139.0,0.0,0.0,138.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 17:00:00,147.42,105.46,40.59,143.0,139.0,0.0,139.0,0.0,0.0,138.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 18:00:00,147.46,105.48,44.57,158.0,142.0,0.0,142.0,0.0,0.0,141.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 19:00:00,147.51,105.48,49.56,165.0,144.0,0.0,144.0,0.0,0.0,144.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 20:00:00,147.48,105.49,46.56,132.0,144.0,0.0,144.0,0.0,0.0,144.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 21:00:00,147.41,105.5,39.6,110.0,139.0,0.0,139.0,0.0,0.0,138.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 22:00:00,147.36,105.7,34.67,115.0,136.0,0.0,136.0,0.0,0.0,135.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 23:00:00,147.38,105.48,36.64,146.0,137.0,0.0,137.0,0.0,0.0,137.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-11 23:59:00,147.6,105.48,58.62,242.0,150.0,0.0,150.0,0.0,0.0,150.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 01:00:00,147.69,105.48,67.77,193.0,156.0,0.0,156.0,0.0,0.0,155.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 02:00:00,147.71,105.49,69.82,165.0,157.0,0.0,157.0,0.0,0.0,157.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 03:00:00,147.71,105.53,69.82,157.0,157.0,0.0,157.0,0.0,0.0,157.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 04:00:00,147.7,105.57,68.79,152.0,156.0,0.0,156.0,0.0,0.0,155.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 05:00:00,147.68,105.58,66.75,146.0,154.0,0.0,154.0,0.0,0.0,154.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 06:00:00,147.66,105.6,64.71,145.0,153.0,0.0,153.0,0.0,0.0,152.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 07:00:00,147.67,105.6,65.73,155.0,150.0,0.0,150.0,0.0,0.0,150.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 08:00:00,147.62,105.59,60.64,131.0,151.0,0.0,151.0,0.0,0.0,151.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 09:00:00,147.6,105.55,58.62,142.0,150.0,0.0,150.0,0.0,0.0,150.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 10:00:00,147.59,105.56,57.61,146.0,150.0,0.0,150.0,0.0,0.0,149.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 11:00:00,147.58,105.55,56.6,144.0,149.0,0.0,149.0,0.0,0.0,148.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 12:00:00,147.57,105.53,55.59,144.0,149.0,0.0,149.0,0.0,0.0,148.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 13:00:00,147.56,105.54,54.58,143.0,147.0,0.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2024-03-12 14:00:00,147.55,105.53,53.57,143.0,147.0,0.0,147.0,0.0,0.0,147.0,outputs/radar-insumos-2024-hidrologia-20260921/raw/ons-2024_03.parquet,8291a820bec78c1ca7b34e482519bf8fbad3fd45506749dd23f6edb0d32bed90
