mae_m,rmse_m,bias_m,p90_abs_m,max_abs_m,n,model,lead_h,phase,score
0.03422926734012132,0.05478815487206858,-0.0008447656923827235,0.0781292418119793,0.47861892170846687,1350,linear_log,1.0,test,0.09763892373552618
0.14516960825099148,0.23647923548417873,-0.06879838412925543,0.41954477667074686,0.6286034707307468,14,linear_log,1.0,today,0.09763892373552618
0.03008081669782199,0.050485959298330246,0.0008155603200308313,0.07212323454825575,0.5125646871878553,1350,arvores,1.0,test,0.1999858932852717
0.1348169511041024,0.22065236167171687,-0.05600740655714694,0.3573206122659755,0.6051301790749273,14,arvores,1.0,today,0.1999858932852717
0.029791323928759602,0.05030383642953993,0.002058466601285711,0.0699061174727318,0.44774013427252335,1350,arvores_previsao_chuva,1.0,test,0.1976888747312884
0.1453162869937141,0.23084779674606112,-0.045538033565291895,0.3891767728348825,0.6022366045280334,14,arvores_previsao_chuva,1.0,today,0.1976888747312884
0.06880056854984572,0.10301020950191622,0.02017261399069818,0.1558148457620663,0.6611786632083652,1348,linear_log,2.0,test,0.21439483963743775
0.3422019828305585,0.5218480710597959,-0.17137466921399283,0.8400973651936487,1.3931152858983022,13,linear_log,2.0,today,0.21439483963743775
0.048960229475513345,0.08354175843468832,-0.00018268085208806678,0.11108989244217468,0.637291948973763,1348,arvores,2.0,test,0.14475728662430867
0.32011898690058627,0.547726906078471,-0.253881129888729,0.9270595713313282,1.4836201075220234,13,arvores,2.0,today,0.14475728662430867
0.05301901621329195,0.09040566680660285,0.006223109267251987,0.12219541985217787,0.6299341379719694,1348,arvores_previsao_chuva,2.0,test,0.14188075530804986
0.3442369475117764,0.5586110312146284,-0.25495395430952134,0.9701614214515413,1.3696809603642848,13,arvores_previsao_chuva,2.0,today,0.14188075530804986
0.08790305989125466,0.13285840431883095,0.006487940377520363,0.2044458955550259,0.7959795701857697,1346,linear_log,3.0,test,0.24349649224474848
0.5721783280495367,0.8821008840348351,-0.43018221592094164,1.7140299178356702,2.0124394513259922,12,linear_log,3.0,today,0.24349649224474848
0.06726179763580083,0.11104424522222703,0.0023511164379993203,0.1527452674854488,0.8362490679095789,1346,arvores,3.0,test,0.17439024366809464
0.5906182450209602,0.9298585267545378,-0.5644825682286146,1.772865815413558,2.043375908341295,12,arvores,3.0,today,0.17439024366809464
0.06604189170818238,0.10982085145045029,0.0008844305627222859,0.14650642696794502,0.8437039811790559,1346,arvores_previsao_chuva,3.0,test,0.16902311400264974
0.5776572645010326,0.9135724591543535,-0.5469419450139152,1.7775478728304392,1.9809455059266687,12,arvores_previsao_chuva,3.0,today,0.16902311400264974
0.11983742709004687,0.1784786008397467,0.02750352153042019,0.2759892267295508,1.1174425590445924,1345,linear_log,4.0,test,0.26516756862148305
0.8602807241979591,1.2929973899540959,-0.8419506143157168,2.4136219718680394,2.5369851704559485,11,linear_log,4.0,today,0.26516756862148305
0.09732746636260352,0.15565299319597492,-0.004453757082457162,0.22967415392601173,1.2819011477345903,1345,arvores,4.0,test,0.20324714931531584
1.0518104340219152,1.4497203703008905,-1.0184573181183927,2.5419028706713913,2.762131869691938,11,arvores,4.0,today,0.20324714931531584
0.09168131118710222,0.14926865957357283,0.005552063472554783,0.21439243420537682,1.0953486015229128,1345,arvores_previsao_chuva,4.0,test,0.1875152267003747
0.9968684416508935,1.3771543605024263,-0.9765283825874075,2.4636491900654267,2.5339326970506066,11,arvores_previsao_chuva,4.0,today,0.1875152267003747
0.1671772522377364,0.2434938718888103,0.06302203118828832,0.39440927885064225,1.4092092677585715,1344,linear_log,5.0,test,0.30391535105406664
1.3705152146301827,1.8002192420807508,-1.350459787362235,2.945619774747083,2.9767726362054034,10,linear_log,5.0,today,0.30391535105406664
0.13149055573675844,0.21378790369016043,0.0021418448553910574,0.316251472171699,1.1872009736585571,1344,arvores,5.0,test,0.22977354731673183
1.4822755393778657,1.9089981484374179,-1.481163787911118,2.860304706676662,3.047037757783304,10,arvores,5.0,today,0.22977354731673183
0.12985514201917617,0.20886642230886288,0.006784746274301925,0.3186349315262313,1.3589401009328235,1344,arvores_previsao_chuva,5.0,test,0.2500889519736444
1.4035995813140818,1.813270337104423,-1.3830052428166268,2.801232652855699,2.933339863318416,10,arvores_previsao_chuva,5.0,today,0.2500889519736444
0.221809387099638,0.31479170233200426,0.08880439994785262,0.5163809049599016,1.5972755397882175,1343,linear_log,6.0,test,0.34461887188380186
1.958925171602523,2.404739653132947,-1.9440153409529017,3.504641577762036,3.6966455745588735,9,linear_log,6.0,today,0.34461887188380186
0.18132259802022205,0.28725658403623394,-0.004856106534797276,0.4340923060975978,1.8969954139152634,1343,arvores,6.0,test,0.2924579695103647
1.868675313875169,2.3204495337708457,-1.868675313875169,3.426926216105882,3.4539293524900994,9,arvores,6.0,today,0.2924579695103647
0.18169918844503566,0.29135846917259917,-0.012742557687990553,0.4479927427213651,2.0672389866011986,1343,arvores_previsao_chuva,6.0,test,0.3241094780159018
1.7939927120970565,2.248920981304982,-1.792529042879009,3.3063609702348864,3.3825565877835664,9,arvores_previsao_chuva,6.0,today,0.3241094780159018
0.27668731023487064,0.383040939155948,0.0968832121352898,0.6310183348667202,2.2674877801159035,1342,linear_log,7.0,test,0.40863899834881
2.3297702179709967,2.7425289279594036,-2.3297702179709967,3.945242230926677,4.060198685002134,8,linear_log,7.0,today,0.40863899834881
0.22736166091142848,0.3349010338156765,-0.014838193680109333,0.5024317988462533,2.305311401230476,1342,arvores,7.0,test,0.3474735895584108
2.299593468711675,2.686878307506416,-2.299593468711675,3.731997278202918,3.976546149621095,8,arvores,7.0,today,0.3474735895584108
0.22390116977432814,0.3292058981886586,-0.011571257470464825,0.502291341292713,2.2906661292740367,1342,arvores_previsao_chuva,7.0,test,0.3497625932204881
2.115980644804862,2.4930105067951884,-2.115980644804862,3.461813861853056,3.6890057273390604,8,arvores_previsao_chuva,7.0,today,0.3497625932204881
0.31729680790543197,0.44301116696958676,-0.0005852032080579793,0.7137621020574141,3.0634460558764545,1341,linear_log,8.0,test,0.46779126899141943
2.7402879641665794,3.085057618119878,-2.7402879641665794,4.244547427842088,4.575936187400574,7,linear_log,8.0,today,0.46779126899141943
0.2942284585794487,0.4133462219949423,-0.020038895112468993,0.5970507035110604,2.756785372750601,1341,arvores,8.0,test,0.3996959116703197
2.8384292938265214,3.167721081301754,-2.8384292938265214,4.392110235274246,4.719231747338676,7,arvores,8.0,today,0.3996959116703197
0.28217491149456975,0.41240828038490895,-0.04017847502782586,0.5846663711562972,3.2451995603962907,1341,arvores_previsao_chuva,8.0,test,0.38840099697658936
2.6304880296378443,2.967266740873188,-2.6304880296378443,4.1590993565244085,4.565145960133617,7,arvores_previsao_chuva,8.0,today,0.38840099697658936
0.3648591265528547,0.4997779661485253,-0.025199669804799773,0.7957487254845474,3.2694112426085216,1340,linear_log,9.0,test,0.5760066481118123
3.1765148499245703,3.396981343635836,-3.1765148499245703,4.44639910901268,4.761477857595837,6,linear_log,9.0,today,0.5760066481118123
0.348063882921936,0.48954925839740726,-0.03072478463415614,0.708173017371455,3.1424423224175992,1340,arvores,9.0,test,0.47237317375095234
3.2583523449792673,3.4738275304533803,-3.2583523449792673,4.600420288347372,4.951740381243051,6,arvores,9.0,today,0.47237317375095234
0.33536429648476235,0.48340079198539665,-0.043691205318975794,0.6681744680742076,3.536772705100665,1340,arvores_previsao_chuva,9.0,test,0.4729511881395206
2.9736186297404514,3.169142455434601,-2.9736186297404514,4.259274654907037,4.5626813701210365,6,arvores_previsao_chuva,9.0,today,0.4729511881395206
0.40353609662654416,0.5502472377782933,-0.05235603244141362,0.8501585429279384,3.4483515298616423,1339,linear_log,10.0,test,0.6889326646450165
3.5729224538824482,3.7019227042391356,-3.5729224538824482,4.606303123504163,4.899679942284729,5,linear_log,10.0,today,0.6889326646450165
