tau_hours,horizon_h,subset,family,population,n,hits,hit_fraction,mae_m,rmse_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
2,3,all,reference,individual,1932,1595,0.8255693581780539,0.32710751692395007,0.4622430504097419,-0.01440257814673587,0.6327515524035895,1.4740378058147168,2.4235230764366538
2,3,all,reference,common_three,1932,1595,0.8255693581780539,0.32710751692395007,0.4622430504097419,-0.01440257814673587,0.6327515524035895,1.4740378058147168,2.4235230764366538
12,3,all,reference,individual,1932,1656,0.8571428571428571,0.24272348102568744,0.3583703192076726,0.0023557623471568904,0.5847993223610162,0.9323074325120659,3.212712531115547
12,3,all,reference,common_three,1932,1656,0.8571428571428571,0.24272348102568744,0.3583703192076726,0.0023557623471568904,0.5847993223610162,0.9323074325120659,3.212712531115547
6,3,all,julho_levels,individual,1932,1636,0.8467908902691511,0.26250735407284537,0.37400796149613585,0.014924771631008655,0.6129691346880035,1.026676685192298,2.769956886268055
6,3,all,julho_levels,common_three,1932,1636,0.8467908902691511,0.26250735407284537,0.37400796149613585,0.014924771631008655,0.6129691346880035,1.026676685192298,2.769956886268055
2,3,all,julho_levels,individual,1932,1581,0.8183229813664596,0.3307963340305786,0.46306436892332176,0.0026716323180942265,0.6509955702335578,1.4064232678280342,2.3601151286921986
2,3,all,julho_levels,common_three,1932,1581,0.8183229813664596,0.3307963340305786,0.46306436892332176,0.0026716323180942265,0.6509955702335578,1.4064232678280342,2.3601151286921986
12,3,all,julho_levels,individual,1932,1623,0.8400621118012422,0.25192667925377843,0.3663488669452249,0.018677074583251713,0.6056125044517772,0.9568729750055739,3.0805352798009373
12,3,all,julho_levels,common_three,1932,1623,0.8400621118012422,0.25192667925377843,0.3663488669452249,0.018677074583251713,0.6056125044517772,0.9568729750055739,3.0805352798009373
6,3,level_ge_7m,reference,individual,235,151,0.6425531914893617,0.4688174627247561,0.6598322547514124,0.18284855507167594,1.0628624023806914,1.6724162733344299,2.8988829116145745
6,3,level_ge_7m,reference,common_three,235,151,0.6425531914893617,0.4688174627247561,0.6598322547514124,0.18284855507167594,1.0628624023806914,1.6724162733344299,2.8988829116145745
2,3,level_ge_7m,reference,individual,235,112,0.4765957446808511,0.7250829903270853,0.9435875094556845,0.4133983501227206,1.8404420938652226,1.9889660039341475,2.4235230764366538
2,3,level_ge_7m,reference,common_three,235,112,0.4765957446808511,0.7250829903270853,0.9435875094556845,0.4133983501227206,1.8404420938652226,1.9889660039341475,2.4235230764366538
12,3,level_ge_7m,reference,individual,235,171,0.7276595744680852,0.3758963906830996,0.5784430007794554,0.07134204095833029,0.8450891169684062,1.654729873732827,3.212712531115547
12,3,level_ge_7m,reference,common_three,235,171,0.7276595744680852,0.3758963906830996,0.5784430007794554,0.07134204095833029,0.8450891169684062,1.654729873732827,3.212712531115547
6,3,level_ge_7m,julho_levels,individual,235,155,0.6595744680851063,0.4569948122650997,0.6344890465111584,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
6,3,level_ge_7m,julho_levels,common_three,235,155,0.6595744680851063,0.4569948122650997,0.6344890465111584,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
2,3,level_ge_7m,julho_levels,individual,235,112,0.4765957446808511,0.7152543070346209,0.9243341506110028,0.4273102722038634,1.8142375173097989,1.9700284058867796,2.3601151286921986
