tau_hours,horizon_h,subset,family,population,n,hits,hit_fraction,mae_m,rmse_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
6,7,level_ge_7m,julho_levels,individual,235,108,0.4595744680851064,0.8392207978107249,1.1747105619903668,0.31202355904855916,1.8457393398682296,3.196858436638674,4.913469515100857
6,7,level_ge_7m,julho_levels,common_three,235,108,0.4595744680851064,0.8392207978107249,1.1747105619903668,0.31202355904855916,1.8457393398682296,3.196858436638674,4.913469515100857
2,7,level_ge_7m,julho_levels,individual,235,87,0.3702127659574468,1.0077697392048262,1.3347988976829417,0.4801332453523833,2.351431186468902,2.9361066571121834,5.064270287086755
2,7,level_ge_7m,julho_levels,common_three,235,87,0.3702127659574468,1.0077697392048262,1.3347988976829417,0.4801332453523833,2.351431186468902,2.9361066571121834,5.064270287086755
12,7,level_ge_7m,julho_levels,individual,235,126,0.5361702127659574,0.7093347430827093,1.0774196083992702,0.15468136139905883,1.6351397000962298,3.4608252609055405,4.776930482843849
12,7,level_ge_7m,julho_levels,common_three,235,126,0.5361702127659574,0.7093347430827093,1.0774196083992702,0.15468136139905883,1.6351397000962298,3.4608252609055405,4.776930482843849
6,8,all,reference,individual,1922,1331,0.6925078043704475,0.43996520803380024,0.6645331655060918,-0.027998295737261033,0.9218926958862674,1.882734014825637,6.120423180923719
6,8,all,reference,common_three,1922,1331,0.6925078043704475,0.43996520803380024,0.6645331655060918,-0.027998295737261033,0.9218926958862674,1.882734014825637,6.120423180923719
2,8,all,reference,individual,1922,1344,0.6992715920915713,0.4590135073554405,0.6965450679786822,-0.039179760627678556,0.9444060526570706,2.3022557239223316,6.265150780312863
2,8,all,reference,common_three,1922,1344,0.6992715920915713,0.4590135073554405,0.6965450679786822,-0.039179760627678556,0.9444060526570706,2.3022557239223316,6.265150780312863
12,8,all,reference,individual,1922,1275,0.6633714880332986,0.44165280082073644,0.656638236010733,-0.0187956102675655,0.887691062995054,1.4696315702060392,5.968691882733831
12,8,all,reference,common_three,1922,1275,0.6633714880332986,0.44165280082073644,0.656638236010733,-0.0187956102675655,0.887691062995054,1.4696315702060392,5.968691882733831
6,8,all,julho_levels,individual,1922,1324,0.6888657648283039,0.4321794697726589,0.6290442126397333,0.04898294666960936,0.8510421647907126,1.7878753686603068,5.290344913970436
6,8,all,julho_levels,common_three,1922,1324,0.6888657648283039,0.4321794697726589,0.6290442126397333,0.04898294666960936,0.8510421647907126,1.7878753686603068,5.290344913970436
2,8,all,julho_levels,individual,1922,1393,0.7247658688865765,0.44560231704110104,0.6538141601187305,0.03967493101737993,0.839618834996371,2.2691419289566763,5.321920693664499
2,8,all,julho_levels,common_three,1922,1393,0.7247658688865765,0.44560231704110104,0.6538141601187305,0.03967493101737993,0.839618834996371,2.2691419289566763,5.321920693664499
12,8,all,julho_levels,individual,1922,1270,0.6607700312174818,0.4342653959315747,0.6294178196086119,0.0565248125112964,0.8693360087660669,1.5153723925520939,5.256964042904428
12,8,all,julho_levels,common_three,1922,1270,0.6607700312174818,0.4342653959315747,0.6294178196086119,0.0565248125112964,0.8693360087660669,1.5153723925520939,5.256964042904428
6,8,level_ge_7m,reference,individual,235,94,0.4,0.9681403229373936,1.4103218575528544,0.25927051270555135,1.9969372076920755,4.050072565460604,6.120423180923719
6,8,level_ge_7m,reference,common_three,235,94,0.4,0.9681403229373936,1.4103218575528544,0.25927051270555135,1.9969372076920755,4.050072565460604,6.120423180923719
2,8,level_ge_7m,reference,individual,235,79,0.33617021276595743,1.1104237194375237,1.5340286527693352,0.40607604377770146,2.4622705670495675,4.015280863027641,6.265150780312863
2,8,level_ge_7m,reference,common_three,235,79,0.33617021276595743,1.1104237194375237,1.5340286527693352,0.40607604377770146,2.4622705670495675,4.015280863027641,6.265150780312863
12,8,level_ge_7m,reference,individual,235,111,0.4723404255319149,0.8400170557415789,1.3208202433944658,0.10015026277009606,1.7768617217398746,4.291831949216853,5.968691882733831
12,8,level_ge_7m,reference,common_three,235,111,0.4723404255319149,0.8400170557415789,1.3208202433944658,0.10015026277009606,1.7768617217398746,4.291831949216853,5.968691882733831
6,8,level_ge_7m,julho_levels,individual,235,95,0.40425531914893614,0.921814234803545,1.3061763444709342,0.31487374781112565,1.9641062787691015,3.9474171217206284,5.290344913970436
6,8,level_ge_7m,julho_levels,common_three,235,95,0.40425531914893614,0.921814234803545,1.3061763444709342,0.31487374781112565,1.9641062787691015,3.9474171217206284,5.290344913970436
2,8,level_ge_7m,julho_levels,individual,235,84,0.3574468085106383,1.0660148558625118,1.4367157199366436,0.4617380731865938,2.3918975913660736,3.7099725987378727,5.321920693664499
2,8,level_ge_7m,julho_levels,common_three,235,84,0.3574468085106383,1.0660148558625118,1.4367157199366436,0.4617380731865938,2.3918975913660736,3.7099725987378727,5.321920693664499
12,8,level_ge_7m,julho_levels,individual,235,116,0.49361702127659574,0.7911046281195627,1.2114973816864836,0.15570532726390487,1.7886938665417242,4.061766449692649,5.256964042904428
12,8,level_ge_7m,julho_levels,common_three,235,116,0.49361702127659574,0.7911046281195627,1.2114973816864836,0.15570532726390487,1.7886938665417242,4.061766449692649,5.256964042904428
6,9,all,reference,individual,1920,1207,0.6286458333333333,0.4974562904654809,0.7608675559338767,-0.04007866369796163,1.0353879899289957,2.023929081325301,7.366754135676329
6,9,all,reference,common_three,1920,1207,0.6286458333333333,0.4974562904654809,0.7608675559338767,-0.04007866369796163,1.0353879899289957,2.023929081325301,7.366754135676329
2,9,all,reference,individual,1920,1223,0.6369791666666667,0.5159093571400891,0.7886992360990529,-0.04967718113452711,1.0629838795497917,2.3885760870206245,7.5023240547810435
2,9,all,reference,common_three,1920,1223,0.6369791666666667,0.5159093571400891,0.7886992360990529,-0.04967718113452711,1.0629838795497917,2.3885760870206245,7.5023240547810435
12,9,all,reference,individual,1920,1180,0.6145833333333334,0.49601201458019506,0.7481463520415532,-0.030838430489301873,1.0029092708932024,1.61718359984253,7.203141808085833
12,9,all,reference,common_three,1920,1180,0.6145833333333334,0.49601201458019506,0.7481463520415532,-0.030838430489301873,1.0029092708932024,1.61718359984253,7.203141808085833
6,9,all,julho_levels,individual,1920,1281,0.6671875,0.4687230438096331,0.7019250180722488,0.052348523595755876,0.9158260273911826,1.9023064949758315,6.286673602768847
6,9,all,julho_levels,common_three,1920,1281,0.6671875,0.4687230438096331,0.7019250180722488,0.052348523595755876,0.9158260273911826,1.9023064949758315,6.286673602768847
2,9,all,julho_levels,individual,1920,1306,0.6802083333333333,0.4818176176118255,0.7230791814796986,0.04463145235438008,0.909503587727674,2.323091144364571,6.400917573813567
2,9,all,julho_levels,common_three,1920,1306,0.6802083333333333,0.4818176176118255,0.7230791814796986,0.04463145235438008,0.909503587727674,2.323091144364571,6.400917573813567
12,9,all,julho_levels,individual,1920,1214,0.6322916666666667,0.46909582377929404,0.6982893225347861,0.05962918139387021,0.9157421805805447,1.691714159146451,6.2540571168049155
12,9,all,julho_levels,common_three,1920,1214,0.6322916666666667,0.46909582377929404,0.6982893225347861,0.05962918139387021,0.9157421805805447,1.691714159146451,6.2540571168049155
6,9,level_ge_7m,reference,individual,235,84,0.3574468085106383,1.0872637475357372,1.6336093862085714,0.20271782137887012,2.1569507069739524,5.136540902598268,7.366754135676329
6,9,level_ge_7m,reference,common_three,235,84,0.3574468085106383,1.0872637475357372,1.6336093862085714,0.20271782137887012,2.1569507069739524,5.136540902598268,7.366754135676329
2,9,level_ge_7m,reference,individual,235,78,0.33191489361702126,1.2075303119763858,1.7315622123215186,0.3300006760658446,2.5479968890367948,4.920797868393599,7.5023240547810435
2,9,level_ge_7m,reference,common_three,235,78,0.33191489361702126,1.2075303119763858,1.7315622123215186,0.3300006760658446,2.5479968890367948,4.920797868393599,7.5023240547810435
12,9,level_ge_7m,reference,individual,235,104,0.4425531914893617,0.9639209146167745,1.5487343091990577,0.04393113272984245,1.9535721567192597,5.404613134276984,7.203141808085833
12,9,level_ge_7m,reference,common_three,235,104,0.4425531914893617,0.9639209146167745,1.5487343091990577,0.04393113272984245,1.9535721567192597,5.404613134276984,7.203141808085833
6,9,level_ge_7m,julho_levels,individual,235,92,0.39148936170212767,1.032789204510671,1.506255131070702,0.27204567129823093,2.136672778659753,4.722998485744052,6.286673602768847
6,9,level_ge_7m,julho_levels,common_three,235,92,0.39148936170212767,1.032789204510671,1.506255131070702,0.27204567129823093,2.136672778659753,4.722998485744052,6.286673602768847
2,9,level_ge_7m,julho_levels,individual,235,80,0.3404255319148936,1.1556102853181853,1.6090578410987928,0.39949244142507134,2.4653054928760216,4.613405606325274,6.400917573813567
2,9,level_ge_7m,julho_levels,common_three,235,80,0.3404255319148936,1.1556102853181853,1.6090578410987928,0.39949244142507134,2.4653054928760216,4.613405606325274,6.400917573813567
12,9,level_ge_7m,julho_levels,individual,235,110,0.46808510638297873,0.9005088067136302,1.4176661545092102,0.11306662394265286,1.9504266114776936,4.836503294394425,6.2540571168049155
12,9,level_ge_7m,julho_levels,common_three,235,110,0.46808510638297873,0.9005088067136302,1.4176661545092102,0.11306662394265286,1.9504266114776936,4.836503294394425,6.2540571168049155
6,10,all,reference,individual,1918,1116,0.5818561001042752,0.554751409527987,0.8411848550542448,-0.050287812885142565,1.1548391624807424,2.138978038999241,8.405707625670848
6,10,all,reference,common_three,1918,1116,0.5818561001042752,0.554751409527987,0.8411848550542448,-0.050287812885142565,1.1548391624807424,2.138978038999241,8.405707625670848
2,10,all,reference,individual,1918,1128,0.5881126173096975,0.5715433948028896,0.8657585126751303,-0.0583694639097764,1.1794767440205187,2.4393044918090223,8.531696542248588
2,10,all,reference,common_three,1918,1128,0.5881126173096975,0.5715433948028896,0.8657585126751303,-0.0583694639097764,1.1794767440205187,2.4393044918090223,8.531696542248588
12,10,all,reference,individual,1918,1101,0.5740354535974974,0.5488441597293077,0.824528950891321,-0.04126681163585751,1.0932760137501263,1.7839797039780676,8.23165757851788
12,10,all,reference,common_three,1918,1101,0.5740354535974974,0.5488441597293077,0.824528950891321,-0.04126681163585751,1.0932760137501263,1.7839797039780676,8.23165757851788
6,10,all,julho_levels,individual,1918,1241,0.6470281543274244,0.5007753468087669,0.7632633728839994,0.057222413795949466,0.9745580050832435,2.0298554040399996,7.189303791286582
6,10,all,julho_levels,common_three,1918,1241,0.6470281543274244,0.5007753468087669,0.7632633728839994,0.057222413795949466,0.9745580050832435,2.0298554040399996,7.189303791286582
2,10,all,julho_levels,individual,1918,1244,0.64859228362878,0.5126590652368933,0.7815678448046082,0.05095877684944732,0.9855583506215353,2.37163201534737,7.306052525412042
2,10,all,julho_levels,common_three,1918,1244,0.64859228362878,0.5126590652368933,0.7815678448046082,0.05095877684944732,0.9855583506215353,2.37163201534737,7.306052525412042
12,10,all,julho_levels,individual,1918,1185,0.6178310740354536,0.49836841703941515,0.7563776813046689,0.06403382110277996,0.9827327759452171,1.7535399446349131,7.093352310556902
12,10,all,julho_levels,common_three,1918,1185,0.6178310740354536,0.49836841703941515,0.7563776813046689,0.06403382110277996,0.9827327759452171,1.7535399446349131,7.093352310556902
6,10,level_ge_7m,reference,individual,235,78,0.33191489361702126,1.1944346921523514,1.8009614462081527,0.1578268893340157,2.3577719371923824,5.5143365791456285,8.405707625670848
6,10,level_ge_7m,reference,common_three,235,78,0.33191489361702126,1.1944346921523514,1.8009614462081527,0.1578268893340157,2.3577719371923824,5.5143365791456285,8.405707625670848
2,10,level_ge_7m,reference,individual,235,69,0.2936170212765957,1.2952085492827132,1.8792339130656226,0.26779061913221003,2.6522948916247095,5.335994761789808,8.531696542248588
2,10,level_ge_7m,reference,common_three,235,69,0.2936170212765957,1.2952085492827132,1.8792339130656226,0.26779061913221003,2.6522948916247095,5.335994761789808,8.531696542248588
12,10,level_ge_7m,reference,individual,235,97,0.4127659574468085,1.0778059901948722,1.7211288248986374,0.0008190534191695488,2.1480511046384074,5.767462991493281,8.23165757851788
12,10,level_ge_7m,reference,common_three,235,97,0.4127659574468085,1.0778059901948722,1.7211288248986374,0.0008190534191695488,2.1480511046384074,5.767462991493281,8.23165757851788
6,10,level_ge_7m,julho_levels,individual,235,88,0.37446808510638296,1.1327552675526111,1.6720836046549807,0.23895508211254737,2.2789270847601975,5.226611203636839,7.189303791286582
6,10,level_ge_7m,julho_levels,common_three,235,88,0.37446808510638296,1.1327552675526111,1.6720836046549807,0.23895508211254737,2.2789270847601975,5.226611203636839,7.189303791286582
2,10,level_ge_7m,julho_levels,individual,235,73,0.31063829787234043,1.2342523076719665,1.7530875071113392,0.3491357556118317,2.5567428397248166,5.151892153694121,7.306052525412042
2,10,level_ge_7m,julho_levels,common_three,235,73,0.31063829787234043,1.2342523076719665,1.7530875071113392,0.3491357556118317,2.5567428397248166,5.151892153694121,7.306052525412042
12,10,level_ge_7m,julho_levels,individual,235,108,0.4595744680851064,1.0084108848881035,1.5903928027755365,0.08164355928003991,2.1368612351101173,5.333376879938456,7.093352310556902
12,10,level_ge_7m,julho_levels,common_three,235,108,0.4595744680851064,1.0084108848881035,1.5903928027755365,0.08164355928003991,2.1368612351101173,5.333376879938456,7.093352310556902
6,11,all,reference,individual,1916,1026,0.535490605427975,0.613478205343081,0.9207243282266886,-0.061554386155237006,1.2212463557374384,2.2515104307944247,9.391440266156348
6,11,all,reference,common_three,1916,1026,0.535490605427975,0.613478205343081,0.9207243282266886,-0.061554386155237006,1.2212463557374384,2.2515104307944247,9.391440266156348
2,11,all,reference,individual,1916,1038,0.5417536534446764,0.6289375557643421,0.9422467782286018,-0.06826405869587034,1.2691620281853266,2.4935823823119803,9.509669725391506
2,11,all,reference,common_three,1916,1038,0.5417536534446764,0.6289375557643421,0.9422467782286018,-0.06826405869587034,1.2691620281853266,2.4935823823119803,9.509669725391506
12,11,all,reference,individual,1916,1013,0.528705636743215,0.6028923342762683,0.9011680590712746,-0.052934027407068006,1.1738769752023333,1.9628672100443902,9.205525346341107
12,11,all,reference,common_three,1916,1013,0.528705636743215,0.6028923342762683,0.9011680590712746,-0.052934027407068006,1.1738769752023333,1.9628672100443902,9.205525346341107
6,11,all,julho_levels,individual,1916,1214,0.6336116910229646,0.5307551886540341,0.8228526608161549,0.06094497638568482,1.036460122050061,2.16195107855498,8.086268435347241
6,11,all,julho_levels,common_three,1916,1214,0.6336116910229646,0.5307551886540341,0.8228526608161549,0.06094497638568482,1.036460122050061,2.16195107855498,8.086268435347241
2,11,all,julho_levels,individual,1916,1211,0.6320459290187892,0.5409514900845737,0.8385747136043147,0.05594832241530172,1.0457650913572882,2.4339362608284763,8.191642357933398
2,11,all,julho_levels,common_three,1916,1211,0.6320459290187892,0.5409514900845737,0.8385747136043147,0.05594832241530172,1.0457650913572882,2.4339362608284763,8.191642357933398
12,11,all,julho_levels,individual,1916,1169,0.610125260960334,0.5262691307970592,0.8135399948014853,0.06715239029346276,1.0105718594661983,1.995634821285095,7.920057324110807
12,11,all,julho_levels,common_three,1916,1169,0.610125260960334,0.5262691307970592,0.8135399948014853,0.06715239029346276,1.0105718594661983,1.995634821285095,7.920057324110807
6,11,level_ge_7m,reference,individual,235,72,0.30638297872340425,1.3234423708495862,1.9727514385610538,0.10107573228752134,2.514870358709211,5.817330324196934,9.391440266156348
6,11,level_ge_7m,reference,common_three,235,72,0.30638297872340425,1.3234423708495862,1.9727514385610538,0.10107573228752134,2.514870358709211,5.817330324196934,9.391440266156348
2,11,level_ge_7m,reference,individual,235,61,0.25957446808510637,1.4044800482525408,2.0347081835213046,0.19588994881146277,2.770633745010803,5.681432939236617,9.509669725391506
2,11,level_ge_7m,reference,common_three,235,61,0.25957446808510637,1.4044800482525408,2.0347081835213046,0.19588994881146277,2.770633745010803,5.681432939236617,9.509669725391506
12,11,level_ge_7m,reference,individual,235,83,0.35319148936170214,1.2093468775648837,1.8991307814490856,-0.053090851338908986,2.4780224400825634,6.05547981564191,9.205525346341107
12,11,level_ge_7m,reference,common_three,235,83,0.35319148936170214,1.2093468775648837,1.8991307814490856,-0.053090851338908986,2.4780224400825634,6.05547981564191,9.205525346341107
6,11,level_ge_7m,julho_levels,individual,235,85,0.3617021276595745,1.245188051447072,1.8403892727139584,0.1931190343620184,2.4378268780134307,5.6486112982088335,8.086268435347241
6,11,level_ge_7m,julho_levels,common_three,235,85,0.3617021276595745,1.245188051447072,1.8403892727139584,0.1931190343620184,2.4378268780134307,5.6486112982088335,8.086268435347241
2,11,level_ge_7m,julho_levels,individual,235,75,0.3191489361702128,1.3243505225887997,1.9037587797649922,0.2881759525023896,2.640196927857159,5.589112166642573,8.191642357933398
2,11,level_ge_7m,julho_levels,common_three,235,75,0.3191489361702128,1.3243505225887997,1.9037587797649922,0.2881759525023896,2.640196927857159,5.589112166642573,8.191642357933398
12,11,level_ge_7m,julho_levels,individual,235,98,0.41702127659574467,1.130180481536734,1.7662211171699744,0.038559313565774744,2.353064777699212,5.745339661360086,7.920057324110807
12,11,level_ge_7m,julho_levels,common_three,235,98,0.41702127659574467,1.130180481536734,1.7662211171699744,0.038559313565774744,2.353064777699212,5.745339661360086,7.920057324110807
6,12,all,reference,individual,1914,955,0.49895506792058514,0.6696969220316744,0.999261174037126,-0.07360707758007444,1.3017643052866903,2.422966156197497,10.418506922843463
6,12,all,reference,common_three,1914,955,0.49895506792058514,0.6696969220316744,0.999261174037126,-0.07360707758007444,1.3017643052866903,2.422966156197497,10.418506922843463
2,12,all,reference,individual,1914,956,0.4994775339602926,0.6829269418481513,1.0177905913421634,-0.0791408107213517,1.3531890361905912,2.6314761616429836,10.531533904474678
2,12,all,reference,common_three,1914,956,0.4994775339602926,0.6829269418481513,1.0177905913421634,-0.0791408107213517,1.3531890361905912,2.6314761616429836,10.531533904474678
12,12,all,reference,individual,1914,944,0.49320794148380354,0.6552963748481168,0.9780383124345778,-0.06546557790790057,1.2548795165481001,2.1451739842615414,10.21734696475649
12,12,all,reference,common_three,1914,944,0.49320794148380354,0.6552963748481168,0.9780383124345778,-0.06546557790790057,1.2548795165481001,2.1451739842615414,10.21734696475649
6,12,all,julho_levels,individual,1914,1159,0.6055381400208987,0.5578625585913922,0.8860321582200021,0.06390580880595645,1.1171171492666232,2.3835822839248406,9.038315647130192
6,12,all,julho_levels,common_three,1914,1159,0.6055381400208987,0.5578625585913922,0.8860321582200021,0.06390580880595645,1.1171171492666232,2.3835822839248406,9.038315647130192
2,12,all,julho_levels,individual,1914,1160,0.6060606060606061,0.5669160331279681,0.8991815665961672,0.05995367132735663,1.1296243862429571,2.559857808292721,9.1387501330785
2,12,all,julho_levels,common_three,1914,1160,0.6060606060606061,0.5669160331279681,0.8991815665961672,0.05995367132735663,1.1296243862429571,2.559857808292721,9.1387501330785
12,12,all,julho_levels,individual,1914,1143,0.5971786833855799,0.5513441385318377,0.8754125868426614,0.06948188380700863,1.0892448974779825,2.1600370869033503,8.85887126130388
12,12,all,julho_levels,common_three,1914,1143,0.5971786833855799,0.5513441385318377,0.8754125868426614,0.06948188380700863,1.0892448974779825,2.1600370869033503,8.85887126130388
6,12,level_ge_7m,reference,individual,235,57,0.2425531914893617,1.4692372052194416,2.1569995684969436,0.030326487267868598,2.7039696830704427,6.157184867582915,10.418506922843463
6,12,level_ge_7m,reference,common_three,235,57,0.2425531914893617,1.4692372052194416,2.1569995684969436,0.030326487267868598,2.7039696830704427,6.157184867582915,10.418506922843463
2,12,level_ge_7m,reference,individual,235,52,0.22127659574468084,1.5336733170107615,2.205717955001387,0.11166925098415167,2.9561356061207924,6.139922908968767,10.531533904474678
2,12,level_ge_7m,reference,common_three,235,52,0.22127659574468084,1.5336733170107615,2.205717955001387,0.11166925098415167,2.9561356061207924,6.139922908968767,10.531533904474678
12,12,level_ge_7m,reference,individual,235,72,0.30638297872340425,1.3620820228825359,2.090012929777568,-0.11961459492205113,2.752349783154842,6.324932108050382,10.21734696475649
12,12,level_ge_7m,reference,common_three,235,72,0.30638297872340425,1.3620820228825359,2.090012929777568,-0.11961459492205113,2.752349783154842,6.324932108050382,10.21734696475649
6,12,level_ge_7m,julho_levels,individual,235,71,0.3021276595744681,1.375190451817248,2.0303806523861705,0.13448365065163226,2.855866873400791,6.060715564903982,9.038315647130192
6,12,level_ge_7m,julho_levels,common_three,235,71,0.3021276595744681,1.375190451817248,2.0303806523861705,0.13448365065163226,2.855866873400791,6.060715564903982,9.038315647130192
2,12,level_ge_7m,julho_levels,individual,235,65,0.2765957446808511,1.4397297730513268,2.0792669001976414,0.21610055961298288,2.8288474683145384,5.998677957200184,9.1387501330785
2,12,level_ge_7m,julho_levels,common_three,235,65,0.2765957446808511,1.4397297730513268,2.0792669001976414,0.21610055961298288,2.8288474683145384,5.998677957200184,9.1387501330785
12,12,level_ge_7m,julho_levels,individual,235,85,0.3617021276595745,1.268015730712041,1.9644625837482457,-0.015965159425331697,2.912994699015759,6.169996287826307,8.85887126130388
12,12,level_ge_7m,julho_levels,common_three,235,85,0.3617021276595745,1.268015730712041,1.9644625837482457,-0.015965159425331697,2.912994699015759,6.169996287826307,8.85887126130388
