nominal_lead_h,column,name,current,training_rows,finite_training_rows,missing_training_rows,minimum,maximum,status
1,0,86510000:H,18.73,10915,10915,0,0.81,15.31,above_training_max
1,1,86510000:dH0.5,0.10000000000000142,10915,10915,0,-0.379999999999999,1.0599999999999996,within_univariate_range
1,2,86510000:dH1,0.15000000000000213,10915,10915,0,-0.39999999999999947,1.08,within_univariate_range
1,3,86510000:dH2,0.20000000000000107,10915,10915,0,-0.3700000000000001,0.9950000000000001,within_univariate_range
1,4,86510000:dH4,0.35250000000000004,10915,10915,0,-0.3250000000000002,0.9274999999999998,within_univariate_range
1,5,86510000:dH8,0.4750000000000001,10915,10915,0,-0.3075000000000001,0.82,within_univariate_range
1,6,86472000:H,19.39,10915,10915,0,2.49,15.94,above_training_max
1,7,86472000:dH0.5,-0.4799999999999969,10915,10915,0,-0.8399999999999999,1.379999999999999,within_univariate_range
1,8,86472000:dH1,-0.4299999999999997,10915,10915,0,-0.7599999999999998,1.2400000000000002,within_univariate_range
1,9,86472000:dH2,-0.35999999999999943,10915,10915,0,-0.5800000000000001,1.1099999999999999,within_univariate_range
1,10,86472000:dH4,-0.13999999999999968,10915,10915,0,-0.39250000000000007,0.875,within_univariate_range
1,11,86472000:dH8,0.3374999999999999,10915,10915,0,-0.2975000000000001,0.7512499999999999,within_univariate_range
1,12,86472600:H,16.74,10915,10915,0,1.1,13.36,above_training_max
1,13,86472600:dH0.5,-0.30000000000000426,10915,10915,0,-0.4599999999999991,1.1799999999999997,within_univariate_range
1,14,86472600:dH1,-0.28000000000000114,10915,10915,0,-0.4499999999999993,1.1199999999999997,within_univariate_range
1,15,86472600:dH2,-0.21000000000000085,10915,10915,0,-0.4099999999999997,0.9349999999999998,within_univariate_range
1,16,86472600:dH4,0.054999999999999716,10915,10915,0,-0.3025,0.7350000000000001,within_univariate_range
1,17,86472600:dH8,0.39749999999999974,10915,10915,0,-0.24124999999999996,0.6699999999999999,within_univariate_range
1,18,86500000:H,3.861,10915,10915,0,0.6,7.917999999999999,within_univariate_range
1,19,86500000:dH0.5,-0.021999999999999353,10915,10915,0,-1.42,2.3599999999999994,within_univariate_range
1,20,86500000:dH1,-0.053999999999999826,10915,10915,0,-0.8700000000000001,1.3860000000000001,within_univariate_range
1,21,86500000:dH2,-0.09199999999999986,10915,10915,0,-0.605,1.0565000000000002,within_univariate_range
1,22,86500000:dH4,-0.11774999999999991,10915,10915,0,-0.345,0.6527499999999999,within_univariate_range
1,23,86500000:dH8,-0.14324999999999993,10915,10915,0,-0.190125,0.45875000000000005,within_univariate_range
1,24,julho:Q06,4.048913871558234,10915,10915,0,0.09273681166560854,2.9733108475315086,above_training_max
1,25,julho:Q,10.28563,10915,10915,0,0.019,6.148,above_training_max
1,26,julho:I,9.81841,10915,10915,0,0.0,6.195,above_training_max
1,27,julho:dQ1,-0.11718697183437587,10915,10915,0,-0.4140417273808631,0.41879285426389345,within_univariate_range
1,28,julho:dQ2,-0.11093245189343781,10915,10915,0,-0.21325133678655214,0.3337655907298394,within_univariate_range
