forecast_record,evidence_kind,station_id,datum_id,model_id,model_version,registered_at,valid_at,nominal_lead_h,actual_lead_h,minimum_verified_lead_h,shorter_than_nominal_lead,forecast_m,observed_m,abs_error_m,observation_record,goal_eligible,hit_within_050m,flood_event_id,status,exclusion_reasons
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-21T16:00:00-03:00,1.0,-0.8042153375000001,-1,True,10.354225675568127,11.64,1.2857743244318733,8c897692287dde9f32675cde51b66fdeeb9c9b3e3f89b290d1365ac7b820e578,False,False,9f2806d96e56e502689c8137,matched,"archival_import,registered_after_target,outside_1_to_12h_actual_lead_buckets,timezone_unverified,datum_unverified"
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-21T17:00:00-03:00,2.0,0.1957846625,0,True,11.209646933704338,12.97,1.7603530662956626,8c897692287dde9f32675cde51b66fdeeb9c9b3e3f89b290d1365ac7b820e578,False,False,9f2806d96e56e502689c8137,matched,"archival_import,outside_1_to_12h_actual_lead_buckets,timezone_unverified,datum_unverified"
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-21T18:00:00-03:00,3.0,1.1957846625,1,True,11.501219284075743,13.87,2.368780715924256,8c897692287dde9f32675cde51b66fdeeb9c9b3e3f89b290d1365ac7b820e578,False,False,9f2806d96e56e502689c8137,matched,"archival_import,timezone_unverified,datum_unverified"
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-21T19:00:00-03:00,4.0,2.1957846625,2,True,11.650989959045251,14.61,2.959010040954748,8c897692287dde9f32675cde51b66fdeeb9c9b3e3f89b290d1365ac7b820e578,False,False,9f2806d96e56e502689c8137,matched,"archival_import,timezone_unverified,datum_unverified"
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-21T20:00:00-03:00,5.0,3.1957846625000004,3,True,12.403635040443014,15.26,2.856364959556986,8c897692287dde9f32675cde51b66fdeeb9c9b3e3f89b290d1365ac7b820e578,False,False,9f2806d96e56e502689c8137,matched,"archival_import,timezone_unverified,datum_unverified"
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-21T21:00:00-03:00,6.0,4.1957846625,4,True,12.103225906054362,,,,False,,,missing_exact_observation,archival_import
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-21T22:00:00-03:00,7.0,5.1957846625,5,True,13.445622097751722,,,,False,,,not_due,archival_import
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-21T23:00:00-03:00,8.0,6.1957846625,6,True,13.629904539529917,,,,False,,,not_due,archival_import
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-22T00:00:00-03:00,9.0,7.1957846625,7,True,14.164101359105347,,,,False,,,not_due,archival_import
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-22T01:00:00-03:00,10.0,8.1957846625,8,True,13.977466606446058,,,,False,,,not_due,archival_import
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-22T02:00:00-03:00,11.0,9.1957846625,9,True,13.799682357580576,,,,False,,,not_due,archival_import
cad2d809bd5618a95964025893ca9aa8943849f4101560f74b96c32da4aa4c86,archival_forecast_import,86510000,ANA:86510000:reference-unverified,radar_arvores_previsao_chuva,source-snapshot:22d28c1163abf41d8b6a0f4924f3ae2a43e536ca7014bcce090470f0361e710f,2026-09-21T19:48:15.175215+00:00,2026-09-22T03:00:00-03:00,12.0,10.1957846625,10,True,13.737598273980495,,,,False,,,not_due,archival_import
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T18:00:00-03:00,2,0.9805357616666667,0,True,13.431351832537016,13.87,0.43864816746298274,8c897692287dde9f32675cde51b66fdeeb9c9b3e3f89b290d1365ac7b820e578,False,True,9f2806d96e56e502689c8137,matched,"outside_1_to_12h_actual_lead_buckets,timezone_unverified,datum_unverified"
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T19:00:00-03:00,3,1.9805357616666668,1,True,13.805797219057444,14.61,0.8042027809425552,8c897692287dde9f32675cde51b66fdeeb9c9b3e3f89b290d1365ac7b820e578,False,False,9f2806d96e56e502689c8137,matched,"timezone_unverified,datum_unverified"
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T20:00:00-03:00,4,2.980535761666667,2,True,13.858118929632376,15.26,1.401881070367624,8c897692287dde9f32675cde51b66fdeeb9c9b3e3f89b290d1365ac7b820e578,False,False,9f2806d96e56e502689c8137,matched,"timezone_unverified,datum_unverified"
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,forecast_issue,86510000,ANA:86510000:reference-unverified,radar_arvores_live_candidate,hourly-live-weather-v1:6618f3723be5a3b3,2026-09-21T20:01:10.071258+00:00,2026-09-21T21:00:00-03:00,5,3.980535761666667,3,True,14.092156104250122,,,,False,,,missing_exact_observation,
