phase,horizon_h,subset,population,scheduled_rows,observed_targets,n,failures,control_hits,candidate_hits,change_hits,control_mae_m,candidate_mae_m,change_mae_m,control_bias_m,candidate_bias_m,change_bias_m,control_p98_abs_m,candidate_p98_abs_m,change_p98_abs_m,control_max_abs_m,candidate_max_abs_m,change_max_abs_m
test,2,level_ge_7m,full_schedule,1966,237,236,1,225.0,229.0,4.0,0.14574519761403643,0.12448928427543968,-0.02125591333859675,-0.014030602356920153,-0.004907603090709638,0.009122999266210515,0.7202350736513357,0.5836173537301567,-0.136617719921179,2.4854087637465963,2.085350770233495,-0.40005799351310145
test,2,level_ge_7m,complete24,1352,143,143,0,141.0,143.0,2.0,0.09890129071848962,0.08462064252594241,-0.014280648192547207,0.00932233563299088,0.005537890495781368,-0.003784445137209511,0.45435700357921155,0.39429248592231736,-0.06006451765689419,0.6421022110865842,0.43983203329646514,-0.20227017779011902
test,2,level_ge_7m,missing24,614,94,93,1,84.0,86.0,2.0,0.2177740006899847,0.18579267965369897,-0.03198132103628573,-0.049938883352159694,-0.020968953444131293,0.0289699299080284,1.8580768137146602,1.7171735059601245,-0.14090330775453563,2.4854087637465963,2.085350770233495,-0.40005799351310145
test,3,all,full_schedule,1965,1942,1933,9,1892.0,1901.0,9.0,0.08569916437714672,0.08354316984835683,-0.002155994528789895,-0.0036249483546946485,-0.002096382915441938,0.0015285654392527106,0.5128291638015096,0.46142840827761045,-0.05140075552389911,3.5268719363183774,3.1268602650367585,-0.40001167128161885
test,3,all,complete24,1351,1346,1346,0,1332.0,1339.0,7.0,0.06737020692482651,0.06625719893331304,-0.0011130079915134677,0.0009264525702016789,0.004627969974614809,0.0037015174044131302,0.36924670610294175,0.3656447507480179,-0.003601955354923858,0.7989318288299483,0.8242525431061889,0.025320714276240608
test,3,all,missing24,614,596,587,9,560.0,562.0,2.0,0.12772774483851473,0.12318016618847427,-0.0045475786500404625,-0.014061380458460336,-0.017515427191449398,-0.0034540467329890624,0.7771375948044326,0.7597331046009848,-0.01740449020344781,3.5268719363183774,3.1268602650367585,-0.40001167128161885
test,3,level_ge_7m,full_schedule,1965,237,236,1,206.0,215.0,9.0,0.2397801871519601,0.21271518758413818,-0.027064999567821907,-0.04664766333988164,-0.036305195806672894,0.010342467533208749,1.5175037737316026,1.2502563101317732,-0.2672474635998294,3.5268719363183774,3.1268602650367585,-0.40001167128161885
test,3,level_ge_7m,complete24,1351,142,142,0,131.0,137.0,6.0,0.1557716333648826,0.13490909654547573,-0.020862536819406863,-0.0043574334419621006,0.0034878643292872496,0.00784529777124935,0.7152282823723896,0.6013725979291578,-0.1138556844432318,0.7989318288299483,0.8242525431061889,0.025320714276240608
test,3,level_ge_7m,missing24,614,95,94,1,75.0,78.0,3.0,0.3666867258515879,0.33025204851488354,-0.03643467733670436,-0.1105329042495048,-0.09641811643759143,0.01411478781191336,2.8735248056564777,2.466829647543658,-0.40669515811281975,3.5268719363183774,3.1268602650367585,-0.40001167128161885
test,4,all,full_schedule,1964,1941,1931,10,1863.0,1876.0,13.0,0.1145230902406845,0.11184283531460874,-0.0026802549260757508,-0.000881183735517365,-0.0033986861946545426,-0.0025175024591371775,0.6785520720348894,0.6085931971430777,-0.06995887489181174,4.159274231826119,3.9854426877239817,-0.17383154410213741
test,4,all,complete24,1350,1345,1345,0,1312.0,1320.0,8.0,0.09285500305212266,0.09147318493720981,-0.00138181811491285,0.006918762609001936,0.005836883015607346,-0.0010818795933945895,0.5325510680699792,0.48790813599989025,-0.04464293207008896,0.9417446867191668,0.9740519612881755,0.032307274569008726
test,4,all,missing24,614,596,586,10,551.0,556.0,5.0,0.164256157251974,0.15859570179515745,-0.0056604554568165655,-0.018783790959712686,-0.024596366378617413,-0.005812575418904727,0.9859819141535519,0.9097434202419009,-0.07623849391165094,4.159274231826119,3.9854426877239817,-0.17383154410213741
test,4,level_ge_7m,full_schedule,1964,237,236,1,189.0,198.0,9.0,0.3477376475215351,0.3153005637095231,-0.03243708381201199,-0.07556707368542755,-0.0602972850988816,0.015269788586545943,1.9960798231165728,1.8710859315145392,-0.12499389160203367,4.159274231826119,3.9854426877239817,-0.17383154410213741
test,4,level_ge_7m,complete24,1350,141,141,0,121.0,126.0,5.0,0.22783298710313113,0.21377375342805968,-0.014059233675071448,-0.019499205801815456,0.001861315495958308,0.021360521297773764,0.8363002432180178,0.8015318363556253,-0.034768406862392465,0.9417446867191668,0.9740519612881755,0.032307274569008726
test,4,level_ge_7m,missing24,614,96,95,1,68.0,72.0,4.0,0.5257014066688507,0.4659877242325371,-0.059713682436313587,-0.1587835933863676,-0.15255373440280184,0.006229858983565761,3.3449786649204833,3.1514163002240076,-0.1935623646964757,4.159274231826119,3.9854426877239817,-0.17383154410213741
test,5,all,full_schedule,1963,1940,1929,11,1837.0,1843.0,6.0,0.15065775972061035,0.1503012468059139,-0.00035651291469646074,-0.005331912965777811,-0.019022405273235513,-0.013690492307457702,0.7897883141225097,0.7631799068548334,-0.026608407267676326,4.732017992487203,4.764388043463585,0.03237005097638246
test,5,all,complete24,1349,1344,1344,0,1297.0,1299.0,2.0,0.12718824911018403,0.12952540618771322,0.002337157077529184,0.00305215546363408,-0.007173088832380105,-0.010225244296014185,0.6057833899363805,0.5757163383779573,-0.030067051558423152,1.2030473752915363,1.383986501208188,0.18093912591665173
