phase,horizon_h,subset,population,scheduled_rows,observed_targets,n,failures,control_hits,candidate_hits,change_hits,control_mae_m,candidate_mae_m,change_mae_m,control_bias_m,candidate_bias_m,change_bias_m,control_p98_abs_m,candidate_p98_abs_m,change_p98_abs_m,control_max_abs_m,candidate_max_abs_m,change_max_abs_m
test,5,all,missing24,614,596,585,11,540.0,544.0,4.0,0.20457745589225645,0.198032408841575,-0.006545047050681457,-0.024593772742067702,-0.0462454502245341,-0.021651677482466398,1.3407488177851001,1.1832986655680284,-0.1574501522170717,4.732017992487203,4.764388043463585,0.03237005097638246
test,5,level_ge_7m,full_schedule,1963,237,236,1,174.0,177.0,3.0,0.44950094391357975,0.4406633989363573,-0.008837544977222445,-0.08667631637036102,-0.12645647590211456,-0.03978015953175354,2.7581849813937223,3.0216822784110975,0.26349729701737523,4.732017992487203,4.764388043463585,0.03237005097638246
test,5,level_ge_7m,complete24,1349,140,140,0,114.0,112.0,-2.0,0.2915012986669781,0.30112459229352095,0.00962329362654285,-0.0116081579301826,-0.05736499643986482,-0.04575683850968222,1.084275274517138,1.1572971054990755,0.07302183098193749,1.2030473752915363,1.383986501208188,0.18093912591665173
test,5,level_ge_7m,missing24,614,97,96,1,60.0,65.0,5.0,0.6799170932315404,0.6441574919571603,-0.03575960127438005,-0.19615071409562124,-0.22721488345122878,-0.031064169355607546,4.077646099222054,4.103239076178503,0.025592976956448688,4.732017992487203,4.764388043463585,0.03237005097638246
test,6,all,full_schedule,1962,1939,1927,12,1746.0,1762.0,16.0,0.20676128900797808,0.20034593331491557,-0.006415355693062508,-0.01485733796192006,-0.02735361667271122,-0.012496278710791162,0.9753946481774126,1.0008898998206666,0.025495251643253947,5.717300772050423,5.165168666477445,-0.5521321055729782
test,6,all,complete24,1348,1343,1343,0,1238.0,1242.0,4.0,0.1752328412121762,0.17667419059679532,0.0014413493846191228,-0.008599035647258606,-0.018839242798623826,-0.01024020715136522,0.7627823988036752,0.7852178901897552,0.02243549138608003,1.4547899740867276,1.646335739290187,0.19154576520345934
test,6,all,missing24,614,596,584,12,508.0,520.0,12.0,0.2792659215246937,0.2547828348053873,-0.02448308671930638,-0.029249290031424055,-0.0469337607016485,-0.017684470670224446,1.9246037754111622,1.774037996615236,-0.15056577879592625,5.717300772050423,5.165168666477445,-0.5521321055729782
test,6,level_ge_7m,full_schedule,1962,237,236,1,149.0,157.0,8.0,0.5992745509944473,0.564239452215428,-0.035035098779019225,-0.1294956884565486,-0.13267065256349347,-0.003174964106944872,4.1687591231363985,4.012901425024327,-0.1558576981120714,5.717300772050423,5.165168666477445,-0.5521321055729782
test,6,level_ge_7m,complete24,1348,140,140,0,105.0,104.0,-1.0,0.3579782358561097,0.3738955875605684,0.015917351704458682,-0.03609021977148757,-0.03379696518814642,0.0022932545833411477,1.2191973066073383,1.2633281116069053,0.04413080499956701,1.4547899740867276,1.646335739290187,0.19154576520345934
test,6,level_ge_7m,missing24,614,97,96,1,44.0,53.0,9.0,0.9511650105711896,0.8418242548370983,-0.1093407557340913,-0.2657119969555959,-0.27686144665254125,-0.011149449696945368,5.252529825361643,4.831668163968317,-0.42086166139332626,5.717300772050423,5.165168666477445,-0.5521321055729782
test,7,all,full_schedule,1961,1938,1925,13,1689.0,1715.0,26.0,0.266131415523293,0.251620286729218,-0.014511128794075012,-0.009091682182165342,-0.025638892208223376,-0.016547210026058034,1.405744021711313,1.2391459445387698,-0.16659807717254327,5.611443817837554,5.238469590845129,-0.372974226992425
test,7,all,complete24,1347,1342,1342,0,1206.0,1210.0,4.0,0.2216363725976874,0.22713171213728706,0.0054953395395996585,-0.01481920389470442,-0.009949184007633977,0.004870019887070443,0.8973367131899892,0.9834989136675949,0.0861622004776057,2.195693440361058,2.212988376654165,0.017294936293106744
test,7,all,missing24,614,596,583,13,483.0,505.0,22.0,0.36855396716336625,0.3079902131483798,-0.060563754014986426,0.00409242440141517,-0.06175482429259897,-0.06584724869401415,2.284727951517816,1.7386943975531388,-0.546033553964677,5.611443817837554,5.238469590845129,-0.372974226992425
test,7,level_ge_7m,full_schedule,1961,237,236,1,132.0,137.0,5.0,0.7350302813017384,0.6614451995797291,-0.07358508172200928,-0.10404518285848988,-0.14389756584483207,-0.039852382986342194,4.360257143310526,4.490458614982845,0.13020147167231944,5.611443817837554,5.238469590845129,-0.372974226992425
test,7,level_ge_7m,complete24,1347,140,140,0,88.0,92.0,4.0,0.4766695811213026,0.47946462964403197,0.002795048522729382,-0.026345403490117495,-0.02712684897267651,-0.0007814454825590157,1.6535350364488497,2.0122694730992974,0.3587344366504477,2.195693440361058,2.212988376654165,0.017294936293106744
test,7,level_ge_7m,missing24,614,97,96,1,44.0,45.0,1.0,1.1118063023982077,0.9268335307359541,-0.18497277166225357,-0.2173573611040329,-0.3141881946167256,-0.0968308335126927,5.210098256823384,5.019906589705136,-0.1901916671182482,5.611443817837554,5.238469590845129,-0.372974226992425
test,8,all,full_schedule,1960,1937,1923,14,1623.0,1633.0,10.0,0.32353407971972176,0.3042228486359481,-0.01931123108377364,-0.00933242867113907,-0.027680043769784807,-0.018347615098645735,1.7064386498127462,1.3567947168760115,-0.3496439329367347,6.185898482285559,5.522181854132224,-0.6637166281533347
test,8,all,complete24,1346,1341,1341,0,1154.0,1147.0,-7.0,0.2742195341762399,0.27651567090766777,0.002296136731427867,-0.00870396662414145,-0.009948193119565527,-0.001244226495424076,1.1095246220244477,1.0874624472221521,-0.022062174802295553,2.2450205360724933,2.2182229648817327,-0.02679757119076065
test,8,all,missing24,614,596,582,14,469.0,486.0,17.0,0.43716089342042486,0.3680636138139961,-0.06909727960642875,-0.010780482975303693,-0.0685364212988983,-0.0577559383235946,2.606888978098579,2.417000628361732,-0.18988834973684732,6.185898482285559,5.522181854132224,-0.6637166281533347
test,8,level_ge_7m,full_schedule,1960,237,236,1,128.0,134.0,6.0,0.8437648586743666,0.733641854609504,-0.11012300406486253,-0.14118542567397704,-0.15963839153919074,-0.018452965865213694,5.13793312352746,5.043030862523844,-0.09490226100361543,6.185898482285559,5.522181854132224,-0.6637166281533347
test,8,level_ge_7m,complete24,1346,140,140,0,87.0,87.0,0.0,0.5217053387310955,0.5052772082211292,-0.016428130509966277,-0.04810808010578112,-0.03161685881002562,0.016491221295755497,1.9728894378762705,1.9401715491641232,-0.032717888712147314,2.2450205360724933,2.2182229648817327,-0.02679757119076065
test,8,level_ge_7m,missing24,614,97,96,1,41.0,47.0,6.0,1.3134349919249704,1.0666736305925504,-0.24676136133242,-0.2769232212942628,-0.34633646010255653,-0.06941323880829375,5.942379150119271,5.233857331403024,-0.708521818716247,6.185898482285559,5.522181854132224,-0.6637166281533347
test,9,all,full_schedule,1959,1936,1921,15,1536.0,1561.0,25.0,0.3755822991318277,0.35648025740949296,-0.01910204172233476,-0.025467501166002663,-0.031229801788474346,-0.005762300622471683,1.8115698896474082,1.5353406594450916,-0.2762292302023166,6.0003742492804815,6.776839453511669,0.7764652042311875
test,9,all,complete24,1345,1340,1340,0,1098.0,1097.0,-1.0,0.3175677428788755,0.32132705284584057,0.003759309966965052,-0.021088383212430253,-0.0076931120791804515,0.0133952711332498,1.3369776096830202,1.3712107697717226,0.034233160088702475,2.624021365195725,3.3038238893216185,0.6798025241258934
test,9,all,missing24,614,596,581,15,438.0,464.0,26.0,0.5093852343796006,0.4375564951294485,-0.0718287392501521,-0.03556736012949155,-0.08551407753796458,-0.049946717408473035,3.0396446717160623,2.9404760113551482,-0.0991686603609141,6.0003742492804815,6.776839453511669,0.7764652042311875
test,9,level_ge_7m,full_schedule,1959,237,236,1,113.0,127.0,14.0,0.9692832556460395,0.8876777676944855,-0.08160548795155398,-0.21216111648823835,-0.22194476642903627,-0.009783649940797917,5.315937681275884,5.591647501037566,0.2757098197616825,6.0003742492804815,6.776839453511669,0.7764652042311875
test,9,level_ge_7m,complete24,1345,140,140,0,81.0,81.0,0.0,0.6168905982663688,0.6466397902065598,0.02974919194019099,-0.0978193552799467,-0.055668127084102875,0.042151228195843826,2.1333088784143555,2.3124557047729337,0.17914682635857826,2.624021365195725,3.3038238893216185,0.6798025241258934
test,9,level_ge_7m,missing24,614,97,96,1,32.0,46.0,14.0,1.4831892143247263,1.2391914848643775,-0.2439977294603488,-0.3789095182503303,-0.4644315321403975,-0.0855220138900672,5.956247354578663,6.512363939180216,0.5561165846015532,6.0003742492804815,6.776839453511669,0.7764652042311875
test,10,all,full_schedule,1958,1935,1919,16,1447.0,1443.0,-4.0,0.42009415328289834,0.41616208906246116,-0.003932064220437181,-0.05030017283826072,-0.05581582614232623,-0.005515653304065511,1.9336593909353288,1.7576682006914317,-0.1759911902438971,6.464545216847842,6.315207894432116,-0.14933732241572617
test,10,all,complete24,1344,1339,1339,0,1030.0,1022.0,-8.0,0.366599222193221,0.37960557592596506,0.013006353732744058,-0.04279182440065845,-0.04349796161439416,-0.0007061372137357122,1.5134687325977447,1.5587812531588114,0.045312520561066716,3.0163267685216333,2.7414347478693717,-0.2748920206522616
test,10,all,missing24,614,596,580,16,417.0,421.0,4.0,0.5435936579882052,0.5005572116310273,-0.04303644635717796,-0.06763410138644944,-0.08425310304387972,-0.01661900165743027,3.1307186635285453,3.038940809687669,-0.09177785384087622,6.464545216847842,6.315207894432116,-0.14933732241572617
test,10,level_ge_7m,full_schedule,1958,237,236,1,93.0,106.0,13.0,1.0678142840693023,0.9651463125335699,-0.10266797153573248,-0.29065485947811165,-0.27867548680615467,0.011979372671956978,5.986627894174404,5.53462143677896,-0.4520064573954441,6.464545216847842,6.315207894432116,-0.14933732241572617
test,10,level_ge_7m,complete24,1344,140,140,0,63.0,67.0,4.0,0.7366380787975849,0.7101290204103972,-0.026509058387187756,-0.14673094493686847,-0.11790408643924095,0.02882685849762752,2.3497611956484707,2.096972593833335,-0.25278860181513574,3.0163267685216333,2.7414347478693717,-0.2748920206522616
test,10,level_ge_7m,missing24,614,97,96,1,30.0,39.0,9.0,1.5507795834238898,1.3370465302131969,-0.2137330532106929,-0.5005439015174247,-0.5131337790079038,-0.012589877490479129,6.345287673824832,5.877674120481075,-0.46761355334375754,6.464545216847842,6.315207894432116,-0.14933732241572617
test,11,all,full_schedule,1957,1934,1917,17,1395.0,1375.0,-20.0,0.44744592955284307,0.4457557732861065,-0.0016901562667365755,-0.06664032699182809,-0.06583203553587351,0.0008082914559545823,2.2157861404322308,2.011600391939938,-0.20418574849229287,6.566430652044184,7.026596817958696,0.46016616591451154
test,11,all,complete24,1343,1338,1338,0,992.0,975.0,-17.0,0.3973596033989489,0.4011553320390726,0.00379572864012373,-0.04309666276439455,-0.05082504734168864,-0.007728384577294092,1.7078802369210861,1.591741115313375,-0.11613912160771123,3.1051966727802007,2.8787511056904753,-0.2264455670897254
test,11,all,missing24,614,596,579,17,403.0,400.0,-3.0,0.563189460457697,0.5488220779295113,-0.014367382528185701,-0.12104692929978335,-0.10051139685507789,0.020535532444705462,3.8838062494501173,3.857783722949488,-0.026022526500629528,6.566430652044184,7.026596817958696,0.46016616591451154
test,11,level_ge_7m,full_schedule,1957,237,236,1,85.0,94.0,9.0,1.1782923476697535,1.0660659180542542,-0.11222642961549933,-0.3919115260975247,-0.2809741379984716,0.11093738809905312,6.145453272947169,6.329118223526351,0.18366495057918186,6.566430652044184,7.026596817958696,0.46016616591451154
test,11,level_ge_7m,complete24,1343,140,140,0,60.0,57.0,-3.0,0.83693934928782,0.7876230395347961,-0.049316309753023924,-0.2024579818036551,-0.09240008159793489,0.1100579002057202,2.7911446958483634,2.4422505568291997,-0.3488941390191638,3.1051966727802007,2.8787511056904753,-0.2264455670897254
test,11,level_ge_7m,missing24,614,97,96,1,25.0,37.0,12.0,1.6760988036434066,1.4721284492284645,-0.20397035441494205,-0.6681979448594179,-0.5559779702492543,0.11221997461016353,6.3678389136843165,6.671187193787302,0.30334828010298587,6.566430652044184,7.026596817958696,0.46016616591451154
test,12,all,full_schedule,1956,1933,1915,18,1359.0,1349.0,-10.0,0.48871710136222485,0.47625547213762487,-0.01246162922459998,-0.08514942632870051,-0.0758058767459722,0.009343549582728317,2.4602772388695,2.2140168271137193,-0.2462604117557805,7.5899965838495795,7.50278061239797,-0.08721597145160942
test,12,all,complete24,1342,1337,1337,0,966.0,966.0,0.0,0.4276848348254855,0.4239199506290537,-0.003764884196431839,-0.07060074771764521,-0.05157221058523184,0.01902853713241337,1.9193187075231,1.9029758031787523,-0.01634290434434771,3.3117110911197765,3.303138132353575,-0.008572958766201566
test,12,all,missing24,614,596,578,18,393.0,383.0,-10.0,0.6298938147871741,0.5973153203330569,-0.0325784944541172,-0.11880268463835607,-0.1318619522769581,-0.013059267638602032,4.87501312631336,4.627020261829945,-0.24799286448341462,7.5899965838495795,7.50278061239797,-0.08721597145160942
test,12,level_ge_7m,full_schedule,1956,237,236,1,83.0,89.0,6.0,1.3618131697950429,1.2255790416232042,-0.13623412817183866,-0.49404041208717636,-0.4025784863865292,0.09146192570064715,7.352671221251543,6.70210561680117,-0.6505656044503736,7.5899965838495795,7.50278061239797,-0.08721597145160942
test,12,level_ge_7m,complete24,1342,140,140,0,57.0,56.0,-1.0,0.9287979863487319,0.9237874708928357,-0.005010515455896147,-0.28704127589163336,-0.15854192651030766,0.1284993493813257,3.2443492221416896,3.1190598514052374,-0.1252893707364522,3.3117110911197765,3.303138132353575,-0.008572958766201566
test,12,level_ge_7m,missing24,614,97,96,1,26.0,33.0,7.0,1.9932936456542467,1.6656917489383252,-0.32760189671592155,-0.7959141523723433,-0.758465136206019,0.037449016166324345,7.4762508993920465,7.376065256004336,-0.10018564338771085,7.5899965838495795,7.50278061239797,-0.08721597145160942
