window,origin_literal,horizon_h,target_literal,base_m,actual_m,complete_hourly_features,current_contract_base_m
2018-08-30,2018-09-02T17:00:00,9,2018-09-03T02:00:00,8.36,8.9,True,
2018-08-30,2018-09-02T17:00:00,10,2018-09-03T03:00:00,8.36,8.93,True,
2018-08-30,2018-09-02T17:00:00,11,2018-09-03T04:00:00,8.36,8.95,True,
2018-08-30,2018-09-02T17:00:00,12,2018-09-03T05:00:00,8.36,9.01,True,
2018-08-30,2018-09-02T18:00:00,1,2018-09-02T19:00:00,8.45,8.62,True,
2018-08-30,2018-09-02T18:00:00,2,2018-09-02T20:00:00,8.45,8.69,True,
2018-08-30,2018-09-02T18:00:00,3,2018-09-02T21:00:00,8.45,8.68,True,
2018-08-30,2018-09-02T18:00:00,4,2018-09-02T22:00:00,8.45,8.69,True,
2018-08-30,2018-09-02T18:00:00,5,2018-09-02T23:00:00,8.45,8.73,True,
2018-08-30,2018-09-02T18:00:00,6,2018-09-03T00:00:00,8.45,8.77,True,
2018-08-30,2018-09-02T18:00:00,7,2018-09-03T01:00:00,8.45,8.83,True,
2018-08-30,2018-09-02T18:00:00,8,2018-09-03T02:00:00,8.45,8.9,True,
2018-08-30,2018-09-02T18:00:00,9,2018-09-03T03:00:00,8.45,8.93,True,
2018-08-30,2018-09-02T18:00:00,10,2018-09-03T04:00:00,8.45,8.95,True,
2018-08-30,2018-09-02T18:00:00,11,2018-09-03T05:00:00,8.45,9.01,True,
2018-08-30,2018-09-02T18:00:00,12,2018-09-03T06:00:00,8.45,9.06,True,
2018-08-30,2018-09-02T19:00:00,1,2018-09-02T20:00:00,8.54,8.69,True,
2018-08-30,2018-09-02T19:00:00,2,2018-09-02T21:00:00,8.54,8.68,True,
2018-08-30,2018-09-02T19:00:00,3,2018-09-02T22:00:00,8.54,8.69,True,
2018-08-30,2018-09-02T19:00:00,4,2018-09-02T23:00:00,8.54,8.73,True,
2018-08-30,2018-09-02T19:00:00,5,2018-09-03T00:00:00,8.54,8.77,True,
2018-08-30,2018-09-02T19:00:00,6,2018-09-03T01:00:00,8.54,8.83,True,
2018-08-30,2018-09-02T19:00:00,7,2018-09-03T02:00:00,8.54,8.9,True,
2018-08-30,2018-09-02T19:00:00,8,2018-09-03T03:00:00,8.54,8.93,True,
2018-08-30,2018-09-02T19:00:00,9,2018-09-03T04:00:00,8.54,8.95,True,
2018-08-30,2018-09-02T19:00:00,10,2018-09-03T05:00:00,8.54,9.01,True,
2018-08-30,2018-09-02T19:00:00,11,2018-09-03T06:00:00,8.54,9.06,True,
2018-08-30,2018-09-02T19:00:00,12,2018-09-03T07:00:00,8.54,9.12,True,
2018-08-30,2018-09-02T20:00:00,1,2018-09-02T21:00:00,8.62,8.68,True,
2018-08-30,2018-09-02T20:00:00,2,2018-09-02T22:00:00,8.62,8.69,True,
2018-08-30,2018-09-02T20:00:00,3,2018-09-02T23:00:00,8.62,8.73,True,
2018-08-30,2018-09-02T20:00:00,4,2018-09-03T00:00:00,8.62,8.77,True,
2018-08-30,2018-09-02T20:00:00,5,2018-09-03T01:00:00,8.62,8.83,True,
2018-08-30,2018-09-02T20:00:00,6,2018-09-03T02:00:00,8.62,8.9,True,
2018-08-30,2018-09-02T20:00:00,7,2018-09-03T03:00:00,8.62,8.93,True,
2018-08-30,2018-09-02T20:00:00,8,2018-09-03T04:00:00,8.62,8.95,True,
2018-08-30,2018-09-02T20:00:00,9,2018-09-03T05:00:00,8.62,9.01,True,
2018-08-30,2018-09-02T20:00:00,10,2018-09-03T06:00:00,8.62,9.06,True,
2018-08-30,2018-09-02T20:00:00,11,2018-09-03T07:00:00,8.62,9.12,True,
2018-08-30,2018-09-02T20:00:00,12,2018-09-03T08:00:00,8.62,9.1,True,
2018-08-30,2018-09-02T21:00:00,1,2018-09-02T22:00:00,8.69,8.69,True,
2018-08-30,2018-09-02T21:00:00,2,2018-09-02T23:00:00,8.69,8.73,True,
2018-08-30,2018-09-02T21:00:00,3,2018-09-03T00:00:00,8.69,8.77,True,
2018-08-30,2018-09-02T21:00:00,4,2018-09-03T01:00:00,8.69,8.83,True,
2018-08-30,2018-09-02T21:00:00,5,2018-09-03T02:00:00,8.69,8.9,True,
2018-08-30,2018-09-02T21:00:00,6,2018-09-03T03:00:00,8.69,8.93,True,
2018-08-30,2018-09-02T21:00:00,7,2018-09-03T04:00:00,8.69,8.95,True,
2018-08-30,2018-09-02T21:00:00,8,2018-09-03T05:00:00,8.69,9.01,True,
2018-08-30,2018-09-02T21:00:00,9,2018-09-03T06:00:00,8.69,9.06,True,
2018-08-30,2018-09-02T21:00:00,10,2018-09-03T07:00:00,8.69,9.12,True,
2018-08-30,2018-09-02T21:00:00,11,2018-09-03T08:00:00,8.69,9.1,True,
2018-08-30,2018-09-02T21:00:00,12,2018-09-03T09:00:00,8.69,8.99,True,
2018-08-30,2018-09-02T22:00:00,1,2018-09-02T23:00:00,8.68,8.73,True,
2018-08-30,2018-09-02T22:00:00,2,2018-09-03T00:00:00,8.68,8.77,True,
2018-08-30,2018-09-02T22:00:00,3,2018-09-03T01:00:00,8.68,8.83,True,
2018-08-30,2018-09-02T22:00:00,4,2018-09-03T02:00:00,8.68,8.9,True,
2018-08-30,2018-09-02T22:00:00,5,2018-09-03T03:00:00,8.68,8.93,True,
2018-08-30,2018-09-02T22:00:00,6,2018-09-03T04:00:00,8.68,8.95,True,
2018-08-30,2018-09-02T22:00:00,7,2018-09-03T05:00:00,8.68,9.01,True,
2018-08-30,2018-09-02T22:00:00,8,2018-09-03T06:00:00,8.68,9.06,True,
2018-08-30,2018-09-02T22:00:00,9,2018-09-03T07:00:00,8.68,9.12,True,
2018-08-30,2018-09-02T22:00:00,10,2018-09-03T08:00:00,8.68,9.1,True,
2018-08-30,2018-09-02T22:00:00,11,2018-09-03T09:00:00,8.68,8.99,True,
2018-08-30,2018-09-02T22:00:00,12,2018-09-03T10:00:00,8.68,8.84,True,
2018-08-30,2018-09-02T23:00:00,1,2018-09-03T00:00:00,8.69,8.77,True,
2018-08-30,2018-09-02T23:00:00,2,2018-09-03T01:00:00,8.69,8.83,True,
2018-08-30,2018-09-02T23:00:00,3,2018-09-03T02:00:00,8.69,8.9,True,
2018-08-30,2018-09-02T23:00:00,4,2018-09-03T03:00:00,8.69,8.93,True,
2018-08-30,2018-09-02T23:00:00,5,2018-09-03T04:00:00,8.69,8.95,True,
2018-08-30,2018-09-02T23:00:00,6,2018-09-03T05:00:00,8.69,9.01,True,
2018-08-30,2018-09-02T23:00:00,7,2018-09-03T06:00:00,8.69,9.06,True,
2018-08-30,2018-09-02T23:00:00,8,2018-09-03T07:00:00,8.69,9.12,True,
2018-08-30,2018-09-02T23:00:00,9,2018-09-03T08:00:00,8.69,9.1,True,
2018-08-30,2018-09-02T23:00:00,10,2018-09-03T09:00:00,8.69,8.99,True,
2018-08-30,2018-09-02T23:00:00,11,2018-09-03T10:00:00,8.69,8.84,True,
2018-08-30,2018-09-02T23:00:00,12,2018-09-03T11:00:00,8.69,8.76,True,
2018-08-30,2018-09-03T00:00:00,1,2018-09-03T01:00:00,8.73,8.83,True,
2018-08-30,2018-09-03T00:00:00,2,2018-09-03T02:00:00,8.73,8.9,True,
2018-08-30,2018-09-03T00:00:00,3,2018-09-03T03:00:00,8.73,8.93,True,
2018-08-30,2018-09-03T00:00:00,4,2018-09-03T04:00:00,8.73,8.95,True,
2018-08-30,2018-09-03T00:00:00,5,2018-09-03T05:00:00,8.73,9.01,True,
2018-08-30,2018-09-03T00:00:00,6,2018-09-03T06:00:00,8.73,9.06,True,
2018-08-30,2018-09-03T00:00:00,7,2018-09-03T07:00:00,8.73,9.12,True,
2018-08-30,2018-09-03T00:00:00,8,2018-09-03T08:00:00,8.73,9.1,True,
2018-08-30,2018-09-03T00:00:00,9,2018-09-03T09:00:00,8.73,8.99,True,
2018-08-30,2018-09-03T00:00:00,10,2018-09-03T10:00:00,8.73,8.84,True,
2018-08-30,2018-09-03T00:00:00,11,2018-09-03T11:00:00,8.73,8.76,True,
2018-08-30,2018-09-03T00:00:00,12,2018-09-03T12:00:00,8.73,8.71,True,
2018-08-30,2018-09-03T01:00:00,1,2018-09-03T02:00:00,8.77,8.9,True,
2018-08-30,2018-09-03T01:00:00,2,2018-09-03T03:00:00,8.77,8.93,True,
2018-08-30,2018-09-03T01:00:00,3,2018-09-03T04:00:00,8.77,8.95,True,
2018-08-30,2018-09-03T01:00:00,4,2018-09-03T05:00:00,8.77,9.01,True,
2018-08-30,2018-09-03T01:00:00,5,2018-09-03T06:00:00,8.77,9.06,True,
2018-08-30,2018-09-03T01:00:00,6,2018-09-03T07:00:00,8.77,9.12,True,
2018-08-30,2018-09-03T01:00:00,7,2018-09-03T08:00:00,8.77,9.1,True,
2018-08-30,2018-09-03T01:00:00,8,2018-09-03T09:00:00,8.77,8.99,True,
2018-08-30,2018-09-03T01:00:00,9,2018-09-03T10:00:00,8.77,8.84,True,
2018-08-30,2018-09-03T01:00:00,10,2018-09-03T11:00:00,8.77,8.76,True,
2018-08-30,2018-09-03T01:00:00,11,2018-09-03T12:00:00,8.77,8.71,True,
2018-08-30,2018-09-03T01:00:00,12,2018-09-03T13:00:00,8.77,8.61,True,
2018-08-30,2018-09-03T02:00:00,1,2018-09-03T03:00:00,8.83,8.93,True,
2018-08-30,2018-09-03T02:00:00,2,2018-09-03T04:00:00,8.83,8.95,True,
2018-08-30,2018-09-03T02:00:00,3,2018-09-03T05:00:00,8.83,9.01,True,
2018-08-30,2018-09-03T02:00:00,4,2018-09-03T06:00:00,8.83,9.06,True,
2018-08-30,2018-09-03T02:00:00,5,2018-09-03T07:00:00,8.83,9.12,True,
2018-08-30,2018-09-03T02:00:00,6,2018-09-03T08:00:00,8.83,9.1,True,
2018-08-30,2018-09-03T02:00:00,7,2018-09-03T09:00:00,8.83,8.99,True,
2018-08-30,2018-09-03T02:00:00,8,2018-09-03T10:00:00,8.83,8.84,True,
2018-08-30,2018-09-03T02:00:00,9,2018-09-03T11:00:00,8.83,8.76,True,
2018-08-30,2018-09-03T02:00:00,10,2018-09-03T12:00:00,8.83,8.71,True,
2018-08-30,2018-09-03T02:00:00,11,2018-09-03T13:00:00,8.83,8.61,True,
2018-08-30,2018-09-03T02:00:00,12,2018-09-03T14:00:00,8.83,8.58,True,
2018-08-30,2018-09-03T03:00:00,1,2018-09-03T04:00:00,8.9,8.95,True,
2018-08-30,2018-09-03T03:00:00,2,2018-09-03T05:00:00,8.9,9.01,True,
2018-08-30,2018-09-03T03:00:00,3,2018-09-03T06:00:00,8.9,9.06,True,
2018-08-30,2018-09-03T03:00:00,4,2018-09-03T07:00:00,8.9,9.12,True,
2018-08-30,2018-09-03T03:00:00,5,2018-09-03T08:00:00,8.9,9.1,True,
2018-08-30,2018-09-03T03:00:00,6,2018-09-03T09:00:00,8.9,8.99,True,
2018-08-30,2018-09-03T03:00:00,7,2018-09-03T10:00:00,8.9,8.84,True,
2018-08-30,2018-09-03T03:00:00,8,2018-09-03T11:00:00,8.9,8.76,True,
2018-08-30,2018-09-03T03:00:00,9,2018-09-03T12:00:00,8.9,8.71,True,
2018-08-30,2018-09-03T03:00:00,10,2018-09-03T13:00:00,8.9,8.61,True,
2018-08-30,2018-09-03T03:00:00,11,2018-09-03T14:00:00,8.9,8.58,True,
2018-08-30,2018-09-03T03:00:00,12,2018-09-03T15:00:00,8.9,8.51,True,
2018-08-30,2018-09-03T04:00:00,1,2018-09-03T05:00:00,8.93,9.01,True,
2018-08-30,2018-09-03T04:00:00,2,2018-09-03T06:00:00,8.93,9.06,True,
2018-08-30,2018-09-03T04:00:00,3,2018-09-03T07:00:00,8.93,9.12,True,
2018-08-30,2018-09-03T04:00:00,4,2018-09-03T08:00:00,8.93,9.1,True,
2018-08-30,2018-09-03T04:00:00,5,2018-09-03T09:00:00,8.93,8.99,True,
2018-08-30,2018-09-03T04:00:00,6,2018-09-03T10:00:00,8.93,8.84,True,
2018-08-30,2018-09-03T04:00:00,7,2018-09-03T11:00:00,8.93,8.76,True,
2018-08-30,2018-09-03T04:00:00,8,2018-09-03T12:00:00,8.93,8.71,True,
2018-08-30,2018-09-03T04:00:00,9,2018-09-03T13:00:00,8.93,8.61,True,
2018-08-30,2018-09-03T04:00:00,10,2018-09-03T14:00:00,8.93,8.58,True,
2018-08-30,2018-09-03T04:00:00,11,2018-09-03T15:00:00,8.93,8.51,True,
2018-08-30,2018-09-03T04:00:00,12,2018-09-03T16:00:00,8.93,8.46,True,
2018-08-30,2018-09-03T05:00:00,1,2018-09-03T06:00:00,8.95,9.06,True,
2018-08-30,2018-09-03T05:00:00,2,2018-09-03T07:00:00,8.95,9.12,True,
2018-08-30,2018-09-03T05:00:00,3,2018-09-03T08:00:00,8.95,9.1,True,
2018-08-30,2018-09-03T05:00:00,4,2018-09-03T09:00:00,8.95,8.99,True,
2018-08-30,2018-09-03T05:00:00,5,2018-09-03T10:00:00,8.95,8.84,True,
2018-08-30,2018-09-03T05:00:00,6,2018-09-03T11:00:00,8.95,8.76,True,
2018-08-30,2018-09-03T05:00:00,7,2018-09-03T12:00:00,8.95,8.71,True,
2018-08-30,2018-09-03T05:00:00,8,2018-09-03T13:00:00,8.95,8.61,True,
2018-08-30,2018-09-03T05:00:00,9,2018-09-03T14:00:00,8.95,8.58,True,
2018-08-30,2018-09-03T05:00:00,10,2018-09-03T15:00:00,8.95,8.51,True,
2018-08-30,2018-09-03T05:00:00,11,2018-09-03T16:00:00,8.95,8.46,True,
2018-08-30,2018-09-03T05:00:00,12,2018-09-03T17:00:00,8.95,8.39,True,
2018-08-30,2018-09-03T06:00:00,1,2018-09-03T07:00:00,9.01,9.12,True,
2018-08-30,2018-09-03T06:00:00,2,2018-09-03T08:00:00,9.01,9.1,True,
2018-08-30,2018-09-03T06:00:00,3,2018-09-03T09:00:00,9.01,8.99,True,
2018-08-30,2018-09-03T06:00:00,4,2018-09-03T10:00:00,9.01,8.84,True,
2018-08-30,2018-09-03T06:00:00,5,2018-09-03T11:00:00,9.01,8.76,True,
2018-08-30,2018-09-03T06:00:00,6,2018-09-03T12:00:00,9.01,8.71,True,
2018-08-30,2018-09-03T06:00:00,7,2018-09-03T13:00:00,9.01,8.61,True,
2018-08-30,2018-09-03T06:00:00,8,2018-09-03T14:00:00,9.01,8.58,True,
2018-08-30,2018-09-03T06:00:00,9,2018-09-03T15:00:00,9.01,8.51,True,
2018-08-30,2018-09-03T06:00:00,10,2018-09-03T16:00:00,9.01,8.46,True,
2018-08-30,2018-09-03T06:00:00,11,2018-09-03T17:00:00,9.01,8.39,True,
2018-08-30,2018-09-03T06:00:00,12,2018-09-03T18:00:00,9.01,8.3,True,
2018-08-30,2018-09-03T07:00:00,1,2018-09-03T08:00:00,9.06,9.1,True,
2018-08-30,2018-09-03T07:00:00,2,2018-09-03T09:00:00,9.06,8.99,True,
2018-08-30,2018-09-03T07:00:00,3,2018-09-03T10:00:00,9.06,8.84,True,
2018-08-30,2018-09-03T07:00:00,4,2018-09-03T11:00:00,9.06,8.76,True,
2018-08-30,2018-09-03T07:00:00,5,2018-09-03T12:00:00,9.06,8.71,True,
2018-08-30,2018-09-03T07:00:00,6,2018-09-03T13:00:00,9.06,8.61,True,
2018-08-30,2018-09-03T07:00:00,7,2018-09-03T14:00:00,9.06,8.58,True,
2018-08-30,2018-09-03T07:00:00,8,2018-09-03T15:00:00,9.06,8.51,True,
2018-08-30,2018-09-03T07:00:00,9,2018-09-03T16:00:00,9.06,8.46,True,
2018-08-30,2018-09-03T07:00:00,10,2018-09-03T17:00:00,9.06,8.39,True,
2018-08-30,2018-09-03T07:00:00,11,2018-09-03T18:00:00,9.06,8.3,True,
2018-08-30,2018-09-03T07:00:00,12,2018-09-03T19:00:00,9.06,8.2,True,
2018-08-30,2018-09-03T08:00:00,1,2018-09-03T09:00:00,9.12,8.99,True,
2018-08-30,2018-09-03T08:00:00,2,2018-09-03T10:00:00,9.12,8.84,True,
2018-08-30,2018-09-03T08:00:00,3,2018-09-03T11:00:00,9.12,8.76,True,
2018-08-30,2018-09-03T08:00:00,4,2018-09-03T12:00:00,9.12,8.71,True,
2018-08-30,2018-09-03T08:00:00,5,2018-09-03T13:00:00,9.12,8.61,True,
2018-08-30,2018-09-03T08:00:00,6,2018-09-03T14:00:00,9.12,8.58,True,
2018-08-30,2018-09-03T08:00:00,7,2018-09-03T15:00:00,9.12,8.51,True,
2018-08-30,2018-09-03T08:00:00,8,2018-09-03T16:00:00,9.12,8.46,True,
2018-08-30,2018-09-03T08:00:00,9,2018-09-03T17:00:00,9.12,8.39,True,
2018-08-30,2018-09-03T08:00:00,10,2018-09-03T18:00:00,9.12,8.3,True,
2018-08-30,2018-09-03T08:00:00,11,2018-09-03T19:00:00,9.12,8.2,True,
2018-08-30,2018-09-03T08:00:00,12,2018-09-03T20:00:00,9.12,8.15,True,
2018-08-30,2018-09-03T09:00:00,1,2018-09-03T10:00:00,9.1,8.84,True,
2018-08-30,2018-09-03T09:00:00,2,2018-09-03T11:00:00,9.1,8.76,True,
2018-08-30,2018-09-03T09:00:00,3,2018-09-03T12:00:00,9.1,8.71,True,
2018-08-30,2018-09-03T09:00:00,4,2018-09-03T13:00:00,9.1,8.61,True,
2018-08-30,2018-09-03T09:00:00,5,2018-09-03T14:00:00,9.1,8.58,True,
2018-08-30,2018-09-03T09:00:00,6,2018-09-03T15:00:00,9.1,8.51,True,
2018-08-30,2018-09-03T09:00:00,7,2018-09-03T16:00:00,9.1,8.46,True,
2018-08-30,2018-09-03T09:00:00,8,2018-09-03T17:00:00,9.1,8.39,True,
2018-08-30,2018-09-03T09:00:00,9,2018-09-03T18:00:00,9.1,8.3,True,
2018-08-30,2018-09-03T09:00:00,10,2018-09-03T19:00:00,9.1,8.2,True,
2018-08-30,2018-09-03T09:00:00,11,2018-09-03T20:00:00,9.1,8.15,True,
2018-08-30,2018-09-03T09:00:00,12,2018-09-03T21:00:00,9.1,8.17,True,
2018-08-30,2018-09-03T10:00:00,1,2018-09-03T11:00:00,8.99,8.76,True,
2018-08-30,2018-09-03T10:00:00,2,2018-09-03T12:00:00,8.99,8.71,True,
2018-08-30,2018-09-03T10:00:00,3,2018-09-03T13:00:00,8.99,8.61,True,
2018-08-30,2018-09-03T10:00:00,4,2018-09-03T14:00:00,8.99,8.58,True,
2018-08-30,2018-09-03T10:00:00,5,2018-09-03T15:00:00,8.99,8.51,True,
2018-08-30,2018-09-03T10:00:00,6,2018-09-03T16:00:00,8.99,8.46,True,
2018-08-30,2018-09-03T10:00:00,7,2018-09-03T17:00:00,8.99,8.39,True,
2018-08-30,2018-09-03T10:00:00,8,2018-09-03T18:00:00,8.99,8.3,True,
2018-08-30,2018-09-03T10:00:00,9,2018-09-03T19:00:00,8.99,8.2,True,
2018-08-30,2018-09-03T10:00:00,10,2018-09-03T20:00:00,8.99,8.15,True,
2018-08-30,2018-09-03T10:00:00,11,2018-09-03T21:00:00,8.99,8.17,True,
2018-08-30,2018-09-03T10:00:00,12,2018-09-03T22:00:00,8.99,8.17,True,
2018-08-30,2018-09-03T11:00:00,1,2018-09-03T12:00:00,8.84,8.71,True,
2018-08-30,2018-09-03T11:00:00,2,2018-09-03T13:00:00,8.84,8.61,True,
2018-08-30,2018-09-03T11:00:00,3,2018-09-03T14:00:00,8.84,8.58,True,
2018-08-30,2018-09-03T11:00:00,4,2018-09-03T15:00:00,8.84,8.51,True,
2018-08-30,2018-09-03T11:00:00,5,2018-09-03T16:00:00,8.84,8.46,True,
2018-08-30,2018-09-03T11:00:00,6,2018-09-03T17:00:00,8.84,8.39,True,
2018-08-30,2018-09-03T11:00:00,7,2018-09-03T18:00:00,8.84,8.3,True,
2018-08-30,2018-09-03T11:00:00,8,2018-09-03T19:00:00,8.84,8.2,True,
2018-08-30,2018-09-03T11:00:00,9,2018-09-03T20:00:00,8.84,8.15,True,
2018-08-30,2018-09-03T11:00:00,10,2018-09-03T21:00:00,8.84,8.17,True,
2018-08-30,2018-09-03T11:00:00,11,2018-09-03T22:00:00,8.84,8.17,True,
2018-08-30,2018-09-03T11:00:00,12,2018-09-03T23:00:00,8.84,8.19,True,
2018-08-30,2018-09-03T12:00:00,1,2018-09-03T13:00:00,8.76,8.61,True,
2018-08-30,2018-09-03T12:00:00,2,2018-09-03T14:00:00,8.76,8.58,True,
2018-08-30,2018-09-03T12:00:00,3,2018-09-03T15:00:00,8.76,8.51,True,
2018-08-30,2018-09-03T12:00:00,4,2018-09-03T16:00:00,8.76,8.46,True,
2018-08-30,2018-09-03T12:00:00,5,2018-09-03T17:00:00,8.76,8.39,True,
2018-08-30,2018-09-03T12:00:00,6,2018-09-03T18:00:00,8.76,8.3,True,
2018-08-30,2018-09-03T12:00:00,7,2018-09-03T19:00:00,8.76,8.2,True,
2018-08-30,2018-09-03T12:00:00,8,2018-09-03T20:00:00,8.76,8.15,True,
2018-08-30,2018-09-03T12:00:00,9,2018-09-03T21:00:00,8.76,8.17,True,
2018-08-30,2018-09-03T12:00:00,10,2018-09-03T22:00:00,8.76,8.17,True,
2018-08-30,2018-09-03T12:00:00,11,2018-09-03T23:00:00,8.76,8.19,True,
2018-08-30,2018-09-03T12:00:00,12,2018-09-04T00:00:00,8.76,8.14,True,
2018-08-30,2018-09-03T13:00:00,1,2018-09-03T14:00:00,8.71,8.58,True,
2018-08-30,2018-09-03T13:00:00,2,2018-09-03T15:00:00,8.71,8.51,True,
2018-08-30,2018-09-03T13:00:00,3,2018-09-03T16:00:00,8.71,8.46,True,
2018-08-30,2018-09-03T13:00:00,4,2018-09-03T17:00:00,8.71,8.39,True,
2018-08-30,2018-09-03T13:00:00,5,2018-09-03T18:00:00,8.71,8.3,True,
2018-08-30,2018-09-03T13:00:00,6,2018-09-03T19:00:00,8.71,8.2,True,
2018-08-30,2018-09-03T13:00:00,7,2018-09-03T20:00:00,8.71,8.15,True,
2018-08-30,2018-09-03T13:00:00,8,2018-09-03T21:00:00,8.71,8.17,True,
2018-08-30,2018-09-03T13:00:00,9,2018-09-03T22:00:00,8.71,8.17,True,
2018-08-30,2018-09-03T13:00:00,10,2018-09-03T23:00:00,8.71,8.19,True,
2018-08-30,2018-09-03T13:00:00,11,2018-09-04T00:00:00,8.71,8.14,True,
2018-08-30,2018-09-03T13:00:00,12,2018-09-04T01:00:00,8.71,8.01,True,
2018-08-30,2018-09-03T14:00:00,1,2018-09-03T15:00:00,8.61,8.51,True,
2018-08-30,2018-09-03T14:00:00,2,2018-09-03T16:00:00,8.61,8.46,True,
2018-08-30,2018-09-03T14:00:00,3,2018-09-03T17:00:00,8.61,8.39,True,
2018-08-30,2018-09-03T14:00:00,4,2018-09-03T18:00:00,8.61,8.3,True,
2018-08-30,2018-09-03T14:00:00,5,2018-09-03T19:00:00,8.61,8.2,True,
2018-08-30,2018-09-03T14:00:00,6,2018-09-03T20:00:00,8.61,8.15,True,
2018-08-30,2018-09-03T14:00:00,7,2018-09-03T21:00:00,8.61,8.17,True,
2018-08-30,2018-09-03T14:00:00,8,2018-09-03T22:00:00,8.61,8.17,True,
2018-08-30,2018-09-03T14:00:00,9,2018-09-03T23:00:00,8.61,8.19,True,
2018-08-30,2018-09-03T14:00:00,10,2018-09-04T00:00:00,8.61,8.14,True,
2018-08-30,2018-09-03T14:00:00,11,2018-09-04T01:00:00,8.61,8.01,True,
2018-08-30,2018-09-03T14:00:00,12,2018-09-04T02:00:00,8.61,7.89,True,
2018-08-30,2018-09-03T15:00:00,1,2018-09-03T16:00:00,8.58,8.46,True,
2018-08-30,2018-09-03T15:00:00,2,2018-09-03T17:00:00,8.58,8.39,True,
2018-08-30,2018-09-03T15:00:00,3,2018-09-03T18:00:00,8.58,8.3,True,
2018-08-30,2018-09-03T15:00:00,4,2018-09-03T19:00:00,8.58,8.2,True,
2018-08-30,2018-09-03T15:00:00,5,2018-09-03T20:00:00,8.58,8.15,True,
2018-08-30,2018-09-03T15:00:00,6,2018-09-03T21:00:00,8.58,8.17,True,
2018-08-30,2018-09-03T15:00:00,7,2018-09-03T22:00:00,8.58,8.17,True,
2018-08-30,2018-09-03T15:00:00,8,2018-09-03T23:00:00,8.58,8.19,True,
2018-08-30,2018-09-03T15:00:00,9,2018-09-04T00:00:00,8.58,8.14,True,
2018-08-30,2018-09-03T15:00:00,10,2018-09-04T01:00:00,8.58,8.01,True,
2018-08-30,2018-09-03T15:00:00,11,2018-09-04T02:00:00,8.58,7.89,True,
2018-08-30,2018-09-03T15:00:00,12,2018-09-04T03:00:00,8.58,7.76,True,
2018-08-30,2018-09-03T16:00:00,1,2018-09-03T17:00:00,8.51,8.39,True,
2018-08-30,2018-09-03T16:00:00,2,2018-09-03T18:00:00,8.51,8.3,True,
2018-08-30,2018-09-03T16:00:00,3,2018-09-03T19:00:00,8.51,8.2,True,
2018-08-30,2018-09-03T16:00:00,4,2018-09-03T20:00:00,8.51,8.15,True,
2018-08-30,2018-09-03T16:00:00,5,2018-09-03T21:00:00,8.51,8.17,True,
2018-08-30,2018-09-03T16:00:00,6,2018-09-03T22:00:00,8.51,8.17,True,
2018-08-30,2018-09-03T16:00:00,7,2018-09-03T23:00:00,8.51,8.19,True,
2018-08-30,2018-09-03T16:00:00,8,2018-09-04T00:00:00,8.51,8.14,True,
2018-08-30,2018-09-03T16:00:00,9,2018-09-04T01:00:00,8.51,8.01,True,
2018-08-30,2018-09-03T16:00:00,10,2018-09-04T02:00:00,8.51,7.89,True,
2018-08-30,2018-09-03T16:00:00,11,2018-09-04T03:00:00,8.51,7.76,True,
2018-08-30,2018-09-03T16:00:00,12,2018-09-04T04:00:00,8.51,7.72,True,
2018-08-30,2018-09-03T17:00:00,1,2018-09-03T18:00:00,8.46,8.3,True,
2018-08-30,2018-09-03T17:00:00,2,2018-09-03T19:00:00,8.46,8.2,True,
2018-08-30,2018-09-03T17:00:00,3,2018-09-03T20:00:00,8.46,8.15,True,
2018-08-30,2018-09-03T17:00:00,4,2018-09-03T21:00:00,8.46,8.17,True,
2018-08-30,2018-09-03T17:00:00,5,2018-09-03T22:00:00,8.46,8.17,True,
2018-08-30,2018-09-03T17:00:00,6,2018-09-03T23:00:00,8.46,8.19,True,
2018-08-30,2018-09-03T17:00:00,7,2018-09-04T00:00:00,8.46,8.14,True,
2018-08-30,2018-09-03T17:00:00,8,2018-09-04T01:00:00,8.46,8.01,True,
2018-08-30,2018-09-03T17:00:00,9,2018-09-04T02:00:00,8.46,7.89,True,
2018-08-30,2018-09-03T17:00:00,10,2018-09-04T03:00:00,8.46,7.76,True,
2018-08-30,2018-09-03T17:00:00,11,2018-09-04T04:00:00,8.46,7.72,True,
2018-08-30,2018-09-03T17:00:00,12,2018-09-04T05:00:00,8.46,7.68,True,
2018-08-30,2018-09-03T18:00:00,1,2018-09-03T19:00:00,8.39,8.2,True,
2018-08-30,2018-09-03T18:00:00,2,2018-09-03T20:00:00,8.39,8.15,True,
2018-08-30,2018-09-03T18:00:00,3,2018-09-03T21:00:00,8.39,8.17,True,
2018-08-30,2018-09-03T18:00:00,4,2018-09-03T22:00:00,8.39,8.17,True,
2018-08-30,2018-09-03T18:00:00,5,2018-09-03T23:00:00,8.39,8.19,True,
2018-08-30,2018-09-03T18:00:00,6,2018-09-04T00:00:00,8.39,8.14,True,
2018-08-30,2018-09-03T18:00:00,7,2018-09-04T01:00:00,8.39,8.01,True,
2018-08-30,2018-09-03T18:00:00,8,2018-09-04T02:00:00,8.39,7.89,True,
2018-08-30,2018-09-03T18:00:00,9,2018-09-04T03:00:00,8.39,7.76,True,
2018-08-30,2018-09-03T18:00:00,10,2018-09-04T04:00:00,8.39,7.72,True,
2018-08-30,2018-09-03T18:00:00,11,2018-09-04T05:00:00,8.39,7.68,True,
