window,origin_literal,anchor_literal,level_m,dH0.5_m_per_h,dH1_m_per_h,dH2_m_per_h,dH4_m_per_h,dH8_m_per_h,current_contract_base_m,current_contract_last_literal,current_contract_age_minutes
2018-08-30,2018-08-31T06:00:00,2018-08-31T05:00:00,2.89,,-0.04999999999999982,-0.04499999999999993,-0.029999999999999916,0.0025000000000000022,,2018-08-31T05:00:00,45.0
2018-08-30,2018-08-31T07:00:00,2018-08-31T06:00:00,2.77,,-0.1200000000000001,-0.08499999999999996,-0.057499999999999996,-0.023749999999999993,,2018-08-31T06:00:00,45.0
2018-08-30,2018-08-31T08:00:00,2018-08-31T07:00:00,2.61,,-0.16000000000000014,-0.14000000000000012,-0.09250000000000003,-0.048750000000000016,,2018-08-31T07:00:00,45.0
2018-08-30,2018-08-31T09:00:00,2018-08-31T08:00:00,2.45,,-0.1599999999999997,-0.15999999999999992,-0.12249999999999994,-0.06999999999999995,,2018-08-31T08:00:00,45.0
2018-08-30,2018-08-31T10:00:00,2018-08-31T09:00:00,2.34,,-0.11000000000000032,-0.135,-0.13750000000000007,-0.08374999999999999,,2018-08-31T09:00:00,45.0
2018-08-30,2018-08-31T11:00:00,2018-08-31T10:00:00,2.27,,-0.06999999999999984,-0.09000000000000008,-0.125,-0.09125,,2018-08-31T10:00:00,45.0
2018-08-30,2018-08-31T12:00:00,2018-08-31T11:00:00,2.23,,-0.040000000000000036,-0.05499999999999994,-0.09499999999999997,-0.09375,,2018-08-31T11:00:00,45.0
2018-08-30,2018-08-31T13:00:00,2018-08-31T12:00:00,2.22,,-0.009999999999999787,-0.02499999999999991,-0.057499999999999996,-0.08999999999999997,,2018-08-31T12:00:00,45.0
2018-08-30,2018-08-31T14:00:00,2018-08-31T13:00:00,2.22,,0.0,-0.004999999999999893,-0.029999999999999916,-0.08374999999999999,,2018-08-31T13:00:00,45.0
2018-08-30,2018-08-31T15:00:00,2018-08-31T14:00:00,2.24,,0.020000000000000018,0.010000000000000009,-0.007499999999999951,-0.06624999999999998,,2018-08-31T14:00:00,45.0
2018-08-30,2018-08-31T16:00:00,2018-08-31T15:00:00,2.3,,0.05999999999999961,0.039999999999999813,0.01749999999999996,-0.03875000000000001,,2018-08-31T15:00:00,45.0
2018-08-30,2018-08-31T17:00:00,2018-08-31T16:00:00,2.39,,0.0900000000000003,0.07499999999999996,0.04249999999999998,-0.007500000000000007,,2018-08-31T16:00:00,45.0
2018-08-30,2018-08-31T18:00:00,2018-08-31T17:00:00,2.47,,0.08000000000000007,0.08500000000000019,0.0625,0.016250000000000042,,2018-08-31T17:00:00,45.0
2018-08-30,2018-08-31T19:00:00,2018-08-31T18:00:00,2.54,,0.06999999999999984,0.07499999999999996,0.07499999999999996,0.03375,,2018-08-31T18:00:00,45.0
2018-08-30,2018-08-31T20:00:00,2018-08-31T19:00:00,2.68,,0.14000000000000012,0.10499999999999998,0.09500000000000008,0.05625000000000002,,2018-08-31T19:00:00,45.0
2018-08-30,2018-08-31T21:00:00,2018-08-31T20:00:00,2.82,,0.13999999999999968,0.1399999999999999,0.10749999999999993,0.07499999999999996,,2018-08-31T20:00:00,45.0
2018-08-30,2018-08-31T22:00:00,2018-08-31T21:00:00,2.94,,0.1200000000000001,0.1299999999999999,0.11749999999999994,0.08999999999999997,,2018-08-31T21:00:00,45.0
2018-08-30,2018-08-31T23:00:00,2018-08-31T22:00:00,3.03,,0.08999999999999986,0.10499999999999998,0.12249999999999994,0.09874999999999995,,2018-08-31T22:00:00,45.0
2018-08-30,2018-09-01T00:00:00,2018-08-31T23:00:00,3.09,,0.06000000000000005,0.07499999999999996,0.10249999999999992,0.09875,,2018-08-31T23:00:00,45.0
2018-08-30,2018-09-01T01:00:00,2018-09-01T00:00:00,3.13,,0.040000000000000036,0.050000000000000044,0.07750000000000001,0.09249999999999997,,2018-09-01T00:00:00,45.0
2018-08-30,2018-09-01T02:00:00,2018-09-01T01:00:00,3.15,,0.020000000000000018,0.030000000000000027,0.05249999999999999,0.08499999999999996,,2018-09-01T01:00:00,45.0
2018-08-30,2018-09-01T03:00:00,2018-09-01T02:00:00,3.19,,0.040000000000000036,0.030000000000000027,0.040000000000000036,0.08124999999999999,,2018-09-01T02:00:00,45.0
2018-08-30,2018-09-01T04:00:00,2018-09-01T03:00:00,3.25,,0.06000000000000005,0.050000000000000044,0.040000000000000036,0.07124999999999998,,2018-09-01T03:00:00,45.0
2018-08-30,2018-09-01T05:00:00,2018-09-01T04:00:00,3.31,,0.06000000000000005,0.06000000000000005,0.04500000000000004,0.06125000000000003,,2018-09-01T04:00:00,45.0
2018-08-30,2018-09-01T06:00:00,2018-09-01T05:00:00,3.37,,0.06000000000000005,0.06000000000000005,0.05500000000000005,0.05375000000000002,,2018-09-01T05:00:00,45.0
2018-08-30,2018-09-01T07:00:00,2018-09-01T06:00:00,3.4,,0.029999999999999805,0.04499999999999993,0.05249999999999999,0.04625000000000001,,2018-09-01T06:00:00,45.0
2018-08-30,2018-09-01T08:00:00,2018-09-01T07:00:00,3.42,,0.020000000000000018,0.02499999999999991,0.04249999999999998,0.04125000000000001,,2018-09-01T07:00:00,45.0
2018-08-30,2018-09-01T09:00:00,2018-09-01T08:00:00,3.41,,-0.009999999999999787,0.0050000000000001155,0.025000000000000022,0.03500000000000003,,2018-09-01T08:00:00,45.0
2018-08-30,2018-09-01T10:00:00,2018-09-01T09:00:00,3.42,,0.009999999999999787,0.0,0.012499999999999956,0.03375,,2018-09-01T09:00:00,45.0
2018-08-30,2018-09-01T11:00:00,2018-09-01T10:00:00,3.41,,-0.009999999999999787,0.0,0.0025000000000000577,0.027500000000000024,,2018-09-01T10:00:00,45.0
2018-08-30,2018-09-01T12:00:00,2018-09-01T11:00:00,3.41,,0.0,-0.004999999999999893,-0.0024999999999999467,0.020000000000000018,,2018-09-01T11:00:00,45.0
2018-08-30,2018-09-01T13:00:00,2018-09-01T12:00:00,3.43,,0.020000000000000018,0.010000000000000009,0.0050000000000000044,0.015000000000000013,,2018-09-01T12:00:00,45.0
2018-08-30,2018-09-01T14:00:00,2018-09-01T13:00:00,3.44,,0.009999999999999787,0.014999999999999902,0.0050000000000000044,0.00874999999999998,,2018-09-01T13:00:00,45.0
2018-08-30,2018-09-01T15:00:00,2018-09-01T14:00:00,3.51,,0.06999999999999984,0.039999999999999813,0.02499999999999991,0.013749999999999984,,2018-09-01T14:00:00,45.0
2018-08-30,2018-09-01T16:00:00,2018-09-01T15:00:00,3.57,,0.06000000000000005,0.06499999999999995,0.039999999999999925,0.01874999999999999,,2018-09-01T15:00:00,45.0
2018-08-30,2018-09-01T17:00:00,2018-09-01T16:00:00,3.64,,0.07000000000000028,0.06500000000000017,0.05249999999999999,0.028749999999999998,,2018-09-01T16:00:00,45.0
2018-08-30,2018-09-01T18:00:00,2018-09-01T17:00:00,3.7,,0.06000000000000005,0.06500000000000017,0.06500000000000006,0.03500000000000003,,2018-09-01T17:00:00,45.0
2018-08-30,2018-09-01T19:00:00,2018-09-01T18:00:00,3.77,,0.06999999999999984,0.06499999999999995,0.06500000000000006,0.044999999999999984,,2018-09-01T18:00:00,45.0
2018-08-30,2018-09-01T20:00:00,2018-09-01T19:00:00,3.81,,0.040000000000000036,0.05499999999999994,0.06000000000000005,0.04999999999999999,,2018-09-01T19:00:00,45.0
2018-08-30,2018-09-01T21:00:00,2018-09-01T20:00:00,3.88,,0.06999999999999984,0.05499999999999994,0.05999999999999994,0.05624999999999997,,2018-09-01T20:00:00,45.0
2018-08-30,2018-09-01T22:00:00,2018-09-01T21:00:00,3.96,,0.08000000000000007,0.07499999999999996,0.06499999999999995,0.065,,2018-09-01T21:00:00,45.0
2018-08-30,2018-09-01T23:00:00,2018-09-01T22:00:00,4.07,,0.11000000000000032,0.0950000000000002,0.07500000000000007,0.07000000000000006,,2018-09-01T22:00:00,45.0
2018-08-30,2018-09-02T00:00:00,2018-09-01T23:00:00,4.19,,0.1200000000000001,0.11500000000000021,0.09500000000000008,0.07750000000000007,,2018-09-01T23:00:00,45.0
2018-08-30,2018-09-02T01:00:00,2018-09-02T00:00:00,4.33,,0.13999999999999968,0.1299999999999999,0.11250000000000004,0.08625,,2018-09-02T00:00:00,45.0
2018-08-30,2018-09-02T02:00:00,2018-09-02T01:00:00,4.59,,0.2599999999999998,0.19999999999999973,0.15749999999999997,0.11124999999999996,,2018-09-02T01:00:00,45.0
2018-08-30,2018-09-02T03:00:00,2018-09-02T02:00:00,5.04,,0.4500000000000002,0.355,0.24249999999999994,0.15875,,2018-09-02T02:00:00,45.0
2018-08-30,2018-09-02T04:00:00,2018-09-02T03:00:00,,,,,,,,2018-09-02T03:00:00,45.0
2018-08-30,2018-09-02T05:00:00,2018-09-02T04:00:00,,,,,,,,2018-09-02T04:00:00,45.0
2018-08-30,2018-09-02T06:00:00,2018-09-02T05:00:00,,,,,,,,2018-09-02T05:00:00,45.0
2018-08-30,2018-09-02T07:00:00,2018-09-02T06:00:00,,,,,,,,2018-09-02T06:00:00,45.0
2018-08-30,2018-09-02T08:00:00,2018-09-02T07:00:00,7.39,,,,,0.3999999999999999,,2018-09-02T07:00:00,45.0
2018-08-30,2018-09-02T09:00:00,2018-09-02T08:00:00,7.69,,0.3000000000000007,,,0.42000000000000004,,2018-09-02T08:00:00,45.0
2018-08-30,2018-09-02T10:00:00,2018-09-02T09:00:00,7.98,,0.29000000000000004,0.2950000000000004,,0.42375000000000007,,2018-09-02T09:00:00,45.0
2018-08-30,2018-09-02T11:00:00,2018-09-02T10:00:00,8.18,,0.1999999999999993,0.24499999999999966,,0.39249999999999996,,2018-09-02T10:00:00,45.0
2018-08-30,2018-09-02T12:00:00,2018-09-02T11:00:00,8.33,,0.15000000000000036,0.17499999999999982,0.2350000000000001,,,2018-09-02T11:00:00,45.0
2018-08-30,2018-09-02T13:00:00,2018-09-02T12:00:00,8.39,,0.0600000000000005,0.10500000000000043,0.17500000000000004,,,2018-09-02T12:00:00,45.0
2018-08-30,2018-09-02T14:00:00,2018-09-02T13:00:00,8.39,,0.0,0.03000000000000025,0.10250000000000004,,,2018-09-02T13:00:00,45.0
2018-08-30,2018-09-02T15:00:00,2018-09-02T14:00:00,8.39,,0.0,0.0,0.05250000000000021,,,2018-09-02T14:00:00,45.0
2018-08-30,2018-09-02T16:00:00,2018-09-02T15:00:00,8.36,,-0.030000000000001137,-0.015000000000000568,0.00749999999999984,0.12124999999999997,,2018-09-02T15:00:00,45.0
2018-08-30,2018-09-02T17:00:00,2018-09-02T16:00:00,8.36,,0.0,-0.015000000000000568,-0.007500000000000284,0.08374999999999988,,2018-09-02T16:00:00,45.0
2018-08-30,2018-09-02T18:00:00,2018-09-02T17:00:00,8.45,,0.08999999999999986,0.04499999999999993,0.01499999999999968,0.05874999999999986,,2018-09-02T17:00:00,45.0
2018-08-30,2018-09-02T19:00:00,2018-09-02T18:00:00,8.54,,0.08999999999999986,0.08999999999999986,0.037499999999999645,0.04499999999999993,,2018-09-02T18:00:00,45.0
2018-08-30,2018-09-02T20:00:00,2018-09-02T19:00:00,8.62,,0.08000000000000007,0.08499999999999996,0.06499999999999995,0.03624999999999989,,2018-09-02T19:00:00,45.0
2018-08-30,2018-09-02T21:00:00,2018-09-02T20:00:00,8.69,,0.07000000000000028,0.07500000000000018,0.08250000000000002,0.03749999999999987,,2018-09-02T20:00:00,45.0
2018-08-30,2018-09-02T22:00:00,2018-09-02T21:00:00,8.68,,-0.009999999999999787,0.03000000000000025,0.05750000000000011,0.03624999999999989,,2018-09-02T21:00:00,45.0
2018-08-30,2018-09-02T23:00:00,2018-09-02T22:00:00,8.69,,0.009999999999999787,0.0,0.03750000000000009,0.03749999999999987,,2018-09-02T22:00:00,45.0
2018-08-30,2018-09-03T00:00:00,2018-09-02T23:00:00,8.73,,0.040000000000000924,0.025000000000000355,0.027500000000000302,0.046250000000000124,,2018-09-02T23:00:00,45.0
2018-08-30,2018-09-03T01:00:00,2018-09-03T00:00:00,8.77,,0.03999999999999915,0.040000000000000036,0.020000000000000018,0.05125000000000002,,2018-09-03T00:00:00,45.0
2018-08-30,2018-09-03T02:00:00,2018-09-03T01:00:00,8.83,,0.0600000000000005,0.04999999999999982,0.03750000000000009,0.0475000000000001,,2018-09-03T01:00:00,45.0
2018-08-30,2018-09-03T03:00:00,2018-09-03T02:00:00,8.9,,0.07000000000000028,0.06500000000000039,0.05250000000000021,0.04500000000000015,,2018-09-03T02:00:00,45.0
2018-08-30,2018-09-03T04:00:00,2018-09-03T03:00:00,8.93,,0.02999999999999936,0.04999999999999982,0.04999999999999982,0.03875000000000006,,2018-09-03T03:00:00,45.0
2018-08-30,2018-09-03T05:00:00,2018-09-03T04:00:00,8.95,,0.019999999999999574,0.024999999999999467,0.04499999999999993,0.03249999999999997,,2018-09-03T04:00:00,45.0
2018-08-30,2018-09-03T06:00:00,2018-09-03T05:00:00,9.01,,0.0600000000000005,0.040000000000000036,0.04499999999999993,0.04125000000000001,,2018-09-03T05:00:00,45.0
2018-08-30,2018-09-03T07:00:00,2018-09-03T06:00:00,9.06,,0.05000000000000071,0.055000000000000604,0.040000000000000036,0.046250000000000124,,2018-09-03T06:00:00,45.0
2018-08-30,2018-09-03T08:00:00,2018-09-03T07:00:00,9.12,,0.05999999999999872,0.054999999999999716,0.047499999999999876,0.04874999999999985,,2018-09-03T07:00:00,45.0
2018-08-30,2018-09-03T09:00:00,2018-09-03T08:00:00,9.1,,-0.019999999999999574,0.019999999999999574,0.03750000000000009,0.04125000000000001,,2018-09-03T08:00:00,45.0
2018-08-30,2018-09-03T10:00:00,2018-09-03T09:00:00,8.99,,-0.10999999999999943,-0.0649999999999995,-0.004999999999999893,0.020000000000000018,,2018-09-03T09:00:00,45.0
2018-08-30,2018-09-03T11:00:00,2018-09-03T10:00:00,8.84,,-0.15000000000000036,-0.1299999999999999,-0.05500000000000016,-0.007500000000000062,,2018-09-03T10:00:00,45.0
2018-08-30,2018-09-03T12:00:00,2018-09-03T11:00:00,8.76,,-0.08000000000000007,-0.11500000000000021,-0.08999999999999986,-0.02124999999999999,,2018-09-03T11:00:00,45.0
2018-08-30,2018-09-03T13:00:00,2018-09-03T12:00:00,8.71,,-0.049999999999998934,-0.0649999999999995,-0.0974999999999997,-0.029999999999999805,,2018-09-03T12:00:00,45.0
2018-08-30,2018-09-03T14:00:00,2018-09-03T13:00:00,8.61,,-0.10000000000000142,-0.07500000000000018,-0.0950000000000002,-0.050000000000000044,,2018-09-03T13:00:00,45.0
2018-08-30,2018-09-03T15:00:00,2018-09-03T14:00:00,8.58,,-0.02999999999999936,-0.06500000000000039,-0.06499999999999995,-0.06000000000000005,,2018-09-03T14:00:00,45.0
2018-08-30,2018-09-03T16:00:00,2018-09-03T15:00:00,8.51,,-0.07000000000000028,-0.04999999999999982,-0.0625,-0.07624999999999993,,2018-09-03T15:00:00,45.0
2018-08-30,2018-09-03T17:00:00,2018-09-03T16:00:00,8.46,,-0.049999999999998934,-0.05999999999999961,-0.0625,-0.07999999999999985,,2018-09-03T16:00:00,45.0
2018-08-30,2018-09-03T18:00:00,2018-09-03T17:00:00,8.39,,-0.07000000000000028,-0.05999999999999961,-0.054999999999999716,-0.07499999999999996,,2018-09-03T17:00:00,45.0
2018-08-30,2018-09-03T19:00:00,2018-09-03T18:00:00,8.3,,-0.08999999999999986,-0.08000000000000007,-0.06999999999999984,-0.0674999999999999,,2018-09-03T18:00:00,45.0
2018-08-30,2018-09-03T20:00:00,2018-09-03T19:00:00,8.2,,-0.10000000000000142,-0.09500000000000064,-0.07750000000000012,-0.07000000000000006,,2018-09-03T19:00:00,45.0
2018-08-30,2018-09-03T21:00:00,2018-09-03T20:00:00,8.15,,-0.049999999999998934,-0.07500000000000018,-0.07750000000000012,-0.07000000000000006,,2018-09-03T20:00:00,45.0
2018-08-30,2018-09-03T22:00:00,2018-09-03T21:00:00,8.17,,0.019999999999999574,-0.01499999999999968,-0.05500000000000016,-0.05499999999999994,,2018-09-03T21:00:00,45.0
2018-08-30,2018-09-03T23:00:00,2018-09-03T22:00:00,8.17,,0.0,0.009999999999999787,-0.032500000000000195,-0.05125000000000002,,2018-09-03T22:00:00,45.0
2018-08-30,2018-09-04T00:00:00,2018-09-03T23:00:00,8.19,,0.019999999999999574,0.009999999999999787,-0.0024999999999999467,-0.040000000000000036,,2018-09-03T23:00:00,45.0
2018-08-30,2018-09-04T01:00:00,2018-09-04T00:00:00,8.14,,-0.049999999999998934,-0.01499999999999968,-0.0024999999999999467,-0.040000000000000036,,2018-09-04T00:00:00,45.0
2018-08-30,2018-09-04T02:00:00,2018-09-04T01:00:00,8.01,,-0.13000000000000078,-0.08999999999999986,-0.040000000000000036,-0.0475000000000001,,2018-09-04T01:00:00,45.0
2018-08-30,2018-09-04T03:00:00,2018-09-04T02:00:00,7.89,,-0.1200000000000001,-0.12500000000000044,-0.07000000000000006,-0.05125000000000013,,2018-09-04T02:00:00,45.0
2018-08-30,2018-09-04T04:00:00,2018-09-04T03:00:00,7.76,,-0.1299999999999999,-0.125,-0.10749999999999993,-0.05499999999999994,,2018-09-04T03:00:00,45.0
2018-08-30,2018-09-04T05:00:00,2018-09-04T04:00:00,7.72,,-0.040000000000000036,-0.08499999999999996,-0.1050000000000002,-0.053750000000000075,,2018-09-04T04:00:00,45.0
2018-08-30,2018-09-04T06:00:00,2018-09-04T05:00:00,7.68,,-0.040000000000000036,-0.040000000000000036,-0.08250000000000002,-0.06125000000000003,,2018-09-04T05:00:00,45.0
2018-08-30,2018-09-04T07:00:00,2018-09-04T06:00:00,7.71,,0.03000000000000025,-0.004999999999999893,-0.04499999999999993,-0.057499999999999996,,2018-09-04T06:00:00,45.0
2018-08-30,2018-09-04T08:00:00,2018-09-04T07:00:00,7.7,,-0.009999999999999787,0.010000000000000231,-0.014999999999999902,-0.061249999999999916,,2018-09-04T07:00:00,45.0
2018-08-30,2018-09-04T09:00:00,2018-09-04T08:00:00,7.63,,-0.07000000000000028,-0.040000000000000036,-0.022499999999999964,-0.06375000000000008,,2018-09-04T08:00:00,45.0
2018-08-30,2018-09-04T10:00:00,2018-09-04T09:00:00,7.58,,-0.04999999999999982,-0.06000000000000005,-0.02499999999999991,-0.053749999999999964,,2018-09-04T09:00:00,45.0
2018-08-30,2018-09-04T11:00:00,2018-09-04T10:00:00,7.59,,0.009999999999999787,-0.020000000000000018,-0.030000000000000027,-0.03749999999999998,,2018-09-04T10:00:00,45.0
2018-08-30,2018-09-04T12:00:00,2018-09-04T11:00:00,7.54,,-0.04999999999999982,-0.020000000000000018,-0.040000000000000036,-0.02749999999999997,,2018-09-04T11:00:00,45.0
2018-08-30,2018-09-04T13:00:00,2018-09-04T12:00:00,7.5,,-0.040000000000000036,-0.04499999999999993,-0.03249999999999997,-0.02749999999999997,,2018-09-04T12:00:00,45.0
2018-08-30,2018-09-04T14:00:00,2018-09-04T13:00:00,7.46,,-0.040000000000000036,-0.040000000000000036,-0.030000000000000027,-0.02749999999999997,,2018-09-04T13:00:00,45.0
2018-08-30,2018-09-04T15:00:00,2018-09-04T14:00:00,7.45,,-0.009999999999999787,-0.02499999999999991,-0.03499999999999992,-0.03249999999999997,,2018-09-04T14:00:00,45.0
2018-08-30,2018-09-04T16:00:00,2018-09-04T15:00:00,7.35,,-0.10000000000000053,-0.05500000000000016,-0.0475000000000001,-0.04375000000000007,,2018-09-04T15:00:00,45.0
2018-08-30,2018-09-04T17:00:00,2018-09-04T16:00:00,7.32,,-0.02999999999999936,-0.06499999999999995,-0.04499999999999993,-0.03874999999999995,,2018-09-04T16:00:00,45.0
2018-08-30,2018-09-04T18:00:00,2018-09-04T17:00:00,7.24,,-0.08000000000000007,-0.054999999999999716,-0.05499999999999994,-0.04249999999999998,,2018-09-04T17:00:00,45.0
2018-08-30,2018-09-04T19:00:00,2018-09-04T18:00:00,7.2,,-0.040000000000000036,-0.06000000000000005,-0.0625,-0.04874999999999996,,2018-09-04T18:00:00,45.0
2018-08-30,2018-09-04T20:00:00,2018-09-04T19:00:00,7.13,,-0.07000000000000028,-0.05500000000000016,-0.05499999999999994,-0.05125000000000002,,2018-09-04T19:00:00,45.0
2018-08-30,2018-09-04T21:00:00,2018-09-04T20:00:00,7.07,,-0.05999999999999961,-0.06499999999999995,-0.0625,-0.053749999999999964,,2018-09-04T20:00:00,45.0
2018-08-30,2018-09-04T22:00:00,2018-09-04T21:00:00,7.0,,-0.07000000000000028,-0.06499999999999995,-0.06000000000000005,-0.057499999999999996,,2018-09-04T21:00:00,45.0
2018-08-30,2018-09-04T23:00:00,2018-09-04T22:00:00,6.91,,-0.08999999999999986,-0.08000000000000007,-0.07250000000000001,-0.0675,,2018-09-04T22:00:00,45.0
2018-08-30,2018-09-05T00:00:00,2018-09-04T23:00:00,6.88,,-0.03000000000000025,-0.06000000000000005,-0.0625,-0.05874999999999997,,2018-09-04T23:00:00,45.0
2018-08-30,2018-09-05T01:00:00,2018-09-05T00:00:00,6.78,,-0.09999999999999964,-0.06499999999999995,-0.07250000000000001,-0.0675,,2018-09-05T00:00:00,45.0
2018-08-30,2018-09-05T02:00:00,2018-09-05T01:00:00,6.73,,-0.04999999999999982,-0.07499999999999973,-0.0674999999999999,-0.06374999999999997,,2018-09-05T01:00:00,45.0
2018-08-30,2018-09-05T03:00:00,2018-09-05T02:00:00,6.67,,-0.0600000000000005,-0.05500000000000016,-0.06000000000000005,-0.06625000000000003,,2018-09-05T02:00:00,45.0
2018-08-30,2018-09-05T04:00:00,2018-09-05T03:00:00,6.62,,-0.04999999999999982,-0.05500000000000016,-0.06499999999999995,-0.06374999999999997,,2018-09-05T03:00:00,45.0
2018-08-30,2018-09-05T05:00:00,2018-09-05T04:00:00,6.53,,-0.08999999999999986,-0.06999999999999984,-0.0625,-0.0675,,2018-09-05T04:00:00,45.0
2018-08-30,2018-09-05T06:00:00,2018-09-05T05:00:00,6.5,,-0.03000000000000025,-0.06000000000000005,-0.05750000000000011,-0.0625,,2018-09-05T05:00:00,45.0
2018-08-30,2018-09-05T07:00:00,2018-09-05T06:00:00,6.45,,-0.04999999999999982,-0.040000000000000036,-0.05499999999999994,-0.057499999999999996,,2018-09-05T06:00:00,45.0
2018-08-30,2018-09-05T08:00:00,2018-09-05T07:00:00,6.38,,-0.07000000000000028,-0.06000000000000005,-0.06000000000000005,-0.0625,,2018-09-05T07:00:00,45.0
