window,origin_literal,anchor_literal,lag_h,past_literal,anchor_m,past_m,value_m_per_h
2018-08-30,2018-08-31T20:00:00,2018-08-31T19:00:00,2,2018-08-31T17:00:00,2.68,2.47,0.10499999999999998
2018-08-30,2018-08-31T20:00:00,2018-08-31T19:00:00,4,2018-08-31T15:00:00,2.68,2.3,0.09500000000000008
2018-08-30,2018-08-31T20:00:00,2018-08-31T19:00:00,8,2018-08-31T11:00:00,2.68,2.23,0.05625000000000002
2018-08-30,2018-08-31T21:00:00,2018-08-31T20:00:00,0.5,2018-08-31T19:30:00,2.82,,
2018-08-30,2018-08-31T21:00:00,2018-08-31T20:00:00,1,2018-08-31T19:00:00,2.82,2.68,0.13999999999999968
2018-08-30,2018-08-31T21:00:00,2018-08-31T20:00:00,2,2018-08-31T18:00:00,2.82,2.54,0.1399999999999999
2018-08-30,2018-08-31T21:00:00,2018-08-31T20:00:00,4,2018-08-31T16:00:00,2.82,2.39,0.10749999999999993
2018-08-30,2018-08-31T21:00:00,2018-08-31T20:00:00,8,2018-08-31T12:00:00,2.82,2.22,0.07499999999999996
2018-08-30,2018-08-31T22:00:00,2018-08-31T21:00:00,0.5,2018-08-31T20:30:00,2.94,,
2018-08-30,2018-08-31T22:00:00,2018-08-31T21:00:00,1,2018-08-31T20:00:00,2.94,2.82,0.1200000000000001
2018-08-30,2018-08-31T22:00:00,2018-08-31T21:00:00,2,2018-08-31T19:00:00,2.94,2.68,0.1299999999999999
2018-08-30,2018-08-31T22:00:00,2018-08-31T21:00:00,4,2018-08-31T17:00:00,2.94,2.47,0.11749999999999994
2018-08-30,2018-08-31T22:00:00,2018-08-31T21:00:00,8,2018-08-31T13:00:00,2.94,2.22,0.08999999999999997
2018-08-30,2018-08-31T23:00:00,2018-08-31T22:00:00,0.5,2018-08-31T21:30:00,3.03,,
2018-08-30,2018-08-31T23:00:00,2018-08-31T22:00:00,1,2018-08-31T21:00:00,3.03,2.94,0.08999999999999986
2018-08-30,2018-08-31T23:00:00,2018-08-31T22:00:00,2,2018-08-31T20:00:00,3.03,2.82,0.10499999999999998
2018-08-30,2018-08-31T23:00:00,2018-08-31T22:00:00,4,2018-08-31T18:00:00,3.03,2.54,0.12249999999999994
2018-08-30,2018-08-31T23:00:00,2018-08-31T22:00:00,8,2018-08-31T14:00:00,3.03,2.24,0.09874999999999995
2018-08-30,2018-09-01T00:00:00,2018-08-31T23:00:00,0.5,2018-08-31T22:30:00,3.09,,
2018-08-30,2018-09-01T00:00:00,2018-08-31T23:00:00,1,2018-08-31T22:00:00,3.09,3.03,0.06000000000000005
2018-08-30,2018-09-01T00:00:00,2018-08-31T23:00:00,2,2018-08-31T21:00:00,3.09,2.94,0.07499999999999996
2018-08-30,2018-09-01T00:00:00,2018-08-31T23:00:00,4,2018-08-31T19:00:00,3.09,2.68,0.10249999999999992
2018-08-30,2018-09-01T00:00:00,2018-08-31T23:00:00,8,2018-08-31T15:00:00,3.09,2.3,0.09875
2018-08-30,2018-09-01T01:00:00,2018-09-01T00:00:00,0.5,2018-08-31T23:30:00,3.13,,
2018-08-30,2018-09-01T01:00:00,2018-09-01T00:00:00,1,2018-08-31T23:00:00,3.13,3.09,0.040000000000000036
2018-08-30,2018-09-01T01:00:00,2018-09-01T00:00:00,2,2018-08-31T22:00:00,3.13,3.03,0.050000000000000044
2018-08-30,2018-09-01T01:00:00,2018-09-01T00:00:00,4,2018-08-31T20:00:00,3.13,2.82,0.07750000000000001
2018-08-30,2018-09-01T01:00:00,2018-09-01T00:00:00,8,2018-08-31T16:00:00,3.13,2.39,0.09249999999999997
2018-08-30,2018-09-01T02:00:00,2018-09-01T01:00:00,0.5,2018-09-01T00:30:00,3.15,,
2018-08-30,2018-09-01T02:00:00,2018-09-01T01:00:00,1,2018-09-01T00:00:00,3.15,3.13,0.020000000000000018
2018-08-30,2018-09-01T02:00:00,2018-09-01T01:00:00,2,2018-08-31T23:00:00,3.15,3.09,0.030000000000000027
2018-08-30,2018-09-01T02:00:00,2018-09-01T01:00:00,4,2018-08-31T21:00:00,3.15,2.94,0.05249999999999999
2018-08-30,2018-09-01T02:00:00,2018-09-01T01:00:00,8,2018-08-31T17:00:00,3.15,2.47,0.08499999999999996
2018-08-30,2018-09-01T03:00:00,2018-09-01T02:00:00,0.5,2018-09-01T01:30:00,3.19,,
2018-08-30,2018-09-01T03:00:00,2018-09-01T02:00:00,1,2018-09-01T01:00:00,3.19,3.15,0.040000000000000036
2018-08-30,2018-09-01T03:00:00,2018-09-01T02:00:00,2,2018-09-01T00:00:00,3.19,3.13,0.030000000000000027
2018-08-30,2018-09-01T03:00:00,2018-09-01T02:00:00,4,2018-08-31T22:00:00,3.19,3.03,0.040000000000000036
2018-08-30,2018-09-01T03:00:00,2018-09-01T02:00:00,8,2018-08-31T18:00:00,3.19,2.54,0.08124999999999999
2018-08-30,2018-09-01T04:00:00,2018-09-01T03:00:00,0.5,2018-09-01T02:30:00,3.25,,
2018-08-30,2018-09-01T04:00:00,2018-09-01T03:00:00,1,2018-09-01T02:00:00,3.25,3.19,0.06000000000000005
2018-08-30,2018-09-01T04:00:00,2018-09-01T03:00:00,2,2018-09-01T01:00:00,3.25,3.15,0.050000000000000044
2018-08-30,2018-09-01T04:00:00,2018-09-01T03:00:00,4,2018-08-31T23:00:00,3.25,3.09,0.040000000000000036
2018-08-30,2018-09-01T04:00:00,2018-09-01T03:00:00,8,2018-08-31T19:00:00,3.25,2.68,0.07124999999999998
2018-08-30,2018-09-01T05:00:00,2018-09-01T04:00:00,0.5,2018-09-01T03:30:00,3.31,,
2018-08-30,2018-09-01T05:00:00,2018-09-01T04:00:00,1,2018-09-01T03:00:00,3.31,3.25,0.06000000000000005
2018-08-30,2018-09-01T05:00:00,2018-09-01T04:00:00,2,2018-09-01T02:00:00,3.31,3.19,0.06000000000000005
2018-08-30,2018-09-01T05:00:00,2018-09-01T04:00:00,4,2018-09-01T00:00:00,3.31,3.13,0.04500000000000004
2018-08-30,2018-09-01T05:00:00,2018-09-01T04:00:00,8,2018-08-31T20:00:00,3.31,2.82,0.06125000000000003
2018-08-30,2018-09-01T06:00:00,2018-09-01T05:00:00,0.5,2018-09-01T04:30:00,3.37,,
2018-08-30,2018-09-01T06:00:00,2018-09-01T05:00:00,1,2018-09-01T04:00:00,3.37,3.31,0.06000000000000005
2018-08-30,2018-09-01T06:00:00,2018-09-01T05:00:00,2,2018-09-01T03:00:00,3.37,3.25,0.06000000000000005
2018-08-30,2018-09-01T06:00:00,2018-09-01T05:00:00,4,2018-09-01T01:00:00,3.37,3.15,0.05500000000000005
2018-08-30,2018-09-01T06:00:00,2018-09-01T05:00:00,8,2018-08-31T21:00:00,3.37,2.94,0.05375000000000002
2018-08-30,2018-09-01T07:00:00,2018-09-01T06:00:00,0.5,2018-09-01T05:30:00,3.4,,
2018-08-30,2018-09-01T07:00:00,2018-09-01T06:00:00,1,2018-09-01T05:00:00,3.4,3.37,0.029999999999999805
2018-08-30,2018-09-01T07:00:00,2018-09-01T06:00:00,2,2018-09-01T04:00:00,3.4,3.31,0.04499999999999993
2018-08-30,2018-09-01T07:00:00,2018-09-01T06:00:00,4,2018-09-01T02:00:00,3.4,3.19,0.05249999999999999
2018-08-30,2018-09-01T07:00:00,2018-09-01T06:00:00,8,2018-08-31T22:00:00,3.4,3.03,0.04625000000000001
2018-08-30,2018-09-01T08:00:00,2018-09-01T07:00:00,0.5,2018-09-01T06:30:00,3.42,,
2018-08-30,2018-09-01T08:00:00,2018-09-01T07:00:00,1,2018-09-01T06:00:00,3.42,3.4,0.020000000000000018
2018-08-30,2018-09-01T08:00:00,2018-09-01T07:00:00,2,2018-09-01T05:00:00,3.42,3.37,0.02499999999999991
2018-08-30,2018-09-01T08:00:00,2018-09-01T07:00:00,4,2018-09-01T03:00:00,3.42,3.25,0.04249999999999998
2018-08-30,2018-09-01T08:00:00,2018-09-01T07:00:00,8,2018-08-31T23:00:00,3.42,3.09,0.04125000000000001
2018-08-30,2018-09-01T09:00:00,2018-09-01T08:00:00,0.5,2018-09-01T07:30:00,3.41,,
2018-08-30,2018-09-01T09:00:00,2018-09-01T08:00:00,1,2018-09-01T07:00:00,3.41,3.42,-0.009999999999999787
2018-08-30,2018-09-01T09:00:00,2018-09-01T08:00:00,2,2018-09-01T06:00:00,3.41,3.4,0.0050000000000001155
2018-08-30,2018-09-01T09:00:00,2018-09-01T08:00:00,4,2018-09-01T04:00:00,3.41,3.31,0.025000000000000022
2018-08-30,2018-09-01T09:00:00,2018-09-01T08:00:00,8,2018-09-01T00:00:00,3.41,3.13,0.03500000000000003
2018-08-30,2018-09-01T10:00:00,2018-09-01T09:00:00,0.5,2018-09-01T08:30:00,3.42,,
2018-08-30,2018-09-01T10:00:00,2018-09-01T09:00:00,1,2018-09-01T08:00:00,3.42,3.41,0.009999999999999787
2018-08-30,2018-09-01T10:00:00,2018-09-01T09:00:00,2,2018-09-01T07:00:00,3.42,3.42,0.0
2018-08-30,2018-09-01T10:00:00,2018-09-01T09:00:00,4,2018-09-01T05:00:00,3.42,3.37,0.012499999999999956
2018-08-30,2018-09-01T10:00:00,2018-09-01T09:00:00,8,2018-09-01T01:00:00,3.42,3.15,0.03375
2018-08-30,2018-09-01T11:00:00,2018-09-01T10:00:00,0.5,2018-09-01T09:30:00,3.41,,
2018-08-30,2018-09-01T11:00:00,2018-09-01T10:00:00,1,2018-09-01T09:00:00,3.41,3.42,-0.009999999999999787
2018-08-30,2018-09-01T11:00:00,2018-09-01T10:00:00,2,2018-09-01T08:00:00,3.41,3.41,0.0
2018-08-30,2018-09-01T11:00:00,2018-09-01T10:00:00,4,2018-09-01T06:00:00,3.41,3.4,0.0025000000000000577
2018-08-30,2018-09-01T11:00:00,2018-09-01T10:00:00,8,2018-09-01T02:00:00,3.41,3.19,0.027500000000000024
2018-08-30,2018-09-01T12:00:00,2018-09-01T11:00:00,0.5,2018-09-01T10:30:00,3.41,,
2018-08-30,2018-09-01T12:00:00,2018-09-01T11:00:00,1,2018-09-01T10:00:00,3.41,3.41,0.0
2018-08-30,2018-09-01T12:00:00,2018-09-01T11:00:00,2,2018-09-01T09:00:00,3.41,3.42,-0.004999999999999893
2018-08-30,2018-09-01T12:00:00,2018-09-01T11:00:00,4,2018-09-01T07:00:00,3.41,3.42,-0.0024999999999999467
2018-08-30,2018-09-01T12:00:00,2018-09-01T11:00:00,8,2018-09-01T03:00:00,3.41,3.25,0.020000000000000018
2018-08-30,2018-09-01T13:00:00,2018-09-01T12:00:00,0.5,2018-09-01T11:30:00,3.43,,
2018-08-30,2018-09-01T13:00:00,2018-09-01T12:00:00,1,2018-09-01T11:00:00,3.43,3.41,0.020000000000000018
2018-08-30,2018-09-01T13:00:00,2018-09-01T12:00:00,2,2018-09-01T10:00:00,3.43,3.41,0.010000000000000009
2018-08-30,2018-09-01T13:00:00,2018-09-01T12:00:00,4,2018-09-01T08:00:00,3.43,3.41,0.0050000000000000044
2018-08-30,2018-09-01T13:00:00,2018-09-01T12:00:00,8,2018-09-01T04:00:00,3.43,3.31,0.015000000000000013
2018-08-30,2018-09-01T14:00:00,2018-09-01T13:00:00,0.5,2018-09-01T12:30:00,3.44,,
2018-08-30,2018-09-01T14:00:00,2018-09-01T13:00:00,1,2018-09-01T12:00:00,3.44,3.43,0.009999999999999787
2018-08-30,2018-09-01T14:00:00,2018-09-01T13:00:00,2,2018-09-01T11:00:00,3.44,3.41,0.014999999999999902
2018-08-30,2018-09-01T14:00:00,2018-09-01T13:00:00,4,2018-09-01T09:00:00,3.44,3.42,0.0050000000000000044
2018-08-30,2018-09-01T14:00:00,2018-09-01T13:00:00,8,2018-09-01T05:00:00,3.44,3.37,0.00874999999999998
2018-08-30,2018-09-01T15:00:00,2018-09-01T14:00:00,0.5,2018-09-01T13:30:00,3.51,,
2018-08-30,2018-09-01T15:00:00,2018-09-01T14:00:00,1,2018-09-01T13:00:00,3.51,3.44,0.06999999999999984
2018-08-30,2018-09-01T15:00:00,2018-09-01T14:00:00,2,2018-09-01T12:00:00,3.51,3.43,0.039999999999999813
2018-08-30,2018-09-01T15:00:00,2018-09-01T14:00:00,4,2018-09-01T10:00:00,3.51,3.41,0.02499999999999991
2018-08-30,2018-09-01T15:00:00,2018-09-01T14:00:00,8,2018-09-01T06:00:00,3.51,3.4,0.013749999999999984
2018-08-30,2018-09-01T16:00:00,2018-09-01T15:00:00,0.5,2018-09-01T14:30:00,3.57,,
2018-08-30,2018-09-01T16:00:00,2018-09-01T15:00:00,1,2018-09-01T14:00:00,3.57,3.51,0.06000000000000005
2018-08-30,2018-09-01T16:00:00,2018-09-01T15:00:00,2,2018-09-01T13:00:00,3.57,3.44,0.06499999999999995
2018-08-30,2018-09-01T16:00:00,2018-09-01T15:00:00,4,2018-09-01T11:00:00,3.57,3.41,0.039999999999999925
2018-08-30,2018-09-01T16:00:00,2018-09-01T15:00:00,8,2018-09-01T07:00:00,3.57,3.42,0.01874999999999999
2018-08-30,2018-09-01T17:00:00,2018-09-01T16:00:00,0.5,2018-09-01T15:30:00,3.64,,
2018-08-30,2018-09-01T17:00:00,2018-09-01T16:00:00,1,2018-09-01T15:00:00,3.64,3.57,0.07000000000000028
2018-08-30,2018-09-01T17:00:00,2018-09-01T16:00:00,2,2018-09-01T14:00:00,3.64,3.51,0.06500000000000017
2018-08-30,2018-09-01T17:00:00,2018-09-01T16:00:00,4,2018-09-01T12:00:00,3.64,3.43,0.05249999999999999
2018-08-30,2018-09-01T17:00:00,2018-09-01T16:00:00,8,2018-09-01T08:00:00,3.64,3.41,0.028749999999999998
2018-08-30,2018-09-01T18:00:00,2018-09-01T17:00:00,0.5,2018-09-01T16:30:00,3.7,,
2018-08-30,2018-09-01T18:00:00,2018-09-01T17:00:00,1,2018-09-01T16:00:00,3.7,3.64,0.06000000000000005
2018-08-30,2018-09-01T18:00:00,2018-09-01T17:00:00,2,2018-09-01T15:00:00,3.7,3.57,0.06500000000000017
2018-08-30,2018-09-01T18:00:00,2018-09-01T17:00:00,4,2018-09-01T13:00:00,3.7,3.44,0.06500000000000006
2018-08-30,2018-09-01T18:00:00,2018-09-01T17:00:00,8,2018-09-01T09:00:00,3.7,3.42,0.03500000000000003
2018-08-30,2018-09-01T19:00:00,2018-09-01T18:00:00,0.5,2018-09-01T17:30:00,3.77,,
2018-08-30,2018-09-01T19:00:00,2018-09-01T18:00:00,1,2018-09-01T17:00:00,3.77,3.7,0.06999999999999984
2018-08-30,2018-09-01T19:00:00,2018-09-01T18:00:00,2,2018-09-01T16:00:00,3.77,3.64,0.06499999999999995
2018-08-30,2018-09-01T19:00:00,2018-09-01T18:00:00,4,2018-09-01T14:00:00,3.77,3.51,0.06500000000000006
2018-08-30,2018-09-01T19:00:00,2018-09-01T18:00:00,8,2018-09-01T10:00:00,3.77,3.41,0.044999999999999984
2018-08-30,2018-09-01T20:00:00,2018-09-01T19:00:00,0.5,2018-09-01T18:30:00,3.81,,
2018-08-30,2018-09-01T20:00:00,2018-09-01T19:00:00,1,2018-09-01T18:00:00,3.81,3.77,0.040000000000000036
2018-08-30,2018-09-01T20:00:00,2018-09-01T19:00:00,2,2018-09-01T17:00:00,3.81,3.7,0.05499999999999994
2018-08-30,2018-09-01T20:00:00,2018-09-01T19:00:00,4,2018-09-01T15:00:00,3.81,3.57,0.06000000000000005
2018-08-30,2018-09-01T20:00:00,2018-09-01T19:00:00,8,2018-09-01T11:00:00,3.81,3.41,0.04999999999999999
2018-08-30,2018-09-01T21:00:00,2018-09-01T20:00:00,0.5,2018-09-01T19:30:00,3.88,,
2018-08-30,2018-09-01T21:00:00,2018-09-01T20:00:00,1,2018-09-01T19:00:00,3.88,3.81,0.06999999999999984
2018-08-30,2018-09-01T21:00:00,2018-09-01T20:00:00,2,2018-09-01T18:00:00,3.88,3.77,0.05499999999999994
2018-08-30,2018-09-01T21:00:00,2018-09-01T20:00:00,4,2018-09-01T16:00:00,3.88,3.64,0.05999999999999994
2018-08-30,2018-09-01T21:00:00,2018-09-01T20:00:00,8,2018-09-01T12:00:00,3.88,3.43,0.05624999999999997
2018-08-30,2018-09-01T22:00:00,2018-09-01T21:00:00,0.5,2018-09-01T20:30:00,3.96,,
2018-08-30,2018-09-01T22:00:00,2018-09-01T21:00:00,1,2018-09-01T20:00:00,3.96,3.88,0.08000000000000007
2018-08-30,2018-09-01T22:00:00,2018-09-01T21:00:00,2,2018-09-01T19:00:00,3.96,3.81,0.07499999999999996
2018-08-30,2018-09-01T22:00:00,2018-09-01T21:00:00,4,2018-09-01T17:00:00,3.96,3.7,0.06499999999999995
2018-08-30,2018-09-01T22:00:00,2018-09-01T21:00:00,8,2018-09-01T13:00:00,3.96,3.44,0.065
2018-08-30,2018-09-01T23:00:00,2018-09-01T22:00:00,0.5,2018-09-01T21:30:00,4.07,,
2018-08-30,2018-09-01T23:00:00,2018-09-01T22:00:00,1,2018-09-01T21:00:00,4.07,3.96,0.11000000000000032
2018-08-30,2018-09-01T23:00:00,2018-09-01T22:00:00,2,2018-09-01T20:00:00,4.07,3.88,0.0950000000000002
2018-08-30,2018-09-01T23:00:00,2018-09-01T22:00:00,4,2018-09-01T18:00:00,4.07,3.77,0.07500000000000007
2018-08-30,2018-09-01T23:00:00,2018-09-01T22:00:00,8,2018-09-01T14:00:00,4.07,3.51,0.07000000000000006
2018-08-30,2018-09-02T00:00:00,2018-09-01T23:00:00,0.5,2018-09-01T22:30:00,4.19,,
2018-08-30,2018-09-02T00:00:00,2018-09-01T23:00:00,1,2018-09-01T22:00:00,4.19,4.07,0.1200000000000001
2018-08-30,2018-09-02T00:00:00,2018-09-01T23:00:00,2,2018-09-01T21:00:00,4.19,3.96,0.11500000000000021
2018-08-30,2018-09-02T00:00:00,2018-09-01T23:00:00,4,2018-09-01T19:00:00,4.19,3.81,0.09500000000000008
2018-08-30,2018-09-02T00:00:00,2018-09-01T23:00:00,8,2018-09-01T15:00:00,4.19,3.57,0.07750000000000007
2018-08-30,2018-09-02T01:00:00,2018-09-02T00:00:00,0.5,2018-09-01T23:30:00,4.33,,
2018-08-30,2018-09-02T01:00:00,2018-09-02T00:00:00,1,2018-09-01T23:00:00,4.33,4.19,0.13999999999999968
2018-08-30,2018-09-02T01:00:00,2018-09-02T00:00:00,2,2018-09-01T22:00:00,4.33,4.07,0.1299999999999999
2018-08-30,2018-09-02T01:00:00,2018-09-02T00:00:00,4,2018-09-01T20:00:00,4.33,3.88,0.11250000000000004
2018-08-30,2018-09-02T01:00:00,2018-09-02T00:00:00,8,2018-09-01T16:00:00,4.33,3.64,0.08625
2018-08-30,2018-09-02T02:00:00,2018-09-02T01:00:00,0.5,2018-09-02T00:30:00,4.59,,
2018-08-30,2018-09-02T02:00:00,2018-09-02T01:00:00,1,2018-09-02T00:00:00,4.59,4.33,0.2599999999999998
2018-08-30,2018-09-02T02:00:00,2018-09-02T01:00:00,2,2018-09-01T23:00:00,4.59,4.19,0.19999999999999973
2018-08-30,2018-09-02T02:00:00,2018-09-02T01:00:00,4,2018-09-01T21:00:00,4.59,3.96,0.15749999999999997
2018-08-30,2018-09-02T02:00:00,2018-09-02T01:00:00,8,2018-09-01T17:00:00,4.59,3.7,0.11124999999999996
2018-08-30,2018-09-02T03:00:00,2018-09-02T02:00:00,0.5,2018-09-02T01:30:00,5.04,,
2018-08-30,2018-09-02T03:00:00,2018-09-02T02:00:00,1,2018-09-02T01:00:00,5.04,4.59,0.4500000000000002
2018-08-30,2018-09-02T03:00:00,2018-09-02T02:00:00,2,2018-09-02T00:00:00,5.04,4.33,0.355
2018-08-30,2018-09-02T03:00:00,2018-09-02T02:00:00,4,2018-09-01T22:00:00,5.04,4.07,0.24249999999999994
2018-08-30,2018-09-02T03:00:00,2018-09-02T02:00:00,8,2018-09-01T18:00:00,5.04,3.77,0.15875
2018-08-30,2018-09-02T04:00:00,2018-09-02T03:00:00,0.5,2018-09-02T02:30:00,,,
2018-08-30,2018-09-02T04:00:00,2018-09-02T03:00:00,1,2018-09-02T02:00:00,,5.04,
2018-08-30,2018-09-02T04:00:00,2018-09-02T03:00:00,2,2018-09-02T01:00:00,,4.59,
2018-08-30,2018-09-02T04:00:00,2018-09-02T03:00:00,4,2018-09-01T23:00:00,,4.19,
2018-08-30,2018-09-02T04:00:00,2018-09-02T03:00:00,8,2018-09-01T19:00:00,,3.81,
2018-08-30,2018-09-02T05:00:00,2018-09-02T04:00:00,0.5,2018-09-02T03:30:00,,,
2018-08-30,2018-09-02T05:00:00,2018-09-02T04:00:00,1,2018-09-02T03:00:00,,,
2018-08-30,2018-09-02T05:00:00,2018-09-02T04:00:00,2,2018-09-02T02:00:00,,5.04,
2018-08-30,2018-09-02T05:00:00,2018-09-02T04:00:00,4,2018-09-02T00:00:00,,4.33,
2018-08-30,2018-09-02T05:00:00,2018-09-02T04:00:00,8,2018-09-01T20:00:00,,3.88,
2018-08-30,2018-09-02T06:00:00,2018-09-02T05:00:00,0.5,2018-09-02T04:30:00,,,
2018-08-30,2018-09-02T06:00:00,2018-09-02T05:00:00,1,2018-09-02T04:00:00,,,
2018-08-30,2018-09-02T06:00:00,2018-09-02T05:00:00,2,2018-09-02T03:00:00,,,
2018-08-30,2018-09-02T06:00:00,2018-09-02T05:00:00,4,2018-09-02T01:00:00,,4.59,
2018-08-30,2018-09-02T06:00:00,2018-09-02T05:00:00,8,2018-09-01T21:00:00,,3.96,
2018-08-30,2018-09-02T07:00:00,2018-09-02T06:00:00,0.5,2018-09-02T05:30:00,,,
2018-08-30,2018-09-02T07:00:00,2018-09-02T06:00:00,1,2018-09-02T05:00:00,,,
2018-08-30,2018-09-02T07:00:00,2018-09-02T06:00:00,2,2018-09-02T04:00:00,,,
2018-08-30,2018-09-02T07:00:00,2018-09-02T06:00:00,4,2018-09-02T02:00:00,,5.04,
2018-08-30,2018-09-02T07:00:00,2018-09-02T06:00:00,8,2018-09-01T22:00:00,,4.07,
2018-08-30,2018-09-02T08:00:00,2018-09-02T07:00:00,0.5,2018-09-02T06:30:00,7.39,,
2018-08-30,2018-09-02T08:00:00,2018-09-02T07:00:00,1,2018-09-02T06:00:00,7.39,,
2018-08-30,2018-09-02T08:00:00,2018-09-02T07:00:00,2,2018-09-02T05:00:00,7.39,,
2018-08-30,2018-09-02T08:00:00,2018-09-02T07:00:00,4,2018-09-02T03:00:00,7.39,,
2018-08-30,2018-09-02T08:00:00,2018-09-02T07:00:00,8,2018-09-01T23:00:00,7.39,4.19,0.3999999999999999
2018-08-30,2018-09-02T09:00:00,2018-09-02T08:00:00,0.5,2018-09-02T07:30:00,7.69,,
2018-08-30,2018-09-02T09:00:00,2018-09-02T08:00:00,1,2018-09-02T07:00:00,7.69,7.39,0.3000000000000007
2018-08-30,2018-09-02T09:00:00,2018-09-02T08:00:00,2,2018-09-02T06:00:00,7.69,,
2018-08-30,2018-09-02T09:00:00,2018-09-02T08:00:00,4,2018-09-02T04:00:00,7.69,,
2018-08-30,2018-09-02T09:00:00,2018-09-02T08:00:00,8,2018-09-02T00:00:00,7.69,4.33,0.42000000000000004
2018-08-30,2018-09-02T10:00:00,2018-09-02T09:00:00,0.5,2018-09-02T08:30:00,7.98,,
2018-08-30,2018-09-02T10:00:00,2018-09-02T09:00:00,1,2018-09-02T08:00:00,7.98,7.69,0.29000000000000004
2018-08-30,2018-09-02T10:00:00,2018-09-02T09:00:00,2,2018-09-02T07:00:00,7.98,7.39,0.2950000000000004
2018-08-30,2018-09-02T10:00:00,2018-09-02T09:00:00,4,2018-09-02T05:00:00,7.98,,
2018-08-30,2018-09-02T10:00:00,2018-09-02T09:00:00,8,2018-09-02T01:00:00,7.98,4.59,0.42375000000000007
2018-08-30,2018-09-02T11:00:00,2018-09-02T10:00:00,0.5,2018-09-02T09:30:00,8.18,,
2018-08-30,2018-09-02T11:00:00,2018-09-02T10:00:00,1,2018-09-02T09:00:00,8.18,7.98,0.1999999999999993
2018-08-30,2018-09-02T11:00:00,2018-09-02T10:00:00,2,2018-09-02T08:00:00,8.18,7.69,0.24499999999999966
2018-08-30,2018-09-02T11:00:00,2018-09-02T10:00:00,4,2018-09-02T06:00:00,8.18,,
2018-08-30,2018-09-02T11:00:00,2018-09-02T10:00:00,8,2018-09-02T02:00:00,8.18,5.04,0.39249999999999996
2018-08-30,2018-09-02T12:00:00,2018-09-02T11:00:00,0.5,2018-09-02T10:30:00,8.33,,
2018-08-30,2018-09-02T12:00:00,2018-09-02T11:00:00,1,2018-09-02T10:00:00,8.33,8.18,0.15000000000000036
2018-08-30,2018-09-02T12:00:00,2018-09-02T11:00:00,2,2018-09-02T09:00:00,8.33,7.98,0.17499999999999982
2018-08-30,2018-09-02T12:00:00,2018-09-02T11:00:00,4,2018-09-02T07:00:00,8.33,7.39,0.2350000000000001
2018-08-30,2018-09-02T12:00:00,2018-09-02T11:00:00,8,2018-09-02T03:00:00,8.33,,
2018-08-30,2018-09-02T13:00:00,2018-09-02T12:00:00,0.5,2018-09-02T11:30:00,8.39,,
2018-08-30,2018-09-02T13:00:00,2018-09-02T12:00:00,1,2018-09-02T11:00:00,8.39,8.33,0.0600000000000005
2018-08-30,2018-09-02T13:00:00,2018-09-02T12:00:00,2,2018-09-02T10:00:00,8.39,8.18,0.10500000000000043
2018-08-30,2018-09-02T13:00:00,2018-09-02T12:00:00,4,2018-09-02T08:00:00,8.39,7.69,0.17500000000000004
2018-08-30,2018-09-02T13:00:00,2018-09-02T12:00:00,8,2018-09-02T04:00:00,8.39,,
2018-08-30,2018-09-02T14:00:00,2018-09-02T13:00:00,0.5,2018-09-02T12:30:00,8.39,,
2018-08-30,2018-09-02T14:00:00,2018-09-02T13:00:00,1,2018-09-02T12:00:00,8.39,8.39,0.0
2018-08-30,2018-09-02T14:00:00,2018-09-02T13:00:00,2,2018-09-02T11:00:00,8.39,8.33,0.03000000000000025
2018-08-30,2018-09-02T14:00:00,2018-09-02T13:00:00,4,2018-09-02T09:00:00,8.39,7.98,0.10250000000000004
2018-08-30,2018-09-02T14:00:00,2018-09-02T13:00:00,8,2018-09-02T05:00:00,8.39,,
2018-08-30,2018-09-02T15:00:00,2018-09-02T14:00:00,0.5,2018-09-02T13:30:00,8.39,,
2018-08-30,2018-09-02T15:00:00,2018-09-02T14:00:00,1,2018-09-02T13:00:00,8.39,8.39,0.0
2018-08-30,2018-09-02T15:00:00,2018-09-02T14:00:00,2,2018-09-02T12:00:00,8.39,8.39,0.0
2018-08-30,2018-09-02T15:00:00,2018-09-02T14:00:00,4,2018-09-02T10:00:00,8.39,8.18,0.05250000000000021
2018-08-30,2018-09-02T15:00:00,2018-09-02T14:00:00,8,2018-09-02T06:00:00,8.39,,
2018-08-30,2018-09-02T16:00:00,2018-09-02T15:00:00,0.5,2018-09-02T14:30:00,8.36,,
2018-08-30,2018-09-02T16:00:00,2018-09-02T15:00:00,1,2018-09-02T14:00:00,8.36,8.39,-0.030000000000001137
2018-08-30,2018-09-02T16:00:00,2018-09-02T15:00:00,2,2018-09-02T13:00:00,8.36,8.39,-0.015000000000000568
2018-08-30,2018-09-02T16:00:00,2018-09-02T15:00:00,4,2018-09-02T11:00:00,8.36,8.33,0.00749999999999984
2018-08-30,2018-09-02T16:00:00,2018-09-02T15:00:00,8,2018-09-02T07:00:00,8.36,7.39,0.12124999999999997
2018-08-30,2018-09-02T17:00:00,2018-09-02T16:00:00,0.5,2018-09-02T15:30:00,8.36,,
2018-08-30,2018-09-02T17:00:00,2018-09-02T16:00:00,1,2018-09-02T15:00:00,8.36,8.36,0.0
2018-08-30,2018-09-02T17:00:00,2018-09-02T16:00:00,2,2018-09-02T14:00:00,8.36,8.39,-0.015000000000000568
