window,origin_literal,anchor_literal,lag_h,past_literal,anchor_m,past_m,value_m_per_h
2018-08-30,2018-09-02T17:00:00,2018-09-02T16:00:00,4,2018-09-02T12:00:00,8.36,8.39,-0.007500000000000284
2018-08-30,2018-09-02T17:00:00,2018-09-02T16:00:00,8,2018-09-02T08:00:00,8.36,7.69,0.08374999999999988
2018-08-30,2018-09-02T18:00:00,2018-09-02T17:00:00,0.5,2018-09-02T16:30:00,8.45,,
2018-08-30,2018-09-02T18:00:00,2018-09-02T17:00:00,1,2018-09-02T16:00:00,8.45,8.36,0.08999999999999986
2018-08-30,2018-09-02T18:00:00,2018-09-02T17:00:00,2,2018-09-02T15:00:00,8.45,8.36,0.04499999999999993
2018-08-30,2018-09-02T18:00:00,2018-09-02T17:00:00,4,2018-09-02T13:00:00,8.45,8.39,0.01499999999999968
2018-08-30,2018-09-02T18:00:00,2018-09-02T17:00:00,8,2018-09-02T09:00:00,8.45,7.98,0.05874999999999986
2018-08-30,2018-09-02T19:00:00,2018-09-02T18:00:00,0.5,2018-09-02T17:30:00,8.54,,
2018-08-30,2018-09-02T19:00:00,2018-09-02T18:00:00,1,2018-09-02T17:00:00,8.54,8.45,0.08999999999999986
2018-08-30,2018-09-02T19:00:00,2018-09-02T18:00:00,2,2018-09-02T16:00:00,8.54,8.36,0.08999999999999986
2018-08-30,2018-09-02T19:00:00,2018-09-02T18:00:00,4,2018-09-02T14:00:00,8.54,8.39,0.037499999999999645
2018-08-30,2018-09-02T19:00:00,2018-09-02T18:00:00,8,2018-09-02T10:00:00,8.54,8.18,0.04499999999999993
2018-08-30,2018-09-02T20:00:00,2018-09-02T19:00:00,0.5,2018-09-02T18:30:00,8.62,,
2018-08-30,2018-09-02T20:00:00,2018-09-02T19:00:00,1,2018-09-02T18:00:00,8.62,8.54,0.08000000000000007
2018-08-30,2018-09-02T20:00:00,2018-09-02T19:00:00,2,2018-09-02T17:00:00,8.62,8.45,0.08499999999999996
2018-08-30,2018-09-02T20:00:00,2018-09-02T19:00:00,4,2018-09-02T15:00:00,8.62,8.36,0.06499999999999995
2018-08-30,2018-09-02T20:00:00,2018-09-02T19:00:00,8,2018-09-02T11:00:00,8.62,8.33,0.03624999999999989
2018-08-30,2018-09-02T21:00:00,2018-09-02T20:00:00,0.5,2018-09-02T19:30:00,8.69,,
2018-08-30,2018-09-02T21:00:00,2018-09-02T20:00:00,1,2018-09-02T19:00:00,8.69,8.62,0.07000000000000028
2018-08-30,2018-09-02T21:00:00,2018-09-02T20:00:00,2,2018-09-02T18:00:00,8.69,8.54,0.07500000000000018
2018-08-30,2018-09-02T21:00:00,2018-09-02T20:00:00,4,2018-09-02T16:00:00,8.69,8.36,0.08250000000000002
2018-08-30,2018-09-02T21:00:00,2018-09-02T20:00:00,8,2018-09-02T12:00:00,8.69,8.39,0.03749999999999987
2018-08-30,2018-09-02T22:00:00,2018-09-02T21:00:00,0.5,2018-09-02T20:30:00,8.68,,
2018-08-30,2018-09-02T22:00:00,2018-09-02T21:00:00,1,2018-09-02T20:00:00,8.68,8.69,-0.009999999999999787
2018-08-30,2018-09-02T22:00:00,2018-09-02T21:00:00,2,2018-09-02T19:00:00,8.68,8.62,0.03000000000000025
2018-08-30,2018-09-02T22:00:00,2018-09-02T21:00:00,4,2018-09-02T17:00:00,8.68,8.45,0.05750000000000011
2018-08-30,2018-09-02T22:00:00,2018-09-02T21:00:00,8,2018-09-02T13:00:00,8.68,8.39,0.03624999999999989
2018-08-30,2018-09-02T23:00:00,2018-09-02T22:00:00,0.5,2018-09-02T21:30:00,8.69,,
2018-08-30,2018-09-02T23:00:00,2018-09-02T22:00:00,1,2018-09-02T21:00:00,8.69,8.68,0.009999999999999787
2018-08-30,2018-09-02T23:00:00,2018-09-02T22:00:00,2,2018-09-02T20:00:00,8.69,8.69,0.0
2018-08-30,2018-09-02T23:00:00,2018-09-02T22:00:00,4,2018-09-02T18:00:00,8.69,8.54,0.03750000000000009
2018-08-30,2018-09-02T23:00:00,2018-09-02T22:00:00,8,2018-09-02T14:00:00,8.69,8.39,0.03749999999999987
2018-08-30,2018-09-03T00:00:00,2018-09-02T23:00:00,0.5,2018-09-02T22:30:00,8.73,,
2018-08-30,2018-09-03T00:00:00,2018-09-02T23:00:00,1,2018-09-02T22:00:00,8.73,8.69,0.040000000000000924
2018-08-30,2018-09-03T00:00:00,2018-09-02T23:00:00,2,2018-09-02T21:00:00,8.73,8.68,0.025000000000000355
2018-08-30,2018-09-03T00:00:00,2018-09-02T23:00:00,4,2018-09-02T19:00:00,8.73,8.62,0.027500000000000302
2018-08-30,2018-09-03T00:00:00,2018-09-02T23:00:00,8,2018-09-02T15:00:00,8.73,8.36,0.046250000000000124
2018-08-30,2018-09-03T01:00:00,2018-09-03T00:00:00,0.5,2018-09-02T23:30:00,8.77,,
2018-08-30,2018-09-03T01:00:00,2018-09-03T00:00:00,1,2018-09-02T23:00:00,8.77,8.73,0.03999999999999915
2018-08-30,2018-09-03T01:00:00,2018-09-03T00:00:00,2,2018-09-02T22:00:00,8.77,8.69,0.040000000000000036
2018-08-30,2018-09-03T01:00:00,2018-09-03T00:00:00,4,2018-09-02T20:00:00,8.77,8.69,0.020000000000000018
2018-08-30,2018-09-03T01:00:00,2018-09-03T00:00:00,8,2018-09-02T16:00:00,8.77,8.36,0.05125000000000002
2018-08-30,2018-09-03T02:00:00,2018-09-03T01:00:00,0.5,2018-09-03T00:30:00,8.83,,
2018-08-30,2018-09-03T02:00:00,2018-09-03T01:00:00,1,2018-09-03T00:00:00,8.83,8.77,0.0600000000000005
2018-08-30,2018-09-03T02:00:00,2018-09-03T01:00:00,2,2018-09-02T23:00:00,8.83,8.73,0.04999999999999982
2018-08-30,2018-09-03T02:00:00,2018-09-03T01:00:00,4,2018-09-02T21:00:00,8.83,8.68,0.03750000000000009
2018-08-30,2018-09-03T02:00:00,2018-09-03T01:00:00,8,2018-09-02T17:00:00,8.83,8.45,0.0475000000000001
2018-08-30,2018-09-03T03:00:00,2018-09-03T02:00:00,0.5,2018-09-03T01:30:00,8.9,,
2018-08-30,2018-09-03T03:00:00,2018-09-03T02:00:00,1,2018-09-03T01:00:00,8.9,8.83,0.07000000000000028
2018-08-30,2018-09-03T03:00:00,2018-09-03T02:00:00,2,2018-09-03T00:00:00,8.9,8.77,0.06500000000000039
2018-08-30,2018-09-03T03:00:00,2018-09-03T02:00:00,4,2018-09-02T22:00:00,8.9,8.69,0.05250000000000021
2018-08-30,2018-09-03T03:00:00,2018-09-03T02:00:00,8,2018-09-02T18:00:00,8.9,8.54,0.04500000000000015
2018-08-30,2018-09-03T04:00:00,2018-09-03T03:00:00,0.5,2018-09-03T02:30:00,8.93,,
2018-08-30,2018-09-03T04:00:00,2018-09-03T03:00:00,1,2018-09-03T02:00:00,8.93,8.9,0.02999999999999936
2018-08-30,2018-09-03T04:00:00,2018-09-03T03:00:00,2,2018-09-03T01:00:00,8.93,8.83,0.04999999999999982
2018-08-30,2018-09-03T04:00:00,2018-09-03T03:00:00,4,2018-09-02T23:00:00,8.93,8.73,0.04999999999999982
2018-08-30,2018-09-03T04:00:00,2018-09-03T03:00:00,8,2018-09-02T19:00:00,8.93,8.62,0.03875000000000006
2018-08-30,2018-09-03T05:00:00,2018-09-03T04:00:00,0.5,2018-09-03T03:30:00,8.95,,
2018-08-30,2018-09-03T05:00:00,2018-09-03T04:00:00,1,2018-09-03T03:00:00,8.95,8.93,0.019999999999999574
2018-08-30,2018-09-03T05:00:00,2018-09-03T04:00:00,2,2018-09-03T02:00:00,8.95,8.9,0.024999999999999467
2018-08-30,2018-09-03T05:00:00,2018-09-03T04:00:00,4,2018-09-03T00:00:00,8.95,8.77,0.04499999999999993
2018-08-30,2018-09-03T05:00:00,2018-09-03T04:00:00,8,2018-09-02T20:00:00,8.95,8.69,0.03249999999999997
2018-08-30,2018-09-03T06:00:00,2018-09-03T05:00:00,0.5,2018-09-03T04:30:00,9.01,,
2018-08-30,2018-09-03T06:00:00,2018-09-03T05:00:00,1,2018-09-03T04:00:00,9.01,8.95,0.0600000000000005
2018-08-30,2018-09-03T06:00:00,2018-09-03T05:00:00,2,2018-09-03T03:00:00,9.01,8.93,0.040000000000000036
2018-08-30,2018-09-03T06:00:00,2018-09-03T05:00:00,4,2018-09-03T01:00:00,9.01,8.83,0.04499999999999993
2018-08-30,2018-09-03T06:00:00,2018-09-03T05:00:00,8,2018-09-02T21:00:00,9.01,8.68,0.04125000000000001
2018-08-30,2018-09-03T07:00:00,2018-09-03T06:00:00,0.5,2018-09-03T05:30:00,9.06,,
2018-08-30,2018-09-03T07:00:00,2018-09-03T06:00:00,1,2018-09-03T05:00:00,9.06,9.01,0.05000000000000071
2018-08-30,2018-09-03T07:00:00,2018-09-03T06:00:00,2,2018-09-03T04:00:00,9.06,8.95,0.055000000000000604
2018-08-30,2018-09-03T07:00:00,2018-09-03T06:00:00,4,2018-09-03T02:00:00,9.06,8.9,0.040000000000000036
2018-08-30,2018-09-03T07:00:00,2018-09-03T06:00:00,8,2018-09-02T22:00:00,9.06,8.69,0.046250000000000124
2018-08-30,2018-09-03T08:00:00,2018-09-03T07:00:00,0.5,2018-09-03T06:30:00,9.12,,
2018-08-30,2018-09-03T08:00:00,2018-09-03T07:00:00,1,2018-09-03T06:00:00,9.12,9.06,0.05999999999999872
2018-08-30,2018-09-03T08:00:00,2018-09-03T07:00:00,2,2018-09-03T05:00:00,9.12,9.01,0.054999999999999716
2018-08-30,2018-09-03T08:00:00,2018-09-03T07:00:00,4,2018-09-03T03:00:00,9.12,8.93,0.047499999999999876
2018-08-30,2018-09-03T08:00:00,2018-09-03T07:00:00,8,2018-09-02T23:00:00,9.12,8.73,0.04874999999999985
2018-08-30,2018-09-03T09:00:00,2018-09-03T08:00:00,0.5,2018-09-03T07:30:00,9.1,,
2018-08-30,2018-09-03T09:00:00,2018-09-03T08:00:00,1,2018-09-03T07:00:00,9.1,9.12,-0.019999999999999574
2018-08-30,2018-09-03T09:00:00,2018-09-03T08:00:00,2,2018-09-03T06:00:00,9.1,9.06,0.019999999999999574
2018-08-30,2018-09-03T09:00:00,2018-09-03T08:00:00,4,2018-09-03T04:00:00,9.1,8.95,0.03750000000000009
2018-08-30,2018-09-03T09:00:00,2018-09-03T08:00:00,8,2018-09-03T00:00:00,9.1,8.77,0.04125000000000001
2018-08-30,2018-09-03T10:00:00,2018-09-03T09:00:00,0.5,2018-09-03T08:30:00,8.99,,
2018-08-30,2018-09-03T10:00:00,2018-09-03T09:00:00,1,2018-09-03T08:00:00,8.99,9.1,-0.10999999999999943
2018-08-30,2018-09-03T10:00:00,2018-09-03T09:00:00,2,2018-09-03T07:00:00,8.99,9.12,-0.0649999999999995
2018-08-30,2018-09-03T10:00:00,2018-09-03T09:00:00,4,2018-09-03T05:00:00,8.99,9.01,-0.004999999999999893
2018-08-30,2018-09-03T10:00:00,2018-09-03T09:00:00,8,2018-09-03T01:00:00,8.99,8.83,0.020000000000000018
2018-08-30,2018-09-03T11:00:00,2018-09-03T10:00:00,0.5,2018-09-03T09:30:00,8.84,,
2018-08-30,2018-09-03T11:00:00,2018-09-03T10:00:00,1,2018-09-03T09:00:00,8.84,8.99,-0.15000000000000036
2018-08-30,2018-09-03T11:00:00,2018-09-03T10:00:00,2,2018-09-03T08:00:00,8.84,9.1,-0.1299999999999999
2018-08-30,2018-09-03T11:00:00,2018-09-03T10:00:00,4,2018-09-03T06:00:00,8.84,9.06,-0.05500000000000016
2018-08-30,2018-09-03T11:00:00,2018-09-03T10:00:00,8,2018-09-03T02:00:00,8.84,8.9,-0.007500000000000062
2018-08-30,2018-09-03T12:00:00,2018-09-03T11:00:00,0.5,2018-09-03T10:30:00,8.76,,
2018-08-30,2018-09-03T12:00:00,2018-09-03T11:00:00,1,2018-09-03T10:00:00,8.76,8.84,-0.08000000000000007
2018-08-30,2018-09-03T12:00:00,2018-09-03T11:00:00,2,2018-09-03T09:00:00,8.76,8.99,-0.11500000000000021
2018-08-30,2018-09-03T12:00:00,2018-09-03T11:00:00,4,2018-09-03T07:00:00,8.76,9.12,-0.08999999999999986
2018-08-30,2018-09-03T12:00:00,2018-09-03T11:00:00,8,2018-09-03T03:00:00,8.76,8.93,-0.02124999999999999
2018-08-30,2018-09-03T13:00:00,2018-09-03T12:00:00,0.5,2018-09-03T11:30:00,8.71,,
2018-08-30,2018-09-03T13:00:00,2018-09-03T12:00:00,1,2018-09-03T11:00:00,8.71,8.76,-0.049999999999998934
2018-08-30,2018-09-03T13:00:00,2018-09-03T12:00:00,2,2018-09-03T10:00:00,8.71,8.84,-0.0649999999999995
2018-08-30,2018-09-03T13:00:00,2018-09-03T12:00:00,4,2018-09-03T08:00:00,8.71,9.1,-0.0974999999999997
2018-08-30,2018-09-03T13:00:00,2018-09-03T12:00:00,8,2018-09-03T04:00:00,8.71,8.95,-0.029999999999999805
2018-08-30,2018-09-03T14:00:00,2018-09-03T13:00:00,0.5,2018-09-03T12:30:00,8.61,,
2018-08-30,2018-09-03T14:00:00,2018-09-03T13:00:00,1,2018-09-03T12:00:00,8.61,8.71,-0.10000000000000142
2018-08-30,2018-09-03T14:00:00,2018-09-03T13:00:00,2,2018-09-03T11:00:00,8.61,8.76,-0.07500000000000018
2018-08-30,2018-09-03T14:00:00,2018-09-03T13:00:00,4,2018-09-03T09:00:00,8.61,8.99,-0.0950000000000002
2018-08-30,2018-09-03T14:00:00,2018-09-03T13:00:00,8,2018-09-03T05:00:00,8.61,9.01,-0.050000000000000044
2018-08-30,2018-09-03T15:00:00,2018-09-03T14:00:00,0.5,2018-09-03T13:30:00,8.58,,
2018-08-30,2018-09-03T15:00:00,2018-09-03T14:00:00,1,2018-09-03T13:00:00,8.58,8.61,-0.02999999999999936
2018-08-30,2018-09-03T15:00:00,2018-09-03T14:00:00,2,2018-09-03T12:00:00,8.58,8.71,-0.06500000000000039
2018-08-30,2018-09-03T15:00:00,2018-09-03T14:00:00,4,2018-09-03T10:00:00,8.58,8.84,-0.06499999999999995
2018-08-30,2018-09-03T15:00:00,2018-09-03T14:00:00,8,2018-09-03T06:00:00,8.58,9.06,-0.06000000000000005
2018-08-30,2018-09-03T16:00:00,2018-09-03T15:00:00,0.5,2018-09-03T14:30:00,8.51,,
2018-08-30,2018-09-03T16:00:00,2018-09-03T15:00:00,1,2018-09-03T14:00:00,8.51,8.58,-0.07000000000000028
2018-08-30,2018-09-03T16:00:00,2018-09-03T15:00:00,2,2018-09-03T13:00:00,8.51,8.61,-0.04999999999999982
2018-08-30,2018-09-03T16:00:00,2018-09-03T15:00:00,4,2018-09-03T11:00:00,8.51,8.76,-0.0625
2018-08-30,2018-09-03T16:00:00,2018-09-03T15:00:00,8,2018-09-03T07:00:00,8.51,9.12,-0.07624999999999993
2018-08-30,2018-09-03T17:00:00,2018-09-03T16:00:00,0.5,2018-09-03T15:30:00,8.46,,
2018-08-30,2018-09-03T17:00:00,2018-09-03T16:00:00,1,2018-09-03T15:00:00,8.46,8.51,-0.049999999999998934
2018-08-30,2018-09-03T17:00:00,2018-09-03T16:00:00,2,2018-09-03T14:00:00,8.46,8.58,-0.05999999999999961
2018-08-30,2018-09-03T17:00:00,2018-09-03T16:00:00,4,2018-09-03T12:00:00,8.46,8.71,-0.0625
2018-08-30,2018-09-03T17:00:00,2018-09-03T16:00:00,8,2018-09-03T08:00:00,8.46,9.1,-0.07999999999999985
2018-08-30,2018-09-03T18:00:00,2018-09-03T17:00:00,0.5,2018-09-03T16:30:00,8.39,,
2018-08-30,2018-09-03T18:00:00,2018-09-03T17:00:00,1,2018-09-03T16:00:00,8.39,8.46,-0.07000000000000028
2018-08-30,2018-09-03T18:00:00,2018-09-03T17:00:00,2,2018-09-03T15:00:00,8.39,8.51,-0.05999999999999961
2018-08-30,2018-09-03T18:00:00,2018-09-03T17:00:00,4,2018-09-03T13:00:00,8.39,8.61,-0.054999999999999716
2018-08-30,2018-09-03T18:00:00,2018-09-03T17:00:00,8,2018-09-03T09:00:00,8.39,8.99,-0.07499999999999996
2018-08-30,2018-09-03T19:00:00,2018-09-03T18:00:00,0.5,2018-09-03T17:30:00,8.3,,
2018-08-30,2018-09-03T19:00:00,2018-09-03T18:00:00,1,2018-09-03T17:00:00,8.3,8.39,-0.08999999999999986
2018-08-30,2018-09-03T19:00:00,2018-09-03T18:00:00,2,2018-09-03T16:00:00,8.3,8.46,-0.08000000000000007
2018-08-30,2018-09-03T19:00:00,2018-09-03T18:00:00,4,2018-09-03T14:00:00,8.3,8.58,-0.06999999999999984
2018-08-30,2018-09-03T19:00:00,2018-09-03T18:00:00,8,2018-09-03T10:00:00,8.3,8.84,-0.0674999999999999
2018-08-30,2018-09-03T20:00:00,2018-09-03T19:00:00,0.5,2018-09-03T18:30:00,8.2,,
2018-08-30,2018-09-03T20:00:00,2018-09-03T19:00:00,1,2018-09-03T18:00:00,8.2,8.3,-0.10000000000000142
2018-08-30,2018-09-03T20:00:00,2018-09-03T19:00:00,2,2018-09-03T17:00:00,8.2,8.39,-0.09500000000000064
2018-08-30,2018-09-03T20:00:00,2018-09-03T19:00:00,4,2018-09-03T15:00:00,8.2,8.51,-0.07750000000000012
2018-08-30,2018-09-03T20:00:00,2018-09-03T19:00:00,8,2018-09-03T11:00:00,8.2,8.76,-0.07000000000000006
2018-08-30,2018-09-03T21:00:00,2018-09-03T20:00:00,0.5,2018-09-03T19:30:00,8.15,,
2018-08-30,2018-09-03T21:00:00,2018-09-03T20:00:00,1,2018-09-03T19:00:00,8.15,8.2,-0.049999999999998934
2018-08-30,2018-09-03T21:00:00,2018-09-03T20:00:00,2,2018-09-03T18:00:00,8.15,8.3,-0.07500000000000018
2018-08-30,2018-09-03T21:00:00,2018-09-03T20:00:00,4,2018-09-03T16:00:00,8.15,8.46,-0.07750000000000012
2018-08-30,2018-09-03T21:00:00,2018-09-03T20:00:00,8,2018-09-03T12:00:00,8.15,8.71,-0.07000000000000006
2018-08-30,2018-09-03T22:00:00,2018-09-03T21:00:00,0.5,2018-09-03T20:30:00,8.17,,
2018-08-30,2018-09-03T22:00:00,2018-09-03T21:00:00,1,2018-09-03T20:00:00,8.17,8.15,0.019999999999999574
2018-08-30,2018-09-03T22:00:00,2018-09-03T21:00:00,2,2018-09-03T19:00:00,8.17,8.2,-0.01499999999999968
2018-08-30,2018-09-03T22:00:00,2018-09-03T21:00:00,4,2018-09-03T17:00:00,8.17,8.39,-0.05500000000000016
2018-08-30,2018-09-03T22:00:00,2018-09-03T21:00:00,8,2018-09-03T13:00:00,8.17,8.61,-0.05499999999999994
2018-08-30,2018-09-03T23:00:00,2018-09-03T22:00:00,0.5,2018-09-03T21:30:00,8.17,,
2018-08-30,2018-09-03T23:00:00,2018-09-03T22:00:00,1,2018-09-03T21:00:00,8.17,8.17,0.0
2018-08-30,2018-09-03T23:00:00,2018-09-03T22:00:00,2,2018-09-03T20:00:00,8.17,8.15,0.009999999999999787
2018-08-30,2018-09-03T23:00:00,2018-09-03T22:00:00,4,2018-09-03T18:00:00,8.17,8.3,-0.032500000000000195
2018-08-30,2018-09-03T23:00:00,2018-09-03T22:00:00,8,2018-09-03T14:00:00,8.17,8.58,-0.05125000000000002
2018-08-30,2018-09-04T00:00:00,2018-09-03T23:00:00,0.5,2018-09-03T22:30:00,8.19,,
2018-08-30,2018-09-04T00:00:00,2018-09-03T23:00:00,1,2018-09-03T22:00:00,8.19,8.17,0.019999999999999574
2018-08-30,2018-09-04T00:00:00,2018-09-03T23:00:00,2,2018-09-03T21:00:00,8.19,8.17,0.009999999999999787
2018-08-30,2018-09-04T00:00:00,2018-09-03T23:00:00,4,2018-09-03T19:00:00,8.19,8.2,-0.0024999999999999467
2018-08-30,2018-09-04T00:00:00,2018-09-03T23:00:00,8,2018-09-03T15:00:00,8.19,8.51,-0.040000000000000036
2018-08-30,2018-09-04T01:00:00,2018-09-04T00:00:00,0.5,2018-09-03T23:30:00,8.14,,
2018-08-30,2018-09-04T01:00:00,2018-09-04T00:00:00,1,2018-09-03T23:00:00,8.14,8.19,-0.049999999999998934
2018-08-30,2018-09-04T01:00:00,2018-09-04T00:00:00,2,2018-09-03T22:00:00,8.14,8.17,-0.01499999999999968
2018-08-30,2018-09-04T01:00:00,2018-09-04T00:00:00,4,2018-09-03T20:00:00,8.14,8.15,-0.0024999999999999467
2018-08-30,2018-09-04T01:00:00,2018-09-04T00:00:00,8,2018-09-03T16:00:00,8.14,8.46,-0.040000000000000036
2018-08-30,2018-09-04T02:00:00,2018-09-04T01:00:00,0.5,2018-09-04T00:30:00,8.01,,
2018-08-30,2018-09-04T02:00:00,2018-09-04T01:00:00,1,2018-09-04T00:00:00,8.01,8.14,-0.13000000000000078
2018-08-30,2018-09-04T02:00:00,2018-09-04T01:00:00,2,2018-09-03T23:00:00,8.01,8.19,-0.08999999999999986
2018-08-30,2018-09-04T02:00:00,2018-09-04T01:00:00,4,2018-09-03T21:00:00,8.01,8.17,-0.040000000000000036
2018-08-30,2018-09-04T02:00:00,2018-09-04T01:00:00,8,2018-09-03T17:00:00,8.01,8.39,-0.0475000000000001
2018-08-30,2018-09-04T03:00:00,2018-09-04T02:00:00,0.5,2018-09-04T01:30:00,7.89,,
2018-08-30,2018-09-04T03:00:00,2018-09-04T02:00:00,1,2018-09-04T01:00:00,7.89,8.01,-0.1200000000000001
2018-08-30,2018-09-04T03:00:00,2018-09-04T02:00:00,2,2018-09-04T00:00:00,7.89,8.14,-0.12500000000000044
2018-08-30,2018-09-04T03:00:00,2018-09-04T02:00:00,4,2018-09-03T22:00:00,7.89,8.17,-0.07000000000000006
2018-08-30,2018-09-04T03:00:00,2018-09-04T02:00:00,8,2018-09-03T18:00:00,7.89,8.3,-0.05125000000000013
2018-08-30,2018-09-04T04:00:00,2018-09-04T03:00:00,0.5,2018-09-04T02:30:00,7.76,,
2018-08-30,2018-09-04T04:00:00,2018-09-04T03:00:00,1,2018-09-04T02:00:00,7.76,7.89,-0.1299999999999999
2018-08-30,2018-09-04T04:00:00,2018-09-04T03:00:00,2,2018-09-04T01:00:00,7.76,8.01,-0.125
2018-08-30,2018-09-04T04:00:00,2018-09-04T03:00:00,4,2018-09-03T23:00:00,7.76,8.19,-0.10749999999999993
2018-08-30,2018-09-04T04:00:00,2018-09-04T03:00:00,8,2018-09-03T19:00:00,7.76,8.2,-0.05499999999999994
2018-08-30,2018-09-04T05:00:00,2018-09-04T04:00:00,0.5,2018-09-04T03:30:00,7.72,,
2018-08-30,2018-09-04T05:00:00,2018-09-04T04:00:00,1,2018-09-04T03:00:00,7.72,7.76,-0.040000000000000036
2018-08-30,2018-09-04T05:00:00,2018-09-04T04:00:00,2,2018-09-04T02:00:00,7.72,7.89,-0.08499999999999996
2018-08-30,2018-09-04T05:00:00,2018-09-04T04:00:00,4,2018-09-04T00:00:00,7.72,8.14,-0.1050000000000002
2018-08-30,2018-09-04T05:00:00,2018-09-04T04:00:00,8,2018-09-03T20:00:00,7.72,8.15,-0.053750000000000075
2018-08-30,2018-09-04T06:00:00,2018-09-04T05:00:00,0.5,2018-09-04T04:30:00,7.68,,
2018-08-30,2018-09-04T06:00:00,2018-09-04T05:00:00,1,2018-09-04T04:00:00,7.68,7.72,-0.040000000000000036
2018-08-30,2018-09-04T06:00:00,2018-09-04T05:00:00,2,2018-09-04T03:00:00,7.68,7.76,-0.040000000000000036
2018-08-30,2018-09-04T06:00:00,2018-09-04T05:00:00,4,2018-09-04T01:00:00,7.68,8.01,-0.08250000000000002
2018-08-30,2018-09-04T06:00:00,2018-09-04T05:00:00,8,2018-09-03T21:00:00,7.68,8.17,-0.06125000000000003
2018-08-30,2018-09-04T07:00:00,2018-09-04T06:00:00,0.5,2018-09-04T05:30:00,7.71,,
2018-08-30,2018-09-04T07:00:00,2018-09-04T06:00:00,1,2018-09-04T05:00:00,7.71,7.68,0.03000000000000025
2018-08-30,2018-09-04T07:00:00,2018-09-04T06:00:00,2,2018-09-04T04:00:00,7.71,7.72,-0.004999999999999893
2018-08-30,2018-09-04T07:00:00,2018-09-04T06:00:00,4,2018-09-04T02:00:00,7.71,7.89,-0.04499999999999993
2018-08-30,2018-09-04T07:00:00,2018-09-04T06:00:00,8,2018-09-03T22:00:00,7.71,8.17,-0.057499999999999996
2018-08-30,2018-09-04T08:00:00,2018-09-04T07:00:00,0.5,2018-09-04T06:30:00,7.7,,
2018-08-30,2018-09-04T08:00:00,2018-09-04T07:00:00,1,2018-09-04T06:00:00,7.7,7.71,-0.009999999999999787
2018-08-30,2018-09-04T08:00:00,2018-09-04T07:00:00,2,2018-09-04T05:00:00,7.7,7.68,0.010000000000000231
2018-08-30,2018-09-04T08:00:00,2018-09-04T07:00:00,4,2018-09-04T03:00:00,7.7,7.76,-0.014999999999999902
2018-08-30,2018-09-04T08:00:00,2018-09-04T07:00:00,8,2018-09-03T23:00:00,7.7,8.19,-0.061249999999999916
2018-08-30,2018-09-04T09:00:00,2018-09-04T08:00:00,0.5,2018-09-04T07:30:00,7.63,,
2018-08-30,2018-09-04T09:00:00,2018-09-04T08:00:00,1,2018-09-04T07:00:00,7.63,7.7,-0.07000000000000028
2018-08-30,2018-09-04T09:00:00,2018-09-04T08:00:00,2,2018-09-04T06:00:00,7.63,7.71,-0.040000000000000036
2018-08-30,2018-09-04T09:00:00,2018-09-04T08:00:00,4,2018-09-04T04:00:00,7.63,7.72,-0.022499999999999964
2018-08-30,2018-09-04T09:00:00,2018-09-04T08:00:00,8,2018-09-04T00:00:00,7.63,8.14,-0.06375000000000008
2018-08-30,2018-09-04T10:00:00,2018-09-04T09:00:00,0.5,2018-09-04T08:30:00,7.58,,
2018-08-30,2018-09-04T10:00:00,2018-09-04T09:00:00,1,2018-09-04T08:00:00,7.58,7.63,-0.04999999999999982
2018-08-30,2018-09-04T10:00:00,2018-09-04T09:00:00,2,2018-09-04T07:00:00,7.58,7.7,-0.06000000000000005
2018-08-30,2018-09-04T10:00:00,2018-09-04T09:00:00,4,2018-09-04T05:00:00,7.58,7.68,-0.02499999999999991
2018-08-30,2018-09-04T10:00:00,2018-09-04T09:00:00,8,2018-09-04T01:00:00,7.58,8.01,-0.053749999999999964
2018-08-30,2018-09-04T11:00:00,2018-09-04T10:00:00,0.5,2018-09-04T09:30:00,7.59,,
2018-08-30,2018-09-04T11:00:00,2018-09-04T10:00:00,1,2018-09-04T09:00:00,7.59,7.58,0.009999999999999787
2018-08-30,2018-09-04T11:00:00,2018-09-04T10:00:00,2,2018-09-04T08:00:00,7.59,7.63,-0.020000000000000018
2018-08-30,2018-09-04T11:00:00,2018-09-04T10:00:00,4,2018-09-04T06:00:00,7.59,7.71,-0.030000000000000027
2018-08-30,2018-09-04T11:00:00,2018-09-04T10:00:00,8,2018-09-04T02:00:00,7.59,7.89,-0.03749999999999998
2018-08-30,2018-09-04T12:00:00,2018-09-04T11:00:00,0.5,2018-09-04T10:30:00,7.54,,
2018-08-30,2018-09-04T12:00:00,2018-09-04T11:00:00,1,2018-09-04T10:00:00,7.54,7.59,-0.04999999999999982
2018-08-30,2018-09-04T12:00:00,2018-09-04T11:00:00,2,2018-09-04T09:00:00,7.54,7.58,-0.020000000000000018
2018-08-30,2018-09-04T12:00:00,2018-09-04T11:00:00,4,2018-09-04T07:00:00,7.54,7.7,-0.040000000000000036
2018-08-30,2018-09-04T12:00:00,2018-09-04T11:00:00,8,2018-09-04T03:00:00,7.54,7.76,-0.02749999999999997
2018-08-30,2018-09-04T13:00:00,2018-09-04T12:00:00,0.5,2018-09-04T11:30:00,7.5,,
2018-08-30,2018-09-04T13:00:00,2018-09-04T12:00:00,1,2018-09-04T11:00:00,7.5,7.54,-0.040000000000000036
