id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_line,hour_end_interpreted_assumed,source_month,diagnostic_flags,component_sum,component_residual
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-02-17 16:00:00,239.74,,74.0,56.0,,,,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_02.csv,37973,2023-02-17T16:00:00,2,COMPONENT_SUM_UNKNOWN|NONFINITE:val_vazaodefluente|NONFINITE:val_niveljusante|NONFINITE:val_vazaoturbinada|NONFINITE:val_vazaovertida,,
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-02-17 17:00:00,,147.54,74.0,,,53.0,,18.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_02.csv,37974,2023-02-17T17:00:00,2,COMPONENT_SUM_UNKNOWN|NONFINITE:val_vazaodefluente|NONFINITE:val_vazaoafluente|NONFINITE:val_nivelmontante|NONFINITE:val_vazaovertida,,
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-02-17 18:00:00,,147.63,,,71.0,,0.0,,,,raw/DADOS_HIDROLOGICOS_HO_2023_02.csv,37975,2023-02-17T18:00:00,2,COMPONENT_SUM_UNKNOWN|NONFINITE:val_vazaoafluente|NONFINITE:val_nivelmontante|NONFINITE:val_vazaoturbinada|NONFINITE:val_vazaooutrasestruturas,,
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2023-02-17 16:00:00,147.48,,46.56,,,0.0,,6.0,,,raw/DADOS_HIDROLOGICOS_HO_2023_02.csv,41305,2023-02-17T16:00:00,2,COMPONENT_SUM_UNKNOWN|NONFINITE:val_vazaodefluente|NONFINITE:val_vazaoafluente|NONFINITE:val_niveljusante|NONFINITE:val_vazaovertida,,
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2023-02-17 17:00:00,147.6,,58.62,,,,,6.0,0.0,13.0,raw/DADOS_HIDROLOGICOS_HO_2023_02.csv,41306,2023-02-17T17:00:00,2,COMPONENT_SUM_UNKNOWN|NONFINITE:val_vazaodefluente|NONFINITE:val_vazaoafluente|NONFINITE:val_niveljusante|NONFINITE:val_vazaoturbinada|NONFINITE:val_vazaovertida,,
S,Sul,Fio dagua,JACUI,JIUHMC,MONTE CLARO,98.0,2023-02-17 18:00:00,147.73,,,,,,,,,,raw/DADOS_HIDROLOGICOS_HO_2023_02.csv,41307,2023-02-17T18:00:00,2,COMPONENT_SUM_UNKNOWN|NONFINITE:val_vazaodefluente|NONFINITE:val_vazaoafluente|NONFINITE:val_niveljusante|NONFINITE:val_vazaoturbinada|NONFINITE:val_vazaovertida|NONFINITE:val_vazaooutrasestruturas,,
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-02-17 16:00:00,,,34.0,12.0,28.0,,,,,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_02.csv,36635,2023-02-17T16:00:00,2,COMPONENT_SUM_UNKNOWN|NONFINITE:val_nivelmontante|NONFINITE:val_niveljusante|NONFINITE:val_vazaoturbinada|NONFINITE:val_vazaovertida|NONFINITE:val_vazaooutrasestruturas,,
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-02-17 18:00:00,,69.0,32.0,12.0,28.0,,,28.0,,,raw/DADOS_HIDROLOGICOS_HO_2023_02.csv,36637,2023-02-17T18:00:00,2,COMPONENT_SUM_UNKNOWN|NONFINITE:val_nivelmontante|NONFINITE:val_vazaoturbinada|NONFINITE:val_vazaovertida,,
