month,id,name,code,rows
2,SFUHRB,RETIRO BAIXO,155.0,662
2,SFSOBR,SOBRADINHO,169.0,667
2,SFTMAR,TRÊS MARIAS,156.0,668
2,SFXING,XINGO,178.0,668
2,TIBONI,B. BONITA,37.0,670
2,TIBARI,BARIRI,38.0,664
2,TIIBIT,IBITINGA,39.0,669
2,TINAVA,N. AVANHANDAVA,42.0,670
2,TIPROM,PROMISSÃO,40.0,670
2,TITIRM,TRÊS IRMÃOS,43.0,667
2,TOUHCB,CANA BRAVA,252.0,667
2,TOUHET,ESTREITO,267.0,667
2,TOLAJ,LAJEADO,261.0,667
2,TOUHPA,PEIXE ANGICAL,257.0,667
2,TOUHSA,SAO SALVADOR,253.0,667
2,TOSMES,SERRA DA MESA,251.0,667
2,TOTUCU,TUCURUI,275.0,666
2,RIUHBG,BARRA GRANDE,86.0,668
2,RIUHCN,CAMPOS NOVOS,90.0,667
2,RIUHFC,FOZ CHAPECO,103.0,668
2,RIGAR,GARIBALDI,89.0,664
2,RIITÁ,ITÁ,92.0,668
2,RIUHMA,MACHADINHO,91.0,664
2,RIUHMO,MONJOLINHO,94.0,667
2,PFPFUN,PASSO FUNDO,93.0,667
2,RIUHPJ,PASSO SAO JOAO,102.0,660
2,RIUQQX,QUEBRA QUEIXO,95.0,653
2,RIUSJO,SAO JOSE,101.0,665
2,RIUHSR,SAO ROQUE,88.0,668
3,AMUHBB,BALBINA,277.0,744
3,AMUSBM,BELO MONTE,288.0,714
3,AMCLR,COLIDER,228.0,744
3,CRCURU,CURUA-UNA,272.0,652
3,AMDA,DARDANELOS,310.0,694
3,AMUGUA,GUAPORE,196.0,725
3,AMUHJI,JIRAU,285.0,744
3,AMUSPM,PIMENTAL,314.0,744
3,AMUHRD,RONDON II,276.0,743
3,AMSAPI,SALTO APIACAS,225.0,744
3,AMSU,SAMUEL,279.0,744
3,AMUSSN,SANTO ANTONIO,287.0,744
3,AMUSMA,SAO MANOEL,230.0,744
3,AMSNPE,SINOP,227.0,744
3,AMSAJ,STO ANTONIO DO JARI,286.0,744
3,AMUHTP,TELES PIRES,229.0,735
3,AAUCCA,CACHOEIRA CALDEIRAO,204.0,744
3,AMUHCN,COARACY NUNES,280.0,744
3,AAFGO,FERREIRA GOMES,284.0,744
3,CASPSO,G. P. SOUZA,115.0,744
3,DCAIMO,AIMORES,143.0,744
3,DCUBAG,BAGUARI,141.0,744
3,DCUHEC,CANDONGA,139.0,623
3,PCGAMO,GUILM. AMORIM,192.0,744
3,DCMASC,MASCARENHAS,144.0,744
3,DCPORT,PORTO ESTRELA,135.0,725
3,DCSCAR,SA CARVALHO,193.0,744
