valid_at,previous_level_m,new_level_m,difference_m
2026-09-22T03:00:00-03:00,19.121274907489592,18.878267602999703,-0.24300730448988972
2026-09-22T04:00:00-03:00,19.27500148828672,19.088650503642373,-0.18635098464434563
2026-09-22T05:00:00-03:00,19.0660508433026,19.28780352948452,0.2217526861819188
2026-09-22T06:00:00-03:00,18.91473415771554,19.442013038482525,0.5272788807669855
2026-09-22T07:00:00-03:00,18.565743602805167,19.22825367238508,0.6625100695799127
2026-09-22T08:00:00-03:00,18.57569861183944,19.051331846572065,0.4756332347326264
2026-09-22T09:00:00-03:00,18.30131685157885,18.689408347925077,0.3880914963462274
2026-09-22T10:00:00-03:00,18.900980659149432,18.644166429680308,-0.2568142294691249
2026-09-22T11:00:00-03:00,18.424836821397164,18.58118828623858,0.15635146484141416
2026-09-22T12:00:00-03:00,18.294879561399306,18.15156170855288,-0.14331785284642606
2026-09-22T13:00:00-03:00,17.87504177705621,18.154117383413986,0.2790756063577753
2026-09-22T14:00:00-03:00,17.570376207647847,17.960770706532564,0.3903944988847172
2026-09-22T15:00:00-03:00,17.331062020077912,17.6467383801869,0.3156763601089878
