phase,horizon_h,origin,target_time,actual_m,base_m,aux_missing,rain_amount_missing,rain_coverage_missing,missing45,missing108
validation,9,2025-11-08T18:00:00-03:00,2025-11-09T03:00:00-03:00,8.87,8.49,0,0,0,0,0
validation,9,2025-11-08T19:00:00-03:00,2025-11-09T04:00:00-03:00,8.71,8.54,0,0,0,0,0
validation,9,2025-11-08T20:00:00-03:00,2025-11-09T05:00:00-03:00,8.57,8.63,0,0,0,0,0
validation,9,2025-11-08T21:00:00-03:00,2025-11-09T06:00:00-03:00,8.4,8.8,0,0,0,0,0
validation,9,2025-11-08T22:00:00-03:00,2025-11-09T07:00:00-03:00,8.24,8.94,0,0,0,0,0
validation,9,2025-11-08T23:00:00-03:00,2025-11-09T08:00:00-03:00,8.07,9.04,0,0,0,0,0
validation,9,2025-11-09T00:00:00-03:00,2025-11-09T09:00:00-03:00,7.78,9.09,0,0,0,0,0
validation,9,2025-11-09T01:00:00-03:00,2025-11-09T10:00:00-03:00,7.39,9.08,0,0,0,0,0
validation,9,2025-11-09T02:00:00-03:00,2025-11-09T11:00:00-03:00,7.02,9.03,0,0,0,0,0
validation,10,2025-11-07T22:00:00-03:00,2025-11-08T08:00:00-03:00,7.29,3.35,0,0,0,0,0
validation,10,2025-11-07T23:00:00-03:00,2025-11-08T09:00:00-03:00,7.99,4.08,0,0,0,0,0
validation,10,2025-11-08T00:00:00-03:00,2025-11-08T10:00:00-03:00,8.49,5.08,0,0,0,0,0
validation,10,2025-11-08T01:00:00-03:00,2025-11-08T11:00:00-03:00,8.69,5.93,0,0,0,0,0
validation,10,2025-11-08T02:00:00-03:00,2025-11-08T12:00:00-03:00,8.67,6.51,0,0,0,0,0
validation,10,2025-11-08T03:00:00-03:00,2025-11-08T13:00:00-03:00,8.62,6.68,0,0,0,0,0
validation,10,2025-11-08T04:00:00-03:00,2025-11-08T14:00:00-03:00,8.54,6.65,0,0,0,0,0
validation,10,2025-11-08T05:00:00-03:00,2025-11-08T15:00:00-03:00,8.51,6.56,0,0,0,0,0
validation,10,2025-11-08T06:00:00-03:00,2025-11-08T16:00:00-03:00,8.47,6.48,0,0,0,0,0
validation,10,2025-11-08T07:00:00-03:00,2025-11-08T17:00:00-03:00,8.47,6.65,0,0,0,0,0
validation,10,2025-11-08T08:00:00-03:00,2025-11-08T18:00:00-03:00,8.5,7.12,0,0,0,0,0
validation,10,2025-11-08T09:00:00-03:00,2025-11-08T19:00:00-03:00,8.55,7.82,0,0,0,0,0
validation,10,2025-11-08T10:00:00-03:00,2025-11-08T20:00:00-03:00,8.67,8.38,0,0,0,0,0
validation,10,2025-11-08T11:00:00-03:00,2025-11-08T21:00:00-03:00,8.83,8.66,0,0,0,0,0
validation,10,2025-11-08T12:00:00-03:00,2025-11-08T22:00:00-03:00,8.97,8.68,0,0,0,0,0
validation,10,2025-11-08T13:00:00-03:00,2025-11-08T23:00:00-03:00,9.07,8.63,0,0,0,0,0
validation,10,2025-11-08T14:00:00-03:00,2025-11-09T00:00:00-03:00,9.08,8.56,0,0,0,0,0
validation,10,2025-11-08T15:00:00-03:00,2025-11-09T01:00:00-03:00,9.08,8.52,0,0,0,0,0
validation,10,2025-11-08T16:00:00-03:00,2025-11-09T02:00:00-03:00,8.99,8.46,0,0,0,0,0
validation,10,2025-11-08T17:00:00-03:00,2025-11-09T03:00:00-03:00,8.87,8.45,0,0,0,0,0
validation,10,2025-11-08T18:00:00-03:00,2025-11-09T04:00:00-03:00,8.71,8.49,0,0,0,0,0
validation,10,2025-11-08T19:00:00-03:00,2025-11-09T05:00:00-03:00,8.57,8.54,0,0,0,0,0
validation,10,2025-11-08T20:00:00-03:00,2025-11-09T06:00:00-03:00,8.4,8.63,0,0,0,0,0
validation,10,2025-11-08T21:00:00-03:00,2025-11-09T07:00:00-03:00,8.24,8.8,0,0,0,0,0
validation,10,2025-11-08T22:00:00-03:00,2025-11-09T08:00:00-03:00,8.07,8.94,0,0,0,0,0
validation,10,2025-11-08T23:00:00-03:00,2025-11-09T09:00:00-03:00,7.78,9.04,0,0,0,0,0
validation,10,2025-11-09T00:00:00-03:00,2025-11-09T10:00:00-03:00,7.39,9.09,0,0,0,0,0
validation,10,2025-11-09T01:00:00-03:00,2025-11-09T11:00:00-03:00,7.02,9.08,0,0,0,0,0
validation,11,2025-11-07T21:00:00-03:00,2025-11-08T08:00:00-03:00,7.29,3.11,0,0,0,0,0
validation,11,2025-11-07T22:00:00-03:00,2025-11-08T09:00:00-03:00,7.99,3.35,0,0,0,0,0
validation,11,2025-11-07T23:00:00-03:00,2025-11-08T10:00:00-03:00,8.49,4.08,0,0,0,0,0
validation,11,2025-11-08T00:00:00-03:00,2025-11-08T11:00:00-03:00,8.69,5.08,0,0,0,0,0
validation,11,2025-11-08T01:00:00-03:00,2025-11-08T12:00:00-03:00,8.67,5.93,0,0,0,0,0
validation,11,2025-11-08T02:00:00-03:00,2025-11-08T13:00:00-03:00,8.62,6.51,0,0,0,0,0
validation,11,2025-11-08T03:00:00-03:00,2025-11-08T14:00:00-03:00,8.54,6.68,0,0,0,0,0
validation,11,2025-11-08T04:00:00-03:00,2025-11-08T15:00:00-03:00,8.51,6.65,0,0,0,0,0
validation,11,2025-11-08T05:00:00-03:00,2025-11-08T16:00:00-03:00,8.47,6.56,0,0,0,0,0
validation,11,2025-11-08T06:00:00-03:00,2025-11-08T17:00:00-03:00,8.47,6.48,0,0,0,0,0
validation,11,2025-11-08T07:00:00-03:00,2025-11-08T18:00:00-03:00,8.5,6.65,0,0,0,0,0
validation,11,2025-11-08T08:00:00-03:00,2025-11-08T19:00:00-03:00,8.55,7.12,0,0,0,0,0
validation,11,2025-11-08T09:00:00-03:00,2025-11-08T20:00:00-03:00,8.67,7.82,0,0,0,0,0
validation,11,2025-11-08T10:00:00-03:00,2025-11-08T21:00:00-03:00,8.83,8.38,0,0,0,0,0
validation,11,2025-11-08T11:00:00-03:00,2025-11-08T22:00:00-03:00,8.97,8.66,0,0,0,0,0
validation,11,2025-11-08T12:00:00-03:00,2025-11-08T23:00:00-03:00,9.07,8.68,0,0,0,0,0
validation,11,2025-11-08T13:00:00-03:00,2025-11-09T00:00:00-03:00,9.08,8.63,0,0,0,0,0
validation,11,2025-11-08T14:00:00-03:00,2025-11-09T01:00:00-03:00,9.08,8.56,0,0,0,0,0
validation,11,2025-11-08T15:00:00-03:00,2025-11-09T02:00:00-03:00,8.99,8.52,0,0,0,0,0
validation,11,2025-11-08T16:00:00-03:00,2025-11-09T03:00:00-03:00,8.87,8.46,0,0,0,0,0
validation,11,2025-11-08T17:00:00-03:00,2025-11-09T04:00:00-03:00,8.71,8.45,0,0,0,0,0
validation,11,2025-11-08T18:00:00-03:00,2025-11-09T05:00:00-03:00,8.57,8.49,0,0,0,0,0
validation,11,2025-11-08T19:00:00-03:00,2025-11-09T06:00:00-03:00,8.4,8.54,0,0,0,0,0
validation,11,2025-11-08T20:00:00-03:00,2025-11-09T07:00:00-03:00,8.24,8.63,0,0,0,0,0
validation,11,2025-11-08T21:00:00-03:00,2025-11-09T08:00:00-03:00,8.07,8.8,0,0,0,0,0
validation,11,2025-11-08T22:00:00-03:00,2025-11-09T09:00:00-03:00,7.78,8.94,0,0,0,0,0
validation,11,2025-11-08T23:00:00-03:00,2025-11-09T10:00:00-03:00,7.39,9.04,0,0,0,0,0
validation,11,2025-11-09T00:00:00-03:00,2025-11-09T11:00:00-03:00,7.02,9.09,0,0,0,0,0
validation,12,2025-11-07T20:00:00-03:00,2025-11-08T08:00:00-03:00,7.29,2.88,0,0,0,0,0
validation,12,2025-11-07T21:00:00-03:00,2025-11-08T09:00:00-03:00,7.99,3.11,0,0,0,0,0
validation,12,2025-11-07T22:00:00-03:00,2025-11-08T10:00:00-03:00,8.49,3.35,0,0,0,0,0
validation,12,2025-11-07T23:00:00-03:00,2025-11-08T11:00:00-03:00,8.69,4.08,0,0,0,0,0
validation,12,2025-11-08T00:00:00-03:00,2025-11-08T12:00:00-03:00,8.67,5.08,0,0,0,0,0
validation,12,2025-11-08T01:00:00-03:00,2025-11-08T13:00:00-03:00,8.62,5.93,0,0,0,0,0
validation,12,2025-11-08T02:00:00-03:00,2025-11-08T14:00:00-03:00,8.54,6.51,0,0,0,0,0
validation,12,2025-11-08T03:00:00-03:00,2025-11-08T15:00:00-03:00,8.51,6.68,0,0,0,0,0
validation,12,2025-11-08T04:00:00-03:00,2025-11-08T16:00:00-03:00,8.47,6.65,0,0,0,0,0
validation,12,2025-11-08T05:00:00-03:00,2025-11-08T17:00:00-03:00,8.47,6.56,0,0,0,0,0
validation,12,2025-11-08T06:00:00-03:00,2025-11-08T18:00:00-03:00,8.5,6.48,0,0,0,0,0
validation,12,2025-11-08T07:00:00-03:00,2025-11-08T19:00:00-03:00,8.55,6.65,0,0,0,0,0
validation,12,2025-11-08T08:00:00-03:00,2025-11-08T20:00:00-03:00,8.67,7.12,0,0,0,0,0
validation,12,2025-11-08T09:00:00-03:00,2025-11-08T21:00:00-03:00,8.83,7.82,0,0,0,0,0
validation,12,2025-11-08T10:00:00-03:00,2025-11-08T22:00:00-03:00,8.97,8.38,0,0,0,0,0
validation,12,2025-11-08T11:00:00-03:00,2025-11-08T23:00:00-03:00,9.07,8.66,0,0,0,0,0
validation,12,2025-11-08T12:00:00-03:00,2025-11-09T00:00:00-03:00,9.08,8.68,0,0,0,0,0
validation,12,2025-11-08T13:00:00-03:00,2025-11-09T01:00:00-03:00,9.08,8.63,0,0,0,0,0
validation,12,2025-11-08T14:00:00-03:00,2025-11-09T02:00:00-03:00,8.99,8.56,0,0,0,0,0
validation,12,2025-11-08T15:00:00-03:00,2025-11-09T03:00:00-03:00,8.87,8.52,0,0,0,0,0
validation,12,2025-11-08T16:00:00-03:00,2025-11-09T04:00:00-03:00,8.71,8.46,0,0,0,0,0
validation,12,2025-11-08T17:00:00-03:00,2025-11-09T05:00:00-03:00,8.57,8.45,0,0,0,0,0
validation,12,2025-11-08T18:00:00-03:00,2025-11-09T06:00:00-03:00,8.4,8.49,0,0,0,0,0
validation,12,2025-11-08T19:00:00-03:00,2025-11-09T07:00:00-03:00,8.24,8.54,0,0,0,0,0
validation,12,2025-11-08T20:00:00-03:00,2025-11-09T08:00:00-03:00,8.07,8.63,0,0,0,0,0
validation,12,2025-11-08T21:00:00-03:00,2025-11-09T09:00:00-03:00,7.78,8.8,0,0,0,0,0
validation,12,2025-11-08T22:00:00-03:00,2025-11-09T10:00:00-03:00,7.39,8.94,0,0,0,0,0
validation,12,2025-11-08T23:00:00-03:00,2025-11-09T11:00:00-03:00,7.02,9.04,0,0,0,0,0
test,1,2026-07-02T20:00:00-03:00,2026-07-02T21:00:00-03:00,7.1,6.83,6,0,0,6,0
test,1,2026-07-02T21:00:00-03:00,2026-07-02T22:00:00-03:00,7.3,7.06,6,0,0,6,0
test,1,2026-07-02T22:00:00-03:00,2026-07-02T23:00:00-03:00,7.48,7.24,6,0,0,6,0
test,1,2026-07-02T23:00:00-03:00,2026-07-03T00:00:00-03:00,7.69,7.42,6,0,0,6,0
test,1,2026-07-03T00:00:00-03:00,2026-07-03T01:00:00-03:00,7.95,7.63,6,0,0,6,0
test,1,2026-07-03T01:00:00-03:00,2026-07-03T02:00:00-03:00,8.19,7.89,6,0,0,6,0
test,1,2026-07-03T02:00:00-03:00,2026-07-03T03:00:00-03:00,8.32,8.14,6,0,0,6,0
test,1,2026-07-03T03:00:00-03:00,2026-07-03T04:00:00-03:00,8.35,8.29,6,0,0,6,0
test,1,2026-07-03T04:00:00-03:00,2026-07-03T05:00:00-03:00,8.39,8.35,6,0,0,6,0
test,1,2026-07-03T05:00:00-03:00,2026-07-03T06:00:00-03:00,8.53,8.39,6,0,0,6,0
test,1,2026-07-03T06:00:00-03:00,2026-07-03T07:00:00-03:00,8.62,8.48,6,0,0,6,0
test,1,2026-07-03T07:00:00-03:00,2026-07-03T08:00:00-03:00,8.73,8.62,6,0,0,6,0
test,1,2026-07-03T08:00:00-03:00,2026-07-03T09:00:00-03:00,8.82,8.7,6,0,0,6,0
test,1,2026-07-03T09:00:00-03:00,2026-07-03T10:00:00-03:00,8.82,8.79,6,0,0,6,0
test,1,2026-07-03T10:00:00-03:00,2026-07-03T11:00:00-03:00,8.7,8.84,6,0,0,6,0
test,1,2026-07-03T11:00:00-03:00,2026-07-03T12:00:00-03:00,8.58,8.74,6,0,0,6,0
test,1,2026-07-03T12:00:00-03:00,2026-07-03T13:00:00-03:00,8.44,8.6,6,0,0,6,0
test,1,2026-07-03T13:00:00-03:00,2026-07-03T14:00:00-03:00,8.4,8.48,6,0,0,6,0
test,1,2026-07-03T14:00:00-03:00,2026-07-03T15:00:00-03:00,8.34,8.4,6,0,0,6,0
test,1,2026-07-03T15:00:00-03:00,2026-07-03T16:00:00-03:00,8.32,8.38,6,0,0,6,0
test,1,2026-07-03T16:00:00-03:00,2026-07-03T17:00:00-03:00,8.27,8.33,6,0,0,6,0
test,1,2026-07-03T17:00:00-03:00,2026-07-03T18:00:00-03:00,8.22,8.29,6,0,0,6,0
test,1,2026-07-03T18:00:00-03:00,2026-07-03T19:00:00-03:00,8.17,8.24,6,0,0,6,0
test,1,2026-07-03T19:00:00-03:00,2026-07-03T20:00:00-03:00,8.13,8.18,6,0,0,6,0
test,1,2026-07-03T20:00:00-03:00,2026-07-03T21:00:00-03:00,8.13,8.14,6,0,0,6,0
test,1,2026-07-03T21:00:00-03:00,2026-07-03T22:00:00-03:00,8.11,8.14,6,0,0,6,0
test,1,2026-07-03T22:00:00-03:00,2026-07-03T23:00:00-03:00,8.02,8.11,6,0,0,6,0
test,1,2026-07-03T23:00:00-03:00,2026-07-04T00:00:00-03:00,7.91,8.04,6,0,0,6,0
test,1,2026-07-04T00:00:00-03:00,2026-07-04T01:00:00-03:00,7.74,7.94,6,0,0,6,0
test,1,2026-07-04T01:00:00-03:00,2026-07-04T02:00:00-03:00,7.52,7.78,6,0,0,6,0
test,1,2026-07-04T02:00:00-03:00,2026-07-04T03:00:00-03:00,7.34,7.58,6,0,0,6,0
test,1,2026-07-04T03:00:00-03:00,2026-07-04T04:00:00-03:00,7.22,7.38,6,0,0,6,0
test,1,2026-07-04T04:00:00-03:00,2026-07-04T05:00:00-03:00,7.17,7.23,6,0,0,6,0
test,1,2026-07-04T05:00:00-03:00,2026-07-04T06:00:00-03:00,7.11,7.18,6,0,0,6,0
test,1,2026-07-04T06:00:00-03:00,2026-07-04T07:00:00-03:00,7.06,7.12,6,0,0,6,0
test,1,2026-07-21T21:00:00-03:00,2026-07-21T22:00:00-03:00,7.38,5.02,6,0,0,6,0
test,1,2026-07-21T22:00:00-03:00,2026-07-21T23:00:00-03:00,9.21,6.95,6,0,0,6,0
test,1,2026-07-21T23:00:00-03:00,2026-07-22T00:00:00-03:00,10.77,8.77,6,0,0,6,0
test,1,2026-07-22T00:00:00-03:00,2026-07-22T01:00:00-03:00,11.99,10.42,6,0,0,6,0
test,1,2026-07-22T01:00:00-03:00,2026-07-22T02:00:00-03:00,12.97,11.7,6,0,0,6,0
test,1,2026-07-22T02:00:00-03:00,2026-07-22T03:00:00-03:00,13.77,12.75,6,0,0,6,0
test,1,2026-07-22T03:00:00-03:00,2026-07-22T04:00:00-03:00,14.49,13.57,6,0,0,6,0
test,1,2026-07-22T04:00:00-03:00,2026-07-22T05:00:00-03:00,15.16,14.31,6,0,0,6,0
test,1,2026-07-22T05:00:00-03:00,2026-07-22T06:00:00-03:00,15.81,15.0,6,0,0,6,0
test,1,2026-07-22T06:00:00-03:00,2026-07-22T07:00:00-03:00,16.5,15.64,6,0,0,6,0
test,1,2026-07-22T07:00:00-03:00,2026-07-22T08:00:00-03:00,17.16,16.33,6,0,0,6,0
test,1,2026-07-22T08:00:00-03:00,2026-07-22T09:00:00-03:00,17.78,17.0,6,0,0,6,0
test,1,2026-07-22T09:00:00-03:00,2026-07-22T10:00:00-03:00,18.37,17.7,6,0,0,6,0
test,1,2026-07-22T10:00:00-03:00,2026-07-22T11:00:00-03:00,18.79,18.28,6,0,0,6,0
test,1,2026-07-22T11:00:00-03:00,2026-07-22T12:00:00-03:00,19.02,18.68,6,0,0,6,0
test,1,2026-07-22T12:00:00-03:00,2026-07-22T13:00:00-03:00,19.24,19.03,6,0,0,6,0
test,1,2026-07-22T13:00:00-03:00,2026-07-22T14:00:00-03:00,19.26,19.19,6,0,0,6,0
test,1,2026-07-22T14:00:00-03:00,2026-07-22T15:00:00-03:00,19.86,19.25,6,0,0,6,0
test,1,2026-07-22T16:00:00-03:00,2026-07-22T17:00:00-03:00,18.95,19.81,6,0,0,6,0
test,1,2026-07-22T17:00:00-03:00,2026-07-22T18:00:00-03:00,18.68,,6,0,0,12,6
test,1,2026-07-22T18:00:00-03:00,2026-07-22T19:00:00-03:00,18.43,18.77,6,0,0,7,1
test,1,2026-07-22T19:00:00-03:00,2026-07-22T20:00:00-03:00,18.11,18.5,6,0,0,7,1
test,1,2026-07-22T20:00:00-03:00,2026-07-22T21:00:00-03:00,17.79,18.19,6,0,0,6,0
test,1,2026-07-22T21:00:00-03:00,2026-07-22T22:00:00-03:00,17.41,17.88,6,0,0,7,1
test,1,2026-07-22T22:00:00-03:00,2026-07-22T23:00:00-03:00,17.04,17.51,6,0,0,6,0
test,1,2026-07-22T23:00:00-03:00,2026-07-23T00:00:00-03:00,16.58,17.14,6,0,0,6,0
test,1,2026-07-23T00:00:00-03:00,2026-07-23T01:00:00-03:00,16.07,16.7,6,0,0,6,0
test,1,2026-07-23T01:00:00-03:00,2026-07-23T02:00:00-03:00,15.55,16.22,6,0,0,7,1
test,1,2026-07-23T02:00:00-03:00,2026-07-23T03:00:00-03:00,14.98,15.72,6,0,0,6,0
test,1,2026-07-23T03:00:00-03:00,2026-07-23T04:00:00-03:00,14.51,15.12,6,0,0,6,0
test,1,2026-07-23T04:00:00-03:00,2026-07-23T05:00:00-03:00,14.07,14.59,6,0,0,6,0
test,1,2026-07-23T05:00:00-03:00,2026-07-23T06:00:00-03:00,13.68,14.17,6,0,0,6,0
test,1,2026-07-23T06:00:00-03:00,2026-07-23T07:00:00-03:00,13.32,13.79,6,0,0,6,0
test,1,2026-07-23T07:00:00-03:00,2026-07-23T08:00:00-03:00,12.97,13.4,6,0,0,6,0
test,1,2026-07-23T08:00:00-03:00,2026-07-23T09:00:00-03:00,12.58,13.06,6,0,0,6,0
test,1,2026-07-23T09:00:00-03:00,2026-07-23T10:00:00-03:00,12.23,12.68,6,0,0,6,0
test,1,2026-07-23T10:00:00-03:00,2026-07-23T11:00:00-03:00,11.86,12.32,6,0,0,6,0
test,1,2026-07-23T11:00:00-03:00,2026-07-23T12:00:00-03:00,11.53,11.95,6,0,0,6,0
test,1,2026-07-23T12:00:00-03:00,2026-07-23T13:00:00-03:00,11.2,11.6,4,0,0,4,0
test,1,2026-07-23T13:00:00-03:00,2026-07-23T14:00:00-03:00,10.89,11.28,3,0,0,3,0
test,1,2026-07-23T14:00:00-03:00,2026-07-23T15:00:00-03:00,10.55,10.97,2,0,0,2,0
test,1,2026-07-23T15:00:00-03:00,2026-07-23T16:00:00-03:00,10.16,10.63,2,0,0,2,0
test,1,2026-07-23T16:00:00-03:00,2026-07-23T17:00:00-03:00,9.86,10.27,1,0,0,1,0
test,1,2026-07-23T17:00:00-03:00,2026-07-23T18:00:00-03:00,9.71,9.93,1,0,0,1,0
test,1,2026-07-23T18:00:00-03:00,2026-07-23T19:00:00-03:00,9.6,9.73,1,0,0,1,0
test,1,2026-07-23T19:00:00-03:00,2026-07-23T20:00:00-03:00,9.45,9.64,1,0,0,1,0
test,1,2026-07-23T20:00:00-03:00,2026-07-23T21:00:00-03:00,9.29,9.49,0,0,0,0,0
test,1,2026-07-23T21:00:00-03:00,2026-07-23T22:00:00-03:00,9.08,9.33,0,0,0,0,0
test,1,2026-07-23T22:00:00-03:00,2026-07-23T23:00:00-03:00,8.84,9.13,0,0,0,0,0
test,1,2026-07-23T23:00:00-03:00,2026-07-24T00:00:00-03:00,8.58,8.9,0,0,0,0,0
test,1,2026-07-24T00:00:00-03:00,2026-07-24T01:00:00-03:00,8.35,8.64,0,0,0,0,0
test,1,2026-07-24T01:00:00-03:00,2026-07-24T02:00:00-03:00,8.19,8.41,0,0,0,0,0
test,1,2026-07-24T02:00:00-03:00,2026-07-24T03:00:00-03:00,8.06,8.23,0,0,0,0,0
test,1,2026-07-24T03:00:00-03:00,2026-07-24T04:00:00-03:00,7.91,8.1,0,0,0,0,0
test,1,2026-07-24T04:00:00-03:00,2026-07-24T05:00:00-03:00,7.74,7.96,0,0,0,0,0
test,1,2026-07-24T05:00:00-03:00,2026-07-24T06:00:00-03:00,7.56,7.79,0,0,0,0,0
test,1,2026-07-24T06:00:00-03:00,2026-07-24T07:00:00-03:00,7.39,7.6,0,0,0,0,0
test,1,2026-07-24T07:00:00-03:00,2026-07-24T08:00:00-03:00,7.25,7.43,0,0,0,0,0
test,1,2026-07-24T08:00:00-03:00,2026-07-24T09:00:00-03:00,7.18,7.28,0,0,0,0,0
test,1,2026-07-24T09:00:00-03:00,2026-07-24T10:00:00-03:00,7.11,7.2,0,0,0,0,0
test,1,2026-07-24T10:00:00-03:00,2026-07-24T11:00:00-03:00,7.02,7.13,0,0,0,0,0
test,1,2026-07-28T16:00:00-03:00,2026-07-28T17:00:00-03:00,7.44,6.56,0,0,0,0,0
test,1,2026-07-28T17:00:00-03:00,2026-07-28T18:00:00-03:00,8.47,7.23,0,0,0,0,0
test,1,2026-07-28T18:00:00-03:00,2026-07-28T19:00:00-03:00,9.47,8.21,0,0,0,0,0
test,1,2026-07-28T19:00:00-03:00,2026-07-28T20:00:00-03:00,10.31,9.24,0,0,0,0,0
test,1,2026-07-28T20:00:00-03:00,2026-07-28T21:00:00-03:00,10.86,10.11,0,0,0,0,0
test,1,2026-07-28T21:00:00-03:00,2026-07-28T22:00:00-03:00,11.24,10.76,0,0,0,0,0
test,1,2026-07-28T22:00:00-03:00,2026-07-28T23:00:00-03:00,11.47,11.18,0,0,0,0,0
test,1,2026-07-28T23:00:00-03:00,2026-07-29T00:00:00-03:00,11.6,11.43,0,0,0,0,0
test,1,2026-07-29T00:00:00-03:00,2026-07-29T01:00:00-03:00,11.88,11.56,0,0,0,0,0
test,1,2026-07-29T01:00:00-03:00,2026-07-29T02:00:00-03:00,12.26,11.83,0,0,0,0,0
test,1,2026-07-29T02:00:00-03:00,2026-07-29T03:00:00-03:00,12.72,12.19,0,0,0,0,0
test,1,2026-07-29T03:00:00-03:00,2026-07-29T04:00:00-03:00,13.18,12.59,0,0,0,0,0
test,1,2026-07-29T04:00:00-03:00,2026-07-29T05:00:00-03:00,13.47,13.07,0,0,0,0,0
test,1,2026-07-29T05:00:00-03:00,2026-07-29T06:00:00-03:00,13.82,13.42,0,0,0,0,0
test,1,2026-07-29T06:00:00-03:00,2026-07-29T07:00:00-03:00,14.07,13.75,0,0,0,0,0
test,1,2026-07-29T07:00:00-03:00,2026-07-29T08:00:00-03:00,14.3,14.0,0,0,0,0,0
test,1,2026-07-29T08:00:00-03:00,2026-07-29T09:00:00-03:00,14.46,14.27,0,0,0,0,0
test,1,2026-07-29T09:00:00-03:00,2026-07-29T10:00:00-03:00,14.55,14.4,0,0,0,0,0
test,1,2026-07-29T10:00:00-03:00,2026-07-29T11:00:00-03:00,14.71,14.55,0,0,0,0,0
test,1,2026-07-29T11:00:00-03:00,2026-07-29T12:00:00-03:00,14.81,14.64,0,0,0,0,0
test,1,2026-07-29T12:00:00-03:00,2026-07-29T13:00:00-03:00,14.95,14.83,0,0,0,0,0
test,1,2026-07-29T13:00:00-03:00,2026-07-29T14:00:00-03:00,15.09,14.95,0,0,0,0,0
test,1,2026-07-29T14:00:00-03:00,2026-07-29T15:00:00-03:00,15.16,15.05,0,0,0,0,0
test,1,2026-07-29T15:00:00-03:00,2026-07-29T16:00:00-03:00,15.22,15.13,0,0,0,0,0
test,1,2026-07-29T16:00:00-03:00,2026-07-29T17:00:00-03:00,15.26,15.21,0,0,0,0,0
test,1,2026-07-29T17:00:00-03:00,2026-07-29T18:00:00-03:00,15.28,15.29,0,0,0,0,0
test,1,2026-07-29T18:00:00-03:00,2026-07-29T19:00:00-03:00,15.31,15.27,0,0,0,0,0
test,1,2026-07-29T19:00:00-03:00,2026-07-29T20:00:00-03:00,15.26,15.3,0,0,0,0,0
test,1,2026-07-29T20:00:00-03:00,2026-07-29T21:00:00-03:00,15.21,15.27,0,0,0,0,0
test,1,2026-07-29T21:00:00-03:00,2026-07-29T22:00:00-03:00,15.12,15.23,0,0,0,0,0
test,1,2026-07-29T22:00:00-03:00,2026-07-29T23:00:00-03:00,15.03,15.16,0,0,0,0,0
test,1,2026-07-29T23:00:00-03:00,2026-07-30T00:00:00-03:00,14.88,15.06,0,0,0,0,0
test,1,2026-07-30T00:00:00-03:00,2026-07-30T01:00:00-03:00,14.73,14.94,0,0,0,0,0
test,1,2026-07-30T01:00:00-03:00,2026-07-30T02:00:00-03:00,14.53,14.79,0,0,0,0,0
test,1,2026-07-30T02:00:00-03:00,2026-07-30T03:00:00-03:00,14.31,14.58,0,0,0,0,0
test,1,2026-07-30T03:00:00-03:00,2026-07-30T04:00:00-03:00,14.06,14.37,0,0,0,0,0
test,1,2026-07-30T04:00:00-03:00,2026-07-30T05:00:00-03:00,13.8,14.1,0,0,0,0,0
test,1,2026-07-30T05:00:00-03:00,2026-07-30T06:00:00-03:00,13.49,13.87,0,0,0,0,0
test,1,2026-07-30T06:00:00-03:00,2026-07-30T07:00:00-03:00,13.21,13.58,0,0,0,0,0
test,1,2026-07-30T07:00:00-03:00,2026-07-30T08:00:00-03:00,12.91,13.28,0,0,0,0,0
test,1,2026-07-30T08:00:00-03:00,2026-07-30T09:00:00-03:00,12.6,12.99,0,0,0,0,0
test,1,2026-07-30T09:00:00-03:00,2026-07-30T10:00:00-03:00,12.29,12.67,0,0,0,0,0
test,1,2026-07-30T10:00:00-03:00,2026-07-30T11:00:00-03:00,12.01,12.37,0,0,0,0,0
test,1,2026-07-30T11:00:00-03:00,2026-07-30T12:00:00-03:00,11.74,12.1,0,0,0,0,0
test,1,2026-07-30T12:00:00-03:00,2026-07-30T13:00:00-03:00,11.45,11.78,0,0,0,0,0
test,1,2026-07-30T13:00:00-03:00,2026-07-30T14:00:00-03:00,11.15,11.51,0,0,0,0,0
test,1,2026-07-30T14:00:00-03:00,2026-07-30T15:00:00-03:00,10.81,11.23,0,0,0,0,0
test,1,2026-07-30T15:00:00-03:00,2026-07-30T16:00:00-03:00,10.47,10.9,0,0,0,0,0
test,1,2026-07-30T16:00:00-03:00,2026-07-30T17:00:00-03:00,10.16,10.54,0,0,0,0,0
test,1,2026-07-30T17:00:00-03:00,2026-07-30T18:00:00-03:00,9.99,10.22,0,1,0,0,1
test,1,2026-07-30T18:00:00-03:00,2026-07-30T19:00:00-03:00,9.9,10.03,0,0,0,0,0
test,1,2026-07-30T19:00:00-03:00,2026-07-30T20:00:00-03:00,9.81,9.92,0,0,0,0,0
test,1,2026-07-30T20:00:00-03:00,2026-07-30T21:00:00-03:00,9.69,9.83,0,0,0,0,0
test,1,2026-07-30T21:00:00-03:00,2026-07-30T22:00:00-03:00,9.51,9.72,0,0,0,0,0
test,1,2026-07-30T22:00:00-03:00,2026-07-30T23:00:00-03:00,9.2,9.55,0,0,0,0,0
test,1,2026-07-30T23:00:00-03:00,2026-07-31T00:00:00-03:00,8.89,9.28,0,0,0,0,0
test,1,2026-07-31T00:00:00-03:00,2026-07-31T01:00:00-03:00,8.66,8.96,0,0,0,0,0
test,1,2026-07-31T01:00:00-03:00,2026-07-31T02:00:00-03:00,8.53,8.71,0,0,0,0,0
