phase,horizon_h,population,region,rows,amount_cells,amount_missing,amount_finite_zero,rows_amount_all_missing,coverage_cells,coverage_missing,coverage_below_half,coverage_min,coverage_median,coverage_max
validation,11,combined_training,Carreiro,4832,43488,4033,19807,405,28992,0,2657,0.046801872074883,0.9637285491419656,0.999561232449298
validation,11,combined_training,Prata-Turvo,4832,43488,34,22680,0,28992,0,26,0.13350657427149967,0.9967128642501777,1.0
validation,11,combined_training,Alto Antas,4832,43488,43,21234,0,28992,0,33,0.0992246513654852,0.9494948027632513,0.9991401155658854
validation,11,combined_training,Tainhas,4832,43488,39,26900,0,28992,0,31,0.11402834699453551,1.0,1.0
validation,11,evaluation_high_full_schedule,Baixo Antas,28,252,0,8,0,168,0,0,0.7160404624277458,0.9645050578034682,0.994084176300578
validation,11,evaluation_high_full_schedule,Carreiro,28,252,0,6,0,168,0,0,0.891185647425897,0.9454221918876755,0.9964898595943839
validation,11,evaluation_high_full_schedule,Prata-Turvo,28,252,0,10,0,168,0,0,0.9671286425017769,0.9989042880833927,0.9998630360104241
validation,11,evaluation_high_full_schedule,Alto Antas,28,252,0,2,0,168,0,0,0.8370036800309897,0.9825916779650075,0.9982802311317709
validation,11,evaluation_high_full_schedule,Tainhas,28,252,0,3,0,168,0,0,1.0,1.0,1.0
validation,12,original_training,Baixo Antas,4348,39132,157,24072,0,26088,0,149,0.1512373554913295,0.9053468208092484,0.994084176300578
validation,12,original_training,Carreiro,4348,39132,388,19612,0,26088,0,227,0.07683307332293292,0.9695787831513261,0.999561232449298
validation,12,original_training,Prata-Turvo,4348,39132,34,21101,0,26088,0,26,0.13350657427149967,0.998376791637053,1.0
validation,12,original_training,Alto Antas,4348,39132,41,19955,0,26088,0,31,0.0992246513654852,0.956116437471754,0.9991401155658854
validation,12,original_training,Tainhas,4348,39132,38,24746,0,26088,0,30,0.11402834699453551,1.0,1.0
validation,12,added2023_training,Baixo Antas,481,4329,3640,177,404,2886,0,2428,0.28901734104046245,0.32947976878612717,0.7802113439306358
validation,12,added2023_training,Carreiro,481,4329,3636,193,404,2886,0,2424,0.046801872074883,0.0514820592823713,0.781371879875195
validation,12,added2023_training,Prata-Turvo,481,4329,0,1578,0,2886,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
validation,12,added2023_training,Alto Antas,481,4329,2,1281,0,2886,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
validation,12,added2023_training,Tainhas,481,4329,1,2148,0,2886,0,1,0.3907103825136612,1.0,1.0
validation,12,combined_training,Baixo Antas,4829,43461,3797,24249,404,28974,0,2577,0.1512373554913295,0.9033899325626203,0.994084176300578
validation,12,combined_training,Carreiro,4829,43461,4024,19805,404,28974,0,2651,0.046801872074883,0.9637285491419656,0.999561232449298
validation,12,combined_training,Prata-Turvo,4829,43461,34,22679,0,28974,0,26,0.13350657427149967,0.9967128642501777,1.0
validation,12,combined_training,Alto Antas,4829,43461,43,21236,0,28974,0,33,0.0992246513654852,0.9494948027632513,0.9991401155658854
validation,12,combined_training,Tainhas,4829,43461,39,26894,0,28974,0,31,0.11402834699453551,1.0,1.0
validation,12,evaluation_high_full_schedule,Baixo Antas,28,252,0,9,0,168,0,0,0.7160404624277458,0.9645050578034682,0.994084176300578
validation,12,evaluation_high_full_schedule,Carreiro,28,252,0,7,0,168,0,0,0.891185647425897,0.9454221918876755,0.9964898595943839
validation,12,evaluation_high_full_schedule,Prata-Turvo,28,252,0,11,0,168,0,0,0.966854714522625,0.9989042880833927,0.9998630360104241
validation,12,evaluation_high_full_schedule,Alto Antas,28,252,0,3,0,168,0,0,0.8370036800309897,0.9861631641810317,0.9982802311317709
validation,12,evaluation_high_full_schedule,Tainhas,28,252,0,4,0,168,0,0,1.0,1.0,1.0
test,1,original_training,Baixo Antas,10841,97569,165,60894,0,65046,0,157,0.1512373554913295,0.9415793593448941,0.994084176300578
test,1,original_training,Carreiro,10841,97569,5042,47921,336,65046,0,3202,0.07683307332293292,0.9823355434217369,0.999780616224649
test,1,original_training,Prata-Turvo,10841,97569,35,54874,0,65046,0,27,0.13350657427149967,0.9967128642501777,1.0
test,1,original_training,Alto Antas,10841,97569,41,45737,0,65046,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,1,original_training,Tainhas,10841,97569,131,60311,0,65046,0,105,0.11402834699453551,1.0,1.0
test,1,added2023_training,Baixo Antas,503,4527,3775,177,415,3018,0,2521,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,1,added2023_training,Carreiro,503,4527,3748,193,415,3018,0,2502,0.046801872074883,0.0514820592823713,0.781371879875195
test,1,added2023_training,Prata-Turvo,503,4527,0,1585,0,3018,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,1,added2023_training,Alto Antas,503,4527,2,1287,0,3018,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,1,added2023_training,Tainhas,503,4527,1,2154,0,3018,0,1,0.3907103825136612,1.0,1.0
test,1,combined_training,Baixo Antas,11344,102096,3940,61071,415,68064,0,2678,0.1512373554913295,0.9261651011560693,0.994084176300578
test,1,combined_training,Carreiro,11344,102096,8790,48114,751,68064,0,5704,0.046801872074883,0.9810192407696308,0.999780616224649
test,1,combined_training,Prata-Turvo,11344,102096,35,56459,0,68064,0,27,0.13350657427149967,0.9950692963752665,1.0
test,1,combined_training,Alto Antas,11344,102096,43,47024,0,68064,0,33,0.0992246513654852,0.9435327086964942,0.9995700577829427
test,1,combined_training,Tainhas,11344,102096,132,62465,0,68064,0,106,0.11402834699453551,1.0,1.0
test,1,evaluation_high_full_schedule,Baixo Antas,237,2133,0,347,0,1422,0,0,0.6062138728323699,0.9561355973025049,0.9999999999999999
test,1,evaluation_high_full_schedule,Carreiro,237,2133,0,298,0,1422,0,0,0.7706708268330733,0.9434680512220489,1.0
test,1,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,344,0,1422,0,0,0.6023454157782517,0.8806182998696991,0.9997260720208483
test,1,evaluation_high_full_schedule,Alto Antas,237,2133,0,261,0,1422,0,0,0.6394441216347084,0.93700206598231,0.9999144554199755
test,1,evaluation_high_full_schedule,Tainhas,237,2133,1,582,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,2,original_training,Baixo Antas,10837,97533,166,60869,0,65022,0,158,0.1512373554913295,0.9415793593448941,0.994084176300578
test,2,original_training,Carreiro,10837,97533,5042,47898,336,65022,0,3202,0.07683307332293292,0.9823355434217369,0.999780616224649
test,2,original_training,Prata-Turvo,10837,97533,35,54860,0,65022,0,27,0.13350657427149967,0.9967128642501777,1.0
test,2,original_training,Alto Antas,10837,97533,41,45725,0,65022,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,2,original_training,Tainhas,10837,97533,129,60292,0,65022,0,103,0.11402834699453551,1.0,1.0
test,2,added2023_training,Baixo Antas,501,4509,3760,177,414,3006,0,2511,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,2,added2023_training,Carreiro,501,4509,3735,193,414,3006,0,2493,0.046801872074883,0.0514820592823713,0.781371879875195
test,2,added2023_training,Prata-Turvo,501,4509,0,1583,0,3006,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,2,added2023_training,Alto Antas,501,4509,2,1286,0,3006,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,2,added2023_training,Tainhas,501,4509,1,2153,0,3006,0,1,0.3907103825136612,1.0,1.0
test,2,combined_training,Baixo Antas,11338,102042,3926,61046,414,68028,0,2669,0.1512373554913295,0.9261801541425817,0.994084176300578
test,2,combined_training,Carreiro,11338,102042,8777,48091,750,68028,0,5695,0.046801872074883,0.9810192407696308,0.999780616224649
test,2,combined_training,Prata-Turvo,11338,102042,35,56443,0,68028,0,27,0.13350657427149967,0.9950692963752665,1.0
test,2,combined_training,Alto Antas,11338,102042,43,47011,0,68028,0,33,0.0992246513654852,0.9435616606946866,0.9995700577829427
test,2,combined_training,Tainhas,11338,102042,130,62445,0,68028,0,104,0.11402834699453551,1.0,1.0
test,2,evaluation_high_full_schedule,Baixo Antas,237,2133,0,337,0,1422,0,0,0.6062138728323699,0.95467545761079,0.9999999999999999
test,2,evaluation_high_full_schedule,Carreiro,237,2133,0,291,0,1422,0,0,0.7706708268330733,0.943264918096724,1.0
test,2,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,339,0,1422,0,0,0.6023454157782517,0.8773913172234069,0.9997260720208483
test,2,evaluation_high_full_schedule,Alto Antas,237,2133,0,255,0,1422,0,0,0.6394441216347084,0.9360683388210986,0.9999144554199755
test,2,evaluation_high_full_schedule,Tainhas,237,2133,1,564,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,3,original_training,Baixo Antas,10834,97506,165,60871,0,65004,0,157,0.1512373554913295,0.941579359344894,0.994084176300578
test,3,original_training,Carreiro,10834,97506,5042,47898,336,65004,0,3202,0.07683307332293292,0.9823192927717109,0.999780616224649
test,3,original_training,Prata-Turvo,10834,97506,35,54860,0,65004,0,27,0.13350657427149967,0.9967128642501777,1.0
test,3,original_training,Alto Antas,10834,97506,41,45738,0,65004,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,3,original_training,Tainhas,10834,97506,131,60297,0,65004,0,105,0.11402834699453551,1.0,1.0
test,3,added2023_training,Baixo Antas,499,4491,3746,177,413,2994,0,2502,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,3,added2023_training,Carreiro,499,4491,3723,193,413,2994,0,2484,0.046801872074883,0.0514820592823713,0.781371879875195
test,3,added2023_training,Prata-Turvo,499,4491,0,1581,0,2994,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,3,added2023_training,Alto Antas,499,4491,2,1286,0,2994,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,3,added2023_training,Tainhas,499,4491,1,2153,0,2994,0,1,0.3907103825136612,1.0,1.0
test,3,combined_training,Baixo Antas,11333,101997,3911,61048,413,67998,0,2659,0.1512373554913295,0.9263908959537573,0.994084176300578
test,3,combined_training,Carreiro,11333,101997,8765,48091,749,67998,0,5686,0.046801872074883,0.9810192407696308,0.999780616224649
test,3,combined_training,Prata-Turvo,11333,101997,35,56441,0,67998,0,27,0.13350657427149967,0.9950692963752665,1.0
test,3,combined_training,Alto Antas,11333,101997,43,47024,0,67998,0,33,0.0992246513654852,0.9435897047904964,0.9995700577829427
test,3,combined_training,Tainhas,11333,101997,132,62450,0,67998,0,106,0.11402834699453551,1.0,1.0
test,3,evaluation_high_full_schedule,Baixo Antas,237,2133,0,327,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,3,evaluation_high_full_schedule,Carreiro,237,2133,0,284,0,1422,0,0,0.7706708268330733,0.9432202288091525,1.0
test,3,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,336,0,1422,0,0,0.6023454157782517,0.8735322642738689,0.9997260720208483
test,3,evaluation_high_full_schedule,Alto Antas,237,2133,0,251,0,1422,0,0,0.6394441216347084,0.9355026147588611,0.9999144554199755
test,3,evaluation_high_full_schedule,Tainhas,237,2133,1,546,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,4,original_training,Baixo Antas,10830,97470,166,60856,0,64980,0,158,0.1512373554913295,0.9414950626204239,0.994084176300578
test,4,original_training,Carreiro,10830,97470,5042,47881,336,64980,0,3202,0.07683307332293292,0.9822705408216328,0.999780616224649
test,4,original_training,Prata-Turvo,10830,97470,35,54843,0,64980,0,27,0.13350657427149967,0.9967128642501777,1.0
test,4,original_training,Alto Antas,10830,97470,41,45728,0,64980,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,4,original_training,Tainhas,10830,97470,131,60288,0,64980,0,105,0.11402834699453551,1.0,1.0
test,4,added2023_training,Baixo Antas,497,4473,3732,177,412,2982,0,2493,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,4,added2023_training,Carreiro,497,4473,3711,193,412,2982,0,2475,0.046801872074883,0.0514820592823713,0.781371879875195
test,4,added2023_training,Prata-Turvo,497,4473,0,1580,0,2982,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,4,added2023_training,Alto Antas,497,4473,2,1286,0,2982,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,4,added2023_training,Tainhas,497,4473,1,2153,0,2982,0,1,0.3907103825136612,1.0,1.0
test,4,combined_training,Baixo Antas,11327,101943,3898,61033,412,67962,0,2651,0.1512373554913295,0.9263908959537573,0.994084176300578
test,4,combined_training,Carreiro,11327,101943,8753,48074,748,67962,0,5677,0.046801872074883,0.9810192407696308,0.999780616224649
test,4,combined_training,Prata-Turvo,11327,101943,35,56423,0,67962,0,27,0.13350657427149967,0.9950692963752665,1.0
test,4,combined_training,Alto Antas,11327,101943,43,47014,0,67962,0,33,0.0992246513654852,0.943614520788947,0.9995700577829427
test,4,combined_training,Tainhas,11327,101943,132,62441,0,67962,0,106,0.11402834699453551,1.0,1.0
test,4,evaluation_high_full_schedule,Baixo Antas,237,2133,0,321,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,4,evaluation_high_full_schedule,Carreiro,237,2133,0,277,0,1422,0,0,0.7706708268330733,0.9431633515340614,1.0
test,4,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,330,0,1422,0,0,0.6023454157782517,0.8722884831793415,0.9997260720208483
test,4,evaluation_high_full_schedule,Alto Antas,237,2133,0,245,0,1422,0,0,0.6394441216347084,0.9346929675899025,0.9999144554199755
test,4,evaluation_high_full_schedule,Tainhas,237,2133,1,527,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,5,original_training,Baixo Antas,10828,97452,165,60855,0,64968,0,157,0.1512373554913295,0.9414759955041747,0.994084176300578
test,5,original_training,Carreiro,10828,97452,5041,47889,336,64968,0,3202,0.07683307332293292,0.9822705408216328,0.999780616224649
test,5,original_training,Prata-Turvo,10828,97452,35,54845,0,64968,0,27,0.13350657427149967,0.9967128642501777,1.0
test,5,original_training,Alto Antas,10828,97452,41,45738,0,64968,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,5,original_training,Tainhas,10828,97452,131,60291,0,64968,0,105,0.11402834699453551,1.0,1.0
test,5,added2023_training,Baixo Antas,495,4455,3719,177,411,2970,0,2484,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,5,added2023_training,Carreiro,495,4455,3700,193,411,2970,0,2467,0.046801872074883,0.0514820592823713,0.781371879875195
test,5,added2023_training,Prata-Turvo,495,4455,0,1579,0,2970,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,5,added2023_training,Alto Antas,495,4455,2,1286,0,2970,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,5,added2023_training,Tainhas,495,4455,1,2153,0,2970,0,1,0.3907103825136612,1.0,1.0
test,5,combined_training,Baixo Antas,11323,101907,3884,61032,411,67938,0,2641,0.1512373554913295,0.9263908959537573,0.994084176300578
test,5,combined_training,Carreiro,11323,101907,8741,48082,747,67938,0,5669,0.046801872074883,0.9810192407696308,0.999780616224649
test,5,combined_training,Prata-Turvo,11323,101907,35,56424,0,67938,0,27,0.13350657427149967,0.9950692963752665,1.0
test,5,combined_training,Alto Antas,11323,101907,43,47024,0,67938,0,33,0.0992246513654852,0.9436342928852735,0.9995700577829427
test,5,combined_training,Tainhas,11323,101907,132,62444,0,67938,0,106,0.11402834699453551,1.0,1.0
test,5,evaluation_high_full_schedule,Baixo Antas,237,2133,0,314,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,5,evaluation_high_full_schedule,Carreiro,237,2133,0,269,0,1422,0,0,0.7706708268330733,0.9431633515340614,1.0
test,5,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,323,0,1422,0,0,0.6023454157782517,0.8710437766524521,0.9997260720208483
test,5,evaluation_high_full_schedule,Alto Antas,237,2133,0,237,0,1422,0,0,0.6394441216347084,0.9344760797985666,0.9999144554199755
test,5,evaluation_high_full_schedule,Tainhas,237,2133,1,507,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,6,original_training,Baixo Antas,10826,97434,165,60848,0,64956,0,157,0.1512373554913295,0.9415156350353243,0.994084176300578
test,6,original_training,Carreiro,10826,97434,5041,47880,336,64956,0,3202,0.07683307332293292,0.9823355434217369,0.999780616224649
test,6,original_training,Prata-Turvo,10826,97434,35,54835,0,64956,0,27,0.13350657427149967,0.9967128642501777,1.0
test,6,original_training,Alto Antas,10826,97434,41,45745,0,64956,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,6,original_training,Tainhas,10826,97434,131,60290,0,64956,0,105,0.11402834699453551,1.0,1.0
test,6,added2023_training,Baixo Antas,493,4437,3706,177,410,2958,0,2475,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,6,added2023_training,Carreiro,493,4437,3690,193,410,2958,0,2460,0.046801872074883,0.0514820592823713,0.781371879875195
test,6,added2023_training,Prata-Turvo,493,4437,0,1579,0,2958,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,6,added2023_training,Alto Antas,493,4437,2,1285,0,2958,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,6,added2023_training,Tainhas,493,4437,1,2152,0,2958,0,1,0.3907103825136612,1.0,1.0
test,6,combined_training,Baixo Antas,11319,101871,3871,61025,410,67914,0,2632,0.1512373554913295,0.9265113198458573,0.994084176300578
test,6,combined_training,Carreiro,11319,101871,8731,48073,746,67914,0,5662,0.046801872074883,0.9810192407696308,0.999780616224649
test,6,combined_training,Prata-Turvo,11319,101871,35,56414,0,67914,0,27,0.13350657427149967,0.9950692963752665,1.0
test,6,combined_training,Alto Antas,11319,101871,43,47030,0,67914,0,33,0.0992246513654852,0.9436850345406418,0.9995700577829427
test,6,combined_training,Tainhas,11319,101871,132,62442,0,67914,0,106,0.11402834699453551,1.0,1.0
test,6,evaluation_high_full_schedule,Baixo Antas,237,2133,0,309,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,6,evaluation_high_full_schedule,Carreiro,237,2133,0,264,0,1422,0,0,0.7706708268330733,0.9431105369214768,1.0
test,6,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,319,0,1422,0,0,0.6023454157782517,0.8668469408907842,0.9997260720208483
test,6,evaluation_high_full_schedule,Alto Antas,237,2133,0,232,0,1422,0,0,0.6394441216347084,0.9332176262186067,0.9999144554199755
test,6,evaluation_high_full_schedule,Tainhas,237,2133,1,490,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,7,original_training,Baixo Antas,10824,97416,164,60849,0,64944,0,156,0.1512373554913295,0.9415718328516378,0.994084176300578
test,7,original_training,Carreiro,10824,97416,5041,47879,336,64944,0,3202,0.07683307332293292,0.9823355434217369,0.999780616224649
test,7,original_training,Prata-Turvo,10824,97416,35,54832,0,64944,0,27,0.13350657427149967,0.9967128642501777,1.0
test,7,original_training,Alto Antas,10824,97416,41,45742,0,64944,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,7,original_training,Tainhas,10824,97416,131,60288,0,64944,0,105,0.11402834699453551,1.0,1.0
test,7,added2023_training,Baixo Antas,491,4419,3693,177,409,2946,0,2466,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,7,added2023_training,Carreiro,491,4419,3681,193,409,2946,0,2454,0.046801872074883,0.0514820592823713,0.781371879875195
test,7,added2023_training,Prata-Turvo,491,4419,0,1579,0,2946,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,7,added2023_training,Alto Antas,491,4419,2,1285,0,2946,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,7,added2023_training,Tainhas,491,4419,1,2152,0,2946,0,1,0.3907103825136612,1.0,1.0
test,7,combined_training,Baixo Antas,11315,101835,3857,61026,409,67890,0,2622,0.1512373554913295,0.9265865847784202,0.994084176300578
test,7,combined_training,Carreiro,11315,101835,8722,48072,745,67890,0,5656,0.046801872074883,0.9810192407696308,0.999780616224649
test,7,combined_training,Prata-Turvo,11315,101835,35,56411,0,67890,0,27,0.13350657427149967,0.9950692963752665,1.0
test,7,combined_training,Alto Antas,11315,101835,43,47027,0,67890,0,33,0.0992246513654852,0.9437459648783008,0.9995700577829427
test,7,combined_training,Tainhas,11315,101835,132,62440,0,67890,0,106,0.11402834699453551,1.0,1.0
test,7,evaluation_high_full_schedule,Baixo Antas,237,2133,0,304,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,7,evaluation_high_full_schedule,Carreiro,237,2133,0,258,0,1422,0,0,0.7706708268330733,0.9430942862714509,1.0
test,7,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,312,0,1422,0,0,0.6023454157782517,0.8637985666903578,0.9997260720208483
test,7,evaluation_high_full_schedule,Alto Antas,237,2133,0,226,0,1422,0,0,0.6394441216347084,0.9306459422816191,0.9999144554199755
test,7,evaluation_high_full_schedule,Tainhas,237,2133,1,474,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,8,original_training,Baixo Antas,10822,97398,164,60832,0,64932,0,156,0.1512373554913295,0.9415793593448941,0.994084176300578
test,8,original_training,Carreiro,10822,97398,5040,47865,336,64932,0,3202,0.07683307332293292,0.9823355434217369,0.999780616224649
test,8,original_training,Prata-Turvo,10822,97398,34,54819,0,64932,0,26,0.13350657427149967,0.9967128642501777,1.0
test,8,original_training,Alto Antas,10822,97398,41,45743,0,64932,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,8,original_training,Tainhas,10822,97398,131,60281,0,64932,0,105,0.11402834699453551,1.0,1.0
test,8,added2023_training,Baixo Antas,489,4401,3682,177,408,2934,0,2458,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,8,added2023_training,Carreiro,489,4401,3672,193,408,2934,0,2448,0.046801872074883,0.0514820592823713,0.781371879875195
test,8,added2023_training,Prata-Turvo,489,4401,0,1579,0,2934,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,8,added2023_training,Alto Antas,489,4401,2,1285,0,2934,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,8,added2023_training,Tainhas,489,4401,1,2152,0,2934,0,1,0.3907103825136612,1.0,1.0
test,8,combined_training,Baixo Antas,11311,101799,3846,61009,408,67866,0,2614,0.1512373554913295,0.9265961183365448,0.994084176300578
test,8,combined_training,Carreiro,11311,101799,8712,48058,744,67866,0,5650,0.046801872074883,0.9810192407696308,0.999780616224649
test,8,combined_training,Prata-Turvo,11311,101799,34,56398,0,67866,0,26,0.13350657427149967,0.9950692963752665,1.0
test,8,combined_training,Alto Antas,11311,101799,43,47028,0,67866,0,33,0.0992246513654852,0.9437459648783008,0.9995700577829427
test,8,combined_training,Tainhas,11311,101799,132,62433,0,67866,0,106,0.11402834699453551,1.0,1.0
test,8,evaluation_high_full_schedule,Baixo Antas,237,2133,0,300,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,8,evaluation_high_full_schedule,Carreiro,237,2133,0,253,0,1422,0,0,0.7706708268330733,0.9430942862714509,1.0
test,8,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,305,0,1422,0,0,0.6023454157782517,0.8635246387112059,0.9997260720208483
test,8,evaluation_high_full_schedule,Alto Antas,237,2133,0,221,0,1422,0,0,0.6394441216347084,0.9298928876944927,0.9999144554199755
test,8,evaluation_high_full_schedule,Tainhas,237,2133,1,456,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,9,original_training,Baixo Antas,10821,97389,164,60843,0,64926,0,156,0.1512373554913295,0.9416169918111753,0.994084176300578
test,9,original_training,Carreiro,10821,97389,5040,47875,336,64926,0,3202,0.07683307332293292,0.9823842953718149,0.999780616224649
test,9,original_training,Prata-Turvo,10821,97389,35,54819,0,64926,0,27,0.13350657427149967,0.9967128642501777,1.0
test,9,original_training,Alto Antas,10821,97389,41,45750,0,64926,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,9,original_training,Tainhas,10821,97389,131,60287,0,64926,0,105,0.11402834699453551,1.0,1.0
test,9,added2023_training,Baixo Antas,487,4383,3671,177,407,2922,0,2450,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,9,added2023_training,Carreiro,487,4383,3663,193,407,2922,0,2442,0.046801872074883,0.0514820592823713,0.781371879875195
test,9,added2023_training,Prata-Turvo,487,4383,0,1578,0,2922,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,9,added2023_training,Alto Antas,487,4383,2,1285,0,2922,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,9,added2023_training,Tainhas,487,4383,1,2152,0,2922,0,1,0.3907103825136612,1.0,1.0
test,9,combined_training,Baixo Antas,11308,101772,3835,61020,407,67848,0,2606,0.1512373554913295,0.9266543232177264,0.994084176300578
test,9,combined_training,Carreiro,11308,101772,8703,48068,743,67848,0,5644,0.046801872074883,0.9810192407696308,0.999780616224649
test,9,combined_training,Prata-Turvo,11308,101772,35,56397,0,67848,0,27,0.13350657427149967,0.9950692963752665,1.0
test,9,combined_training,Alto Antas,11308,101772,43,47035,0,67848,0,33,0.0992246513654852,0.9437643246820324,0.9995700577829427
test,9,combined_training,Tainhas,11308,101772,132,62439,0,67848,0,106,0.11402834699453551,1.0,1.0
test,9,evaluation_high_full_schedule,Baixo Antas,237,2133,0,296,0,1422,0,0,0.6062138728323699,0.9542389210019268,0.9999999999999999
test,9,evaluation_high_full_schedule,Carreiro,237,2133,0,249,0,1422,0,0,0.7706708268330733,0.9427977119084765,1.0
test,9,evaluation_high_full_schedule,Prata-Turvo,237,2133,0,299,0,1422,0,0,0.6023454157782517,0.859491604477612,0.9997260720208483
test,9,evaluation_high_full_schedule,Alto Antas,237,2133,0,216,0,1422,0,0,0.6394441216347084,0.9284827135386403,0.9999144554199755
test,9,evaluation_high_full_schedule,Tainhas,237,2133,1,436,0,1422,0,1,0.3907103825136612,0.9990892531876139,1.0
test,10,original_training,Baixo Antas,10818,97362,164,60830,0,64908,0,156,0.1512373554913295,0.9416169918111753,0.994084176300578
test,10,original_training,Carreiro,10818,97362,5039,47859,336,64908,0,3201,0.07683307332293292,0.9824127340093604,0.999780616224649
test,10,original_training,Prata-Turvo,10818,97362,35,54807,0,64908,0,27,0.13350657427149967,0.9967128642501777,1.0
test,10,original_training,Alto Antas,10818,97362,41,45740,0,64908,0,31,0.0992246513654852,0.9470019045774422,0.9995700577829427
test,10,original_training,Tainhas,10818,97362,131,60270,0,64908,0,105,0.11402834699453551,1.0,1.0
test,10,added2023_training,Baixo Antas,485,4365,3660,177,406,2910,0,2442,0.28901734104046245,0.32947976878612717,0.7802113439306358
test,10,added2023_training,Carreiro,485,4365,3654,193,406,2910,0,2436,0.046801872074883,0.0514820592823713,0.781371879875195
test,10,added2023_training,Prata-Turvo,485,4365,0,1578,0,2910,0,0,0.7356076759061834,0.7356076759061834,0.8027718550106611
test,10,added2023_training,Alto Antas,485,4365,2,1284,0,2910,0,2,0.49506101104009304,0.7425915165601394,0.7956402527600233
test,10,added2023_training,Tainhas,485,4365,1,2151,0,2910,0,1,0.3907103825136612,1.0,1.0
test,10,combined_training,Baixo Antas,11303,101727,3824,61007,406,67818,0,2598,0.1512373554913295,0.9268595456005138,0.994084176300578
test,10,combined_training,Carreiro,11303,101727,8693,48052,742,67818,0,5637,0.046801872074883,0.9810192407696308,0.999780616224649
test,10,combined_training,Prata-Turvo,11303,101727,35,56385,0,67818,0,27,0.13350657427149967,0.9950692963752665,1.0
test,10,combined_training,Alto Antas,11303,101727,43,47024,0,67818,0,33,0.0992246513654852,0.9437736054619408,0.9995700577829427
test,10,combined_training,Tainhas,11303,101727,132,62421,0,67818,0,106,0.11402834699453551,1.0,1.0
