target,site_m,local_with_forecast_m,retrained_with_forecast_m,observed_only_m,paired_difference_m,baseline_reproduction_error_m,training_rows
2026-09-21T23:00:00-03:00,16.85627218042998,17.138005179943782,17.138005179943782,17.198647180880325,0.06064200093654293,0.0,10915
2026-09-22T00:00:00-03:00,17.639199301474637,17.687505020174704,17.687505020174704,17.86898996981416,0.18148494963945438,0.0,10908
2026-09-22T01:00:00-03:00,18.000239803438884,18.156463359667455,18.156463359667455,18.155496869977235,-0.0009664896902208397,0.0,10905
2026-09-22T02:00:00-03:00,18.26612896436389,18.336787235722518,18.336787235722518,18.410217636027856,0.07343040030533743,0.0,10897
2026-09-22T03:00:00-03:00,18.195040397450477,18.077194539897317,18.077194539897317,18.085139111666827,0.007944571769510134,0.0,10896
2026-09-22T04:00:00-03:00,17.943395373020913,18.103166990344775,18.103166990344775,17.913530786382328,-0.18963620396244707,0.0,10894
