origin,horizon_h,family,recomputed_m,saved_m,difference_m,passed
2026-07-01T00:00:00-03:00,10,observed_julho,,,,True
2026-07-01T00:00:00-03:00,10,observed_carreiro,,,,True
2026-07-01T00:00:00-03:00,10,observed_both,,,,True
2026-07-01T00:00:00-03:00,11,reference,4.0326438246108856,4.0326438246108856,0.0,True
2026-07-01T00:00:00-03:00,11,observed_julho,,,,True
2026-07-01T00:00:00-03:00,11,observed_carreiro,,,,True
2026-07-01T00:00:00-03:00,11,observed_both,,,,True
2026-07-01T00:00:00-03:00,12,reference,4.081657792061528,4.081657792061528,0.0,True
2026-07-01T00:00:00-03:00,12,observed_julho,,,,True
2026-07-01T00:00:00-03:00,12,observed_carreiro,,,,True
2026-07-01T00:00:00-03:00,12,observed_both,,,,True
2026-07-02T21:00:00-03:00,1,reference,7.253426000427063,7.253426000427063,0.0,True
2026-07-02T21:00:00-03:00,1,observed_julho,7.3063303501103265,7.306330350110327,-8.881784197001252e-16,True
2026-07-02T21:00:00-03:00,1,observed_carreiro,7.253426000427063,7.253426000427063,0.0,True
2026-07-02T21:00:00-03:00,1,observed_both,7.3063303501103265,7.306330350110327,-8.881784197001252e-16,True
2026-07-02T21:00:00-03:00,2,reference,7.45498537440671,7.45498537440671,0.0,True
2026-07-02T21:00:00-03:00,2,observed_julho,7.511424352833036,7.511424352833037,-1.7763568394002505e-15,True
2026-07-02T21:00:00-03:00,2,observed_carreiro,7.45498537440671,7.45498537440671,0.0,True
2026-07-02T21:00:00-03:00,2,observed_both,7.511424352833036,7.511424352833037,-1.7763568394002505e-15,True
2026-07-02T21:00:00-03:00,3,reference,7.649854317082075,7.649854317082075,0.0,True
2026-07-02T21:00:00-03:00,3,observed_julho,7.651289295815322,7.651289295815322,0.0,True
2026-07-02T21:00:00-03:00,3,observed_carreiro,7.649854317082075,7.649854317082075,0.0,True
2026-07-02T21:00:00-03:00,3,observed_both,7.651289295815322,7.651289295815322,0.0,True
2026-07-02T21:00:00-03:00,4,reference,7.797235681420541,7.797235681420541,0.0,True
2026-07-02T21:00:00-03:00,4,observed_julho,,,,True
2026-07-02T21:00:00-03:00,4,observed_carreiro,,,,True
2026-07-02T21:00:00-03:00,4,observed_both,,,,True
2026-07-02T21:00:00-03:00,5,reference,7.90833256698065,7.90833256698065,0.0,True
2026-07-02T21:00:00-03:00,5,observed_julho,,,,True
2026-07-02T21:00:00-03:00,5,observed_carreiro,,,,True
2026-07-02T21:00:00-03:00,5,observed_both,,,,True
2026-07-02T21:00:00-03:00,6,reference,8.02404334437562,8.02404334437562,0.0,True
2026-07-02T21:00:00-03:00,6,observed_julho,,,,True
2026-07-02T21:00:00-03:00,6,observed_carreiro,,,,True
2026-07-02T21:00:00-03:00,6,observed_both,,,,True
2026-07-02T21:00:00-03:00,7,reference,8.125319334554835,8.125319334554835,0.0,True
2026-07-02T21:00:00-03:00,7,observed_julho,,,,True
2026-07-02T21:00:00-03:00,7,observed_carreiro,,,,True
2026-07-02T21:00:00-03:00,7,observed_both,,,,True
2026-07-02T21:00:00-03:00,8,reference,8.207398359832215,8.207398359832215,0.0,True
2026-07-02T21:00:00-03:00,8,observed_julho,,,,True
2026-07-02T21:00:00-03:00,8,observed_carreiro,,,,True
2026-07-02T21:00:00-03:00,8,observed_both,,,,True
2026-07-02T21:00:00-03:00,9,reference,8.270044841956956,8.270044841956956,0.0,True
2026-07-02T21:00:00-03:00,9,observed_julho,,,,True
2026-07-02T21:00:00-03:00,9,observed_carreiro,,,,True
2026-07-02T21:00:00-03:00,9,observed_both,,,,True
2026-07-02T21:00:00-03:00,10,reference,8.308093110932646,8.308093110932646,0.0,True
2026-07-02T21:00:00-03:00,10,observed_julho,,,,True
2026-07-02T21:00:00-03:00,10,observed_carreiro,,,,True
2026-07-02T21:00:00-03:00,10,observed_both,,,,True
2026-07-02T21:00:00-03:00,11,reference,8.346140270911231,8.346140270911231,0.0,True
2026-07-02T21:00:00-03:00,11,observed_julho,,,,True
2026-07-02T21:00:00-03:00,11,observed_carreiro,,,,True
2026-07-02T21:00:00-03:00,11,observed_both,,,,True
2026-07-02T21:00:00-03:00,12,reference,8.34433523590516,8.34433523590516,0.0,True
2026-07-02T21:00:00-03:00,12,observed_julho,,,,True
2026-07-02T21:00:00-03:00,12,observed_carreiro,,,,True
2026-07-02T21:00:00-03:00,12,observed_both,,,,True
2026-07-22T08:00:00-03:00,1,reference,17.597731481962395,17.597731481962395,0.0,True
2026-07-22T08:00:00-03:00,1,observed_julho,17.74135453796613,17.741354537966135,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,1,observed_carreiro,17.597731481962395,17.597731481962395,0.0,True
2026-07-22T08:00:00-03:00,1,observed_both,17.74135453796613,17.741354537966135,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,2,reference,17.590294711711255,17.590294711711255,0.0,True
2026-07-22T08:00:00-03:00,2,observed_julho,18.278296420667573,18.278296420667573,0.0,True
2026-07-22T08:00:00-03:00,2,observed_carreiro,17.590294711711255,17.590294711711255,0.0,True
2026-07-22T08:00:00-03:00,2,observed_both,18.278296420667573,18.278296420667573,0.0,True
2026-07-22T08:00:00-03:00,3,reference,17.994060832233032,17.994060832233032,0.0,True
2026-07-22T08:00:00-03:00,3,observed_julho,19.320063835148026,19.32006383514803,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,3,observed_carreiro,17.994060832233032,17.994060832233032,0.0,True
2026-07-22T08:00:00-03:00,3,observed_both,19.320063835148026,19.32006383514803,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,4,reference,17.230285345608635,17.230285345608635,0.0,True
2026-07-22T08:00:00-03:00,4,observed_julho,19.527489441501196,19.527489441501203,-7.105427357601002e-15,True
2026-07-22T08:00:00-03:00,4,observed_carreiro,17.239983262451464,17.239983262451464,0.0,True
2026-07-22T08:00:00-03:00,4,observed_both,19.536451028404606,19.53645102840461,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,5,reference,16.56098204702612,16.56098204702612,0.0,True
2026-07-22T08:00:00-03:00,5,observed_julho,19.593812021273408,19.593812021273408,0.0,True
2026-07-22T08:00:00-03:00,5,observed_carreiro,16.578746496462934,16.578746496462934,0.0,True
2026-07-22T08:00:00-03:00,5,observed_both,19.609787130402392,19.609787130402395,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,6,reference,15.705817244711383,15.705817244711383,0.0,True
2026-07-22T08:00:00-03:00,6,observed_julho,19.602263269280197,19.602263269280197,0.0,True
2026-07-22T08:00:00-03:00,6,observed_carreiro,15.729109861025561,15.729109861025561,0.0,True
2026-07-22T08:00:00-03:00,6,observed_both,19.62251119646008,19.62251119646008,0.0,True
2026-07-22T08:00:00-03:00,7,reference,14.946530484899142,14.946530484899142,0.0,True
2026-07-22T08:00:00-03:00,7,observed_julho,19.629300187826725,19.629300187826725,0.0,True
2026-07-22T08:00:00-03:00,7,observed_carreiro,14.97250317891564,14.97250317891564,0.0,True
2026-07-22T08:00:00-03:00,7,observed_both,19.651157749464723,19.65115774946472,3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,8,reference,14.088086376912106,14.088086376912106,0.0,True
2026-07-22T08:00:00-03:00,8,observed_julho,19.66315192361945,19.663151923619452,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,8,observed_carreiro,14.1150557640305,14.115055764030501,-1.7763568394002505e-15,True
2026-07-22T08:00:00-03:00,8,observed_both,19.68498263078366,19.684982630783665,-3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,9,reference,13.046633276221861,13.046633276221861,0.0,True
2026-07-22T08:00:00-03:00,9,observed_julho,19.651208851134562,19.65120885113456,3.552713678800501e-15,True
2026-07-22T08:00:00-03:00,9,observed_carreiro,13.074943163500627,13.074943163500627,0.0,True
2026-07-22T08:00:00-03:00,9,observed_both,19.673030415712923,19.673030415712923,0.0,True
2026-07-22T08:00:00-03:00,10,reference,11.499277936478228,11.499277936478228,0.0,True
2026-07-22T08:00:00-03:00,10,observed_julho,19.34478255732477,19.34478255732477,0.0,True
2026-07-22T08:00:00-03:00,10,observed_carreiro,11.529977462728791,11.52997746272879,1.7763568394002505e-15,True
2026-07-22T08:00:00-03:00,10,observed_both,19.366806854330886,19.366806854330886,0.0,True
2026-07-22T08:00:00-03:00,11,reference,10.343731564652758,10.343731564652758,0.0,True
2026-07-22T08:00:00-03:00,11,observed_julho,19.132406011114654,19.132406011114654,0.0,True
2026-07-22T08:00:00-03:00,11,observed_carreiro,10.37661699188407,10.37661699188407,0.0,True
2026-07-22T08:00:00-03:00,11,observed_both,19.15457523993375,19.15457523993375,0.0,True
2026-07-22T08:00:00-03:00,12,reference,9.084263954808169,9.084263954808169,0.0,True
2026-07-22T08:00:00-03:00,12,observed_julho,18.848361819117834,18.848361819117834,0.0,True
2026-07-22T08:00:00-03:00,12,observed_carreiro,9.120088118851502,9.120088118851504,-1.7763568394002505e-15,True
2026-07-22T08:00:00-03:00,12,observed_both,18.8707374613416,18.8707374613416,0.0,True
2026-07-22T09:00:00-03:00,1,reference,18.01632976601764,18.01632976601764,0.0,True
2026-07-22T09:00:00-03:00,1,observed_julho,18.366130546331828,18.366130546331824,3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,1,observed_carreiro,18.01632976601764,18.01632976601764,0.0,True
2026-07-22T09:00:00-03:00,1,observed_both,18.366130546331828,18.366130546331824,3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,2,reference,18.43867413990102,18.43867413990102,0.0,True
2026-07-22T09:00:00-03:00,2,observed_julho,19.396804332406678,19.396804332406678,0.0,True
2026-07-22T09:00:00-03:00,2,observed_carreiro,18.43867413990102,18.43867413990102,0.0,True
2026-07-22T09:00:00-03:00,2,observed_both,19.396804332406678,19.396804332406678,0.0,True
2026-07-22T09:00:00-03:00,3,reference,17.871596207009908,17.871596207009908,0.0,True
2026-07-22T09:00:00-03:00,3,observed_julho,19.60521859325077,19.605218593250772,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,3,observed_carreiro,17.871596207009908,17.871596207009908,0.0,True
2026-07-22T09:00:00-03:00,3,observed_both,19.60521859325077,19.605218593250772,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,4,reference,17.166730582885805,17.166730582885805,0.0,True
2026-07-22T09:00:00-03:00,4,observed_julho,19.6630828860456,19.6630828860456,0.0,True
2026-07-22T09:00:00-03:00,4,observed_carreiro,17.176442367877378,17.176442367877378,0.0,True
2026-07-22T09:00:00-03:00,4,observed_both,19.67199619535108,19.671996195351085,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,5,reference,16.42464130382911,16.42464130382911,0.0,True
2026-07-22T09:00:00-03:00,5,observed_julho,19.663286031376902,19.663286031376902,0.0,True
2026-07-22T09:00:00-03:00,5,observed_carreiro,16.442503357127016,16.442503357127016,0.0,True
2026-07-22T09:00:00-03:00,5,observed_both,19.679226358475162,19.679226358475162,0.0,True
2026-07-22T09:00:00-03:00,6,reference,15.66922136805779,15.66922136805779,0.0,True
2026-07-22T09:00:00-03:00,6,observed_julho,19.682999717302554,19.682999717302554,0.0,True
2026-07-22T09:00:00-03:00,6,observed_carreiro,15.692565861415547,15.692565861415552,-5.329070518200751e-15,True
2026-07-22T09:00:00-03:00,6,observed_both,19.70320538383002,19.703205383830017,3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,7,reference,14.875038363573307,14.875038363573307,0.0,True
2026-07-22T09:00:00-03:00,7,observed_julho,19.711260976078314,19.711260976078314,0.0,True
2026-07-22T09:00:00-03:00,7,observed_carreiro,14.901118652410654,14.901118652410656,-1.7763568394002505e-15,True
2026-07-22T09:00:00-03:00,7,observed_both,19.733077980457615,19.73307798045762,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,8,reference,13.82719114440825,13.82719114440825,0.0,True
2026-07-22T09:00:00-03:00,8,observed_julho,19.695996980707466,19.69599698070747,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,8,observed_carreiro,13.854499699853696,13.854499699853697,-1.7763568394002505e-15,True
2026-07-22T09:00:00-03:00,8,observed_both,19.717807153242564,19.717807153242568,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,9,reference,12.406666289833185,12.406666289833185,0.0,True
2026-07-22T09:00:00-03:00,9,observed_julho,19.386884074578468,19.386884074578468,0.0,True
2026-07-22T09:00:00-03:00,9,observed_carreiro,12.435934561999431,12.435934561999428,3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,9,observed_both,19.408898603909122,19.408898603909122,0.0,True
2026-07-22T09:00:00-03:00,10,reference,11.240696208713418,11.240696208713418,0.0,True
2026-07-22T09:00:00-03:00,10,observed_julho,19.17217337983013,19.172173379830134,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,10,observed_carreiro,11.271892960155187,11.271892960155187,0.0,True
2026-07-22T09:00:00-03:00,10,observed_both,19.19433436216665,19.194334362166654,-3.552713678800501e-15,True
2026-07-22T09:00:00-03:00,11,reference,10.069712036368175,10.069712036368175,0.0,True
2026-07-22T09:00:00-03:00,11,observed_julho,18.886162465773655,18.886162465773655,0.0,True
2026-07-22T09:00:00-03:00,11,observed_carreiro,10.103240169487835,10.103240169487833,1.7763568394002505e-15,True
2026-07-22T09:00:00-03:00,11,observed_both,18.908531121893624,18.908531121893624,0.0,True
2026-07-22T09:00:00-03:00,12,reference,8.751684352869807,8.751684352869807,0.0,True
2026-07-22T09:00:00-03:00,12,observed_julho,18.57405309070666,18.57405309070666,0.0,True
2026-07-22T09:00:00-03:00,12,observed_carreiro,9.73165619329324,9.73165619329324,0.0,True
2026-07-22T09:00:00-03:00,12,observed_both,19.191139167314372,19.191139167314372,0.0,True
2026-07-22T11:00:00-03:00,1,reference,19.160696413184535,19.160696413184535,0.0,True
2026-07-22T11:00:00-03:00,1,observed_julho,19.243094808281036,19.243094808281036,0.0,True
2026-07-22T11:00:00-03:00,1,observed_carreiro,19.160696413184535,19.160696413184535,0.0,True
2026-07-22T11:00:00-03:00,1,observed_both,19.243094808281036,19.243094808281036,0.0,True
2026-07-22T11:00:00-03:00,2,reference,19.772014480524728,19.772014480524728,0.0,True
2026-07-22T11:00:00-03:00,2,observed_julho,19.371266384577357,19.37126638457736,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,2,observed_carreiro,19.772014480524728,19.772014480524728,0.0,True
2026-07-22T11:00:00-03:00,2,observed_both,19.371266384577357,19.37126638457736,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,3,reference,20.41780597221653,20.41780597221653,0.0,True
2026-07-22T11:00:00-03:00,3,observed_julho,19.429684178498718,19.429684178498725,-7.105427357601002e-15,True
2026-07-22T11:00:00-03:00,3,observed_carreiro,20.41780597221653,20.41780597221653,0.0,True
2026-07-22T11:00:00-03:00,3,observed_both,19.429684178498718,19.429684178498725,-7.105427357601002e-15,True
2026-07-22T11:00:00-03:00,4,reference,21.242218295587662,21.242218295587662,0.0,True
2026-07-22T11:00:00-03:00,4,observed_julho,19.50464329288825,19.50464329288825,0.0,True
2026-07-22T11:00:00-03:00,4,observed_carreiro,21.235002895239962,21.235002895239962,0.0,True
2026-07-22T11:00:00-03:00,4,observed_both,19.49702927749909,19.49702927749909,0.0,True
2026-07-22T11:00:00-03:00,5,reference,21.943917919827715,21.943917919827715,0.0,True
2026-07-22T11:00:00-03:00,5,observed_julho,19.632124687516633,19.632124687516637,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,5,observed_carreiro,21.880009312280087,21.88000931228009,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,5,observed_both,19.56356535273032,19.563565352730322,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,6,reference,22.60660652670227,22.60660652670227,0.0,True
2026-07-22T11:00:00-03:00,6,observed_julho,19.742989094497535,19.74298909449753,3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,6,observed_carreiro,22.456095985819978,22.456095985819978,0.0,True
2026-07-22T11:00:00-03:00,6,observed_both,19.57901099322554,19.57901099322554,0.0,True
2026-07-22T11:00:00-03:00,7,reference,23.045091188035887,23.045091188035887,0.0,True
2026-07-22T11:00:00-03:00,7,observed_julho,19.598212691984163,19.598212691984166,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,7,observed_carreiro,22.77127501908271,22.77127501908271,0.0,True
2026-07-22T11:00:00-03:00,7,observed_both,19.29468375012029,19.2946837501203,-1.0658141036401503e-14,True
2026-07-22T11:00:00-03:00,8,reference,23.720344913970436,23.720344913970436,0.0,True
2026-07-22T11:00:00-03:00,8,observed_julho,19.538650370961562,19.53865037096157,-7.105427357601002e-15,True
2026-07-22T11:00:00-03:00,8,observed_carreiro,23.33409954746742,23.334099547467424,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,8,observed_both,19.101488421354656,19.101488421354663,-7.105427357601002e-15,True
2026-07-22T11:00:00-03:00,9,reference,24.396673602768846,24.396673602768846,0.0,True
2026-07-22T11:00:00-03:00,9,observed_julho,19.39948195969176,19.399481959691766,-7.105427357601002e-15,True
2026-07-22T11:00:00-03:00,9,observed_carreiro,23.908130692096492,23.908130692096492,0.0,True
2026-07-22T11:00:00-03:00,9,observed_both,18.83362006147855,18.833620061478555,-7.105427357601002e-15,True
2026-07-22T11:00:00-03:00,10,reference,24.91500759200787,24.91500759200787,0.0,True
2026-07-22T11:00:00-03:00,10,observed_julho,19.194473185474966,19.194473185474966,0.0,True
2026-07-22T11:00:00-03:00,10,observed_carreiro,24.863086064575622,24.863086064575626,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,10,observed_both,19.13329125115706,19.13329125115707,-7.105427357601002e-15,True
2026-07-22T11:00:00-03:00,11,reference,25.212477938219866,25.212477938219866,0.0,True
2026-07-22T11:00:00-03:00,11,observed_julho,18.854679874028076,18.854679874028076,0.0,True
2026-07-22T11:00:00-03:00,11,observed_carreiro,25.008937822538893,25.008937822538893,0.0,True
2026-07-22T11:00:00-03:00,11,observed_both,18.61000831178675,18.61000831178675,0.0,True
2026-07-22T11:00:00-03:00,12,reference,25.49415895814758,25.49415895814758,0.0,True
2026-07-22T11:00:00-03:00,12,observed_julho,18.466417727366046,18.46641772736605,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,12,observed_carreiro,25.11726179647623,25.117261796476235,-3.552713678800501e-15,True
2026-07-22T11:00:00-03:00,12,observed_both,18.003338861574775,18.00333886157478,-3.552713678800501e-15,True
2026-08-13T09:00:00-03:00,1,reference,8.784942320149979,8.784942320149979,0.0,True
2026-08-13T09:00:00-03:00,1,observed_julho,8.792055868568424,8.792055868568426,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,1,observed_carreiro,8.784942320149979,8.784942320149979,0.0,True
2026-08-13T09:00:00-03:00,1,observed_both,8.792055868568424,8.792055868568426,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,2,reference,8.99206319561982,8.99206319561982,0.0,True
2026-08-13T09:00:00-03:00,2,observed_julho,8.961747078852069,8.96174707885207,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,2,observed_carreiro,8.99206319561982,8.99206319561982,0.0,True
2026-08-13T09:00:00-03:00,2,observed_both,8.961747078852069,8.96174707885207,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,3,reference,9.170371340349437,9.170371340349437,0.0,True
2026-08-13T09:00:00-03:00,3,observed_julho,9.037034173290188,9.03703417329019,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,3,observed_carreiro,9.170371340349437,9.170371340349437,0.0,True
2026-08-13T09:00:00-03:00,3,observed_both,9.037034173290188,9.03703417329019,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,4,reference,9.333462701049843,9.333462701049843,0.0,True
2026-08-13T09:00:00-03:00,4,observed_julho,9.135056441764153,9.135056441764155,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,4,observed_carreiro,9.333797055735484,9.333797055735484,0.0,True
2026-08-13T09:00:00-03:00,4,observed_both,9.135395238908314,9.135395238908316,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,5,reference,9.459925585037022,9.459925585037022,0.0,True
2026-08-13T09:00:00-03:00,5,observed_julho,9.250308126667491,9.250308126667491,0.0,True
2026-08-13T09:00:00-03:00,5,observed_carreiro,9.470141400554267,9.470141400554267,0.0,True
2026-08-13T09:00:00-03:00,5,observed_both,9.260665364727569,9.260665364727567,1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,6,reference,9.539445347007076,9.539445347007076,0.0,True
2026-08-13T09:00:00-03:00,6,observed_julho,9.307478163289144,9.307478163289144,0.0,True
2026-08-13T09:00:00-03:00,6,observed_carreiro,9.561372658250093,9.561372658250097,-3.552713678800501e-15,True
2026-08-13T09:00:00-03:00,6,observed_both,9.32973878208145,9.32973878208145,0.0,True
2026-08-13T09:00:00-03:00,7,reference,9.59583564978569,9.59583564978569,0.0,True
2026-08-13T09:00:00-03:00,7,observed_julho,9.444354970213485,9.444354970213485,0.0,True
2026-08-13T09:00:00-03:00,7,observed_carreiro,9.6083117513162,9.608311751316199,1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,7,observed_both,9.456953399277662,9.456953399277664,-1.7763568394002505e-15,True
2026-08-13T09:00:00-03:00,8,reference,9.618648907294737,9.618648907294737,0.0,True
2026-08-13T09:00:00-03:00,8,observed_julho,9.532837914930814,9.532837914930814,0.0,True
2026-08-13T09:00:00-03:00,8,observed_carreiro,9.635381410128627,9.635381410128627,0.0,True
2026-08-13T09:00:00-03:00,8,observed_both,9.549662571316109,9.549662571316109,0.0,True
2026-08-13T09:00:00-03:00,9,reference,9.61709749690493,9.61709749690493,0.0,True
2026-08-13T09:00:00-03:00,9,observed_julho,9.613207823756245,9.613207823756245,0.0,True
2026-08-13T09:00:00-03:00,9,observed_carreiro,9.63549495936203,9.63549495936203,0.0,True
2026-08-13T09:00:00-03:00,9,observed_both,9.631609847146175,9.631609847146175,0.0,True
2026-08-13T09:00:00-03:00,10,reference,9.624351456528412,9.624351456528412,0.0,True
2026-08-13T09:00:00-03:00,10,observed_julho,9.696243175128775,9.696243175128771,3.552713678800501e-15,True
2026-08-13T09:00:00-03:00,10,observed_carreiro,9.648576134606541,9.648576134606541,0.0,True
2026-08-13T09:00:00-03:00,10,observed_both,9.720357702432082,9.720357702432082,0.0,True
2026-08-13T09:00:00-03:00,11,reference,9.663025512177912,9.663025512177912,0.0,True
2026-08-13T09:00:00-03:00,11,observed_julho,9.829347142502867,9.829347142502867,0.0,True
2026-08-13T09:00:00-03:00,11,observed_carreiro,9.694164896505912,9.694164896505916,-3.552713678800501e-15,True
2026-08-13T09:00:00-03:00,11,observed_both,9.860163031553377,9.860163031553377,0.0,True
2026-08-13T09:00:00-03:00,12,reference,9.728695686048908,9.728695686048908,0.0,True
2026-08-13T09:00:00-03:00,12,observed_julho,10.01339876039528,10.013398760395283,-3.552713678800501e-15,True
2026-08-13T09:00:00-03:00,12,observed_carreiro,9.77642463012855,9.77642463012855,0.0,True
2026-08-13T09:00:00-03:00,12,observed_both,10.060293984422174,10.060293984422175,-1.7763568394002505e-15,True
