horizon_h,subset,population,family,observed_targets,n,excluded_n,hits,hit_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
3,all,common_four,observed_carreiro,1942,1663,279,1424,0.8562838244137102,0.2532839742090707,0.040872031057294485,0.5961597633900798,1.0362176925052624,2.769956886268055
3,all,common_four,observed_both,1942,1663,279,1367,0.8220084185207457,0.28237986729455056,0.021623816093298415,0.6380377710043451,0.9775224745006262,2.282867751906524
3,high,individual,reference,237,235,2,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
3,high,individual,observed_julho,237,205,32,141,0.6878048780487804,0.40691078287491617,0.2212865533563639,0.980395797817119,1.2286212680292978,2.282867751906524
3,high,individual,observed_carreiro,237,235,2,155,0.6595744680851063,0.4569948122650997,0.19674164872568917,1.0668734186132909,1.2921763492409757,2.769956886268055
3,high,individual,observed_both,237,205,32,141,0.6878048780487804,0.40691078287491617,0.2212865533563639,0.980395797817119,1.2286212680292978,2.282867751906524
3,high,common_four,reference,237,205,32,135,0.6585365853658537,0.44701848791789434,0.21367639585741247,1.0668734186132909,1.2728912892909725,2.769956886268055
3,high,common_four,observed_julho,237,205,32,141,0.6878048780487804,0.40691078287491617,0.2212865533563639,0.980395797817119,1.2286212680292978,2.282867751906524
3,high,common_four,observed_carreiro,237,205,32,135,0.6585365853658537,0.44701848791789434,0.21367639585741247,1.0668734186132909,1.2728912892909725,2.769956886268055
3,high,common_four,observed_both,237,205,32,141,0.6878048780487804,0.40691078287491617,0.2212865533563639,0.980395797817119,1.2286212680292978,2.282867751906524
4,all,individual,reference,1941,1930,11,1569,0.8129533678756476,0.2995723727564162,0.019625429642427333,0.6660606934286432,1.2339447653547935,3.146640556692857
4,all,individual,observed_julho,1941,1582,359,1235,0.7806573957016435,0.3203432121447135,0.02840501448658837,0.7036940440848701,1.1511522469812188,2.0420141352098007
4,all,individual,observed_carreiro,1941,1702,239,1361,0.799647473560517,0.3107368376249067,0.02642401108192978,0.6900405898721247,1.2811870570773738,3.165432164333252
4,all,individual,observed_both,1941,1391,550,1072,0.7706685837526959,0.3271675639463683,0.03297040490786318,0.7185348311018449,1.180108620597426,2.058748473253395
4,all,common_four,reference,1941,1391,550,1139,0.8188353702372394,0.2986636928849407,0.06560241715874747,0.6578695520562938,1.3008722488708007,2.6339209680734896
4,all,common_four,observed_julho,1941,1391,550,1075,0.7728253055355859,0.3263019120435818,0.03187715942704254,0.7178220149483208,1.1664066562093562,2.0420141352098007
4,all,common_four,observed_carreiro,1941,1391,550,1137,0.8173975557153127,0.2994584388548444,0.06671660243526861,0.6671868052024346,1.3068766557715379,2.6514100310905846
4,all,common_four,observed_both,1941,1391,550,1072,0.7706685837526959,0.3271675639463683,0.03297040490786318,0.7185348311018449,1.180108620597426,2.058748473253395
4,high,individual,reference,237,235,2,138,0.5872340425531914,0.5635638456977866,0.2319226763354485,1.3094060724539573,1.8804521784626678,3.146640556692857
4,high,individual,observed_julho,237,195,42,123,0.6307692307692307,0.4729085958961332,0.2766504039870508,1.187201207009015,1.383494587471899,2.0420141352098007
4,high,individual,observed_carreiro,237,189,48,93,0.49206349206349204,0.6484098473471779,0.27002197438390224,1.3862709308802346,2.0805811895673902,3.165432164333252
4,high,individual,observed_both,237,157,80,86,0.5477707006369427,0.5347841084687834,0.3177519519712508,1.217063086996374,1.4208278164391013,2.058748473253395
4,high,common_four,reference,237,157,80,80,0.5095541401273885,0.6274218454657374,0.2998526301556807,1.3857938524755482,1.6638669843644478,2.6339209680734896
4,high,common_four,observed_julho,237,157,80,88,0.5605095541401274,0.5285031651321936,0.3155537942771769,1.220004208850001,1.4193378089392419,2.0420141352098007
4,high,common_four,observed_carreiro,237,157,80,78,0.4968152866242038,0.6329498142385102,0.30203936410012305,1.3866249227015228,1.663646791684528,2.6514100310905846
4,high,common_four,observed_both,237,157,80,86,0.5477707006369427,0.5347841084687834,0.3177519519712508,1.217063086996374,1.4208278164391013,2.058748473253395
5,all,individual,reference,1940,1928,12,1519,0.7878630705394191,0.33217603391990747,0.02417924037647078,0.6984231882137162,1.4041430489720987,3.210054029360098
5,all,individual,observed_julho,1940,1501,439,1135,0.7561625582944703,0.34715073937771435,0.03205638128208267,0.7437092600616753,1.3018429826855975,1.8683555053233043
5,all,individual,observed_carreiro,1940,1679,261,1294,0.7706968433591423,0.34784717662433806,0.032968603411503636,0.7286501949865315,1.4468992822778,3.291308886787771
