regiao,periodo,atraso_h,correlacao,n_horas
Alto Antas,abril_set2025,13,0.3631925912918032,3744
Alto Antas,abril_set2025,14,0.3361566218107174,3743
Alto Antas,abril_set2025,15,0.3056756759629914,3742
Alto Antas,abril_set2025,16,0.2734553698623166,3742
Alto Antas,abril_set2025,17,0.24016982949335194,3741
Alto Antas,abril_set2025,18,0.20541028803167097,3741
Alto Antas,abril_set2025,19,0.17377579214777153,3739
Alto Antas,abril_set2025,20,0.14938987386915908,3737
Alto Antas,abril_set2025,21,0.1345024815879553,3736
Alto Antas,abril_set2025,22,0.1193219340411748,3733
Alto Antas,abril_set2025,23,0.10307016710161632,3731
Alto Antas,abril_set2025,24,0.08918649813971823,3731
Alto Antas,abril_set2025,25,0.07033891910395601,3730
Alto Antas,abril_set2025,26,0.05324642575421702,3729
Alto Antas,abril_set2025,27,0.03833212388620811,3729
Alto Antas,abril_set2025,28,0.030877878140218036,3729
Alto Antas,abril_set2025,29,0.027358436575313214,3728
Alto Antas,abril_set2025,30,0.025931319854655407,3726
Alto Antas,abril_set2025,31,0.020819736511405548,3726
Alto Antas,abril_set2025,32,0.013298328319923182,3724
Alto Antas,abril_set2025,33,0.004971486273827281,3724
Alto Antas,abril_set2025,34,-0.0020623720723405713,3724
Alto Antas,abril_set2025,35,-0.008068269509785949,3722
Alto Antas,abril_set2025,36,-0.015196818518316576,3721
Alto Antas,abril_set2025,37,-0.02436780300805116,3720
Alto Antas,abril_set2025,38,-0.036747234612911635,3719
Alto Antas,abril_set2025,39,-0.052249142062970384,3717
Alto Antas,abril_set2025,40,-0.0707861707796031,3715
Alto Antas,abril_set2025,41,-0.08846843727437573,3713
Alto Antas,abril_set2025,42,-0.10126819328845124,3712
Alto Antas,abril_set2025,43,-0.10747032201422733,3711
Alto Antas,abril_set2025,44,-0.1085036653133969,3710
Alto Antas,abril_set2025,45,-0.10482351096039527,3709
Alto Antas,abril_set2025,46,-0.09878480924044632,3709
Alto Antas,abril_set2025,47,-0.09476709104621285,3709
Alto Antas,abril_set2025,48,-0.09791337365296274,3710
Alto Antas,out2025_set2026,0,0.05447376726462743,6341
Alto Antas,out2025_set2026,1,0.06126740520988214,6344
Alto Antas,out2025_set2026,2,0.06608855654122829,6341
Alto Antas,out2025_set2026,3,0.07143625154957667,6340
Alto Antas,out2025_set2026,4,0.0787096052510191,6340
Alto Antas,out2025_set2026,5,0.08822661258178911,6340
Alto Antas,out2025_set2026,6,0.09879761005932597,6338
Alto Antas,out2025_set2026,7,0.10812580871557229,6336
Alto Antas,out2025_set2026,8,0.11512575934847816,6335
Alto Antas,out2025_set2026,9,0.11869522550432093,6335
Alto Antas,out2025_set2026,10,0.11980774861860209,6335
Alto Antas,out2025_set2026,11,0.11874992734760112,6332
Alto Antas,out2025_set2026,12,0.11510440661110136,6334
Alto Antas,out2025_set2026,13,0.10832005525551158,6332
Alto Antas,out2025_set2026,14,0.09874971299013677,6331
Alto Antas,out2025_set2026,15,0.08709587953371778,6333
Alto Antas,out2025_set2026,16,0.07556704086052904,6330
Alto Antas,out2025_set2026,17,0.06565975709438127,6330
Alto Antas,out2025_set2026,18,0.05830060500666458,6330
Alto Antas,out2025_set2026,19,0.053238173822912224,6328
Alto Antas,out2025_set2026,20,0.05032706478349676,6326
Alto Antas,out2025_set2026,21,0.047861212482625995,6327
Alto Antas,out2025_set2026,22,0.04459820692045726,6328
Alto Antas,out2025_set2026,23,0.03919542222389721,6327
Alto Antas,out2025_set2026,24,0.030977333179858443,6329
Alto Antas,out2025_set2026,25,0.021272340909872546,6331
Alto Antas,out2025_set2026,26,0.01132145999826617,6329
Alto Antas,out2025_set2026,27,0.003100550054131271,6330
Alto Antas,out2025_set2026,28,-0.0022903985359615372,6334
Alto Antas,out2025_set2026,29,-0.005094257908163853,6334
Alto Antas,out2025_set2026,30,-0.0062718272300856,6336
Alto Antas,out2025_set2026,31,-0.006308031083734891,6340
Alto Antas,out2025_set2026,32,-0.005551162785240772,6343
Alto Antas,out2025_set2026,33,-0.0037177723813280276,6341
Alto Antas,out2025_set2026,34,-0.0018946837240545664,6340
Alto Antas,out2025_set2026,35,-0.0011604968622747245,6339
Alto Antas,out2025_set2026,36,-0.0022092649135463864,6338
Alto Antas,out2025_set2026,37,-0.0043661910040813795,6337
Alto Antas,out2025_set2026,38,-0.006764161058955538,6334
Alto Antas,out2025_set2026,39,-0.009697717528834483,6335
Alto Antas,out2025_set2026,40,-0.013647758740660062,6336
Alto Antas,out2025_set2026,41,-0.018332310826048377,6337
Alto Antas,out2025_set2026,42,-0.022401945743656396,6338
Alto Antas,out2025_set2026,43,-0.025217610758086876,6340
Alto Antas,out2025_set2026,44,-0.02627114467672096,6342
Alto Antas,out2025_set2026,45,-0.026358751666758364,6344
Alto Antas,out2025_set2026,46,-0.0257585013314969,6345
Alto Antas,out2025_set2026,47,-0.02533860431405427,6348
Alto Antas,out2025_set2026,48,-0.02554744254652976,6350
Tainhas,historico,0,0.13615164343852781,12303
Tainhas,historico,1,0.15095914535736535,12306
Tainhas,historico,2,0.166586478689396,12306
Tainhas,historico,3,0.18672361714108884,12305
Tainhas,historico,4,0.20883165949375332,12302
Tainhas,historico,5,0.2313094818379013,12298
Tainhas,historico,6,0.25226253184602276,12297
Tainhas,historico,7,0.2686209177474143,12294
Tainhas,historico,8,0.279300432347154,12293
Tainhas,historico,9,0.2825973953418623,12291
Tainhas,historico,10,0.2783671867353585,12289
Tainhas,historico,11,0.2685701782168313,12287
Tainhas,historico,12,0.2557791584577791,12286
Tainhas,historico,13,0.23935209292760495,12284
Tainhas,historico,14,0.2199464986986469,12282
Tainhas,historico,15,0.19874046644972412,12281
Tainhas,historico,16,0.1778553729410133,12279
Tainhas,historico,17,0.15981524207409356,12277
Tainhas,historico,18,0.14538633416081612,12274
Tainhas,historico,19,0.13424864014047888,12272
Tainhas,historico,20,0.12387162091759478,12270
Tainhas,historico,21,0.11129991473520563,12267
Tainhas,historico,22,0.09398013994601223,12266
Tainhas,historico,23,0.07207966058597812,12265
Tainhas,historico,24,0.04776039293739957,12268
Tainhas,historico,25,0.024990068400101248,12268
Tainhas,historico,26,0.007415022974961004,12270
Tainhas,historico,27,-0.0036456431778861273,12270
Tainhas,historico,28,-0.010503803788823856,12270
Tainhas,historico,29,-0.014419838072518967,12269
Tainhas,historico,30,-0.016946464031589156,12266
Tainhas,historico,31,-0.018032879038655147,12266
Tainhas,historico,32,-0.019266425508092842,12263
Tainhas,historico,33,-0.021068948818452275,12262
Tainhas,historico,34,-0.024438518147375046,12261
Tainhas,historico,35,-0.028147320624533914,12260
Tainhas,historico,36,-0.031899082971551904,12259
Tainhas,historico,37,-0.036596029606204006,12257
Tainhas,historico,38,-0.04340384009298447,12255
Tainhas,historico,39,-0.053077877882945414,12255
Tainhas,historico,40,-0.0629371627097981,12253
Tainhas,historico,41,-0.07022741530170204,12251
Tainhas,historico,42,-0.07330614162866828,12250
Tainhas,historico,43,-0.07266352758101324,12250
Tainhas,historico,44,-0.06999647526352876,12249
Tainhas,historico,45,-0.06680343413658787,12246
Tainhas,historico,46,-0.06431112694488529,12245
Tainhas,historico,47,-0.06351547033321935,12244
Tainhas,historico,48,-0.06518263223461274,12244
Tainhas,abril_set2025,0,0.12698086374474862,4274
Tainhas,abril_set2025,1,0.1449801742332465,4275
Tainhas,abril_set2025,2,0.16506158646562671,4275
Tainhas,abril_set2025,3,0.18698127482092508,4275
Tainhas,abril_set2025,4,0.20967069256881465,4275
Tainhas,abril_set2025,5,0.2330120895680408,4275
Tainhas,abril_set2025,6,0.255040094127933,4275
Tainhas,abril_set2025,7,0.27587321396073156,4274
Tainhas,abril_set2025,8,0.2960340673285654,4274
Tainhas,abril_set2025,9,0.3136513492754683,4273
Tainhas,abril_set2025,10,0.32557788460730974,4272
Tainhas,abril_set2025,11,0.3298462730915975,4271
Tainhas,abril_set2025,12,0.3275262911927782,4270
Tainhas,abril_set2025,13,0.3190432436495362,4269
Tainhas,abril_set2025,14,0.30481675478192943,4268
Tainhas,abril_set2025,15,0.28621606892928836,4267
Tainhas,abril_set2025,16,0.26559203866906467,4266
Tainhas,abril_set2025,17,0.24268549706668205,4265
Tainhas,abril_set2025,18,0.21667288970514303,4264
Tainhas,abril_set2025,19,0.1905036305443604,4263
Tainhas,abril_set2025,20,0.1678231019450922,4262
Tainhas,abril_set2025,21,0.147464149224839,4261
Tainhas,abril_set2025,22,0.12657699822584068,4260
Tainhas,abril_set2025,23,0.1029513577944836,4259
Tainhas,abril_set2025,24,0.07663291139972671,4259
Tainhas,abril_set2025,25,0.053606349926744755,4258
Tainhas,abril_set2025,26,0.03717637287871006,4257
Tainhas,abril_set2025,27,0.02758064454924654,4257
Tainhas,abril_set2025,28,0.02176183831801317,4256
Tainhas,abril_set2025,29,0.015564402594251476,4255
Tainhas,abril_set2025,30,0.007080763128455455,4254
Tainhas,abril_set2025,31,-0.004329591126410795,4253
Tainhas,abril_set2025,32,-0.017776249403303582,4252
Tainhas,abril_set2025,33,-0.033232228237597784,4251
Tainhas,abril_set2025,34,-0.04861948118259486,4250
Tainhas,abril_set2025,35,-0.06170338322906836,4249
Tainhas,abril_set2025,36,-0.07082152119110047,4248
Tainhas,abril_set2025,37,-0.0774044422340453,4247
Tainhas,abril_set2025,38,-0.08451780057332921,4245
Tainhas,abril_set2025,39,-0.09397987191963504,4244
Tainhas,abril_set2025,40,-0.10458088432772557,4243
Tainhas,abril_set2025,41,-0.11281243300188838,4241
Tainhas,abril_set2025,42,-0.11621356247189353,4240
Tainhas,abril_set2025,43,-0.11382641851336651,4239
Tainhas,abril_set2025,44,-0.10707667718490646,4238
Tainhas,abril_set2025,45,-0.0985127049393843,4237
Tainhas,abril_set2025,46,-0.09284348593397868,4236
Tainhas,abril_set2025,47,-0.09335727545649462,4235
Tainhas,abril_set2025,48,-0.10053539614587405,4235
Tainhas,out2025_set2026,0,0.14000618965531358,8029
Tainhas,out2025_set2026,1,0.15355010532080357,8031
Tainhas,out2025_set2026,2,0.16739112263088662,8031
Tainhas,out2025_set2026,3,0.18682337158206802,8030
Tainhas,out2025_set2026,4,0.20872072570018652,8027
Tainhas,out2025_set2026,5,0.23087998836234372,8023
Tainhas,out2025_set2026,6,0.2514158746025071,8022
Tainhas,out2025_set2026,7,0.266073848508102,8020
Tainhas,out2025_set2026,8,0.27315681558071236,8019
Tainhas,out2025_set2026,9,0.270833205094241,8018
Tainhas,out2025_set2026,10,0.2602438840907977,8017
Tainhas,out2025_set2026,11,0.24492167094750733,8016
Tainhas,out2025_set2026,12,0.2280418732071636,8016
Tainhas,out2025_set2026,13,0.20852763183001036,8015
Tainhas,out2025_set2026,14,0.18697676846304553,8014
Tainhas,out2025_set2026,15,0.16457022401990817,8014
Tainhas,out2025_set2026,16,0.14353849183102174,8013
Tainhas,out2025_set2026,17,0.12747832737519255,8012
Tainhas,out2025_set2026,18,0.1175316291767839,8010
Tainhas,out2025_set2026,19,0.11230256742200224,8009
Tainhas,out2025_set2026,20,0.1069273591350782,8008
Tainhas,out2025_set2026,21,0.0973252633048897,8006
Tainhas,out2025_set2026,22,0.08134669153652786,8006
Tainhas,out2025_set2026,23,0.060048982336124976,8006
Tainhas,out2025_set2026,24,0.03642166985545418,8009
Tainhas,out2025_set2026,25,0.01373125923792286,8010
Tainhas,out2025_set2026,26,-0.004380723851084942,8013
Tainhas,out2025_set2026,27,-0.0160590629345698,8013
Tainhas,out2025_set2026,28,-0.023367313547711335,8014
Tainhas,out2025_set2026,29,-0.02639759675538014,8014
Tainhas,out2025_set2026,30,-0.026519481024132593,8012
Tainhas,out2025_set2026,31,-0.0234754079320246,8013
Tainhas,out2025_set2026,32,-0.01984320684975499,8011
Tainhas,out2025_set2026,33,-0.01621710339935121,8011
Tainhas,out2025_set2026,34,-0.014836572324883458,8011
Tainhas,out2025_set2026,35,-0.014840779225718524,8011
Tainhas,out2025_set2026,36,-0.016512253207312335,8011
Tainhas,out2025_set2026,37,-0.020526435739832382,8010
Tainhas,out2025_set2026,38,-0.02725787464600065,8010
Tainhas,out2025_set2026,39,-0.037012266552590205,8011
Tainhas,out2025_set2026,40,-0.04655894901142891,8010
Tainhas,out2025_set2026,41,-0.05349787070393956,8010
Tainhas,out2025_set2026,42,-0.05644889367008588,8010
Tainhas,out2025_set2026,43,-0.05649492988903766,8011
Tainhas,out2025_set2026,44,-0.0554225182729318,8011
Tainhas,out2025_set2026,45,-0.054312896579563,8009
Tainhas,out2025_set2026,46,-0.053049594336288225,8009
Tainhas,out2025_set2026,47,-0.0517292174965285,8009
Tainhas,out2025_set2026,48,-0.05118408287856696,8009
Guaporé: Linha Colombo,historico,0,0.08846702752340378,12680
Guaporé: Linha Colombo,historico,1,0.10293332705928536,12683
Guaporé: Linha Colombo,historico,2,0.1130773285525333,12683
Guaporé: Linha Colombo,historico,3,0.12235139966363504,12679
Guaporé: Linha Colombo,historico,4,0.1322601775209099,12672
Guaporé: Linha Colombo,historico,5,0.14527026197277992,12667
Guaporé: Linha Colombo,historico,6,0.15959987244615423,12663
Guaporé: Linha Colombo,historico,7,0.1738781359927572,12661
Guaporé: Linha Colombo,historico,8,0.18447965548883308,12658
Guaporé: Linha Colombo,historico,9,0.19201729220510702,12657
Guaporé: Linha Colombo,historico,10,0.195522652868676,12656
Guaporé: Linha Colombo,historico,11,0.19827394315304808,12653
Guaporé: Linha Colombo,historico,12,0.19804334764092524,12650
Guaporé: Linha Colombo,historico,13,0.19500212115350146,12646
Guaporé: Linha Colombo,historico,14,0.18790350731892685,12642
Guaporé: Linha Colombo,historico,15,0.1774866189438129,12641
Guaporé: Linha Colombo,historico,16,0.1650033826545071,12637
Guaporé: Linha Colombo,historico,17,0.15116328124564807,12635
Guaporé: Linha Colombo,historico,18,0.13583046675157626,12633
Guaporé: Linha Colombo,historico,19,0.12017148363173548,12631
Guaporé: Linha Colombo,historico,20,0.10647250926970844,12629
Guaporé: Linha Colombo,historico,21,0.09695689080826943,12626
Guaporé: Linha Colombo,historico,22,0.09093162345577883,12625
Guaporé: Linha Colombo,historico,23,0.08408581858237897,12624
Guaporé: Linha Colombo,historico,24,0.0721595242887826,12623
Guaporé: Linha Colombo,historico,25,0.054572414987961386,12622
Guaporé: Linha Colombo,historico,26,0.035225252863633705,12621
Guaporé: Linha Colombo,historico,27,0.019237956315610462,12620
Guaporé: Linha Colombo,historico,28,0.008645629346435315,12619
Guaporé: Linha Colombo,historico,29,0.004820848347569934,12618
Guaporé: Linha Colombo,historico,30,0.005296991554141546,12617
Guaporé: Linha Colombo,historico,31,0.010408209749429274,12616
Guaporé: Linha Colombo,historico,32,0.015289682229503854,12615
Guaporé: Linha Colombo,historico,33,0.0200618396601376,12614
Guaporé: Linha Colombo,historico,34,0.021662371212897914,12613
Guaporé: Linha Colombo,historico,35,0.022407075639801363,12612
Guaporé: Linha Colombo,historico,36,0.017626795472090576,12611
Guaporé: Linha Colombo,historico,37,0.007913297471635066,12610
Guaporé: Linha Colombo,historico,38,-0.006948647406725732,12609
Guaporé: Linha Colombo,historico,39,-0.02138214980633773,12608
Guaporé: Linha Colombo,historico,40,-0.03376192600536884,12607
Guaporé: Linha Colombo,historico,41,-0.04299327765581259,12606
Guaporé: Linha Colombo,historico,42,-0.0494249834221486,12605
Guaporé: Linha Colombo,historico,43,-0.0526473609449184,12604
Guaporé: Linha Colombo,historico,44,-0.05293356235317666,12604
Guaporé: Linha Colombo,historico,45,-0.05186704393811313,12605
Guaporé: Linha Colombo,historico,46,-0.051910674278509664,12604
Guaporé: Linha Colombo,historico,47,-0.053609105494922975,12604
Guaporé: Linha Colombo,historico,48,-0.05573242635249977,12604
Guaporé: Linha Colombo,abril_set2025,0,0.05161396677057013,4330
Guaporé: Linha Colombo,abril_set2025,1,0.04942245271532309,4331
Guaporé: Linha Colombo,abril_set2025,2,0.04857714320245465,4332
Guaporé: Linha Colombo,abril_set2025,3,0.04885803172377756,4331
Guaporé: Linha Colombo,abril_set2025,4,0.04999976220000333,4329
Guaporé: Linha Colombo,abril_set2025,5,0.052559174557942345,4328
Guaporé: Linha Colombo,abril_set2025,6,0.056238369466435865,4327
Guaporé: Linha Colombo,abril_set2025,7,0.060149531011233576,4326
Guaporé: Linha Colombo,abril_set2025,8,0.0618588508840492,4325
Guaporé: Linha Colombo,abril_set2025,9,0.06452206316913588,4324
Guaporé: Linha Colombo,abril_set2025,10,0.0702927557926138,4323
Guaporé: Linha Colombo,abril_set2025,11,0.08014608456518378,4322
Guaporé: Linha Colombo,abril_set2025,12,0.09055893096247516,4321
Guaporé: Linha Colombo,abril_set2025,13,0.09777895452663136,4320
Guaporé: Linha Colombo,abril_set2025,14,0.10121302097362327,4319
Guaporé: Linha Colombo,abril_set2025,15,0.10227436156575428,4319
Guaporé: Linha Colombo,abril_set2025,16,0.10536874169561546,4318
Guaporé: Linha Colombo,abril_set2025,17,0.11195613375400984,4317
Guaporé: Linha Colombo,abril_set2025,18,0.11830731090659476,4316
Guaporé: Linha Colombo,abril_set2025,19,0.11594320338249893,4315
Guaporé: Linha Colombo,abril_set2025,20,0.10520135472483773,4314
Guaporé: Linha Colombo,abril_set2025,21,0.0934794035555783,4312
Guaporé: Linha Colombo,abril_set2025,22,0.09041887145266786,4311
Guaporé: Linha Colombo,abril_set2025,23,0.094866521721595,4310
Guaporé: Linha Colombo,abril_set2025,24,0.09790130309671843,4309
Guaporé: Linha Colombo,abril_set2025,25,0.09401449581687846,4308
Guaporé: Linha Colombo,abril_set2025,26,0.08332896559192694,4307
Guaporé: Linha Colombo,abril_set2025,27,0.07255871627732105,4306
Guaporé: Linha Colombo,abril_set2025,28,0.06526567338481035,4305
Guaporé: Linha Colombo,abril_set2025,29,0.06240013953031227,4304
Guaporé: Linha Colombo,abril_set2025,30,0.06233278409156973,4303
Guaporé: Linha Colombo,abril_set2025,31,0.06363071549122952,4302
Guaporé: Linha Colombo,abril_set2025,32,0.06495581262375702,4301
Guaporé: Linha Colombo,abril_set2025,33,0.06639181480440293,4300
Guaporé: Linha Colombo,abril_set2025,34,0.06917821023451846,4299
Guaporé: Linha Colombo,abril_set2025,35,0.07129478998603765,4298
Guaporé: Linha Colombo,abril_set2025,36,0.06948175846935448,4297
Guaporé: Linha Colombo,abril_set2025,37,0.06065541232820919,4296
Guaporé: Linha Colombo,abril_set2025,38,0.047228564342439563,4295
Guaporé: Linha Colombo,abril_set2025,39,0.03230980223076182,4294
Guaporé: Linha Colombo,abril_set2025,40,0.01922315015604072,4293
Guaporé: Linha Colombo,abril_set2025,41,0.008624867504970588,4292
Guaporé: Linha Colombo,abril_set2025,42,0.00048353279116294967,4291
Guaporé: Linha Colombo,abril_set2025,43,-0.005468669788770023,4290
Guaporé: Linha Colombo,abril_set2025,44,-0.009409509977705866,4289
Guaporé: Linha Colombo,abril_set2025,45,-0.011029738288145787,4289
Guaporé: Linha Colombo,abril_set2025,46,-0.012346043271680183,4288
Guaporé: Linha Colombo,abril_set2025,47,-0.014880289125240182,4287
Guaporé: Linha Colombo,abril_set2025,48,-0.019979515143815945,4287
Guaporé: Linha Colombo,out2025_set2026,0,0.10101890072857855,8350
Guaporé: Linha Colombo,out2025_set2026,1,0.12019682936450332,8352
Guaporé: Linha Colombo,out2025_set2026,2,0.13329729739563279,8351
Guaporé: Linha Colombo,out2025_set2026,3,0.1449296543272466,8348
Guaporé: Linha Colombo,out2025_set2026,4,0.15720249057014685,8343
Guaporé: Linha Colombo,out2025_set2026,5,0.1732704968237195,8339
Guaporé: Linha Colombo,out2025_set2026,6,0.19073368975691424,8336
Guaporé: Linha Colombo,out2025_set2026,7,0.20816577052488255,8335
Guaporé: Linha Colombo,out2025_set2026,8,0.22144275134597446,8333
Guaporé: Linha Colombo,out2025_set2026,9,0.23036552811399025,8333
Guaporé: Linha Colombo,out2025_set2026,10,0.23331467165075404,8333
Guaporé: Linha Colombo,out2025_set2026,11,0.23437297668576065,8331
Guaporé: Linha Colombo,out2025_set2026,12,0.23144861509903286,8329
Guaporé: Linha Colombo,out2025_set2026,13,0.22579445308544407,8326
Guaporé: Linha Colombo,out2025_set2026,14,0.2159220482737195,8323
Guaporé: Linha Colombo,out2025_set2026,15,0.20238914308276332,8322
Guaporé: Linha Colombo,out2025_set2026,16,0.18571577613512713,8319
Guaporé: Linha Colombo,out2025_set2026,17,0.16642891695726303,8318
Guaporé: Linha Colombo,out2025_set2026,18,0.14526354217423607,8317
Guaporé: Linha Colombo,out2025_set2026,19,0.12584470135423179,8316
Guaporé: Linha Colombo,out2025_set2026,20,0.110965317867757,8315
Guaporé: Linha Colombo,out2025_set2026,21,0.1016596530422254,8314
Guaporé: Linha Colombo,out2025_set2026,22,0.09471389318282014,8314
Guaporé: Linha Colombo,out2025_set2026,23,0.08487442133266757,8314
Guaporé: Linha Colombo,out2025_set2026,24,0.0688032519176992,8314
Guaporé: Linha Colombo,out2025_set2026,25,0.04714903867190136,8314
Guaporé: Linha Colombo,out2025_set2026,26,0.02491044584621843,8314
Guaporé: Linha Colombo,out2025_set2026,27,0.0070486755238851565,8314
Guaporé: Linha Colombo,out2025_set2026,28,-0.004717069203921674,8314
Guaporé: Linha Colombo,out2025_set2026,29,-0.008867797975814396,8314
Guaporé: Linha Colombo,out2025_set2026,30,-0.008219375032565743,8314
Guaporé: Linha Colombo,out2025_set2026,31,-0.001962750032492712,8314
Guaporé: Linha Colombo,out2025_set2026,32,0.00395101060403622,8314
Guaporé: Linha Colombo,out2025_set2026,33,0.009708699173396354,8314
Guaporé: Linha Colombo,out2025_set2026,34,0.01108626626406982,8314
Guaporé: Linha Colombo,out2025_set2026,35,0.011479578531220688,8314
Guaporé: Linha Colombo,out2025_set2026,36,0.005780296874090027,8314
Guaporé: Linha Colombo,out2025_set2026,37,-0.004516036890967021,8314
Guaporé: Linha Colombo,out2025_set2026,38,-0.02028850741819153,8314
Guaporé: Linha Colombo,out2025_set2026,39,-0.03514343857499311,8314
Guaporé: Linha Colombo,out2025_set2026,40,-0.04779659779532864,8314
Guaporé: Linha Colombo,out2025_set2026,41,-0.05702846301932126,8314
Guaporé: Linha Colombo,out2025_set2026,42,-0.06327331603540272,8314
Guaporé: Linha Colombo,out2025_set2026,43,-0.06593316107941902,8314
Guaporé: Linha Colombo,out2025_set2026,44,-0.06532691187444047,8315
Guaporé: Linha Colombo,out2025_set2026,45,-0.0635709302498705,8316
Guaporé: Linha Colombo,out2025_set2026,46,-0.06332437210182126,8316
Guaporé: Linha Colombo,out2025_set2026,47,-0.06491070685555214,8317
Guaporé: Linha Colombo,out2025_set2026,48,-0.06641373413966989,8317
