h,time,forecast_m,today_mae_m,test_mae_m,tau_h
1,2026-09-21T15:00:00-03:00,10.33275957421235,0.3706444159910688,0.16886924181412732,6.0
2,2026-09-21T16:00:00-03:00,12.129678940415452,0.7730303030254708,0.3396081090538197,2.0
3,2026-09-21T17:00:00-03:00,13.404028613864599,0.9834406210903146,0.38054457225144417,2.0
4,2026-09-21T18:00:00-03:00,14.600704431505422,1.1879921701955727,0.40372525151227695,2.0
5,2026-09-21T19:00:00-03:00,15.49709269290775,1.2203136473855092,0.3637793846244269,6.0
6,2026-09-21T20:00:00-03:00,16.65835695545624,1.4672280036912668,0.4029376250431558,6.0
