mae_m,rmse_m,bias_m,p90_abs_m,max_abs_m,n,model,lead_h,phase,score
0.04351517010178363,0.06577268369978935,-0.007640288787775902,0.0969989189536543,0.4500507660498738,1358,linear_log,1.0,test,0.18219049015735106
0.21457573273102898,0.3267811206367451,-0.0545550091735177,0.650617104030905,0.7092998887944697,13,linear_log,1.0,today,0.18219049015735106
0.03407274805042492,0.05693636613119588,0.0009928191342261949,0.08065919356513326,0.5314536521211526,1358,arvores,1.0,test,0.2021862545062523
0.18733641691278552,0.3027012403040994,-0.10492230144576867,0.614660407111097,0.7196893712082328,13,arvores,1.0,today,0.2021862545062523
0.03388842045968966,0.05656395419090126,0.0016753665606734779,0.08015941140954931,0.4672384230893538,1358,arvores_previsao_chuva,1.0,test,0.20482468327599507
0.19191130000852924,0.3125980003273232,-0.09274891814930933,0.639210544848702,0.7252085788450238,13,arvores_previsao_chuva,1.0,today,0.20482468327599507
0.07291241232922001,0.10633262904449257,-0.009670515494125674,0.15841525945296242,0.5612828968604155,1356,linear_log,2.0,test,0.2256095756969633
0.3909026368384827,0.5861651154111603,-0.216935631209319,0.8350151659255812,1.4510872408213649,12,linear_log,2.0,today,0.2256095756969633
0.05708414833888088,0.09977238757177823,-0.005987736282478186,0.12670426950182945,0.8562425769608648,1356,arvores,2.0,test,0.14584976161949287
0.39610705371263405,0.6167042278283595,-0.3189932597129536,0.9803336215118491,1.5465607604803084,12,arvores,2.0,today,0.14584976161949287
0.053448087862711484,0.09277285054192962,-0.0017245275203772415,0.11957341125003151,0.7141864497522059,1356,arvores_previsao_chuva,2.0,test,0.15283706652617754
0.3871001105799315,0.6234258465268712,-0.32128887779054294,0.9875588089347824,1.575015491806882,12,arvores_previsao_chuva,2.0,today,0.15283706652617754
0.0978989021166658,0.13966787614576107,-0.036312556452193695,0.20301655807256475,0.8600475905247507,1354,linear_log,3.0,test,0.24609364111222212
0.6170834592475027,0.936391010895626,-0.5574974252426093,1.7464145044719919,2.090329872163055,11,linear_log,3.0,today,0.24609364111222212
0.07034727950563273,0.11929531583907142,0.006316569405478442,0.16040441072925857,0.9439814650152645,1354,arvores,3.0,test,0.17356989040189316
0.6823824577793463,1.0073068268230454,-0.6523577552837657,1.821740287888626,2.131232090213593,11,arvores,3.0,today,0.17356989040189316
0.07113071674602203,0.11942752476786382,0.0038363063020106438,0.15742499644964686,1.0095954830583675,1354,arvores_previsao_chuva,3.0,test,0.18497112691441664
0.6550277198696739,0.9702162263606451,-0.6140440835568713,1.7876483530506233,2.0547891007593178,11,arvores_previsao_chuva,3.0,today,0.18497112691441664
0.12094783033234542,0.17998761277799397,-0.026371662375524185,0.26464413021541816,1.3762632020107706,1353,linear_log,4.0,test,0.2713010083660772
0.9650487248776208,1.379456581483959,-0.9315323104899356,2.4275535212139565,2.605089935259966,10,linear_log,4.0,today,0.2713010083660772
0.09528847628762725,0.1573223483683761,0.0013382686639988835,0.21772634016989287,1.1663341487084349,1353,arvores,4.0,test,0.17848110150663102
1.0548656654671127,1.4612315443178072,-1.0342208344214494,2.499010898359493,2.5814090733091835,10,arvores,4.0,today,0.17848110150663102
0.09355083222670464,0.1567541501476662,0.004993418864865647,0.21354385238128776,1.2384067925182531,1353,arvores_previsao_chuva,4.0,test,0.1724448157281332
1.042370356780836,1.4549076482388337,-1.02020402042508,2.493060393513453,2.575430019361618,10,arvores_previsao_chuva,4.0,today,0.1724448157281332
0.15508122882366385,0.23367356511856055,-0.005196277153774345,0.36143894174364094,1.5537640537480204,1352,linear_log,5.0,test,0.3077265267037325
1.4535479536676361,1.8987027021802743,-1.4305793432013276,2.9863819467080814,2.998683649562465,9,linear_log,5.0,today,0.3077265267037325
0.14325477759604574,0.22950430502068458,-0.011360039824554208,0.3405553805350578,1.6534608805703925,1352,arvores,5.0,test,0.21551397710292966
1.403795804321848,1.8607568563105004,-1.360101405135612,2.8678400062055878,3.012298353056618,9,arvores,5.0,today,0.21551397710292966
0.13223939526493603,0.2170249422332115,-0.002520556870543898,0.3117935384839132,1.4067330717036448,1352,arvores_previsao_chuva,5.0,test,0.2168632753539562
1.289138238932335,1.753814724616401,-1.27701331519997,2.7391613237161474,2.8703797466672825,9,arvores_previsao_chuva,5.0,today,0.2168632753539562
0.20687736246870864,0.3089147410716801,-0.0037669444905125615,0.48949952183272316,1.9809859779406853,1351,linear_log,6.0,test,0.36161232799583215
1.7657938913260924,2.20905953929985,-1.7378212004576692,3.423570021207939,3.5020438574891006,8,linear_log,6.0,today,0.36161232799583215
0.1824560304953607,0.2932545545330057,-0.015894088139933735,0.4186289837437185,2.085911275742241,1351,arvores,6.0,test,0.3344640879414996
1.7005805542448231,2.154771028051001,-1.7005805542448231,3.251046960131024,3.5122257640204024,8,arvores,6.0,today,0.3344640879414996
0.1799025151271946,0.2864458017293706,-0.014335978443969105,0.4180204653031838,2.1414400426843248,1351,arvores_previsao_chuva,6.0,test,0.32405149145742884
1.6135851555992085,2.0446500371959213,-1.6135851555992085,3.042768020860029,3.32760427057963,8,arvores_previsao_chuva,6.0,today,0.32405149145742884
