model,lead_h,origin,time,forecast_m,lower_m,upper_m,validation_score,parameters,test_mae_m,today_mae_m,today_n,today_p90_abs_m
linear_log,1.0,2026-09-21T14:00:00-03:00,2026-09-21T15:00:00-03:00,8.916608323221386,8.26599121919048,9.567225427252291,0.18219049015735106,"(10.0, True)",0.04351517010178363,0.21457573273102898,13,0.650617104030905
arvores,1.0,2026-09-21T14:00:00-03:00,2026-09-21T15:00:00-03:00,8.830513041002146,8.215852633891048,9.445173448113243,0.2021862545062523,"(15, 'squared_error')",0.03407274805042492,0.18733641691278552,13,0.614660407111097
arvores_previsao_chuva,1.0,2026-09-21T14:00:00-03:00,2026-09-21T15:00:00-03:00,8.837434880166489,8.198224335317787,9.47664542501519,0.20482468327599507,"(15, 'squared_error')",0.03388842045968966,0.19191130000852924,13,0.639210544848702
linear_log,2.0,2026-09-21T14:00:00-03:00,2026-09-21T16:00:00-03:00,10.83221824384007,9.997203077914488,11.66723340976565,0.2256095756969633,"(10.0, True)",0.07291241232922001,0.3909026368384827,12,0.8350151659255812
arvores,2.0,2026-09-21T14:00:00-03:00,2026-09-21T16:00:00-03:00,9.476090453762048,8.495756832250198,10.456424075273898,0.14584976161949287,"(7, 'absolute_error')",0.05708414833888088,0.39610705371263405,12,0.9803336215118491
arvores_previsao_chuva,2.0,2026-09-21T14:00:00-03:00,2026-09-21T16:00:00-03:00,9.648158534980562,8.66059972604578,10.635717343915344,0.15283706652617754,"(15, 'absolute_error')",0.053448087862711484,0.3871001105799315,12,0.9875588089347824
linear_log,3.0,2026-09-21T14:00:00-03:00,2026-09-21T17:00:00-03:00,12.440634592964273,10.69422008849228,14.187049097436265,0.24609364111222212,"(10.0, False)",0.0978989021166658,0.6170834592475027,11,1.7464145044719919
arvores,3.0,2026-09-21T14:00:00-03:00,2026-09-21T17:00:00-03:00,10.359458226854516,8.53771793896589,12.18119851474314,0.17356989040189316,"(15, 'absolute_error')",0.07034727950563273,0.6823824577793463,11,1.821740287888626
arvores_previsao_chuva,3.0,2026-09-21T14:00:00-03:00,2026-09-21T17:00:00-03:00,10.314032995858254,8.526384642807631,12.101681348908876,0.18497112691441664,"(15, 'absolute_error')",0.07113071674602203,0.6550277198696739,11,1.7876483530506233
linear_log,4.0,2026-09-21T14:00:00-03:00,2026-09-21T18:00:00-03:00,14.32656901640727,11.899015495193312,16.754122537621225,0.2713010083660772,"(100.0, False)",0.12094783033234542,0.9650487248776208,10,2.4275535212139565
arvores,4.0,2026-09-21T14:00:00-03:00,2026-09-21T18:00:00-03:00,10.851297677954545,8.352286779595051,13.350308576314038,0.17848110150663102,"(15, 'absolute_error')",0.09528847628762725,1.0548656654671127,10,2.499010898359493
arvores_previsao_chuva,4.0,2026-09-21T14:00:00-03:00,2026-09-21T18:00:00-03:00,10.952522288334109,8.459461894820656,13.445582681847561,0.1724448157281332,"(15, 'absolute_error')",0.09355083222670464,1.042370356780836,10,2.493060393513453
linear_log,5.0,2026-09-21T14:00:00-03:00,2026-09-21T19:00:00-03:00,16.801392397943697,13.815010451235615,19.78777434465178,0.3077265267037325,"(10.0, False)",0.15508122882366385,1.4535479536676361,9,2.9863819467080814
arvores,5.0,2026-09-21T14:00:00-03:00,2026-09-21T19:00:00-03:00,10.926348265497593,8.058508259292005,13.794188271703181,0.21551397710292966,"(7, 'absolute_error')",0.14325477759604574,1.403795804321848,9,2.8678400062055878
arvores_previsao_chuva,5.0,2026-09-21T14:00:00-03:00,2026-09-21T19:00:00-03:00,11.185224958301008,8.44606363458486,13.924386282017156,0.2168632753539562,"(15, 'absolute_error')",0.13223939526493603,1.289138238932335,9,2.7391613237161474
linear_log,6.0,2026-09-21T14:00:00-03:00,2026-09-21T20:00:00-03:00,17.992394702358453,14.568824681150513,21.415964723566393,0.36161232799583215,"(100.0, False)",0.20687736246870864,1.7657938913260924,8,3.423570021207939
arvores,6.0,2026-09-21T14:00:00-03:00,2026-09-21T20:00:00-03:00,12.160317388929007,8.909270428797983,15.411364349060031,0.3344640879414996,"(15, 'squared_error')",0.1824560304953607,1.7005805542448231,8,3.251046960131024
arvores_previsao_chuva,6.0,2026-09-21T14:00:00-03:00,2026-09-21T20:00:00-03:00,12.030986356783183,8.988218335923154,15.073754377643212,0.32405149145742884,"(15, 'squared_error')",0.1799025151271946,1.6135851555992085,8,3.042768020860029
