origin,base_query,base_source,base_age_after_query_seconds,base_raw_cm,base_qc,base_finite,truth_source,truth_raw_cm,truth_qc,truth_finite,base_source_file,base_record_index,truth_source_file,truth_record_index
2020-07-04T00:00:00-03:00,2020-07-03T23:45:00-03:00,2020-07-03T23:45:00-03:00,0.0,384.00,Dado aprovado,True,2020-07-04T00:00:00-03:00,384.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1633,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1632
2020-07-04T01:00:00-03:00,2020-07-04T00:45:00-03:00,2020-07-04T00:45:00-03:00,0.0,382.00,Dado aprovado,True,2020-07-04T01:00:00-03:00,381.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1629,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1628
2020-07-04T02:00:00-03:00,2020-07-04T01:45:00-03:00,2020-07-04T01:45:00-03:00,0.0,377.00,Dado aprovado,True,2020-07-04T02:00:00-03:00,376.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1625,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1624
2020-07-04T03:00:00-03:00,2020-07-04T02:45:00-03:00,2020-07-04T02:45:00-03:00,0.0,374.00,Dado aprovado,True,2020-07-04T03:00:00-03:00,374.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1621,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1620
2020-07-04T04:00:00-03:00,2020-07-04T03:45:00-03:00,2020-07-04T03:45:00-03:00,0.0,371.00,Dado aprovado,True,2020-07-04T04:00:00-03:00,370.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1617,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1616
2020-07-04T05:00:00-03:00,2020-07-04T04:45:00-03:00,2020-07-04T04:45:00-03:00,0.0,368.00,Dado aprovado,True,2020-07-04T05:00:00-03:00,367.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1613,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1612
2020-07-04T06:00:00-03:00,2020-07-04T05:45:00-03:00,2020-07-04T05:45:00-03:00,0.0,364.00,Dado aprovado,True,2020-07-04T06:00:00-03:00,364.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1609,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1608
2020-07-04T07:00:00-03:00,2020-07-04T06:45:00-03:00,2020-07-04T06:45:00-03:00,0.0,363.00,Dado aprovado,True,2020-07-04T07:00:00-03:00,362.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1605,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1604
2020-07-04T08:00:00-03:00,2020-07-04T07:45:00-03:00,2020-07-04T07:45:00-03:00,0.0,360.00,Dado aprovado,True,2020-07-04T08:00:00-03:00,361.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1601,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1600
2020-07-04T09:00:00-03:00,2020-07-04T08:45:00-03:00,2020-07-04T08:45:00-03:00,0.0,358.00,Dado aprovado,True,2020-07-04T09:00:00-03:00,357.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1597,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1596
2020-07-04T10:00:00-03:00,2020-07-04T09:45:00-03:00,2020-07-04T09:45:00-03:00,0.0,,,False,2020-07-04T10:00:00-03:00,353.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1593,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1592
2020-07-04T11:00:00-03:00,2020-07-04T10:45:00-03:00,2020-07-04T10:45:00-03:00,0.0,352.00,Dado aprovado,True,2020-07-04T11:00:00-03:00,351.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1589,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1588
2020-07-04T12:00:00-03:00,2020-07-04T11:45:00-03:00,2020-07-04T11:45:00-03:00,0.0,350.00,Dado aprovado,True,2020-07-04T12:00:00-03:00,349.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1585,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1584
2020-07-04T13:00:00-03:00,2020-07-04T12:45:00-03:00,2020-07-04T12:45:00-03:00,0.0,349.00,Dado aprovado,True,2020-07-04T13:00:00-03:00,348.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1581,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1580
2020-07-04T14:00:00-03:00,2020-07-04T13:45:00-03:00,2020-07-04T13:45:00-03:00,0.0,346.00,Dado aprovado,True,2020-07-04T14:00:00-03:00,346.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1577,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1576
2020-07-04T15:00:00-03:00,2020-07-04T14:45:00-03:00,2020-07-04T14:45:00-03:00,0.0,344.00,Dado aprovado,True,2020-07-04T15:00:00-03:00,343.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1573,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1572
2020-07-04T16:00:00-03:00,2020-07-04T15:45:00-03:00,2020-07-04T15:45:00-03:00,0.0,342.00,Dado aprovado,True,2020-07-04T16:00:00-03:00,341.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1569,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1568
2020-07-04T17:00:00-03:00,2020-07-04T16:45:00-03:00,2020-07-04T16:45:00-03:00,0.0,338.00,Dado aprovado,True,2020-07-04T17:00:00-03:00,338.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1565,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1564
2020-07-04T18:00:00-03:00,2020-07-04T17:45:00-03:00,2020-07-04T17:45:00-03:00,0.0,336.00,Dado aprovado,True,2020-07-04T18:00:00-03:00,335.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1561,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1560
2020-07-04T19:00:00-03:00,2020-07-04T18:45:00-03:00,2020-07-04T18:45:00-03:00,0.0,333.00,Dado aprovado,True,2020-07-04T19:00:00-03:00,333.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1557,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1556
2020-07-04T20:00:00-03:00,2020-07-04T19:45:00-03:00,2020-07-04T19:45:00-03:00,0.0,331.00,Dado aprovado,True,2020-07-04T20:00:00-03:00,331.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1553,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1552
2020-07-04T21:00:00-03:00,2020-07-04T20:45:00-03:00,2020-07-04T20:45:00-03:00,0.0,330.00,Dado aprovado,True,2020-07-04T21:00:00-03:00,329.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1549,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1548
2020-07-04T22:00:00-03:00,2020-07-04T21:45:00-03:00,2020-07-04T21:45:00-03:00,0.0,327.00,Dado aprovado,True,2020-07-04T22:00:00-03:00,,,False,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1545,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1544
2020-07-04T23:00:00-03:00,2020-07-04T22:45:00-03:00,2020-07-04T22:45:00-03:00,0.0,,,False,2020-07-04T23:00:00-03:00,325.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1541,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1540
2020-07-05T00:00:00-03:00,2020-07-04T23:45:00-03:00,2020-07-04T23:45:00-03:00,0.0,324.00,Dado aprovado,True,2020-07-05T00:00:00-03:00,323.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1537,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1536
2020-07-05T01:00:00-03:00,2020-07-05T00:45:00-03:00,2020-07-05T00:45:00-03:00,0.0,322.00,Dado aprovado,True,2020-07-05T01:00:00-03:00,321.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1533,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1532
2020-07-05T02:00:00-03:00,2020-07-05T01:45:00-03:00,2020-07-05T01:45:00-03:00,0.0,320.00,Dado aprovado,True,2020-07-05T02:00:00-03:00,319.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1529,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1528
2020-07-05T03:00:00-03:00,2020-07-05T02:45:00-03:00,2020-07-05T02:45:00-03:00,0.0,318.00,Dado aprovado,True,2020-07-05T03:00:00-03:00,318.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1525,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1524
2020-07-05T04:00:00-03:00,2020-07-05T03:45:00-03:00,2020-07-05T03:45:00-03:00,0.0,317.00,Dado aprovado,True,2020-07-05T04:00:00-03:00,315.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1521,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1520
2020-07-05T05:00:00-03:00,2020-07-05T04:45:00-03:00,2020-07-05T04:45:00-03:00,0.0,316.00,Dado aprovado,True,2020-07-05T05:00:00-03:00,315.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1517,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1516
2020-07-05T06:00:00-03:00,2020-07-05T05:45:00-03:00,2020-07-05T05:45:00-03:00,0.0,315.00,Dado aprovado,True,2020-07-05T06:00:00-03:00,314.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1513,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1512
2020-07-05T07:00:00-03:00,2020-07-05T06:45:00-03:00,2020-07-05T06:45:00-03:00,0.0,314.00,Dado aprovado,True,2020-07-05T07:00:00-03:00,313.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1509,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1508
2020-07-05T08:00:00-03:00,2020-07-05T07:45:00-03:00,2020-07-05T07:45:00-03:00,0.0,310.00,Dado aprovado,True,2020-07-05T08:00:00-03:00,310.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1505,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1504
2020-07-05T09:00:00-03:00,2020-07-05T08:45:00-03:00,2020-07-05T08:45:00-03:00,0.0,308.00,Dado aprovado,True,2020-07-05T09:00:00-03:00,308.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1501,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1500
2020-07-05T10:00:00-03:00,2020-07-05T09:45:00-03:00,2020-07-05T09:45:00-03:00,0.0,306.00,Dado aprovado,True,2020-07-05T10:00:00-03:00,306.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1497,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1496
2020-07-05T11:00:00-03:00,2020-07-05T10:45:00-03:00,2020-07-05T10:45:00-03:00,0.0,304.00,Dado aprovado,True,2020-07-05T11:00:00-03:00,304.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1493,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1492
2020-07-05T12:00:00-03:00,2020-07-05T11:45:00-03:00,2020-07-05T11:45:00-03:00,0.0,304.00,Dado aprovado,True,2020-07-05T12:00:00-03:00,303.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1489,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1488
2020-07-05T13:00:00-03:00,2020-07-05T12:45:00-03:00,2020-07-05T12:45:00-03:00,0.0,303.00,Dado aprovado,True,2020-07-05T13:00:00-03:00,302.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1485,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1484
2020-07-05T14:00:00-03:00,2020-07-05T13:45:00-03:00,2020-07-05T13:45:00-03:00,0.0,302.00,Dado aprovado,True,2020-07-05T14:00:00-03:00,302.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1481,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1480
2020-07-05T15:00:00-03:00,2020-07-05T14:45:00-03:00,2020-07-05T14:45:00-03:00,0.0,304.00,Dado aprovado,True,2020-07-05T15:00:00-03:00,305.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1477,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1476
2020-07-05T16:00:00-03:00,2020-07-05T15:45:00-03:00,2020-07-05T15:45:00-03:00,0.0,305.00,Dado aprovado,True,2020-07-05T16:00:00-03:00,306.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1473,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1472
2020-07-05T17:00:00-03:00,2020-07-05T16:45:00-03:00,2020-07-05T16:45:00-03:00,0.0,308.00,Dado aprovado,True,2020-07-05T17:00:00-03:00,308.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1469,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1468
2020-07-05T18:00:00-03:00,2020-07-05T17:45:00-03:00,2020-07-05T17:45:00-03:00,0.0,311.00,Dado aprovado,True,2020-07-05T18:00:00-03:00,311.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1465,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1464
2020-07-05T19:00:00-03:00,2020-07-05T18:45:00-03:00,2020-07-05T18:45:00-03:00,0.0,318.00,Dado aprovado,True,2020-07-05T19:00:00-03:00,319.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1461,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1460
2020-07-05T20:00:00-03:00,2020-07-05T19:45:00-03:00,2020-07-05T19:45:00-03:00,0.0,324.00,Dado aprovado,True,2020-07-05T20:00:00-03:00,326.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1457,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1456
2020-07-05T21:00:00-03:00,2020-07-05T20:45:00-03:00,2020-07-05T20:45:00-03:00,0.0,333.00,Dado aprovado,True,2020-07-05T21:00:00-03:00,334.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1453,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1452
2020-07-05T22:00:00-03:00,2020-07-05T21:45:00-03:00,2020-07-05T21:45:00-03:00,0.0,341.00,Dado aprovado,True,2020-07-05T22:00:00-03:00,343.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1449,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1448
2020-07-05T23:00:00-03:00,2020-07-05T22:45:00-03:00,2020-07-05T22:45:00-03:00,0.0,348.00,Dado aprovado,True,2020-07-05T23:00:00-03:00,351.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1445,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1444
2020-07-06T00:00:00-03:00,2020-07-05T23:45:00-03:00,2020-07-05T23:45:00-03:00,0.0,355.00,Dado aprovado,True,2020-07-06T00:00:00-03:00,358.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1441,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1440
2020-07-06T01:00:00-03:00,2020-07-06T00:45:00-03:00,2020-07-06T00:45:00-03:00,0.0,363.00,Dado aprovado,True,2020-07-06T01:00:00-03:00,365.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1437,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1436
2020-07-06T02:00:00-03:00,2020-07-06T01:45:00-03:00,2020-07-06T01:45:00-03:00,0.0,372.00,Dado aprovado,True,2020-07-06T02:00:00-03:00,375.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1433,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1432
2020-07-06T03:00:00-03:00,2020-07-06T02:45:00-03:00,2020-07-06T02:45:00-03:00,0.0,388.00,Dado aprovado,True,2020-07-06T03:00:00-03:00,393.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1429,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1428
2020-07-06T04:00:00-03:00,2020-07-06T03:45:00-03:00,2020-07-06T03:45:00-03:00,0.0,417.00,Dado aprovado,True,2020-07-06T04:00:00-03:00,426.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1425,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1424
2020-07-06T05:00:00-03:00,2020-07-06T04:45:00-03:00,2020-07-06T04:45:00-03:00,0.0,462.00,Dado aprovado,True,2020-07-06T05:00:00-03:00,478.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1421,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1420
2020-07-06T06:00:00-03:00,2020-07-06T05:45:00-03:00,2020-07-06T05:45:00-03:00,0.0,522.00,Dado aprovado,True,2020-07-06T06:00:00-03:00,539.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1417,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1416
2020-07-06T07:00:00-03:00,2020-07-06T06:45:00-03:00,2020-07-06T06:45:00-03:00,0.0,584.00,Dado aprovado,True,2020-07-06T07:00:00-03:00,599.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1413,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1412
2020-07-06T08:00:00-03:00,2020-07-06T07:45:00-03:00,2020-07-06T07:45:00-03:00,0.0,634.00,Dado aprovado,True,2020-07-06T08:00:00-03:00,647.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1409,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1408
2020-07-06T09:00:00-03:00,2020-07-06T08:45:00-03:00,2020-07-06T08:45:00-03:00,0.0,684.00,Dado aprovado,True,2020-07-06T09:00:00-03:00,692.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1405,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1404
2020-07-06T10:00:00-03:00,2020-07-06T09:45:00-03:00,2020-07-06T09:45:00-03:00,0.0,726.00,Dado aprovado,True,2020-07-06T10:00:00-03:00,738.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1401,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1400
2020-07-06T11:00:00-03:00,2020-07-06T10:45:00-03:00,2020-07-06T10:45:00-03:00,0.0,769.00,Dado aprovado,True,2020-07-06T11:00:00-03:00,777.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1397,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1396
2020-07-06T12:00:00-03:00,2020-07-06T11:45:00-03:00,2020-07-06T11:45:00-03:00,0.0,800.00,Dado aprovado,True,2020-07-06T12:00:00-03:00,809.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1393,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1392
2020-07-06T13:00:00-03:00,2020-07-06T12:45:00-03:00,2020-07-06T12:45:00-03:00,0.0,822.00,Dado aprovado,True,2020-07-06T13:00:00-03:00,826.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1389,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1388
2020-07-06T14:00:00-03:00,2020-07-06T13:45:00-03:00,2020-07-06T13:45:00-03:00,0.0,839.00,Dado aprovado,True,2020-07-06T14:00:00-03:00,838.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1385,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1384
2020-07-06T15:00:00-03:00,2020-07-06T14:45:00-03:00,2020-07-06T14:45:00-03:00,0.0,844.00,Dado aprovado,True,2020-07-06T15:00:00-03:00,843.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1381,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1380
2020-07-06T16:00:00-03:00,2020-07-06T15:45:00-03:00,2020-07-06T15:45:00-03:00,0.0,845.00,Dado aprovado,True,2020-07-06T16:00:00-03:00,850.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1377,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1376
2020-07-06T17:00:00-03:00,2020-07-06T16:45:00-03:00,2020-07-06T16:45:00-03:00,0.0,846.00,Dado aprovado,True,2020-07-06T17:00:00-03:00,845.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1373,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1372
2020-07-06T18:00:00-03:00,2020-07-06T17:45:00-03:00,2020-07-06T17:45:00-03:00,0.0,843.00,Dado aprovado,True,2020-07-06T18:00:00-03:00,840.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1369,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1368
2020-07-06T19:00:00-03:00,2020-07-06T18:45:00-03:00,2020-07-06T18:45:00-03:00,0.0,837.00,Dado aprovado,True,2020-07-06T19:00:00-03:00,833.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1365,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1364
2020-07-06T20:00:00-03:00,2020-07-06T19:45:00-03:00,2020-07-06T19:45:00-03:00,0.0,823.00,Dado aprovado,True,2020-07-06T20:00:00-03:00,821.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1361,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1360
2020-07-06T21:00:00-03:00,2020-07-06T20:45:00-03:00,2020-07-06T20:45:00-03:00,0.0,812.00,Dado aprovado,True,2020-07-06T21:00:00-03:00,811.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1357,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1356
2020-07-06T22:00:00-03:00,2020-07-06T21:45:00-03:00,2020-07-06T21:45:00-03:00,0.0,797.00,Dado aprovado,True,2020-07-06T22:00:00-03:00,796.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1353,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1352
2020-07-06T23:00:00-03:00,2020-07-06T22:45:00-03:00,2020-07-06T22:45:00-03:00,0.0,787.00,Dado aprovado,True,2020-07-06T23:00:00-03:00,788.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1349,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1348
2020-07-07T00:00:00-03:00,2020-07-06T23:45:00-03:00,2020-07-06T23:45:00-03:00,0.0,776.00,Dado aprovado,True,2020-07-07T00:00:00-03:00,774.00,Dado aprovado,True,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1345,outputs/historico-cheias-mucum/raw/ana-86510000-2020-07-01--2020-07-20.xml,1344
