phase,horizon_h,input_column,median,mean,scale,standardized_coefficient,original_unit_coefficient
test,7,16,-0.007499999999999951,0.007333865814696487,0.11457703462364378,0.08509875518313643,0.7427208730149463
test,7,17,-0.0050000000000000044,0.003073254221816522,0.08896459596305001,0.05816855408510792,0.6538393554809969
test,7,19,0.0,-0.00023003194888178787,0.16210623614000924,0.010449572723242434,0.06446126300913718
test,7,20,0.0,0.0008589685075308095,0.13996642262347178,0.008315665319627923,0.05941185867126264
test,7,21,0.0,0.0011962574167047012,0.11368283971752068,0.016611975734582996,0.14612562261692674
test,7,22,0.0,0.0011891830214513914,0.0872225544216322,0.017879489814076024,0.20498700058297886
test,7,23,0.0,0.0014949794614331354,0.06317104187535272,0.016726890910960208,0.2647873204935456
validation,8,1,0.0,0.007954595066579358,0.15570398717115133,0.06605381762390436,0.4242268860546093
validation,8,2,-0.010000000000000009,0.006771447282252784,0.15076661388781265,0.046435890926279845,0.3079984999917381
validation,8,3,-0.010000000000000009,0.005642872735210655,0.1453043173060103,0.0027562221712101277,0.01896861856764748
validation,8,4,-0.007500000000000007,0.0037655533726260624,0.13590906559681637,-0.029679126466285878,-0.21837488423569223
validation,8,5,-0.006249999999999978,0.003982481990831697,0.12072699792996323,-0.07128307164522914,-0.5904484735600088
validation,8,7,0.0,0.011045623226369766,0.20641633626706668,0.16436500695063186,0.7962790635813449
validation,8,8,0.0,0.011595721458196899,0.19816514541754957,0.11862214947463903,0.598602489982246
validation,8,9,0.0,0.012635887360838241,0.18445081033171817,0.12938179261933064,0.7014433408378588
validation,8,10,-0.0024999999999999467,0.01539347304082078,0.1631746549661536,0.12700474676739804,0.7783362360640009
validation,8,11,-0.0012500000000000289,0.013715891726697228,0.12787229278025025,0.07220001034417946,0.5646259152344743
validation,8,13,0.0,0.015485701811831452,0.16135656383533284,0.1301417041980606,0.8065473204478527
validation,8,14,-0.009999999999999787,0.015647238594193404,0.15945799236436292,0.09246708611289606,0.5798836718175151
validation,8,15,-0.0050000000000000044,0.015328530888452303,0.1518446788551356,0.07687266118297278,0.5062585120701636
validation,8,16,-0.0050000000000000044,0.011993560358000437,0.13239067976662933,0.05607787969607261,0.4235787579225628
validation,8,17,-0.0050000000000000044,0.006805009823182712,0.10793073029759637,0.0004254861758271984,0.003942215295440042
validation,8,19,0.0,0.0036498581095830603,0.1565685952934945,0.02293002065464807,0.1464535120319932
validation,8,20,0.0,0.0036520410390744364,0.1291300474981198,0.02978186548436041,0.23063466684463235
validation,8,21,0.0,0.003721894782798515,0.10736778591603297,0.04740148306133853,0.4414870126725803
validation,8,22,0.0,0.0037459070072036666,0.08656318785329159,0.056599572077923585,0.6538526766579954
validation,8,23,0.0,0.0037068871425452966,0.06798762055576336,0.03791665694478688,0.5576994257901361
test,8,1,-0.019999999999999574,0.0015423819742489276,0.12875806220536734,0.05780382666224335,0.44893364867550617
test,8,2,-0.010000000000000009,0.0008353451359084433,0.12445817909599267,0.03665431581394954,0.29451110469548675
test,8,3,-0.010000000000000009,-3.207707439198666e-05,0.11960554694966061,-0.012855918143848316,-0.10748596926912675
test,8,4,-0.009999999999999981,-0.001003610067954221,0.11104468750633141,-0.019055900898442613,-0.17160569610640858
test,8,5,-0.006249999999999978,-0.00042069027181688046,0.09558027576238913,-0.0911375307175361,-0.953518181346352
test,8,7,0.0,0.008006080114449204,0.18432617484422306,0.16797592503282543,0.9112971892070376
test,8,8,0.0,0.008542560801144492,0.17812523215883752,0.0670935214315198,0.3766648925498173
test,8,9,0.0,0.009568580114449209,0.1655755620736205,0.11707415842940286,0.7070739000562638
test,8,10,0.0,0.01056419885550787,0.14357021394056282,0.13152953472273698,0.916133863094955
test,8,11,-0.0012499999999999734,0.007885930793991415,0.10637221108916758,0.05804904166283304,0.5457162267142576
test,8,13,0.0,0.010128755364806862,0.1430856982423902,0.12442215808635365,0.8695639020161182
test,8,14,-0.010000000000000009,0.009940092989985697,0.1405326126695848,0.06315051113198054,0.4493655240044369
test,8,15,-0.010000000000000009,0.00940584763948498,0.13309101287844233,0.05317000079420343,0.3995010605469345
test,8,16,-0.007499999999999951,0.006054631616595135,0.11291354135751729,0.07863300452908174,0.6964001268909515
test,8,17,-0.0050000000000000044,0.0022417069027181676,0.08867769478171256,0.045353378937688114,0.5114406621566921
test,8,19,0.0,-0.0006402002861230335,0.16189314333062607,0.018149582665720577,0.11210840862268401
test,8,20,0.0,0.0005668812589413442,0.1399840343098497,0.004152963629138312,0.029667409212866903
test,8,21,0.0,0.0007930972818311876,0.11338872269529184,0.02366430595325364,0.2087007013638071
test,8,22,0.0,0.0009205114449213157,0.08708282337640547,0.02032784793308228,0.2334311996892602
test,8,23,0.0,0.0014006616595135903,0.0629600596295556,0.0296598339638246,0.47108967396691065
validation,9,1,0.0,0.006311738293778068,0.15292912122404792,0.06519933184008948,0.4263369286257101
validation,9,2,-0.010000000000000009,0.004996792815907636,0.14772186718007269,0.05089533502283033,0.3445348748590417
validation,9,3,-0.010000000000000009,0.00383365405174257,0.1424444590026081,0.005488495244993741,0.03853077391303265
validation,9,4,-0.007500000000000007,0.0023364336112892863,0.13388198259021347,-0.028954838497359102,-0.21627136032175587
validation,9,5,-0.006249999999999978,0.0033889245242676924,0.11883528293407418,-0.07610946930012953,-0.6404618848961929
validation,9,7,0.0,0.010344237759247362,0.20376987201054386,0.19713756759764783,0.9674519871487536
validation,9,8,0.0,0.010932221509514641,0.1961865080221275,0.1299608971270826,0.6624354469494128
validation,9,9,0.0,0.011715843489416287,0.18290729670151917,0.12648638339769816,0.6915327364118634
validation,9,10,-0.0024999999999999467,0.013646033782339107,0.16035608211805646,0.12561638308143946,0.7833590183935704
validation,9,11,-0.0012500000000000289,0.011631387641650627,0.1253213045112403,0.05845701422964328,0.4664571156327228
validation,9,13,0.0,0.012931366260423321,0.15727766817538283,0.12708669644392126,0.8080403144215291
validation,9,14,-0.009999999999999787,0.012865084455847761,0.15420234719461146,0.09548149753313967,0.6191961359228664
validation,9,15,-0.0050000000000000044,0.012517639512508017,0.14695205662995758,0.07797511337176269,0.5306160060632096
validation,9,16,-0.0050000000000000044,0.009668056446440025,0.1297209352447002,0.052244878086534705,0.4027482378845183
validation,9,17,-0.0050000000000000044,0.005384594825742997,0.106292300083276,-0.007607559622103719,-0.07157206699020986
validation,9,19,0.0,0.0021466752191575816,0.15376289916585448,0.03279864397068025,0.21330661784220387
validation,9,20,0.0,0.002255719478298055,0.12749649587013245,0.03461263598689259,0.2714791159605588
validation,9,21,0.0,0.0026918965148599538,0.10662701284408058,0.05644687667980985,0.5293862706474901
validation,9,22,0.0,0.003267051528757751,0.08564053821583018,0.06122965657864173,0.7149611370298905
validation,9,23,0.0,0.0031922172332691902,0.06696243720881166,0.056818457323932946,0.8485123853355825
test,9,1,-0.019999999999999574,0.00046145732618440747,0.12733565529200194,0.05855450260830649,0.4598437293469078
test,9,2,-0.010000000000000009,-0.00024325393337434962,0.1230195608211141,0.04291116351133159,0.34881577551499976
test,9,3,-0.010000000000000009,-0.001049375933901731,0.11837349115136811,-0.011331513113948938,-0.09572677973532906
test,9,4,-0.009999999999999981,-0.0017170058011778157,0.11026610994423901,-0.011763212004592113,-0.10668021217526136
test,9,5,-0.006249999999999978,-0.0003292827634701591,0.09507595586779591,-0.1039393041856906,-1.093223867559315
test,9,7,0.0,0.008044299903313696,0.18296374088918835,0.20586767609684842,1.1251829192841647
test,9,8,0.0,0.00864199701151446,0.17718376396766572,0.07168200533818171,0.40456305777126944
test,9,9,0.0,0.009362749406697722,0.16468138802450316,0.11319037386987285,0.6873294865175117
test,9,10,0.0,0.00976751340423662,0.1416123293413321,0.13215345046370697,0.9332058238034758
test,9,11,-0.0012499999999999734,0.006763426210776126,0.10476141369968082,0.04306222360231281,0.4110504247848271
test,9,13,0.0,0.008506636195833691,0.13995727815020362,0.12121406863017907,0.866079065213678
test,9,14,-0.010000000000000009,0.008129559637865871,0.1368828883192689,0.06779953394761672,0.49531051528865666
test,9,15,-0.010000000000000009,0.007487035246550059,0.1296746472410559,0.0549013848780296,0.42337793891177394
test,9,16,-0.007499999999999951,0.004532389909466469,0.11121691463976188,0.07377154246434774,0.6633122551843673
test,9,17,-0.0050000000000000044,0.0014153555418827456,0.08790145407847476,0.030905456226791934,0.351592093109186
test,9,19,0.0,-0.0011901204183879753,0.16136892572554323,0.023730657643188064,0.147058410015998
test,9,20,0.0,-0.0001283290849960449,0.13909740960633565,0.007588756508417681,0.05455713754767167
test,9,21,0.0,0.0002799507778852078,0.11285774751825542,0.02877952983918367,0.25500712597979514
test,9,22,0.0,0.000661202425947086,0.0865459806349407,0.018348908420386018,0.21201340935500498
test,9,23,0.0,0.0012192361782543725,0.06235074371609174,0.047297127521661715,0.7585655711987133
validation,10,1,0.0,0.0051699538396978596,0.15089592026666643,0.06969832414541559,0.46189667700918124
validation,10,2,-0.010000000000000009,0.003990767939571969,0.14645374079977846,0.052432202883575335,0.35801204255517827
validation,10,3,-0.010000000000000009,0.00297524129248846,0.14178391137152604,0.0064112069081068155,0.0452181551918616
validation,10,4,-0.007500000000000007,0.0020667226185480474,0.13346700968240902,-0.029218583218028515,-0.2189198910468999
validation,10,5,-0.006249999999999978,0.004009913973982375,0.11870359726293418,-0.08600701450805626,-0.7245527220000467
validation,10,7,0.0,0.01165337809483842,0.20347483447056208,0.20902611458615836,1.0272823916040557
validation,10,8,0.0,0.011737305916911453,0.1951122292936415,0.13448743456909915,0.6892824455749373
validation,10,9,0.0,0.011510700797314309,0.18073962311187494,0.13653168743732652,0.7554054008003303
validation,10,10,-0.0024999999999999467,0.012653692824171213,0.15751370006825252,0.11847796020397527,0.7521755895051503
validation,10,11,-0.0012500000000000289,0.010378199748216532,0.12393378111448532,0.042037428438453615,0.33919265643659363
validation,10,13,0.0,0.011682752832563963,0.1547371333213553,0.1305304844302973,0.8435627675692682
validation,10,14,-0.009999999999999787,0.011827528325639942,0.15244598406914167,0.09375287399977826,0.6149907757311388
validation,10,15,-0.0050000000000000044,0.01129773394880403,0.14486898339203055,0.0734355472295748,0.506910074952694
validation,10,16,-0.0050000000000000044,0.008424779689467058,0.12845520901278218,0.04910157566856766,0.38224666828171766
validation,10,17,-0.0050000000000000044,0.005258340327318505,0.10582853051297395,-0.015849852124915964,-0.1497691789547514
validation,10,19,0.0,0.0021317666806546396,0.1520567768174333,0.04032716263220634,0.26521121568047623
validation,10,20,0.0,0.0022555602182123386,0.12654919372384688,0.04510477533903791,0.35642088275540224
validation,10,21,0.0,0.0028787242971044912,0.10566214487287452,0.06087424167330097,0.5761215783243915
validation,10,22,0.0,0.003399601342845154,0.08453580167256669,0.07090359207142923,0.8387403995535616
validation,10,23,0.0,0.003361046999580362,0.0666190353419032,0.07441835213713914,1.1170733973436897
test,10,1,-0.019999999999999574,-0.0003669963560645516,0.12638342474703992,0.06366127327080273,0.503715367725021
test,10,2,-0.010000000000000009,-0.0009801752559430836,0.12253740579167759,0.04377647499546137,0.35724989208507096
test,10,3,-0.010000000000000009,-0.001612332986291862,0.11834311059168384,-0.010447073541906231,-0.08827783459192227
test,10,4,-0.009999999999999981,-0.0018052121290994278,0.11049686713783459,-0.003796832312482134,-0.034361447621369556
test,10,5,-0.006249999999999978,0.00040452021516571273,0.09549748678131206,-0.12232038067619257,-1.280875390535717
test,10,7,0.0,0.009427381572097859,0.18242396382706183,0.22547449583888987,1.2359916488419251
test,10,8,0.0,0.009702411938226616,0.17612864012426796,0.07403295804122008,0.42033458038957183
test,10,9,0.0,0.009703279541905257,0.16288908762912185,0.11741748286560925,0.720843149007957
test,10,10,0.0,0.00933389727572445,0.13929606147403148,0.1198761053624888,0.8605850308613134
test,10,11,-0.0012499999999999734,0.00590133177164671,0.1035698617314488,0.028224608168344104,0.2725175808530963
test,10,13,0.0,0.007195904910636811,0.13746912061465805,0.12511451891422057,0.910128168091881
test,10,14,-0.010000000000000009,0.006808086066284923,0.13478843438747876,0.07179903927204469,0.5326795254972893
test,10,15,-0.009999999999999898,0.006103158077390251,0.12779088050316798,0.05205210787495043,0.4073225543951084
test,10,16,-0.007499999999999951,0.0033381051535658524,0.1102965539408563,0.06910033797471231,0.6264958922630129
test,10,17,-0.0050000000000000044,0.0012338408814853365,0.08790311990908226,0.013003031699630798,0.14792457552223137
test,10,19,0.0,-0.0012337324310255063,0.16041797963631735,0.02995701167853788,0.18674347941828742
test,10,20,0.0,-0.0002576782925559597,0.1380337540467701,0.011763760902349669,0.08522379894387096
test,10,21,0.0,0.00030322748568454005,0.11213481234281424,0.027083307798285928,0.2415245295590087
test,10,22,0.0,0.0006463647405865003,0.08596998227315186,0.02344651827222784,0.272729127682397
test,10,23,0.0,0.0013263491237202848,0.0620797023205029,0.06593237221119079,1.0620600574209822
validation,11,1,0.0,0.0048780487804878075,0.15154003290454948,0.07512545891080517,0.49574661870454023
validation,11,2,-0.010000000000000009,0.003941711451012817,0.14729960887675067,0.057379540308297186,0.3895430595223651
validation,11,3,-0.010000000000000009,0.00329681686647375,0.1428947725904885,0.009652643823263385,0.06755071335552756
validation,11,4,-0.007500000000000007,0.0029536998759818094,0.13436157020482686,-0.028229490346896292,-0.21010092620875134
validation,11,5,-0.006249999999999978,0.005842031831335263,0.11929760714252062,-0.09601552781032724,-0.8048403493594041
validation,11,7,0.0,0.011091360066143021,0.20107793310983377,0.22269866687165432,1.107524149604277
validation,11,8,0.0,0.010944605208763952,0.19268966280032385,0.14368888593036622,0.7457010606701042
validation,11,9,0.0,0.01125051674245556,0.17823968398486698,0.13761348485366548,0.7720698431295986
validation,11,10,-0.0024999999999999467,0.012620400992145514,0.1554902956503287,0.10569698925630987,0.6797658259908673
validation,11,11,-0.0012500000000000289,0.010235117817279867,0.12333714766989616,0.021931467349162348,0.1778172088741706
validation,11,13,0.0,0.01210830921868538,0.15286859861573474,0.1381392836043066,0.9036472163360825
validation,11,14,-0.009999999999999787,0.011976023150062005,0.15106820228001946,0.09838911163000552,0.6512893523921852
validation,11,15,-0.0050000000000000044,0.01101178172798677,0.14419927756818599,0.07271555417006575,0.5042712792765659
validation,11,16,-0.0050000000000000044,0.007938714344770566,0.12795208785979825,0.04450862431029028,0.34785383384333673
validation,11,17,-0.0049999999999999906,0.0058291132699462575,0.10627054688560236,-0.028406875564356775,-0.26730713633134945
validation,11,19,0.0,0.0028152128978916908,0.15212458232992968,0.04754951479525273,0.31256956677867326
validation,11,20,0.0,0.0032637453493179,0.1259424705283695,0.044266119190460564,0.3514788855955409
validation,11,21,0.0,0.003864200082678793,0.10448211203905601,0.06388078338045673,0.611404020590412
validation,11,22,0.0,0.004273460107482432,0.08410055782473715,0.0822694853535852,0.978227582331049
validation,11,23,0.0,0.0039034725093013652,0.06680607732907813,0.08861321647765394,1.3264244814308832
test,11,1,-0.019999999999999574,-0.0006212941479762833,0.12668905517235834,0.07070741273926402,0.5581177682876217
test,11,2,-0.010000000000000009,-0.0010430093666752584,0.12308762154786965,0.04800152747100546,0.3899785117899717
test,11,3,-0.010000000000000009,-0.0013915742889060747,0.11926469268276708,-0.009171125689382508,-0.07689723993820069
test,11,4,-0.009999999999999981,-0.0010822699149265283,0.11147351558408322,0.003589494755855293,0.03220042659503079
test,11,5,-0.006249999999999978,0.001743361691157515,0.09623608675076033,-0.1335273149547583,-1.387497345985999
test,11,7,0.0,0.00864483973532697,0.18038998197762593,0.23947842832928576,1.3275594670162374
test,11,8,0.0,0.008809830712382916,0.17372143478656407,0.07806578716789359,0.4493733733192223
test,11,9,0.0,0.009034974649823837,0.1602081476613035,0.11577517452563038,0.7226547227197895
test,11,10,0.0,0.008846137320615278,0.13716884399929713,0.10555023915584662,0.7694913515228536
test,11,11,-0.0012499999999999734,0.0055259087393658155,0.10285621966564684,0.012686005845172646,0.12333727494954465
test,11,13,0.0,0.00698461802870155,0.13542859068500687,0.1281681406520689,0.946389089658143
test,11,14,-0.010000000000000009,0.006420039529088252,0.1329850629572093,0.07890876820458038,0.593365649117833
test,11,15,-0.009999999999999898,0.005543095299475811,0.1265189290660596,0.05623965590073917,0.4445157441332327
test,11,16,-0.007499999999999951,0.00281795136203489,0.10971479665774798,0.06571891186532976,0.5989977092181826
test,11,17,-0.0050000000000000044,0.0016162885623442463,0.088335212661259,-0.01744793929338884,-0.1975196387458401
test,11,19,0.0,-0.0007888631090487226,0.16006968659362672,0.03888393707414239,0.24291880556284276
test,11,20,0.0,0.00041161811463435495,0.1377700004715267,0.0056257225513328705,0.040834162241986445
test,11,21,0.0,0.0007579273008507344,0.11133130993757379,0.02633974868351031,0.236588868830158
test,11,22,0.0,0.0010760934948869988,0.08546977451327568,0.031673584287361035,0.3705822844126177
test,11,23,0.0,0.001572785082065825,0.06206054905695835,0.08096261435609181,1.304574574127364
validation,12,1,0.0,0.0042778569973518045,0.15099626037215338,0.08314082823633785,0.5506151478945542
validation,12,2,-0.010000000000000009,0.0033285801588918322,0.14666233774189485,0.06327205545757851,0.43141311144875144
validation,12,3,-0.010000000000000009,0.0029364432674679154,0.14241088758407877,0.01120713509070852,0.07869577446522041
validation,12,4,-0.007500000000000007,0.00329038500712976,0.13435860536354105,-0.03682730855579621,-0.27409713323646556
validation,12,5,-0.006249999999999978,0.006572367080871868,0.1184922776484316,-0.09954937390522756,-0.8401338541283853
validation,12,7,0.0,0.010099816663271524,0.19818223180555164,0.23099717623645197,1.1655796492548183
validation,12,8,0.0,0.009944998981462614,0.18874573145029225,0.14628245747219093,0.7750239242401921
validation,12,9,0.0,0.010162965980851495,0.17354078036598106,0.13431125630546006,0.773946365933185
validation,12,10,-0.0024999999999999467,0.011467203096353637,0.15252858814533424,0.09599497951100712,0.6293572941194471
validation,12,11,-0.0012500000000000289,0.009322163373395802,0.12179096157838985,0.008299778872522085,0.06814774072688468
validation,12,13,0.0,0.010812792829496822,0.15080989812712134,0.14398724305878632,0.9547598986998583
validation,12,14,-0.009999999999999787,0.010592788755347315,0.14909366641746383,0.10123785447712205,0.6790218317769113
validation,12,15,-0.0050000000000000044,0.009771847626807901,0.1426144685175537,0.07111687685669738,0.4986652307857808
validation,12,16,-0.0050000000000000044,0.007038602566714197,0.1272283292200451,0.0356683953474346,0.28034947535737165
validation,12,17,-0.004999999999999977,0.00577892646160114,0.10578268562100988,-0.04274195959904869,-0.40405440028419504
validation,12,19,0.0,0.003520065186392341,0.15050723856335688,0.05397070047701788,0.3585920583766382
validation,12,20,0.0,0.004198411081686698,0.12425190338799688,0.041464947943432015,0.33371680282394495
validation,12,21,0.0,0.00464962314116928,0.10314404343257473,0.07059364234234176,0.6844180235040799
validation,12,22,0.0,0.0045813811366877165,0.08348055951608578,0.0876536262957429,1.049988485988202
validation,12,23,0.0,0.004064728050519455,0.06651040625637045,0.1118935729254635,1.682346857034063
test,12,1,-0.019999999999999574,-0.0006375010639203345,0.12662914862526123,0.07719236934618576,0.6095940009406859
test,12,2,-0.010000000000000009,-0.0010271086901012846,0.12306670290615244,0.05239486419477468,0.42574362485951767
test,12,3,-0.010000000000000009,-0.0011450974551025618,0.11951805001111289,-0.0034696245692844557,-0.029030130335642584
test,12,4,-0.009999999999999981,-0.00015527917269554862,0.11222610722443878,0.003811875610124216,0.03396603254268565
test,12,5,-0.006249999999999978,0.002970997531704826,0.0961206889853971,-0.13607811146029936,-1.415700541648975
test,12,7,0.0,0.00724316963145799,0.17694257150765788,0.24789498697762669,1.4009912078558102
test,12,8,0.0,0.007278066218401566,0.16991823434492212,0.07882655413734942,0.46390874082022904
test,12,9,0.0,0.007337645757085711,0.15672717451416207,0.10951919630053016,0.6987888133632745
test,12,10,0.0,0.007417014213975657,0.1348495113883117,0.09441145001467899,0.7001245243137177
test,12,11,-0.0012499999999999734,0.004659119925100007,0.10184750211122856,-0.0005336874731809111,-0.005240064430819975
test,12,13,0.0,0.005796237977700225,0.13351990966685995,0.13497545400505548,1.0109013280628125
test,12,14,-0.010000000000000009,0.005357902800238319,0.13143142997906318,0.08444942396260254,0.6425359898774228
test,12,15,-0.009999999999999898,0.004700400034045452,0.12553019582086244,0.055103598546028476,0.43896688112128757
test,12,16,-0.007499999999999951,0.0023282832581496314,0.10954298562749229,0.06209143612933185,0.5668225653487082
test,12,17,-0.0050000000000000044,0.002001021363520299,0.08829791328308703,-0.052476468223512235,-0.594311533221293
test,12,19,0.0,-0.000497063579879138,0.15969060464453336,0.04572707920683501,0.28634796210222985
test,12,20,0.0,0.000696229466337562,0.13724050633353319,-5.294902941472621e-05,-0.00038581196491686734
test,12,21,0.0,0.0010851987403183248,0.11114614384687402,0.031238719231095568,0.28105985641870884
test,12,22,0.0,0.0015111924419099507,0.08512279099154726,0.03539958328833386,0.41586492731246394
test,12,23,0.0,0.0018552642778108786,0.06195620558503312,0.09703942481229254,1.5662583577541511
