source,lead_h,phase,family,subset,training_rows,features,high_flow_threshold_m3_s,n,mae_m3_s,bias_m3_s,p90_absolute_m3_s
julho,1,test,slopes_only,all,10941,71,1365.0,1967,75.56933962265903,2.031000259326668,213.2010559771108
julho,1,test,slopes_only,high_flow,10941,71,1365.0,271,175.89138227347357,-14.151371701456522,296.63915669053574
julho,2,validation,reference,all,4388,53,1365.0,6550,50.73125755358937,7.403141759834866,131.6044505106201
julho,2,validation,reference,high_flow,4388,53,1365.0,28,194.14880946731859,-37.263975198973924,377.98481916438396
julho,2,validation,level_and_slopes,all,4388,77,1365.0,6550,48.20926978366676,-5.897977869533323,105.67082099166964
julho,2,validation,level_and_slopes,high_flow,4388,77,1365.0,28,153.23521420507333,-38.728089808652975,278.43836302917254
julho,2,validation,slopes_only,all,4388,71,1365.0,6550,47.6950495124595,5.3630449317631115,104.52484799789232
julho,2,validation,slopes_only,high_flow,4388,71,1365.0,28,155.55602384556258,-43.93148088902295,279.86370374278084
julho,2,test,reference,all,10940,53,1365.0,1966,112.58509742011988,0.8834314062341448,274.5913158415694
julho,2,test,reference,high_flow,10940,53,1365.0,271,272.26070418556196,-47.591908273130954,413.8061800724522
julho,2,test,level_and_slopes,all,10940,77,1365.0,1966,100.11850664597756,18.21710000025791,238.34541649577608
julho,2,test,level_and_slopes,high_flow,10940,77,1365.0,271,232.45900834111026,-18.032878138352547,385.4825063655487
julho,2,test,slopes_only,all,10940,71,1365.0,1966,101.20718732985891,3.0183563223651624,237.9736978730445
julho,2,test,slopes_only,high_flow,10940,71,1365.0,271,235.07049636642503,-19.55484760611358,372.80116500074456
julho,3,validation,reference,all,4387,53,1365.0,6549,62.258473961999805,9.431748995031851,153.3111545784509
julho,3,validation,reference,high_flow,4387,53,1365.0,28,196.33987732450512,-50.690097039080094,361.9354173233189
julho,3,validation,level_and_slopes,all,4387,77,1365.0,6549,56.500391197667646,-9.501238052369041,126.06372991153214
julho,3,validation,level_and_slopes,high_flow,4387,77,1365.0,28,141.4675194411431,-43.57380762952853,305.1300332218847
julho,3,validation,slopes_only,all,4387,71,1365.0,6549,56.34802388958014,7.414408028923694,125.70609209203141
julho,3,validation,slopes_only,high_flow,4387,71,1365.0,28,144.3563153547763,-50.080625940318,300.0749079572876
julho,3,test,reference,all,10939,53,1365.0,1965,137.4355404298288,0.10826204036310705,293.7639553348943
julho,3,test,reference,high_flow,10939,53,1365.0,271,327.1096898861756,-69.41800965759751,503.930195517496
julho,3,test,level_and_slopes,all,10939,77,1365.0,1965,119.3923207153918,23.678363810179075,253.7025967782966
julho,3,test,level_and_slopes,high_flow,10939,77,1365.0,271,285.12194358787775,-30.229169229626915,461.46469742480446
julho,3,test,slopes_only,all,10939,71,1365.0,1965,121.15163132455802,3.0056148606963053,246.77756333845855
julho,3,test,slopes_only,high_flow,10939,71,1365.0,271,287.52156585277135,-31.692234711461204,465.4902420118829
julho,4,validation,reference,all,4386,53,1365.0,6548,72.54406281796274,10.785714175781152,178.9509505942402
julho,4,validation,reference,high_flow,4386,53,1365.0,28,187.17176800525593,-45.14931161572482,393.6792255460551
julho,4,validation,level_and_slopes,all,4386,77,1365.0,6548,63.74359018911595,-12.87224408772146,140.49443102592534
julho,4,validation,level_and_slopes,high_flow,4386,77,1365.0,28,142.4185306166479,-34.66569563835795,342.89005787254047
julho,4,validation,slopes_only,all,4386,71,1365.0,6548,63.36130716461741,9.888559717753676,142.1358351631858
julho,4,validation,slopes_only,high_flow,4386,71,1365.0,28,145.91871215026563,-43.2211210516239,338.0789592563797
julho,4,test,reference,all,10938,53,1365.0,1964,157.13028339741757,-1.3534284160327592,302.8101859990651
julho,4,test,reference,high_flow,10938,53,1365.0,271,371.3305699661136,-96.33018657736193,581.0472187539508
julho,4,test,level_and_slopes,all,10938,77,1365.0,1964,132.21360630967308,28.230788760361357,259.8140645961525
julho,4,test,level_and_slopes,high_flow,10938,77,1365.0,271,325.3143780783397,-48.17553029232838,548.0700512329246
julho,4,test,slopes_only,all,10938,71,1365.0,1964,134.90007376563577,2.1574541964228358,248.36713013461107
julho,4,test,slopes_only,high_flow,10938,71,1365.0,271,329.1426683095826,-49.35878404747997,544.5562408293272
julho,5,validation,reference,all,4385,53,1365.0,6547,82.2980756660968,11.926459803789236,202.3472637596212
julho,5,validation,reference,high_flow,4385,53,1365.0,28,187.2286876665864,-32.17342254811297,376.372757602331
julho,5,validation,level_and_slopes,all,4385,77,1365.0,6547,70.35785882716183,-15.295881094428033,151.80923846670873
julho,5,validation,level_and_slopes,high_flow,4385,77,1365.0,28,176.75614951789285,-17.15996068043115,300.7125937602195
julho,5,validation,slopes_only,all,4385,71,1365.0,6547,69.72598735133022,12.886627308208453,157.1403554193122
julho,5,validation,slopes_only,high_flow,4385,71,1365.0,28,179.23257191774601,-27.658170388522812,307.8552016321262
julho,5,test,reference,all,10937,53,1365.0,1963,174.26374657489214,-3.745332697259744,313.2951622065503
julho,5,test,reference,high_flow,10937,53,1365.0,271,417.1736217100644,-127.08265808532765,677.1222484108807
julho,5,test,level_and_slopes,all,10937,77,1365.0,1963,142.95815257997202,31.531742301858266,267.7565216809251
julho,5,test,level_and_slopes,high_flow,10937,77,1365.0,271,365.4908734155909,-69.56382146335488,659.9313127081459
julho,5,test,slopes_only,all,10937,71,1365.0,1963,146.4754058092147,0.3110000863126009,253.17782181514042
julho,5,test,slopes_only,high_flow,10937,71,1365.0,271,371.53260314447425,-70.4787350835503,664.9750084468253
julho,6,validation,reference,all,4384,53,1365.0,6546,91.87482486016397,15.349135477783468,227.2742125382864
julho,6,validation,reference,high_flow,4384,53,1365.0,28,249.41506111704535,-32.00870825004625,498.2794908369593
julho,6,validation,level_and_slopes,all,4384,77,1365.0,6546,76.64271768026224,-16.79367323373782,165.47735506245334
julho,6,validation,level_and_slopes,high_flow,4384,77,1365.0,28,243.20899970874362,-9.950033304002128,477.97721084373944
julho,6,validation,slopes_only,all,4384,71,1365.0,6546,75.93537742431714,16.703616068756002,176.36491515192742
julho,6,validation,slopes_only,high_flow,4384,71,1365.0,28,246.39889065277288,-23.23517338919003,499.56927928098304
julho,6,test,reference,all,10936,53,1365.0,1962,189.36545227364064,-7.081513902982244,318.4865133693754
julho,6,test,reference,high_flow,10936,53,1365.0,271,459.587434411649,-158.8047786547275,828.6420168803232
julho,6,test,level_and_slopes,all,10936,77,1365.0,1962,152.18779693354395,33.641187682604354,270.99286244014115
julho,6,test,level_and_slopes,high_flow,10936,77,1365.0,271,402.8494100063365,-92.62333292657841,872.262180666774
julho,6,test,slopes_only,all,10936,71,1365.0,1962,155.84651423703116,-2.637805050255784,254.32104717755666
julho,6,test,slopes_only,high_flow,10936,71,1365.0,271,410.7703670954485,-93.17800981548426,828.2691255417802
julho,7,validation,reference,all,4383,53,1365.0,6545,100.23852490380028,19.501065528908693,248.721122462456
julho,7,validation,reference,high_flow,4383,53,1365.0,28,291.31094075350325,-6.630618170692442,540.5360880042381
julho,7,validation,level_and_slopes,all,4383,77,1365.0,6545,82.61654924679529,-16.95930046457202,176.07431911643363
julho,7,validation,level_and_slopes,high_flow,4383,77,1365.0,28,286.28266700247883,22.05393589993313,494.36933069329
julho,7,validation,slopes_only,all,4383,71,1365.0,6545,82.13397266239312,21.30310519915271,184.9126117641344
julho,7,validation,slopes_only,high_flow,4383,71,1365.0,28,292.2344879020127,5.051453343650256,506.16934090165444
julho,7,test,reference,all,10935,53,1365.0,1961,204.91709209019484,-10.649045829958288,333.3483510253945
julho,7,test,reference,high_flow,10935,53,1365.0,271,515.0257555348941,-188.6805832214149,917.1653741544148
julho,7,test,level_and_slopes,all,10935,77,1365.0,1961,164.02947536205133,34.749537016949056,283.5442741320513
julho,7,test,level_and_slopes,high_flow,10935,77,1365.0,271,459.8985836314835,-115.9571412361573,1032.2415811900046
julho,7,test,slopes_only,all,10935,71,1365.0,1961,167.73827333850818,-6.002232862746461,263.3981849027301
julho,7,test,slopes_only,high_flow,10935,71,1365.0,271,470.5729085760881,-116.14506497555415,1021.5829504342206
julho,8,validation,reference,all,4382,53,1365.0,6544,107.78930567842053,24.585396474842938,259.81823532397084
julho,8,validation,reference,high_flow,4382,53,1365.0,28,338.5975769324695,13.980643559379681,644.5253317930024
julho,8,validation,level_and_slopes,all,4382,77,1365.0,6544,88.55202713787146,-16.334326811891774,186.78120541753938
julho,8,validation,level_and_slopes,high_flow,4382,77,1365.0,28,335.8683333328503,44.809549145371875,565.0503062082297
julho,8,validation,slopes_only,all,4382,71,1365.0,6544,88.09607880015697,26.685524234111625,196.71483080206977
julho,8,validation,slopes_only,high_flow,4382,71,1365.0,28,344.34559627277025,23.110941316227507,611.4368079122835
julho,8,test,reference,all,10934,53,1365.0,1960,217.52222879116616,-14.806456885318738,342.7395072706678
julho,8,test,reference,high_flow,10934,53,1365.0,271,563.6511925148726,-219.22150021677794,1051.004174200099
julho,8,test,level_and_slopes,all,10934,77,1365.0,1960,176.66396616251453,34.50914096385976,293.8210771519533
julho,8,test,level_and_slopes,high_flow,10934,77,1365.0,271,520.432462475439,-142.1650421958084,1395.53992835953
julho,8,test,slopes_only,all,10934,71,1365.0,1960,179.847914142116,-10.159741528948365,278.1625130278218
julho,8,test,slopes_only,high_flow,10934,71,1365.0,271,535.3431291226345,-141.66249422230553,1307.387773944912
julho,9,validation,reference,all,4381,53,1365.0,6543,114.44567881747525,28.152701837843924,270.11532438716193
julho,9,validation,reference,high_flow,4381,53,1365.0,28,405.53230004188197,79.14267451226247,688.5488129137475
julho,9,validation,level_and_slopes,all,4381,77,1365.0,6543,94.53446463701265,-17.081590589142223,193.98185563853636
julho,9,validation,level_and_slopes,high_flow,4381,77,1365.0,28,399.69403465811143,105.45039687545918,735.4086261506632
julho,9,validation,slopes_only,all,4381,71,1365.0,6543,93.37968257700928,30.307294379197664,203.37606418272594
julho,9,validation,slopes_only,high_flow,4381,71,1365.0,28,407.5250166255282,80.56511565682172,786.0717397764871
julho,9,test,reference,all,10933,53,1365.0,1959,227.0794091187324,-19.03485476938394,353.3912639949295
julho,9,test,reference,high_flow,10933,53,1365.0,271,609.4159283509719,-251.82754349432628,1276.735687892665
julho,9,test,level_and_slopes,all,10933,77,1365.0,1959,188.51439374762003,33.532865757888445,307.47095708375576
julho,9,test,level_and_slopes,high_flow,10933,77,1365.0,271,573.5254903966777,-172.282422718387,1376.9938949869615
julho,9,test,slopes_only,all,10933,71,1365.0,1959,190.97381689324865,-14.426223562379723,294.04583091695065
julho,9,test,slopes_only,high_flow,10933,71,1365.0,271,592.6392750510003,-170.96896808179497,1344.9124076198843
julho,10,validation,reference,all,4380,53,1365.0,6542,120.16983043432101,31.681445169777884,275.9360092829522
julho,10,validation,reference,high_flow,4380,53,1365.0,28,497.4095309754929,149.65107676226634,937.0762193087589
julho,10,validation,level_and_slopes,all,4380,77,1365.0,6542,100.3829122965039,-16.773148396376374,197.19155316103047
julho,10,validation,level_and_slopes,high_flow,4380,77,1365.0,28,492.462698136707,161.9421010993392,838.9417808682326
julho,10,validation,slopes_only,all,4380,71,1365.0,6542,98.92672900904886,34.00241486329642,210.8063884793944
julho,10,validation,slopes_only,high_flow,4380,71,1365.0,28,498.92507730247416,135.29976928439308,866.7974675849166
julho,10,test,reference,all,10932,53,1365.0,1958,236.38021489261175,-24.084292347128102,367.3417451802262
julho,10,test,reference,high_flow,10932,53,1365.0,271,665.3661568404963,-291.90578160156076,1570.6415899377957
julho,10,test,level_and_slopes,all,10932,77,1365.0,1958,200.63648319571848,31.502920217939167,323.66086071054707
julho,10,test,level_and_slopes,high_flow,10932,77,1365.0,271,625.6645976040561,-206.74172017135015,1560.6618978439683
julho,10,test,slopes_only,all,10932,71,1365.0,1958,201.90230344345966,-19.04620053533064,311.53580279991445
julho,10,test,slopes_only,high_flow,10932,71,1365.0,271,650.2780222230549,-204.6256558658051,1578.482567474748
julho,11,validation,reference,all,4379,53,1365.0,6541,124.46143481185847,36.62644026393301,281.50885098042505
julho,11,validation,reference,high_flow,4379,53,1365.0,28,608.8678821200199,235.35442457711522,1154.9681973786592
julho,11,validation,level_and_slopes,all,4379,77,1365.0,6541,105.02701617859972,-15.182362775488414,207.50023769838273
julho,11,validation,level_and_slopes,high_flow,4379,77,1365.0,28,601.7718723271954,228.28355614517986,1057.8548346283965
julho,11,validation,slopes_only,all,4379,71,1365.0,6541,103.63227335430244,39.014785737427694,220.6328812184737
julho,11,validation,slopes_only,high_flow,4379,71,1365.0,28,615.757659083584,201.34924924317923,1085.0986834936807
julho,11,test,reference,all,10931,53,1365.0,1957,246.35988560412352,-29.179438075023615,376.723831523761
julho,11,test,reference,high_flow,10931,53,1365.0,271,729.8799581223853,-328.6906148763272,1854.1446555071027
julho,11,test,level_and_slopes,all,10931,77,1365.0,1957,215.04343731293793,29.19047832591828,344.2693626676173
julho,11,test,level_and_slopes,high_flow,10931,77,1365.0,271,687.9518966007204,-242.3254024736225,1913.8046653713498
julho,11,test,slopes_only,all,10931,71,1365.0,1957,215.50244659368371,-24.03598310992451,331.61841791736896
julho,11,test,slopes_only,high_flow,10931,71,1365.0,271,718.9886615542943,-238.97351032373,1909.416225444648
carreiro,0,validation,reference,all,4384,53,261.1749999999987,6253,1.7002517226004359,-0.07568697215702135,3.7503244204040374
carreiro,0,validation,reference,high_flow,4384,53,261.1749999999987,27,11.20233914202531,-0.841902362707051,23.067862174172582
carreiro,0,validation,level_and_slopes,all,4384,77,261.1749999999987,6253,1.7928125971525708,-0.3059462500396907,3.608059371373663
carreiro,0,validation,level_and_slopes,high_flow,4384,77,261.1749999999987,27,11.278515735870496,-0.7161672841492648,23.300765311969364
carreiro,0,validation,slopes_only,all,4384,71,261.1749999999987,6253,1.7052763550589125,-0.078957555645301,3.7520975841033524
carreiro,0,validation,slopes_only,high_flow,4384,71,261.1749999999987,27,11.318766559236012,-0.8584096521158462,23.247165830140773
carreiro,0,test,reference,all,10637,53,261.1749999999987,1703,5.614341450636123,-2.6636075325171276,7.909062451757187
carreiro,0,test,reference,high_flow,10637,53,261.1749999999987,241,22.586819009306918,-19.18658720408506,13.535565607387223
carreiro,0,test,level_and_slopes,all,10637,77,261.1749999999987,1703,5.699056957598948,-2.4993296536298795,8.225066867550266
carreiro,0,test,level_and_slopes,high_flow,10637,77,261.1749999999987,241,22.678409129463674,-19.39533221691576,13.361431548775782
carreiro,0,test,slopes_only,all,10637,71,261.1749999999987,1703,5.70755614987816,-2.6430452405655194,8.101255668142988
carreiro,0,test,slopes_only,high_flow,10637,71,261.1749999999987,241,22.664624559975753,-19.22508756023065,13.425672936596023
carreiro,1,validation,reference,all,4383,53,261.1749999999987,6251,4.922442137226846,0.003050355571906979,17.221117556025384
carreiro,1,validation,reference,high_flow,4383,53,261.1749999999987,27,31.472757641425957,2.2462343049811615,66.86534788834719
carreiro,1,validation,level_and_slopes,all,4383,77,261.1749999999987,6251,5.032159196491837,-0.5796496830195212,17.131186483370488
carreiro,1,validation,level_and_slopes,high_flow,4383,77,261.1749999999987,27,31.942666020168048,2.656198906984963,66.51468651274445
carreiro,1,validation,slopes_only,all,4383,71,261.1749999999987,6251,4.916655310257751,-0.009073319848232845,17.23910531997547
carreiro,1,validation,slopes_only,high_flow,4383,71,261.1749999999987,27,32.11376381772385,2.1500649507868475,66.99771296643063
carreiro,1,test,reference,all,10635,53,261.1749999999987,1699,11.73371734507158,-3.115149075880112,21.978258345389875
carreiro,1,test,reference,high_flow,10635,53,261.1749999999987,240,34.280133863826634,-26.172544126093726,44.059753727549456
carreiro,1,test,level_and_slopes,all,10635,77,261.1749999999987,1699,11.964480304726543,-2.290794358322005,22.055798676415197
carreiro,1,test,level_and_slopes,high_flow,10635,77,261.1749999999987,240,34.42739971867227,-26.823562275291284,44.407214773585565
carreiro,1,test,slopes_only,all,10635,71,261.1749999999987,1699,12.068924021299667,-2.968953426782658,22.00532700946292
carreiro,1,test,slopes_only,high_flow,10635,71,261.1749999999987,240,34.432455818616354,-26.203110445424272,45.44838338920482
carreiro,2,validation,reference,all,4382,53,261.1749999999987,6249,7.71091653262537,0.23405242608781587,23.364931088848703
carreiro,2,validation,reference,high_flow,4382,53,261.1749999999987,27,50.97099220810991,7.528673850610795,108.31151607593048
carreiro,2,validation,level_and_slopes,all,4382,77,261.1749999999987,6249,7.719087392399591,-0.6893517370998945,23.6
carreiro,2,validation,level_and_slopes,high_flow,4382,77,261.1749999999987,27,51.772580350202276,8.066971162590324,108.84896829957198
carreiro,2,validation,slopes_only,all,4382,71,261.1749999999987,6249,7.724569458670435,0.20914661142958554,23.525257367984544
carreiro,2,validation,slopes_only,high_flow,4382,71,261.1749999999987,27,52.07066245910925,7.228234976243068,109.62069474909003
carreiro,2,test,reference,all,10633,53,261.1749999999987,1695,17.117267624307022,-3.577431488864975,29.00466609462133
carreiro,2,test,reference,high_flow,10633,53,261.1749999999987,239,44.51002919826544,-33.61027802545096,72.7275575695883
carreiro,2,test,level_and_slopes,all,10633,77,261.1749999999987,1695,17.453200105329238,-1.9678493248842217,28.7919289995549
carreiro,2,test,level_and_slopes,high_flow,10633,77,261.1749999999987,239,44.59482737668058,-34.721707612171734,71.80252477744531
carreiro,2,test,slopes_only,all,10633,71,261.1749999999987,1695,17.714945278837238,-3.3197536553894245,29.162107785104073
carreiro,2,test,slopes_only,high_flow,10633,71,261.1749999999987,239,44.84936586377613,-33.707238386549484,72.07765979711148
carreiro,3,validation,reference,all,4381,53,261.1749999999987,6246,10.149876688983467,0.5692994903402786,25.99591526098567
carreiro,3,validation,reference,high_flow,4381,53,261.1749999999987,27,63.83487553194264,16.674833656267158,138.55291146125847
carreiro,3,validation,level_and_slopes,all,4381,77,261.1749999999987,6246,10.001672070971669,-0.7061799981767083,26.594894340461767
carreiro,3,validation,level_and_slopes,high_flow,4381,77,261.1749999999987,27,64.90138128847828,17.041880290620774,140.60350172024246
carreiro,3,validation,slopes_only,all,4381,71,261.1749999999987,6246,10.18507006091517,0.5410905444950569,26.33330251260116
carreiro,3,validation,slopes_only,high_flow,4381,71,261.1749999999987,27,65.20441042404485,16.036798859902692,141.42745441922276
carreiro,3,test,reference,all,10630,53,261.1749999999987,1691,22.13911278733309,-4.149263341393121,36.49922953146739
carreiro,3,test,reference,high_flow,10630,53,261.1749999999987,238,55.24236174631296,-41.7828121446396,99.8523546302736
carreiro,3,test,level_and_slopes,all,10630,77,261.1749999999987,1691,22.58556908219174,-1.6921754373897346,38.13444341415539
carreiro,3,test,level_and_slopes,high_flow,10630,77,261.1749999999987,238,55.41970030726909,-43.34663251245865,93.43696574941241
carreiro,3,test,slopes_only,all,10630,71,261.1749999999987,1691,22.970061595372123,-3.763174920899302,37.09400324770476
carreiro,3,test,slopes_only,high_flow,10630,71,261.1749999999987,238,55.67550474587449,-41.92696251074328,95.07472500303993
carreiro,4,validation,reference,all,4380,53,261.1749999999987,6243,12.297091187169553,0.9992027730424573,28.26
carreiro,4,validation,reference,high_flow,4380,53,261.1749999999987,27,72.56736696202593,25.404128320977513,163.2243769807882
carreiro,4,validation,level_and_slopes,all,4380,77,261.1749999999987,6243,11.985594737477957,-0.6331564182854735,27.803086970859503
carreiro,4,validation,level_and_slopes,high_flow,4380,77,261.1749999999987,27,74.4615705821292,25.562558348277417,166.1493797465263
carreiro,4,validation,slopes_only,all,4380,71,261.1749999999987,6243,12.382387543688502,0.9857375929998942,28.26
carreiro,4,validation,slopes_only,high_flow,4380,71,261.1749999999987,27,75.1539148581158,24.439577116012405,167.1489573882298
carreiro,4,test,reference,all,10627,53,261.1749999999987,1687,26.673355666407964,-4.955385951228133,44.57591579111195
carreiro,4,test,reference,high_flow,10627,53,261.1749999999987,237,65.53207683876958,-50.34835629262721,121.75128356398467
carreiro,4,test,level_and_slopes,all,10627,77,261.1749999999987,1687,26.96459386391878,-1.6550753243782272,44.41417595112346
carreiro,4,test,level_and_slopes,high_flow,10627,77,261.1749999999987,237,65.24709123905765,-51.8896746398965,122.51451114367863
carreiro,4,test,slopes_only,all,10627,71,261.1749999999987,1687,27.40426349577351,-4.488668311707169,44.38354742670137
carreiro,4,test,slopes_only,high_flow,10627,71,261.1749999999987,237,65.06647754548592,-49.885981913514144,117.75245861508363
carreiro,5,validation,reference,all,4379,53,261.1749999999987,6241,14.124644179618816,1.4340810006317402,31.443553324738602
carreiro,5,validation,reference,high_flow,4379,53,261.1749999999987,27,83.78302619467233,36.51919746045574,199.11478087674914
carreiro,5,validation,level_and_slopes,all,4379,77,261.1749999999987,6241,13.60730659079052,-0.5680051203314368,29.9
carreiro,5,validation,level_and_slopes,high_flow,4379,77,261.1749999999987,27,85.37562328154208,36.44407715735898,203.02288543967543
carreiro,5,validation,slopes_only,all,4379,71,261.1749999999987,6241,14.261728319980184,1.4336357827733246,31.39874532733128
carreiro,5,validation,slopes_only,high_flow,4379,71,261.1749999999987,27,85.74474341386306,35.27623280696339,204.22938752096115
carreiro,5,test,reference,all,10625,53,261.1749999999987,1684,30.155697277674093,-5.822258205808267,49.789876584781574
carreiro,5,test,reference,high_flow,10625,53,261.1749999999987,236,73.25407858649406,-56.608627826077566,141.58506309446096
carreiro,5,test,level_and_slopes,all,10625,77,261.1749999999987,1684,30.403976931030954,-1.7171434132884922,51.55599027045667
carreiro,5,test,level_and_slopes,high_flow,10625,77,261.1749999999987,236,72.93741739989412,-58.531167896737394,141.29444080637066
carreiro,5,test,slopes_only,all,10625,71,261.1749999999987,1684,30.984859063875177,-5.290077972570812,49.67084037696999
carreiro,5,test,slopes_only,high_flow,10625,71,261.1749999999987,236,72.78151278327105,-56.143809684272114,139.3061928884125
carreiro,6,validation,reference,all,4378,53,261.1749999999987,6239,15.842683661308614,1.879438233110899,35.125038524298354
carreiro,6,validation,reference,high_flow,4378,53,261.1749999999987,27,94.9768776979142,48.18906975780598,211.14105539750025
carreiro,6,validation,level_and_slopes,all,4378,77,261.1749999999987,6239,15.087069449238246,-0.4605366127696415,33.39562345796583
carreiro,6,validation,level_and_slopes,high_flow,4378,77,261.1749999999987,27,96.6893686886324,48.07193831148571,215.92147675532334
carreiro,6,validation,slopes_only,all,4378,71,261.1749999999987,6239,16.018774061468115,1.8920479393625413,35.69313636434289
carreiro,6,validation,slopes_only,high_flow,4378,71,261.1749999999987,27,96.87038271661413,46.81715111556518,217.3301139711216
carreiro,6,test,reference,all,10623,53,261.1749999999987,1681,33.16202708365879,-6.901929112707524,54.15873532689293
carreiro,6,test,reference,high_flow,10623,53,261.1749999999987,235,81.37698216389536,-63.13338263624834,170.40649233834543
carreiro,6,test,level_and_slopes,all,10623,77,261.1749999999987,1681,33.180206258547145,-2.051146828811985,55.972191257794
carreiro,6,test,level_and_slopes,high_flow,10623,77,261.1749999999987,235,80.57088999040626,-65.11298549652778,178.76469270625432
carreiro,6,test,slopes_only,all,10623,71,261.1749999999987,1681,33.89800130941203,-6.337313209686074,55.14779979609763
carreiro,6,test,slopes_only,high_flow,10623,71,261.1749999999987,235,80.45538679625339,-62.24028774347806,163.95988308549184
carreiro,7,validation,reference,all,4377,53,261.1749999999987,6238,17.259714879905342,2.348918054369734,38.14789285147158
carreiro,7,validation,reference,high_flow,4377,53,261.1749999999987,27,107.27416128356772,58.69893122294889,225.58743143624378
carreiro,7,validation,level_and_slopes,all,4377,77,261.1749999999987,6238,16.282860249096316,-0.31106158478823237,36.05252793869384
carreiro,7,validation,level_and_slopes,high_flow,4377,77,261.1749999999987,27,108.9665489330597,58.594499846564744,231.0082033057462
carreiro,7,validation,slopes_only,all,4377,71,261.1749999999987,6238,17.46945307543748,2.3734046783431757,38.29708128765521
carreiro,7,validation,slopes_only,high_flow,4377,71,261.1749999999987,27,108.69314169394455,57.31011952331315,232.73091900244515
carreiro,7,test,reference,all,10622,53,261.1749999999987,1678,37.20209948289159,-8.094570264869471,60.25297960427612
carreiro,7,test,reference,high_flow,10622,53,261.1749999999987,234,94.33315875347958,-74.60904735358717,219.1785152154492
carreiro,7,test,level_and_slopes,all,10622,77,261.1749999999987,1678,37.05508786537888,-2.636501000388857,59.91630407699885
carreiro,7,test,level_and_slopes,high_flow,10622,77,261.1749999999987,234,93.85867270493999,-77.65373797488989,216.11167757587177
carreiro,7,test,slopes_only,all,10622,71,261.1749999999987,1678,38.15631945167999,-7.530295743138772,60.956273279167355
carreiro,7,test,slopes_only,high_flow,10622,71,261.1749999999987,234,94.38271421653522,-74.59566470383142,211.61286594591456
carreiro,8,validation,reference,all,4376,53,261.1749999999987,6236,18.390829066876545,2.8786549960670587,40.44633671866862
carreiro,8,validation,reference,high_flow,4376,53,261.1749999999987,27,111.73468706085222,65.52500028259367,237.7675147310471
carreiro,8,validation,level_and_slopes,all,4376,77,261.1749999999987,6236,17.232727499721513,-0.11086066766608728,38.7541783294044
carreiro,8,validation,level_and_slopes,high_flow,4376,77,261.1749999999987,27,113.76905785265697,65.23251609645811,243.7656446496237
carreiro,8,validation,slopes_only,all,4376,71,261.1749999999987,6236,18.641232019012083,2.9129045419709905,40.802687885617615
carreiro,8,validation,slopes_only,high_flow,4376,71,261.1749999999987,27,113.59632957836978,64.03216401073668,245.6738710083304
carreiro,8,test,reference,all,10620,53,261.1749999999987,1675,39.93830322278624,-9.374274114211914,65.08318868848315
