month,id,name,code,rows
6,TITIRM,TRÊS IRMÃOS,43.0,719
6,TOUHCB,CANA BRAVA,252.0,720
6,TOUHET,ESTREITO,267.0,720
6,TOLAJ,LAJEADO,261.0,718
6,TOUHPA,PEIXE ANGICAL,257.0,719
6,TOUHSA,SAO SALVADOR,253.0,720
6,TOSMES,SERRA DA MESA,251.0,720
6,TOTUCU,TUCURUI,275.0,720
6,RIUHBG,BARRA GRANDE,86.0,719
6,RIUHCN,CAMPOS NOVOS,90.0,719
6,RIUHFC,FOZ CHAPECO,103.0,718
6,RIGAR,GARIBALDI,89.0,720
6,RIITÁ,ITÁ,92.0,719
6,RIUHMA,MACHADINHO,91.0,718
6,RIUHMO,MONJOLINHO,94.0,715
6,PFPFUN,PASSO FUNDO,93.0,718
6,RIUHPJ,PASSO SAO JOAO,102.0,707
6,RIUQQX,QUEBRA QUEIXO,95.0,708
6,RIUSJO,SAO JOSE,101.0,715
6,RIUHSR,SAO ROQUE,88.0,717
