id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_line
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 01:00:00,103.4,69.46,40.0,152.0,56.0,27.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40263
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 02:00:00,103.4,69.24,40.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40264
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 03:00:00,103.4,69.13,40.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40265
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 04:00:00,103.4,69.07,40.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40266
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 05:00:00,103.39,69.03,39.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40267
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 06:00:00,103.38,69.02,38.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40268
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 07:00:00,103.37,69.01,37.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40269
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 08:00:00,103.36,69.01,36.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40270
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 09:00:00,103.35,69.01,35.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40271
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 10:00:00,103.34,69.01,34.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40272
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 11:00:00,103.33,69.01,33.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40273
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 12:00:00,103.32,69.01,32.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40274
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 13:00:00,103.31,69.01,31.0,9.0,26.0,0.0,0.0,26.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40275
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 14:00:00,103.3,69.01,30.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40276
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 15:00:00,103.29,69.01,29.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40277
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 16:00:00,103.28,69.01,28.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40278
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 17:00:00,103.27,69.01,27.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40279
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 18:00:00,103.26,69.01,26.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40280
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 19:00:00,103.23,69.45,23.0,30.0,78.0,50.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40281
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 20:00:00,103.22,69.57,22.0,76.0,92.0,64.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40282
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 21:00:00,103.26,69.66,26.0,158.0,93.0,65.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40283
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 22:00:00,103.28,69.77,28.0,142.0,109.0,81.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40284
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 23:00:00,103.32,69.82,32.0,174.0,109.0,81.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40285
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-01 23:59:00,103.35,69.79,35.0,158.0,109.0,81.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40286
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 01:00:00,103.42,69.36,42.0,150.0,37.0,9.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40287
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 02:00:00,103.41,69.18,41.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40288
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 03:00:00,103.4,69.08,40.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40289
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 04:00:00,103.4,69.07,40.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40290
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 05:00:00,103.4,69.02,40.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40291
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 06:00:00,103.39,69.01,39.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40292
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 07:00:00,103.38,69.01,38.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40293
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 08:00:00,103.37,69.01,37.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40294
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 09:00:00,103.36,69.01,36.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40295
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 10:00:00,103.35,69.01,35.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40296
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 11:00:00,103.34,69.01,34.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40297
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 12:00:00,103.33,69.02,33.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40298
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 13:00:00,103.32,69.03,32.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40299
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 14:00:00,103.29,69.4,29.0,7.0,55.0,27.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40300
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 15:00:00,103.26,69.57,26.0,47.0,95.0,67.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40301
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 16:00:00,103.26,69.66,26.0,95.0,95.0,67.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40302
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 17:00:00,103.26,69.68,26.0,95.0,95.0,67.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40303
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 18:00:00,103.26,69.86,26.0,96.0,96.0,68.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40304
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 19:00:00,103.26,69.7,26.0,95.0,95.0,67.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40305
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 20:00:00,103.29,69.7,29.0,144.0,95.0,67.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40306
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 21:00:00,103.31,69.7,31.0,127.0,95.0,67.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40307
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 22:00:00,103.35,69.72,35.0,160.0,95.0,67.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40308
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 23:00:00,103.36,69.69,36.0,111.0,95.0,67.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40309
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-02 23:59:00,103.39,69.7,39.0,143.0,95.0,67.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40310
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 01:00:00,103.46,69.37,46.0,174.0,62.0,33.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40311
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 02:00:00,103.49,69.24,49.0,77.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40312
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 03:00:00,103.52,69.18,52.0,77.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40313
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 04:00:00,103.55,69.1,55.0,77.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40314
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 05:00:00,103.6,69.05,60.0,109.0,29.0,0.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40315
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 06:00:00,103.6,69.07,60.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40316
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 07:00:00,103.61,69.04,61.0,45.0,29.0,0.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40317
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 08:00:00,103.61,69.04,61.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40318
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 09:00:00,103.61,69.04,61.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40319
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 10:00:00,103.61,69.04,61.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40320
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 11:00:00,103.61,69.04,61.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40321
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 12:00:00,103.61,69.03,61.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40322
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 13:00:00,103.61,69.03,61.0,29.0,29.0,0.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40323
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 14:00:00,103.59,69.41,59.0,29.0,61.0,33.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40324
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 15:00:00,103.58,69.57,58.0,78.0,94.0,66.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40325
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 16:00:00,103.58,59.68,58.0,81.0,81.0,53.0,0.0,29.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40326
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 17:00:00,103.51,70.07,51.0,49.0,162.0,133.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40327
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 18:00:00,103.48,70.16,48.0,114.0,162.0,134.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40328
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 19:00:00,103.41,70.28,41.0,68.0,181.0,152.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40329
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 20:00:00,103.39,70.29,39.0,148.0,181.0,152.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40330
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 21:00:00,103.36,70.29,36.0,132.0,181.0,153.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40331
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 22:00:00,103.33,70.29,33.0,132.0,181.0,153.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40332
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 23:00:00,103.27,70.37,27.0,101.0,198.0,170.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40333
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-03 23:59:00,103.2,70.39,20.0,86.0,198.0,170.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40334
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 01:00:00,103.29,69.58,29.0,196.0,51.0,23.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40335
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 02:00:00,103.29,69.24,29.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40336
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 03:00:00,103.29,69.14,29.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40337
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 04:00:00,103.28,69.08,28.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40338
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 05:00:00,103.28,69.02,28.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40339
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 06:00:00,103.27,69.02,27.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40340
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 07:00:00,103.26,69.01,26.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40341
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 08:00:00,103.26,69.01,26.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40342
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 09:00:00,103.25,69.02,25.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40343
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 10:00:00,103.24,69.01,24.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40344
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 11:00:00,103.24,69.01,24.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40345
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 12:00:00,103.23,69.01,23.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40346
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 13:00:00,103.23,69.01,23.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40347
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 14:00:00,103.22,69.02,22.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40348
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 15:00:00,103.21,69.02,21.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40349
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 16:00:00,103.2,69.01,20.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40350
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 17:00:00,103.19,69.01,19.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40351
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 18:00:00,103.18,69.01,18.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40352
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 19:00:00,103.17,69.01,17.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40353
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 20:00:00,103.2,69.01,20.0,76.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40354
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 21:00:00,103.2,68.99,20.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40355
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 22:00:00,103.28,68.98,28.0,157.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40356
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 23:00:00,103.31,68.98,31.0,76.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40357
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-04 23:59:00,103.33,68.99,33.0,60.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40358
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 01:00:00,103.33,68.97,33.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40359
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 02:00:00,103.32,69.0,32.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40360
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 03:00:00,103.31,68.87,31.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40361
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 04:00:00,103.31,68.98,31.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40362
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 05:00:00,103.3,68.99,30.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40363
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 06:00:00,103.29,68.98,29.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40364
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 07:00:00,103.29,68.99,29.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40365
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 08:00:00,103.29,68.99,29.0,28.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40366
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 09:00:00,103.28,69.01,28.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40367
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 10:00:00,103.27,69.02,27.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40368
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 11:00:00,103.26,69.01,26.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40369
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 12:00:00,103.25,69.02,25.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40370
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 13:00:00,103.24,69.02,24.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40371
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99.0,2023-01-05 14:00:00,103.23,69.02,23.0,12.0,28.0,0.0,0.0,28.0,0.0,0.0,raw/DADOS_HIDROLOGICOS_HO_2023_01.csv,40372
