origin,all_18_lookups_available,uses_any_zero,uses_Q_zero_positive_components,uses_Q_balance_residual_gt1
2020-07-07T12:00:00-03:00,True,False,False,False
2020-07-07T13:00:00-03:00,True,False,False,False
2020-07-07T14:00:00-03:00,True,False,False,False
2020-07-07T15:00:00-03:00,True,False,False,False
2020-07-07T16:00:00-03:00,True,False,False,False
2020-07-12T04:00:00-03:00,True,False,False,False
2020-07-12T05:00:00-03:00,True,False,False,False
2020-07-12T06:00:00-03:00,True,False,False,False
2020-07-12T07:00:00-03:00,True,False,False,False
