id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_record_index
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 01:00:00,103.2,69.02,20.0,76.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38868
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 02:00:00,103.2,69.01,20.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38869
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 03:00:00,103.2,69.02,20.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38870
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 04:00:00,103.19,69.01,19.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38871
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 05:00:00,103.18,69.01,18.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38872
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 06:00:00,103.18,69.01,18.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38873
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 07:00:00,103.17,69.01,17.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38874
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 08:00:00,103.16,69.03,16.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38875
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 09:00:00,103.15,69.03,15.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38876
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 10:00:00,103.14,69.02,14.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38877
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 11:00:00,103.14,69.03,14.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38878
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 12:00:00,103.13,69.03,13.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38879
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 13:00:00,103.12,69.03,12.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38880
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 14:00:00,103.12,69.03,12.0,28.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38881
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2020-06-01 15:00:00,103.11,69.03,11.0,12.0,28.0,0.0,0.0,28.0,0.0,,outputs/auditoria-qi-radar-2020-20260921/raw/ons-2020-06.csv,38882
