id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;id_reservatorio;nom_reservatorio;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutil;val_vazaoafluente;val_vazaodefluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaotransferida;val_vazaovertidanaoturbinavel
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 01:00:00;49.17;27.2;58.15;1300.0;1300.0;1300.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 02:00:00;49.17;27.18;58.15;1300.0;1300.0;1300.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 03:00:00;49.17;27.17;58.15;1150.0;1150.0;1150.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 04:00:00;49.17;27.15;58.15;1100.0;1100.0;1100.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 05:00:00;49.18;26.56;58.35;6761.0;750.0;750.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 06:00:00;49.19;26.22;58.56;6657.0;640.0;640.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 07:00:00;49.19;25.9;58.56;420.0;420.0;420.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 08:00:00;49.19;25.5;58.56;260.0;260.0;260.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 09:00:00;49.19;25.53;58.56;520.0;520.0;520.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 10:00:00;49.18;25.53;58.35;-5497.0;520.0;520.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 11:00:00;49.18;25.48;58.35;520.0;520.0;520.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 12:00:00;49.18;25.12;58.35;260.0;260.0;260.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 13:00:00;49.18;24.95;58.35;260.0;260.0;260.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 14:00:00;49.18;24.82;58.35;260.0;260.0;260.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 15:00:00;49.19;24.13;58.56;6277.0;260.0;260.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 16:00:00;49.19;24.65;58.56;260.0;260.0;260.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 17:00:00;49.19;24.6;58.56;260.0;260.0;260.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 18:00:00;49.2;24.59;58.76;6279.0;260.0;260.0;0.0;0.0;0.0;
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277;2020-06-01 19:00:00;49.19;24.55;58.56;-5759.0;260.0;260.0;0.0;0.0;0.0;
