phase,horizon_h,subset,population,family,scheduled_rows,observed_targets,n,failures,hits,hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
test,5,all,complete24,baseline,1349,1344,1344,0,1303,0.9694940476190477,0.12896251715076698,6.510695706203409e-05,0.6297202546246577,1.2995638265115375
test,5,all,complete24,candidate,1349,1344,1344,0,1309,0.9739583333333334,0.12839455436166988,0.007559926447529289,0.60085784052861,1.3534608403238177
test,5,all,missing24,baseline,614,596,585,11,538,0.9196581196581196,0.2154964547271048,-0.05410161328260056,1.5432548218863553,5.080989872373912
test,5,all,missing24,candidate,614,596,585,11,539,0.9213675213675213,0.21757456173579295,-0.04485202501522606,1.579757076492259,5.30080017914104
test,5,level_ge_7m,full_schedule,baseline,1963,237,236,1,175,0.7415254237288136,0.47933270918579635,-0.11633579976060789,3.0212414419322102,5.080989872373912
test,5,level_ge_7m,full_schedule,candidate,1963,237,236,1,178,0.7542372881355932,0.48495270422389336,-0.10195305482644566,3.0524584095497853,5.30080017914104
test,5,level_ge_7m,complete24,baseline,1349,140,140,0,113,0.8071428571428572,0.3197024695618539,-0.005641644995705621,1.090093901115585,1.2995638265115375
test,5,level_ge_7m,complete24,candidate,1349,140,140,0,116,0.8285714285714286,0.3222691872076456,0.012473903943639295,1.0421190960268387,1.3534608403238177
test,5,level_ge_7m,missing24,baseline,614,97,96,1,62,0.6458333333333334,0.7121268086373792,-0.2777647754594237,4.4973687116199965,5.080989872373912
test,5,level_ge_7m,missing24,candidate,614,97,96,1,62,0.6458333333333334,0.722199499872588,-0.26882570303281955,4.669530411594799,5.30080017914104
test,6,all,full_schedule,baseline,1962,1939,1927,12,1759,0.9128178515827712,0.20964398313249036,-0.018698032757633137,1.1157848565549084,5.9593284382110525
test,6,all,full_schedule,candidate,1962,1939,1927,12,1765,0.9159314997405293,0.20449041686101999,-0.028831748224978665,0.9953980327205599,6.115031612876738
test,6,all,complete24,baseline,1348,1343,1343,0,1239,0.9225614296351452,0.17939074161347857,-0.0022154053645160147,0.7943822573653726,1.7908983359764257
test,6,all,complete24,candidate,1348,1343,1343,0,1243,0.9255398361876396,0.17646889838706434,-0.013222204130280035,0.7577661801625835,1.8875104846507682
test,6,all,missing24,baseline,614,596,584,12,520,0.8904109589041096,0.2792160779270671,-0.056602431026393916,2.087651415998033,5.9593284382110525
test,6,all,missing24,candidate,614,596,584,12,522,0.8938356164383562,0.2689303129406817,-0.06472835390850651,2.0038548996711834,6.115031612876738
test,6,level_ge_7m,full_schedule,baseline,1962,237,236,1,154,0.652542372881356,0.6236790485115427,-0.13886836269159716,4.5117819555223635,5.9593284382110525
test,6,level_ge_7m,full_schedule,candidate,1962,237,236,1,158,0.6694915254237288,0.6076431923893069,-0.19566336246893162,4.420380997439204,6.115031612876738
test,6,level_ge_7m,complete24,baseline,1348,140,140,0,99,0.7071428571428572,0.4110514964205786,0.008433033088559043,1.3768792283222049,1.7908983359764257
test,6,level_ge_7m,complete24,candidate,1348,140,140,0,103,0.7357142857142858,0.408720679954891,-0.05929825800140626,1.668383126567499,1.8875104846507682
test,6,level_ge_7m,missing24,baseline,614,97,96,1,55,0.5729166666666666,0.9337608953108655,-0.353682898204325,5.678892690826319,5.9593284382110525
test,6,level_ge_7m,missing24,candidate,614,97,96,1,55,0.5729166666666666,0.8977385230228302,-0.39452913981740617,5.769712813057509,6.115031612876738
test,7,all,full_schedule,baseline,1961,1938,1925,13,1685,0.8753246753246753,0.2613285463765135,-0.01725053983877135,1.3531449975537753,5.216819542048922
test,7,all,full_schedule,candidate,1961,1938,1925,13,1714,0.8903896103896104,0.24950099907991094,0.005825609087902238,1.2306279058433185,5.123190909376305
test,7,all,complete24,baseline,1347,1342,1342,0,1192,0.8882265275707899,0.22912236526521637,-0.01925773970798969,0.9135850173889033,2.506420377634626
test,7,all,complete24,candidate,1347,1342,1342,0,1213,0.9038748137108793,0.21877787089027062,0.008424536076518229,0.8471173964671731,2.3232794873544442
test,7,all,missing24,baseline,614,596,583,13,493,0.8456260720411664,0.3354635293119522,-0.012630192970004615,1.9735986456432235,5.216819542048922
test,7,all,missing24,candidate,614,596,583,13,501,0.8593481989708405,0.3202221620824792,-0.0001568266217421222,1.921050153023203,5.123190909376305
test,7,level_ge_7m,full_schedule,baseline,1961,237,236,1,136,0.576271186440678,0.6946190336615641,-0.07279817746499705,4.0857471643531795,5.216819542048922
test,7,level_ge_7m,full_schedule,candidate,1961,237,236,1,145,0.614406779661017,0.6645662645557087,-0.05884577653337417,3.902335618506811,5.123190909376305
test,7,level_ge_7m,complete24,baseline,1347,140,140,0,87,0.6214285714285714,0.4929009132499052,-0.011233719537681796,1.9649476479568413,2.506420377634626
test,7,level_ge_7m,complete24,candidate,1347,140,140,0,95,0.6785714285714286,0.4611939977825157,0.002211532657256316,2.05704689053347,2.3232794873544442
test,7,level_ge_7m,missing24,baseline,614,97,96,1,49,0.5104166666666666,0.9887912925952334,-0.16257967860899844,4.858327988094246,5.216819542048922
test,7,level_ge_7m,missing24,candidate,614,97,96,1,50,0.5208333333333334,0.9611508202666155,-0.14788768576971034,4.7665052469781495,5.123190909376305
test,8,all,full_schedule,baseline,1960,1937,1923,14,1615,0.8398335933437338,0.3217510626388513,-0.02585385659881952,1.6704541885550943,5.485868230579268
test,8,all,full_schedule,candidate,1960,1937,1923,14,1667,0.8668746749869994,0.2974743848832774,-0.007437532033867979,1.4673891439113245,5.2486469240264455
test,8,all,complete24,baseline,1346,1341,1341,0,1154,0.8605518269947801,0.28169456268832316,-0.023830210498518748,1.1180907105798492,3.1420555777825108
test,8,all,complete24,candidate,1346,1341,1341,0,1184,0.8829231916480239,0.2610149030161532,0.00042739413690941273,0.9860817350639246,2.6763713839417793
test,8,all,missing24,baseline,614,596,582,14,461,0.7920962199312714,0.41404619396816095,-0.03051658756188368,2.14830941469606,5.485868230579268
test,8,all,missing24,candidate,614,596,582,14,483,0.8298969072164949,0.3814815415564963,-0.025559294911896322,1.9961115605480222,5.2486469240264455
test,8,level_ge_7m,full_schedule,baseline,1960,237,236,1,123,0.5211864406779662,0.8134196656902379,-0.10214236892294573,4.605269009070713,5.485868230579268
test,8,level_ge_7m,full_schedule,candidate,1960,237,236,1,132,0.559322033898305,0.7437360101344153,-0.08352041853091091,4.230146225381123,5.2486469240264455
test,8,level_ge_7m,complete24,baseline,1346,140,140,0,86,0.6142857142857143,0.5972584794076026,-0.027732130526449055,2.4406206448531558,3.1420555777825108
test,8,level_ge_7m,complete24,candidate,1346,140,140,0,90,0.6428571428571429,0.5298880833688617,-0.0023779569176115407,2.2206642419945037,2.6763713839417793
test,8,level_ge_7m,missing24,baseline,614,97,96,1,37,0.3854166666666667,1.1286547290190814,-0.21065729991783666,5.224773598111032,5.485868230579268
test,8,level_ge_7m,missing24,candidate,614,97,96,1,42,0.4375,1.0555975700008475,-0.20185317505030573,5.199273789930943,5.2486469240264455
test,9,all,full_schedule,baseline,1959,1936,1921,15,1527,0.7948984903695991,0.3877233408819629,-0.029459851425802673,2.009910047327564,6.06264973497813
test,9,all,full_schedule,candidate,1959,1936,1921,15,1561,0.812597605413847,0.3564295774196352,0.008210188116391388,1.8061289032930805,5.620342775688057
test,9,all,complete24,baseline,1345,1340,1340,0,1097,0.8186567164179105,0.33820198291465625,-0.02464942668306469,1.3599941106101718,3.4302013544818024
test,9,all,complete24,candidate,1345,1340,1340,0,1114,0.8313432835820895,0.3127000241163096,0.02370429187032917,1.3437960155286819,2.976763595196564
test,9,all,missing24,baseline,614,596,581,15,430,0.7401032702237521,0.5019378325793654,-0.04055446270853743,2.4920945144626225,6.06264973497813
test,9,all,missing24,candidate,614,596,581,15,447,0.7693631669535284,0.457286034263794,-0.027524922090625226,2.2288666736982123,5.620342775688057
test,9,level_ge_7m,full_schedule,baseline,1959,237,236,1,118,0.5,0.9722997142878297,-0.20710181293217017,5.329675405565382,6.06264973497813
test,9,level_ge_7m,full_schedule,candidate,1959,237,236,1,118,0.5,0.8703263796395455,-0.13629189508809855,4.879280589407672,5.620342775688057
test,9,level_ge_7m,complete24,baseline,1345,140,140,0,84,0.6,0.7148370883079066,-0.12380722035144273,2.7225027512895736,3.4302013544818024
test,9,level_ge_7m,complete24,candidate,1345,140,140,0,81,0.5785714285714286,0.6312355159822315,-0.033272732524166175,2.534063842039941,2.976763595196564
test,9,level_ge_7m,missing24,baseline,614,97,96,1,34,0.3541666666666667,1.347766043841884,-0.32857309377906435,5.757193551371143,6.06264973497813
test,9,level_ge_7m,missing24,candidate,614,97,96,1,37,0.3854166666666667,1.2190005558064614,-0.2865281738271666,5.324966740351024,5.620342775688057
test,10,all,full_schedule,baseline,1958,1935,1919,16,1407,0.7331943720687858,0.43821079408114666,-0.06356474491497024,2.113916836108319,6.31264246166621
test,10,all,full_schedule,candidate,1958,1935,1919,16,1487,0.7748827514330381,0.39859607069324193,-0.002342369134932905,1.9002520573878938,5.988863025385079
test,10,all,complete24,baseline,1344,1339,1339,0,1013,0.7565347274085138,0.38870716192257954,-0.05883817544465731,1.5628065413756755,3.637257116429515
test,10,all,complete24,candidate,1344,1339,1339,0,1064,0.79462285287528,0.3547384729030799,0.015971266880727693,1.4961664173741935,2.992699910029847
test,10,all,missing24,baseline,614,596,580,16,394,0.6793103448275862,0.5524959034954938,-0.07447660098522718,2.9910711083583355,6.31264246166621
test,10,all,missing24,candidate,614,596,580,16,423,0.7293103448275862,0.499846628350185,-0.0446216081435011,2.5682035582884803,5.988863025385079
test,10,level_ge_7m,full_schedule,baseline,1958,237,236,1,93,0.3940677966101695,1.093591921182814,-0.28248876645622994,5.693960882521566,6.31264246166621
test,10,level_ge_7m,full_schedule,candidate,1958,237,236,1,102,0.4322033898305085,0.9892267695315612,-0.23928709038537235,5.125887954406547,5.988863025385079
test,10,level_ge_7m,complete24,baseline,1344,140,140,0,63,0.45,0.8262823225903998,-0.15551043501986084,3.0695715241849055,3.637257116429515
test,10,level_ge_7m,complete24,candidate,1344,140,140,0,73,0.5214285714285715,0.7394920761408226,-0.10362898983909191,2.8156752729788503,2.992699910029847
test,10,level_ge_7m,missing24,baseline,614,97,96,1,30,0.3125,1.4834184191300845,-0.467665499800935,5.935842096740611,6.31264246166621
test,10,level_ge_7m,missing24,candidate,614,97,96,1,29,0.3020833333333333,1.353423197393055,-0.4371218203486981,5.648944006433742,5.988863025385079
test,11,all,full_schedule,baseline,1957,1934,1917,17,1313,0.684924360980699,0.48284124116943766,-0.08527376347230699,2.485126764124003,6.82845497951007
test,11,all,full_schedule,candidate,1957,1934,1917,17,1412,0.736567553468962,0.43400247653581914,-0.02011563783764564,2.168028482755919,6.35708001801134
test,11,all,complete24,baseline,1343,1338,1338,0,948,0.7085201793721974,0.42942102938688,-0.08264935248266775,1.7791985262170804,3.6944823656923926
test,11,all,complete24,candidate,1343,1338,1338,0,1013,0.7571001494768311,0.38754641815923246,-0.005262910065745803,1.7053608036490737,3.837641204650976
test,11,all,missing24,baseline,614,596,579,17,365,0.6303972366148531,0.6062889844597006,-0.09133846451572203,3.48383767598441,6.82845497951007
test,11,all,missing24,candidate,614,596,579,17,399,0.689119170984456,0.5413568912299003,-0.054438521704315734,2.991342409690603,6.35708001801134
test,11,level_ge_7m,full_schedule,baseline,1957,237,236,1,79,0.3347457627118644,1.2565708046203132,-0.39328278616181245,6.138651788241347,6.82845497951007
test,11,level_ge_7m,full_schedule,candidate,1957,237,236,1,94,0.3983050847457627,1.11752759651347,-0.33503856322407444,5.63484589738664,6.35708001801134
test,11,level_ge_7m,complete24,baseline,1343,140,140,0,55,0.39285714285714285,0.9424246888680098,-0.2651704158010381,3.5932924613200417,3.6944823656923926
test,11,level_ge_7m,complete24,candidate,1343,140,140,0,67,0.4785714285714286,0.8527219538919186,-0.19451611855953485,3.115640012431056,3.837641204650976
test,11,level_ge_7m,missing24,baseline,614,97,96,1,24,0.25,1.714700556759089,-0.5801133262712751,6.467550446656414,6.82845497951007
test,11,level_ge_7m,missing24,candidate,614,97,96,1,27,0.28125,1.5037024920032322,-0.5399671283598614,6.042047554490085,6.35708001801134
test,12,all,full_schedule,baseline,1956,1933,1915,18,1296,0.6767624020887728,0.5144041483414612,-0.09516304179276101,2.6308980746782304,7.120175876667217
test,12,all,full_schedule,candidate,1956,1933,1915,18,1370,0.7154046997389034,0.4712890188206593,-0.035671829864951266,2.6477856547676497,6.8643033018276745
test,12,all,complete24,baseline,1342,1337,1337,0,935,0.6993268511593119,0.45800870645091074,-0.09986994881256665,2.0945299677897458,4.462296015909752
test,12,all,complete24,candidate,1342,1337,1337,0,973,0.7277486910994765,0.4153229095559884,-0.037557185815193114,1.9450310370151973,4.338423212109485
test,12,all,missing24,baseline,614,596,578,18,361,0.6245674740484429,0.64485519645161,-0.08427526552030402,4.174511020152323,7.120175876667217
test,12,all,missing24,candidate,614,596,578,18,397,0.6868512110726643,0.6007469566872078,-0.03131072103195237,3.805207201912469,6.8643033018276745
test,12,level_ge_7m,full_schedule,baseline,1956,237,236,1,75,0.3177966101694915,1.3995142061748633,-0.513154194013926,6.790970293937894,7.120175876667217
test,12,level_ge_7m,full_schedule,candidate,1956,237,236,1,84,0.3559322033898305,1.3275050853415111,-0.45772750861642414,6.322492301938539,6.8643033018276745
test,12,level_ge_7m,complete24,baseline,1342,140,140,0,53,0.37857142857142856,1.074634683477037,-0.3697722894299966,4.171964151325575,4.462296015909752
test,12,level_ge_7m,complete24,candidate,1342,140,140,0,56,0.4,1.0249123821322728,-0.3369867016770085,3.7343918903150692,4.338423212109485
test,12,level_ge_7m,missing24,baseline,614,97,96,1,22,0.22916666666666666,1.8732968434425272,-0.7222528048654896,6.984434863842492,7.120175876667217
test,12,level_ge_7m,missing24,candidate,614,97,96,1,28,0.2916666666666667,1.7687861108549834,-0.6338078520697384,6.612350259973887,6.8643033018276745
