window,origin_literal,plant,variable,back_hours,query_literal,source_literal,age_seconds,value_m3s,usable,uses_zero,Q_zero_positive_components,Q_balance_residual_gt1,source_file,source_record_index
2018-08-30,2018-08-30T01:00:00,JIUHQJ,Q,1,2018-08-29T23:00:00,2018-08-29 23:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39303
2018-08-30,2018-08-30T01:00:00,JIUHQJ,Q,2,2018-08-29T22:00:00,2018-08-29 22:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39302
2018-08-30,2018-08-30T01:00:00,JIUHQJ,Q,4,2018-08-29T20:00:00,2018-08-29 20:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39300
2018-08-30,2018-08-30T01:00:00,JIUHQJ,Q,8,2018-08-29T16:00:00,2018-08-29 16:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39296
2018-08-30,2018-08-30T01:00:00,JIUHQJ,I,0,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39304
2018-08-30,2018-08-30T01:00:00,JIUHMC,Q,0,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,313.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43768
2018-08-30,2018-08-30T01:00:00,JIUHMC,Q,1,2018-08-29T23:00:00,2018-08-29 23:00:00,0.0,316.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43767
2018-08-30,2018-08-30T01:00:00,JIUHMC,Q,2,2018-08-29T22:00:00,2018-08-29 22:00:00,0.0,323.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43766
2018-08-30,2018-08-30T01:00:00,JIUHMC,Q,4,2018-08-29T20:00:00,2018-08-29 20:00:00,0.0,323.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43764
2018-08-30,2018-08-30T01:00:00,JIUHMC,Q,8,2018-08-29T16:00:00,2018-08-29 16:00:00,0.0,337.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43760
2018-08-30,2018-08-30T01:00:00,JIUHMC,I,0,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,297.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43768
2018-08-30,2018-08-30T01:00:00,JIUHCA,Q,0,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,185.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40048
2018-08-30,2018-08-30T01:00:00,JIUHCA,Q,1,2018-08-29T23:00:00,2018-08-29 23:00:00,0.0,188.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40047
2018-08-30,2018-08-30T01:00:00,JIUHCA,Q,2,2018-08-29T22:00:00,2018-08-29 22:00:00,0.0,192.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40046
2018-08-30,2018-08-30T01:00:00,JIUHCA,Q,4,2018-08-29T20:00:00,2018-08-29 20:00:00,0.0,194.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40044
2018-08-30,2018-08-30T01:00:00,JIUHCA,Q,8,2018-08-29T16:00:00,2018-08-29 16:00:00,0.0,200.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40040
2018-08-30,2018-08-30T01:00:00,JIUHCA,I,0,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,155.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40048
2018-08-30,2018-08-30T02:00:00,JIUHQJ,Q,0,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39305
2018-08-30,2018-08-30T02:00:00,JIUHQJ,Q,1,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39304
2018-08-30,2018-08-30T02:00:00,JIUHQJ,Q,2,2018-08-29T23:00:00,2018-08-29 23:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39303
2018-08-30,2018-08-30T02:00:00,JIUHQJ,Q,4,2018-08-29T21:00:00,2018-08-29 21:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39301
2018-08-30,2018-08-30T02:00:00,JIUHQJ,Q,8,2018-08-29T17:00:00,2018-08-29 17:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39297
2018-08-30,2018-08-30T02:00:00,JIUHQJ,I,0,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,304.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39305
2018-08-30,2018-08-30T02:00:00,JIUHMC,Q,0,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,301.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43769
2018-08-30,2018-08-30T02:00:00,JIUHMC,Q,1,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,313.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43768
2018-08-30,2018-08-30T02:00:00,JIUHMC,Q,2,2018-08-29T23:00:00,2018-08-29 23:00:00,0.0,316.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43767
2018-08-30,2018-08-30T02:00:00,JIUHMC,Q,4,2018-08-29T21:00:00,2018-08-29 21:00:00,0.0,323.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43765
2018-08-30,2018-08-30T02:00:00,JIUHMC,Q,8,2018-08-29T17:00:00,2018-08-29 17:00:00,0.0,337.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43761
2018-08-30,2018-08-30T02:00:00,JIUHMC,I,0,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,293.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43769
2018-08-30,2018-08-30T02:00:00,JIUHCA,Q,0,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,183.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40049
2018-08-30,2018-08-30T02:00:00,JIUHCA,Q,1,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,185.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40048
2018-08-30,2018-08-30T02:00:00,JIUHCA,Q,2,2018-08-29T23:00:00,2018-08-29 23:00:00,0.0,188.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40047
2018-08-30,2018-08-30T02:00:00,JIUHCA,Q,4,2018-08-29T21:00:00,2018-08-29 21:00:00,0.0,194.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40045
2018-08-30,2018-08-30T02:00:00,JIUHCA,Q,8,2018-08-29T17:00:00,2018-08-29 17:00:00,0.0,198.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40041
2018-08-30,2018-08-30T02:00:00,JIUHCA,I,0,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,168.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40049
2018-08-30,2018-08-30T03:00:00,JIUHQJ,Q,0,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39306
2018-08-30,2018-08-30T03:00:00,JIUHQJ,Q,1,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39305
2018-08-30,2018-08-30T03:00:00,JIUHQJ,Q,2,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39304
2018-08-30,2018-08-30T03:00:00,JIUHQJ,Q,4,2018-08-29T22:00:00,2018-08-29 22:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39302
2018-08-30,2018-08-30T03:00:00,JIUHQJ,Q,8,2018-08-29T18:00:00,2018-08-29 18:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39298
2018-08-30,2018-08-30T03:00:00,JIUHQJ,I,0,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,289.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39306
2018-08-30,2018-08-30T03:00:00,JIUHMC,Q,0,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,291.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43770
2018-08-30,2018-08-30T03:00:00,JIUHMC,Q,1,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,301.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43769
2018-08-30,2018-08-30T03:00:00,JIUHMC,Q,2,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,313.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43768
2018-08-30,2018-08-30T03:00:00,JIUHMC,Q,4,2018-08-29T22:00:00,2018-08-29 22:00:00,0.0,323.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43766
2018-08-30,2018-08-30T03:00:00,JIUHMC,Q,8,2018-08-29T18:00:00,2018-08-29 18:00:00,0.0,338.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43762
2018-08-30,2018-08-30T03:00:00,JIUHMC,I,0,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,295.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43770
2018-08-30,2018-08-30T03:00:00,JIUHCA,Q,0,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,180.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40050
2018-08-30,2018-08-30T03:00:00,JIUHCA,Q,1,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,183.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40049
2018-08-30,2018-08-30T03:00:00,JIUHCA,Q,2,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,185.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40048
2018-08-30,2018-08-30T03:00:00,JIUHCA,Q,4,2018-08-29T22:00:00,2018-08-29 22:00:00,0.0,192.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40046
2018-08-30,2018-08-30T03:00:00,JIUHCA,Q,8,2018-08-29T18:00:00,2018-08-29 18:00:00,0.0,196.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40042
2018-08-30,2018-08-30T03:00:00,JIUHCA,I,0,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,151.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40050
2018-08-30,2018-08-30T04:00:00,JIUHQJ,Q,0,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,370.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39307
2018-08-30,2018-08-30T04:00:00,JIUHQJ,Q,1,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39306
2018-08-30,2018-08-30T04:00:00,JIUHQJ,Q,2,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39305
2018-08-30,2018-08-30T04:00:00,JIUHQJ,Q,4,2018-08-29T23:00:00,2018-08-29 23:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39303
2018-08-30,2018-08-30T04:00:00,JIUHQJ,Q,8,2018-08-29T19:00:00,2018-08-29 19:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39299
2018-08-30,2018-08-30T04:00:00,JIUHQJ,I,0,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,306.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39307
2018-08-30,2018-08-30T04:00:00,JIUHMC,Q,0,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,291.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43771
2018-08-30,2018-08-30T04:00:00,JIUHMC,Q,1,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,291.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43770
2018-08-30,2018-08-30T04:00:00,JIUHMC,Q,2,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,301.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43769
2018-08-30,2018-08-30T04:00:00,JIUHMC,Q,4,2018-08-29T23:00:00,2018-08-29 23:00:00,0.0,316.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43767
2018-08-30,2018-08-30T04:00:00,JIUHMC,Q,8,2018-08-29T19:00:00,2018-08-29 19:00:00,0.0,326.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43763
2018-08-30,2018-08-30T04:00:00,JIUHMC,I,0,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,291.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43771
2018-08-30,2018-08-30T04:00:00,JIUHCA,Q,0,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,177.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40051
2018-08-30,2018-08-30T04:00:00,JIUHCA,Q,1,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,180.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40050
2018-08-30,2018-08-30T04:00:00,JIUHCA,Q,2,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,183.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40049
2018-08-30,2018-08-30T04:00:00,JIUHCA,Q,4,2018-08-29T23:00:00,2018-08-29 23:00:00,0.0,188.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40047
2018-08-30,2018-08-30T04:00:00,JIUHCA,Q,8,2018-08-29T19:00:00,2018-08-29 19:00:00,0.0,196.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40043
2018-08-30,2018-08-30T04:00:00,JIUHCA,I,0,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,133.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40051
2018-08-30,2018-08-30T05:00:00,JIUHQJ,Q,0,2018-08-30T04:00:00,2018-08-30 04:00:00,0.0,370.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39308
2018-08-30,2018-08-30T05:00:00,JIUHQJ,Q,1,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,370.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39307
2018-08-30,2018-08-30T05:00:00,JIUHQJ,Q,2,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39306
2018-08-30,2018-08-30T05:00:00,JIUHQJ,Q,4,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39304
2018-08-30,2018-08-30T05:00:00,JIUHQJ,Q,8,2018-08-29T20:00:00,2018-08-29 20:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39300
2018-08-30,2018-08-30T05:00:00,JIUHQJ,I,0,2018-08-30T04:00:00,2018-08-30 04:00:00,0.0,322.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39308
2018-08-30,2018-08-30T05:00:00,JIUHMC,Q,0,2018-08-30T04:00:00,2018-08-30 04:00:00,0.0,286.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43772
2018-08-30,2018-08-30T05:00:00,JIUHMC,Q,1,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,291.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43771
2018-08-30,2018-08-30T05:00:00,JIUHMC,Q,2,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,291.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43770
2018-08-30,2018-08-30T05:00:00,JIUHMC,Q,4,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,313.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43768
2018-08-30,2018-08-30T05:00:00,JIUHMC,Q,8,2018-08-29T20:00:00,2018-08-29 20:00:00,0.0,323.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43764
2018-08-30,2018-08-30T05:00:00,JIUHMC,I,0,2018-08-30T04:00:00,2018-08-30 04:00:00,0.0,294.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43772
2018-08-30,2018-08-30T05:00:00,JIUHCA,Q,0,2018-08-30T04:00:00,2018-08-30 04:00:00,0.0,176.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40052
2018-08-30,2018-08-30T05:00:00,JIUHCA,Q,1,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,177.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40051
2018-08-30,2018-08-30T05:00:00,JIUHCA,Q,2,2018-08-30T02:00:00,2018-08-30 02:00:00,0.0,180.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40050
2018-08-30,2018-08-30T05:00:00,JIUHCA,Q,4,2018-08-30T00:00:00,2018-08-29 23:59:00,60.0,185.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40048
2018-08-30,2018-08-30T05:00:00,JIUHCA,Q,8,2018-08-29T20:00:00,2018-08-29 20:00:00,0.0,194.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40044
2018-08-30,2018-08-30T05:00:00,JIUHCA,I,0,2018-08-30T04:00:00,2018-08-30 04:00:00,0.0,147.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40052
2018-08-30,2018-08-30T06:00:00,JIUHQJ,Q,0,2018-08-30T05:00:00,2018-08-30 05:00:00,0.0,370.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39309
2018-08-30,2018-08-30T06:00:00,JIUHQJ,Q,1,2018-08-30T04:00:00,2018-08-30 04:00:00,0.0,370.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39308
2018-08-30,2018-08-30T06:00:00,JIUHQJ,Q,2,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,370.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39307
2018-08-30,2018-08-30T06:00:00,JIUHQJ,Q,4,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,369.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39305
2018-08-30,2018-08-30T06:00:00,JIUHQJ,Q,8,2018-08-29T21:00:00,2018-08-29 21:00:00,0.0,368.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39301
2018-08-30,2018-08-30T06:00:00,JIUHQJ,I,0,2018-08-30T05:00:00,2018-08-30 05:00:00,0.0,274.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,39309
2018-08-30,2018-08-30T06:00:00,JIUHMC,Q,0,2018-08-30T05:00:00,2018-08-30 05:00:00,0.0,265.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43773
2018-08-30,2018-08-30T06:00:00,JIUHMC,Q,1,2018-08-30T04:00:00,2018-08-30 04:00:00,0.0,286.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43772
2018-08-30,2018-08-30T06:00:00,JIUHMC,Q,2,2018-08-30T03:00:00,2018-08-30 03:00:00,0.0,291.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43771
2018-08-30,2018-08-30T06:00:00,JIUHMC,Q,4,2018-08-30T01:00:00,2018-08-30 01:00:00,0.0,301.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43769
2018-08-30,2018-08-30T06:00:00,JIUHMC,Q,8,2018-08-29T21:00:00,2018-08-29 21:00:00,0.0,323.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43765
2018-08-30,2018-08-30T06:00:00,JIUHMC,I,0,2018-08-30T05:00:00,2018-08-30 05:00:00,0.0,282.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,43773
2018-08-30,2018-08-30T06:00:00,JIUHCA,Q,0,2018-08-30T05:00:00,2018-08-30 05:00:00,0.0,176.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40053
2018-08-30,2018-08-30T06:00:00,JIUHCA,Q,1,2018-08-30T04:00:00,2018-08-30 04:00:00,0.0,176.0,True,False,False,False,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,40052
