id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_record_index
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 01:00:00,104.25,71.56,124.95,376.0,408.0,335.0,44.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38609
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 02:00:00,104.24,71.53,123.95,389.0,405.0,335.0,41.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38610
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 03:00:00,104.23,71.53,122.95,387.0,403.0,335.0,38.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38611
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 04:00:00,104.23,71.53,122.95,403.0,403.0,335.0,38.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38612
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 05:00:00,104.21,71.51,120.96,365.0,397.0,335.0,33.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38613
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 06:00:00,104.2,71.51,119.96,379.0,395.0,335.0,30.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38614
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 07:00:00,104.19,71.48,118.96,376.0,393.0,335.0,28.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38615
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 08:00:00,104.17,71.48,116.96,356.0,389.0,335.0,24.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38616
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 09:00:00,104.16,71.5,115.97,371.0,387.0,335.0,22.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38617
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 10:00:00,104.15,71.5,114.97,369.0,385.0,335.0,20.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38618
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 11:00:00,104.14,71.46,113.97,367.0,383.0,335.0,18.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38619
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 12:00:00,104.13,71.46,112.97,365.0,381.0,335.0,16.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38620
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 13:00:00,104.14,71.5,113.97,399.0,383.0,336.0,18.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38621
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 14:00:00,104.11,71.5,110.98,329.0,377.0,336.0,12.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38622
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 15:00:00,104.09,71.47,108.98,342.0,374.0,336.0,9.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38623
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 16:00:00,104.08,71.43,107.98,357.0,373.0,335.0,8.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38624
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 17:00:00,104.06,71.43,105.99,339.0,371.0,336.0,6.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38625
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 18:00:00,104.02,71.43,102.0,303.0,367.0,336.0,2.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38626
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 19:00:00,104.01,71.43,101.0,350.0,366.0,336.0,1.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38627
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 20:00:00,104.0,71.4,100.0,349.0,365.0,336.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38628
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-08-01 21:00:00,103.99,71.41,99.0,349.0,365.0,336.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-08.csv,38629
