id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,source_file,source_record_index
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 01:00:00,103.77,71.28,77.0,394.0,346.0,317.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38660
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 02:00:00,103.72,71.25,72.0,258.0,338.0,309.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38661
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 03:00:00,103.68,71.24,68.0,274.0,338.0,310.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38662
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 04:00:00,103.64,71.25,64.0,274.0,338.0,310.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38663
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 05:00:00,103.63,71.09,63.0,288.0,304.0,275.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38664
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 06:00:00,103.63,71.09,63.0,304.0,304.0,276.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38665
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 07:00:00,103.65,70.93,65.0,317.0,285.0,256.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38666
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 08:00:00,103.71,70.89,71.0,364.0,268.0,239.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38667
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 09:00:00,103.76,70.87,76.0,348.0,268.0,239.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38668
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 10:00:00,103.78,71.04,78.0,333.0,300.0,272.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38669
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 11:00:00,103.81,71.05,81.0,349.0,300.0,271.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38670
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 12:00:00,103.85,71.1,85.0,371.0,306.0,277.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38671
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 13:00:00,103.85,71.34,85.0,338.0,338.0,309.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38672
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 14:00:00,103.85,71.36,85.0,360.0,360.0,331.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38673
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 15:00:00,103.84,71.4,84.0,346.0,362.0,333.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38674
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 16:00:00,103.83,71.43,83.0,350.0,366.0,337.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38675
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 17:00:00,103.84,71.45,84.0,383.0,367.0,338.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38676
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 18:00:00,103.86,71.43,86.0,399.0,367.0,338.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38677
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 19:00:00,103.88,71.43,88.0,399.0,367.0,338.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38678
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 20:00:00,103.92,71.46,92.0,432.0,367.0,338.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38679
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 21:00:00,103.93,71.46,93.0,383.0,367.0,338.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38680
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 22:00:00,103.95,71.43,95.0,399.0,367.0,337.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38681
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 23:00:00,103.96,71.43,96.0,383.0,366.0,337.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38682
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-01 23:59:00,104.0,71.43,100.0,431.0,366.0,337.0,0.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38683
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 01:00:00,104.02,71.43,102.0,400.0,368.0,337.0,2.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38684
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 02:00:00,104.04,71.43,103.99,402.0,370.0,336.0,4.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38685
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 03:00:00,104.05,71.45,104.99,387.0,371.0,336.0,5.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38686
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 04:00:00,104.07,71.47,106.99,405.0,373.0,336.0,7.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38687
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 05:00:00,104.08,71.47,107.98,390.0,374.0,336.0,8.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38688
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 06:00:00,104.08,71.48,107.98,374.0,374.0,336.0,8.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38689
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 07:00:00,104.08,71.48,107.98,374.0,374.0,336.0,8.0,29.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38690
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 08:00:00,104.09,71.48,108.98,391.0,375.0,336.0,9.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38691
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 09:00:00,104.12,71.51,111.97,428.0,380.0,336.0,14.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38692
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 10:00:00,104.12,71.5,111.97,380.0,380.0,336.0,14.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38693
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 11:00:00,104.13,71.51,112.97,398.0,382.0,336.0,16.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38694
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 12:00:00,104.14,71.5,113.97,400.0,384.0,336.0,18.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38695
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 13:00:00,104.15,71.53,114.97,402.0,386.0,336.0,20.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38696
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 14:00:00,104.15,71.5,114.97,386.0,386.0,336.0,20.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38697
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 15:00:00,104.16,71.52,115.97,404.0,388.0,336.0,22.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38698
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 16:00:00,104.19,71.54,118.96,442.0,394.0,336.0,28.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38699
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 17:00:00,104.25,71.56,124.95,505.0,409.0,335.0,44.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38700
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 18:00:00,104.36,71.64,135.92,619.0,441.0,335.0,76.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38701
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 19:00:00,104.45,71.69,144.9,618.0,473.0,335.0,108.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38702
S,Sul,Fio dagua,JACUI,JIUHQJ,14 DE JULHO,99,2018-10-02 20:00:00,104.53,71.8,152.89,635.0,506.0,335.0,140.0,30.0,0.0,,outputs/auditoria-qi-radar-2018-20260922/raw/ons-2018-10.csv,38703
