month,plant,rows,literal_2359,Q_zero,I_zero,Q_negative,I_negative,Q_missing,I_missing,Q_zero_positive_components,balance_residual_gt1
2018-08,JIUHQJ,744,31,0,0,0,0,0,0,0,0
2018-08,JIUHMC,744,31,0,0,0,0,0,0,0,0
2018-08,JIUHCA,744,31,0,0,0,0,0,0,0,0
2018-09,JIUHQJ,720,30,0,0,0,0,0,0,0,0
2018-09,JIUHMC,720,30,0,0,0,0,0,0,0,0
2018-09,JIUHCA,720,30,0,0,0,0,0,0,0,0
2018-10,JIUHQJ,743,30,0,0,0,0,0,0,0,0
2018-10,JIUHMC,743,30,0,0,0,0,0,0,0,0
2018-10,JIUHCA,743,30,0,0,0,0,0,0,0,0
