forecast_record,reference_at,column,name,value
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,36,monte:dQ4,0.30331951144598096
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,37,monte:dQ8,0.30863353063069715
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,38,castro:Q06,2.585567609669937
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,39,castro:Q,4.87072
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,40,castro:I,6.395689999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,41,castro:dQ1,0.47689877741789477
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,42,castro:dQ2,0.35981556134946935
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,43,castro:dQ4,0.2606442025396354
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,44,castro:dQ8,0.27308736137095857
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,45,Baixo Antas:P1,0.8699421965317289
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,46,Baixo Antas:C1,0.9999999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,47,Baixo Antas:P3,4.51098265895938
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,48,Baixo Antas:C3,0.9999999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,49,Baixo Antas:P6,26.93468208092454
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,50,Baixo Antas:C6,0.9999999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,51,Baixo Antas:P12,131.26069364161816
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,52,Baixo Antas:C12,0.9999999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,53,Baixo Antas:P24,131.26069364161816
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,54,Baixo Antas:C24,0.9999999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,55,Baixo Antas:P48,160.4930635838138
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,56,Baixo Antas:C48,0.9999999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,57,Baixo Antas:P3lag3,22.423699421965157
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,58,Baixo Antas:P3lag6,76.4075144508671
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,59,Baixo Antas:P3lag12,0.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,60,Carreiro:P1,0.38751950078000863
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,61,Carreiro:C1,1.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,62,Carreiro:P3,5.860031201247959
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,63,Carreiro:C3,1.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,64,Carreiro:P6,30.881653666146416
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,65,Carreiro:C6,0.981539261570463
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,66,Carreiro:P12,59.65429017160655
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,67,Carreiro:C12,0.9538481539261572
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,68,Carreiro:P24,59.66271450858002
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,69,Carreiro:C24,0.9752990119604785
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,70,Carreiro:P48,80.45407176286996
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,71,Carreiro:C48,0.9736414456578264
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,72,Carreiro:P3lag3,25.021622464898446
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,73,Carreiro:P3lag6,28.331138845553753
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,74,Carreiro:P3lag12,0.008424336973471277
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,75,Prata-Turvo:P1,5.612189054726252
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,76,Prata-Turvo:C1,0.9967128642501777
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,77,Prata-Turvo:P3,19.17206823027709
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,78,Prata-Turvo:C3,0.9989042880833927
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,79,Prata-Turvo:P6,54.2565031982942
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,80,Prata-Turvo:C6,0.9969645818526416
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,81,Prata-Turvo:P12,65.10660980810229
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,82,Prata-Turvo:C12,0.9935071665482115
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,83,Prata-Turvo:P24,65.10660980810229
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,84,Prata-Turvo:C24,0.9967535832741057
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,85,Prata-Turvo:P48,85.257569296375
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,86,Prata-Turvo:C48,0.9968220652688937
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,87,Prata-Turvo:P3lag3,35.08443496801711
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,88,Prata-Turvo:P3lag6,10.835181236673762
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,89,Prata-Turvo:P3lag12,0.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,90,Alto Antas:P1,6.331938795274088
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,91,Alto Antas:C1,0.9989734650397055
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,92,Alto Antas:P3,18.03718768158049
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,93,Alto Antas:C3,0.9996578216799018
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,94,Alto Antas:P6,38.57443346891339
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,95,Alto Antas:C6,0.9998289108399508
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,96,Alto Antas:P12,94.5098198721673
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,97,Alto Antas:C12,0.9880511976241204
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,98,Alto Antas:P24,94.5098198721673
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,99,Alto Antas:C24,0.9940255988120602
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,100,Alto Antas:P48,116.37269029633882
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,101,Alto Antas:C48,0.9871590322164117
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,102,Alto Antas:P3lag3,20.537245787332886
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,103,Alto Antas:P3lag6,43.79070307960489
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,104,Alto Antas:P3lag12,0.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,105,Tainhas:P1,11.287431693989067
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,106,Tainhas:C1,1.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,107,Tainhas:P3,42.67540983606524
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,108,Tainhas:C3,1.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,109,Tainhas:P6,80.21475409836002
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,110,Tainhas:C6,1.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,111,Tainhas:P12,149.0792349726768
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,112,Tainhas:C12,1.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,113,Tainhas:P24,149.0792349726768
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,114,Tainhas:C24,1.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,115,Tainhas:P48,173.75027322404173
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,116,Tainhas:C48,1.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,117,Tainhas:P3lag3,37.539344262294776
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,118,Tainhas:P3lag6,68.64153005464465
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,119,Tainhas:P3lag12,0.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,120,gfs_seamless:loc0:futureP3,3.9000000000000004
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,121,gfs_seamless:loc0:futureP6,4.9
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,122,gfs_seamless:loc0:futureP9,4.9
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,123,gfs_seamless:loc0:futureP12,4.9
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,124,gfs_seamless:loc1:futureP3,4.3
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,125,gfs_seamless:loc1:futureP6,6.3999999999999995
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,126,gfs_seamless:loc1:futureP9,6.3999999999999995
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,127,gfs_seamless:loc1:futureP12,6.3999999999999995
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,128,gfs_seamless:loc2:futureP3,2.7
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,129,gfs_seamless:loc2:futureP6,6.5
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,130,gfs_seamless:loc2:futureP9,6.7
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,131,gfs_seamless:loc2:futureP12,6.7
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,132,gfs_seamless:loc3:futureP3,4.4
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,133,gfs_seamless:loc3:futureP6,7.900000000000001
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,134,gfs_seamless:loc3:futureP9,8.3
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,135,gfs_seamless:loc3:futureP12,8.3
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,136,gfs_seamless:loc4:futureP3,3.7
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,137,gfs_seamless:loc4:futureP6,7.1000000000000005
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,138,gfs_seamless:loc4:futureP9,7.3
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,139,gfs_seamless:loc4:futureP12,7.3
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,140,ecmwf_ifs025:loc0:futureP3,9.2
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,141,ecmwf_ifs025:loc0:futureP6,14.399999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,142,ecmwf_ifs025:loc0:futureP9,14.4
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,143,ecmwf_ifs025:loc0:futureP12,14.4
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,144,ecmwf_ifs025:loc1:futureP3,12.2
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,145,ecmwf_ifs025:loc1:futureP6,23.5
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,146,ecmwf_ifs025:loc1:futureP9,24.5
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,147,ecmwf_ifs025:loc1:futureP12,24.5
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,148,ecmwf_ifs025:loc2:futureP3,15.3
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,149,ecmwf_ifs025:loc2:futureP6,30.400000000000002
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,150,ecmwf_ifs025:loc2:futureP9,34.6
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,151,ecmwf_ifs025:loc2:futureP12,34.6
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,152,ecmwf_ifs025:loc3:futureP3,12.8
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,153,ecmwf_ifs025:loc3:futureP6,23.2
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,154,ecmwf_ifs025:loc3:futureP9,24.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,155,ecmwf_ifs025:loc3:futureP12,24.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,156,ecmwf_ifs025:loc4:futureP3,8.9
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,157,ecmwf_ifs025:loc4:futureP6,19.1
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,158,ecmwf_ifs025:loc4:futureP9,19.900000000000002
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,159,ecmwf_ifs025:loc4:futureP12,19.900000000000002
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,160,icon_global:loc0:futureP3,4.6
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,161,icon_global:loc0:futureP6,4.699999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,162,icon_global:loc0:futureP9,4.699999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,163,icon_global:loc0:futureP12,4.699999999999999
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,164,icon_global:loc1:futureP3,6.800000000000001
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,165,icon_global:loc1:futureP6,8.4
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,166,icon_global:loc1:futureP9,8.4
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,167,icon_global:loc1:futureP12,8.4
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,168,icon_global:loc2:futureP3,8.2
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,169,icon_global:loc2:futureP6,11.599999999999998
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,170,icon_global:loc2:futureP9,11.6
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,171,icon_global:loc2:futureP12,11.6
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,172,icon_global:loc3:futureP3,13.600000000000001
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,173,icon_global:loc3:futureP6,16.400000000000002
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,174,icon_global:loc3:futureP9,16.4
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,175,icon_global:loc3:futureP12,16.4
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,176,icon_global:loc4:futureP3,5.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,177,icon_global:loc4:futureP6,6.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,178,icon_global:loc4:futureP9,6.0
a902a27977447df91473e8635f7fbd08691551605395f344255d363ee2bff369,2026-09-21T16:00:00-03:00,179,icon_global:loc4:futureP12,6.0
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,0,86510000:H,12.97
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,1,86510000:dH0.5,1.1600000000000001
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,2,86510000:dH1,1.33
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,3,86510000:dH2,1.6400000000000006
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,4,86510000:dH4,1.3775000000000002
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,5,86510000:dH8,1.0050000000000001
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,6,86472000:H,14.26
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,7,86472000:dH0.5,0.7199999999999989
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,8,86472000:dH1,0.6899999999999995
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,9,86472000:dH2,0.6699999999999999
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,10,86472000:dH4,1.73
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,11,86472000:dH8,1.12375
ad0f135386ab111c85f9db922cd9fd67361446bf9d616bd888be02671f8fef2c,2026-09-21T17:00:00-03:00,12,86472600:H,11.68
