phase,profile,horizon_h,population,subset,compared_family,matching_control,observed_targets,pairs,failures,baseline_hits,compared_hits,hits_delta,baseline_mae_m,compared_mae_m,mae_m_delta,baseline_bias_m,compared_bias_m,bias_m_delta,baseline_p98_abs_m,compared_p98_abs_m,p98_abs_m_delta,baseline_max_abs_m,compared_max_abs_m,max_abs_m_delta
test,B,11,missing24,level_ge_7m,mixed_profile_candidate,profile_B_control,97,96,1,23,23,0,1.7477889079146525,1.732590566345847,-0.015198341568805507,-0.4402394929771476,-0.5385776890411756,-0.09833819606402805,6.536979891039298,6.998196170144619,0.46121627910532137,6.640039800767847,7.161586727890171,0.5215469271223236
test,B,11,missing24,level_ge_7m,profile_A_control,profile_B_control,97,96,1,23,28,5,1.7477889079146525,1.6873225070091333,-0.060466400905519135,-0.4402394929771476,-0.47976590519722,-0.039526412220072416,6.536979891039298,6.577842890991158,0.04086299995185971,6.640039800767847,7.187127007564964,0.5470872067971166
test,B,12,full_schedule,all,mixed_profile_candidate,profile_B_control,1933,1916,17,1326,1317,-9,0.49684970437980597,0.49961490285963206,0.002765198479826092,-0.08265071173275361,-0.07818333652058186,0.004467375212171748,2.5356595694902255,2.677954824039889,0.1422952545496634,6.959959168263467,7.606918439530505,0.646959271267038
test,B,12,full_schedule,all,profile_A_control,profile_B_control,1933,1916,17,1326,1325,-1,0.49684970437980597,0.4922477833100266,-0.004601921069779358,-0.08265071173275361,-0.07036742478169233,0.012283286951061276,2.5356595694902255,2.527754579724025,-0.007904989766200465,6.959959168263467,7.73061113139558,0.7706519631321136
test,B,12,full_schedule,level_ge_7m,mixed_profile_candidate,profile_B_control,237,236,1,77,75,-2,1.3522807747230332,1.384911641785263,0.03263086706222973,-0.4103665116944126,-0.42410887371352274,-0.013742362019110166,6.61129179198424,6.841167350549719,0.22987555856547814,6.959959168263467,7.606918439530505,0.646959271267038
test,B,12,full_schedule,level_ge_7m,profile_A_control,profile_B_control,237,236,1,77,85,8,1.3522807747230332,1.3219831731039555,-0.030297601619077685,-0.4103665116944126,-0.3716331386842273,0.03873337301018526,6.61129179198424,6.808817367879367,0.19752557589512687,6.959959168263467,7.73061113139558,0.7706519631321136
test,B,12,complete24,all,mixed_profile_candidate,profile_B_control,1345,1345,0,961,964,3,0.4420470774937752,0.44107487931967965,-0.000972198174095551,-0.08995906399104611,-0.0807424088092101,0.009216655181836009,1.830110982837944,1.9157509711818035,0.08563998834385944,4.536629628283128,4.795146459300931,0.2585168310178032
test,B,12,complete24,all,profile_A_control,profile_B_control,1345,1345,0,961,957,-4,0.4420470774937752,0.43747858483847374,-0.004568492655301459,-0.08995906399104611,-0.06848622672796893,0.02147283726307718,1.830110982837944,1.6819679280572797,-0.14814305478066436,4.536629628283128,4.554976171096066,0.018346542812937905
test,B,12,complete24,level_ge_7m,mixed_profile_candidate,profile_B_control,140,140,0,58,57,-1,1.0223700390679236,1.0364297677578154,0.014059728689891804,-0.2958438910354474,-0.2951548009070922,0.0006890901283552187,4.162125061934779,4.190866017497561,0.028740955562782666,4.536629628283128,4.795146459300931,0.2585168310178032
test,B,12,complete24,level_ge_7m,profile_A_control,profile_B_control,140,140,0,58,58,0,1.0223700390679236,1.0030224164692105,-0.019347622598713032,-0.2958438910354474,-0.2566894187331471,0.03915447230230029,4.162125061934779,4.19046701789095,0.028341955956171283,4.536629628283128,4.554976171096066,0.018346542812937905
test,B,12,missing24,all,mixed_profile_candidate,profile_B_control,588,571,17,365,353,-12,0.6259382037873567,0.63750690226635,0.011568698478993333,-0.06543576639579489,-0.07215539916820882,-0.006719632772413928,4.251995169685365,4.230211445445163,-0.02178372424020214,6.959959168263467,7.606918439530505,0.646959271267038
test,B,12,missing24,all,profile_A_control,profile_B_control,588,571,17,365,368,3,0.6259382037873567,0.6212575415311101,-0.004680662256246526,-0.06543576639579489,-0.07479861809562927,-0.009362851699834376,4.251995169685365,4.403516823898733,0.15152165421336772,6.959959168263467,7.73061113139558,0.7706519631321136
test,B,12,missing24,level_ge_7m,mixed_profile_candidate,profile_B_control,97,96,1,19,18,-1,1.8334005975534016,1.8931143747419574,0.05971377718855586,-0.57737866682207,-0.6121668965562342,-0.03478822973416429,6.908579397196558,7.125970382701886,0.21739098550532798,6.959959168263467,7.606918439530505,0.646959271267038
test,B,12,missing24,level_ge_7m,profile_A_control,profile_B_control,97,96,1,19,27,8,1.8334005975534016,1.7871342765296256,-0.046266321023775925,-0.57737866682207,-0.5392593969462194,0.03811926987585057,6.908579397196558,7.254142121164487,0.3455627239679293,6.959959168263467,7.73061113139558,0.7706519631321136
validation,A,1,full_schedule,all,mixed_profile_candidate,profile_A_control,6517,6479,38,6478,6479,1,0.018855942070563906,0.021606830119421078,0.0027508880488571717,0.0003008767746111754,-0.0023716711399308804,-0.0026725479145420557,0.09804509926130853,0.12134609482274654,0.023300995561438012,0.534506660393788,0.4674960533101764,-0.06701060708361162
validation,A,1,full_schedule,all,profile_B_control,profile_A_control,6517,6479,38,6478,6477,-1,0.018855942070563906,0.028052960865255962,0.009197018794692056,0.0003008767746111754,-0.0009505206965983189,-0.0012513974712094942,0.09804509926130853,0.15233595503011446,0.054290855768805935,0.534506660393788,0.5430053417030904,0.008498681309302425
validation,A,1,full_schedule,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,28,28,0,0.07493645979101636,0.054957800373323,-0.019978659417693362,0.03189979374714153,0.00022256293475294723,-0.03167723081238859,0.31247689010915786,0.1626294229089957,-0.14984746720016215,0.34802134846687416,0.1945792356276197,-0.15344211283925446
validation,A,1,full_schedule,level_ge_7m,profile_B_control,profile_A_control,28,28,0,28,28,0,0.07493645979101636,0.05376396744905364,-0.021172492341962723,0.03189979374714153,0.013055117787073214,-0.018844675960068318,0.31247689010915786,0.15283356046881097,-0.1596433296403469,0.34802134846687416,0.15629647435925698,-0.19172487410761718
validation,A,1,complete24,all,mixed_profile_candidate,profile_A_control,5891,5891,0,5890,5891,1,0.01765178155692512,0.02045771072089458,0.0028059291639694617,0.0002124521755235408,-0.0024463307159936325,-0.002658782891517173,0.08665749674114107,0.11045329030928892,0.023795793568147858,0.534506660393788,0.4674960533101764,-0.06701060708361162
validation,A,1,complete24,all,profile_B_control,profile_A_control,5891,5891,0,5890,5890,0,0.01765178155692512,0.026884857758184225,0.009233076201259106,0.0002124521755235408,-0.0012581803628859101,-0.0014706325384094508,0.08665749674114107,0.13713543759143398,0.05047794085029292,0.534506660393788,0.530980713060345,-0.0035259473334430247
validation,A,1,complete24,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,28,28,0,0.07493645979101636,0.054957800373323,-0.019978659417693362,0.03189979374714153,0.00022256293475294723,-0.03167723081238859,0.31247689010915786,0.1626294229089957,-0.14984746720016215,0.34802134846687416,0.1945792356276197,-0.15344211283925446
validation,A,1,complete24,level_ge_7m,profile_B_control,profile_A_control,28,28,0,28,28,0,0.07493645979101636,0.05376396744905364,-0.021172492341962723,0.03189979374714153,0.013055117787073214,-0.018844675960068318,0.31247689010915786,0.15283356046881097,-0.1596433296403469,0.34802134846687416,0.15629647435925698,-0.19172487410761718
validation,A,1,missing24,all,mixed_profile_candidate,profile_A_control,626,588,38,588,588,0,0.03092007401928175,0.03311952123629113,0.002199447217009383,0.0011867769671711336,-0.001623678686553888,-0.002810455653725022,0.20315774886984864,0.2282030589179279,0.02504531004807925,0.3999782997565995,0.3921843778958458,-0.007793921860753672
validation,A,1,missing24,all,profile_B_control,profile_A_control,626,588,38,588,587,-1,0.03092007401928175,0.03975584420498317,0.00883577018570142,0.0011867769671711336,0.002131831504252363,0.0009450545370812292,0.20315774886984864,0.2562541792033429,0.05309643033349429,0.3999782997565995,0.5430053417030904,0.14302704194649096
validation,A,1,missing24,level_ge_7m,mixed_profile_candidate,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,1,missing24,level_ge_7m,profile_B_control,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,2,full_schedule,all,mixed_profile_candidate,profile_A_control,6516,6477,39,6465,6464,-1,0.029287944206221363,0.035065751551275746,0.005777807345054384,0.0002456794032068021,-0.0008386628925920534,-0.0010843422957988555,0.1461642073781355,0.1932374746139113,0.04707326723577579,0.9411562625519316,0.785102284292053,-0.15605397825987866
validation,A,2,full_schedule,all,profile_B_control,profile_A_control,6516,6477,39,6465,6438,-27,0.029287944206221363,0.05261740513716565,0.02332946093094429,0.0002456794032068021,0.0012991155800926467,0.0010534361768858446,0.1461642073781355,0.29882313278013145,0.15265892540199594,0.9411562625519316,1.0566895965399616,0.11553333398803001
validation,A,2,full_schedule,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,27,28,1,0.12841387834886395,0.08590108691375604,-0.0425127914351079,0.051071540057862456,-0.010816282417529395,-0.06188782247539185,0.4806350562699485,0.24524376664389547,-0.23539128962605305,0.5606239922930918,0.27715664018348996,-0.28346735210960183
validation,A,2,full_schedule,level_ge_7m,profile_B_control,profile_A_control,28,28,0,27,28,1,0.12841387834886395,0.09209432223567864,-0.03631955611318531,0.051071540057862456,0.040103330034432734,-0.010968210023429723,0.4806350562699485,0.2971813454220929,-0.1834537108478556,0.5606239922930918,0.3176594578136953,-0.24296453447939648
validation,A,2,complete24,all,mixed_profile_candidate,profile_A_control,5885,5885,0,5880,5878,-2,0.026935042429467638,0.03303073919546823,0.0060956967660005905,0.00032242332110480975,-0.0010439351872428356,-0.0013663585083476453,0.13680132251156454,0.17713965388046762,0.04033833136890308,0.9411562625519316,0.785102284292053,-0.15605397825987866
validation,A,2,complete24,all,profile_B_control,profile_A_control,5885,5885,0,5880,5855,-25,0.026935042429467638,0.05017104240274678,0.02323599997327914,0.00032242332110480975,0.0009947907713375073,0.0006723674502326976,0.13680132251156454,0.27389083239964507,0.13708950988808052,0.9411562625519316,1.0566895965399616,0.11553333398803001
validation,A,2,complete24,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,27,28,1,0.12841387834886395,0.08590108691375604,-0.0425127914351079,0.051071540057862456,-0.010816282417529395,-0.06188782247539185,0.4806350562699485,0.24524376664389547,-0.23539128962605305,0.5606239922930918,0.27715664018348996,-0.28346735210960183
validation,A,2,complete24,level_ge_7m,profile_B_control,profile_A_control,28,28,0,27,28,1,0.12841387834886395,0.09209432223567864,-0.03631955611318531,0.051071540057862456,0.040103330034432734,-0.010968210023429723,0.4806350562699485,0.2971813454220929,-0.1834537108478556,0.5606239922930918,0.3176594578136953,-0.24296453447939648
validation,A,2,missing24,all,mixed_profile_candidate,profile_A_control,631,592,39,585,586,1,0.05267785460520055,0.05529556187885547,0.002617707273654915,-0.000517222550897546,0.0012019240229820215,0.0017191465738795675,0.38045644127907513,0.38489206467761106,0.004435623398535926,0.8813213933943744,0.6778585920418796,-0.20346280135249484
validation,A,2,missing24,all,profile_B_control,profile_A_control,631,592,39,585,583,-2,0.05267785460520055,0.07693639954942086,0.024258544944220306,-0.000517222550897546,0.004324371491450743,0.004841594042348289,0.38045644127907513,0.46428111179278386,0.08382467051370873,0.8813213933943744,0.9380056007848985,0.056684207390524044
validation,A,2,missing24,level_ge_7m,mixed_profile_candidate,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,2,missing24,level_ge_7m,profile_B_control,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,3,full_schedule,all,mixed_profile_candidate,profile_A_control,6515,6476,39,6455,6443,-12,0.042127949230368625,0.054678652726520297,0.012550703496151672,-0.004640314458394206,-0.003560016774821577,0.0010802976835726287,0.22019482045270666,0.3076810265942731,0.08748620614156644,1.0656813535760117,1.314016201925865,0.2483348483498533
validation,A,3,full_schedule,all,profile_B_control,profile_A_control,6515,6476,39,6455,6423,-32,0.042127949230368625,0.06936293542106166,0.027234986190693034,-0.004640314458394206,-0.0005673044498683585,0.004073010008525847,0.22019482045270666,0.3728909331887399,0.15269611273603323,1.0656813535760117,1.0519837837331565,-0.013697569842855195
validation,A,3,full_schedule,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,25,27,2,0.21358110024044344,0.1588675016157101,-0.05471359862473335,-0.004329430904694366,-0.07571503736543536,-0.07138560646074099,0.7300215176803055,0.48188242977756646,-0.24813908790273909,0.758133917521528,0.5173751411729839,-0.24075877634854415
validation,A,3,full_schedule,level_ge_7m,profile_B_control,profile_A_control,28,28,0,25,28,3,0.21358110024044344,0.11004644264202601,-0.10353465759841743,-0.004329430904694366,-0.014250005419695297,-0.009920574515000932,0.7300215176803055,0.34084645922457446,-0.3891750584557311,0.758133917521528,0.35000391128686204,-0.408130006234666
validation,A,3,complete24,all,mixed_profile_candidate,profile_A_control,5886,5886,0,5876,5862,-14,0.03891323558283297,0.05206706736719572,0.013153831784362753,-0.004793245445847307,-0.0038249149073155426,0.0009683305385317642,0.18660781399649362,0.2954575756682943,0.10884976167180066,1.0656813535760117,1.314016201925865,0.2483348483498533
validation,A,3,complete24,all,profile_B_control,profile_A_control,5886,5886,0,5876,5846,-30,0.03891323558283297,0.06669341621980951,0.027780180636976542,-0.004793245445847307,-0.0006790145127153111,0.004114230933131995,0.18660781399649362,0.3542613436510347,0.16765352965454106,1.0656813535760117,1.0519837837331565,-0.013697569842855195
validation,A,3,complete24,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,25,27,2,0.21358110024044344,0.1588675016157101,-0.05471359862473335,-0.004329430904694366,-0.07571503736543536,-0.07138560646074099,0.7300215176803055,0.48188242977756646,-0.24813908790273909,0.758133917521528,0.5173751411729839,-0.24075877634854415
validation,A,3,complete24,level_ge_7m,profile_B_control,profile_A_control,28,28,0,25,28,3,0.21358110024044344,0.11004644264202601,-0.10353465759841743,-0.004329430904694366,-0.014250005419695297,-0.009920574515000932,0.7300215176803055,0.34084645922457446,-0.3891750584557311,0.758133917521528,0.35000391128686204,-0.408130006234666
validation,A,3,missing24,all,mixed_profile_candidate,profile_A_control,629,590,39,579,581,2,0.07419880436493621,0.08073253649768043,0.006533732132744219,-0.0031146334547519157,-0.000917321168280093,0.0021973122864718227,0.4796138082245369,0.4204702329538512,-0.0591435752706857,1.0472018426303085,0.8908049428263809,-0.15639689980392757
validation,A,3,missing24,all,profile_B_control,profile_A_control,629,590,39,579,577,-2,0.07419880436493621,0.09599478291016347,0.02179597854522726,-0.0031146334547519157,0.0005471454313471735,0.003661778886099089,0.4796138082245369,0.5132026260250517,0.033588817800514814,1.0472018426303085,0.904634870398656,-0.1425669722316525
validation,A,3,missing24,level_ge_7m,mixed_profile_candidate,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,3,missing24,level_ge_7m,profile_B_control,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,4,full_schedule,all,mixed_profile_candidate,profile_A_control,6514,6474,40,6435,6424,-11,0.05415787569378713,0.07356618964141907,0.01940831394763194,-0.00581721276070561,-0.007830422713970735,-0.002013209953265125,0.27496223414810433,0.37888464169382075,0.10392240754571641,1.2459259347996063,1.3871564896024218,0.14123055480281543
validation,A,4,full_schedule,all,profile_B_control,profile_A_control,6514,6474,40,6435,6400,-35,0.05415787569378713,0.08530796224662629,0.031150086552839157,-0.00581721276070561,-0.0018974330172643434,0.003919779743441267,0.27496223414810433,0.434732293185906,0.15977005903780167,1.2459259347996063,1.3315300503316054,0.08560411553199909
validation,A,4,full_schedule,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,24,24,0,0.22223341858847898,0.21140614165183821,-0.010827276936640762,0.00849878605802669,-0.12145704002535698,-0.12995582608338369,0.8089576770270271,0.6315196760644763,-0.1774380009625508,0.9110348907321271,0.6336270952243961,-0.277407795507731
validation,A,4,full_schedule,level_ge_7m,profile_B_control,profile_A_control,28,28,0,24,27,3,0.22223341858847898,0.14140964601718758,-0.08082377257129139,0.00849878605802669,0.0020129993047520245,-0.006485786753274666,0.8089576770270271,0.5248535949530144,-0.2841040820740127,0.9110348907321271,0.7050732993777089,-0.20596159135441816
validation,A,4,complete24,all,mixed_profile_candidate,profile_A_control,5880,5880,0,5863,5847,-16,0.04945688137629545,0.06962838417991578,0.02017150280362033,-0.00587010061843747,-0.009381978193615931,-0.0035118775751784613,0.24255101041380062,0.3455471423414061,0.10299613192760548,1.2459259347996063,1.3871564896024218,0.14123055480281543
validation,A,4,complete24,all,profile_B_control,profile_A_control,5880,5880,0,5863,5829,-34,0.04945688137629545,0.08115018255665364,0.031693301180358194,-0.00587010061843747,-0.003673739977570735,0.002196360640866735,0.24255101041380062,0.4014496439186653,0.15889863350486466,1.2459259347996063,1.2351879928793599,-0.010737941920246463
validation,A,4,complete24,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,24,24,0,0.22223341858847898,0.21140614165183821,-0.010827276936640762,0.00849878605802669,-0.12145704002535698,-0.12995582608338369,0.8089576770270271,0.6315196760644763,-0.1774380009625508,0.9110348907321271,0.6336270952243961,-0.277407795507731
validation,A,4,complete24,level_ge_7m,profile_B_control,profile_A_control,28,28,0,24,27,3,0.22223341858847898,0.14140964601718758,-0.08082377257129139,0.00849878605802669,0.0020129993047520245,-0.006485786753274666,0.8089576770270271,0.5248535949530144,-0.2841040820740127,0.9110348907321271,0.7050732993777089,-0.20596159135441816
validation,A,4,missing24,all,mixed_profile_candidate,profile_A_control,634,594,40,572,577,5,0.10069297095784618,0.1125464861290275,0.011853515171181314,-0.005293676391238725,0.007528409306759463,0.012822085697998187,0.6109258649470983,0.5469649750359197,-0.06396088991117865,1.187904338301622,1.0779536168559307,-0.10995072144569118
validation,A,4,missing24,all,profile_B_control,profile_A_control,634,594,40,572,571,-1,0.10069297095784618,0.12646578139989095,0.02577281044204477,-0.005293676391238725,0.01568621164031407,0.020979888031552797,0.6109258649470983,0.6063929255376569,-0.004532939409441439,1.187904338301622,1.3315300503316054,0.14362571202998353
validation,A,4,missing24,level_ge_7m,mixed_profile_candidate,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,4,missing24,level_ge_7m,profile_B_control,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,5,full_schedule,all,mixed_profile_candidate,profile_A_control,6513,6473,40,6408,6400,-8,0.07382290962315642,0.08619815160469473,0.012375241981538304,-0.006392121993670399,-0.0025586122655604825,0.0038335097281099167,0.3919422825098822,0.40919548998195937,0.017253207472077148,1.2832983020879674,1.2078675340898029,-0.0754307679981645
validation,A,5,full_schedule,all,profile_B_control,profile_A_control,6513,6473,40,6408,6373,-35,0.07382290962315642,0.09665712988619478,0.022834220263038357,-0.006392121993670399,0.004033274971411189,0.010425396965081588,0.3919422825098822,0.46082102395910013,0.0688787414492179,1.2832983020879674,1.2940088785875457,0.010710576499578295
validation,A,5,full_schedule,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,23,25,2,0.24039699695818695,0.22161063312586352,-0.018786363832323433,-0.03356226917566026,-0.046503883740025564,-0.012941614564365302,0.9133402892106278,0.7164796575095191,-0.19686063170110868,0.9357204278360243,0.8599240535251695,-0.07579637431085473
validation,A,5,full_schedule,level_ge_7m,profile_B_control,profile_A_control,28,28,0,23,24,1,0.24039699695818695,0.22317082377582106,-0.017226173182365884,-0.03356226917566026,0.008010513829521322,0.041572783005181586,0.9133402892106278,0.6549882697889108,-0.25835201942171704,0.9357204278360243,0.7358456464785164,-0.1998747813575079
validation,A,5,complete24,all,mixed_profile_candidate,profile_A_control,5883,5883,0,5846,5845,-1,0.06815034361443736,0.0797716506557866,0.01162130704134924,-0.007460094377363787,-0.005846083212912354,0.0016140111644514336,0.3299275304943859,0.3633830763785179,0.03345554588413202,1.2832983020879674,1.2078675340898029,-0.0754307679981645
validation,A,5,complete24,all,profile_B_control,profile_A_control,5883,5883,0,5846,5822,-24,0.06815034361443736,0.09047673053891142,0.022326386924474056,-0.007460094377363787,0.00033130917849481876,0.007791403555858606,0.3299275304943859,0.4056831712399819,0.07575564074559599,1.2832983020879674,1.1692106812887895,-0.11408762079917789
validation,A,5,complete24,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,23,25,2,0.24039699695818695,0.22161063312586352,-0.018786363832323433,-0.03356226917566026,-0.046503883740025564,-0.012941614564365302,0.9133402892106278,0.7164796575095191,-0.19686063170110868,0.9357204278360243,0.8599240535251695,-0.07579637431085473
validation,A,5,complete24,level_ge_7m,profile_B_control,profile_A_control,28,28,0,23,24,1,0.24039699695818695,0.22317082377582106,-0.017226173182365884,-0.03356226917566026,0.008010513829521322,0.041572783005181586,0.9133402892106278,0.6549882697889108,-0.25835201942171704,0.9357204278360243,0.7358456464785164,-0.1998747813575079
validation,A,5,missing24,all,mixed_profile_candidate,profile_A_control,630,590,40,562,555,-7,0.13038512289314652,0.15027799072745127,0.019892867834304745,0.004256829757631642,0.03022137346879726,0.02596454371116562,0.6875317243597583,0.7837592516728566,0.09622752731309836,1.0711784859591806,1.18192671663944,0.11074823068025941
validation,A,5,missing24,all,profile_B_control,profile_A_control,630,590,40,562,551,-11,0.13038512289314652,0.15828304405580165,0.02789792116265513,0.004256829757631642,0.040946266089592565,0.03668943633196092,0.6875317243597583,0.6935777075296844,0.006045983169926106,1.0711784859591806,1.2940088785875457,0.22283039262836501
validation,A,5,missing24,level_ge_7m,mixed_profile_candidate,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,5,missing24,level_ge_7m,profile_B_control,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,6,full_schedule,all,mixed_profile_candidate,profile_A_control,6512,6472,40,6357,6331,-26,0.09710250343054351,0.1059601342016064,0.008857630771062885,0.001347624331304448,-0.0006899467445435331,-0.0020375710758479813,0.47041471632968257,0.5151710046470445,0.04475628831736189,1.2844995277971742,1.2812557452434752,-0.0032437825536990594
validation,A,6,full_schedule,all,profile_B_control,profile_A_control,6512,6472,40,6357,6319,-38,0.09710250343054351,0.10843075027777534,0.011328246847231827,0.001347624331304448,0.00672825350689,0.005380629175585552,0.47041471632968257,0.5313093124964154,0.06089459616673287,1.2844995277971742,1.296191700019845,0.011692172222670827
validation,A,6,full_schedule,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,21,24,3,0.30323250631948584,0.2403142960680538,-0.06291821025143204,-0.07440504282181593,-0.03139352978033082,0.04301151304148511,0.8166419448447655,0.6817887105016746,-0.13485323434309093,0.9249813045187132,0.7705091529020649,-0.1544721516166483
validation,A,6,full_schedule,level_ge_7m,profile_B_control,profile_A_control,28,28,0,21,23,2,0.30323250631948584,0.23227963828566747,-0.07095286803381837,-0.07440504282181593,-0.05311575149046648,0.021289291331349443,0.8166419448447655,0.6674264738900121,-0.1492154709547534,0.9249813045187132,0.7093528052633093,-0.21562849925540384
validation,A,6,complete24,all,mixed_profile_candidate,profile_A_control,5881,5881,0,5809,5788,-21,0.09033158477885615,0.0986292721164011,0.008297687337544948,-0.00216271080720476,-0.004528611574592728,-0.0023659007673879676,0.4282897168076334,0.45222278962187656,0.023933072814243173,1.258086558787867,1.2656866260484734,0.007600067260606469
validation,A,6,complete24,all,profile_B_control,profile_A_control,5881,5881,0,5809,5787,-22,0.09033158477885615,0.10010136961529446,0.009769784836438311,-0.00216271080720476,0.002651335772474303,0.004814046579679063,0.4282897168076334,0.4537919802452036,0.025502263437570227,1.258086558787867,1.240820230818871,-0.017266327968995965
validation,A,6,complete24,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,21,24,3,0.30323250631948584,0.2403142960680538,-0.06291821025143204,-0.07440504282181593,-0.03139352978033082,0.04301151304148511,0.8166419448447655,0.6817887105016746,-0.13485323434309093,0.9249813045187132,0.7705091529020649,-0.1544721516166483
validation,A,6,complete24,level_ge_7m,profile_B_control,profile_A_control,28,28,0,21,23,2,0.30323250631948584,0.23227963828566747,-0.07095286803381837,-0.07440504282181593,-0.05311575149046648,0.021289291331349443,0.8166419448447655,0.6674264738900121,-0.1492154709547534,0.9249813045187132,0.7093528052633093,-0.21562849925540384
validation,A,6,missing24,all,mixed_profile_candidate,profile_A_control,631,591,40,548,543,-5,0.16447944520816335,0.17890903424067983,0.014429589032516482,0.03627872576882163,0.03750834067596291,0.0012296149071412826,0.7445407142975627,0.8484825980346468,0.10394188373708402,1.2844995277971742,1.2812557452434752,-0.0032437825536990594
validation,A,6,missing24,all,profile_B_control,profile_A_control,631,591,40,548,532,-16,0.16447944520816335,0.1913158394081476,0.026836394199984237,0.03627872576882163,0.04729737905020424,0.011018653281382608,0.7445407142975627,0.8885843522412717,0.144043637943709,1.2844995277971742,1.296191700019845,0.011692172222670827
validation,A,6,missing24,level_ge_7m,mixed_profile_candidate,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,6,missing24,level_ge_7m,profile_B_control,profile_A_control,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,7,full_schedule,all,mixed_profile_candidate,profile_A_control,6511,6471,40,6272,6250,-22,0.12115563032174978,0.13020496362201628,0.009049333300266499,0.02648326009889182,0.019814571280061942,-0.006668688818829878,0.57352300843672,0.6213535893336706,0.04783058089695058,1.6514050101793973,1.8044747709711235,0.15306976079172618
validation,A,7,full_schedule,all,profile_B_control,profile_A_control,6511,6471,40,6272,6221,-51,0.12115563032174978,0.13937737170361378,0.018221741381864,0.02648326009889182,0.020757496688522788,-0.005725763410369032,0.57352300843672,0.6376735967480002,0.06415058831128018,1.6514050101793973,1.9993395007694523,0.347934490590055
validation,A,7,full_schedule,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,17,19,2,0.4298046592900204,0.45718821207882687,0.027383552788806498,0.19153816549718203,0.1305949245070879,-0.06094324099009413,1.3119807989666552,1.485970179564481,0.17398938059782587,1.4077095977636054,1.5849620194144736,0.17725242165086819
validation,A,7,full_schedule,level_ge_7m,profile_B_control,profile_A_control,28,28,0,17,20,3,0.4298046592900204,0.4138938746701794,-0.015910784619840967,0.19153816549718203,0.22110836016228697,0.029570194665104937,1.3119807989666552,1.5021971944782009,0.19021639551154568,1.4077095977636054,1.695716509637431,0.28800691187382554
validation,A,7,complete24,all,mixed_profile_candidate,profile_A_control,5884,5884,0,5749,5733,-16,0.11259801487234496,0.12084259865238617,0.008244583780041212,0.02679844357286519,0.01966734571507724,-0.007131097857787951,0.5194346997224598,0.5541534601673881,0.034718760444928276,1.6514050101793973,1.8044747709711235,0.15306976079172618
validation,A,7,complete24,all,profile_B_control,profile_A_control,5884,5884,0,5749,5704,-45,0.11259801487234496,0.13115812011468536,0.018560105242340405,0.02679844357286519,0.021309853620118814,-0.005488589952746377,0.5194346997224598,0.5800356598219145,0.060600960099454704,1.6514050101793973,1.9993395007694523,0.347934490590055
validation,A,7,complete24,level_ge_7m,mixed_profile_candidate,profile_A_control,28,28,0,17,19,2,0.4298046592900204,0.45718821207882687,0.027383552788806498,0.19153816549718203,0.1305949245070879,-0.06094324099009413,1.3119807989666552,1.485970179564481,0.17398938059782587,1.4077095977636054,1.5849620194144736,0.17725242165086819
validation,A,7,complete24,level_ge_7m,profile_B_control,profile_A_control,28,28,0,17,20,3,0.4298046592900204,0.4138938746701794,-0.015910784619840967,0.19153816549718203,0.22110836016228697,0.029570194665104937,1.3119807989666552,1.5021971944782009,0.19021639551154568,1.4077095977636054,1.695716509637431,0.28800691187382554
validation,A,7,missing24,all,mixed_profile_candidate,profile_A_control,627,587,40,523,517,-6,0.20693588467319432,0.22405190652031887,0.017116021847124546,0.023323908206456842,0.021290338272174365,-0.0020335699342824767,0.9556825206128091,1.0059039926276487,0.05022147201483962,1.458665992081134,1.4469484607073166,-0.01171753137381737
