dataset,period,horizon_h,population,subset,family,scheduled_rows,missing_truth,observed_targets,pairs,failures,hits,paired_hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
reused_development,2021,3,full_schedule,all,raw_plus2020,741,0,741,741,0,732,0.9878542510121457,0.9878542510121457,0.09356467592984698,-0.006715913044357383,0.44947038217983387,0.9195036920337432
reused_development,2021,3,full_schedule,all,normalized_original,741,0,741,741,0,731,0.9865047233468286,0.9865047233468286,0.09714056357585706,0.031563220118777595,0.4747600738114355,0.8006281654894924
reused_development,2021,3,full_schedule,all,normalized_plus2020,741,0,741,741,0,732,0.9878542510121457,0.9878542510121457,0.09269863596807851,-0.005605805839257989,0.4396813790779606,0.8991669704199272
reused_development,2021,3,full_schedule,level_ge_7m,raw_original,741,0,11,11,0,11,1.0,1.0,0.13676156033205047,-0.08303120504120648,0.2793396078142628,0.28106805853045014
reused_development,2021,3,full_schedule,level_ge_7m,raw_plus2020,741,0,11,11,0,11,1.0,1.0,0.20935460203355652,0.09563395194196604,0.41378756823124246,0.42153870839435115
reused_development,2021,3,full_schedule,level_ge_7m,normalized_original,741,0,11,11,0,11,1.0,1.0,0.13676156033205047,-0.08303120504120648,0.2793396078142628,0.28106805853045014
reused_development,2021,3,full_schedule,level_ge_7m,normalized_plus2020,741,0,11,11,0,11,1.0,1.0,0.2125173854478812,0.09338045678302978,0.41343798817403227,0.4214300820597119
reused_development,2021,3,complete24,all,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,3,complete24,all,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,3,complete24,all,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,3,complete24,all,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,3,complete24,level_ge_7m,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,3,complete24,level_ge_7m,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,3,complete24,level_ge_7m,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,3,complete24,level_ge_7m,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,3,missing24,all,raw_original,741,0,741,741,0,731,0.9865047233468286,0.9865047233468286,0.09714056357585706,0.031563220118777595,0.4747600738114355,0.8006281654894924
reused_development,2021,3,missing24,all,raw_plus2020,741,0,741,741,0,732,0.9878542510121457,0.9878542510121457,0.09356467592984698,-0.006715913044357383,0.44947038217983387,0.9195036920337432
reused_development,2021,3,missing24,all,normalized_original,741,0,741,741,0,731,0.9865047233468286,0.9865047233468286,0.09714056357585706,0.031563220118777595,0.4747600738114355,0.8006281654894924
reused_development,2021,3,missing24,all,normalized_plus2020,741,0,741,741,0,732,0.9878542510121457,0.9878542510121457,0.09269863596807851,-0.005605805839257989,0.4396813790779606,0.8991669704199272
reused_development,2021,3,missing24,level_ge_7m,raw_original,741,0,11,11,0,11,1.0,1.0,0.13676156033205047,-0.08303120504120648,0.2793396078142628,0.28106805853045014
reused_development,2021,3,missing24,level_ge_7m,raw_plus2020,741,0,11,11,0,11,1.0,1.0,0.20935460203355652,0.09563395194196604,0.41378756823124246,0.42153870839435115
reused_development,2021,3,missing24,level_ge_7m,normalized_original,741,0,11,11,0,11,1.0,1.0,0.13676156033205047,-0.08303120504120648,0.2793396078142628,0.28106805853045014
reused_development,2021,3,missing24,level_ge_7m,normalized_plus2020,741,0,11,11,0,11,1.0,1.0,0.2125173854478812,0.09338045678302978,0.41343798817403227,0.4214300820597119
reused_development,2021,4,full_schedule,all,raw_original,740,0,740,740,0,716,0.9675675675675676,0.9675675675675676,0.1846111187143634,0.11003037129693607,0.5697088323933436,1.028971540581634
reused_development,2021,4,full_schedule,all,raw_plus2020,740,0,740,740,0,706,0.9540540540540541,0.9540540540540541,0.13256190370048768,-0.08117127966717308,0.6783906953111419,1.126566702418031
reused_development,2021,4,full_schedule,all,normalized_original,740,0,740,740,0,715,0.9662162162162162,0.9662162162162162,0.17376049690514708,0.09632136178839132,0.5759131415152813,1.0756000014850855
reused_development,2021,4,full_schedule,all,normalized_plus2020,740,0,740,740,0,706,0.9540540540540541,0.9540540540540541,0.14149566958623988,-0.08462011152213697,0.696968897130609,1.126055912567396
reused_development,2021,4,full_schedule,level_ge_7m,raw_original,740,0,11,11,0,11,1.0,1.0,0.1763075303324659,-0.11312085093396872,0.41803847018452445,0.4563349369465932
reused_development,2021,4,full_schedule,level_ge_7m,raw_plus2020,740,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.2595591458857527,-0.09760814797487928,0.6447166009664318,0.6699216282108251
reused_development,2021,4,full_schedule,level_ge_7m,normalized_original,740,0,11,11,0,11,1.0,1.0,0.19194655872508773,-0.14649772753841653,0.45191554307444654,0.4950007472629885
reused_development,2021,4,full_schedule,level_ge_7m,normalized_plus2020,740,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.2681874729667626,-0.09509992845322333,0.6351265035024849,0.6545336007216651
reused_development,2021,4,complete24,all,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,4,complete24,all,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,4,complete24,all,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,4,complete24,all,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,4,complete24,level_ge_7m,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,4,complete24,level_ge_7m,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,4,complete24,level_ge_7m,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,4,complete24,level_ge_7m,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,4,missing24,all,raw_original,740,0,740,740,0,716,0.9675675675675676,0.9675675675675676,0.1846111187143634,0.11003037129693607,0.5697088323933436,1.028971540581634
reused_development,2021,4,missing24,all,raw_plus2020,740,0,740,740,0,706,0.9540540540540541,0.9540540540540541,0.13256190370048768,-0.08117127966717308,0.6783906953111419,1.126566702418031
reused_development,2021,4,missing24,all,normalized_original,740,0,740,740,0,715,0.9662162162162162,0.9662162162162162,0.17376049690514708,0.09632136178839132,0.5759131415152813,1.0756000014850855
reused_development,2021,4,missing24,all,normalized_plus2020,740,0,740,740,0,706,0.9540540540540541,0.9540540540540541,0.14149566958623988,-0.08462011152213697,0.696968897130609,1.126055912567396
reused_development,2021,4,missing24,level_ge_7m,raw_original,740,0,11,11,0,11,1.0,1.0,0.1763075303324659,-0.11312085093396872,0.41803847018452445,0.4563349369465932
reused_development,2021,4,missing24,level_ge_7m,raw_plus2020,740,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.2595591458857527,-0.09760814797487928,0.6447166009664318,0.6699216282108251
reused_development,2021,4,missing24,level_ge_7m,normalized_original,740,0,11,11,0,11,1.0,1.0,0.19194655872508773,-0.14649772753841653,0.45191554307444654,0.4950007472629885
reused_development,2021,4,missing24,level_ge_7m,normalized_plus2020,740,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.2681874729667626,-0.09509992845322333,0.6351265035024849,0.6545336007216651
reused_development,2021,5,full_schedule,all,raw_original,739,0,739,739,0,698,0.9445196211096076,0.9445196211096076,0.19759122551934888,0.0836932795221943,0.6989447763375953,1.3439867254330542
reused_development,2021,5,full_schedule,all,raw_plus2020,739,0,739,739,0,697,0.9431664411366711,0.9431664411366711,0.14048851794877895,0.03390821408695307,0.6507457683037887,0.9475490547718379
reused_development,2021,5,full_schedule,all,normalized_original,739,0,739,739,0,692,0.9364005412719891,0.9364005412719891,0.20780815955072823,0.09451958836893197,0.7017359694097857,1.3668913627607582
reused_development,2021,5,full_schedule,all,normalized_plus2020,739,0,739,739,0,697,0.9431664411366711,0.9431664411366711,0.1580662108809568,0.016557255195443706,0.7015310788898638,0.916097275367389
reused_development,2021,5,full_schedule,level_ge_7m,raw_original,739,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.342960289333011,-0.342960289333011,0.7297652342488102,0.748924075238186
reused_development,2021,5,full_schedule,level_ge_7m,raw_plus2020,739,0,11,11,0,11,1.0,1.0,0.19529815963183628,-0.05566463155712966,0.37114475887098825,0.3746147107116977
reused_development,2021,5,full_schedule,level_ge_7m,normalized_original,739,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.36052484750258706,-0.36052484750258706,0.7777881290942852,0.7926558611211441
reused_development,2021,5,full_schedule,level_ge_7m,normalized_plus2020,739,0,11,11,0,11,1.0,1.0,0.22057945846827104,-0.05865515229233129,0.45852678939633235,0.4684026293070458
reused_development,2021,5,complete24,all,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,5,complete24,all,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,5,complete24,all,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,5,complete24,all,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,5,complete24,level_ge_7m,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,5,complete24,level_ge_7m,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,5,complete24,level_ge_7m,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,5,complete24,level_ge_7m,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,5,missing24,all,raw_original,739,0,739,739,0,698,0.9445196211096076,0.9445196211096076,0.19759122551934888,0.0836932795221943,0.6989447763375953,1.3439867254330542
reused_development,2021,5,missing24,all,raw_plus2020,739,0,739,739,0,697,0.9431664411366711,0.9431664411366711,0.14048851794877895,0.03390821408695307,0.6507457683037887,0.9475490547718379
reused_development,2021,5,missing24,all,normalized_original,739,0,739,739,0,692,0.9364005412719891,0.9364005412719891,0.20780815955072823,0.09451958836893197,0.7017359694097857,1.3668913627607582
reused_development,2021,5,missing24,all,normalized_plus2020,739,0,739,739,0,697,0.9431664411366711,0.9431664411366711,0.1580662108809568,0.016557255195443706,0.7015310788898638,0.916097275367389
reused_development,2021,5,missing24,level_ge_7m,raw_original,739,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.342960289333011,-0.342960289333011,0.7297652342488102,0.748924075238186
reused_development,2021,5,missing24,level_ge_7m,raw_plus2020,739,0,11,11,0,11,1.0,1.0,0.19529815963183628,-0.05566463155712966,0.37114475887098825,0.3746147107116977
reused_development,2021,5,missing24,level_ge_7m,normalized_original,739,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.36052484750258706,-0.36052484750258706,0.7777881290942852,0.7926558611211441
reused_development,2021,5,missing24,level_ge_7m,normalized_plus2020,739,0,11,11,0,11,1.0,1.0,0.22057945846827104,-0.05865515229233129,0.45852678939633235,0.4684026293070458
reused_development,2021,6,full_schedule,all,raw_original,738,0,738,738,0,670,0.907859078590786,0.907859078590786,0.2781717689523117,0.18854065698105368,0.6596527584537191,1.0246188908290073
reused_development,2021,6,full_schedule,all,raw_plus2020,738,0,738,738,0,684,0.926829268292683,0.926829268292683,0.17050491091407957,0.07168369620702254,0.7074631319850455,1.0071693843931842
reused_development,2021,6,full_schedule,all,normalized_original,738,0,738,738,0,640,0.8672086720867209,0.8672086720867209,0.31938310236176193,0.24247935075162524,0.6955730257320537,1.0267839655011182
reused_development,2021,6,full_schedule,all,normalized_plus2020,738,0,738,738,0,693,0.9390243902439024,0.9390243902439024,0.1458086037540999,-0.021707724863090996,0.6980668389399224,1.0460179362189206
reused_development,2021,6,full_schedule,level_ge_7m,raw_original,738,0,11,11,0,8,0.7272727272727273,0.7272727272727273,0.3474363456431569,-0.3456660162360741,0.7424507653193309,0.7555407290239282
reused_development,2021,6,full_schedule,level_ge_7m,raw_plus2020,738,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.23491198161598945,-0.12736884636109444,0.6119422041810888,0.6274279853034797
reused_development,2021,6,full_schedule,level_ge_7m,normalized_original,738,0,11,11,0,8,0.7272727272727273,0.7272727272727273,0.3108835937814262,-0.29019519193028637,0.7049249054996127,0.7148948267553221
reused_development,2021,6,full_schedule,level_ge_7m,normalized_plus2020,738,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.24800198397380058,-0.13980374261038395,0.6053993674115582,0.6210923754392468
reused_development,2021,6,complete24,all,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,6,complete24,all,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,6,complete24,all,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,6,complete24,all,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,6,complete24,level_ge_7m,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,6,complete24,level_ge_7m,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,6,complete24,level_ge_7m,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,6,complete24,level_ge_7m,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,6,missing24,all,raw_original,738,0,738,738,0,670,0.907859078590786,0.907859078590786,0.2781717689523117,0.18854065698105368,0.6596527584537191,1.0246188908290073
reused_development,2021,6,missing24,all,raw_plus2020,738,0,738,738,0,684,0.926829268292683,0.926829268292683,0.17050491091407957,0.07168369620702254,0.7074631319850455,1.0071693843931842
reused_development,2021,6,missing24,all,normalized_original,738,0,738,738,0,640,0.8672086720867209,0.8672086720867209,0.31938310236176193,0.24247935075162524,0.6955730257320537,1.0267839655011182
reused_development,2021,6,missing24,all,normalized_plus2020,738,0,738,738,0,693,0.9390243902439024,0.9390243902439024,0.1458086037540999,-0.021707724863090996,0.6980668389399224,1.0460179362189206
reused_development,2021,6,missing24,level_ge_7m,raw_original,738,0,11,11,0,8,0.7272727272727273,0.7272727272727273,0.3474363456431569,-0.3456660162360741,0.7424507653193309,0.7555407290239282
reused_development,2021,6,missing24,level_ge_7m,raw_plus2020,738,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.23491198161598945,-0.12736884636109444,0.6119422041810888,0.6274279853034797
reused_development,2021,6,missing24,level_ge_7m,normalized_original,738,0,11,11,0,8,0.7272727272727273,0.7272727272727273,0.3108835937814262,-0.29019519193028637,0.7049249054996127,0.7148948267553221
reused_development,2021,6,missing24,level_ge_7m,normalized_plus2020,738,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.24800198397380058,-0.13980374261038395,0.6053993674115582,0.6210923754392468
reused_development,2021,7,full_schedule,all,raw_original,737,0,737,737,0,161,0.21845318860244234,0.21845318860244234,0.5918019483141733,0.5458054470232235,1.0159286834438288,1.4848286906758732
reused_development,2021,7,full_schedule,all,raw_plus2020,737,0,737,737,0,618,0.8385345997286295,0.8385345997286295,0.29719121551773137,0.19390135130846056,0.8841357299963397,1.4631952151117718
reused_development,2021,7,full_schedule,all,normalized_original,737,0,737,737,0,135,0.18317503392130258,0.18317503392130258,0.6358114548162035,0.5929754228862624,1.0605504527226375,1.4857504386933025
reused_development,2021,7,full_schedule,all,normalized_plus2020,737,0,737,737,0,618,0.8385345997286295,0.8385345997286295,0.31023021323663097,0.21732185207023688,0.8553702875429667,1.430495452634851
reused_development,2021,7,full_schedule,level_ge_7m,raw_original,737,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.37113368639617317,0.08255606797247345,0.5531362738604573,0.5563514985729388
reused_development,2021,7,full_schedule,level_ge_7m,raw_plus2020,737,0,11,11,0,5,0.45454545454545453,0.45454545454545453,0.4784116089201626,-0.17688814906071426,0.8890774222530323,0.8906062921345601
reused_development,2021,7,full_schedule,level_ge_7m,normalized_original,737,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.37215242002086435,0.07546323482451464,0.5562327864307515,0.5563050334209159
reused_development,2021,7,full_schedule,level_ge_7m,normalized_plus2020,737,0,11,11,0,7,0.6363636363636364,0.6363636363636364,0.4654082623507195,-0.16849679960766997,0.8852976087301951,0.8989373295784926
reused_development,2021,7,complete24,all,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,7,complete24,all,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,7,complete24,all,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,7,complete24,all,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,7,complete24,level_ge_7m,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,7,complete24,level_ge_7m,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,7,complete24,level_ge_7m,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,7,complete24,level_ge_7m,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,7,missing24,all,raw_original,737,0,737,737,0,161,0.21845318860244234,0.21845318860244234,0.5918019483141733,0.5458054470232235,1.0159286834438288,1.4848286906758732
reused_development,2021,7,missing24,all,raw_plus2020,737,0,737,737,0,618,0.8385345997286295,0.8385345997286295,0.29719121551773137,0.19390135130846056,0.8841357299963397,1.4631952151117718
reused_development,2021,7,missing24,all,normalized_original,737,0,737,737,0,135,0.18317503392130258,0.18317503392130258,0.6358114548162035,0.5929754228862624,1.0605504527226375,1.4857504386933025
reused_development,2021,7,missing24,all,normalized_plus2020,737,0,737,737,0,618,0.8385345997286295,0.8385345997286295,0.31023021323663097,0.21732185207023688,0.8553702875429667,1.430495452634851
reused_development,2021,7,missing24,level_ge_7m,raw_original,737,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.37113368639617317,0.08255606797247345,0.5531362738604573,0.5563514985729388
reused_development,2021,7,missing24,level_ge_7m,raw_plus2020,737,0,11,11,0,5,0.45454545454545453,0.45454545454545453,0.4784116089201626,-0.17688814906071426,0.8890774222530323,0.8906062921345601
reused_development,2021,7,missing24,level_ge_7m,normalized_original,737,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.37215242002086435,0.07546323482451464,0.5562327864307515,0.5563050334209159
reused_development,2021,7,missing24,level_ge_7m,normalized_plus2020,737,0,11,11,0,7,0.6363636363636364,0.6363636363636364,0.4654082623507195,-0.16849679960766997,0.8852976087301951,0.8989373295784926
reused_development,2021,8,full_schedule,all,raw_original,736,0,736,736,0,65,0.08831521739130435,0.08831521739130435,0.8484241435487748,0.8304357091235343,1.2874694814707994,1.663018786673602
reused_development,2021,8,full_schedule,all,raw_plus2020,736,0,736,736,0,572,0.7771739130434783,0.7771739130434783,0.35593539460290985,0.2904768742483219,0.9070716877008339,1.3370527536688988
reused_development,2021,8,full_schedule,all,normalized_original,736,0,736,736,0,66,0.08967391304347826,0.08967391304347826,0.8368048616184288,0.8185298562047372,1.2666671030549352,1.6227927373344029
reused_development,2021,8,full_schedule,all,normalized_plus2020,736,0,736,736,0,582,0.7907608695652174,0.7907608695652174,0.3506140131023804,0.2834971693118733,0.9063002665393418,1.3405139045732666
reused_development,2021,8,full_schedule,level_ge_7m,raw_original,736,0,11,11,0,4,0.36363636363636365,0.36363636363636365,0.7500184561386763,0.7500184561386763,1.262122906690466,1.2829171508189772
reused_development,2021,8,full_schedule,level_ge_7m,raw_plus2020,736,0,11,11,0,5,0.45454545454545453,0.45454545454545453,0.5676187905499476,0.14481102401518092,1.2012115195676942,1.3370527536688988
reused_development,2021,8,full_schedule,level_ge_7m,normalized_original,736,0,11,11,0,5,0.45454545454545453,0.45454545454545453,0.728337001240515,0.728337001240515,1.2467151073490856,1.2634991249001457
reused_development,2021,8,full_schedule,level_ge_7m,normalized_plus2020,736,0,11,11,0,4,0.36363636363636365,0.36363636363636365,0.5505391755715073,0.15759615512740452,1.2010564831629715,1.3405139045732666
reused_development,2021,8,complete24,all,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,8,complete24,all,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,8,complete24,all,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,8,complete24,all,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,8,complete24,level_ge_7m,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,8,complete24,level_ge_7m,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,8,complete24,level_ge_7m,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,8,complete24,level_ge_7m,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,8,missing24,all,raw_original,736,0,736,736,0,65,0.08831521739130435,0.08831521739130435,0.8484241435487748,0.8304357091235343,1.2874694814707994,1.663018786673602
reused_development,2021,8,missing24,all,raw_plus2020,736,0,736,736,0,572,0.7771739130434783,0.7771739130434783,0.35593539460290985,0.2904768742483219,0.9070716877008339,1.3370527536688988
reused_development,2021,8,missing24,all,normalized_original,736,0,736,736,0,66,0.08967391304347826,0.08967391304347826,0.8368048616184288,0.8185298562047372,1.2666671030549352,1.6227927373344029
reused_development,2021,8,missing24,all,normalized_plus2020,736,0,736,736,0,582,0.7907608695652174,0.7907608695652174,0.3506140131023804,0.2834971693118733,0.9063002665393418,1.3405139045732666
reused_development,2021,8,missing24,level_ge_7m,raw_original,736,0,11,11,0,4,0.36363636363636365,0.36363636363636365,0.7500184561386763,0.7500184561386763,1.262122906690466,1.2829171508189772
reused_development,2021,8,missing24,level_ge_7m,raw_plus2020,736,0,11,11,0,5,0.45454545454545453,0.45454545454545453,0.5676187905499476,0.14481102401518092,1.2012115195676942,1.3370527536688988
reused_development,2021,8,missing24,level_ge_7m,normalized_original,736,0,11,11,0,5,0.45454545454545453,0.45454545454545453,0.728337001240515,0.728337001240515,1.2467151073490856,1.2634991249001457
reused_development,2021,8,missing24,level_ge_7m,normalized_plus2020,736,0,11,11,0,4,0.36363636363636365,0.36363636363636365,0.5505391755715073,0.15759615512740452,1.2010564831629715,1.3405139045732666
reused_development,2021,9,full_schedule,all,raw_original,735,0,735,735,0,39,0.053061224489795916,0.053061224489795916,1.0429328314503483,1.0269430916996758,1.475819540912229,1.88185234036969
reused_development,2021,9,full_schedule,all,raw_plus2020,735,0,735,735,0,489,0.6653061224489796,0.6653061224489796,0.4343485068213258,0.3880193461559392,1.0274752114196772,1.2622506102099593
reused_development,2021,9,full_schedule,all,normalized_original,735,0,735,735,0,46,0.06258503401360545,0.06258503401360545,1.0165667055146137,1.0008314962796956,1.4284067343911302,1.878431205657436
reused_development,2021,9,full_schedule,all,normalized_plus2020,735,0,735,735,0,507,0.689795918367347,0.689795918367347,0.41235350002377164,0.36264978919099294,1.0291336991526387,1.2367962151443583
reused_development,2021,9,full_schedule,level_ge_7m,raw_original,735,0,11,11,0,3,0.2727272727272727,0.2727272727272727,0.937873905262821,0.937873905262821,1.490177368549778,1.496698329321184
reused_development,2021,9,full_schedule,level_ge_7m,raw_plus2020,735,0,11,11,0,7,0.6363636363636364,0.6363636363636364,0.40391613419905764,0.34408506976646697,1.0515281733736166,1.058424163771062
reused_development,2021,9,full_schedule,level_ge_7m,normalized_original,735,0,11,11,0,3,0.2727272727272727,0.2727272727272727,0.9087703116381629,0.9087703116381629,1.4387769297210684,1.4393388362828592
reused_development,2021,9,full_schedule,level_ge_7m,normalized_plus2020,735,0,11,11,0,7,0.6363636363636364,0.6363636363636364,0.3692405200243911,0.3139444504042698,1.001138801156131,1.0156912762111743
reused_development,2021,9,complete24,all,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,9,complete24,all,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,9,complete24,all,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,9,complete24,all,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,9,complete24,level_ge_7m,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,9,complete24,level_ge_7m,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,9,complete24,level_ge_7m,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,9,complete24,level_ge_7m,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,9,missing24,all,raw_original,735,0,735,735,0,39,0.053061224489795916,0.053061224489795916,1.0429328314503483,1.0269430916996758,1.475819540912229,1.88185234036969
reused_development,2021,9,missing24,all,raw_plus2020,735,0,735,735,0,489,0.6653061224489796,0.6653061224489796,0.4343485068213258,0.3880193461559392,1.0274752114196772,1.2622506102099593
reused_development,2021,9,missing24,all,normalized_original,735,0,735,735,0,46,0.06258503401360545,0.06258503401360545,1.0165667055146137,1.0008314962796956,1.4284067343911302,1.878431205657436
reused_development,2021,9,missing24,all,normalized_plus2020,735,0,735,735,0,507,0.689795918367347,0.689795918367347,0.41235350002377164,0.36264978919099294,1.0291336991526387,1.2367962151443583
reused_development,2021,9,missing24,level_ge_7m,raw_original,735,0,11,11,0,3,0.2727272727272727,0.2727272727272727,0.937873905262821,0.937873905262821,1.490177368549778,1.496698329321184
reused_development,2021,9,missing24,level_ge_7m,raw_plus2020,735,0,11,11,0,7,0.6363636363636364,0.6363636363636364,0.40391613419905764,0.34408506976646697,1.0515281733736166,1.058424163771062
reused_development,2021,9,missing24,level_ge_7m,normalized_original,735,0,11,11,0,3,0.2727272727272727,0.2727272727272727,0.9087703116381629,0.9087703116381629,1.4387769297210684,1.4393388362828592
reused_development,2021,9,missing24,level_ge_7m,normalized_plus2020,735,0,11,11,0,7,0.6363636363636364,0.6363636363636364,0.3692405200243911,0.3139444504042698,1.001138801156131,1.0156912762111743
reused_development,2021,10,full_schedule,all,raw_original,734,0,734,734,0,96,0.1307901907356948,0.1307901907356948,0.7542057590424747,0.7403361305579323,1.2382733779975756,1.8401386260440837
reused_development,2021,10,full_schedule,all,raw_plus2020,734,0,734,734,0,667,0.9087193460490464,0.9087193460490464,0.22978304095773108,0.11137708863809376,0.9257193106477171,2.4856108408882696
reused_development,2021,10,full_schedule,all,normalized_original,734,0,734,734,0,107,0.14577656675749318,0.14577656675749318,0.7306386474159897,0.7150832401181721,1.205431969744639,1.8123633123382303
reused_development,2021,10,full_schedule,all,normalized_plus2020,734,0,734,734,0,666,0.9073569482288828,0.9073569482288828,0.2286794346369912,0.10680551039750358,0.9228655612148021,2.4792369499403604
reused_development,2021,10,full_schedule,level_ge_7m,raw_original,734,0,11,11,0,3,0.2727272727272727,0.2727272727272727,0.7420378589461959,0.7420378589461959,1.1018665634583,1.1121534604741887
reused_development,2021,10,full_schedule,level_ge_7m,raw_plus2020,734,0,11,11,0,10,0.9090909090909091,0.9090909090909091,0.2797350293934517,0.01763408392384709,0.513828886256601,0.5175395602076476
reused_development,2021,10,full_schedule,level_ge_7m,normalized_original,734,0,11,11,0,3,0.2727272727272727,0.2727272727272727,0.7071166216799617,0.7071166216799617,1.087819177338736,1.0982324640148642
reused_development,2021,10,full_schedule,level_ge_7m,normalized_plus2020,734,0,11,11,0,9,0.8181818181818182,0.8181818181818182,0.2760584719058265,-0.008706083638807094,0.535317069101478,0.5368974313626698
reused_development,2021,10,complete24,all,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,10,complete24,all,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,10,complete24,all,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,10,complete24,all,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,10,complete24,level_ge_7m,raw_original,0,0,0,0,0,0,,,,,,
reused_development,2021,10,complete24,level_ge_7m,raw_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,10,complete24,level_ge_7m,normalized_original,0,0,0,0,0,0,,,,,,
reused_development,2021,10,complete24,level_ge_7m,normalized_plus2020,0,0,0,0,0,0,,,,,,
reused_development,2021,10,missing24,all,raw_original,734,0,734,734,0,96,0.1307901907356948,0.1307901907356948,0.7542057590424747,0.7403361305579323,1.2382733779975756,1.8401386260440837
reused_development,2021,10,missing24,all,raw_plus2020,734,0,734,734,0,667,0.9087193460490464,0.9087193460490464,0.22978304095773108,0.11137708863809376,0.9257193106477171,2.4856108408882696
