dataset,period,horizon_h,population,subset,family,scheduled_rows,missing_truth,observed_targets,pairs,failures,hits,paired_hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
original,test,3,full_schedule,all,normalized_original,1965,23,1942,1933,9,1892,0.9787894464562855,0.9742533470648815,0.08569916437714672,-0.0036249483546946485,0.5128291638015096,3.5268719363183774
original,test,3,full_schedule,all,normalized_plus2020,1965,23,1942,1933,9,1895,0.9803414381789963,0.9757981462409887,0.08861313368884402,-0.003202291919307624,0.4943553517476327,3.119749707203195
original,test,3,full_schedule,level_ge_7m,raw_original,1965,23,237,236,1,206,0.8728813559322034,0.869198312236287,0.2397801871519601,-0.04664766333988164,1.5175037737316026,3.5268719363183774
original,test,3,full_schedule,level_ge_7m,raw_plus2020,1965,23,237,236,1,218,0.923728813559322,0.919831223628692,0.2045290355720415,-0.05610829724312178,1.0269649947971589,3.0549834478696507
original,test,3,full_schedule,level_ge_7m,normalized_original,1965,23,237,236,1,206,0.8728813559322034,0.869198312236287,0.2397801871519601,-0.04664766333988164,1.5175037737316026,3.5268719363183774
original,test,3,full_schedule,level_ge_7m,normalized_plus2020,1965,23,237,236,1,218,0.923728813559322,0.919831223628692,0.2062624937532027,-0.0607626159592951,1.0493826970899494,3.119749707203195
original,test,3,complete24,all,raw_original,1351,5,1346,1346,0,1332,0.9895988112927192,0.9895988112927192,0.06737020692482651,0.0009264525702016789,0.36924670610294175,0.7989318288299483
original,test,3,complete24,all,raw_plus2020,1351,5,1346,1346,0,1330,0.9881129271916791,0.9881129271916791,0.07282055595596207,0.0008338197170898592,0.4288541181337628,0.9313893826081765
original,test,3,complete24,all,normalized_original,1351,5,1346,1346,0,1332,0.9895988112927192,0.9895988112927192,0.06737020692482651,0.0009264525702016789,0.36924670610294175,0.7989318288299483
original,test,3,complete24,all,normalized_plus2020,1351,5,1346,1346,0,1331,0.9888558692421991,0.9888558692421991,0.07304951011997729,0.001258462992436819,0.4092128722090224,0.9205672955222939
original,test,3,complete24,level_ge_7m,raw_original,1351,5,142,142,0,131,0.9225352112676056,0.9225352112676056,0.1557716333648826,-0.0043574334419621006,0.7152282823723896,0.7989318288299483
original,test,3,complete24,level_ge_7m,raw_plus2020,1351,5,142,142,0,133,0.9366197183098591,0.9366197183098591,0.1560131745792717,-0.018495061918982474,0.7587711004356658,0.8708905223897432
original,test,3,complete24,level_ge_7m,normalized_original,1351,5,142,142,0,131,0.9225352112676056,0.9225352112676056,0.1557716333648826,-0.0043574334419621006,0.7152282823723896,0.7989318288299483
original,test,3,complete24,level_ge_7m,normalized_plus2020,1351,5,142,142,0,133,0.9366197183098591,0.9366197183098591,0.1556299991972553,-0.022198783814910018,0.7539171976193555,0.8309378964581153
original,test,3,missing24,all,raw_original,614,18,596,587,9,560,0.9540034071550255,0.9395973154362416,0.12772774483851473,-0.014061380458460336,0.7771375948044326,3.5268719363183774
original,test,3,missing24,all,raw_plus2020,614,18,596,587,9,566,0.9642248722316865,0.9496644295302014,0.12234287715740365,-0.011434042828665157,0.6921589918244493,3.0549834478696507
original,test,3,missing24,all,normalized_original,614,18,596,587,9,560,0.9540034071550255,0.9395973154362416,0.12772774483851473,-0.014061380458460336,0.7771375948044326,3.5268719363183774
original,test,3,missing24,all,normalized_plus2020,614,18,596,587,9,564,0.9608177172061328,0.9463087248322147,0.12430076115680755,-0.013430871325113454,0.7146471462202864,3.119749707203195
original,test,3,missing24,level_ge_7m,raw_original,614,18,95,94,1,75,0.7978723404255319,0.7894736842105263,0.3666867258515879,-0.1105329042495048,2.8735248056564777,3.5268719363183774
original,test,3,missing24,level_ge_7m,raw_plus2020,614,18,95,94,1,85,0.9042553191489362,0.8947368421052632,0.2778189532419704,-0.11292829103065134,2.481327551340479,3.0549834478696507
original,test,3,missing24,level_ge_7m,normalized_original,614,18,95,94,1,75,0.7978723404255319,0.7894736842105263,0.3666867258515879,-0.1105329042495048,2.8735248056564777,3.5268719363183774
original,test,3,missing24,level_ge_7m,normalized_plus2020,614,18,95,94,1,85,0.9042553191489362,0.8947368421052632,0.2827498791462296,-0.11901861770932362,2.5285234893069295,3.119749707203195
original,test,4,full_schedule,all,raw_original,1964,23,1941,1931,10,1863,0.9647850854479544,0.9598145285935085,0.1145230902406845,-0.000881183735517365,0.6785520720348894,4.159274231826119
original,test,4,full_schedule,all,raw_plus2020,1964,23,1941,1931,10,1871,0.9689280165717244,0.9639361154044307,0.11528808753938709,-0.006839869921925697,0.624351770008096,3.789297893218299
original,test,4,full_schedule,all,normalized_original,1964,23,1941,1931,10,1867,0.9668565510098395,0.9618753219989696,0.1141029220855365,-0.00015026712491160245,0.6651539611364363,4.180672066798155
original,test,4,full_schedule,all,normalized_plus2020,1964,23,1941,1931,10,1868,0.9673744174003107,0.9623905203503349,0.11579801540597726,-0.005259700396011237,0.6296333388020763,3.7679250330308536
original,test,4,full_schedule,level_ge_7m,raw_original,1964,23,237,236,1,189,0.8008474576271186,0.7974683544303798,0.3477376475215351,-0.07556707368542755,1.9960798231165728,4.159274231826119
original,test,4,full_schedule,level_ge_7m,raw_plus2020,1964,23,237,236,1,195,0.826271186440678,0.8227848101265823,0.3120340189086519,-0.08175325499585838,1.9013562095715206,3.789297893218299
original,test,4,full_schedule,level_ge_7m,normalized_original,1964,23,237,236,1,193,0.8177966101694916,0.8143459915611815,0.34596340697892397,-0.07702363987645892,1.9984051479635023,4.180672066798155
original,test,4,full_schedule,level_ge_7m,normalized_plus2020,1964,23,237,236,1,194,0.8220338983050848,0.8185654008438819,0.3147116000080755,-0.07941896660005629,1.8882453121298777,3.7679250330308536
original,test,4,complete24,all,raw_original,1350,5,1345,1345,0,1312,0.9754646840148699,0.9754646840148699,0.09285500305212266,0.006918762609001936,0.5325510680699792,0.9417446867191668
original,test,4,complete24,all,raw_plus2020,1350,5,1345,1345,0,1318,0.9799256505576208,0.9799256505576208,0.09632377935494689,0.006720586923662088,0.4853240428343852,1.2689003460769523
original,test,4,complete24,all,normalized_original,1350,5,1345,1345,0,1315,0.9776951672862454,0.9776951672862454,0.09206449727219633,0.006734121715767433,0.5326744834861036,0.9355566922605405
original,test,4,complete24,all,normalized_plus2020,1350,5,1345,1345,0,1317,0.979182156133829,0.979182156133829,0.09609883744306619,0.0066231093442993315,0.5053987237700213,1.3727569892260458
original,test,4,complete24,level_ge_7m,raw_original,1350,5,141,141,0,121,0.8581560283687943,0.8581560283687943,0.22783298710313113,-0.019499205801815456,0.8363002432180178,0.9417446867191668
original,test,4,complete24,level_ge_7m,raw_plus2020,1350,5,141,141,0,122,0.8652482269503546,0.8652482269503546,0.2296920964673835,0.006962511715412252,1.0516969556915625,1.2689003460769523
original,test,4,complete24,level_ge_7m,normalized_original,1350,5,141,141,0,125,0.8865248226950354,0.8865248226950354,0.22317178730905987,-0.023592059422235804,0.8171961341241281,0.9355566922605405
original,test,4,complete24,level_ge_7m,normalized_plus2020,1350,5,141,141,0,121,0.8581560283687943,0.8581560283687943,0.23244142499756487,0.005568611891544078,1.0560757657093607,1.3727569892260458
original,test,4,missing24,all,raw_original,614,18,596,586,10,551,0.9402730375426621,0.924496644295302,0.164256157251974,-0.018783790959712686,0.9859819141535519,4.159274231826119
original,test,4,missing24,all,raw_plus2020,614,18,596,586,10,553,0.9436860068259386,0.9278523489932886,0.1588153819217626,-0.03796412667502394,0.8478250506483835,3.789297893218299
original,test,4,missing24,all,normalized_original,614,18,596,586,10,552,0.9419795221843004,0.9261744966442953,0.1646859961025033,-0.015951466767767063,1.008607608424385,4.180672066798155
original,test,4,missing24,all,normalized_plus2020,614,18,596,586,10,551,0.9402730375426621,0.924496644295302,0.16101199895566215,-0.03253338486822577,0.8536456081092021,3.7679250330308536
original,test,4,missing24,level_ge_7m,raw_original,614,18,96,95,1,68,0.7157894736842105,0.7083333333333334,0.5257014066688507,-0.1587835933863676,3.3449786649204833,4.159274231826119
original,test,4,missing24,level_ge_7m,raw_plus2020,614,18,96,95,1,73,0.7684210526315789,0.7604166666666666,0.43424676695306075,-0.21342612979890216,3.014879341681749,3.789297893218299
original,test,4,missing24,level_ge_7m,normalized_original,614,18,96,95,1,68,0.7157894736842105,0.7083333333333334,0.5282120214363013,-0.15632735402430584,3.3645106836667655,4.180672066798155
original,test,4,missing24,level_ge_7m,normalized_plus2020,614,18,96,95,1,73,0.7684210526315789,0.7604166666666666,0.4368178597605176,-0.20555842520337886,2.9672058751599213,3.7679250330308536
original,test,5,full_schedule,all,raw_original,1963,23,1940,1929,11,1837,0.9523068947641264,0.9469072164948453,0.15065775972061035,-0.005331912965777811,0.7897883141225097,4.732017992487203
original,test,5,full_schedule,all,raw_plus2020,1963,23,1940,1929,11,1840,0.9538621047174702,0.9484536082474226,0.14648152878419302,-0.022534881415235884,0.7662571924024014,4.197175167878556
original,test,5,full_schedule,all,normalized_original,1963,23,1940,1929,11,1834,0.9507516848107828,0.945360824742268,0.15170402021125728,-0.007763267472432878,0.8249700615428212,4.852710999481523
original,test,5,full_schedule,all,normalized_plus2020,1963,23,1940,1929,11,1850,0.9590461378952825,0.9536082474226805,0.15076964507690613,-0.015582616714871095,0.7453014411778972,4.645603153067796
original,test,5,full_schedule,level_ge_7m,raw_original,1963,23,237,236,1,174,0.7372881355932204,0.7341772151898734,0.44950094391357975,-0.08667631637036102,2.7581849813937223,4.732017992487203
original,test,5,full_schedule,level_ge_7m,raw_plus2020,1963,23,237,236,1,180,0.7627118644067796,0.759493670886076,0.41425014656526404,-0.14422542824706405,2.9616013832780985,4.197175167878556
original,test,5,full_schedule,level_ge_7m,normalized_original,1963,23,237,236,1,170,0.7203389830508474,0.7172995780590717,0.4567780122341141,-0.09173092005963368,2.7780047664295373,4.852710999481523
original,test,5,full_schedule,level_ge_7m,normalized_plus2020,1963,23,237,236,1,180,0.7627118644067796,0.759493670886076,0.4352576711808304,-0.14349621615615568,2.9438565662133303,4.645603153067796
original,test,5,complete24,all,raw_original,1349,5,1344,1344,0,1297,0.9650297619047619,0.9650297619047619,0.12718824911018403,0.00305215546363408,0.6057833899363805,1.2030473752915363
original,test,5,complete24,all,raw_plus2020,1349,5,1344,1344,0,1295,0.9635416666666666,0.9635416666666666,0.1280367333616565,-0.00866776922093456,0.644994015657609,1.5001280525683907
original,test,5,complete24,all,normalized_original,1349,5,1344,1344,0,1298,0.9657738095238095,0.9657738095238095,0.126989691602992,-0.00044000421806784267,0.5993140033649366,1.1678921711014834
original,test,5,complete24,all,normalized_plus2020,1349,5,1344,1344,0,1299,0.9665178571428571,0.9665178571428571,0.13100861116381468,-0.0008364502574926203,0.6331525309398376,1.5527603259182872
original,test,5,complete24,level_ge_7m,raw_original,1349,5,140,140,0,114,0.8142857142857143,0.8142857142857143,0.2915012986669781,-0.0116081579301826,1.084275274517138,1.2030473752915363
original,test,5,complete24,level_ge_7m,raw_plus2020,1349,5,140,140,0,110,0.7857142857142857,0.7857142857142857,0.3142566351592879,-0.04820217628960007,1.2672686490987561,1.5001280525683907
original,test,5,complete24,level_ge_7m,normalized_original,1349,5,140,140,0,113,0.8071428571428572,0.8071428571428572,0.29481953759760005,-0.02008939173661675,1.0764481769881924,1.1678921711014834
original,test,5,complete24,level_ge_7m,normalized_plus2020,1349,5,140,140,0,110,0.7857142857142857,0.7857142857142857,0.31776612970995827,-0.040502685650129586,1.1958036980211562,1.5527603259182872
original,test,5,missing24,all,raw_original,614,18,596,585,11,540,0.9230769230769231,0.9060402684563759,0.20457745589225645,-0.024593772742067702,1.3407488177851001,4.732017992487203
original,test,5,missing24,all,raw_plus2020,614,18,596,585,11,545,0.9316239316239316,0.9144295302013423,0.1888572639087897,-0.054393682764194824,1.3103354102472098,4.197175167878556
original,test,5,missing24,all,normalized_original,614,18,596,585,11,536,0.9162393162393162,0.8993288590604027,0.2084836059369129,-0.024587995359384347,1.3770077055419658,4.852710999481523
original,test,5,missing24,all,normalized_plus2020,614,18,596,585,11,551,0.9418803418803419,0.924496644295302,0.19616935375929054,-0.049460988883617524,1.449511632034915,4.645603153067796
original,test,5,missing24,level_ge_7m,raw_original,614,18,97,96,1,60,0.625,0.6185567010309279,0.6799170932315404,-0.19615071409562124,4.077646099222054,4.732017992487203
original,test,5,missing24,level_ge_7m,raw_plus2020,614,18,97,96,1,70,0.7291666666666666,0.7216494845360825,0.5600740173656459,-0.28425933735169906,3.705532619871754,4.197175167878556
original,test,5,missing24,level_ge_7m,normalized_original,614,18,97,96,1,57,0.59375,0.5876288659793815,0.692967454412364,-0.19620814886403337,4.1718389779232945,4.852710999481523
original,test,5,missing24,level_ge_7m,normalized_plus2020,614,18,97,96,1,70,0.7291666666666666,0.7216494845360825,0.6065995024925191,-0.293695114810777,3.969737274645586,4.645603153067796
original,test,6,full_schedule,all,raw_original,1962,23,1939,1927,12,1746,0.9060716139076285,0.9004641567818463,0.20676128900797808,-0.01485733796192006,0.9753946481774126,5.717300772050423
original,test,6,full_schedule,all,raw_plus2020,1962,23,1939,1927,12,1763,0.9148936170212766,0.9092315626611656,0.20145550510518553,-0.017895346805257173,1.0406244141498497,4.704522031131441
original,test,6,full_schedule,all,normalized_original,1962,23,1939,1927,12,1753,0.909704203425013,0.9040742650850954,0.20572360787190871,-0.011659969681287663,0.9523179852110097,5.758938829288425
original,test,6,full_schedule,all,normalized_plus2020,1962,23,1939,1927,12,1765,0.9159314997405293,0.9102630221763796,0.199738706478704,-0.018218486190513406,0.9986039695167248,4.704893046560072
original,test,6,full_schedule,level_ge_7m,raw_original,1962,23,237,236,1,149,0.6313559322033898,0.6286919831223629,0.5992745509944473,-0.1294956884565486,4.1687591231363985,5.717300772050423
original,test,6,full_schedule,level_ge_7m,raw_plus2020,1962,23,237,236,1,163,0.690677966101695,0.6877637130801688,0.5361155561391127,-0.09281554562528958,3.3684656186088886,4.704522031131441
original,test,6,full_schedule,level_ge_7m,normalized_original,1962,23,237,236,1,148,0.6271186440677966,0.6244725738396625,0.5976100205251076,-0.1292040008127634,4.158138175585052,5.758938829288425
original,test,6,full_schedule,level_ge_7m,normalized_plus2020,1962,23,237,236,1,162,0.6864406779661016,0.6835443037974683,0.5369040477055705,-0.08778515950488833,3.399241762609292,4.704893046560072
original,test,6,complete24,all,raw_original,1348,5,1343,1343,0,1238,0.9218168279970216,0.9218168279970216,0.1752328412121762,-0.008599035647258606,0.7627823988036752,1.4547899740867276
original,test,6,complete24,all,raw_plus2020,1348,5,1343,1343,0,1237,0.921072226358898,0.921072226358898,0.18381084603746725,-0.0030061245723086182,0.7646179657863305,1.757011556386856
original,test,6,complete24,all,normalized_original,1348,5,1343,1343,0,1243,0.9255398361876396,0.9255398361876396,0.1741975962987531,-0.005293709974759893,0.7668675145430609,1.4800427946355974
original,test,6,complete24,all,normalized_plus2020,1348,5,1343,1343,0,1244,0.9262844378257632,0.9262844378257632,0.17944153353090395,-0.004165493745564743,0.8309690799064959,1.75169603536464
original,test,6,complete24,level_ge_7m,raw_original,1348,5,140,140,0,105,0.75,0.75,0.3579782358561097,-0.03609021977148757,1.2191973066073383,1.4547899740867276
original,test,6,complete24,level_ge_7m,raw_plus2020,1348,5,140,140,0,103,0.7357142857142858,0.7357142857142858,0.3964262594351779,0.02529271295670357,1.419405260001209,1.6598792398444235
original,test,6,complete24,level_ge_7m,normalized_original,1348,5,140,140,0,104,0.7428571428571429,0.7428571428571429,0.354498415086102,-0.038830322435013234,1.1677629452989025,1.4800427946355974
original,test,6,complete24,level_ge_7m,normalized_plus2020,1348,5,140,140,0,106,0.7571428571428571,0.7571428571428571,0.3827411900646344,0.03726954229552819,1.5136423104294456,1.6318499464999086
original,test,6,missing24,all,raw_original,614,18,596,584,12,508,0.8698630136986302,0.8523489932885906,0.2792659215246937,-0.029249290031424055,1.9246037754111622,5.717300772050423
original,test,6,missing24,all,raw_plus2020,614,18,596,584,12,526,0.9006849315068494,0.8825503355704698,0.24203217826947598,-0.05213545889232892,1.479796198878852,4.704522031131441
original,test,6,missing24,all,normalized_original,614,18,596,584,12,510,0.8732876712328768,0.8557046979865772,0.27822263791086077,-0.02630018678037465,1.9812491070930478,5.758938829288425
original,test,6,missing24,all,normalized_plus2020,614,18,596,584,12,521,0.8921232876712328,0.8741610738255033,0.2464152531720181,-0.05053555614524983,1.6352701129157658,4.704893046560072
original,test,6,missing24,level_ge_7m,raw_original,614,18,97,96,1,44,0.4583333333333333,0.4536082474226804,0.9511650105711896,-0.2657119969555959,5.252529825361643,5.717300772050423
original,test,6,missing24,level_ge_7m,raw_plus2020,614,18,97,96,1,60,0.625,0.6185567010309279,0.7398291138323508,-0.2650567560573629,4.4350943670369345,4.704522031131441
original,test,6,missing24,level_ge_7m,normalized_original,614,18,97,96,1,44,0.4583333333333333,0.4536082474226804,0.9521477784569908,-0.2609989484469824,5.2570822946375895,5.758938829288425
original,test,6,missing24,level_ge_7m,normalized_plus2020,614,18,97,96,1,56,0.5833333333333334,0.5773195876288659,0.761724881765269,-0.27015659963049576,4.526840296824718,4.704893046560072
original,test,7,full_schedule,all,raw_original,1961,23,1938,1925,13,1689,0.8774025974025974,0.871517027863777,0.266131415523293,-0.009091682182165342,1.405744021711313,5.611443817837554
original,test,7,full_schedule,all,raw_plus2020,1961,23,1938,1925,13,1747,0.9075324675324675,0.9014447884416925,0.23111039155411123,-0.022498644908280845,1.0169913735490614,4.638033184969102
original,test,7,full_schedule,all,normalized_original,1961,23,1938,1925,13,1690,0.8779220779220779,0.8720330237358102,0.2666837109001212,-0.008837962845168666,1.4224669135223622,5.5788198938424145
original,test,7,full_schedule,all,normalized_plus2020,1961,23,1938,1925,13,1735,0.9012987012987013,0.8952528379772962,0.2328552810615003,-0.02477439972955618,1.0421015917015883,4.655934641123991
original,test,7,full_schedule,level_ge_7m,raw_original,1961,23,237,236,1,132,0.559322033898305,0.5569620253164557,0.7350302813017384,-0.10404518285848988,4.360257143310526,5.611443817837554
original,test,7,full_schedule,level_ge_7m,raw_plus2020,1961,23,237,236,1,164,0.6949152542372882,0.6919831223628692,0.5468895482338202,-0.1094290420749327,3.5381556050491545,4.638033184969102
original,test,7,full_schedule,level_ge_7m,normalized_original,1961,23,237,236,1,133,0.5635593220338984,0.5611814345991561,0.7337573473953839,-0.09540130474155066,4.333534294518113,5.5788198938424145
original,test,7,full_schedule,level_ge_7m,normalized_plus2020,1961,23,237,236,1,157,0.6652542372881356,0.6624472573839663,0.5516234598212364,-0.11214925630053789,3.5253571761248805,4.655934641123991
original,test,7,complete24,all,raw_original,1347,5,1342,1342,0,1206,0.8986587183308494,0.8986587183308494,0.2216363725976874,-0.01481920389470442,0.8973367131899892,2.195693440361058
original,test,7,complete24,all,raw_plus2020,1347,5,1342,1342,0,1226,0.9135618479880775,0.9135618479880775,0.21620755510159204,-0.009455507120683257,0.9082463743896287,3.4473294808642407
original,test,7,complete24,all,normalized_original,1347,5,1342,1342,0,1207,0.8994038748137109,0.8994038748137109,0.22227859916446138,-0.015446582495322884,0.8862018381041349,2.186201147678485
original,test,7,complete24,all,normalized_plus2020,1347,5,1342,1342,0,1216,0.9061102831594635,0.9061102831594635,0.21752442512804204,-0.012384335690566284,0.905974215631594,3.349050146759261
original,test,7,complete24,level_ge_7m,raw_original,1347,5,140,140,0,88,0.6285714285714286,0.6285714285714286,0.4766695811213026,-0.026345403490117495,1.6535350364488497,2.195693440361058
original,test,7,complete24,level_ge_7m,raw_plus2020,1347,5,140,140,0,102,0.7285714285714285,0.7285714285714285,0.4269963167031065,0.00557414432492188,2.423321797387317,3.4473294808642407
original,test,7,complete24,level_ge_7m,normalized_original,1347,5,140,140,0,88,0.6285714285714286,0.6285714285714286,0.4729636999349979,-0.020878565362192777,1.665877159557939,2.186201147678485
original,test,7,complete24,level_ge_7m,normalized_plus2020,1347,5,140,140,0,96,0.6857142857142857,0.6857142857142857,0.4322345991457748,0.003571253219931579,2.4617956686709976,3.349050146759261
original,test,7,missing24,all,raw_original,614,18,596,583,13,483,0.8284734133790738,0.8104026845637584,0.36855396716336625,0.00409242440141517,2.284727951517816,5.611443817837554
original,test,7,missing24,all,raw_plus2020,614,18,596,583,13,521,0.8936535162950258,0.8741610738255033,0.26541503395424976,-0.052522471513694144,1.3019853367313015,4.638033184969102
original,test,7,missing24,all,normalized_original,614,18,596,583,13,483,0.8284734133790738,0.8104026845637584,0.3688992511218288,0.006374331443865554,2.2937669401949297,5.5788198938424145
original,test,7,missing24,all,normalized_plus2020,614,18,596,583,13,519,0.8902229845626072,0.8708053691275168,0.26814517585172504,-0.0532949244985518,1.2948492510957428,4.655934641123991
original,test,7,missing24,level_ge_7m,raw_original,614,18,97,96,1,44,0.4583333333333333,0.4536082474226804,1.1118063023982077,-0.2173573611040329,5.210098256823384,5.611443817837554
original,test,7,missing24,level_ge_7m,raw_plus2020,614,18,97,96,1,62,0.6458333333333334,0.6391752577319587,0.7217338442161112,-0.27714202224138734,3.943698381559669,4.638033184969102
original,test,7,missing24,level_ge_7m,normalized_original,614,18,97,96,1,45,0.46875,0.4639175257731959,1.114081416608447,-0.20408029966978092,5.165510309849093,5.5788198938424145
original,test,7,missing24,level_ge_7m,normalized_plus2020,614,18,97,96,1,61,0.6354166666666666,0.6288659793814433,0.7257322149729512,-0.2809083326845559,3.970353271887408,4.655934641123991
original,test,8,full_schedule,all,raw_original,1960,23,1937,1923,14,1623,0.84399375975039,0.8378936499741869,0.32353407971972176,-0.00933242867113907,1.7064386498127462,6.185898482285559
original,test,8,full_schedule,all,raw_plus2020,1960,23,1937,1923,14,1660,0.8632345293811753,0.856995353639649,0.29427147175225193,-0.03534867438625561,1.2503160038271655,5.446067301688627
original,test,8,full_schedule,all,normalized_original,1960,23,1937,1923,14,1626,0.8455538221528861,0.839442436757873,0.3238226848883947,-0.00738653224204938,1.6672876701563297,6.133416995517493
original,test,8,full_schedule,all,normalized_plus2020,1960,23,1937,1923,14,1658,0.8621944877795111,0.8559628291171916,0.2957168376439923,-0.04376422716889984,1.2137695017357648,5.617786803646193
original,test,8,full_schedule,level_ge_7m,raw_original,1960,23,237,236,1,128,0.5423728813559322,0.540084388185654,0.8437648586743666,-0.14118542567397704,5.13793312352746,6.185898482285559
original,test,8,full_schedule,level_ge_7m,raw_plus2020,1960,23,237,236,1,143,0.6059322033898306,0.6033755274261603,0.6777920248435835,-0.16941932156969178,4.136055383292897,5.446067301688627
original,test,8,full_schedule,level_ge_7m,normalized_original,1960,23,237,236,1,129,0.5466101694915254,0.5443037974683544,0.845906712962715,-0.1302342051434126,5.200551808496869,6.133416995517493
original,test,8,full_schedule,level_ge_7m,normalized_plus2020,1960,23,237,236,1,142,0.6016949152542372,0.5991561181434599,0.6860332587643867,-0.18399806800842658,4.221390572210488,5.617786803646193
original,test,8,complete24,all,raw_original,1346,5,1341,1341,0,1154,0.8605518269947801,0.8605518269947801,0.2742195341762399,-0.00870396662414145,1.1095246220244477,2.2450205360724933
original,test,8,complete24,all,raw_plus2020,1346,5,1341,1341,0,1164,0.8680089485458613,0.8680089485458613,0.27518024545049113,-0.013336940351934235,1.0674866722341105,4.001534395703192
original,test,8,complete24,all,normalized_original,1346,5,1341,1341,0,1157,0.8627889634601044,0.8627889634601044,0.2745797666718031,-0.007750719008138347,1.1084223615544222,2.1976739497234536
original,test,8,complete24,all,normalized_plus2020,1346,5,1341,1341,0,1163,0.8672632363907532,0.8672632363907532,0.2749768012980216,-0.022374757849501138,1.0709397587190659,3.9794949816197054
original,test,8,complete24,level_ge_7m,raw_original,1346,5,140,140,0,87,0.6214285714285714,0.6214285714285714,0.5217053387310955,-0.04810808010578112,1.9728894378762705,2.2450205360724933
original,test,8,complete24,level_ge_7m,raw_plus2020,1346,5,140,140,0,90,0.6428571428571429,0.6428571428571429,0.5313115537913777,-0.012323649670040255,2.9432475225345454,4.001534395703192
original,test,8,complete24,level_ge_7m,normalized_original,1346,5,140,140,0,87,0.6214285714285714,0.6214285714285714,0.522096560512597,-0.046697211746300434,1.9184000085270236,2.1976739497234536
original,test,8,complete24,level_ge_7m,normalized_plus2020,1346,5,140,140,0,90,0.6428571428571429,0.6428571428571429,0.5308702718896999,-0.024322123217747064,2.8855844194459173,3.9794949816197054
original,test,8,missing24,all,raw_original,614,18,596,582,14,469,0.8058419243986255,0.7869127516778524,0.43716089342042486,-0.010780482975303693,2.606888978098579,6.185898482285559
original,test,8,missing24,all,raw_plus2020,614,18,596,582,14,496,0.852233676975945,0.8322147651006712,0.3382600189527007,-0.0860664327024497,1.8208623532078976,5.446067301688627
original,test,8,missing24,all,normalized_original,614,18,596,582,14,469,0.8058419243986255,0.7869127516778524,0.43728446036682983,-0.006547400878947492,2.6131452534434754,6.133416995517493
original,test,8,missing24,all,normalized_plus2020,614,18,596,582,14,495,0.8505154639175257,0.8305369127516778,0.343504447162801,-0.09304821060071021,1.7733189096630528,5.617786803646193
original,test,8,missing24,level_ge_7m,raw_original,614,18,97,96,1,41,0.4270833333333333,0.422680412371134,1.3134349919249704,-0.2769232212942628,5.942379150119271,6.185898482285559
original,test,8,missing24,level_ge_7m,raw_plus2020,614,18,97,96,1,53,0.5520833333333334,0.5463917525773195,0.8914093784613835,-0.39851717642335033,4.6152658447599295,5.446067301688627
original,test,8,missing24,level_ge_7m,normalized_original,614,18,97,96,1,42,0.4375,0.4329896907216495,1.3181298519524705,-0.25205898718086783,5.890749668673301,6.133416995517493
original,test,8,missing24,level_ge_7m,normalized_plus2020,614,18,97,96,1,52,0.5416666666666666,0.5360824742268041,0.9123126146233048,-0.4168588208281676,4.625700717427071,5.617786803646193
original,test,9,full_schedule,all,raw_original,1959,23,1936,1921,15,1536,0.799583550234253,0.7933884297520661,0.3755822991318277,-0.025467501166002663,1.8115698896474082,6.0003742492804815
original,test,9,full_schedule,all,raw_plus2020,1959,23,1936,1921,15,1570,0.8172826652785008,0.8109504132231405,0.3487222511981637,-0.05553871808746403,1.4194434564029965,6.169177317055857
original,test,9,full_schedule,all,normalized_original,1959,23,1936,1921,15,1543,0.8032274856845393,0.797004132231405,0.3758979697957148,-0.02649642919689323,1.8027808533977272,5.9108641024508355
original,test,9,full_schedule,all,normalized_plus2020,1959,23,1936,1921,15,1553,0.8084331077563769,0.8021694214876033,0.3495075417165309,-0.05869933525310873,1.45675311911958,6.3036563289208845
original,test,9,full_schedule,level_ge_7m,raw_original,1959,23,237,236,1,113,0.4788135593220339,0.4767932489451477,0.9692832556460395,-0.21216111648823835,5.315937681275884,6.0003742492804815
original,test,9,full_schedule,level_ge_7m,raw_plus2020,1959,23,237,236,1,124,0.5254237288135594,0.5232067510548524,0.8094479487623841,-0.23148685805560984,5.017554118971492,6.169177317055857
original,test,9,full_schedule,level_ge_7m,normalized_original,1959,23,237,236,1,113,0.4788135593220339,0.4767932489451477,0.9675536652457236,-0.2099903530776019,5.271012289880005,5.9108641024508355
original,test,9,full_schedule,level_ge_7m,normalized_plus2020,1959,23,237,236,1,122,0.5169491525423728,0.5147679324894515,0.8143456806383412,-0.24043742414464073,5.017271954370449,6.3036563289208845
original,test,9,complete24,all,raw_original,1345,5,1340,1340,0,1098,0.8194029850746268,0.8194029850746268,0.3175677428788755,-0.021088383212430253,1.3369776096830202,2.624021365195725
original,test,9,complete24,all,raw_plus2020,1345,5,1340,1340,0,1103,0.823134328358209,0.823134328358209,0.3179005101545452,-0.027182981274119052,1.2350309641094843,3.5201425118817706
original,test,9,complete24,all,normalized_original,1345,5,1340,1340,0,1102,0.8223880597014925,0.8223880597014925,0.3198887695883523,-0.02343883422710672,1.363910889143006,2.600001068781067
original,test,9,complete24,all,normalized_plus2020,1345,5,1340,1340,0,1094,0.8164179104477612,0.8164179104477612,0.3188840984425285,-0.03071306096152869,1.252507838928879,3.5786927887426696
