phase,profile,horizon_h,population,subset,reference,relation,observed_targets,pairs,failures,reference_hits,weighted_hits,hits_delta,reference_mae_m,weighted_mae_m,mae_m_delta,reference_bias_m,weighted_bias_m,bias_m_delta,reference_p98_abs_m,weighted_p98_abs_m,p98_abs_m_delta,reference_max_abs_m,weighted_max_abs_m,max_abs_m_delta
test,B,10,full_schedule,all,mixed_profile_candidate,primary_weight_9m,1935,1920,15,1427,1431,4,0.4278943953424952,0.4266049033600693,-0.0012894919824258944,-0.051507064766029474,-0.058637755032860464,-0.00713069026683099,1.9698634033520939,2.025806904343911,0.05594350099181722,6.73028988534079,6.471063796635404,-0.2592260887053861
test,B,10,full_schedule,all,profile_A_control,cross_profile,1935,1920,15,1431,1431,0,0.42721463837439777,0.4266049033600693,-0.000609735014328483,-0.03424261200039959,-0.058637755032860464,-0.024395143032460875,1.8918103416738081,2.025806904343911,0.13399656267010296,6.718194118132436,6.471063796635404,-0.24713032149703196
test,B,10,full_schedule,all,profile_B_control,matching_profile,1935,1920,15,1419,1431,12,0.4413798816356144,0.4266049033600693,-0.014774978275545136,-0.0664853216014653,-0.058637755032860464,0.00784756656860483,2.0148667275941663,2.025806904343911,0.01094017674974479,6.4336778764475095,6.471063796635404,0.03738592018789433
test,B,10,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,237,236,1,89,90,1,1.1134412628023913,1.0933898676747111,-0.02005139512768017,-0.23882457459161263,-0.2622623247231459,-0.02343775013153329,5.97871543154922,5.961041143880213,-0.01767428766900636,6.73028988534079,6.471063796635404,-0.2592260887053861
test,B,10,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,94,90,-4,1.0824808079093406,1.0933898676747111,0.010909059765370488,-0.22376627095321772,-0.2622623247231459,-0.03849605376992821,5.855512157399497,5.961041143880213,0.10552898648071629,6.718194118132436,6.471063796635404,-0.24713032149703196
test,B,10,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,90,90,0,1.1444952382355695,1.0933898676747111,-0.0511053705608584,-0.259019376088127,-0.2622623247231459,-0.0032429486350189496,6.000120908138806,5.961041143880213,-0.0390797642585925,6.4336778764475095,6.471063796635404,0.03738592018789433
test,B,10,complete24,all,mixed_profile_candidate,primary_weight_9m,1347,1347,0,1029,1039,10,0.37998994811222225,0.374631216453331,-0.00535873165889128,-0.046590470112300435,-0.053426778077797485,-0.00683630796549705,1.546766422574005,1.4579893391190761,-0.08877708345492885,3.9402424459816245,3.8391720464216146,-0.10107039956000996
test,B,10,complete24,all,profile_A_control,cross_profile,1347,1347,0,1035,1039,4,0.3769453943120284,0.374631216453331,-0.0023141778586974193,-0.02414357790495565,-0.053426778077797485,-0.029283200172841833,1.517242128569271,1.4579893391190761,-0.059252789450194854,3.8543352552095484,3.8391720464216146,-0.015163208787933868
test,B,10,complete24,all,profile_B_control,matching_profile,1347,1347,0,1021,1039,18,0.3927129091562192,0.374631216453331,-0.01808169270288823,-0.06989841949262585,-0.053426778077797485,0.01647164141482836,1.6306661591109577,1.4579893391190761,-0.17267681999188156,4.257445769540544,3.8391720464216146,-0.4182737231189293
test,B,10,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,140,140,0,61,65,4,0.8331598838467924,0.794191069751165,-0.03896881409562736,-0.12525960607233044,-0.1530713444355543,-0.02781173836322387,3.106727395440238,2.977511946072138,-0.12921544936809992,3.9402424459816245,3.8391720464216146,-0.10107039956000996
test,B,10,complete24,level_ge_7m,profile_A_control,cross_profile,140,140,0,65,65,0,0.809316052147313,0.794191069751165,-0.015124982396147901,-0.08788131034469683,-0.1530713444355543,-0.06519003409085748,2.926867096566719,2.977511946072138,0.05064484950541903,3.8543352552095484,3.8391720464216146,-0.015163208787933868
test,B,10,complete24,level_ge_7m,profile_B_control,matching_profile,140,140,0,61,65,4,0.8680970282533137,0.794191069751165,-0.07390595850214865,-0.16809331407836248,-0.1530713444355543,0.015021969642808164,3.243593485638569,2.977511946072138,-0.2660815395664309,4.257445769540544,3.8391720464216146,-0.4182737231189293
test,B,10,missing24,all,mixed_profile_candidate,primary_weight_9m,588,573,15,398,392,-6,0.5405074676272732,0.5487838846225064,0.008276416995233182,-0.06306492340228255,-0.0708876432675373,-0.007822719865254749,3.1005854771290675,3.097990241702896,-0.0025952354261713495,6.73028988534079,6.471063796635404,-0.2592260887053861
test,B,10,missing24,all,profile_A_control,cross_profile,588,573,15,396,392,-4,0.5453868403848889,0.5487838846225064,0.0033970442376174415,-0.057983273303301844,-0.0708876432675373,-0.012904369964235454,3.094839578280707,3.097990241702896,0.0031506634221889485,6.718194118132436,6.471063796635404,-0.24713032149703196
test,B,10,missing24,all,profile_B_control,matching_profile,588,573,15,398,392,-6,0.5557854870976482,0.5487838846225064,-0.0070016024751418104,-0.05846186111386797,-0.0708876432675373,-0.01242578215366933,3.1270869006932376,3.097990241702896,-0.029096658990341417,6.4336778764475095,6.471063796635404,0.03738592018789433
test,B,10,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,97,96,1,28,25,-3,1.5221849404459729,1.5297214479798829,0.007536507533909997,-0.4044401536822324,-0.4214991709758836,-0.01705901729365117,6.3512640078479,6.338009693063227,-0.013254314784672871,6.73028988534079,6.471063796635404,-0.2592260887053861
test,B,10,missing24,level_ge_7m,profile_A_control,cross_profile,97,96,1,29,25,-4,1.4808460767289642,1.5297214479798829,0.048875371250918676,-0.4219318385073107,-0.4214991709758836,0.0004326675314271222,6.281439327576683,6.338009693063227,0.05657036548654393,6.718194118132436,6.471063796635404,-0.24713032149703196
test,B,10,missing24,level_ge_7m,profile_B_control,matching_profile,97,96,1,29,25,-4,1.547575961126359,1.5297214479798829,-0.017854513146476236,-0.3916198831857001,-0.4214991709758836,-0.02987928779018345,6.152027479635341,6.338009693063227,0.18598221342788612,6.4336778764475095,6.471063796635404,0.03738592018789433
test,B,11,full_schedule,all,mixed_profile_candidate,primary_weight_9m,1934,1918,16,1358,1353,-5,0.47240799035110187,0.4694722283822259,-0.0029357619688759606,-0.07670229401397878,-0.07611502786438681,0.0005872661495919668,2.3071265582541742,2.319100347562356,0.011973789308181715,7.161586727890171,6.855976345401201,-0.30561038248897
test,B,11,full_schedule,all,profile_A_control,cross_profile,1934,1918,16,1348,1353,5,0.46987332435474416,0.4694722283822259,-0.0004010959725182506,-0.06359692515630107,-0.07611502786438681,-0.012518102708085746,2.3376723828942736,2.319100347562356,-0.018572035331917647,7.187127007564964,6.855976345401201,-0.331150662163763
test,B,11,full_schedule,all,profile_B_control,matching_profile,1934,1918,16,1350,1353,3,0.47596519867577963,0.4694722283822259,-0.006492970293553724,-0.08747312592674371,-0.07611502786438681,0.011358098062356894,2.3908352764404155,2.319100347562356,-0.07173492887805955,6.640039800767847,6.855976345401201,0.21593654463335366
test,B,11,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,237,236,1,79,86,7,1.2707682625140837,1.2210556139433077,-0.04971264857077595,-0.3393215929709611,-0.35078756923849097,-0.011465976267529876,6.759184923098083,6.275026568518982,-0.48415835457910106,7.161586727890171,6.855976345401201,-0.30561038248897
test,B,11,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,88,86,-2,1.2224186798904633,1.2210556139433077,-0.0013630659471555173,-0.29917586157261994,-0.35078756923849097,-0.05161170766587103,6.357092164710731,6.275026568518982,-0.08206559619174936,7.187127007564964,6.855976345401201,-0.331150662163763
test,B,11,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,82,86,4,1.2579884028317074,1.2210556139433077,-0.03693278888839968,-0.3416876098096318,-0.35078756923849097,-0.009099959428859161,6.254610035218896,6.275026568518982,0.02041653330008586,6.640039800767847,6.855976345401201,0.21593654463335366
test,B,11,complete24,all,mixed_profile_candidate,primary_weight_9m,1346,1346,0,988,993,5,0.41723746244852356,0.4122994974242151,-0.004937965024308433,-0.07524886335510529,-0.07623533230303076,-0.0009864689479254646,1.707754725514476,1.574629286244991,-0.13312543926948495,4.469961383530583,4.094688203152481,-0.37527318037810176
test,B,11,complete24,all,profile_A_control,cross_profile,1346,1346,0,977,993,16,0.41731230447983836,0.4122994974242151,-0.005012807055623236,-0.06379988909955402,-0.07623533230303076,-0.01243544320347674,1.6425752471459107,1.574629286244991,-0.06794596090091964,4.297377019309359,4.094688203152481,-0.2026888161568774
test,B,11,complete24,all,profile_B_control,matching_profile,1346,1346,0,988,993,5,0.4176817360537707,0.4122994974242151,-0.005382238629555558,-0.09665456663135304,-0.07623533230303076,0.02041923432832228,1.6355385639460827,1.574629286244991,-0.06090927770109156,4.4527283808328,4.094688203152481,-0.35804017768031926
test,B,11,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,140,140,0,56,64,8,0.9540901113151601,0.8769919840243451,-0.077098127290815,-0.20268884137995688,-0.2526038143313483,-0.04991497295139144,4.072958669953913,3.662536827396388,-0.41042184255752456,4.469961383530583,4.094688203152481,-0.37527318037810176
test,B,11,complete24,level_ge_7m,profile_A_control,cross_profile,140,140,0,60,64,4,0.9036274841519466,0.8769919840243451,-0.02663550012760152,-0.17534268880146558,-0.2526038143313483,-0.07726112552988273,3.8711229550761836,3.662536827396388,-0.20858612767979556,4.297377019309359,4.094688203152481,-0.2026888161568774
test,B,11,complete24,level_ge_7m,profile_B_control,matching_profile,140,140,0,59,64,5,0.9221251993462598,0.8769919840243451,-0.04513321532191472,-0.274109175637621,-0.2526038143313483,0.021505361306272675,4.180403760286038,3.662536827396388,-0.5178669328896497,4.4527283808328,4.094688203152481,-0.35804017768031926
test,B,11,missing24,all,mixed_profile_candidate,primary_weight_9m,588,572,16,370,360,-10,0.6022323444715046,0.6040080603218807,0.0017757158503760584,-0.08012242979517412,-0.07583193385317225,0.004290495942001871,3.8558460458688053,3.6564602459378692,-0.19938579993093608,7.161586727890171,6.855976345401201,-0.30561038248897
test,B,11,missing24,all,profile_A_control,cross_profile,588,572,16,371,360,-11,0.593557122871568,0.6040080603218807,0.01045093745031267,-0.0631193211919331,-0.07583193385317225,-0.012712612661239145,3.5719820202471837,3.6564602459378692,0.08447822569068553,7.187127007564964,6.855976345401201,-0.331150662163763
test,B,11,missing24,all,profile_B_control,matching_profile,588,572,16,362,360,-2,0.6131147453352623,0.6040080603218807,-0.009106685013381632,-0.0658678476253378,-0.07583193385317225,-0.009964086227834443,3.81480400649613,3.6564602459378692,-0.15834376055826072,6.640039800767847,6.855976345401201,0.21593654463335366
test,B,11,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,97,96,1,23,22,-1,1.732590566345847,1.7228150742417956,-0.009775492104051375,-0.5385776890411756,-0.4939722118114074,0.044605477229768264,6.998196170144619,6.680370026045683,-0.3178261440989365,7.161586727890171,6.855976345401201,-0.30561038248897
test,B,11,missing24,level_ge_7m,profile_A_control,cross_profile,97,96,1,28,22,-6,1.6873225070091333,1.7228150742417956,0.03549256723266225,-0.47976590519722,-0.4939722118114074,-0.01420630661418737,6.577842890991158,6.680370026045683,0.10252713505452515,7.187127007564964,6.855976345401201,-0.331150662163763
test,B,11,missing24,level_ge_7m,profile_B_control,matching_profile,97,96,1,23,22,-1,1.7477889079146525,1.7228150742417956,-0.024973833672856882,-0.4402394929771476,-0.4939722118114074,-0.053732718834259785,6.536979891039298,6.680370026045683,0.14339013500638487,6.640039800767847,6.855976345401201,0.21593654463335366
test,B,12,full_schedule,all,mixed_profile_candidate,primary_weight_9m,1933,1916,17,1317,1316,-1,0.49961490285963206,0.5008006403528429,0.0011857374932108256,-0.07818333652058186,-0.08790959828392216,-0.009726261763340294,2.677954824039889,2.6055834711798243,-0.07237135286006469,7.606918439530505,7.605325251286193,-0.0015931882443114276
test,B,12,full_schedule,all,profile_A_control,cross_profile,1933,1916,17,1325,1316,-9,0.4922477833100266,0.5008006403528429,0.008552857042816275,-0.07036742478169233,-0.08790959828392216,-0.01754217350222982,2.527754579724025,2.6055834711798243,0.07782889145579919,7.73061113139558,7.605325251286193,-0.12528588010938702
test,B,12,full_schedule,all,profile_B_control,matching_profile,1933,1916,17,1326,1316,-10,0.49684970437980597,0.5008006403528429,0.003950935973036918,-0.08265071173275361,-0.08790959828392216,-0.005258886551168546,2.5356595694902255,2.6055834711798243,0.06992390168959872,6.959959168263467,7.605325251286193,0.6453660830227266
test,B,12,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,237,236,1,75,68,-7,1.384911641785263,1.3922537379207247,0.007342096135461773,-0.42410887371352274,-0.4419516107984366,-0.01784273708491385,6.841167350549719,6.872316808721425,0.031149458171706,7.606918439530505,7.605325251286193,-0.0015931882443114276
test,B,12,full_schedule,level_ge_7m,profile_A_control,cross_profile,237,236,1,85,68,-17,1.3219831731039555,1.3922537379207247,0.07027056481676919,-0.3716331386842273,-0.4419516107984366,-0.07031847211420927,6.808817367879367,6.872316808721425,0.06349944084205728,7.73061113139558,7.605325251286193,-0.12528588010938702
test,B,12,full_schedule,level_ge_7m,profile_B_control,matching_profile,237,236,1,77,68,-9,1.3522807747230332,1.3922537379207247,0.0399729631976915,-0.4103665116944126,-0.4419516107984366,-0.03158509910402402,6.61129179198424,6.872316808721425,0.26102501673718415,6.959959168263467,7.605325251286193,0.6453660830227266
test,B,12,complete24,all,mixed_profile_candidate,primary_weight_9m,1345,1345,0,964,959,-5,0.44107487931967965,0.43906169727223365,-0.002013182047445994,-0.0807424088092101,-0.09046756366391738,-0.009725154854707277,1.9157509711818035,1.773749259307256,-0.14200171187454758,4.795146459300931,4.840005732002637,0.04485927270170542
test,B,12,complete24,all,profile_A_control,cross_profile,1345,1345,0,957,959,2,0.43747858483847374,0.43906169727223365,0.0015831124337599145,-0.06848622672796893,-0.09046756366391738,-0.021981336935948448,1.6819679280572797,1.773749259307256,0.09178133124997623,4.554976171096066,4.840005732002637,0.2850295609065707
test,B,12,complete24,all,profile_B_control,matching_profile,1345,1345,0,961,959,-2,0.4420470774937752,0.43906169727223365,-0.002985380221541545,-0.08995906399104611,-0.09046756366391738,-0.0005084996728712682,1.830110982837944,1.773749259307256,-0.056361723530688135,4.536629628283128,4.840005732002637,0.3033761037195086
test,B,12,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,140,140,0,57,52,-5,1.0364297677578154,1.0191038449467944,-0.017325922811020966,-0.2951548009070922,-0.32126482162621084,-0.026110020719118665,4.190866017497561,4.1506971616079795,-0.040168855889581856,4.795146459300931,4.840005732002637,0.04485927270170542
test,B,12,complete24,level_ge_7m,profile_A_control,cross_profile,140,140,0,58,52,-6,1.0030224164692105,1.0191038449467944,0.01608142847758387,-0.2566894187331471,-0.32126482162621084,-0.06457540289306374,4.19046701789095,4.1506971616079795,-0.03976985628297047,4.554976171096066,4.840005732002637,0.2850295609065707
test,B,12,complete24,level_ge_7m,profile_B_control,matching_profile,140,140,0,58,52,-6,1.0223700390679236,1.0191038449467944,-0.0032661941211291623,-0.2958438910354474,-0.32126482162621084,-0.025420930590763446,4.162125061934779,4.1506971616079795,-0.01142790032679919,4.536629628283128,4.840005732002637,0.3033761037195086
test,B,12,missing24,all,mixed_profile_candidate,primary_weight_9m,588,571,17,353,357,4,0.63750690226635,0.646227747959532,0.008720845693181989,-0.07215539916820882,-0.08188426827325036,-0.009728869105041546,4.230211445445163,4.267977981962821,0.03776653651765827,7.606918439530505,7.605325251286193,-0.0015931882443114276
test,B,12,missing24,all,profile_A_control,cross_profile,588,571,17,368,357,-11,0.6212575415311101,0.646227747959532,0.02497020642842185,-0.07479861809562927,-0.08188426827325036,-0.007085650177621097,4.403516823898733,4.267977981962821,-0.1355388419359116,7.73061113139558,7.605325251286193,-0.12528588010938702
test,B,12,missing24,all,profile_B_control,matching_profile,588,571,17,365,357,-8,0.6259382037873567,0.646227747959532,0.020289544172175322,-0.06543576639579489,-0.08188426827325036,-0.016448501877455474,4.251995169685365,4.267977981962821,0.015982812277456127,6.959959168263467,7.605325251286193,0.6453660830227266
test,B,12,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,97,96,1,18,16,-2,1.8931143747419574,1.9364306651743728,0.04331629043241536,-0.6121668965562342,-0.6179531783412661,-0.0057862817850318216,7.125970382701886,7.337418716775665,0.21144833407377917,7.606918439530505,7.605325251286193,-0.0015931882443114276
test,B,12,missing24,level_ge_7m,profile_A_control,cross_profile,97,96,1,27,16,-11,1.7871342765296256,1.9364306651743728,0.14929638864474715,-0.5392593969462194,-0.6179531783412661,-0.07869378139504668,7.254142121164487,7.337418716775665,0.08327659561117784,7.73061113139558,7.605325251286193,-0.12528588010938702
test,B,12,missing24,level_ge_7m,profile_B_control,matching_profile,97,96,1,19,16,-3,1.8334005975534016,1.9364306651743728,0.10303006762097122,-0.57737866682207,-0.6179531783412661,-0.04057451151919611,6.908579397196558,7.337418716775665,0.42883931957910715,6.959959168263467,7.605325251286193,0.6453660830227266
validation,A,1,full_schedule,all,mixed_profile_candidate,primary_weight_9m,6517,6479,38,6479,6479,0,0.021606830119421078,0.02171166047103121,0.00010483035161013357,-0.0023716711399308804,-0.0016630070929365103,0.0007086640469943701,0.12134609482274654,0.1203090168818782,-0.001037077940868339,0.4674960533101764,0.46117500880047135,-0.006321044509705054
validation,A,1,full_schedule,all,profile_A_control,matching_profile,6517,6479,38,6478,6479,1,0.018855942070563906,0.02171166047103121,0.0028557184004673053,0.0003008767746111754,-0.0016630070929365103,-0.0019638838675476856,0.09804509926130853,0.1203090168818782,0.022263917620569673,0.534506660393788,0.46117500880047135,-0.07333165159331667
validation,A,1,full_schedule,all,profile_B_control,cross_profile,6517,6479,38,6477,6479,2,0.028052960865255962,0.02171166047103121,-0.006341300394224751,-0.0009505206965983189,-0.0016630070929365103,-0.0007124863963381913,0.15233595503011446,0.1203090168818782,-0.03202693814823626,0.5430053417030904,0.46117500880047135,-0.0818303329026191
validation,A,1,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,28,28,0,28,28,0,0.054957800373323,0.05270485481220485,-0.002252945561118151,0.00022256293475294723,0.0074269048943152215,0.007204341959562275,0.1626294229089957,0.18960336384956858,0.02697394094057287,0.1945792356276197,0.19612125338607456,0.0015420177584548611
validation,A,1,full_schedule,level_ge_7m,profile_A_control,matching_profile,28,28,0,28,28,0,0.07493645979101636,0.05270485481220485,-0.022231604978811513,0.03189979374714153,0.0074269048943152215,-0.02447288885282631,0.31247689010915786,0.18960336384956858,-0.12287352625958928,0.34802134846687416,0.19612125338607456,-0.1519000950807996
validation,A,1,full_schedule,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,28,0,0.05376396744905364,0.05270485481220485,-0.00105911263684879,0.013055117787073214,0.0074269048943152215,-0.005628212892757992,0.15283356046881097,0.18960336384956858,0.03676980338075761,0.15629647435925698,0.19612125338607456,0.03982477902681758
validation,A,1,complete24,all,mixed_profile_candidate,primary_weight_9m,5891,5891,0,5891,5891,0,0.02045771072089458,0.02063325278522494,0.00017554206433035777,-0.0024463307159936325,-0.0017529695749339503,0.0006933611410596821,0.11045329030928892,0.11029483308070871,-0.00015845722858021105,0.4674960533101764,0.46117500880047135,-0.006321044509705054
validation,A,1,complete24,all,profile_A_control,matching_profile,5891,5891,0,5890,5891,1,0.01765178155692512,0.02063325278522494,0.0029814712282998194,0.0002124521755235408,-0.0017529695749339503,-0.001965421750457491,0.08665749674114107,0.11029483308070871,0.023637336339567647,0.534506660393788,0.46117500880047135,-0.07333165159331667
validation,A,1,complete24,all,profile_B_control,cross_profile,5891,5891,0,5890,5891,1,0.026884857758184225,0.02063325278522494,-0.006251604972959287,-0.0012581803628859101,-0.0017529695749339503,-0.0004947892120480402,0.13713543759143398,0.11029483308070871,-0.02684060451072527,0.530980713060345,0.46117500880047135,-0.06980570425987365
validation,A,1,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,28,28,0,28,28,0,0.054957800373323,0.05270485481220485,-0.002252945561118151,0.00022256293475294723,0.0074269048943152215,0.007204341959562275,0.1626294229089957,0.18960336384956858,0.02697394094057287,0.1945792356276197,0.19612125338607456,0.0015420177584548611
validation,A,1,complete24,level_ge_7m,profile_A_control,matching_profile,28,28,0,28,28,0,0.07493645979101636,0.05270485481220485,-0.022231604978811513,0.03189979374714153,0.0074269048943152215,-0.02447288885282631,0.31247689010915786,0.18960336384956858,-0.12287352625958928,0.34802134846687416,0.19612125338607456,-0.1519000950807996
validation,A,1,complete24,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,28,0,0.05376396744905364,0.05270485481220485,-0.00105911263684879,0.013055117787073214,0.0074269048943152215,-0.005628212892757992,0.15283356046881097,0.18960336384956858,0.03676980338075761,0.15629647435925698,0.19612125338607456,0.03982477902681758
validation,A,1,missing24,all,mixed_profile_candidate,primary_weight_9m,626,588,38,588,588,0,0.03311952123629113,0.03251591162253591,-0.0006036096137552183,-0.001623678686553888,-0.000761699301360116,0.0008619793851937721,0.2282030589179279,0.21537278796686954,-0.012830270951058348,0.3921843778958458,0.40457491113948474,0.012390533243638924
validation,A,1,missing24,all,profile_A_control,matching_profile,626,588,38,588,588,0,0.03092007401928175,0.03251591162253591,0.0015958376032541646,0.0011867769671711336,-0.000761699301360116,-0.0019484762685312495,0.20315774886984864,0.21537278796686954,0.012215039097020902,0.3999782997565995,0.40457491113948474,0.004596611382885252
validation,A,1,missing24,all,profile_B_control,cross_profile,626,588,38,587,588,1,0.03975584420498317,0.03251591162253591,-0.007239932582447255,0.002131831504252363,-0.000761699301360116,-0.0028935308056124787,0.2562541792033429,0.21537278796686954,-0.040881391236473386,0.5430053417030904,0.40457491113948474,-0.1384304305636057
validation,A,1,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,1,missing24,level_ge_7m,profile_A_control,matching_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,1,missing24,level_ge_7m,profile_B_control,cross_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,2,full_schedule,all,mixed_profile_candidate,primary_weight_9m,6516,6477,39,6464,6464,0,0.035065751551275746,0.035142412736092754,7.666118481700762e-05,-0.0008386628925920534,-0.0001489385551932757,0.0006897243373987777,0.1932374746139113,0.19212023352791072,-0.0011172410860005866,0.785102284292053,0.8050717281853856,0.01996944389333266
validation,A,2,full_schedule,all,profile_A_control,matching_profile,6516,6477,39,6465,6464,-1,0.029287944206221363,0.035142412736092754,0.005854468529871391,0.0002456794032068021,-0.0001489385551932757,-0.0003946179584000778,0.1461642073781355,0.19212023352791072,0.0459560261497752,0.9411562625519316,0.8050717281853856,-0.136084534366546
validation,A,2,full_schedule,all,profile_B_control,cross_profile,6516,6477,39,6438,6464,26,0.05261740513716565,0.035142412736092754,-0.0174749924010729,0.0012991155800926467,-0.0001489385551932757,-0.0014480541352859223,0.29882313278013145,0.19212023352791072,-0.10670289925222073,1.0566895965399616,0.8050717281853856,-0.251617868354576
validation,A,2,full_schedule,level_ge_7m,mixed_profile_candidate,primary_weight_9m,28,28,0,28,28,0,0.08590108691375604,0.09252659469624909,0.006625507782493045,-0.010816282417529395,0.008922604631157873,0.019738887048687266,0.24524376664389547,0.2915288627005073,0.04628509605661185,0.27715664018348996,0.29867476181816066,0.021518121634670706
validation,A,2,full_schedule,level_ge_7m,profile_A_control,matching_profile,28,28,0,27,28,1,0.12841387834886395,0.09252659469624909,-0.03588728365261486,0.051071540057862456,0.008922604631157873,-0.04214893542670459,0.4806350562699485,0.2915288627005073,-0.1891061935694412,0.5606239922930918,0.29867476181816066,-0.2619492304749311
validation,A,2,full_schedule,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,28,0,0.09209432223567864,0.09252659469624909,0.0004322724605704542,0.040103330034432734,0.008922604631157873,-0.03118072540327486,0.2971813454220929,0.2915288627005073,-0.005652482721585583,0.3176594578136953,0.29867476181816066,-0.01898469599553465
validation,A,2,complete24,all,mixed_profile_candidate,primary_weight_9m,5885,5885,0,5878,5879,1,0.03303073919546823,0.0330477894338389,1.7050238370674986e-05,-0.0010439351872428356,-0.0004188277619911921,0.0006251074252516435,0.17713965388046762,0.17717226109266493,3.2607212197305335e-05,0.785102284292053,0.8050717281853856,0.01996944389333266
validation,A,2,complete24,all,profile_A_control,matching_profile,5885,5885,0,5880,5879,-1,0.026935042429467638,0.0330477894338389,0.0061127470043712655,0.00032242332110480975,-0.0004188277619911921,-0.0007412510830960018,0.13680132251156454,0.17717226109266493,0.040370938581100385,0.9411562625519316,0.8050717281853856,-0.136084534366546
validation,A,2,complete24,all,profile_B_control,cross_profile,5885,5885,0,5855,5879,24,0.05017104240274678,0.0330477894338389,-0.017123252968907876,0.0009947907713375073,-0.0004188277619911921,-0.0014136185333286993,0.27389083239964507,0.17717226109266493,-0.09671857130698014,1.0566895965399616,0.8050717281853856,-0.251617868354576
validation,A,2,complete24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,28,28,0,28,28,0,0.08590108691375604,0.09252659469624909,0.006625507782493045,-0.010816282417529395,0.008922604631157873,0.019738887048687266,0.24524376664389547,0.2915288627005073,0.04628509605661185,0.27715664018348996,0.29867476181816066,0.021518121634670706
validation,A,2,complete24,level_ge_7m,profile_A_control,matching_profile,28,28,0,27,28,1,0.12841387834886395,0.09252659469624909,-0.03588728365261486,0.051071540057862456,0.008922604631157873,-0.04214893542670459,0.4806350562699485,0.2915288627005073,-0.1891061935694412,0.5606239922930918,0.29867476181816066,-0.2619492304749311
validation,A,2,complete24,level_ge_7m,profile_B_control,cross_profile,28,28,0,28,28,0,0.09209432223567864,0.09252659469624909,0.0004322724605704542,0.040103330034432734,0.008922604631157873,-0.03118072540327486,0.2971813454220929,0.2915288627005073,-0.005652482721585583,0.3176594578136953,0.29867476181816066,-0.01898469599553465
validation,A,2,missing24,all,mixed_profile_candidate,primary_weight_9m,631,592,39,586,585,-1,0.05529556187885547,0.05596480823231563,0.0006692463534601623,0.0012019240229820215,0.0025339972252218235,0.001332073202239802,0.38489206467761106,0.38669540836317273,0.0018033436855616758,0.6778585920418796,0.6799080088437419,0.002049416801862325
validation,A,2,missing24,all,profile_A_control,matching_profile,631,592,39,585,585,0,0.05267785460520055,0.05596480823231563,0.0032869536271150773,-0.000517222550897546,0.0025339972252218235,0.0030512197761193693,0.38045644127907513,0.38669540836317273,0.006238967084097602,0.8813213933943744,0.6799080088437419,-0.2014133845506325
validation,A,2,missing24,all,profile_B_control,cross_profile,631,592,39,583,585,2,0.07693639954942086,0.05596480823231563,-0.02097159131710523,0.004324371491450743,0.0025339972252218235,-0.00179037426622892,0.46428111179278386,0.38669540836317273,-0.07758570342961113,0.9380056007848985,0.6799080088437419,-0.25809759194115656
validation,A,2,missing24,level_ge_7m,mixed_profile_candidate,primary_weight_9m,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,2,missing24,level_ge_7m,profile_A_control,matching_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,2,missing24,level_ge_7m,profile_B_control,cross_profile,0,0,0,0,0,0,,,,,,,,,,,,
validation,A,3,full_schedule,all,mixed_profile_candidate,primary_weight_9m,6515,6476,39,6443,6439,-4,0.054678652726520297,0.05438945795035713,-0.000289194776163168,-0.003560016774821577,-0.00046693337717063386,0.0030930833976509434,0.3076810265942731,0.3053173225881448,-0.0023637040061282866,1.314016201925865,1.0985611418180685,-0.21545506010779647
validation,A,3,full_schedule,all,profile_A_control,matching_profile,6515,6476,39,6455,6439,-16,0.042127949230368625,0.05438945795035713,0.012261508719988504,-0.004640314458394206,-0.00046693337717063386,0.004173381081223572,0.22019482045270666,0.3053173225881448,0.08512250213543815,1.0656813535760117,1.0985611418180685,0.03287978824205684
