phase,profile,horizon_h,family,observed_level_band,scheduled_rows,unknown_truth,observed_targets,pairs,failures,hits,sum_abs_error_m,mae_m,bias_m,max_abs_m
validation,A,4,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.3135184130563342,0.10450613768544474,-0.0748624534231374,0.20510403057305382
validation,A,4,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,5,profile_A_control,below_7m,6485,0,6485,6445,40,6385,471.1245780758623,0.07309923631898561,-0.00627408256448565,1.2832983020879674
validation,A,5,profile_A_control,7_to_9m,25,0,25,25,0,20,6.326700341070253,0.2530680136428101,-0.038529698284491154,0.9357204278360243
validation,A,5,profile_A_control,ge_9m,3,0,3,3,0,3,0.40441557375898185,0.13480519125299395,0.007832973397930468,0.21395724697638663
validation,A,5,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,5,profile_B_control,below_7m,6485,0,6485,6445,40,6349,619.4128186876158,0.09610749708108855,0.004015996043866258,1.2940088785875457
validation,A,5,profile_B_control,7_to_9m,25,0,25,25,0,21,5.790246598602178,0.23160986394408714,0.015921963481900184,0.7358456464785164
validation,A,5,profile_B_control,ge_9m,3,0,3,3,0,3,0.45853646712081186,0.15284548904027062,-0.05791823327363588,0.26704022321186294
validation,A,5,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,5,mixed_profile_candidate,below_7m,6485,0,6485,6445,40,6375,551.7555376096647,0.08560985843439327,-0.002367694096237746,1.2078675340898029
validation,A,5,mixed_profile_candidate,7_to_9m,25,0,25,25,0,22,5.72594296307498,0.22903771852299917,-0.046292464671765,0.8599240535251695
validation,A,5,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.47915476444919847,0.15971825481639948,-0.04826570930886357,0.20869336320265575
validation,A,5,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,5,flood_weight_7m,below_7m,6485,0,6485,6445,40,6366,561.6202335387777,0.08714045516505473,-0.0022681500911130126,1.2290772245596147
validation,A,5,flood_weight_7m,7_to_9m,25,0,25,25,0,22,5.791164793878912,0.23164659175515648,-0.0274134379002383,0.641647106851158
validation,A,5,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.4228946447409889,0.14096488158032963,-0.11921082212108185,0.2037291946845201
validation,A,5,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,6,profile_A_control,below_7m,6484,0,6484,6444,40,6336,619.956892025532,0.09620684233791621,0.0016767793096234057,1.2844995277971742
validation,A,6,profile_A_control,7_to_9m,25,0,25,25,0,19,7.367372788343117,0.2946949115337247,-0.03840815241633443,0.9249813045187132
validation,A,6,profile_A_control,ge_9m,3,0,3,3,0,2,1.1231373886024851,0.3743791295341617,-0.3743791295341617,0.6113583207754676
validation,A,6,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,6,profile_B_control,below_7m,6484,0,6484,6444,40,6296,695.2599859257632,0.10789261109959081,0.006988283323762437,1.296191700019845
validation,A,6,profile_B_control,7_to_9m,25,0,25,25,0,21,5.647318824184205,0.2258927529673682,-0.025229199756743093,0.7093528052633093
validation,A,6,profile_B_control,ge_9m,3,0,3,3,0,2,0.8565110478144842,0.28550368260482806,-0.28550368260482806,0.557445022661863
validation,A,6,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,6,mixed_profile_candidate,below_7m,6484,0,6484,6444,40,6307,679.0451882628911,0.10537634827170873,-0.0005565357692173289,1.2812557452434752
validation,A,6,mixed_profile_candidate,7_to_9m,25,0,25,25,0,22,5.4207689343972065,0.21683075737588825,0.01716050086636148,0.6062120373457862
validation,A,6,mixed_profile_candidate,ge_9m,3,0,3,3,0,2,1.3080313555082999,0.43601045183609993,-0.43601045183609993,0.7705091529020649
validation,A,6,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,6,flood_weight_7m,below_7m,6484,0,6484,6444,40,6307,683.0728173612353,0.10600136830559206,-0.0017352083465317673,1.2873993877229915
validation,A,6,flood_weight_7m,7_to_9m,25,0,25,25,0,22,5.457831000841966,0.21831324003367863,-0.0856631363740615,0.6733783168442233
validation,A,6,flood_weight_7m,ge_9m,3,0,3,3,0,2,1.507356224281052,0.5024520747603507,-0.5024520747603507,0.6666876281863274
validation,A,6,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,7,profile_A_control,below_7m,6483,0,6483,6443,40,6255,771.9635533519223,0.11981430286387122,0.025765964219464203,1.6514050101793973
validation,A,7,profile_A_control,7_to_9m,25,0,25,25,0,14,11.370188054932076,0.45480752219728304,0.187949049149304,1.4077095977636054
validation,A,7,profile_A_control,ge_9m,3,0,3,3,0,3,0.6643424051884974,0.2214474683961658,0.2214474683961658,0.4134211895703235
validation,A,7,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,7,profile_B_control,below_7m,6483,0,6483,6443,40,6201,890.3219438033198,0.13818437743338813,0.019886811576421994,1.9993395007694523
validation,A,7,profile_B_control,7_to_9m,25,0,25,25,0,17,10.64579431784588,0.4258317727138352,0.2099119964649957,1.695716509637431
validation,A,7,profile_B_control,ge_9m,3,0,3,3,0,3,0.9432341729191425,0.3144113909730475,0.3144113909730475,0.4038017448288329
validation,A,7,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,7,mixed_profile_candidate,below_7m,6483,0,6483,6443,40,6231,829.7550496598602,0.12878395928292102,0.0193331418387525,1.8044747709711235
validation,A,7,mixed_profile_candidate,7_to_9m,25,0,25,25,0,16,11.853291793789605,0.4741316717515842,0.10834718967123656,1.5849620194144736
validation,A,7,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.9479781444175472,0.31599271480584906,0.31599271480584906,0.4562650855510544
validation,A,7,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,7,flood_weight_7m,below_7m,6483,0,6483,6443,40,6219,863.5684532476503,0.13403204303083197,0.025963139766216236,1.5717296318962966
validation,A,7,flood_weight_7m,7_to_9m,25,0,25,25,0,15,11.11821128996277,0.4447284515985108,0.15861889511570887,1.4362999320338474
validation,A,7,flood_weight_7m,ge_9m,3,0,3,3,0,2,0.6460608451355263,0.21535361504517544,0.15683448381506793,0.5185583171348078
validation,A,7,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,8,profile_A_control,below_7m,6482,0,6482,6442,40,6098,989.7409741586878,0.15363877276601798,0.04407404213973567,2.147887426724058
validation,A,8,profile_A_control,7_to_9m,25,0,25,25,0,11,13.526883206000814,0.5410753282400326,0.4076179873793859,1.3552119483988365
validation,A,8,profile_A_control,ge_9m,3,0,3,3,0,1,1.7870490920636115,0.5956830306878705,0.5956830306878705,0.9248013410288252
validation,A,8,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,8,profile_B_control,below_7m,6482,0,6482,6442,40,6046,1121.0983751365152,0.17402955217890642,0.0357686430903729,2.4904962846088448
validation,A,8,profile_B_control,7_to_9m,25,0,25,25,0,11,14.38830052987823,0.5755320211951291,0.5439791366396133,1.5626899598320385
validation,A,8,profile_B_control,ge_9m,3,0,3,3,0,2,1.4248091587880811,0.4749363862626937,0.4749363862626937,0.7719972360116074
validation,A,8,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,8,mixed_profile_candidate,below_7m,6482,0,6482,6442,40,6075,1070.843622972553,0.16622844193923517,0.04080601625844945,2.2692566778214416
validation,A,8,mixed_profile_candidate,7_to_9m,25,0,25,25,0,12,12.627236177264956,0.5050894470905982,0.36140374756376414,1.1156177499107978
validation,A,8,mixed_profile_candidate,ge_9m,3,0,3,3,0,1,1.9147204105054065,0.6382401368351355,0.6382401368351355,1.0102341123891012
validation,A,8,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,8,flood_weight_7m,below_7m,6482,0,6482,6442,40,6037,1091.3839037525568,0.16941693631675828,0.05088214415530952,2.3240297751121584
validation,A,8,flood_weight_7m,7_to_9m,25,0,25,25,0,8,13.672385251100849,0.546895410044034,0.4109716827593223,1.2178782532797099
validation,A,8,flood_weight_7m,ge_9m,3,0,3,3,0,1,1.6829209456956473,0.5609736485652158,0.5609736485652158,0.9235897311198809
validation,A,8,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,9,profile_A_control,below_7m,6481,0,6481,6442,39,5888,1216.1659388041946,0.1887870131642649,0.05308184270762084,2.268506796335996
validation,A,9,profile_A_control,7_to_9m,25,0,25,25,0,12,14.57321205799258,0.5829284823197032,0.5817044631359112,1.1618168004327067
validation,A,9,profile_A_control,ge_9m,3,0,3,3,0,0,3.2028899529189374,1.0676299843063124,1.0676299843063124,1.2590347355946747
validation,A,9,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,9,profile_B_control,below_7m,6481,0,6481,6442,39,5867,1314.1226317257133,0.20399295742404738,0.04595410173163743,2.6545295598969214
validation,A,9,profile_B_control,7_to_9m,25,0,25,25,0,10,13.818099079084096,0.5527239631633638,0.5391011896812711,1.2168768857406338
validation,A,9,profile_B_control,ge_9m,3,0,3,3,0,2,1.2813625207713724,0.4271208402571241,0.4271208402571241,0.7376268632070069
validation,A,9,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,9,mixed_profile_candidate,below_7m,6481,0,6481,6442,39,5927,1263.8353385897371,0.19618679580716192,0.03829184786657875,2.456952607614937
validation,A,9,mixed_profile_candidate,7_to_9m,25,0,25,25,0,11,14.404637189531964,0.5761854875812786,0.5542089731567278,1.1415678429191942
validation,A,9,mixed_profile_candidate,ge_9m,3,0,3,3,0,1,2.1366082674824547,0.7122027558274849,0.7122027558274849,1.0802604831746159
validation,A,9,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,9,flood_weight_7m,below_7m,6481,0,6481,6442,39,5900,1284.4654616376033,0.19938923651623772,0.05157233327135854,2.357143040583914
validation,A,9,flood_weight_7m,7_to_9m,25,0,25,25,0,9,14.247977732767868,0.5699191093107148,0.5175676071549523,1.106872072500149
validation,A,9,flood_weight_7m,ge_9m,3,0,3,3,0,1,2.371798967945603,0.7905996559818677,0.7905996559818677,1.0723828182779265
validation,A,9,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,10,profile_A_control,below_7m,6480,0,6480,6440,40,5716,1599.0710061715915,0.24830295126888066,0.03138377584088696,2.0658418737841915
validation,A,10,profile_A_control,7_to_9m,25,0,25,25,0,10,13.515383460788215,0.5406153384315285,0.5406153384315285,1.1996465830305212
validation,A,10,profile_A_control,ge_9m,3,0,3,3,0,0,2.810755469862789,0.936918489954263,0.936918489954263,1.2359981820131534
validation,A,10,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,10,profile_B_control,below_7m,6480,0,6480,6440,40,5629,1655.7512337968808,0.2571042288504473,0.037479859581533236,2.428410263271374
validation,A,10,profile_B_control,7_to_9m,25,0,25,25,0,8,16.56022284709281,0.6624089138837124,0.619132055110358,1.2604242736470344
validation,A,10,profile_B_control,ge_9m,3,0,3,3,0,2,0.7133880402634549,0.23779601342115164,0.23779601342115164,0.580127707715242
validation,A,10,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,10,mixed_profile_candidate,below_7m,6480,0,6480,6440,40,5692,1617.9348850143142,0.2512321250022227,0.045993392854872216,2.237723271721032
validation,A,10,mixed_profile_candidate,7_to_9m,25,0,25,25,0,6,17.249625076449995,0.6899850030579998,0.675310810574311,1.2884964127197378
validation,A,10,mixed_profile_candidate,ge_9m,3,0,3,3,0,2,1.219105420895417,0.40636847363180567,0.32292799726894234,0.7260926195853106
validation,A,10,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,10,flood_weight_7m,below_7m,6480,0,6480,6440,40,5684,1642.4327624525433,0.2550361432379726,0.040895708847518385,2.183879255615671
validation,A,10,flood_weight_7m,7_to_9m,25,0,25,25,0,7,15.676631448920869,0.6270652579568348,0.6270652579568348,1.0866999264771664
validation,A,10,flood_weight_7m,ge_9m,3,0,3,3,0,0,2.9202314363978097,0.9734104787992699,0.9734104787992699,1.1489475436918486
validation,A,10,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,11,profile_A_control,below_7m,6479,0,6479,6440,39,5435,1883.7374015779756,0.2925058076984434,0.03809773140368723,2.1144976145257557
validation,A,11,profile_A_control,7_to_9m,25,0,25,25,0,11,16.553279089355243,0.6621311635742098,0.6398063503280527,1.504668573683551
validation,A,11,profile_A_control,ge_9m,3,0,3,3,0,1,1.898263435188376,0.6327544783961253,0.6327544783961253,0.7502440424911505
validation,A,11,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,11,profile_B_control,below_7m,6479,0,6479,6440,39,5437,1853.9819836469646,0.28788540118741685,0.059100736006529764,2.6053893011669236
validation,A,11,profile_B_control,7_to_9m,25,0,25,25,0,8,20.498109662412563,0.8199243864965026,0.7824734230997445,1.4203689217817352
validation,A,11,profile_B_control,ge_9m,3,0,3,3,0,3,0.6558925436207925,0.21863084787359752,-0.08287933461804246,0.45226527373745995
validation,A,11,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,11,mixed_profile_candidate,below_7m,6479,0,6479,6440,39,5463,1845.747214124965,0.2866067102678517,0.03424314963861172,2.5161778003176107
validation,A,11,mixed_profile_candidate,7_to_9m,25,0,25,25,0,7,21.74772805979969,0.8699091223919876,0.8506354842779226,1.7962699564444353
validation,A,11,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.6390022220643132,0.2130007406881044,0.2130007406881044,0.34275002564083934
validation,A,11,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,11,flood_weight_7m,below_7m,6479,0,6479,6440,39,5441,1828.2108519781182,0.28388367266740966,0.04515515572082841,2.2885461624468832
validation,A,11,flood_weight_7m,7_to_9m,25,0,25,25,0,8,16.716831636983997,0.6686732654793599,0.632050475884306,1.1878399924676089
validation,A,11,flood_weight_7m,ge_9m,3,0,3,3,0,2,1.4555405579470513,0.4851801859823504,0.4851801859823504,0.8454113905526519
validation,A,11,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,A,12,profile_A_control,below_7m,6478,0,6478,6438,40,5310,2006.897422709424,0.3117268441611407,0.049196314573980146,2.8900663229209105
validation,A,12,profile_A_control,7_to_9m,25,0,25,25,0,8,21.510371058609408,0.8604148423443764,0.8053380311562336,2.026203152954574
validation,A,12,profile_A_control,ge_9m,3,0,3,3,0,0,2.244053722954815,0.748017907651605,0.748017907651605,0.9144133773868468
validation,A,12,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,12,profile_B_control,below_7m,6478,0,6478,6438,40,5315,1968.533589748922,0.3057678766307738,0.05241578334190417,2.8147785248832493
validation,A,12,profile_B_control,7_to_9m,25,0,25,25,0,9,22.275307121076445,0.8910122848430578,0.8551335585312981,2.014439885015898
validation,A,12,profile_B_control,ge_9m,3,0,3,3,0,3,0.6244392037785982,0.20814640125953274,-0.10006654365986793,0.34910327361903803
validation,A,12,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,A,12,mixed_profile_candidate,below_7m,6478,0,6478,6438,40,5264,2007.6531136068647,0.3118442239215385,0.058178630382129344,2.826852208974106
validation,A,12,mixed_profile_candidate,7_to_9m,25,0,25,25,0,7,21.142174220487384,0.8456869688194953,0.8047039285736974,1.5441790419072614
validation,A,12,mixed_profile_candidate,ge_9m,3,0,3,3,0,1,1.8505927623343918,0.616864254111464,0.616864254111464,0.7802940790271276
validation,A,12,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,A,12,flood_weight_7m,below_7m,6478,0,6478,6438,40,5344,1939.699964081723,0.30128921467563263,0.04963687510154249,2.8471443144252655
validation,A,12,flood_weight_7m,7_to_9m,25,0,25,25,0,5,19.67790189405042,0.7871160757620168,0.7251311223261356,1.512792048412205
validation,A,12,flood_weight_7m,ge_9m,3,0,3,3,0,1,1.636954959628408,0.5456516532094694,0.5456516532094694,0.7351400427462575
validation,A,12,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,1,profile_A_control,below_7m,6489,0,6489,6460,29,6455,189.3825173174189,0.029316179151303235,0.0013406107261269185,0.7271043822240193
validation,B,1,profile_A_control,7_to_9m,25,0,25,25,0,25,3.4423107996854956,0.13769243198741982,0.03270678771392191,0.45071616509014945
validation,B,1,profile_A_control,ge_9m,3,0,3,3,0,3,0.19378852421117898,0.06459617473705966,0.06459617473705966,0.07977991046164057
validation,B,1,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,1,profile_B_control,below_7m,6489,0,6489,6460,29,6457,144.79603957856236,0.02241424761278055,-0.001710951673880916,0.6604182002351888
validation,B,1,profile_B_control,7_to_9m,25,0,25,25,0,25,2.214591123693502,0.08858364494774008,0.019659194145180123,0.2763001588280076
validation,B,1,profile_B_control,ge_9m,3,0,3,3,0,3,0.22791777610265562,0.07597259203421854,0.07597259203421854,0.12077664977062419
validation,B,1,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,1,mixed_profile_candidate,below_7m,6489,0,6489,6460,29,6458,154.87164650691136,0.023973939087757176,-0.0008453503629276632,0.6751386202226772
validation,B,1,mixed_profile_candidate,7_to_9m,25,0,25,25,0,25,2.6371121391380576,0.10548448556552231,0.010348067285390528,0.3233328497722727
validation,B,1,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.1766802066064077,0.0588934022021359,0.0588934022021359,0.0931231808521158
validation,B,1,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,1,flood_weight_7m,below_7m,6489,0,6489,6460,29,6458,155.44526423445802,0.02406273440161889,-0.0007225833296492864,0.6618000547117482
validation,B,1,flood_weight_7m,7_to_9m,25,0,25,25,0,25,2.6739185869560407,0.10695674347824163,0.011250331697929319,0.3596350503484613
validation,B,1,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.19481307544937643,0.06493769181645881,0.06493769181645881,0.11209624670779483
validation,B,1,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,2,profile_A_control,below_7m,6488,0,6488,6459,29,6411,320.48031161266977,0.04961763610662173,7.0123655263091065e-06,1.1104937817972464
validation,B,2,profile_A_control,7_to_9m,25,0,25,25,0,20,6.281381842155212,0.2512552736862085,0.042476692906413226,0.7727973300799835
validation,B,2,profile_A_control,ge_9m,3,0,3,3,0,3,0.3463911712722556,0.11546372375741853,0.11546372375741853,0.17553399520443058
validation,B,2,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,2,profile_B_control,below_7m,6488,0,6488,6459,29,6448,226.18930146706577,0.035019244692222604,-0.0015126022460090626,0.915431615571995
validation,B,2,profile_B_control,7_to_9m,25,0,25,25,0,24,3.5006414304858042,0.14002565721943216,0.015049407667481524,0.5038715751272758
validation,B,2,profile_B_control,ge_9m,3,0,3,3,0,3,0.4335575818532078,0.14451919395106927,0.14451919395106927,0.2172589532614655
validation,B,2,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,2,mixed_profile_candidate,below_7m,6488,0,6488,6459,29,6448,233.33002515257368,0.036124791012939104,-0.001516103181003041,1.0021520968315372
validation,B,2,mixed_profile_candidate,7_to_9m,25,0,25,25,0,22,4.533332568980738,0.18133330275922951,-0.02833662072401232,0.6654902213279517
validation,B,2,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.24314162667495864,0.08104720889165289,0.08014361741975407,0.14967677636865062
validation,B,2,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,2,flood_weight_7m,below_7m,6488,0,6488,6459,29,6449,230.8726813099906,0.03574433833565422,-0.0022988092677712225,1.0438010283360715
validation,B,2,flood_weight_7m,7_to_9m,25,0,25,25,0,22,4.417090018361541,0.17668360073446163,-0.005001005415263684,0.6555280606415339
validation,B,2,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.2670808698784075,0.08902695662613584,0.08902695662613584,0.12560346706567316
validation,B,2,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,3,profile_A_control,below_7m,6487,0,6487,6459,28,6365,467.0315991664289,0.07230710623415837,-0.006915415847890871,1.2545682491207533
validation,B,3,profile_A_control,7_to_9m,25,0,25,25,0,19,9.575391095385333,0.3830156438154133,-0.003094613403541864,1.316950523600525
validation,B,3,profile_A_control,ge_9m,3,0,3,3,0,3,0.47943885367464745,0.15981295122488248,-0.016321904352797862,0.2637383501420363
validation,B,3,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,3,profile_B_control,below_7m,6487,0,6487,6459,28,6438,317.053356648252,0.04908706559037808,-0.003960864887140373,1.1773227423019819
validation,B,3,profile_B_control,7_to_9m,25,0,25,25,0,22,5.681737805507128,0.2272695122202851,-0.02786590316075994,0.8606432989096868
validation,B,3,profile_B_control,ge_9m,3,0,3,3,0,3,0.44797301480945784,0.14932433826981928,0.003853641481945521,0.21820604518181064
validation,B,3,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,3,mixed_profile_candidate,below_7m,6487,0,6487,6459,28,6410,341.6663142384133,0.05289771082805594,-0.006922097360882074,1.408020403800724
validation,B,3,mixed_profile_candidate,7_to_9m,25,0,25,25,0,20,7.2069529859425865,0.2882781194377035,-0.07775093806665818,1.1558051085951035
validation,B,3,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.37801761586505656,0.12600587195501886,-0.05743255248159743,0.27515763665492443
validation,B,3,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,3,flood_weight_7m,below_7m,6487,0,6487,6459,28,6411,345.4790911820733,0.05348801535563916,-0.004246376384032953,1.1844295747929925
validation,B,3,flood_weight_7m,7_to_9m,25,0,25,25,0,20,7.236704897186598,0.2894681958874639,-0.02195507425711085,1.0496531692370592
validation,B,3,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.4216624582900277,0.14055415276334257,-0.0412927623012731,0.2727703725969235
validation,B,3,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,4,profile_A_control,below_7m,6486,0,6486,6456,30,6343,533.2301439475317,0.08259450804639587,-0.006627746513372153,1.5574574463242872
validation,B,4,profile_A_control,7_to_9m,25,0,25,25,0,19,8.91755166233774,0.3567020664935096,0.046649278138702496,1.1860421389960791
validation,B,4,profile_A_control,ge_9m,3,0,3,3,0,3,0.4463812076379483,0.1487937358793161,-0.10060306268379904,0.2265122348186921
validation,B,4,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,4,profile_B_control,below_7m,6486,0,6486,6456,30,6416,427.8736298718591,0.06627534539526939,-0.0035713064914403864,1.3381390558773205
validation,B,4,profile_B_control,7_to_9m,25,0,25,25,0,21,5.6659413053332255,0.22663765221332902,0.004197126054675522,0.9459258404198012
validation,B,4,profile_B_control,ge_9m,3,0,3,3,0,3,0.23778415497723415,0.07926138499241138,0.03227659400667093,0.16730696849862348
validation,B,4,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,4,mixed_profile_candidate,below_7m,6486,0,6486,6456,30,6401,449.67631811831785,0.06965246563170971,-0.006928361810738388,1.4569632485693784
validation,B,4,mixed_profile_candidate,7_to_9m,25,0,25,25,0,20,7.2594982111915645,0.2903799284476626,-0.08810269085493835,1.0752953783696508
validation,B,4,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.7368226761634098,0.2456075587211366,-0.23727861246582668,0.44502235166321746
validation,B,4,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,4,flood_weight_7m,below_7m,6486,0,6486,6456,30,6413,424.34680751882905,0.06572905940502309,-0.00545521486176946,1.3784343723366295
validation,B,4,flood_weight_7m,7_to_9m,25,0,25,25,0,20,6.828093726685678,0.2731237490674271,-0.033908721254640145,1.1217074269289995
validation,B,4,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.658767517501957,0.21958917250065232,-0.12488765430374826,0.34516202171087507
validation,B,4,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,5,profile_A_control,below_7m,6485,0,6485,6455,30,6317,597.6348301871575,0.09258479166338614,-0.006646347043408974,1.5037302731448081
validation,B,5,profile_A_control,7_to_9m,25,0,25,25,0,19,9.04666586736566,0.3618666346946264,0.015629571445081824,1.4034081261171867
validation,B,5,profile_A_control,ge_9m,3,0,3,3,0,3,0.5279471944545495,0.1759823981515165,-0.10659449777598755,0.3053121338898386
validation,B,5,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,5,profile_B_control,below_7m,6485,0,6485,6455,30,6375,532.1694095948377,0.0824429759248393,0.003739587511163855,1.331690111386059
validation,B,5,profile_B_control,7_to_9m,25,0,25,25,0,20,6.92170656281845,0.276868262512738,0.04874743747116014,0.6619228134997979
validation,B,5,profile_B_control,ge_9m,3,0,3,3,0,2,0.7880354722850491,0.26267849076168304,-0.19433359267924408,0.574931162337851
validation,B,5,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,5,mixed_profile_candidate,below_7m,6485,0,6485,6455,30,6377,527.4223375877762,0.08170756585403194,-0.0029385027270154725,1.3662891017699481
validation,B,5,mixed_profile_candidate,7_to_9m,25,0,25,25,0,20,7.176314613981461,0.2870525845592584,-0.008061234140022577,1.060013319538986
validation,B,5,mixed_profile_candidate,ge_9m,3,0,3,3,0,3,0.5354768425842273,0.1784922808614091,-0.14101730003722798,0.35151840422398273
validation,B,5,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
validation,B,5,flood_weight_7m,below_7m,6485,0,6485,6455,30,6362,526.9310213094402,0.08163145179077308,-0.0018053967448967139,1.3907844796354123
validation,B,5,flood_weight_7m,7_to_9m,25,0,25,25,0,23,7.556774216246604,0.30227096864986414,-0.0027460960182981607,1.1314676158915784
validation,B,5,flood_weight_7m,ge_9m,3,0,3,3,0,3,0.689909915646977,0.22996997188232568,-0.22996997188232568,0.43834830095828536
validation,B,5,flood_weight_7m,unknown,34,34,0,0,0,0,0.0,,,
validation,B,6,profile_A_control,below_7m,6484,0,6484,6454,30,6293,705.6062041187377,0.10932851008967116,0.0026221690903869732,1.4543044580973832
validation,B,6,profile_A_control,7_to_9m,25,0,25,25,0,17,9.296779090360397,0.3718711636144159,-0.0016332762689225788,1.3132773043152648
validation,B,6,profile_A_control,ge_9m,3,0,3,3,0,3,1.0877809146659576,0.36259363822198587,-0.36259363822198587,0.47166802607847913
validation,B,6,profile_A_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,6,profile_B_control,below_7m,6484,0,6484,6454,30,6311,642.5666308750293,0.09956099021924843,0.008620961820258694,1.3836569377257621
validation,B,6,profile_B_control,7_to_9m,25,0,25,25,0,21,6.070556962958769,0.24282227851835075,0.01986975834076297,0.8497199323401672
validation,B,6,profile_B_control,ge_9m,3,0,3,3,0,3,0.8739388614767201,0.2913129538255734,-0.2913129538255734,0.41511582576341866
validation,B,6,profile_B_control,unknown,34,34,0,0,0,0,0.0,,,
validation,B,6,mixed_profile_candidate,below_7m,6484,0,6484,6454,30,6310,655.1829099390524,0.10151579019817979,0.0020955868249892184,1.475247979291903
validation,B,6,mixed_profile_candidate,7_to_9m,25,0,25,25,0,22,5.3557009942666305,0.2142280397706652,0.04621109988868909,0.8878534127507605
validation,B,6,mixed_profile_candidate,ge_9m,3,0,3,3,0,1,1.2079313488926733,0.40264378296422443,-0.40264378296422443,0.5602588171574183
validation,B,6,mixed_profile_candidate,unknown,34,34,0,0,0,0,0.0,,,
