phase,horizon_h,subset,population,family,scheduled_rows,observed_targets,n,failures,hits,hit_fraction,observed_target_hit_fraction,mae_m,bias_m,p98_abs_m,max_abs_m
test,3,level_ge_7m,missing24,observed_control,614,95,94,1,75,0.7978723404255319,0.7894736842105263,0.3666867258515879,-0.1105329042495048,2.8735248056564777,3.5268719363183774
test,3,level_ge_7m,missing24,augmented,614,95,94,1,79,0.8404255319148937,0.8315789473684211,0.3432999469495456,-0.03094300280456929,2.4355478642693162,3.087788358226053
test,4,all,full_schedule,observed_control,1964,1941,1931,10,1863,0.9647850854479544,0.9598145285935085,0.1145230902406845,-0.000881183735517365,0.6785520720348894,4.159274231826119
test,4,all,full_schedule,augmented,1964,1941,1931,10,1872,0.9694458829621958,0.964451313755796,0.11061108172887088,0.0017107363823349441,0.5652322448454898,3.527513551851067
test,4,all,complete24,observed_control,1350,1345,1345,0,1312,0.9754646840148699,0.9754646840148699,0.09285500305212266,0.006918762609001936,0.5325510680699792,0.9417446867191668
test,4,all,complete24,augmented,1350,1345,1345,0,1322,0.9828996282527881,0.9828996282527881,0.09173461854908377,0.0017434015775193842,0.4636984721920154,0.8995944257244544
test,4,all,missing24,observed_control,614,596,586,10,551,0.9402730375426621,0.924496644295302,0.164256157251974,-0.018783790959712686,0.9859819141535519,4.159274231826119
test,4,all,missing24,augmented,614,596,586,10,550,0.9385665529010239,0.9228187919463087,0.15393675233776782,0.0016357625128416483,0.9110475766181276,3.527513551851067
test,4,level_ge_7m,full_schedule,observed_control,1964,237,236,1,189,0.8008474576271186,0.7974683544303798,0.3477376475215351,-0.07556707368542755,1.9960798231165728,4.159274231826119
test,4,level_ge_7m,full_schedule,augmented,1964,237,236,1,194,0.8220338983050848,0.8185654008438819,0.3130922076784388,-0.04402211015683821,1.5470735892915328,3.527513551851067
test,4,level_ge_7m,complete24,observed_control,1350,141,141,0,121,0.8581560283687943,0.8581560283687943,0.22783298710313113,-0.019499205801815456,0.8363002432180178,0.9417446867191668
test,4,level_ge_7m,complete24,augmented,1350,141,141,0,126,0.8936170212765957,0.8936170212765957,0.20926044510900343,-0.026827100850326555,0.6523856336980098,0.8081660122496057
test,4,level_ge_7m,missing24,observed_control,614,96,95,1,68,0.7157894736842105,0.7083333333333334,0.5257014066688507,-0.1587835933863676,3.3449786649204833,4.159274231826119
test,4,level_ge_7m,missing24,augmented,614,96,95,1,68,0.7157894736842105,0.7083333333333334,0.4672004026499167,-0.06954312396966077,2.790124231520078,3.527513551851067
test,5,all,full_schedule,observed_control,1963,1940,1929,11,1837,0.9523068947641264,0.9469072164948453,0.15065775972061035,-0.005331912965777811,0.7897883141225097,4.732017992487203
test,5,all,full_schedule,augmented,1963,1940,1929,11,1837,0.9523068947641264,0.9469072164948453,0.15237694343644048,-0.007884527989638644,0.7519207065083527,4.334247934466192
test,5,all,complete24,observed_control,1349,1344,1344,0,1297,0.9650297619047619,0.9650297619047619,0.12718824911018403,0.00305215546363408,0.6057833899363805,1.2030473752915363
test,5,all,complete24,augmented,1349,1344,1344,0,1297,0.9650297619047619,0.9650297619047619,0.13465150494172815,-0.00035377789016231246,0.6166430925558288,1.7579682967949442
test,5,all,missing24,observed_control,614,596,585,11,540,0.9230769230769231,0.9060402684563759,0.20457745589225645,-0.024593772742067702,1.3407488177851001,4.732017992487203
test,5,all,missing24,augmented,614,596,585,11,540,0.9230769230769231,0.9060402684563759,0.1931000021319848,-0.025185943602794525,1.1844487703192719,4.334247934466192
test,5,level_ge_7m,full_schedule,observed_control,1963,237,236,1,174,0.7372881355932204,0.7341772151898734,0.44950094391357975,-0.08667631637036102,2.7581849813937223,4.732017992487203
test,5,level_ge_7m,full_schedule,augmented,1963,237,236,1,169,0.7161016949152542,0.7130801687763713,0.46248466819397477,-0.03594123993374449,2.335233381270853,4.334247934466192
test,5,level_ge_7m,complete24,observed_control,1349,140,140,0,114,0.8142857142857143,0.8142857142857143,0.2915012986669781,-0.0116081579301826,1.084275274517138,1.2030473752915363
test,5,level_ge_7m,complete24,augmented,1349,140,140,0,110,0.7857142857142857,0.7857142857142857,0.35344716858728426,0.03522611226148462,1.5986554912666864,1.7579682967949442
test,5,level_ge_7m,missing24,observed_control,614,97,96,1,60,0.625,0.6185567010309279,0.6799170932315404,-0.19615071409562124,4.077646099222054,4.732017992487203
test,5,level_ge_7m,missing24,augmented,614,97,96,1,59,0.6145833333333334,0.6082474226804123,0.6214976884537317,-0.13972696188512027,3.689615348437659,4.334247934466192
test,6,all,full_schedule,observed_control,1962,1939,1927,12,1746,0.9060716139076285,0.9004641567818463,0.20676128900797808,-0.01485733796192006,0.9753946481774126,5.717300772050423
test,6,all,full_schedule,augmented,1962,1939,1927,12,1757,0.9117799688635184,0.9061371841155235,0.19695290393204445,-0.003470718379280378,0.9885744998142022,4.513467748884009
test,6,all,complete24,observed_control,1348,1343,1343,0,1238,0.9218168279970216,0.9218168279970216,0.1752328412121762,-0.008599035647258606,0.7627823988036752,1.4547899740867276
test,6,all,complete24,augmented,1348,1343,1343,0,1237,0.921072226358898,0.921072226358898,0.17624758080531883,-0.002539651417854105,0.7378415054694962,1.7395260241951327
test,6,all,missing24,observed_control,614,596,584,12,508,0.8698630136986302,0.8523489932885906,0.2792659215246937,-0.029249290031424055,1.9246037754111622,5.717300772050423
test,6,all,missing24,augmented,614,596,584,12,520,0.8904109589041096,0.87248322147651,0.24456805625942887,-0.005611853532012378,1.5295055562166773,4.513467748884009
test,6,level_ge_7m,full_schedule,observed_control,1962,237,236,1,149,0.6313559322033898,0.6286919831223629,0.5992745509944473,-0.1294956884565486,4.1687591231363985,5.717300772050423
test,6,level_ge_7m,full_schedule,augmented,1962,237,236,1,154,0.652542372881356,0.6497890295358649,0.5457224485630477,-0.019718971543587496,3.1184544933636342,4.513467748884009
test,6,level_ge_7m,complete24,observed_control,1348,140,140,0,105,0.75,0.75,0.3579782358561097,-0.03609021977148757,1.2191973066073383,1.4547899740867276
test,6,level_ge_7m,complete24,augmented,1348,140,140,0,104,0.7428571428571429,0.7428571428571429,0.3735409510232625,0.04216101358279208,1.1848736524907861,1.7395260241951327
test,6,level_ge_7m,missing24,observed_control,614,97,96,1,44,0.4583333333333333,0.4536082474226804,0.9511650105711896,-0.2657119969555959,5.252529825361643,5.717300772050423
test,6,level_ge_7m,missing24,augmented,614,97,96,1,50,0.5208333333333334,0.5154639175257731,0.796820465808568,-0.10996061651955773,4.069096060793101,4.513467748884009
test,7,all,full_schedule,observed_control,1961,1938,1925,13,1689,0.8774025974025974,0.871517027863777,0.266131415523293,-0.009091682182165342,1.405744021711313,5.611443817837554
test,7,all,full_schedule,augmented,1961,1938,1925,13,1701,0.8836363636363637,0.8777089783281734,0.25371164167517424,0.019000187844122222,1.394038725439608,3.687598602610098
test,7,all,complete24,observed_control,1347,1342,1342,0,1206,0.8986587183308494,0.8986587183308494,0.2216363725976874,-0.01481920389470442,0.8973367131899892,2.195693440361058
test,7,all,complete24,augmented,1347,1342,1342,0,1197,0.8919523099850969,0.8919523099850969,0.23231385422215614,-0.001214758681021043,1.0366857613179847,3.5369840429978865
test,7,all,missing24,observed_control,614,596,583,13,483,0.8284734133790738,0.8104026845637584,0.36855396716336625,0.00409242440141517,2.284727951517816,5.611443817837554
test,7,all,missing24,augmented,614,596,583,13,504,0.8644939965694682,0.8456375838926175,0.3029669260009894,0.06553270626048972,2.0654153024036432,3.687598602610098
test,7,level_ge_7m,full_schedule,observed_control,1961,237,236,1,132,0.559322033898305,0.5569620253164557,0.7350302813017384,-0.10404518285848988,4.360257143310526,5.611443817837554
test,7,level_ge_7m,full_schedule,augmented,1961,237,236,1,126,0.5338983050847458,0.5316455696202531,0.7191446264270654,0.1712134179402781,3.0442254558852935,3.687598602610098
test,7,level_ge_7m,complete24,observed_control,1347,140,140,0,88,0.6285714285714286,0.6285714285714286,0.4766695811213026,-0.026345403490117495,1.6535350364488497,2.195693440361058
test,7,level_ge_7m,complete24,augmented,1347,140,140,0,77,0.55,0.55,0.602530739662432,0.09650752641028425,2.652920902346066,3.5369840429978865
test,7,level_ge_7m,missing24,observed_control,614,97,96,1,44,0.4583333333333333,0.4536082474226804,1.1118063023982077,-0.2173573611040329,5.210098256823384,5.611443817837554
test,7,level_ge_7m,missing24,augmented,614,97,96,1,49,0.5104166666666666,0.5051546391752577,0.8892065446254893,0.28015950975485243,3.2149367563219946,3.687598602610098
test,8,all,full_schedule,observed_control,1960,1937,1923,14,1623,0.84399375975039,0.8378936499741869,0.32353407971972176,-0.00933242867113907,1.7064386498127462,6.185898482285559
test,8,all,full_schedule,augmented,1960,1937,1923,14,1661,0.8637545501820073,0.8575116159008777,0.297461189785803,-0.007323981707672716,1.5877485409975962,3.913272849374927
test,8,all,complete24,observed_control,1346,1341,1341,0,1154,0.8605518269947801,0.8605518269947801,0.2742195341762399,-0.00870396662414145,1.1095246220244477,2.2450205360724933
test,8,all,complete24,augmented,1346,1341,1341,0,1170,0.87248322147651,0.87248322147651,0.2719282456437152,-0.016944096213060696,1.0710376942749325,2.827065439798101
test,8,all,missing24,observed_control,614,596,582,14,469,0.8058419243986255,0.7869127516778524,0.43716089342042486,-0.010780482975303693,2.606888978098579,6.185898482285559
test,8,all,missing24,augmented,614,596,582,14,491,0.8436426116838488,0.8238255033557047,0.3562922518039124,0.014841952229999586,2.148445760476592,3.913272849374927
test,8,level_ge_7m,full_schedule,observed_control,1960,237,236,1,128,0.5423728813559322,0.540084388185654,0.8437648586743666,-0.14118542567397704,5.13793312352746,6.185898482285559
test,8,level_ge_7m,full_schedule,augmented,1960,237,236,1,135,0.5720338983050848,0.569620253164557,0.7325887479294098,0.08888816324472744,3.3433139557072926,3.913272849374927
test,8,level_ge_7m,complete24,observed_control,1346,140,140,0,87,0.6214285714285714,0.6214285714285714,0.5217053387310955,-0.04810808010578112,1.9728894378762705,2.2450205360724933
test,8,level_ge_7m,complete24,augmented,1346,140,140,0,85,0.6071428571428571,0.6071428571428571,0.569175504614049,0.05771428222711627,2.3685014029369706,2.827065439798101
test,8,level_ge_7m,missing24,observed_control,614,97,96,1,41,0.4270833333333333,0.422680412371134,1.3134349919249704,-0.2769232212942628,5.942379150119271,6.185898482285559
test,8,level_ge_7m,missing24,augmented,614,97,96,1,50,0.5208333333333334,0.5154639175257731,0.9708997277643109,0.13435007306207708,3.7462450881209435,3.913272849374927
test,9,all,full_schedule,observed_control,1959,1936,1921,15,1536,0.799583550234253,0.7933884297520661,0.3755822991318277,-0.025467501166002663,1.8115698896474082,6.0003742492804815
test,9,all,full_schedule,augmented,1959,1936,1921,15,1557,0.8105153565851119,0.8042355371900827,0.35256171153650545,-0.012402147042143844,1.7041105197929134,4.53114741249782
test,9,all,complete24,observed_control,1345,1340,1340,0,1098,0.8194029850746268,0.8194029850746268,0.3175677428788755,-0.021088383212430253,1.3369776096830202,2.624021365195725
test,9,all,complete24,augmented,1345,1340,1340,0,1097,0.8186567164179105,0.8186567164179105,0.32204479764414196,-0.014023133272496569,1.3060753627934558,3.0491330195380666
test,9,all,missing24,observed_control,614,596,581,15,438,0.7538726333907056,0.7348993288590604,0.5093852343796006,-0.03556736012949155,3.0396446717160623,6.0003742492804815
test,9,all,missing24,augmented,614,596,581,15,460,0.7917383820998278,0.7718120805369127,0.4229449552813711,-0.008663555736338934,2.702230374567587,4.53114741249782
test,9,level_ge_7m,full_schedule,observed_control,1959,237,236,1,113,0.4788135593220339,0.4767932489451477,0.9692832556460395,-0.21216111648823835,5.315937681275884,6.0003742492804815
test,9,level_ge_7m,full_schedule,augmented,1959,237,236,1,121,0.5127118644067796,0.510548523206751,0.8575750425510588,0.07800867219583653,3.4924888533298013,4.53114741249782
test,9,level_ge_7m,complete24,observed_control,1345,140,140,0,81,0.5785714285714286,0.5785714285714286,0.6168905982663688,-0.0978193552799467,2.1333088784143555,2.624021365195725
test,9,level_ge_7m,complete24,augmented,1345,140,140,0,77,0.55,0.55,0.6574231638423711,0.050075229038901624,2.4353855019597597,3.0491330195380666
test,9,level_ge_7m,missing24,observed_control,614,97,96,1,32,0.3333333333333333,0.32989690721649484,1.4831892143247263,-0.3789095182503303,5.956247354578663,6.0003742492804815
test,9,level_ge_7m,missing24,augmented,614,97,96,1,44,0.4583333333333333,0.4536082474226804,1.1494631990012285,0.11874494346636666,4.13479075731157,4.53114741249782
test,10,all,full_schedule,observed_control,1958,1935,1919,16,1447,0.7540385617509119,0.7478036175710594,0.42009415328289834,-0.05030017283826072,1.9336593909353288,6.464545216847842
test,10,all,full_schedule,augmented,1958,1935,1919,16,1439,0.7498697238144867,0.7436692506459949,0.4010509607810114,-0.05392474838670534,1.878037727729239,4.770160156293642
test,10,all,complete24,observed_control,1344,1339,1339,0,1030,0.7692307692307693,0.7692307692307693,0.366599222193221,-0.04279182440065845,1.5134687325977447,3.0163267685216333
test,10,all,complete24,augmented,1344,1339,1339,0,1024,0.7647498132935027,0.7647498132935027,0.366596814169806,-0.041928324489781024,1.3815978183436555,2.9077031700362337
test,10,all,missing24,observed_control,614,596,580,16,417,0.7189655172413794,0.6996644295302014,0.5435936579882052,-0.06763410138644944,3.1307186635285453,6.464545216847842
test,10,all,missing24,augmented,614,596,580,16,415,0.7155172413793104,0.6963087248322147,0.4805925164920526,-0.08161994079701855,2.490214690426086,4.770160156293642
test,10,level_ge_7m,full_schedule,observed_control,1958,237,236,1,93,0.3940677966101695,0.3924050632911392,1.0678142840693023,-0.29065485947811165,5.986627894174404,6.464545216847842
test,10,level_ge_7m,full_schedule,augmented,1958,237,236,1,97,0.4110169491525424,0.4092827004219409,0.9357273430058953,-0.11183110925550184,4.306732484485266,4.770160156293642
test,10,level_ge_7m,complete24,observed_control,1344,140,140,0,63,0.45,0.45,0.7366380787975849,-0.14673094493686847,2.3497611956484707,3.0163267685216333
test,10,level_ge_7m,complete24,augmented,1344,140,140,0,64,0.45714285714285713,0.45714285714285713,0.6992859218218085,-0.00978929895300613,2.427925635216099,2.9077031700362337
test,10,level_ge_7m,missing24,observed_control,614,97,96,1,30,0.3125,0.30927835051546393,1.5507795834238898,-0.5005439015174247,6.345287673824832,6.464545216847842
test,10,level_ge_7m,missing24,augmented,614,97,96,1,33,0.34375,0.3402061855670103,1.2805377488993557,-0.2606420826133082,4.654255831807312,4.770160156293642
test,11,all,full_schedule,observed_control,1957,1934,1917,17,1395,0.7276995305164319,0.7213029989658738,0.44744592955284307,-0.06664032699182809,2.2157861404322308,6.566430652044184
test,11,all,full_schedule,augmented,1957,1934,1917,17,1398,0.729264475743349,0.7228541882109617,0.4400889096843617,-0.06965572334630236,2.2389046006977202,5.820890909678985
test,11,all,complete24,observed_control,1343,1338,1338,0,992,0.7414050822122571,0.7414050822122571,0.3973596033989489,-0.04309666276439455,1.7078802369210861,3.1051966727802007
test,11,all,complete24,augmented,1343,1338,1338,0,992,0.7414050822122571,0.7414050822122571,0.39965333426226113,-0.060082757073566015,1.5678006818307333,3.4870316974959294
test,11,all,missing24,observed_control,614,596,579,17,403,0.696027633851468,0.6761744966442953,0.563189460457697,-0.12104692929978335,3.8838062494501173,6.566430652044184
test,11,all,missing24,augmented,614,596,579,17,406,0.7012089810017271,0.6812080536912751,0.5335307057375058,-0.09177770758278114,3.255715775452294,5.820890909678985
test,11,level_ge_7m,full_schedule,observed_control,1957,237,236,1,85,0.3601694915254237,0.35864978902953587,1.1782923476697535,-0.3919115260975247,6.145453272947169,6.566430652044184
test,11,level_ge_7m,full_schedule,augmented,1957,237,236,1,89,0.3771186440677966,0.3755274261603376,1.1292275765177942,-0.2644494421109763,5.0600163406492005,5.820890909678985
test,11,level_ge_7m,complete24,observed_control,1343,140,140,0,60,0.42857142857142855,0.42857142857142855,0.83693934928782,-0.2024579818036551,2.7911446958483634,3.1051966727802007
test,11,level_ge_7m,complete24,augmented,1343,140,140,0,57,0.40714285714285714,0.40714285714285714,0.8543452775414971,-0.14476922529586136,2.7956371327907568,3.4870316974959294
test,11,level_ge_7m,missing24,observed_control,614,97,96,1,25,0.2604166666666667,0.25773195876288657,1.6760988036434066,-0.6681979448594179,6.3678389136843165,6.566430652044184
test,11,level_ge_7m,missing24,augmented,614,97,96,1,32,0.3333333333333333,0.32989690721649484,1.5300975958582275,-0.43898309163301913,5.519817257680463,5.820890909678985
test,12,all,full_schedule,observed_control,1956,1933,1915,18,1359,0.7096605744125326,0.7030522503879979,0.48871710136222485,-0.08514942632870051,2.4602772388695,7.5899965838495795
test,12,all,full_schedule,augmented,1956,1933,1915,18,1359,0.7096605744125326,0.7030522503879979,0.4691779182309451,-0.07979080243964773,2.439651968367291,7.362831172927574
test,12,all,complete24,observed_control,1342,1337,1337,0,966,0.7225130890052356,0.7225130890052356,0.4276848348254855,-0.07060074771764521,1.9193187075231,3.3117110911197765
test,12,all,complete24,augmented,1342,1337,1337,0,965,0.7217651458489155,0.7217651458489155,0.42344518374738505,-0.07055076121010083,1.8554518934235633,3.417845047952267
test,12,all,missing24,observed_control,614,596,578,18,393,0.6799307958477508,0.6593959731543624,0.6298938147871741,-0.11880268463835607,4.87501312631336,7.5899965838495795
test,12,all,missing24,augmented,614,596,578,18,394,0.6816608996539792,0.6610738255033557,0.5749645376159274,-0.10116439261941274,4.374531044220318,7.362831172927574
test,12,level_ge_7m,full_schedule,observed_control,1956,237,236,1,83,0.3516949152542373,0.350210970464135,1.3618131697950429,-0.49404041208717636,7.352671221251543,7.5899965838495795
test,12,level_ge_7m,full_schedule,augmented,1956,237,236,1,89,0.3771186440677966,0.3755274261603376,1.2567061484263768,-0.28588172785528126,6.188640793281838,7.362831172927574
test,12,level_ge_7m,complete24,observed_control,1342,140,140,0,57,0.40714285714285714,0.40714285714285714,0.9287979863487319,-0.28704127589163336,3.2443492221416896,3.3117110911197765
test,12,level_ge_7m,complete24,augmented,1342,140,140,0,55,0.39285714285714285,0.39285714285714285,0.9545987040084585,-0.12508104535355163,2.934361966576722,3.417845047952267
test,12,level_ge_7m,missing24,observed_control,614,97,96,1,26,0.2708333333333333,0.26804123711340205,1.9932936456542467,-0.7959141523723433,7.4762508993920465,7.5899965838495795
test,12,level_ge_7m,missing24,augmented,614,97,96,1,34,0.3541666666666667,0.35051546391752575,1.697279504869174,-0.5203827231703037,6.333554138676028,7.362831172927574
