id_subsistema,nom_subsistema,tip_reservatorio,nom_bacia,id_reservatorio,nom_reservatorio,cod_usina,din_instante,val_nivelmontante,val_niveljusante,val_volumeutil,val_vazaoafluente,val_vazaodefluente,val_vazaoturbinada,val_vazaovertida,val_vazaooutrasestruturas,val_vazaotransferida,val_vazaovertidanaoturbinavel,balance_residual_m3s,qc_review
S,Sul,Fio dagua,JACUI,JIUHCA,CASTRO ALVES,97.0,2023-09-01 21:00:00,239.0,147.56,0.0,16.0,164.0,159.0,0.0,18.0,0.0,0.0,-13.0,BALANCE_RESIDUAL_GT1_REVIEW_NOT_OFFICIAL_TOLERANCE
