pet_mm_day,weather,correction_tau_h,lead_h,time,forecast_m,flow_m3_s,incremental_flow_m3_s,routed_upstream_flow_m3_s,rain_mm,soil_fraction,flow_correction_m3_s
1.0,gfs,12.0,5,2026-09-21T20:00:00-03:00,14.745627671522753,6231.978903107229,2022.3319646194905,4648.594978567252,0.3,0.9848492592665083,-438.94804007951404
1.0,gfs,12.0,6,2026-09-21T21:00:00-03:00,15.432417091813315,6713.22789018965,1954.0245619738823,5163.055020803413,0.2,0.9785076254784834,-403.8516925876452
1.0,gfs,12.0,7,2026-09-21T22:00:00-03:00,15.977448129622509,7104.616442888606,1865.7671539105488,5610.410783081918,0.2,0.972255697215326,-371.5614941038615
1.0,gfs,12.0,8,2026-09-21T23:00:00-03:00,16.461319759854636,7459.00655807936,1763.46777671832,6037.391858702624,0.1,0.9637346264073484,-341.8530773415839
1.0,gfs,12.0,9,2026-09-22T00:00:00-03:00,16.879869581405394,7770.741303688369,1652.239708059539,6433.0216100608,0.0,0.9529544439513256,-314.52001443197037
1.0,gfs,12.0,10,2026-09-22T01:00:00-03:00,17.193717434451194,8007.619472427838,1536.3783480426812,6760.613506952426,0.1,0.944662040504564,-289.37238256726846
1.0,gfs,12.0,11,2026-09-22T02:00:00-03:00,17.389253108620206,8156.545104321562,1419.3874343112193,7003.393114339337,0.1,0.936466293047645,-266.23544432899513
1.0,gfs,12.0,12,2026-09-22T03:00:00-03:00,17.614819230364322,8329.61724356216,1304.0053924154843,7270.560284677924,0.0,0.9259911298374128,-244.94843353124813
1.0,ecmwf,2.0,1,2026-09-21T16:00:00-03:00,11.082753699208899,3901.003060611288,1963.8491496287195,2301.0546175767035,0.4,0.9871522874641603,-363.9007065941346
1.0,ecmwf,2.0,2,2026-09-21T17:00:00-03:00,12.334388755731823,4651.439135836469,2040.7081826906517,2831.447888786251,0.4,0.9854133034335985,-220.7169356404339
1.0,ecmwf,2.0,3,2026-09-21T18:00:00-03:00,13.493559590627015,5389.6676693911395,2069.5332826050644,3454.005975369818,0.4,0.9837133212606468,-133.87158858374323
1.0,ecmwf,2.0,4,2026-09-21T19:00:00-03:00,14.500047622830554,6063.169251368775,2063.427076782787,4080.9393975264643,3.4,0.9889963390366676,-81.19722294047602
1.0,ecmwf,2.0,5,2026-09-21T20:00:00-03:00,15.318606347882028,6632.552628429848,2033.2062550595165,4648.594978567252,3.4,0.9889372440389543,-49.248605196920686
1.0,ecmwf,2.0,6,2026-09-21T21:00:00-03:00,15.99897110210101,7120.242326047548,1987.0580942441507,5163.055020803413,3.4,0.9889379050662124,-29.870789000015336
1.0,ecmwf,2.0,7,2026-09-21T22:00:00-03:00,16.53940230657788,7516.798860125047,1924.505626401445,5610.410783081918,0.5,0.9889378976720665,-18.117549358316175
1.0,ecmwf,2.0,8,2026-09-21T23:00:00-03:00,17.016592924842506,7873.606121646164,1847.2031121082161,6037.391858702624,0.5,0.9889378977547763,-10.988849164675706
1.0,ecmwf,2.0,9,2026-09-22T00:00:00-03:00,17.425484845557563,8184.253079638241,1757.8965435107743,6433.0216100608,0.5,0.9889378977538511,-6.665073933333377
1.0,ecmwf,2.0,10,2026-09-22T01:00:00-03:00,17.727016212041114,8416.20997954484,1659.6390442822326,6760.613506952426,0.0,0.9778757955077124,-4.04257168981817
1.0,ecmwf,2.0,11,2026-09-22T02:00:00-03:00,17.90778532559954,8556.430942907886,1555.48977224251,7003.393114339337,0.0,0.9669374321802482,-2.45194367396103
1.0,ecmwf,2.0,12,2026-09-22T03:00:00-03:00,18.113951729947733,8717.409978593752,1448.3368729299746,7270.560284677924,0.0,0.9561214236475677,-1.4871790141458017
1.0,ecmwf,6.0,1,2026-09-21T16:00:00-03:00,10.755256785989774,3712.9039511693727,1963.8491496287195,2301.0546175767035,0.4,0.9871522874641603,-551.9998160360499
1.0,ecmwf,6.0,2,2026-09-21T17:00:00-03:00,11.932159454915256,4404.898315059406,2040.7081826906517,2831.447888786251,0.4,0.9854133034335985,-467.2577564174972
1.0,ecmwf,6.0,3,2026-09-21T18:00:00-03:00,13.089954942613483,5128.0141063540805,2069.5332826050644,3454.005975369818,0.4,0.9837133212606468,-395.52515162080147
1.0,ecmwf,6.0,4,2026-09-21T19:00:00-03:00,14.126230732766883,5809.561661727654,2063.427076782787,4080.9393975264643,3.4,0.9889963390366676,-334.8048125815976
1.0,ecmwf,6.0,5,2026-09-21T20:00:00-03:00,14.985296761348849,6398.395078371019,2033.2062550595165,4648.594978567252,3.4,0.9889372440389543,-283.4061552557495
1.0,ecmwf,6.0,6,2026-09-21T21:00:00-03:00,15.708179555979074,6910.214983902059,1987.0580942441507,5163.055020803413,3.4,0.9889379050662124,-239.89813114550404
1.0,ecmwf,6.0,7,2026-09-21T22:00:00-03:00,16.2887129363626,7331.847025633282,1924.505626401445,5610.410783081918,0.5,0.9889378976720665,-203.069383850081
1.0,ecmwf,6.0,8,2026-09-21T23:00:00-03:00,16.802424930837986,7712.700448496949,1847.2031121082161,6037.391858702624,0.5,0.9889378977547763,-171.89452231389077
1.0,ecmwf,6.0,9,2026-09-22T00:00:00-03:00,17.2434669934625,8045.412581824064,1757.8965435107743,6433.0216100608,0.5,0.9889378977538511,-145.5055717475104
1.0,ecmwf,6.0,10,2026-09-22T01:00:00-03:00,17.572554470625008,8297.08474388063,1659.6390442822326,6760.613506952426,0.0,0.9778757955077124,-123.16780735402762
1.0,ecmwf,6.0,11,2026-09-22T02:00:00-03:00,17.776649539294354,8454.623588561815,1555.48977224251,7003.393114339337,0.0,0.9669374321802482,-104.25929802003216
1.0,ecmwf,6.0,12,2026-09-22T03:00:00-03:00,18.00300869079528,8630.643567184017,1448.3368729299746,7270.560284677924,0.0,0.9561214236475677,-88.25359042388142
1.0,ecmwf,12.0,1,2026-09-21T16:00:00-03:00,10.648427679499544,3652.302428503266,1963.8491496287195,2301.0546175767035,0.4,0.9871522874641603,-612.6013387021566
1.0,ecmwf,12.0,2,2026-09-21T17:00:00-03:00,11.772661986954448,4308.535631409537,2040.7081826906517,2831.447888786251,0.4,0.9854133034335985,-563.6204400673655
1.0,ecmwf,12.0,3,2026-09-21T18:00:00-03:00,12.897517019780967,5004.983420119981,2069.5332826050644,3454.005975369818,0.4,0.9837133212606468,-518.5558378549009
1.0,ecmwf,12.0,4,2026-09-21T19:00:00-03:00,13.913818758047269,5667.272072017421,2063.427076782787,4080.9393975264643,3.4,0.9889963390366676,-477.0944022918305
1.0,ecmwf,12.0,5,2026-09-21T20:00:00-03:00,14.7613612692233,6242.853193547255,2033.2062550595165,4648.594978567252,3.4,0.9889372440389543,-438.94804007951404
1.0,ecmwf,12.0,6,2026-09-21T21:00:00-03:00,15.478870299604083,6746.261422459918,1987.0580942441507,5163.055020803413,3.4,0.9889379050662124,-403.8516925876452
1.0,ecmwf,12.0,7,2026-09-21T22:00:00-03:00,16.058262446491003,7163.354915379502,1924.505626401445,5610.410783081918,0.5,0.9889378976720665,-371.5614941038615
1.0,ecmwf,12.0,8,2026-09-21T23:00:00-03:00,16.5743804419452,7542.741893469256,1847.2031121082161,6037.391858702624,0.5,0.9889378977547763,-341.8530773415839
1.0,ecmwf,12.0,9,2026-09-22T00:00:00-03:00,17.02029458600481,7876.398139139604,1757.8965435107743,6433.0216100608,0.5,0.9889378977538511,-314.52001443197037
1.0,ecmwf,12.0,10,2026-09-22T01:00:00-03:00,17.355651731516662,8130.88016866739,1659.6390442822326,6760.613506952426,0.0,0.9778757955077124,-289.37238256726846
1.0,ecmwf,12.0,11,2026-09-22T02:00:00-03:00,17.566784918125837,8292.647442252852,1555.48977224251,7003.393114339337,0.0,0.9669374321802482,-266.23544432899513
1.0,ecmwf,12.0,12,2026-09-22T03:00:00-03:00,17.801587132324002,8473.94872407665,1448.3368729299746,7270.560284677924,0.0,0.9561214236475677,-244.94843353124813
1.0,icon,2.0,1,2026-09-21T16:00:00-03:00,11.0943419000504,3907.7224681196753,1970.568557137106,2301.0546175767035,3.4,0.9889378977538612,-363.9007065941346
1.0,icon,2.0,2,2026-09-21T17:00:00-03:00,12.366523693398804,4671.352299604401,2060.621346458584,2831.447888786251,2.0,0.9889378977538612,-220.7169356404339
1.0,icon,2.0,3,2026-09-21T18:00:00-03:00,13.552732091942168,5428.4378183728895,2108.3034315868153,3454.005975369818,2.0,0.9889378977538612,-133.87158858374323
1.0,icon,2.0,4,2026-09-21T19:00:00-03:00,14.5807658697973,6118.462525680001,2118.7203510940135,4080.9393975264643,1.7,0.9889378977538612,-81.19722294047602
1.0,icon,2.0,5,2026-09-21T20:00:00-03:00,15.4106511229018,6697.770720464881,2098.4243470945503,4648.594978567252,1.9,0.9889378977538612,-49.248605196920686
1.0,icon,2.0,6,2026-09-21T21:00:00-03:00,16.086264993325347,7183.75034035115,2050.5661085477523,5163.055020803413,0.0,0.9778757955077223,-29.870789000015336
1.0,icon,2.0,7,2026-09-21T22:00:00-03:00,16.613673495602438,7571.925209063331,1979.631975339728,5610.410783081918,0.0,0.9669374321802578,-18.117549358316175
1.0,icon,2.0,8,2026-09-21T23:00:00-03:00,17.07411819411895,7917.037071206701,1890.634061668753,6037.391858702624,0.0,0.9561214236475772,-10.988849164675706
1.0,icon,2.0,9,2026-09-22T00:00:00-03:00,17.465450512294943,8214.857384993958,1788.5008488664905,6433.0216100608,0.0,0.9454264012683806,-6.665073933333377
1.0,icon,2.0,10,2026-09-22T01:00:00-03:00,17.750427866439946,8434.321210497064,1677.7502752344571,6760.613506952426,0.0,0.9348510117107718,-4.04257168981817
1.0,icon,2.0,11,2026-09-22T02:00:00-03:00,17.916564734288727,8563.26314650093,1562.3219758355547,7003.393114339337,0.0,0.9243939167810105,-2.45194367396103
1.0,icon,2.0,12,2026-09-22T03:00:00-03:00,18.11034917834735,8714.587384155131,1445.5142784913533,7270.560284677924,0.0,0.9140537932541788,-1.4871790141458017
1.0,icon,6.0,1,2026-09-21T16:00:00-03:00,10.76706144446611,3719.62335867776,1970.568557137106,2301.0546175767035,3.4,0.9889378977538612,-551.9998160360499
1.0,icon,6.0,2,2026-09-21T17:00:00-03:00,11.964955611740336,4424.811478827338,2060.621346458584,2831.447888786251,2.0,0.9889378977538612,-467.2577564174972
1.0,icon,6.0,3,2026-09-21T18:00:00-03:00,13.150237409727204,5166.784255335831,2108.3034315868153,3454.005975369818,2.0,0.9889378977538612,-395.52515162080147
1.0,icon,6.0,4,2026-09-21T19:00:00-03:00,14.20824600621964,5864.85493603888,2118.7203510940135,4080.9393975264643,1.7,0.9889378977538612,-334.8048125815976
1.0,icon,6.0,5,2026-09-21T20:00:00-03:00,15.07858369195592,6463.613170406053,2098.4243470945503,4648.594978567252,1.9,0.9889378977538612,-283.4061552557495
1.0,icon,6.0,6,2026-09-21T21:00:00-03:00,15.7964541523044,6973.7229982056615,2050.5661085477523,5163.055020803413,0.0,0.9778757955077223,-239.89813114550404
1.0,icon,6.0,7,2026-09-21T22:00:00-03:00,16.363678313423677,7386.973374571566,1979.631975339728,5610.410783081918,0.0,0.9669374321802578,-203.069383850081
1.0,icon,6.0,8,2026-09-21T23:00:00-03:00,16.86039587657961,7756.131398057486,1890.634061668753,6037.391858702624,0.0,0.9561214236475772,-171.89452231389077
1.0,icon,6.0,9,2026-09-22T00:00:00-03:00,17.283689300574054,8076.0168871797805,1788.5008488664905,6433.0216100608,0.0,0.9454264012683806,-145.5055717475104
1.0,icon,6.0,10,2026-09-22T01:00:00-03:00,17.596091415502606,8315.195974832855,1677.7502752344571,6760.613506952426,0.0,0.9348510117107718,-123.16780735402762
1.0,icon,6.0,11,2026-09-22T02:00:00-03:00,17.78546840877016,8461.45579215486,1562.3219758355547,7003.393114339337,0.0,0.9243939167810105,-104.25929802003216
1.0,icon,6.0,12,2026-09-22T03:00:00-03:00,17.999392604531007,8627.820972745396,1445.5142784913533,7270.560284677924,0.0,0.9140537932541788,-88.25359042388142
1.0,icon,12.0,1,2026-09-21T16:00:00-03:00,10.660305309324368,3659.0218360116532,1970.568557137106,2301.0546175767035,3.4,0.9889378977538612,-612.6013387021566
1.0,icon,12.0,2,2026-09-21T17:00:00-03:00,11.805730548570022,4328.44879517747,2060.621346458584,2831.447888786251,2.0,0.9889378977538612,-563.6204400673655
1.0,icon,12.0,3,2026-09-21T18:00:00-03:00,12.958348585230237,5043.753569101732,2108.3034315868153,3454.005975369818,2.0,0.9889378977538612,-518.5558378549009
1.0,icon,12.0,4,2026-09-21T19:00:00-03:00,13.996596185537937,5722.565346328647,2118.7203510940135,4080.9393975264643,1.7,0.9889378977538612,-477.0944022918305
1.0,icon,12.0,5,2026-09-21T20:00:00-03:00,14.855508226905108,6308.0712855822885,2098.4243470945503,4648.594978567252,1.9,0.9889378977538612,-438.94804007951404
1.0,icon,12.0,6,2026-09-21T21:00:00-03:00,15.567939264860597,6809.7694367635195,2050.5661085477523,5163.055020803413,0.0,0.9778757955077223,-403.8516925876452
1.0,icon,12.0,7,2026-09-21T22:00:00-03:00,16.133881441207162,7218.481264317786,1979.631975339728,5610.410783081918,0.0,0.9669374321802578,-371.5614941038615
1.0,icon,12.0,8,2026-09-21T23:00:00-03:00,16.632836196700378,7586.172843029793,1890.634061668753,6037.391858702624,0.0,0.9561214236475772,-341.8530773415839
1.0,icon,12.0,9,2026-09-22T00:00:00-03:00,17.06083763430849,7907.002444495321,1788.5008488664905,6433.0216100608,0.0,0.9454264012683806,-314.52001443197037
1.0,icon,12.0,10,2026-09-22T01:00:00-03:00,17.37936767081817,8148.991399619615,1677.7502752344571,6760.613506952426,0.0,0.9348510117107718,-289.37238256726846
1.0,icon,12.0,11,2026-09-22T02:00:00-03:00,17.575667934939453,8299.479645845897,1562.3219758355547,7003.393114339337,0.0,0.9243939167810105,-266.23544432899513
1.0,icon,12.0,12,2026-09-22T03:00:00-03:00,17.79794612281922,8471.126129638029,1445.5142784913533,7270.560284677924,0.0,0.9140537932541788,-244.94843353124813
1.0,mean,2.0,1,2026-09-21T16:00:00-03:00,11.086292129775021,3903.054356593541,1965.9004456109715,2301.0546175767035,1.3666666666666665,0.9889378977538612,-363.9007065941346
1.0,mean,2.0,2,2026-09-21T17:00:00-03:00,12.344934551314246,4657.970568970368,2047.2396158245501,2831.447888786251,1.1333333333333333,0.9889378977538612,-220.7169356404339
1.0,mean,2.0,3,2026-09-21T18:00:00-03:00,13.51401507694549,5403.058435971467,2082.9240491853916,3454.005975369818,1.1333333333333333,0.9889378977538612,-133.87158858374323
1.0,mean,2.0,4,2026-09-21T19:00:00-03:00,14.526386766065947,6081.191297922717,2081.4491233367294,4080.9393975264643,1.9666666666666668,0.9889378977538612,-81.19722294047602
1.0,mean,2.0,5,2026-09-21T20:00:00-03:00,15.343146285404867,6649.9169501365395,2050.570576766208,4648.594978567252,1.8666666666666665,0.9889378977538612,-49.248605196920686
1.0,mean,2.0,6,2026-09-21T21:00:00-03:00,16.011041322072295,7129.011051153127,1995.8268193497288,5163.055020803413,1.2,0.9889378977538612,-29.870789000015336
1.0,mean,2.0,7,2026-09-21T22:00:00-03:00,16.534742816523945,7513.345478787653,1921.0522450640506,5610.410783081918,0.2333333333333333,0.9833058722535617,-18.117549358316175
1.0,mean,2.0,8,2026-09-21T23:00:00-03:00,16.9945752375613,7857.006713915411,1830.603704377463,6037.391858702624,0.19999999999999998,0.9769868141626894,-10.988849164675706
1.0,mean,2.0,9,2026-09-22T00:00:00-03:00,17.38750839258109,8155.2117335132225,1728.855197385756,6433.0216100608,0.16666666666666666,0.969973373343314,-6.665073933333377
1.0,mean,2.0,10,2026-09-22T01:00:00-03:00,17.675509037933182,8376.41547754879,1619.8445422861828,6760.613506952426,0.03333333333333333,0.9599090659086225,-4.04257168981817
1.0,mean,2.0,11,2026-09-22T02:00:00-03:00,17.84553920186331,8508.049177876772,1507.1080072113957,7003.393114339337,0.03333333333333333,0.949959613824003,-2.45194367396103
1.0,mean,2.0,12,2026-09-22T03:00:00-03:00,18.0440468314326,8662.700790222108,1393.627684558331,7270.560284677924,0.0,0.9393335164707807,-1.4871790141458017
1.0,mean,6.0,1,2026-09-21T16:00:00-03:00,10.75886135228192,3714.9552471516254,1965.9004456109715,2301.0546175767035,1.3666666666666665,0.9889378977538612,-551.9998160360499
1.0,mean,6.0,2,2026-09-21T17:00:00-03:00,11.942922567699643,4411.4297481933045,2047.2396158245501,2831.447888786251,1.1333333333333333,0.9889378977538612,-467.2577564174972
1.0,mean,6.0,3,2026-09-21T18:00:00-03:00,13.11079506734113,5141.404872934408,2082.9240491853916,3454.005975369818,1.1333333333333333,0.9889378977538612,-395.52515162080147
1.0,mean,6.0,4,2026-09-21T19:00:00-03:00,14.152994442148973,5827.583708281596,2081.4491233367294,4080.9393975264643,1.9666666666666668,0.9889378977538612,-334.8048125815976
1.0,mean,6.0,5,2026-09-21T20:00:00-03:00,15.010169087812304,6415.759400077711,2050.570576766208,4648.594978567252,1.8666666666666665,0.9889378977538612,-283.4061552557495
1.0,mean,6.0,6,2026-09-21T21:00:00-03:00,15.72038590961643,6918.983709007638,1995.8268193497288,5163.055020803413,1.2,0.9889378977538612,-239.89813114550404
1.0,mean,6.0,7,2026-09-21T22:00:00-03:00,16.284009723208875,7328.3936442958875,1921.0522450640506,5610.410783081918,0.2333333333333333,0.9833058722535617,-203.069383850081
1.0,mean,6.0,8,2026-09-21T23:00:00-03:00,16.780236001966248,7696.101040766196,1830.603704377463,6037.391858702624,0.19999999999999998,0.9769868141626894,-171.89452231389077
1.0,mean,6.0,9,2026-09-22T00:00:00-03:00,17.205245773155045,8016.371235699045,1728.855197385756,6433.0216100608,0.16666666666666666,0.969973373343314,-145.5055717475104
1.0,mean,6.0,10,2026-09-22T01:00:00-03:00,17.520770688777557,8257.29024188458,1619.8445422861828,6760.613506952426,0.03333333333333333,0.9599090659086225,-123.16780735402762
1.0,mean,6.0,11,2026-09-22T02:00:00-03:00,17.7141227242753,8406.241823530701,1507.1080072113957,7003.393114339337,0.03333333333333333,0.949959613824003,-104.25929802003216
1.0,mean,6.0,12,2026-09-22T03:00:00-03:00,17.93284037125896,8575.934378812373,1393.627684558331,7270.560284677924,0.0,0.9393335164707807,-88.25359042388142
1.0,mean,12.0,1,2026-09-21T16:00:00-03:00,10.652054541833376,3654.353724485519,1965.9004456109715,2301.0546175767035,1.3666666666666665,0.9889378977538612,-612.6013387021566
1.0,mean,12.0,2,2026-09-21T17:00:00-03:00,11.783514635705345,4315.067064543437,2047.2396158245501,2831.447888786251,1.1333333333333333,0.9889378977538612,-563.6204400673655
1.0,mean,12.0,3,2026-09-21T18:00:00-03:00,12.918547448045208,5018.374186700308,2082.9240491853916,3454.005975369818,1.1333333333333333,0.9889378977538612,-518.5558378549009
1.0,mean,12.0,4,2026-09-21T19:00:00-03:00,13.940831985942216,5685.2941185713635,2081.4491233367294,4080.9393975264643,1.9666666666666668,0.9889378977538612,-477.0944022918305
1.0,mean,12.0,5,2026-09-21T20:00:00-03:00,14.786463765957706,6260.217515253947,2050.570576766208,4648.594978567252,1.8666666666666665,0.9889378977538612,-438.94804007951404
1.0,mean,12.0,6,2026-09-21T21:00:00-03:00,15.491186937218156,6755.030147565496,1995.8268193497288,5163.055020803413,1.2,0.9889378977538612,-403.8516925876452
1.0,mean,12.0,7,2026-09-21T22:00:00-03:00,16.053518060135648,7159.901534042107,1921.0522450640506,5610.410783081918,0.2333333333333333,0.9833058722535617,-371.5614941038615
1.0,mean,12.0,8,2026-09-21T23:00:00-03:00,16.552005214300387,7526.142485738503,1830.603704377463,6037.391858702624,0.19999999999999998,0.9769868141626894,-341.8530773415839
1.0,mean,12.0,9,2026-09-22T00:00:00-03:00,16.981767433134525,7847.3567930145855,1728.855197385756,6433.0216100608,0.16666666666666666,0.969973373343314,-314.52001443197037
1.0,mean,12.0,10,2026-09-22T01:00:00-03:00,17.30347274518595,8091.08566667134,1619.8445422861828,6760.613506952426,0.03333333333333333,0.9599090659086225,-289.37238256726846
1.0,mean,12.0,11,2026-09-22T02:00:00-03:00,17.50380177987909,8244.265677221738,1507.1080072113957,7003.393114339337,0.03333333333333333,0.949959613824003,-266.23544432899513
1.0,mean,12.0,12,2026-09-22T03:00:00-03:00,17.73093371072709,8419.239535705006,1393.627684558331,7270.560284677924,0.0,0.9393335164707807,-244.94843353124813
3.0,gfs,2.0,1,2026-09-21T16:00:00-03:00,11.0486269483086,3881.239886197042,1923.4848314616254,2301.0546175767035,0.3,0.9801046993828242,-343.2995628412869
3.0,gfs,2.0,2,2026-09-21T17:00:00-03:00,12.288651986745203,4623.152302581985,1999.926124124918,2831.447888786251,1.0,0.9864943910480105,-208.2217103291844
3.0,gfs,2.0,3,2026-09-21T18:00:00-03:00,13.444918174844048,5357.8756091520045,2030.1624851146398,3454.005975369818,1.0,0.9864063426211351,-126.29285133245305
3.0,gfs,2.0,4,2026-09-21T19:00:00-03:00,14.444413657599311,6025.168731319884,2020.829820229081,4080.9393975264643,0.8,0.9864075559074533,-76.60048643566229
3.0,gfs,2.0,5,2026-09-21T20:00:00-03:00,15.245269006965055,6580.761033932423,1978.6265989373012,4648.594978567252,0.3,0.9801047155221119,-46.46054357213087
3.0,gfs,2.0,6,2026-09-21T21:00:00-03:00,15.895567879405293,7045.288283052052,1910.4130063920516,5163.055020803413,0.2,0.9714869541534303,-28.17974414341209
3.0,gfs,2.0,7,2026-09-21T22:00:00-03:00,16.40311473593925,7416.0353281051885,1822.7164238291066,5610.410783081918,0.2,0.9630074749292752,-17.091878805836952
3.0,gfs,2.0,8,2026-09-21T23:00:00-03:00,16.85012703122601,7748.431474641024,1721.406364466233,6037.391858702624,0.1,0.9521988840732646,-10.366748527832664
3.0,gfs,2.0,9,2026-09-22T00:00:00-03:00,17.23406899310993,8038.268119811784,1611.5342605746457,6433.0216100608,0.0,0.939077810599265,-6.287750823661317
3.0,gfs,2.0,10,2026-09-22T01:00:00-03:00,17.516644452368865,8254.122420909365,1497.3226276121225,6760.613506952426,0.1,0.9286114822990582,-3.8137136551839528
3.0,gfs,2.0,11,2026-09-22T02:00:00-03:00,17.68440305557574,8383.28195562046,1382.201975540355,7003.393114339337,0.1,0.9182933381202679,-2.3131342592338013
3.0,gfs,2.0,12,2026-09-22T03:00:00-03:00,17.884086630261702,8537.998642834324,1268.8413450046573,7270.560284677924,0.0,0.9056394749812796,-1.4029868482569712
3.0,gfs,6.0,1,2026-09-21T16:00:00-03:00,10.739231606223369,3703.7894419629065,1923.4848314616254,2301.0546175767035,0.3,0.9801046993828242,-520.7500070754221
3.0,gfs,6.0,2,2026-09-21T17:00:00-03:00,11.908524695316522,4390.568648685166,1999.926124124918,2831.447888786251,1.0,0.9864943910480105,-440.8053642260029
3.0,gfs,6.0,3,2026-09-21T18:00:00-03:00,13.063500562174433,5111.034775433395,2030.1624851146398,3454.005975369818,1.0,0.9864063426211351,-373.1336850510623
