origin,station,query_time,source_time,age_after_delay_seconds,value_m,usable
2024-04-26T10:00:00-03:00,86472000,2024-04-26T09:30:00-03:00,2024-04-26T09:30:00-03:00,0.0,2.42,True
2024-04-26T11:00:00-03:00,86472000,2024-04-26T10:30:00-03:00,2024-04-26T10:30:00-03:00,0.0,2.43,True
2024-04-26T12:00:00-03:00,86472000,2024-04-26T11:30:00-03:00,2024-04-26T11:30:00-03:00,0.0,2.46,True
2024-04-26T13:00:00-03:00,86472000,2024-04-26T12:30:00-03:00,2024-04-26T12:30:00-03:00,0.0,2.67,True
2024-04-26T14:00:00-03:00,86472000,2024-04-26T13:30:00-03:00,2024-04-26T13:30:00-03:00,0.0,2.83,True
2024-04-26T15:00:00-03:00,86472000,2024-04-26T14:30:00-03:00,2024-04-26T14:30:00-03:00,0.0,2.92,True
2024-04-26T16:00:00-03:00,86472000,2024-04-26T15:30:00-03:00,2024-04-26T15:30:00-03:00,0.0,2.99,True
2024-04-26T17:00:00-03:00,86472000,2024-04-26T16:30:00-03:00,2024-04-26T16:30:00-03:00,0.0,3.02,True
2024-04-26T18:00:00-03:00,86472000,2024-04-26T17:30:00-03:00,2024-04-26T17:30:00-03:00,0.0,3.03,True
2024-04-26T19:00:00-03:00,86472000,2024-04-26T18:30:00-03:00,2024-04-26T18:30:00-03:00,0.0,3.04,True
2024-04-26T20:00:00-03:00,86472000,2024-04-26T19:30:00-03:00,2024-04-26T19:30:00-03:00,0.0,3.22,True
2024-04-26T21:00:00-03:00,86472000,2024-04-26T20:30:00-03:00,2024-04-26T20:30:00-03:00,0.0,3.33,True
2024-04-26T22:00:00-03:00,86472000,2024-04-26T21:30:00-03:00,2024-04-26T21:30:00-03:00,0.0,3.37,True
2024-04-26T23:00:00-03:00,86472000,2024-04-26T22:30:00-03:00,2024-04-26T22:30:00-03:00,0.0,3.43,True
2024-04-27T00:00:00-03:00,86472000,2024-04-26T23:30:00-03:00,2024-04-26T23:30:00-03:00,0.0,3.47,True
2024-04-27T01:00:00-03:00,86472000,2024-04-27T00:30:00-03:00,2024-04-27T00:30:00-03:00,0.0,3.49,True
2024-04-27T02:00:00-03:00,86472000,2024-04-27T01:30:00-03:00,2024-04-27T01:30:00-03:00,0.0,3.36,True
2024-04-27T03:00:00-03:00,86472000,2024-04-27T02:30:00-03:00,2024-04-27T02:30:00-03:00,0.0,3.12,True
2024-04-27T04:00:00-03:00,86472000,2024-04-27T03:30:00-03:00,2024-04-27T03:30:00-03:00,0.0,2.99,True
2024-04-27T05:00:00-03:00,86472000,2024-04-27T04:30:00-03:00,2024-04-27T04:30:00-03:00,0.0,2.93,True
2024-04-27T06:00:00-03:00,86472000,2024-04-27T05:30:00-03:00,2024-04-27T05:30:00-03:00,0.0,2.87,True
2024-04-27T07:00:00-03:00,86472000,2024-04-27T06:30:00-03:00,2024-04-27T06:30:00-03:00,0.0,2.71,True
2024-04-27T08:00:00-03:00,86472000,2024-04-27T07:30:00-03:00,2024-04-27T07:30:00-03:00,0.0,2.59,True
2024-04-27T09:00:00-03:00,86472000,2024-04-27T08:30:00-03:00,2024-04-27T08:30:00-03:00,0.0,2.52,True
2024-04-27T10:00:00-03:00,86472000,2024-04-27T09:30:00-03:00,2024-04-27T09:30:00-03:00,0.0,2.48,True
2024-04-27T11:00:00-03:00,86472000,2024-04-27T10:30:00-03:00,2024-04-27T10:30:00-03:00,0.0,2.47,True
2024-04-27T12:00:00-03:00,86472000,2024-04-27T11:30:00-03:00,2024-04-27T11:30:00-03:00,0.0,2.55,True
2024-04-27T13:00:00-03:00,86472000,2024-04-27T12:30:00-03:00,2024-04-27T12:30:00-03:00,0.0,2.85,True
2024-04-27T14:00:00-03:00,86472000,2024-04-27T13:30:00-03:00,2024-04-27T13:30:00-03:00,0.0,2.98,True
2024-04-27T15:00:00-03:00,86472000,2024-04-27T14:30:00-03:00,2024-04-27T14:30:00-03:00,0.0,3.01,True
2024-04-27T16:00:00-03:00,86472000,2024-04-27T15:30:00-03:00,2024-04-27T15:30:00-03:00,0.0,3.03,True
2024-04-27T17:00:00-03:00,86472000,2024-04-27T16:30:00-03:00,2024-04-27T16:30:00-03:00,0.0,3.03,True
2024-04-27T18:00:00-03:00,86472000,2024-04-27T17:30:00-03:00,2024-04-27T17:30:00-03:00,0.0,3.1,True
2024-04-27T19:00:00-03:00,86472000,2024-04-27T18:30:00-03:00,2024-04-27T18:30:00-03:00,0.0,3.23,True
2024-04-27T20:00:00-03:00,86472000,2024-04-27T19:30:00-03:00,2024-04-27T19:30:00-03:00,0.0,3.28,True
2024-04-27T21:00:00-03:00,86472000,2024-04-27T20:30:00-03:00,2024-04-27T20:30:00-03:00,0.0,3.38,True
2024-04-27T22:00:00-03:00,86472000,2024-04-27T21:30:00-03:00,2024-04-27T21:30:00-03:00,0.0,3.56,True
2024-04-27T23:00:00-03:00,86472000,2024-04-27T22:30:00-03:00,2024-04-27T22:30:00-03:00,0.0,3.73,True
2024-04-28T00:00:00-03:00,86472000,2024-04-27T23:30:00-03:00,2024-04-27T23:30:00-03:00,0.0,3.94,True
2024-04-28T01:00:00-03:00,86472000,2024-04-28T00:30:00-03:00,2024-04-28T00:30:00-03:00,0.0,4.0,True
2024-04-28T02:00:00-03:00,86472000,2024-04-28T01:30:00-03:00,2024-04-28T01:30:00-03:00,0.0,4.09,True
2024-04-28T03:00:00-03:00,86472000,2024-04-28T02:30:00-03:00,2024-04-28T02:30:00-03:00,0.0,4.23,True
2024-04-28T04:00:00-03:00,86472000,2024-04-28T03:30:00-03:00,2024-04-28T03:30:00-03:00,0.0,4.27,True
2024-04-28T05:00:00-03:00,86472000,2024-04-28T04:30:00-03:00,2024-04-28T04:30:00-03:00,0.0,4.39,True
2024-04-28T06:00:00-03:00,86472000,2024-04-28T05:30:00-03:00,2024-04-28T05:30:00-03:00,0.0,4.46,True
2024-04-28T07:00:00-03:00,86472000,2024-04-28T06:30:00-03:00,2024-04-28T06:30:00-03:00,0.0,4.36,True
2024-04-28T08:00:00-03:00,86472000,2024-04-28T07:30:00-03:00,2024-04-28T07:30:00-03:00,0.0,3.98,True
2024-04-28T09:00:00-03:00,86472000,2024-04-28T08:30:00-03:00,2024-04-28T08:30:00-03:00,0.0,3.61,True
2024-04-28T10:00:00-03:00,86472000,2024-04-28T09:30:00-03:00,2024-04-28T09:30:00-03:00,0.0,3.19,True
2024-04-28T11:00:00-03:00,86472000,2024-04-28T10:30:00-03:00,2024-04-28T10:30:00-03:00,0.0,2.96,True
2024-04-28T12:00:00-03:00,86472000,2024-04-28T11:30:00-03:00,2024-04-28T11:30:00-03:00,0.0,2.86,True
2024-04-28T13:00:00-03:00,86472000,2024-04-28T12:30:00-03:00,2024-04-28T12:30:00-03:00,0.0,2.83,True
2024-04-28T14:00:00-03:00,86472000,2024-04-28T13:30:00-03:00,2024-04-28T13:30:00-03:00,0.0,2.98,True
2024-04-28T15:00:00-03:00,86472000,2024-04-28T14:30:00-03:00,2024-04-28T14:30:00-03:00,0.0,3.45,True
2024-04-28T16:00:00-03:00,86472000,2024-04-28T15:30:00-03:00,2024-04-28T15:30:00-03:00,0.0,3.78,True
2024-04-28T17:00:00-03:00,86472000,2024-04-28T16:30:00-03:00,2024-04-28T16:30:00-03:00,0.0,4.27,True
2024-04-28T18:00:00-03:00,86472000,2024-04-28T17:30:00-03:00,2024-04-28T17:30:00-03:00,0.0,4.42,True
2024-04-28T19:00:00-03:00,86472000,2024-04-28T18:30:00-03:00,2024-04-28T18:30:00-03:00,0.0,4.47,True
2024-04-28T20:00:00-03:00,86472000,2024-04-28T19:30:00-03:00,2024-04-28T19:30:00-03:00,0.0,4.5,True
2024-04-28T21:00:00-03:00,86472000,2024-04-28T20:30:00-03:00,2024-04-28T20:30:00-03:00,0.0,4.53,True
2024-04-28T22:00:00-03:00,86472000,2024-04-28T21:30:00-03:00,2024-04-28T21:30:00-03:00,0.0,4.54,True
2024-04-28T23:00:00-03:00,86472000,2024-04-28T22:30:00-03:00,2024-04-28T22:30:00-03:00,0.0,4.55,True
2024-04-29T00:00:00-03:00,86472000,2024-04-28T23:30:00-03:00,2024-04-28T23:30:00-03:00,0.0,4.55,True
2024-04-29T01:00:00-03:00,86472000,2024-04-29T00:30:00-03:00,2024-04-29T00:30:00-03:00,0.0,4.54,True
2024-04-29T02:00:00-03:00,86472000,2024-04-29T01:30:00-03:00,2024-04-29T01:30:00-03:00,0.0,4.53,True
2024-04-29T03:00:00-03:00,86472000,2024-04-29T02:30:00-03:00,2024-04-29T02:30:00-03:00,0.0,4.53,True
2024-04-29T04:00:00-03:00,86472000,2024-04-29T03:30:00-03:00,2024-04-29T03:30:00-03:00,0.0,4.55,True
2024-04-29T05:00:00-03:00,86472000,2024-04-29T04:30:00-03:00,2024-04-29T04:30:00-03:00,0.0,4.5,True
2024-04-29T06:00:00-03:00,86472000,2024-04-29T05:30:00-03:00,2024-04-29T05:30:00-03:00,0.0,4.44,True
2024-04-29T07:00:00-03:00,86472000,2024-04-29T06:30:00-03:00,2024-04-29T06:30:00-03:00,0.0,4.43,True
2024-04-29T08:00:00-03:00,86472000,2024-04-29T07:30:00-03:00,2024-04-29T07:30:00-03:00,0.0,4.32,True
2024-04-29T09:00:00-03:00,86472000,2024-04-29T08:30:00-03:00,2024-04-29T08:30:00-03:00,0.0,4.17,True
2024-04-29T10:00:00-03:00,86472000,2024-04-29T09:30:00-03:00,2024-04-29T09:30:00-03:00,0.0,4.12,True
2024-04-29T11:00:00-03:00,86472000,2024-04-29T10:30:00-03:00,2024-04-29T10:30:00-03:00,0.0,4.1,True
2024-04-29T12:00:00-03:00,86472000,2024-04-29T11:30:00-03:00,2024-04-29T11:30:00-03:00,0.0,4.08,True
2024-04-29T13:00:00-03:00,86472000,2024-04-29T12:30:00-03:00,2024-04-29T12:30:00-03:00,0.0,4.13,True
2024-04-29T14:00:00-03:00,86472000,2024-04-29T13:30:00-03:00,2024-04-29T13:30:00-03:00,0.0,4.37,True
2024-04-29T15:00:00-03:00,86472000,2024-04-29T14:30:00-03:00,2024-04-29T14:30:00-03:00,0.0,4.5,True
2024-04-29T16:00:00-03:00,86472000,2024-04-29T15:30:00-03:00,2024-04-29T15:30:00-03:00,0.0,4.54,True
2024-04-29T17:00:00-03:00,86472000,2024-04-29T16:30:00-03:00,2024-04-29T16:30:00-03:00,0.0,4.59,True
2024-04-29T18:00:00-03:00,86472000,2024-04-29T17:30:00-03:00,2024-04-29T17:30:00-03:00,0.0,4.7,True
2024-04-29T19:00:00-03:00,86472000,2024-04-29T18:30:00-03:00,2024-04-29T18:30:00-03:00,0.0,4.89,True
2024-04-29T20:00:00-03:00,86472000,2024-04-29T19:30:00-03:00,2024-04-29T19:30:00-03:00,0.0,4.99,True
2024-04-29T21:00:00-03:00,86472000,2024-04-29T20:30:00-03:00,2024-04-29T20:30:00-03:00,0.0,5.28,True
2024-04-29T22:00:00-03:00,86472000,2024-04-29T21:30:00-03:00,2024-04-29T21:30:00-03:00,0.0,5.59,True
2024-04-29T23:00:00-03:00,86472000,2024-04-29T22:30:00-03:00,2024-04-29T22:30:00-03:00,0.0,5.67,True
2024-04-30T00:00:00-03:00,86472000,2024-04-29T23:30:00-03:00,2024-04-29T23:30:00-03:00,0.0,5.74,True
2024-04-30T01:00:00-03:00,86472000,2024-04-30T00:30:00-03:00,2024-04-30T00:30:00-03:00,0.0,5.96,True
2024-04-30T02:00:00-03:00,86472000,2024-04-30T01:30:00-03:00,2024-04-30T01:30:00-03:00,0.0,6.43,True
2024-04-30T03:00:00-03:00,86472000,2024-04-30T02:30:00-03:00,2024-04-30T02:30:00-03:00,0.0,,False
2024-04-30T04:00:00-03:00,86472000,2024-04-30T03:30:00-03:00,2024-04-30T03:30:00-03:00,0.0,,False
2024-04-30T05:00:00-03:00,86472000,2024-04-30T04:30:00-03:00,2024-04-30T04:30:00-03:00,0.0,,False
2024-04-30T06:00:00-03:00,86472000,2024-04-30T05:30:00-03:00,2024-04-30T05:30:00-03:00,0.0,,False
2024-04-30T07:00:00-03:00,86472000,2024-04-30T06:30:00-03:00,2024-04-30T06:30:00-03:00,0.0,,False
2024-04-30T08:00:00-03:00,86472000,2024-04-30T07:30:00-03:00,2024-04-30T07:30:00-03:00,0.0,,False
2024-04-30T09:00:00-03:00,86472000,2024-04-30T08:30:00-03:00,2024-04-30T08:30:00-03:00,0.0,,False
2024-04-30T10:00:00-03:00,86472000,2024-04-30T09:30:00-03:00,2024-04-30T09:30:00-03:00,0.0,,False
2024-04-30T11:00:00-03:00,86472000,2024-04-30T10:30:00-03:00,2024-04-30T10:30:00-03:00,0.0,,False
2024-04-30T12:00:00-03:00,86472000,2024-04-30T11:30:00-03:00,2024-04-30T11:30:00-03:00,0.0,,False
2024-04-30T13:00:00-03:00,86472000,2024-04-30T12:30:00-03:00,2024-04-30T12:30:00-03:00,0.0,,False
2024-04-30T14:00:00-03:00,86472000,2024-04-30T13:30:00-03:00,2024-04-30T13:30:00-03:00,0.0,,False
2024-04-30T15:00:00-03:00,86472000,2024-04-30T14:30:00-03:00,2024-04-30T14:30:00-03:00,0.0,,False
2024-04-30T16:00:00-03:00,86472000,2024-04-30T15:30:00-03:00,2024-04-30T15:30:00-03:00,0.0,,False
2024-04-30T17:00:00-03:00,86472000,2024-04-30T16:30:00-03:00,2024-04-30T16:30:00-03:00,0.0,,False
2024-04-30T18:00:00-03:00,86472000,2024-04-30T17:30:00-03:00,2024-04-30T17:30:00-03:00,0.0,,False
2024-04-30T19:00:00-03:00,86472000,2024-04-30T18:30:00-03:00,2024-04-30T18:30:00-03:00,0.0,,False
2024-04-30T20:00:00-03:00,86472000,2024-04-30T19:30:00-03:00,2024-04-30T19:30:00-03:00,0.0,,False
2024-04-30T21:00:00-03:00,86472000,2024-04-30T20:30:00-03:00,2024-04-30T20:30:00-03:00,0.0,,False
2024-04-30T22:00:00-03:00,86472000,2024-04-30T21:30:00-03:00,2024-04-30T21:30:00-03:00,0.0,,False
2024-04-30T23:00:00-03:00,86472000,2024-04-30T22:30:00-03:00,2024-04-30T22:30:00-03:00,0.0,,False
2024-05-01T00:00:00-03:00,86472000,2024-04-30T23:30:00-03:00,2024-04-30T23:30:00-03:00,0.0,,False
2024-05-01T01:00:00-03:00,86472000,2024-05-01T00:30:00-03:00,2024-05-01T00:30:00-03:00,0.0,13.6,True
2024-05-01T02:00:00-03:00,86472000,2024-05-01T01:30:00-03:00,2024-05-01T01:30:00-03:00,0.0,13.18,True
2024-05-01T03:00:00-03:00,86472000,2024-05-01T02:30:00-03:00,2024-05-01T02:30:00-03:00,0.0,12.85,True
2024-05-01T04:00:00-03:00,86472000,2024-05-01T03:30:00-03:00,2024-05-01T03:30:00-03:00,0.0,12.52,True
2024-05-01T05:00:00-03:00,86472000,2024-05-01T04:30:00-03:00,2024-05-01T04:30:00-03:00,0.0,12.57,True
2024-05-01T06:00:00-03:00,86472000,2024-05-01T05:30:00-03:00,2024-05-01T05:30:00-03:00,0.0,12.95,True
2024-05-01T07:00:00-03:00,86472000,2024-05-01T06:30:00-03:00,2024-05-01T06:30:00-03:00,0.0,13.43,True
2024-05-01T08:00:00-03:00,86472000,2024-05-01T07:30:00-03:00,2024-05-01T07:30:00-03:00,0.0,13.99,True
2024-05-01T09:00:00-03:00,86472000,2024-05-01T08:30:00-03:00,2024-05-01T08:30:00-03:00,0.0,14.81,True
2024-05-01T10:00:00-03:00,86472000,2024-05-01T09:30:00-03:00,2024-05-01T09:30:00-03:00,0.0,16.39,True
2024-05-01T11:00:00-03:00,86472000,2024-05-01T10:30:00-03:00,2024-05-01T10:30:00-03:00,0.0,18.02,True
2024-05-01T12:00:00-03:00,86472000,2024-05-01T11:30:00-03:00,2024-05-01T11:30:00-03:00,0.0,20.16,True
2024-05-01T13:00:00-03:00,86472000,2024-05-01T12:30:00-03:00,2024-05-01T12:30:00-03:00,0.0,22.37,True
2024-05-01T14:00:00-03:00,86472000,2024-05-01T13:30:00-03:00,2024-05-01T13:30:00-03:00,0.0,23.59,True
2024-05-01T15:00:00-03:00,86472000,2024-05-01T14:30:00-03:00,2024-05-01T14:30:00-03:00,0.0,24.28,True
2024-05-01T16:00:00-03:00,86472000,2024-05-01T15:30:00-03:00,2024-05-01T15:30:00-03:00,0.0,24.81,True
2024-05-01T17:00:00-03:00,86472000,2024-05-01T16:30:00-03:00,2024-05-01T16:30:00-03:00,0.0,25.07,True
2024-05-01T18:00:00-03:00,86472000,2024-05-01T17:30:00-03:00,2024-05-01T17:30:00-03:00,0.0,25.03,True
2024-05-01T19:00:00-03:00,86472000,2024-05-01T18:30:00-03:00,2024-05-01T18:30:00-03:00,0.0,24.9,True
2024-05-01T20:00:00-03:00,86472000,2024-05-01T19:30:00-03:00,2024-05-01T19:30:00-03:00,0.0,24.93,True
2024-05-01T21:00:00-03:00,86472000,2024-05-01T20:30:00-03:00,2024-05-01T20:30:00-03:00,0.0,24.55,True
2024-05-01T22:00:00-03:00,86472000,2024-05-01T21:30:00-03:00,2024-05-01T21:30:00-03:00,0.0,24.27,True
2024-05-01T23:00:00-03:00,86472000,2024-05-01T22:30:00-03:00,2024-05-01T22:30:00-03:00,0.0,23.76,True
2024-04-01T00:00:00-03:00,86472600,2024-03-31T23:45:00-03:00,2024-03-31T23:45:00-03:00,0.0,1.6,True
2024-04-01T01:00:00-03:00,86472600,2024-04-01T00:45:00-03:00,2024-04-01T00:45:00-03:00,0.0,1.64,True
2024-04-01T02:00:00-03:00,86472600,2024-04-01T01:45:00-03:00,2024-04-01T01:45:00-03:00,0.0,1.84,True
2024-04-01T03:00:00-03:00,86472600,2024-04-01T02:45:00-03:00,2024-04-01T02:45:00-03:00,0.0,2.18,True
2024-04-01T04:00:00-03:00,86472600,2024-04-01T03:45:00-03:00,2024-04-01T03:45:00-03:00,0.0,2.43,True
2024-04-01T05:00:00-03:00,86472600,2024-04-01T04:45:00-03:00,2024-04-01T04:45:00-03:00,0.0,2.45,True
2024-04-01T06:00:00-03:00,86472600,2024-04-01T05:45:00-03:00,2024-04-01T05:45:00-03:00,0.0,2.33,True
2024-04-01T07:00:00-03:00,86472600,2024-04-01T06:45:00-03:00,2024-04-01T06:45:00-03:00,0.0,2.17,True
2024-04-01T08:00:00-03:00,86472600,2024-04-01T07:45:00-03:00,2024-04-01T07:45:00-03:00,0.0,2.02,True
2024-04-01T09:00:00-03:00,86472600,2024-04-01T08:45:00-03:00,2024-04-01T08:45:00-03:00,0.0,1.89,True
2024-04-01T10:00:00-03:00,86472600,2024-04-01T09:45:00-03:00,2024-04-01T09:45:00-03:00,0.0,1.8,True
2024-04-01T11:00:00-03:00,86472600,2024-04-01T10:45:00-03:00,2024-04-01T10:45:00-03:00,0.0,1.73,True
2024-04-01T12:00:00-03:00,86472600,2024-04-01T11:45:00-03:00,2024-04-01T11:45:00-03:00,0.0,1.68,True
2024-04-01T13:00:00-03:00,86472600,2024-04-01T12:45:00-03:00,2024-04-01T12:45:00-03:00,0.0,1.65,True
2024-04-01T14:00:00-03:00,86472600,2024-04-01T13:45:00-03:00,2024-04-01T13:45:00-03:00,0.0,1.63,True
2024-04-01T15:00:00-03:00,86472600,2024-04-01T14:45:00-03:00,2024-04-01T14:45:00-03:00,0.0,1.61,True
2024-04-01T16:00:00-03:00,86472600,2024-04-01T15:45:00-03:00,2024-04-01T15:45:00-03:00,0.0,1.6,True
2024-04-01T17:00:00-03:00,86472600,2024-04-01T16:45:00-03:00,2024-04-01T16:45:00-03:00,0.0,1.6,True
2024-04-01T18:00:00-03:00,86472600,2024-04-01T17:45:00-03:00,2024-04-01T17:45:00-03:00,0.0,1.6,True
2024-04-01T19:00:00-03:00,86472600,2024-04-01T18:45:00-03:00,2024-04-01T18:45:00-03:00,0.0,1.6,True
2024-04-01T20:00:00-03:00,86472600,2024-04-01T19:45:00-03:00,2024-04-01T19:45:00-03:00,0.0,1.62,True
2024-04-01T21:00:00-03:00,86472600,2024-04-01T20:45:00-03:00,2024-04-01T20:45:00-03:00,0.0,1.61,True
2024-04-01T22:00:00-03:00,86472600,2024-04-01T21:45:00-03:00,2024-04-01T21:45:00-03:00,0.0,1.61,True
2024-04-01T23:00:00-03:00,86472600,2024-04-01T22:45:00-03:00,2024-04-01T22:45:00-03:00,0.0,1.61,True
2024-04-02T00:00:00-03:00,86472600,2024-04-01T23:45:00-03:00,2024-04-01T23:45:00-03:00,0.0,1.85,True
2024-04-02T01:00:00-03:00,86472600,2024-04-02T00:45:00-03:00,2024-04-02T00:45:00-03:00,0.0,2.55,True
2024-04-02T02:00:00-03:00,86472600,2024-04-02T01:45:00-03:00,2024-04-02T01:45:00-03:00,0.0,2.88,True
2024-04-02T03:00:00-03:00,86472600,2024-04-02T02:45:00-03:00,2024-04-02T02:45:00-03:00,0.0,2.83,True
2024-04-02T04:00:00-03:00,86472600,2024-04-02T03:45:00-03:00,2024-04-02T03:45:00-03:00,0.0,2.68,True
2024-04-02T05:00:00-03:00,86472600,2024-04-02T04:45:00-03:00,2024-04-02T04:45:00-03:00,0.0,2.51,True
2024-04-02T06:00:00-03:00,86472600,2024-04-02T05:45:00-03:00,2024-04-02T05:45:00-03:00,0.0,2.32,True
2024-04-02T07:00:00-03:00,86472600,2024-04-02T06:45:00-03:00,2024-04-02T06:45:00-03:00,0.0,2.13,True
2024-04-02T08:00:00-03:00,86472600,2024-04-02T07:45:00-03:00,2024-04-02T07:45:00-03:00,0.0,1.96,True
2024-04-02T09:00:00-03:00,86472600,2024-04-02T08:45:00-03:00,2024-04-02T08:45:00-03:00,0.0,1.82,True
2024-04-02T10:00:00-03:00,86472600,2024-04-02T09:45:00-03:00,2024-04-02T09:45:00-03:00,0.0,1.71,True
2024-04-02T11:00:00-03:00,86472600,2024-04-02T10:45:00-03:00,2024-04-02T10:45:00-03:00,0.0,1.62,True
2024-04-02T12:00:00-03:00,86472600,2024-04-02T11:45:00-03:00,2024-04-02T11:45:00-03:00,0.0,1.56,True
2024-04-02T13:00:00-03:00,86472600,2024-04-02T12:45:00-03:00,2024-04-02T12:45:00-03:00,0.0,1.53,True
2024-04-02T14:00:00-03:00,86472600,2024-04-02T13:45:00-03:00,2024-04-02T13:45:00-03:00,0.0,1.55,True
2024-04-02T15:00:00-03:00,86472600,2024-04-02T14:45:00-03:00,2024-04-02T14:45:00-03:00,0.0,1.59,True
2024-04-02T16:00:00-03:00,86472600,2024-04-02T15:45:00-03:00,2024-04-02T15:45:00-03:00,0.0,1.62,True
2024-04-02T17:00:00-03:00,86472600,2024-04-02T16:45:00-03:00,2024-04-02T16:45:00-03:00,0.0,1.65,True
2024-04-02T18:00:00-03:00,86472600,2024-04-02T17:45:00-03:00,2024-04-02T17:45:00-03:00,0.0,1.66,True
2024-04-02T19:00:00-03:00,86472600,2024-04-02T18:45:00-03:00,2024-04-02T18:45:00-03:00,0.0,1.72,True
2024-04-02T20:00:00-03:00,86472600,2024-04-02T19:45:00-03:00,2024-04-02T19:45:00-03:00,0.0,1.9,True
2024-04-02T21:00:00-03:00,86472600,2024-04-02T20:45:00-03:00,2024-04-02T20:45:00-03:00,0.0,2.13,True
2024-04-02T22:00:00-03:00,86472600,2024-04-02T21:45:00-03:00,2024-04-02T21:45:00-03:00,0.0,2.28,True
2024-04-02T23:00:00-03:00,86472600,2024-04-02T22:45:00-03:00,2024-04-02T22:45:00-03:00,0.0,2.47,True
2024-04-03T00:00:00-03:00,86472600,2024-04-02T23:45:00-03:00,2024-04-02T23:45:00-03:00,0.0,2.78,True
2024-04-03T01:00:00-03:00,86472600,2024-04-03T00:45:00-03:00,2024-04-03T00:45:00-03:00,0.0,2.82,True
2024-04-03T02:00:00-03:00,86472600,2024-04-03T01:45:00-03:00,2024-04-03T01:45:00-03:00,0.0,2.7,True
2024-04-03T03:00:00-03:00,86472600,2024-04-03T02:45:00-03:00,2024-04-03T02:45:00-03:00,0.0,2.52,True
2024-04-03T04:00:00-03:00,86472600,2024-04-03T03:45:00-03:00,2024-04-03T03:45:00-03:00,0.0,2.33,True
2024-04-03T05:00:00-03:00,86472600,2024-04-03T04:45:00-03:00,2024-04-03T04:45:00-03:00,0.0,2.16,True
2024-04-03T06:00:00-03:00,86472600,2024-04-03T05:45:00-03:00,2024-04-03T05:45:00-03:00,0.0,2.01,True
2024-04-03T07:00:00-03:00,86472600,2024-04-03T06:45:00-03:00,2024-04-03T06:45:00-03:00,0.0,1.88,True
2024-04-03T08:00:00-03:00,86472600,2024-04-03T07:45:00-03:00,2024-04-03T07:45:00-03:00,0.0,1.78,True
2024-04-03T09:00:00-03:00,86472600,2024-04-03T08:45:00-03:00,2024-04-03T08:45:00-03:00,0.0,1.7,True
2024-04-03T10:00:00-03:00,86472600,2024-04-03T09:45:00-03:00,2024-04-03T09:45:00-03:00,0.0,1.64,True
2024-04-03T11:00:00-03:00,86472600,2024-04-03T10:45:00-03:00,2024-04-03T10:45:00-03:00,0.0,1.6,True
2024-04-03T12:00:00-03:00,86472600,2024-04-03T11:45:00-03:00,2024-04-03T11:45:00-03:00,0.0,1.57,True
2024-04-03T13:00:00-03:00,86472600,2024-04-03T12:45:00-03:00,2024-04-03T12:45:00-03:00,0.0,1.55,True
2024-04-03T14:00:00-03:00,86472600,2024-04-03T13:45:00-03:00,2024-04-03T13:45:00-03:00,0.0,1.54,True
2024-04-03T15:00:00-03:00,86472600,2024-04-03T14:45:00-03:00,2024-04-03T14:45:00-03:00,0.0,1.53,True
2024-04-03T16:00:00-03:00,86472600,2024-04-03T15:45:00-03:00,2024-04-03T15:45:00-03:00,0.0,1.52,True
2024-04-03T17:00:00-03:00,86472600,2024-04-03T16:45:00-03:00,2024-04-03T16:45:00-03:00,0.0,1.52,True
2024-04-03T18:00:00-03:00,86472600,2024-04-03T17:45:00-03:00,2024-04-03T17:45:00-03:00,0.0,1.52,True
2024-04-03T19:00:00-03:00,86472600,2024-04-03T18:45:00-03:00,2024-04-03T18:45:00-03:00,0.0,1.52,True
2024-04-03T20:00:00-03:00,86472600,2024-04-03T19:45:00-03:00,2024-04-03T19:45:00-03:00,0.0,1.52,True
2024-04-03T21:00:00-03:00,86472600,2024-04-03T20:45:00-03:00,2024-04-03T20:45:00-03:00,0.0,1.52,True
2024-04-03T22:00:00-03:00,86472600,2024-04-03T21:45:00-03:00,2024-04-03T21:45:00-03:00,0.0,1.52,True
2024-04-03T23:00:00-03:00,86472600,2024-04-03T22:45:00-03:00,2024-04-03T22:45:00-03:00,0.0,1.6,True
2024-04-04T00:00:00-03:00,86472600,2024-04-03T23:45:00-03:00,2024-04-03T23:45:00-03:00,0.0,1.9,True
2024-04-04T01:00:00-03:00,86472600,2024-04-04T00:45:00-03:00,2024-04-04T00:45:00-03:00,0.0,2.21,True
2024-04-04T02:00:00-03:00,86472600,2024-04-04T01:45:00-03:00,2024-04-04T01:45:00-03:00,0.0,2.36,True
2024-04-04T03:00:00-03:00,86472600,2024-04-04T02:45:00-03:00,2024-04-04T02:45:00-03:00,0.0,2.43,True
2024-04-04T04:00:00-03:00,86472600,2024-04-04T03:45:00-03:00,2024-04-04T03:45:00-03:00,0.0,2.47,True
2024-04-04T05:00:00-03:00,86472600,2024-04-04T04:45:00-03:00,2024-04-04T04:45:00-03:00,0.0,2.45,True
2024-04-04T06:00:00-03:00,86472600,2024-04-04T05:45:00-03:00,2024-04-04T05:45:00-03:00,0.0,2.33,True
2024-04-04T07:00:00-03:00,86472600,2024-04-04T06:45:00-03:00,2024-04-04T06:45:00-03:00,0.0,2.17,True
2024-04-04T08:00:00-03:00,86472600,2024-04-04T07:45:00-03:00,2024-04-04T07:45:00-03:00,0.0,2.02,True
