station,name,origin_literal,query_literal,source_time_literal,age_after_query_seconds,age_at_origin_seconds,source_record_index,final_level_original,final_qc,sensor_original,sensor_qc,source_file,source_sha256,eligible_strict_level,reason
86472000,Linha José Júlio,2024-06-15 12:00:00,2024-06-15 11:30:00,2024-06-15 11:30:00,0.0,1800.0,626,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 13:00:00,2024-06-15 12:30:00,2024-06-15 12:30:00,0.0,1800.0,622,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 14:00:00,2024-06-15 13:30:00,2024-06-15 13:30:00,0.0,1800.0,618,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 15:00:00,2024-06-15 14:30:00,2024-06-15 14:30:00,0.0,1800.0,614,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 16:00:00,2024-06-15 15:30:00,2024-06-15 15:30:00,0.0,1800.0,610,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 17:00:00,2024-06-15 16:30:00,2024-06-15 16:30:00,0.0,1800.0,606,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 18:00:00,2024-06-15 17:30:00,2024-06-15 17:30:00,0.0,1800.0,602,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 19:00:00,2024-06-15 18:30:00,2024-06-15 18:30:00,0.0,1800.0,598,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 20:00:00,2024-06-15 19:30:00,2024-06-15 19:30:00,0.0,1800.0,594,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 21:00:00,2024-06-15 20:30:00,2024-06-15 20:30:00,0.0,1800.0,590,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 22:00:00,2024-06-15 21:30:00,2024-06-15 21:30:00,0.0,1800.0,586,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-15 23:00:00,2024-06-15 22:30:00,2024-06-15 22:30:00,0.0,1800.0,582,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 00:00:00,2024-06-15 23:30:00,2024-06-15 23:30:00,0.0,1800.0,578,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 01:00:00,2024-06-16 00:30:00,2024-06-16 00:30:00,0.0,1800.0,574,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 02:00:00,2024-06-16 01:30:00,2024-06-16 01:30:00,0.0,1800.0,570,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 03:00:00,2024-06-16 02:30:00,2024-06-16 02:30:00,0.0,1800.0,566,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 04:00:00,2024-06-16 03:30:00,2024-06-16 03:30:00,0.0,1800.0,562,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 05:00:00,2024-06-16 04:30:00,2024-06-16 04:30:00,0.0,1800.0,558,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 06:00:00,2024-06-16 05:30:00,2024-06-16 05:30:00,0.0,1800.0,554,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 07:00:00,2024-06-16 06:30:00,2024-06-16 06:30:00,0.0,1800.0,550,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 08:00:00,2024-06-16 07:30:00,2024-06-16 07:30:00,0.0,1800.0,546,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 09:00:00,2024-06-16 08:30:00,2024-06-16 08:30:00,0.0,1800.0,542,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 10:00:00,2024-06-16 09:30:00,2024-06-16 09:30:00,0.0,1800.0,538,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 11:00:00,2024-06-16 10:30:00,2024-06-16 10:30:00,0.0,1800.0,534,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 12:00:00,2024-06-16 11:30:00,2024-06-16 11:30:00,0.0,1800.0,530,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 13:00:00,2024-06-16 12:30:00,2024-06-16 12:30:00,0.0,1800.0,526,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 14:00:00,2024-06-16 13:30:00,2024-06-16 13:30:00,0.0,1800.0,522,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 15:00:00,2024-06-16 14:30:00,2024-06-16 14:30:00,0.0,1800.0,518,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 16:00:00,2024-06-16 15:30:00,2024-06-16 15:30:00,0.0,1800.0,514,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 17:00:00,2024-06-16 16:30:00,2024-06-16 16:30:00,0.0,1800.0,510,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 18:00:00,2024-06-16 17:30:00,2024-06-16 17:30:00,0.0,1800.0,506,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 19:00:00,2024-06-16 18:30:00,2024-06-16 18:30:00,0.0,1800.0,502,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 20:00:00,2024-06-16 19:30:00,2024-06-16 19:30:00,0.0,1800.0,498,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 21:00:00,2024-06-16 20:30:00,2024-06-16 20:30:00,0.0,1800.0,494,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 22:00:00,2024-06-16 21:30:00,2024-06-16 21:30:00,0.0,1800.0,490,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-16 23:00:00,2024-06-16 22:30:00,2024-06-16 22:30:00,0.0,1800.0,486,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 00:00:00,2024-06-16 23:30:00,2024-06-16 23:30:00,0.0,1800.0,482,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 01:00:00,2024-06-17 00:30:00,2024-06-17 00:30:00,0.0,1800.0,478,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 02:00:00,2024-06-17 01:30:00,2024-06-17 01:30:00,0.0,1800.0,474,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 03:00:00,2024-06-17 02:30:00,2024-06-17 02:30:00,0.0,1800.0,470,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 04:00:00,2024-06-17 03:30:00,2024-06-17 03:30:00,0.0,1800.0,466,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 05:00:00,2024-06-17 04:30:00,2024-06-17 04:30:00,0.0,1800.0,462,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 06:00:00,2024-06-17 05:30:00,2024-06-17 05:30:00,0.0,1800.0,458,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 07:00:00,2024-06-17 06:30:00,2024-06-17 06:30:00,0.0,1800.0,454,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 08:00:00,2024-06-17 07:30:00,2024-06-17 07:30:00,0.0,1800.0,450,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 09:00:00,2024-06-17 08:30:00,2024-06-17 08:30:00,0.0,1800.0,446,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 10:00:00,2024-06-17 09:30:00,2024-06-17 09:30:00,0.0,1800.0,442,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 11:00:00,2024-06-17 10:30:00,2024-06-17 10:30:00,0.0,1800.0,438,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 12:00:00,2024-06-17 11:30:00,2024-06-17 11:30:00,0.0,1800.0,434,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 13:00:00,2024-06-17 12:30:00,2024-06-17 12:30:00,0.0,1800.0,430,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 14:00:00,2024-06-17 13:30:00,2024-06-17 13:30:00,0.0,1800.0,426,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 15:00:00,2024-06-17 14:30:00,2024-06-17 14:30:00,0.0,1800.0,422,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 16:00:00,2024-06-17 15:30:00,2024-06-17 15:30:00,0.0,1800.0,418,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 17:00:00,2024-06-17 16:30:00,2024-06-17 16:30:00,0.0,1800.0,414,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 18:00:00,2024-06-17 17:30:00,2024-06-17 17:30:00,0.0,1800.0,410,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 19:00:00,2024-06-17 18:30:00,2024-06-17 18:30:00,0.0,1800.0,406,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 20:00:00,2024-06-17 19:30:00,2024-06-17 19:30:00,0.0,1800.0,402,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 21:00:00,2024-06-17 20:30:00,2024-06-17 20:30:00,0.0,1800.0,398,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 22:00:00,2024-06-17 21:30:00,2024-06-17 21:30:00,0.0,1800.0,394,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-17 23:00:00,2024-06-17 22:30:00,2024-06-17 22:30:00,0.0,1800.0,390,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-18 00:00:00,2024-06-17 23:30:00,2024-06-17 23:30:00,0.0,1800.0,386,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-18 01:00:00,2024-06-18 00:30:00,2024-06-18 00:30:00,0.0,1800.0,382,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-18 02:00:00,2024-06-18 01:30:00,2024-06-18 01:30:00,0.0,1800.0,378,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-18 03:00:00,2024-06-18 02:30:00,2024-06-18 02:30:00,0.0,1800.0,374,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-18 04:00:00,2024-06-18 03:30:00,2024-06-18 03:30:00,0.0,1800.0,370,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-18 05:00:00,2024-06-18 04:30:00,2024-06-18 04:30:00,0.0,1800.0,366,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-18 06:00:00,2024-06-18 05:30:00,2024-06-18 05:30:00,0.0,1800.0,362,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-18 07:00:00,2024-06-18 06:30:00,2024-06-18 06:30:00,0.0,1800.0,358,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
86472000,Linha José Júlio,2024-06-18 08:00:00,2024-06-18 07:30:00,2024-06-18 07:30:00,0.0,1800.0,354,,,,,outputs/pesquisa-montante-junho2024-20260922/raw/ana-86472000-20240615-20240621.xml,f0e1557fd91a3f01bd5b409c2bf2eaeadcf9904d8b2d49e1324fc6ceebbda8ff,False,missing_final_level
