nominal_lead_h,origin_trend,family,subset,observed_targets,paired_n,forecast_failures_with_truth,coverage,within_0_50_n,within_0_50_fraction,mae_m,bias_m,p90_abs_m,p98_abs_m,max_abs_m
11,rising,reference,all,452,452,0,1.0,289,0.6393805309734514,0.6321445061298621,0.023395437481996545,1.3185794847500278,3.433188923671788,9.391440266156348
11,rising,julho_levels,all,452,452,0,1.0,322,0.7123893805309734,0.575629022804639,0.0035404112170073603,1.2037817250872944,3.101641734339142,8.086268435347241
11,rising,reference,level_ge_7m,118,118,0,1.0,33,0.2796610169491525,1.449669420410715,-0.10110123498377555,2.9902903736681328,7.540654940866026,9.391440266156348
11,rising,julho_levels,level_ge_7m,118,118,0,1.0,47,0.3983050847457627,1.3505598068935056,0.034259490816427915,2.914141823329828,7.2294582663831095,8.086268435347241
11,falling,reference,all,834,833,1,0.9988009592326139,361,0.43337334933973587,0.6549249149711018,-0.18511809420731432,1.2797470692635184,1.9184345794339916,6.132562306480447
11,falling,julho_levels,all,834,833,1,0.9988009592326139,475,0.5702280912364946,0.5321075966968956,0.013927543447561381,0.9467172958441588,1.882895510454571,5.451894885317248
11,falling,reference,level_ge_7m,82,81,1,0.9878048780487805,27,0.3333333333333333,1.069860051289657,0.5180949424990218,2.2402866389709875,4.874860491582583,6.132562306480447
11,falling,julho_levels,level_ge_7m,82,81,1,0.9878048780487805,27,0.3333333333333333,1.0236305696979617,0.5511468723716236,2.0160258798183097,4.330941382512551,5.451894885317248
11,stable,reference,all,622,622,0,1.0,372,0.5980707395498392,0.5433178217391774,0.04364588204914601,1.0742165632102147,1.985734801513766,5.6057393802483135
11,stable,julho_levels,all,622,622,0,1.0,414,0.6655948553054662,0.4935694337320298,0.16443527816340375,1.0469693129097613,1.9966760425268013,5.011100002572546
11,stable,reference,level_ge_7m,35,35,0,1.0,12,0.34285714285714286,1.4791136778949823,-0.22295057677627114,3.227698824593933,5.298569304504536,5.6057393802483135
11,stable,julho_levels,level_ge_7m,35,35,0,1.0,11,0.3142857142857143,1.3869673426664304,-0.1456498640323992,2.8437109440061814,4.802989244127397,5.011100002572546
11,unknown,reference,all,26,9,17,0.34615384615384615,4,0.4444444444444444,0.6887539304388296,-0.16192308613028658,1.3366047020729412,1.4835790687360049,1.5203226604017708
11,unknown,julho_levels,all,26,9,17,0.34615384615384615,3,0.3333333333333333,0.7218674803995525,0.1433246861587789,1.3879351797513368,1.7137484261648919,1.7952017377682807
11,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,1.5203226604017708,1.5203226604017708,1.5203226604017708,1.5203226604017708,1.5203226604017708
11,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,1.7952017377682807,1.7952017377682807,1.7952017377682807,1.7952017377682807,1.7952017377682807
12,rising,reference,all,451,451,0,1.0,262,0.5809312638580931,0.7099026646562955,0.07008164336951224,1.5727561926184528,3.6645975027949618,10.418506922843463
12,rising,julho_levels,all,451,451,0,1.0,303,0.6718403547671841,0.632987469535058,0.05845578051430158,1.36074785457272,3.2954224534490777,9.038315647130192
12,rising,reference,level_ge_7m,119,119,0,1.0,26,0.2184873949579832,1.5630364675602062,-0.11088701375929562,3.1541146189430314,7.933500367442904,10.418506922843463
12,rising,julho_levels,level_ge_7m,119,119,0,1.0,40,0.33613445378151263,1.4596691892637603,0.04450369738643119,3.1396461292609357,7.860571847334439,9.038315647130192
12,falling,reference,all,834,833,1,0.9988009592326139,348,0.4177671068427371,0.6929524848502441,-0.20525847748395368,1.3303990755718924,2.0387495263077398,6.458105997317192
12,falling,julho_levels,all,834,833,1,0.9988009592326139,459,0.5510204081632653,0.5467395153739514,0.01105913195100683,1.0223278727117835,1.8976291581505758,5.744059452108404
12,falling,reference,level_ge_7m,83,82,1,0.9879518072289156,22,0.2682926829268293,1.1888546403543725,0.4351480656576217,2.4197010593351287,5.077102128419609,6.458105997317192
12,falling,julho_levels,level_ge_7m,83,82,1,0.9879518072289156,23,0.2804878048780488,1.1251913257414659,0.4705329538772144,2.192681492329062,4.506514493923486,5.744059452108404
12,stable,reference,all,621,621,0,1.0,341,0.5491143317230274,0.6094446005758202,0.0001652585076322744,1.1885961060650554,2.481734229546294,6.015574924178553
12,stable,julho_levels,all,621,621,0,1.0,394,0.6344605475040258,0.515819837023147,0.1374808287725611,1.0808848531800654,2.2113346123408255,5.397027819743766
12,stable,reference,level_ge_7m,33,33,0,1.0,9,0.2727272727272727,1.8377000787321893,-0.499972203584942,3.835802027492984,5.850483051079604,6.015574924178553
12,stable,julho_levels,level_ge_7m,33,33,0,1.0,8,0.24242424242424243,1.6898713279930333,-0.41556558860238874,3.2756006774609965,5.329452440924284,5.397027819743766
12,unknown,reference,all,27,9,18,0.3333333333333333,4,0.4444444444444444,0.6599211300886648,-0.1792312707798533,1.1640842126603228,1.2436481581863719,1.263539144567884
12,unknown,julho_levels,all,27,9,18,0.3333333333333333,3,0.3333333333333333,0.723717031748627,0.15158993996683165,1.4241714466075452,1.4349783853979063,1.4376801200954965
12,unknown,reference,level_ge_7m,2,1,1,0.5,0,0.0,1.1392204796834324,1.1392204796834324,1.1392204796834324,1.1392204796834324,1.1392204796834324
12,unknown,julho_levels,level_ge_7m,2,1,1,0.5,0,0.0,1.4376801200954965,1.4376801200954965,1.4376801200954965,1.4376801200954965,1.4376801200954965
